4 8 2.500000e+00   1 0 0 0 0 0
4 9 2.500000e+00   1 1 1 0 1 0
4 10 2.500000e+00   1 1 0 0 0 0
4 11 2.500000e+00   0 0 0 0 0 0
4 12 2.500000e+00   1 0 0 0 0 0
4 13 2.500000e+00   0 0 0 0 0 0
4 14 2.500000e+00   1 1 1 1 0 0
4 15 2.500000e+00   1 1 0 0 0 0
4 16 2.500000e+00   0 0 0 0 0 0
4 17 5   1 0 0 0 0 0
4 18 5   1 1 1 1 0 0
4 19 5   1 1 1 0 0 0
4 20 5   1 1 1 1 0 0
4 21 5   1 1 1 1 0 0
4 22 5   1 1 1 0 0 0
4 23 5   1 1 0 0 0 0
4 24 5   1 1 1 0 0 0
4 25 5   1 1 1 1 0 0
4 26 5   1 0 0 0 0 0
4 27 5   1 1 1 1 1 0
4 28 5   1 1 1 1 1 0
4 29 5   0 0 0 0 0 0
4 30 5   1 1 1 1 1 1
4 31 5   1 1 1 1 1 1
4 32 5   1 1 0 1 0 0
4 33 1   1 1 0 0 0 0
4 34 1   1 0 0 1 0 0
4 35 1   1 1 1 0 0 0
4 36 1   1 1 1 0 0 0
4 37 1   1 1 1 1 1 1
4 38 1   1 1 1 1 0 0
4 39 1   1 0 0 0 0 0
4 40 1   0 0 0 0 0 0
4 41 1   1 1 1 0 0 0
4 42 1   1 1 0 1 0 0
4 43 1   1 1 0 1 0 0
4 44 1   1 0 0 0 1 0
4 45 1   1 0 0 0 0 0
4 46 1   1 1 0 0 0 0
4 47 1   1 1 1 1 0 0
4 48 1   1 1 1 1 0 0
5 1 5   1 1 0 1 0 0
5 2 5   1 0 0 0 1 0
5 3 5   0 0 0 0 0 0
5 4 5   1 1 0 0 0 1
5 5 5   1 0 0 1 1 0
5 6 5   1 1 1 0 0 0
5 7 5   1 1 0 0 0 0
5 8 5   1 1 1 0 0 0
5 9 5   1 1 1 1 0 0
5 10 5   1 1 1 1 0 0
5 11 5   1 1 1 1 0 0
5 12 5   1 1 0 0 0 0
5 13 5   1 1 0 0 0 0
5 14 5   0 1 0 1 0 0
5 15 5   1 0 0 0 0 0
5 16 5   1 1 1 1 0 0
5 17 1   1 0 0 0 0 0
5 18 1   1 0 0 0 0 0
5 19 1   1 0 0 0 0 0
5 20 1   1 0 0 0 0 0
5 21 1   1 0 0 0 1 1
5 22 1   1 0 0 1 0 0
5 23 1   0 0 1 0 0 0
5 24 1   0 0 0 0 0 0
5 25 1   0 0 0 0 0 0
5 26 1   1 1 0 0 0 0
5 27 1   1 0 0 0 0 0
5 28 1   0 0 0 0 0 0
5 29 1   0 0 0 0 0 0
5 30 1   1 0 0 0 0 0
5 31 1   0 0 0 0 0 0
5 32 1   0 0 0 0 0 0
5 33 2.500000e+00   1 0 0 0 0 0
5 34 2.500000e+00   1 1 0 1 0 0
5 35 2.500000e+00   1 0 0 0 0 0
5 36 2.500000e+00   0 0 0 0 0 0
5 37 2.500000e+00   1 0 0 0 0 1
5 38 2.500000e+00   0 0 0 0 0 0
5 39 2.500000e+00   0 0 0 0 0 0
5 40 2.500000e+00   1 0 0 1 1 1
5 41 2.500000e+00   1 1 1 1 0 1
5 42 2.500000e+00   0 0 0 0 1 1
5 43 2.500000e+00   1 0 0 1 0 0
5 44 2.500000e+00   1 1 0 1 0 0
5 45 2.500000e+00   1 1 1 0 0 0
5 46 2.500000e+00   1 0 1 0 0 0
5 47 2.500000e+00   1 0 0 0 0 1
5 48 2.500000e+00   1 1 0 0 0 0
6 1 5   1 1 1 1 0 0
6 2 5   1 1 0 0 0 0
6 3 5   1 1 1 1 1 0
6 4 5   1 1 1 1 1 0
6 5 5   1 1 1 1 1 1
6 6 5   1 1 1 1 1 1
6 7 5   1 1 1 0 0 0
6 8 5   1 1 1 1 1 1
6 9 5   1 1 0 0 1 1
6 10 5   1 1 1 1 1 1
6 11 5   1 1 1 1 1 1
6 12 5   1 1 0 0 1 1
6 13 5   1 1 1 1 1 0
6 14 5   1 1 1 1 1 1
6 15 5   1 1 1 1 1 1
6 16 5   1 1 1 1 1 1
6 17 2.500000e+00   1 1 1 1 1 1
6 18 2.500000e+00   1 0 0 0 0 1
6 19 2.500000e+00   1 1 0 0 1 1
6 20 2.500000e+00   1 1 1 1 1 0
6 21 2.500000e+00   1 1 1 1 1 1
6 22 2.500000e+00   1 1 1 0 0 1
6 23 2.500000e+00   1 1 1 1 0 0
6 24 2.500000e+00   1 1 1 1 0 0
6 25 2.500000e+00   1 1 1 1 1 1
6 26 2.500000e+00   1 1 1 1 1 1
6 27 2.500000e+00   1 1 1 1 1 1
6 28 2.500000e+00   1 1 1 1 1 1
6 29 2.500000e+00   1 1 1 1 1 1
6 30 2.500000e+00   1 1 1 1 1 1
6 31 2.500000e+00   1 1 1 1 1 1
6 32 2.500000e+00   1 1 1 1 1 1
6 33 1   1 1 1 1 1 1
6 34 1   1 0 0 0 0 0
6 35 1   1 1 1 1 1 1
6 36 1   1 0 1 1 1 1
6 37 1   1 1 1 1 1 1
6 38 1   1 0 1 1 1 1
6 39 1   1 1 0 0 1 0
6 40 1   1 1 1 0 0 1
6 41 1   1 1 1 1 1 1
6 42 1   1 1 1 1 1 1
6 43 1   1 1 1 1 1 1
6 44 1   1 1 1 1 1 1
6 45 1   1 1 1 1 0 1
6 46 1   1 1 1 0 1 1
6 47 1   1 1 1 0 1 1
6 48 1   1 1 1 0 0 1
7 1 1   1 1 0 1 0 0
7 2 1   0 0 0 0 0 0
7 3 1   1 0 0 0 0 0
7 4 1   0 0 0 0 0 0
7 5 1   1 1 0 1 0 0
7 6 1   0 0 0 0 0 0
7 7 1   1 0 0 1 0 0
7 8 1   1 1 0 1 0 0
7 9 1   1 1 1 0 0 0
7 10 1   1 0 0 0 0 0
7 11 1   1 1 0 0 0 0
7 12 1   1 1 1 1 0 1
7 13 1   1 0 0 0 0 0
7 14 1   1 1 1 1 1 0
7 15 1   1 1 0 0 0 0
7 16 1   1 1 1 0 0 0
7 17 2.500000e+00   1 0 0 0 0 0
7 18 2.500000e+00   1 1 1 1 0 0
7 19 2.500000e+00   1 1 1 1 0 0
7 20 2.500000e+00   1 0 0 0 0 0
7 21 2.500000e+00   1 1 0 0 0 0
7 22 2.500000e+00   0 0 0 0 0 0
7 23 2.500000e+00   1 0 0 0 0 0
7 24 2.500000e+00   1 1 1 1 0 0
7 25 2.500000e+00   1 0 0 0 1 0
7 26 2.500000e+00   1 1 0 0 0 0
7 27 2.500000e+00   1 1 1 0 0 0
7 28 2.500000e+00   1 0 0 0 1 1
7 29 2.500000e+00   1 1 1 0 0 0
7 30 2.500000e+00   1 0 0 1 1 0
7 31 2.500000e+00   1 1 0 0 1 0
7 32 2.500000e+00   0 1 0 0 0 0
7 33 5   0 1 0 0 0 0
7 34 5   1 0 0 1 0 0
7 35 5   1 1 1 0 1 1
7 36 5   1 0 0 0 1 0
7 37 5   1 0 0 0 0 0
7 38 5   0 0 0 0 0 0
7 39 5   1 1 1 1 0 0
7 40 5   0 1 0 0 0 0
7 41 5   1 1 1 1 1 1
7 42 5   0 0 0 1 0 1
7 43 5   0 0 0 0 0 0
7 44 5   1 0 0 0 0 0
7 45 5   1 0 1 0 0 0
7 46 5   1 1 1 0 1 1
7 47 5   0 0 0 0 0 0
7 48 5   1 1 0 1 0 0
8 1 1   1 1 1 0 0 1
8 2 1   1 1 1 1 0 0
8 3 1   1 1 1 1 0 0
8 4 1   1 1 0 0 0 1
8 5 1   1 0 0 0 1 0
8 6 1   1 1 1 1 1 1
8 7 1   1 1 0 0 0 0
8 8 1   1 1 0 0 0 0
8 9 1   1 1 1 1 1 1
8 10 1   1 1 0 0 0 0
8 11 1   1 1 0 1 0 1
8 12 1   1 1 1 1 0 0
8 13 1   1 0 0 0 0 0
8 14 1   1 0 0 0 0 0
8 15 1   1 1 1 1 1 1
8 16 1   1 1 0 0 0 0
8 17 5   1 1 1 1 1 1
8 18 5   1 1 1 1 0 1
8 19 5   1 1 1 1 1 1
8 20 5   1 1 0 0 0 0
8 21 5   1 1 1 1 0 0
8 22 5   1 1 1 1 1 1
8 23 5   1 1 1 1 1 1
8 24 5   0 1 1 1 0 0
8 25 5   1 1 1 1 0 0
8 26 5   1 1 0 0 0 0
8 27 5   1 0 0 0 1 0
8 28 5   1 1 1 1 0 0
8 29 5   1 0 0 1 1 0
8 30 5   1 1 1 1 1 1
8 31 5   1 1 1 1 1 1
8 32 5   1 1 1 1 1 1
8 33 2.500000e+00   0 0 0 0 0 0
8 34 2.500000e+00   1 0 1 0 1 0
8 35 2.500000e+00   1 1 0 0 0 0
8 36 2.500000e+00   1 0 1 0 0 1
8 37 2.500000e+00   1 1 1 1 1 1
8 38 2.500000e+00   1 1 0 0 0 0
8 39 2.500000e+00   1 0 0 1 0 0
8 40 2.500000e+00   1 1 1 1 1 1
8 41 2.500000e+00   1 1 1 0 1 0
8 42 2.500000e+00   1 0 0 0 0 0
8 43 2.500000e+00   1 0 0 0 0 0
8 44 2.500000e+00   1 1 1 1 1 1
8 45 2.500000e+00   1 1 1 1 1 1
8 46 2.500000e+00   1 1 1 0 1 0
8 47 2.500000e+00   1 1 1 1 1 1
8 48 2.500000e+00   1 0 0 1 0 0
9 1 2.500000e+00   0 0 0 0 0 0
9 2 2.500000e+00   1 1 1 0 0 0
9 3 2.500000e+00   1 1 1 0 0 1
9 4 2.500000e+00   0 0 0 0 0 0
9 5 2.500000e+00   1 1 0 0 1 0
9 6 2.500000e+00   1 0 0 0 1 1
9 7 2.500000e+00   0 0 0 0 0 1
9 8 2.500000e+00   0 0 0 0 0 0
9 9 2.500000e+00   0 0 0 0 0 1
9 10 2.500000e+00   0 0 1 0 0 0
9 11 2.500000e+00   1 1 0 0 0 1
9 12 2.500000e+00   0 0 0 0 0 0
9 13 2.500000e+00   1 0 0 0 0 1
9 14 2.500000e+00   0 0 0 0 0 0
9 15 2.500000e+00   1 0 0 0 0 0
9 16 2.500000e+00   0 0 0 0 0 0
9 17 1   1 0 0 0 0 1
9 18 1   1 1 0 1 0 0
9 19 1   0 0 0 0 0 0
9 20 1   0 0 0 0 1 0
9 21 1   0 0 0 0 0 0
9 22 1   1 0 1 1 0 0
9 23 1   0 0 0 0 0 0
9 24 1   0 0 0 0 0 0
9 25 1   0 0 0 0 0 0
9 26 1   1 1 1 0 0 1
9 27 1   1 0 0 0 1 1
9 28 1   0 1 0 0 0 0
9 29 1   0 0 0 0 0 0
9 30 1   1 1 0 0 1 1
9 31 1   0 1 0 0 1 1
9 32 1   1 1 1 1 1 1
9 33 5   1 1 1 0 0 1
9 34 5   0 0 0 0 0 0
9 35 5   1 0 0 0 0 0
9 36 5   1 0 0 0 0 0
9 37 5   0 0 0 0 0 0
9 38 5   0 0 0 0 0 0
9 39 5   1 1 1 1 1 0
9 40 5   1 1 1 0 1 1
9 41 5   0 0 0 0 0 0
9 42 5   0 0 0 0 0 0
9 43 5   1 0 0 0 1 1
9 44 5   0 0 0 0 0 0
9 45 5   0 0 0 0 0 0
9 46 5   1 1 0 0 1 1
9 47 5   1 0 1 1 0 0
9 48 5   0 0 0 0 0 0
10 1 2.500000e+00   1 1 1 0 0 0
10 2 2.500000e+00   1 1 1 1 0 0
10 3 2.500000e+00   1 1 0 0 0 0
10 4 2.500000e+00   1 0 0 0 0 0
10 5 2.500000e+00   0 0 0 0 0 0
10 6 2.500000e+00   1 0 0 0 0 0
10 7 2.500000e+00   1 1 1 0 0 0
10 8 2.500000e+00   0 0 0 0 0 0
10 9 2.500000e+00   1 1 1 0 0 1
10 10 2.500000e+00   1 1 1 1 1 1
10 11 2.500000e+00   0 0 0 1 0 0
10 12 2.500000e+00   1 1 1 0 0 0
10 13 2.500000e+00   1 1 0 0 0 0
10 14 2.500000e+00   1 1 0 0 0 0
10 15 2.500000e+00   1 0 0 0 1 1
10 16 2.500000e+00   1 1 1 0 0 0
10 17 5   1 1 1 1 1 0
10 18 5   1 1 1 1 1 1
10 19 5   1 0 0 1 0 1
10 20 5   1 0 1 0 0 1
10 21 5   1 1 1 1 1 0
10 22 5   0 0 0 0 0 0
10 23 5   0 1 1 1 0 1
10 24 5   1 1 1 0 1 0
10 25 5   1 0 1 1 0 0
10 26 5   1 0 0 1 0 0
10 27 5   1 1 1 1 0 1
10 28 5   1 0 0 1 0 0
10 29 5   1 0 1 1 1 1
10 30 5   1 0 0 0 1 1
10 31 5   1 1 1 1 1 1
10 32 5   1 0 0 0 0 0
10 33 1   1 0 0 1 0 0
10 34 1   1 1 1 1 0 0
10 35 1   1 0 1 0 0 0
10 36 1   1 1 0 0 0 1
10 37 1   1 1 0 0 1 0
10 38 1   1 0 1 0 0 0
10 39 1   0 1 1 0 0 1
10 40 1   1 0 0 0 0 0
10 41 1   1 0 0 0 0 1
10 42 1   1 0 1 1 0 0
10 43 1   1 1 0 0 0 0
10 44 1   1 0 0 0 0 0
10 45 1   1 1 1 1 1 1
10 46 1   1 1 1 0 0 0
10 47 1   1 0 0 0 0 0
10 48 1   1 1 0 0 1 1
11 1 5   1 1 1 0 0 1
11 2 5   0 0 0 0 0 0
11 3 5   1 1 0 0 0 0
11 4 5   0 0 0 0 0 0
11 5 5   1 1 0 0 0 1
11 6 5   0 1 1 1 1 0
11 7 5   1 0 1 0 0 0
11 8 5   1 1 1 0 0 1
11 9 5   1 1 0 0 0 1
11 10 5   1 0 0 0 1 0
11 11 5   1 1 1 0 1 1
11 12 5   0 0 0 0 0 0
11 13 5   1 0 0 0 0 1
11 14 5   1 1 1 0 0 0
11 15 5   1 0 0 0 0 1
11 16 5   1 1 0 1 0 1
11 17 1   0 0 0 0 0 0
11 18 1   1 0 0 0 1 1
11 19 1   0 0 0 0 0 0
11 20 1   0 0 0 0 0 0
11 21 1   1 1 0 0 0 0
11 22 1   0 0 0 0 0 0
11 23 1   1 1 1 1 0 0
11 24 1   0 0 0 0 0 0
11 25 1   0 0 0 1 1 1
11 26 1   1 0 1 1 0 0
11 27 1   0 0 0 0 1 0
11 28 1   0 0 0 0 0 0
11 29 1   1 0 0 0 0 0
11 30 1   1 1 1 0 0 1
11 31 1   0 0 0 0 0 0
11 32 1   0 0 0 0 0 0
11 33 2.500000e+00   0 0 0 0 0 0
11 34 2.500000e+00   1 1 0 1 0 0
11 35 2.500000e+00   1 0 1 1 1 0
11 36 2.500000e+00   1 1 1 0 0 1
11 37 2.500000e+00   1 1 1 0 0 1
11 38 2.500000e+00   1 1 0 0 0 0
11 39 2.500000e+00   0 0 0 0 0 0
11 40 2.500000e+00   1 1 1 0 0 0
11 41 2.500000e+00   1 1 1 0 0 1
11 42 2.500000e+00   1 1 1 0 0 0
11 43 2.500000e+00   1 1 0 0 0 0
11 44 2.500000e+00   0 1 0 0 0 0
11 45 2.500000e+00   0 0 0 0 0 0
11 46 2.500000e+00   0 0 0 0 0 0
11 47 2.500000e+00   1 1 1 0 1 0
11 48 2.500000e+00   0 0 0 0 0 0
12 1 5   1 0 0 0 0 1
12 2 5   1 1 0 0 1 0
12 3 5   1 1 1 1 0 0
12 4 5   1 1 0 0 1 0
12 5 5   1 0 0 1 1 1
12 6 5   1 0 1 1 0 1
12 7 5   1 1 1 1 0 0
12 8 5   1 1 1 0 0 0
12 9 5   1 1 1 0 0 1
12 10 5   0 1 0 1 0 0
12 11 5   1 1 1 1 1 1
12 12 5   1 1 0 0 1 1
12 13 5   1 1 1 1 1 0
12 14 5   1 1 1 1 0 0
12 15 5   1 1 0 1 1 0
12 16 5   1 1 1 1 1 0
12 17 2.500000e+00   1 1 0 0 0 1
12 18 2.500000e+00   1 0 0 0 0 0
12 19 2.500000e+00   1 1 1 0 0 0
12 20 2.500000e+00   1 0 0 0 1 1
12 21 2.500000e+00   1 1 1 1 1 0
12 22 2.500000e+00   1 0 0 0 1 1
12 23 2.500000e+00   1 1 0 0 0 0
12 24 2.500000e+00   1 1 1 1 0 0
12 25 2.500000e+00   1 0 0 0 1 1
12 26 2.500000e+00   1 1 1 0 0 0
12 27 2.500000e+00   1 0 0 0 0 1
12 28 2.500000e+00   1 0 0 0 0 0
12 29 2.500000e+00   1 1 1 0 0 0
12 30 2.500000e+00   1 1 1 1 1 1
12 31 2.500000e+00   1 1 1 1 1 1
12 32 2.500000e+00   1 1 1 1 0 1
12 33 1   0 0 0 0 0 1
12 34 1   1 0 1 0 0 0
12 35 1   1 1 0 0 0 0
12 36 1   1 0 1 0 0 0
12 37 1   1 0 0 0 0 0
12 38 1   1 1 0 0 0 0
12 39 1   1 1 0 0 0 1
12 40 1   1 0 1 1 0 0
12 41 1   1 1 1 0 1 1
12 42 1   1 1 1 1 0 1
12 43 1   1 0 0 0 0 1
12 44 1   1 1 0 0 0 0
12 45 1   1 1 1 0 1 0
12 46 1   1 0 0 0 0 0
12 47 1   1 0 0 0 0 0
12 48 1   1 0 0 0 0 1
13 1 1   1 0 0 0 0 1
13 2 1   1 1 1 1 0 0
13 3 1   0 0 0 0 0 1
13 4 1   1 0 0 0 0 0
13 5 1   1 0 0 0 0 0
13 6 1   1 1 0 0 0 0
13 7 1   1 1 1 0 0 1
13 8 1   0 1 0 0 0 1
13 9 1   1 0 0 0 0 0
13 10 1   0 0 0 0 0 0
13 11 1   1 1 0 0 0 0
13 12 1   1 1 1 1 0 1
13 13 1   1 0 0 0 1 1
13 14 1   1 1 1 1 0 0
13 15 1   1 0 0 0 0 0
13 16 1   0 0 0 0 1 1
13 17 2.500000e+00   1 1 1 0 0 0
13 18 2.500000e+00   1 0 0 0 1 0
13 19 2.500000e+00   1 0 0 0 0 1
13 20 2.500000e+00   1 1 1 1 1 1
13 21 2.500000e+00   1 1 0 0 1 1
13 22 2.500000e+00   1 1 1 1 0 1
13 23 2.500000e+00   1 1 1 0 0 1
13 24 2.500000e+00   1 1 0 0 0 0
13 25 2.500000e+00   1 0 1 1 0 1
13 26 2.500000e+00   0 1 1 0 1 1
13 27 2.500000e+00   1 1 1 1 1 1
13 28 2.500000e+00   1 1 0 0 0 0
13 29 2.500000e+00   1 1 1 1 1 1
13 30 2.500000e+00   1 1 1 0 1 0
13 31 2.500000e+00   1 0 0 1 0 0
13 32 2.500000e+00   1 1 1 1 1 1
13 33 5   1 1 0 0 0 0
13 34 5   1 1 0 1 0 1
13 35 5   1 0 0 0 0 1
13 36 5   1 1 1 0 1 0
13 37 5   1 1 0 0 0 1
13 38 5   1 1 0 1 1 1
13 39 5   1 1 0 0 0 1
13 40 5   0 0 0 0 0 0
13 41 5   1 0 0 0 0 0
13 42 5   1 1 0 0 0 1
13 43 5   1 1 1 1 1 1
13 44 5   1 0 0 0 1 1
13 45 5   1 1 0 0 0 0
13 46 5   1 1 1 0 0 0
13 47 5   1 1 1 1 1 1
13 48 5   1 0 0 1 0 0
14 1 1   1 0 0 0 0 0
14 2 1   1 1 1 0 0 0
14 3 1   1 1 1 1 0 0
14 4 1   0 1 0 0 0 0
14 5 1   1 1 0 1 1 0
14 6 1   1 0 1 0 0 0
14 7 1   0 0 0 0 0 0
14 8 1   1 0 0 0 0 0
14 9 1   1 1 0 0 0 0
14 10 1   0 0 0 1 0 0
14 11 1   1 0 0 1 0 0
14 12 1   1 1 0 0 0 0
14 13 1   1 0 0 0 0 0
14 14 1   1 1 1 0 0 0
14 15 1   1 0 0 0 0 0
14 16 1   0 0 0 1 1 0
14 17 5   1 1 1 1 1 1
14 18 5   1 1 1 1 1 1
14 19 5   1 0 0 0 0 0
14 20 5   1 0 0 0 0 0
14 21 5   1 1 1 1 1 1
14 22 5   1 1 1 1 1 0
14 23 5   1 1 1 1 0 1
14 24 5   1 1 1 0 0 1
14 25 5   1 1 1 1 1 1
14 26 5   1 1 1 1 1 0
14 27 5   1 1 1 1 1 0
14 28 5   1 1 0 0 0 0
14 29 5   1 1 1 0 1 1
14 30 5   1 1 1 1 0 0
14 31 5   0 0 0 0 0 0
14 32 5   1 1 0 0 1 0
14 33 2.500000e+00   1 1 0 0 1 1
14 34 2.500000e+00   1 1 1 1 1 1
14 35 2.500000e+00   1 1 0 0 0 0
14 36 2.500000e+00   0 0 0 0 0 0
14 37 2.500000e+00   1 1 0 0 0 0
14 38 2.500000e+00   0 0 1 0 0 0
14 39 2.500000e+00   0 0 0 0 0 0
14 40 2.500000e+00   0 0 0 0 1 0
14 41 2.500000e+00   1 0 0 1 1 1
14 42 2.500000e+00   0 0 1 0 0 0
14 43 2.500000e+00   1 1 0 1 1 0
14 44 2.500000e+00   1 1 1 1 1 0
14 45 2.500000e+00   1 1 0 0 0 0
14 46 2.500000e+00   1 1 1 0 0 0
14 47 2.500000e+00   1 1 1 1 0 1
14 48 2.500000e+00   1 0 0 0 0 0
15 1 2.500000e+00   1 0 1 0 0 0
15 2 2.500000e+00   1 1 1 1 0 0
15 3 2.500000e+00   1 1 1 1 0 1
15 4 2.500000e+00   1 1 0 0 0 1
15 5 2.500000e+00   1 1 0 0 1 1
15 6 2.500000e+00   1 1 0 0 0 1
15 7 2.500000e+00   1 0 0 0 0 1
15 8 2.500000e+00   1 1 1 1 1 0
15 9 2.500000e+00   1 1 1 0 0 1
15 10 2.500000e+00   1 0 0 1 0 1
15 11 2.500000e+00   1 1 0 0 0 0
15 12 2.500000e+00   0 0 0 0 0 0
15 13 2.500000e+00   1 0 0 0 0 0
15 14 2.500000e+00   1 1 1 1 0 0
15 15 2.500000e+00   1 1 0 0 1 1
15 16 2.500000e+00   1 1 0 0 1 0
15 17 1   1 0 0 1 0 0
15 18 1   1 1 0 0 1 1
15 19 1   1 0 0 1 0 0
15 20 1   1 1 0 0 0 0
15 21 1   1 0 0 0 0 1
15 22 1   1 1 0 1 0 1
15 23 1   1 0 0 0 0 0
15 24 1   1 0 0 0 0 0
15 25 1   1 0 1 0 0 1
