sub block trial ctime x1 y1 err1 rt1 x2 y2 err2 rt2 x3 y3 err3 rt3 x4 y4 err4 rt4
6 1 30 0.95 -7 92 99 1.499416 -24 -44 -20 1.066213 32 47 15 1.066224 -2 -121 -119 1.066209
6 2 1 0.533333 -46 -33 13 1.965849 6 47 41 0.666389 56 44 -12 0.999613 32 -55 -87 2.132417
6 2 2 0.666667 -55 -33 22 1.132845 -67 -35 32 1.965878 -6 43 49 1.149485 0 -143 -143 0.783015
6 2 3 0.05 -6 35 41 1.099569 46 -97 -143 0.832945 -34 -25 9 0.749731 -22 63 85 0.799643
6 2 4 0.083333 56 45 -11 1.532726 -28 -35 -7 1.199517 -40 -152 -112 0.732984 -34 -100 -66 0.749752
6 2 5 0.65 -58 -31 27 2.299037 -32 101 133 2.482329 33 38 5 1.082854 63 -169 128 0.899621
6 2 6 0.333333 57 44 -13 1.532722 -10 -123 -113 1.116208 -57 -43 14 0.932944 -32 -63 -31 1.016244
6 2 7 0.266667 -45 58 103 1.032932 43 -89 -132 0.616422 -7 28 35 0.649714 -25 -147 -122 0.633069
6 2 8 0.466667 -37 37 74 1.282833 33 -167 160 0.599721 -42 -38 4 0.59978 15 119 104 0.616379
6 2 9 0.716667 -46 -14 32 1.632648 2 103 101 0.899623 44 -85 -129 0.683078 -14 25 39 0.733028
6 2 10 0.266667 48 17 -31 9.01294 -30 -63 -33 0.766319 34 -151 175 0.816356 1 35 34 0.832989
6 2 11 0.35 -67 -57 10 1.166208 -20 26 46 0.633049 -60 37 97 0.949634 68 -49 -117 0.683016
6 2 12 0.35 42 40 -2 1.59933 -33 -67 -34 0.849676 -58 -58 0 0.966255 55 61 6 0.916305
6 2 13 0.4 6 39 33 1.715974 12 -43 -55 1.599333 -9 -72 -63 1.132832 -13 27 40 0.932973
6 2 14 0.7 23 74 51 1.932542 17 25 8 1.416098 22 -43 -65 1.082881 27 48 21 0.89964
6 2 15 0.066667 -4 4 8 1.482712 -55 -59 -4 0.783 -4 31 35 0.64975 36 -124 -160 0.63308
6 2 16 0.05 -61 -25 36 1.232844 69 -143 148 0.533113 -32 -87 -55 0.633064 10 -53 -63 1.499373
6 2 17 0.95 48 -36 -84 1.882546 50 24 -26 0.832991 -11 -8 3 0.64973 -68 -77 -9 0.566438
6 2 18 0.166667 30 -32 -62 1.099526 -16 63 79 0.649723 49 -111 -160 0.533142 -58 73 131 0.533094
6 2 19 0.416667 70 -34 -104 1.749249 13 -50 -63 1.282783 -51 100 151 1.632694 30 42 12 1.399403
6 2 20 0.933333 53 -9 -62 0.749684 -21 23 44 0.883003 -28 -9 19 1.166181 -10 54 64 0.899587
6 2 21 0.966667 -50 -39 11 1.865886 16 28 12 0.633099 34 3 -31 1.049562 -51 165 -144 0.866277
6 2 22 0.7 -19 -31 -12 1.099548 63 68 5 0.58311 -35 -159 -124 0.583071 55 14 -41 0.549795
6 2 23 0.616667 -27 22 49 1.182846 10 -70 -80 0.683049 -5 99 104 0.566431 -28 -108 -80 0.516436
6 2 24 0.583333 38 -52 -90 1.032918 21 52 31 0.966265 62 -20 -82 0.633071 53 38 -15 0.932953
6 2 25 0.6 65 44 -21 0.982919 -31 -72 -41 0.733036 -48 41 89 0.616388 64 -53 -117 0.832936
6 2 26 0.933333 -53 35 88 1.282825 -64 -57 7 0.966241 -13 41 54 1.016212 -65 37 102 0.849643
6 2 27 0.6 39 -28 -67 0.949632 -47 7 54 1.199503 22 25 3 0.699701 -61 -80 -19 0.849646
6 2 28 0.116667 35 -26 -61 1.482683 19 52 33 0.533118 2 -25 -27 0.483163 21 -150 -171 0.499778
6 2 29 0.85 -60 -29 31 2.665606 4 48 44 0.59972 30 -179 151 0.59974 60 -99 -159 0.633061
6 2 30 0.166667 -26 -46 -20 1.099551 -35 7 42 0.916281 0 25 25 0.949602 39 168 129 0.633086
6 3 1 0.65 -45 -45 0 1.1995 -29 45 74 0.616428 9 41 32 0.616411 -70 -127 -57 0.749671
6 3 2 0.966667 54 -29 -83 1.416101 -49 30 79 0.732996 16 36 20 0.899627 35 47 12 0.882985
6 3 3 0.95 66 -31 -97 1.099527 -23 7 30 1.549355 -29 -37 -8 1.066246 -17 -68 -51 0.949583
6 3 4 0.583333 29 31 2 1.132848 32 67 35 1.14952 69 11 -58 1.332805 -28 -20 8 1.66594
6 3 5 0.75 67 -22 -89 0.98295 5 6 1 0.899626 18 16 -2 1.132846 13 38 25 0.833004
6 3 6 0.366667 69 24 -45 0.716365 7 3 -4 0.816327 34 10 -24 0.966295 -17 -13 4 0.683047
6 3 7 0.916667 2 -5 -7 1.366095 -15 6 21 1.016255 44 19 -25 1.032874 -17 -19 -2 1.332808
6 3 8 0.4 -25 6 31 1.03293 -52 45 97 0.932911 28 53 25 0.783039 11 -20 -31 1.032904
6 3 9 0.066667 -13 29 42 1.066218 -37 -88 -51 0.566407 -62 35 97 0.516489 -5 -65 -60 0.483102
6 3 10 0.383333 -32 -33 -1 0.749714 -65 25 90 0.783006 33 26 -7 0.6164 -60 -44 16 1.182811
6 3 11 0.816667 67 -16 -83 1.182844 -6 24 30 0.766332 24 21 -3 0.866332 -58 -43 15 1.066221
6 3 12 0.383333 -46 0 46 0.816324 -70 15 85 0.89961 27 -10 -37 0.999613 4 30 26 0.799672
6 3 13 0.533333 -7 -19 -12 1.166176 -61 43 104 0.616441 16 -60 -76 0.633069 -63 40 103 0.63304
6 3 14 0.066667 -1 -24 -23 0.849671 37 87 50 0.4998 -45 -12 33 0.466458 -17 -179 -162 0.483144
6 3 15 0.566667 33 18 -15 0.982925 48 -52 -100 0.816318 69 40 -29 0.882997 61 -170 129 0.733027
6 3 16 0.416667 -52 1 53 1.266134 70 -46 -116 0.833024 -44 -110 -66 0.99959 25 51 26 0.882953
6 3 17 0.816667 -54 -28 26 2.149117 -45 81 126 0.549778 -33 -19 14 0.63307 52 61 9 0.816314
6 3 18 0.583333 -54 -32 22 0.966288 9 34 25 0.966241 -26 -49 -23 1.099548 55 -96 -151 0.932951
6 3 19 0.783333 18 -21 -39 0.716348 27 -82 -109 0.816314 -16 44 60 1.116164 16 -53 -69 0.733059
6 3 20 0.616667 10 40 30 1.899232 -39 -96 -57 0.949602 -62 -41 21 0.849686 65 38 -27 0.749658
6 3 21 0.95 33 -31 -64 1.865933 46 31 -15 0.816298 52 53 1 2.215761 50 91 41 1.332767
6 3 22 0.883333 -39 -45 -6 0.899624 -22 -49 -27 0.966299 -58 30 88 0.699681 41 47 6 1.249489
6 3 23 0.733333 67 -50 -117 1.232846 -1 23 24 0.766329 -66 -58 8 0.882989 8 34 26 0.749692
6 3 24 0.033333 -50 -31 19 1.449424 45 59 14 0.882953 -35 -45 -10 0.8163 55 37 -18 0.616409
6 3 25 0.183333 -11 -77 -66 4.148281 -68 83 151 0.799667 9 41 32 0.899609 29 39 10 0.949579
6 3 26 0.85 -65 -43 22 1.09954 54 101 47 0.599753 -11 -3 8 0.483132 58 -96 -154 0.56643
6 3 27 0.466667 -38 -29 9 0.9496 -29 65 94 0.56645 33 -72 -105 0.733019 55 67 12 0.633047
6 3 28 0.666667 46 16 -30 0.866332 33 52 19 0.616389 54 -40 -94 0.566454 9 56 47 0.666409
6 3 29 0.55 -13 -4 9 1.16618 59 38 -21 0.699738 -47 24 71 0.666391 16 -47 -63 1.066248
6 3 30 0.583333 52 -9 -61 0.849664 58 47 -11 0.683042 14 -44 -58 0.616412 -42 -18 24 0.932975
6 4 1 0.083333 33 -41 -74 1.932525 -42 56 98 0.683061 27 -77 -104 0.599733 -66 36 102 0.566459
6 4 2 0.85 46 -26 -72 0.799662 -23 -37 -14 0.64977 46 -7 -53 0.716329 -35 -39 -4 1.216195
6 4 3 0.566667 -19 -33 -14 1.249509 -10 50 60 0.59975 -44 45 89 0.766362 -52 -21 31 0.766347
6 4 4 0.016667 -2 7 9 0.749687 -70 -65 5 0.566435 -55 30 85 0.449834 -4 -145 -141 0.516384
6 4 5 0.666667 -59 16 75 0.699734 53 40 -13 0.949608 -45 -53 -8 0.782978 39 0 -39 0.982934
6 4 6 0.516667 -34 -30 4 0.783004 -38 -9 29 1.149549 -67 -38 29 0.916284 -50 40 90 2.132447
6 4 7 0.2 45 -36 -81 0.766341 69 53 -16 0.566403 -42 -75 -33 0.583118 -34 24 58 0.483144
6 4 8 0.666667 -10 -49 -39 0.766375 -23 -14 9 0.683036 -30 -66 -36 1.01624 -31 29 60 0.799665
6 4 9 0.366667 -5 -41 -36 0.966251 -34 21 55 0.516483 9 -141 -150 0.533092 -47 3 50 0.466502
6 4 10 0.333333 -6 -22 -16 0.932972 -7 38 45 0.666373 8 -76 -84 0.716396 27 -27 -54 0.633067
6 4 11 0.916667 -6 -31 -25 1.332783 -51 14 65 0.733029 48 -73 -121 0.833016 40 25 -15 0.099967
6 4 12 0.483333 59 -26 -85 1.099541 56 39 -17 0.616406 36 -89 -125 0.533125 32 45 13 0.533137
6 4 13 0.533333 19 -24 -43 0.89962 15 53 38 0.416461 -59 -104 -45 0.383193 63 37 -26 0.399837
6 4 14 0.983333 47 -15 -62 0.999582 28 43 15 0.383184 43 -133 -176 0.416455 -12 -3 9 0.333143
6 4 15 0.05 25 -42 -67 0.81634 13 52 39 0.266542 -68 -110 -42 0.316558 -10 62 72 0.499754
6 4 16 0.583333 -24 -28 -4 1.282773 -48 38 86 0.666417 -68 -79 -11 0.483143 9 42 33 0.49978
6 4 17 0.866667 -54 -43 11 0.716396 70 20 -50 1.832565 63 38 -25 1.51604 -61 -48 13 0.54976
6 4 18 0.133333 -57 -43 14 1.132857 -47 56 103 1.19953 7 -51 -58 0.599729 34 25 -9 0.649735
6 4 19 0.3 41 31 -10 1.349462 -26 -41 -15 0.899605 -37 -5 32 2.132483 24 53 29 0.949604
6 4 20 0.583333 49 35 -14 1.116228 45 48 3 1.466087 7 28 21 0.749694 32 -9 -41 0.63307
6 4 21 0.016667 69 36 -33 0.899623 -50 1 51 1.749257 18 58 40 0.5664 12 -32 -44 1.915872
6 4 22 0.433333 13 30 17 1.182838 20 -31 -51 0.716368 -38 73 111 0.616419 -61 -7 54 0.549749
6 4 23 0.183333 -1 -4 -3 0.733055 0 33 33 0.616407 49 -49 -98 0.549748 5 32 27 0.882986
6 4 24 0.883333 -59 -30 29 1.416104 15 17 2 0.71637 -66 -42 24 0.866314 -65 -54 11 0.566392
6 4 25 0.016667 -14 -28 -14 1.049599 11 23 12 0.466426 66 -77 -143 0.483125 40 40 0 0.416512
6 4 26 0.016667 20 -27 -47 0.866336 -45 41 86 0.549815 -5 42 47 1.066211 22 -41 -63 0.699733
6 4 27 0.266667 -42 -14 28 1.382799 43 -67 -110 0.832979 -58 -47 11 0.882941 -12 -51 -39 0.916312
6 4 28 0.5 -28 -14 14 1.18287 60 47 -13 0.74969 65 -33 -98 0.66635 -47 -9 38 1.066203
6 4 29 0.366667 -14 -17 -3 2.16576 53 60 7 0.583111 -26 -59 -33 0.51644 41 48 7 0.433139
6 4 30 0.983333 -2 -20 -18 0.649756 -12 -117 -105 0.599752 50 63 13 0.566431 35 15 -20 0.816318
6 5 1 0.233333 51 -23 -74 0.949666 18 62 44 0.466499 49 -65 -114 0.416471 -4 69 73 0.399816
6 5 2 0.066667 64 -13 -77 0.583118 7 -20 -27 0.066638 14 64 50 0.283215 17 -76 -93 0.449822
6 5 3 0.3 67 -22 -89 0.949586 62 84 22 0.499807 32 28 -4 0.982954 4 1 -3 0.699688
6 5 4 0.516667 -2 -14 -12 0.866332 7 46 39 0.349856 -9 -105 -96 0.366513 -2 63 65 0.383164
6 5 5 0.583333 57 -41 -98 0.683058 7 44 37 0.266575 -67 57 124 0.233211 27 -103 -130 0.066648
6 5 6 0.766667 -37 -30 7 0.799675 16 50 34 0.416509 -49 -87 -38 0.433135 65 58 -7 0.433186
6 5 7 0.2 6 -21 -27 0.533063 -19 61 80 0.399867 41 -65 -106 0.782974 52 16 -36 0.832976
6 5 8 0.95 46 21 -25 0.483128 -54 -56 -2 0.899655 -55 -43 12 0.932938 -23 -30 -7 0.9163
6 5 9 0.483333 42 -53 -95 0.716366 -45 -33 12 0.816356 -11 -56 -45 0.966249 60 35 -25 0.766371
6 5 10 0.55 -23 -13 10 0.716365 25 52 27 0.516452 57 -11 -68 0.0833 -17 -55 -38 0.399833
6 5 11 0.633333 -14 14 28 0.68309 35 -86 -121 0.733027 69 44 -25 0.966235 25 -17 -42 0.93293
6 5 12 0.816667 48 -44 -92 0.44984 7 63 56 0.549744 -54 -75 -21 0.516477 -68 57 125 0.483131
6 5 13 0.316667 -33 -18 15 1.232845 -17 58 75 0.416493 41 -80 -121 0.416496 45 54 9 0.383148
6 5 14 0.45 48 -54 -102 0.799662 -52 42 94 0.583119 -27 -62 -35 0.766347 58 -77 -135 0.683027
6 5 15 0.983333 12 -2 -14 0.766383 24 18 -6 0.733027 -30 -13 17 1.249435 -68 -2 66 0.816369
6 5 16 0.6 64 15 -49 0.93294 43 -45 -88 0.6331 -15 20 35 0.749687 8 -31 -39 0.866286
6 5 17 0.883333 -16 7 23 0.616437 39 23 -16 0.866308 47 0 -47 0.982872 -60 -69 -9 0.899631
6 5 18 0.85 29 57 28 0.866332 19 19 0 0.666389 31 -60 -91 0.716368 55 59 4 0.566401
6 5 19 0.15 -3 23 26 0.749714 -1 -60 -59 0.48312 -19 58 77 0.399864 -69 -70 -1 0.416482
6 5 20 0.983333 -59 -8 51 0.483143 -68 53 121 0.533084 10 38 28 0.783007 54 -58 -112 1.16618
6 5 21 0.9 66 -21 -87 19.291988 26 36 10 0.54977 -17 -109 -92 0.483127 -57 49 106 0.433146
6 5 22 0.25 28 -56 -84 3.964997 -58 57 115 0.832985 -33 -32 1 0.483125 16 111 95 0.466503
6 5 23 0.183333 30 21 -9 1.116238 29 -42 -71 0.54974 10 53 43 0.583107 -46 -57 -11 0.666351
6 5 24 0.533333 64 47 -17 0.96626 -54 -3 51 0.566431 13 7 -6 0.8163 18 91 73 0.599739
6 5 25 0.266667 39 26 -13 0.833068 23 42 19 0.56643 36 42 6 0.799666 33 7 -26 0.816316
6 5 26 0.35 31 0 -31 1.332774 -52 -39 13 1.316161 29 59 30 0.59972 -63 -59 4 0.716388
6 5 27 0.616667 -5 40 45 0.716395 14 33 19 2.132396 34 4 -30 1.082921 17 28 11 0.649729
6 5 28 0.6 47 31 -16 0.533138 -2 -9 -7 0.599749 3 61 58 0.549748 -1 -36 -35 0.749714
6 5 29 0.633333 -10 23 33 1.316135 52 -23 -75 1.032881 -16 41 57 0.6331 68 -41 -109 1.249477
6 5 30 0.15 -58 47 105 1.249504 -59 -59 0 0.283214 -36 47 83 0.333194 6 46 40 0.216589
6 6 1 0.316667 -53 -5 48 0.733056 -50 -68 -18 0.349856 57 51 -6 0.333199 -60 -81 -21 0.283185
6 6 2 0.016667 69 -17 -86 0.666395 -64 60 124 0.283248 -16 22 38 0.066639 21 -82 -103 0.14993
6 6 3 0.216667 -30 51 81 0.849682 -15 -66 -51 0.266534 -30 69 99 0.349857 32 -98 -130 0.233258
6 6 4 0.016667 39 62 23 0.783004 58 -64 -122 0.316547 -19 -10 9 0.099954 -44 65 109 0.216553
6 6 5 0.966667 6 -29 -35 0.499818 -38 -50 -12 0.849645 26 35 9 0.749659 41 29 -12 0.833006
6 6 6 0.3 36 -7 -43 0.616414 -1 58 59 0.433183 -30 -80 -50 0.416462 -15 55 70 0.266604
6 6 7 0.816667 32 41 9 0.549769 -61 33 94 0.616437 69 -56 -125 0.583053 36 -24 -60 1.016257
6 6 8 0.366667 -27 56 83 0.433181 -47 -64 -17 0.366511 -44 66 110 0.349865 -20 -22 -2 0.349854
6 6 9 0.383333 -28 -23 5 0.683055 42 55 13 0.349857 35 -82 -117 0.34988 68 83 15 0.349848
6 6 10 0.05 43 3 -40 1.166189 -49 -65 -16 0.316546 14 69 55 0.333216 38 -26 -64 0.449811
6 6 11 0.616667 7 18 11 0.899658 28 -59 -87 0.34982 -59 56 115 0.349871 -52 -99 -47 0.433183
6 6 12 0.45 -61 -39 22 1.199527 48 46 -2 0.399833 -55 -40 15 0.483129 -5 12 17 0.433179
6 6 13 0.716667 -1 6 7 0.882975 -9 -92 -83 0.399863 -60 43 103 0.433183 68 -62 -130 0.383174
6 6 14 0.316667 52 -16 -68 1.18284 67 62 -5 0.316616 -56 -53 3 0.349855 -54 70 124 0.349851
6 6 15 0.333333 -53 33 86 1.282772 57 -26 -83 0.399888 -11 57 68 0.333205 16 -26 -42 0.666366
6 6 16 0.716667 33 19 -14 1.032927 51 -73 -124 0.316522 -31 56 87 0.34985 -35 -77 -42 0.366524
6 6 17 0.85 59 -70 -129 1.06625 24 58 34 0.333179 -59 -49 10 0.399859 -51 77 128 0.266544
6 6 18 0.666667 -55 5 60 1.032902 2 41 39 0.516452 10 -71 -81 0.466502 19 52 33 0.466468
6 6 19 0.633333 5 23 18 0.949601 45 -90 -135 0.449843 -36 68 104 0.433137 30 -61 -91 0.466472
6 6 20 0.166667 60 35 -25 0.799664 -70 -72 -2 0.316563 57 87 30 0.44979 40 -65 -105 0.399863
6 6 21 0.683333 52 20 -32 0.94963 46 -39 -85 0.366484 16 20 4 1.282812 -63 -82 -19 0.516475
6 6 22 0.333333 27 -50 -77 0.516462 56 63 7 0.383174 24 -83 -107 0.349885 63 80 17 0.449773
6 6 23 0.35 54 -24 -78 0.466469 20 52 32 0.383203 -5 -71 -66 0.349853 14 45 31 0.383206
6 6 24 0.883333 -13 -22 -9 0.849617 -53 36 89 0.916332 -53 -36 17 0.766311 -55 26 81 0.832986
6 6 25 0.333333 36 -20 -56 0.699741 -68 59 127 0.333157 -9 -77 -68 0.383204 2 60 58 0.316483
6 6 26 0.816667 -45 25 70 0.566458 4 -86 -90 0.349852 -58 59 117 0.333195 24 -126 -150 0.316533
6 6 27 0.85 14 53 39 0.616434 -63 -63 0 0.316526 -55 67 122 0.299922 26 76 50 0.033319
6 6 28 0.95 -7 37 44 3.281991 -52 -56 -4 1.399414 -14 43 57 0.666427 64 -53 -117 0.466473
6 6 29 0.4 30 22 -8 0.649765 -51 -70 -19 0.349825 5 53 48 0.333185 -53 -19 34 0.799647
6 6 30 0.333333 -56 -22 34 2.598899 -15 -7 8 0.433154 -61 20 81 0.499774 -23 -97 -74 0.466429
7 1 1 0.483333 28 40 12 1.649254 -22 -46 -24 0.866333 5 -47 -52 1.63271 -22 132 154 1.349463
7 1 2 0.266667 22 32 10 0.899524 -25 -62 -37 0.766371 19 -141 -160 0.98296 2 34 32 1.082892
7 1 3 0.733333 22 44 22 0.916172 61 33 -28 0.666421 64 33 -31 0.866334 -42 -47 -5 1.099587
7 1 4 0.066667 30 38 8 1.166087 -17 27 44 0.583133 12 -6 -18 1.382835 -35 -42 -7 1.099577
7 1 5 0.966667 49 46 -3 0.932851 9 1 -8 0.783033 -60 -49 11 1.066252 49 -52 -101 0.816357
7 1 6 0.016667 26 36 10 0.949537 -32 42 74 0.866334 -47 -46 1 0.71639 6 41 35 1.03293
7 1 7 0.15 62 45 -17 0.716285 -10 -47 -37 1.099625 10 -43 -53 2.748948 -46 49 95 0.716385
7 1 8 0.516667 57 31 -26 0.999492 19 -48 -67 0.733037 8 46 38 0.833025 47 -132 -179 1.382807
7 1 9 0.15 -52 -33 19 3.132089 49 40 -9 0.68307 67 -52 -119 0.882985 -11 30 41 0.733042
7 1 10 0.9 14 -54 -68 1.066149 -13 1 14 0.583131 -69 -138 -69 0.783032 3 119 116 0.683077
7 1 11 0.116667 -57 52 109 1.082784 22 -38 -60 0.849675 -54 -53 1 0.816353 40 54 14 0.583137
7 1 12 0.683333 -55 35 90 0.766245 26 -50 -76 0.683064 -1 -47 -46 1.549398 37 140 103 0.766352
7 1 13 0.766667 -15 -38 -23 0.849544 -56 -42 14 0.51647 8 1 -7 0.599784 45 45 0 0.982992
7 1 14 0.283333 11 8 -3 0.782885 62 -44 -106 0.633089 -42 2 44 1.016284 -69 -46 23 1.032911
7 1 15 0.1 -39 -37 2 1.649248 -23 -33 -10 0.58312 28 4 -24 0.866334 14 46 32 0.849678
7 1 16 0.266667 69 43 -26 1.432653 -66 -50 16 0.799707 23 36 13 0.733054 -25 -49 -24 0.916319
7 1 17 0.55 -15 -3 12 0.749614 -3 46 49 0.716396 -35 -54 -19 0.716394 -52 39 91 0.816364
7 1 18 0.966667 41 29 -12 0.816239 15 -29 -44 0.649752 -6 45 51 0.916291 4 36 32 0.999619
7 1 19 0.716667 51 44 -7 0.632965 -62 -55 7 0.499807 -44 43 87 0.849682 -53 -96 -43 1.0496
7 1 20 0.683333 22 53 31 0.916186 8 12 4 0.849661 56 -36 -92 2.965541 22 -49 -71 0.849704
7 1 21 0.583333 41 59 18 0.766243 43 8 -35 0.733059 -31 -51 -20 1.032938 -34 52 86 1.249527
7 1 22 0.633333 51 24 -27 0.732922 66 7 -59 0.566453 70 27 -43 0.666382 11 88 77 0.932996
7 1 23 0.233333 64 46 -18 0.949508 -26 -42 -16 0.566416 0 9 9 0.749715 61 28 -33 0.816361
7 1 24 0.066667 -8 -1 7 1.049471 27 -33 -60 0.699724 -23 40 63 0.949647 64 180 116 1.865956
7 1 25 0.1 51 37 -14 0.982815 -6 -40 -34 0.89969 -8 -34 -26 0.783024 60 -35 -95 0.766396
7 1 26 0.2 47 38 -9 0.749584 67 -36 -103 0.866337 27 38 11 0.999618 -38 -45 -7 0.616465
7 1 27 0.25 -6 28 34 0.582976 31 41 10 0.749706 -20 -35 -15 0.649752 -45 42 87 0.633093
7 1 28 0.066667 13 3 -10 0.816213 -66 52 118 0.733071 -70 -41 29 1.382807 24 5 -19 0.66641
7 1 29 0.35 46 36 -10 0.882866 70 -43 -113 0.73305 -3 34 37 0.816364 55 -42 -97 0.982961
7 1 30 0.133333 19 5 -14 0.999492 35 41 6 0.449835 -18 -43 -25 0.616468 -9 42 51 0.833017
7 2 1 0.316667 -54 -41 13 0.499684 -53 40 93 0.566432 25 -29 -54 0.483142 25 -51 -76 1.03294
7 2 2 0.416667 27 37 10 0.499689 -7 -28 -21 0.56647 56 38 -18 0.783046 -60 26 86 0.616445
7 2 3 0.133333 -54 -49 5 0.666273 -34 -52 -18 0.583142 -61 11 72 0.58311 -38 -39 -1 0.799702
7 2 4 0.95 -3 -51 -48 1.049467 -53 -79 -26 0.599783 38 2 -36 1.11624 -36 37 73 0.833019
7 2 5 0.316667 -62 -40 22 0.666322 -14 -82 -68 0.633097 41 50 9 0.749715 38 -78 -116 0.833014
7 2 6 0.483333 67 45 -22 0.716264 29 49 20 0.766363 -68 -58 10 0.849666 23 -41 -64 1.832655
7 2 7 0.783333 11 5 -6 0.866205 3 -49 -52 0.616423 63 -45 -108 1.03298 -31 1 32 0.733053
7 2 8 0.7 -27 -39 -12 1.282717 -69 -47 22 0.716392 -6 -49 -43 1.016236 -44 -42 2 0.733073
7 2 9 0.25 23 -4 -27 0.816226 12 2 -10 1.349486 30 -45 -75 1.182863 -47 -39 8 0.79969
7 2 10 0.766667 48 -12 -60 0.882866 7 -6 -13 0.699732 -55 -41 14 0.882987 -65 -37 28 0.76638
7 2 11 0.766667 -24 21 45 1.28269 30 44 14 0.932987 59 39 -20 1.16621 50 30 -20 1.032959
7 2 12 0.533333 38 -2 -40 0.832869 -44 -11 33 0.733054 -1 3 4 1.09957 2 -30 -32 0.916322
7 2 13 0.616667 -16 -10 6 1.249393 49 -35 -84 0.833001 -54 -51 3 0.833016 -46 -63 -17 1.266169
7 2 14 0.933333 -30 -26 4 0.882872 -43 -29 14 0.549772 -58 -39 19 0.466489 -36 -21 15 1.066261
7 2 15 0.483333 55 45 -10 0.932863 -4 -3 1 0.633092 19 19 0 0.549793 -51 -27 24 0.516471
7 2 16 0.216667 39 45 6 0.866204 -15 -16 -1 0.483151 -32 -40 -8 0.516486 -31 -61 -30 0.616447
7 2 17 0.7 -22 -40 -18 0.749583 -69 -23 46 0.549799 38 -5 -43 0.66641 -12 28 40 0.966285
7 2 18 0.433333 56 21 -35 0.732955 8 -52 -60 0.633102 20 35 15 0.499827 4 -27 -31 0.499814
7 2 19 0.483333 54 26 -28 0.866182 -61 -43 18 0.499807 4 42 38 1.06626 -66 -69 -3 1.016277
7 2 20 0.066667 16 23 7 1.232733 -39 -60 -21 0.71639 -66 22 88 0.46649 1 -29 -30 0.816332
7 2 21 0.85 -64 19 83 0.533037 36 -57 -93 0.599776 24 58 34 0.449827 -58 -107 -49 0.416537
7 2 22 0.483333 -5 5 10 0.599631 -18 -42 -24 0.683074 -26 -22 4 0.53313 -42 49 91 0.699734
7 2 23 0.95 62 36 -26 0.532982 -35 -48 -13 1.032942 17 2 -15 0.699737 9 34 25 0.533129
7 2 24 0.316667 -2 -35 -33 9.612875 -50 35 85 0.516485 -55 -39 16 0.683073 -2 49 51 0.583109
7 2 25 0.566667 -26 6 32 0.433053 70 -34 -104 0.733058 1 -51 -52 0.633051 41 56 15 0.666427
7 2 26 0.233333 58 -32 -90 0.582989 -32 36 68 0.333218 -58 47 105 0.349869 52 -36 -88 0.366529
7 2 27 0.433333 -20 39 59 1.249409 -36 -22 14 0.383181 35 35 0 0.399847 28 48 20 0.799685
7 2 28 0.416667 -24 49 73 0.566325 -51 -44 7 0.366526 -18 56 74 0.366539 69 22 -47 0.316536
7 2 29 0.166667 7 -36 -43 0.816239 14 48 34 0.39985 -63 -29 34 0.366526 18 11 -7 0.449828
7 2 30 0.85 25 34 9 0.632941 0 -32 -32 0.399852 -36 12 48 0.599772 33 54 21 0.466487
7 3 1 0.883333 51 47 -4 0.649651 51 -36 -87 0.33321 47 39 -8 0.38319 -33 32 65 0.316547
7 3 2 0.233333 22 27 5 0.449718 -52 -72 -20 0.466484 21 61 40 0.499811 -56 41 97 0.449834
7 3 3 0.883333 -65 -37 28 1.466009 19 40 21 0.599771 -38 -36 2 0.449813 -69 50 119 0.416507
7 3 4 0.233333 54 32 -22 0.766243 23 37 14 0.366546 49 63 14 0.283223 -68 67 135 0.04998
7 3 5 0.4 44 48 4 0.749589 12 -17 -29 0.383175 -65 33 98 0.416512 -58 -22 36 0.449819
7 3 6 0.083333 4 51 47 0.932851 -37 -12 25 0.349879 -46 35 81 0.316562 -52 32 84 0.283225
7 3 7 0.516667 33 45 12 0.533018 -44 -34 10 0.399849 -40 -18 22 0.083292 -50 53 103 0.249911
7 3 8 0.966667 -64 29 93 0.466387 -27 62 89 0.366535 46 22 -24 0.349893 44 47 3 0.299885
7 3 9 0.65 -44 42 86 0.799572 9 -41 -50 0.783035 -7 37 44 0.733045 -37 -45 -8 1.216216
7 3 10 0.716667 -11 46 57 0.832897 33 -28 -61 0.399848 -23 27 50 0.533132 32 -77 -109 0.516466
7 3 11 0.1 -13 -23 -10 1.166078 -21 -17 4 0.383199 7 10 3 0.56645 -55 -58 -3 0.499816
7 3 12 0.5 -67 -45 22 0.699599 -8 -7 1 0.599772 -50 -1 49 0.516474 16 2 -14 0.433169
7 3 13 0.7 42 30 -12 0.64963 8 -24 -32 0.733057 22 42 20 0.683073 4 39 35 0.849657
7 3 14 0.016667 53 35 -18 0.699603 62 28 -34 0.366532 43 34 -9 0.399884 41 33 -8 0.266553
7 3 15 0.933333 -66 25 91 0.749593 47 27 -20 0.416484 -53 53 106 0.533131 -15 -50 -35 0.849692
7 3 16 0.433333 -35 -45 -10 0.832921 -66 -63 3 0.69973 -43 33 76 0.566432 5 36 31 0.616423
7 3 17 0.65 12 -2 -14 0.466394 49 41 -8 0.38315 29 -24 -53 0.583123 33 41 8 0.566432
7 3 18 0.433333 70 28 -42 0.549688 -12 13 25 0.38319 32 28 -4 0.083293 41 37 -4 0.249885
7 3 19 0.516667 -65 -7 58 0.866206 -64 -39 25 0.449805 59 -14 -73 0.466486 -68 -21 47 0.499811
