sub block trial ctime x1 y1 err1 rt1 x2 y2 err2 rt2 x3 y3 err3 rt3 x4 y4 err4 rt4
12 2 13 0.233333 34 -44 -78 1.799042 61 -66 -127 0.949579 -51 -50 1 1.316048 -55 62 117 1.749223
12 2 14 0.533333 -8 27 35 1.349262 11 21 10 1.066175 29 -14 -43 1.282756 2 27 25 1.14948
12 2 15 0.4 -53 -41 12 1.582481 -37 50 87 1.499325 -44 -48 -4 1.316069 0 57 57 1.299409
12 2 16 0.116667 -36 -61 -25 1.265954 -3 -16 -13 1.049559 -30 60 90 0.782977 46 -44 -90 1.182816
12 2 17 0.366667 -69 25 94 1.699106 4 36 32 1.549313 17 37 20 1.665913 33 -50 -83 1.532645
12 2 18 0.966667 36 -33 -69 1.76574 67 48 -19 1.49932 32 -23 -55 1.81587 -17 -12 5 1.432683
12 2 19 0.033333 -64 -73 -9 1.965665 -46 -61 -15 1.399378 -17 33 50 1.11617 9 30 21 1.732551
12 2 20 0.416667 -12 -50 -38 2.048952 -11 -31 -20 1.949125 -1 4 5 2.848727 58 69 11 2.515529
12 2 21 0.183333 31 38 7 2.282176 -61 35 96 1.565957 37 31 -6 3.331805 -66 34 100 1.549324
12 2 22 0.733333 -23 -32 -9 1.632466 -33 -31 2 1.282751 -24 71 95 1.582617 -13 60 73 1.482656
12 2 23 0.366667 24 38 14 1.649126 20 37 17 1.282767 -46 33 79 1.765864 -29 37 66 2.582164
12 2 24 0.016667 20 38 18 1.432603 -39 37 76 1.382678 67 -53 -120 1.199476 -57 -52 5 1.066185
12 2 25 0.55 -52 -68 -16 1.565831 53 63 10 1.999087 -9 -59 -50 0.949567 -24 -55 -31 2.882025
12 2 26 0.2 52 37 -15 2.065596 36 21 -15 1.366062 22 38 16 2.182347 -10 -14 -4 1.449359
12 2 27 0.966667 68 31 -37 1.865693 -58 30 88 2.132352 63 27 -36 2.182345 -54 -47 7 1.316108
12 2 28 0.466667 -46 -58 -12 1.066085 28 -19 -47 1.999096 -56 60 116 1.332729 -44 33 77 1.615938
12 2 29 0.466667 13 34 21 1.782402 41 -71 -112 1.582621 -16 30 46 1.449358 -37 -67 -30 1.232787
12 2 30 0.183333 3 1 -2 3.248404 61 51 -10 1.299431 58 27 -31 2.915348 -35 39 74 1.382708
12 3 1 0.516667 -36 -13 23 1.582513 -30 -8 22 1.116142 -4 -1 3 1.582652 -36 37 73 1.016208
12 3 2 0.866667 63 34 -29 2.332148 -37 -56 -19 1.549298 -63 -57 6 2.998647 63 -58 -121 1.632612
12 3 3 0.866667 9 -59 -68 1.249328 -58 39 97 1.482664 59 37 -22 1.382705 56 -61 -117 1.232813
12 3 4 0.516667 -61 37 98 1.599147 -37 -58 -21 1.132803 5 43 38 1.382729 47 -53 -100 1.49932
12 3 5 0.816667 23 -38 -61 1.915671 -54 -44 10 1.565959 23 42 19 1.316072 20 40 20 1.216133
12 3 6 0.466667 -47 -57 -10 1.232664 -70 -14 56 2.049082 27 45 18 1.849163 21 -37 -58 1.74921
12 3 7 0.05 -62 18 80 2.298818 -68 31 99 1.56596 -42 6 48 1.815861 -29 30 59 1.765868
12 3 8 0.933333 -48 -47 1 1.815708 -61 -57 4 1.366053 16 8 -8 2.132321 -49 26 75 1.499311
12 3 9 0.683333 -31 -55 -24 1.049396 -52 -54 -2 1.665913 66 46 -20 2.332281 -27 38 65 1.815846
12 3 10 0.45 -25 -26 -1 1.948981 17 30 13 1.449354 21 -36 -57 1.332734 -3 -16 -13 1.18279
12 3 11 0.45 36 39 3 1.699106 13 33 20 1.532634 64 2 -62 1.832506 -4 -62 -58 1.382712
12 3 12 0.816667 48 39 -9 1.399231 37 36 -1 1.915803 11 -37 -48 1.166148 -24 11 35 1.266087
12 3 13 0.983333 5 44 39 1.449238 50 31 -19 1.466024 58 38 -20 1.299417 36 28 -8 1.599278
12 3 14 0.316667 -21 33 54 1.565839 17 34 17 2.049052 4 24 20 1.882495 59 31 -28 1.715893
12 3 15 0.45 -33 -53 -20 1.082741 -53 -48 5 1.266094 -50 11 61 1.282748 -18 -34 -16 1.332748
12 3 16 0.483333 68 28 -40 2.065573 -48 -57 -9 2.165687 27 31 4 1.699232 12 -57 -69 1.749213
12 3 17 0.05 -68 17 85 3.065155 -9 33 42 1.216128 -47 -14 33 1.232766 13 -11 -24 1.466007
12 3 18 0.1 32 43 11 1.699098 46 25 -21 1.349392 36 -4 -40 1.399371 55 -24 -79 1.715884
12 3 19 0.833333 -35 -12 23 1.96565 26 -21 -47 1.299415 -29 19 48 1.132803 -19 -26 -7 1.715892
12 3 20 0.616667 -33 -56 -23 1.682451 -11 -21 -10 1.515981 45 40 -5 1.232786 -13 26 39 1.982453
12 3 21 0.683333 27 30 3 1.499192 17 35 18 1.849159 32 13 -19 1.832497 64 27 -37 1.582618
12 3 22 0.533333 5 1 -4 1.449232 16 -28 -44 1.182761 -24 -13 11 1.449345 -53 27 80 0.999569
12 3 23 0.316667 -1 31 32 1.399238 50 31 -19 1.032845 16 -32 -48 1.232749 -39 21 60 1.082852
12 3 24 0.55 36 -50 -86 1.232648 -39 8 47 1.982437 -33 -55 -22 1.449347 -67 -56 11 1.38271
12 3 25 0.716667 34 39 5 1.382589 70 33 -37 1.632594 42 27 -15 2.149027 46 27 -19 5.314263
12 3 26 0.75 -31 -38 -7 1.515855 18 27 9 1.166142 63 32 -31 1.466007 56 27 -29 1.599269
12 3 27 0.316667 -30 40 70 1.48254 67 41 -26 1.232773 17 9 -8 1.332731 26 26 0 1.565961
12 3 28 0.5 59 32 -27 1.449239 -64 -17 47 1.182801 21 32 11 1.416038 69 29 -40 1.499322
12 3 29 0.566667 -43 35 78 1.282612 31 30 -1 1.266094 26 -18 -44 2.698809 -47 35 82 1.999086
12 3 30 0.833333 30 34 4 1.049422 -42 35 77 1.466004 -44 38 82 1.682576 -59 -27 32 1.449353
12 4 1 0.383333 9 52 43 1.315954 33 48 15 1.132822 -14 30 44 1.482664 60 38 -22 1.316071
12 4 2 0.933333 -16 31 47 2.482118 -3 41 44 2.465554 18 17 -1 1.749213 -45 28 73 1.699233
12 4 3 0.366667 35 32 -3 1.932345 5 43 38 1.16613 38 36 -2 1.282751 19 37 18 1.349389
12 4 4 0.95 -14 -26 -12 1.215981 17 -3 -20 1.316091 -22 -36 -14 1.116139 -36 -32 4 1.299423
12 4 5 0.983333 56 50 -6 1.565829 57 48 -9 1.432692 18 -26 -44 1.332729 -59 -5 54 1.332741
12 4 6 0.05 28 39 11 1.399204 48 32 -16 1.366035 -25 19 44 1.166145 50 27 -23 1.39937
12 4 7 0.433333 -53 -27 26 1.016121 7 -31 -38 2.199002 -15 -34 -19 1.349394 68 33 -35 1.066186
12 4 8 0.65 42 -46 -88 1.299275 41 48 7 1.149441 -50 -57 -7 0.98289 -36 -43 -7 1.082841
12 4 9 0.233333 -46 -31 15 1.232679 14 44 30 1.182832 -48 46 94 1.632596 29 -41 -70 1.066204
12 4 10 0.266667 48 43 -5 1.449246 -24 -14 10 1.232765 -13 38 51 1.232795 21 -9 -30 1.132836
12 4 11 0.1 -53 -25 28 1.665788 -56 -26 30 1.14948 -50 38 88 1.082842 50 -18 -68 1.049526
12 4 12 0.783333 19 -32 -51 1.415901 -19 43 62 1.132808 -65 -39 26 1.382732 -53 -31 22 1.466001
12 4 13 0.2 -60 -54 6 1.349259 63 -38 -101 1.099504 -57 -43 14 1.116158 42 -32 -74 1.049527
12 4 14 0.983333 41 26 -15 1.199345 46 36 -10 1.749208 59 36 -23 1.532666 40 2 -38 1.899137
12 4 15 0.9 7 24 17 1.665799 11 28 17 1.815845 64 24 -40 2.082385 24 13 -11 2.065735
12 4 16 0.3 11 17 6 1.449223 -10 18 28 1.649257 -1 23 24 1.649251 38 18 -20 3.198551
12 4 17 0.35 -23 25 48 2.015635 64 20 -44 1.599277 -24 -36 -12 1.799175 -17 18 35 1.915834
12 4 18 1 13 19 6 1.249333 -25 22 47 2.13237 35 27 -8 1.699268 -45 15 60 1.799195
12 4 19 0.766667 -49 -19 30 2.998533 -14 -23 -9 1.332716 -29 -20 9 1.399365 64 27 -37 1.349388
12 4 20 0.1 -42 -35 7 1.465874 56 -19 -75 1.599274 -60 29 89 1.482664 -36 -18 18 1.699228
12 4 21 0.666667 -46 -31 15 1.415896 -20 -28 -8 1.965793 45 35 -10 1.565958 -25 -35 -10 1.949121
12 4 22 0.65 18 -28 -46 1.815749 -54 -28 26 1.199459 -19 -30 -11 2.915345 -22 22 44 1.782524
12 4 23 0.283333 -7 -39 -32 1.732416 -57 -30 27 1.615926 -70 -33 37 1.649254 45 28 -17 1.899123
12 4 24 0.616667 -14 27 41 2.08228 70 23 -47 2.465565 -54 -37 17 2.432233 -11 35 46 1.832532
12 4 25 0.2 43 19 -24 8.04623 -48 -39 9 1.38272 -63 -31 32 1.782516 23 -23 -46 1.899133
12 4 26 0.75 45 -34 -79 2.365469 60 -52 -112 1.466004 56 43 -13 1.016188 -64 -48 16 1.665895
12 4 27 0.166667 26 26 0 1.932332 5 31 26 1.999096 51 -52 -103 1.499313 26 -35 -61 1.382693
12 4 28 0.766667 -55 -33 22 1.415896 -6 -15 -9 1.099504 1 -27 -28 2.56551 -43 -14 29 2.648777
12 4 29 0.5 57 -55 -112 2.082262 -35 -38 -3 1.316079 55 36 -19 1.449344 55 53 -2 1.582607
12 4 30 0.133333 57 20 -37 1.632474 20 25 5 1.132797 -64 -53 11 1.399369 -29 -39 -10 1.732558
12 5 1 0.7 24 -23 -47 1.349262 -51 -35 16 1.43268 -6 36 42 1.166143 4 -26 -30 1.032866
12 5 2 0.983333 -6 -34 -28 1.865708 -34 -35 -1 1.032859 -16 -33 -17 1.132818 -17 -26 -9 1.732554
12 5 3 0.8 -9 35 44 2.881902 -63 -38 25 1.499329 34 -32 -66 1.665924 -15 -40 -25 1.466006
12 5 4 0.066667 -10 -26 -16 2.165532 -42 -26 16 1.149483 47 -25 -72 0.866275 -10 -21 -11 0.799634
12 5 5 0.866667 -44 -27 17 1.382575 69 -35 -104 0.916246 -13 -29 -16 2.33228 -31 -11 20 3.348477
12 5 6 0.666667 21 -28 -49 1.56583 55 2 -53 1.266095 8 -20 -28 2.648802 -62 -29 33 1.316072
12 5 7 0.616667 -47 -35 12 2.665344 -45 -5 40 0.999548 61 -33 -94 1.066195 11 -17 -28 1.316074
12 5 8 0.883333 -25 -68 -43 1.215981 65 -71 -136 1.33272 -65 -66 -1 1.432695 -65 -68 -3 1.449347
12 5 9 0.383333 -50 -39 11 1.19934 -50 -31 19 0.849615 -39 -30 9 1.016224 34 -35 -69 1.249443
12 5 10 0.983333 -64 -69 -5 1.382581 -47 -31 16 2.298965 54 55 1 1.482677 60 46 -14 1.549299
12 5 11 0.7 4 35 31 1.432552 44 35 -9 1.282774 -42 36 78 1.316093 68 39 -29 1.549284
12 5 12 0.283333 -57 36 93 2.098904 30 -56 -86 1.049537 66 28 -38 0.932912 -54 25 79 0.866291
12 5 13 0.7 -70 16 86 1.099381 31 38 7 1.249415 65 33 -32 1.216097 11 35 24 1.199478
12 5 14 0.55 29 41 12 1.415902 39 30 -9 1.116161 48 41 -7 1.166148 -38 -56 -18 1.466008
12 5 15 0.066667 43 42 -1 1.315974 -57 29 86 1.482675 37 38 1 1.449344 -24 28 52 1.649253
12 5 16 0.5 10 -25 -35 1.265973 -54 -38 16 1.499321 -51 -62 -11 0.949553 -22 -57 -35 1.266093
12 5 17 0.016667 -50 -41 9 1.582522 -61 -57 4 1.082844 -28 -62 -34 1.615944 19 -4 -23 1.615934
12 5 18 0.966667 25 29 4 1.565859 25 31 6 1.61593 23 34 11 1.299387 47 29 -18 1.865809
12 5 19 0.683333 -43 -41 2 1.332615 70 51 -19 1.599275 66 -44 -110 1.54929 -49 -62 -13 1.48261
12 5 20 0.183333 -41 -48 -7 1.665785 -36 -52 -16 1.965774 36 41 5 0.999548 16 -57 -73 1.116162
12 5 21 0.566667 -28 54 82 1.6158 38 -63 -101 1.565935 -30 -43 -13 1.249442 -46 -44 2 1.082844
12 5 22 0.083333 -22 -39 -17 1.282671 0 -31 -31 1.182796 57 -29 -86 1.182811 15 -16 -31 1.649248
12 5 23 0.5 32 -40 -72 1.132685 -26 -50 -24 1.032879 27 -45 -72 0.966209 -33 -50 -17 1.032862
12 5 24 0.45 -4 -7 -3 1.215996 -55 -28 27 1.032851 -3 -38 -35 1.14948 -28 -16 12 1.84919
12 5 25 0.566667 -5 -21 -16 1.282619 3 36 33 1.266093 36 30 -6 1.366049 28 30 2 1.815901
12 5 26 0.583333 59 32 -27 2.115592 30 22 -8 1.682562 -23 39 62 1.93246 -59 29 88 1.515998
12 5 27 0.866667 -63 28 91 1.549167 -66 32 98 1.765869 0 36 36 1.865824 49 27 -22 1.399369
12 5 28 0.983333 -22 25 47 1.499194 27 -20 -47 0.999547 32 -11 -43 1.082843 67 41 -26 1.282799
12 5 29 0.833333 43 34 -9 1.265968 -62 34 96 1.416008 5 33 28 1.782525 37 40 3 4.531284
12 5 30 0.95 -25 33 58 1.74906 56 24 -32 1.34937 -39 36 75 1.565937 -21 12 33 1.599276
12 6 1 0.816667 -31 -27 4 1.199308 -15 38 53 0.96623 2 -41 -43 1.066167 -33 29 62 1.216097
12 6 2 0.633333 21 40 19 1.149376 -69 -60 9 1.049525 23 42 19 1.19947 59 28 -31 1.399386
12 6 3 0.383333 -65 -61 4 1.132721 27 -61 -88 0.89959 -5 -59 -54 0.94958 5 -50 -55 0.999549
12 6 4 0.533333 -7 12 19 1.365917 -43 -6 37 1.16615 14 -6 -20 1.282774 -2 -9 -7 1.599235
12 6 5 0.15 57 -9 -66 1.982339 -28 44 72 0.949571 -62 26 88 0.882976 -43 -40 3 0.949569
12 6 6 0.816667 -69 -36 33 2.715308 41 35 -6 1.032899 32 23 -9 1.682573 -35 32 67 1.599293
12 6 7 1 22 -36 -58 2.915213 -70 -80 -10 1.699234 -2 28 30 1.366046 27 34 7 1.449365
12 6 8 0.1 26 37 11 1.632466 51 2 -49 0.916255 -11 45 56 0.98289 67 44 -23 1.099502
12 6 9 0.516667 -12 -26 -14 0.816197 -41 -37 4 1.416026 -52 -25 27 1.349389 -9 -9 0 1.266096
12 6 10 0.616667 -25 27 52 3.464976 -52 22 74 1.449347 -4 -8 -4 1.166142 35 -3 -38 1.432673
12 6 11 0.15 -63 -57 6 1.132694 61 41 -20 1.149473 -29 -32 -3 1.082861 -5 26 31 1.299415
12 6 12 0.933333 30 30 0 1.615807 -28 25 53 1.599257 36 23 -13 2.532207 44 24 -20 1.665917
12 6 13 0.683333 64 31 -33 1.582494 -36 -35 1 1.366051 64 -62 -126 1.249433 -37 -40 -3 1.38271
12 6 14 0.4 -43 -36 7 1.166007 58 47 -11 1.316074 -32 -39 -7 1.08285 13 10 -3 2.065726
12 6 15 0.25 -45 -33 12 1.415901 0 -23 -23 1.249438 -20 -31 -11 1.249415 57 -12 -69 1.282761
12 6 16 0.983333 -28 -29 -1 1.132686 -44 -56 -12 1.182785 37 47 10 1.76587 -70 -60 10 1.466034
12 6 17 0.5 47 30 -17 1.565811 40 39 -1 1.199459 -62 -78 -16 1.765877 57 40 -17 1.382698
12 6 18 0.033333 -55 -60 -5 1.265977 -36 -32 4 1.499306 14 25 11 1.482664 19 32 13 1.199458
12 6 19 0.05 -56 -42 14 1.549174 -54 7 61 1.082835 -52 24 76 1.515974 -11 -22 -11 0.932928
12 6 20 0.3 -40 -54 -14 1.099373 -34 -52 -18 2.448892 15 28 13 2.448894 -51 19 70 1.549299
12 6 21 0.683333 60 40 -20 1.38257 -62 -55 7 1.116159 -52 60 112 1.41603 57 57 0 1.882473
12 6 22 0.116667 46 47 1 1.43256 -25 -31 -6 1.016206 0 34 34 1.032914 35 -3 -38 1.232771
12 6 23 0.8 16 -32 -48 0.849479 62 34 -28 0.832962 -46 -48 -2 0.816298 -4 18 22 0.849627
12 6 24 0.083333 0 -34 -34 1.23267 27 -37 -64 0.916276 -57 -11 46 1.249447 69 -30 -99 1.299422
12 6 25 0.866667 -25 -36 -11 1.499197 31 42 11 2.348936 -41 -51 -10 1.36606 -46 -43 3 1.216117
12 6 26 0.95 61 -38 -99 1.682443 -38 -46 -8 1.649259 -1 -32 -31 1.132817 -25 -41 -16 1.665915
12 6 27 0.516667 21 38 17 2.515396 -46 23 69 1.316093 -14 29 43 1.216115 59 19 -40 1.266091
12 6 28 0.1 1 -27 -28 1.349262 -53 -25 28 0.949611 -48 -31 17 1.232755 48 33 -15 1.26611
12 6 29 0.05 -69 -53 16 1.515843 -69 -1 68 1.266095 -68 -25 43 1.132779 -60 -27 33 3.814933
12 6 30 0.716667 -25 -35 -10 1.032737 -55 -28 27 1.132824 -36 -30 6 1.216121 -5 48 53 1.59928
13 1 1 0.316667 47 -33 -80 1.799136 -7 -122 -115 1.616023 -29 62 91 0.932969 -28 -163 -135 1.082897
13 1 2 0.933333 67 -33 -100 1.149406 11 55 44 1.232837 12 -37 -49 2.032518 -59 169 -132 4.798073
13 1 3 0.7 67 138 71 1.615885 47 45 -2 1.09957 -20 -41 -21 0.966289 -47 -122 -75 1.199529
13 1 4 0.033333 -18 49 67 1.68254 56 167 111 1.016265 49 -65 -114 0.882956 50 -126 -176 0.866293
13 1 5 0.333333 33 28 -5 1.415966 -25 132 157 1.116216 21 -49 -70 1.799278 35 -141 -176 1.132884
13 1 6 0.216667 63 44 -19 1.199385 -17 140 157 1.782616 -44 -140 -96 1.799281 -50 -80 -30 1.232844
13 1 7 0.233333 31 68 37 1.532604 33 157 124 0.966264 -46 -125 -79 1.232859 59 -66 -125 1.949222
13 1 8 0.566667 -1 -40 -39 1.249395 -63 -69 -6 1.416118 -15 -68 -53 0.99961 -40 -110 -70 0.999608
13 1 9 0.3 28 -34 -62 2.032385 40 44 4 1.116209 33 -58 -91 1.765958 -42 -130 -88 0.816349
13 1 10 0.116667 -69 -91 -22 1.066138 1 37 36 0.966281 -17 -66 -49 1.382771 -28 101 129 1.299484
13 1 11 0.266667 -25 -31 -6 1.732512 -65 37 102 1.43275 -35 -39 -4 1.449418 34 -134 -168 2.7489
13 1 12 0.9 -58 -57 1 0.982839 -61 -60 1 1.466068 -67 -53 14 1.066214 15 140 125 0.799685
13 1 13 0.733333 -37 -50 -13 0.699576 -25 -67 -42 1.349457 60 48 -12 1.599362 -67 64 131 1.01626
13 1 14 0.116667 19 -29 -48 1.249369 -43 -53 -10 0.766356 -59 -57 2 1.066242 -26 132 158 1.016254
13 1 15 0.566667 -31 -34 -3 0.782875 -42 -21 21 0.749712 -41 -48 -7 0.799678 -8 33 41 0.932974
13 1 16 0.683333 49 37 -12 0.882847 59 44 -15 1.915897 6 -28 -34 0.816348 -28 46 74 0.666373
13 1 17 0.533333 -35 -39 -4 0.816218 -65 -47 18 1.216187 16 31 15 0.799671 -13 31 44 0.832999
13 1 18 0.633333 47 37 -10 0.866174 -9 -20 -11 0.999599 -8 13 21 1.316149 -31 -42 -11 0.882974
13 1 19 0.05 -66 -33 33 0.966171 -4 -11 -7 1.082899 -37 -47 -10 1.082902 44 -25 -69 1.14954
13 1 20 0.283333 27 41 14 0.932821 -62 -65 -3 1.149567 11 23 12 1.316137 -60 -41 19 1.082883
13 1 21 0.7 15 23 8 0.69959 45 35 -10 0.799682 15 -6 -21 1.082898 -31 -45 -14 1.03292
13 1 22 0.316667 -19 30 49 0.916195 34 -43 -77 1.182859 -42 15 57 1.949221 -22 -40 -18 1.132906
13 1 23 0.2 -66 36 102 0.999432 30 -43 -73 0.699726 1 -26 -27 1.182849 33 25 -8 0.849659
13 1 24 0.683333 10 43 33 0.866178 44 26 -18 0.949641 -40 -49 -9 1.749301 9 -19 -28 0.833009
13 1 25 0.266667 -13 48 61 1.715851 63 -33 -96 0.833001 -40 47 87 0.916302 -27 -29 -2 1.249503
13 1 26 0.9 -43 35 78 1.132752 54 34 -20 0.683055 -20 -48 -28 1.066239 -28 -32 -4 0.966278
13 1 27 0.25 -6 -29 -23 1.016151 -13 -16 -3 0.733038 -24 -46 -22 0.799681 -11 -36 -25 0.749708
13 1 28 0.8 20 28 8 0.599634 21 33 12 1.032922 -21 -40 -19 1.049589 32 39 7 0.932958
13 1 29 0.183333 21 -11 -32 1.765827 -47 43 90 0.882994 6 -31 -37 1.182859 55 72 17 0.81634
13 1 30 0.4 0 12 12 0.732912 15 18 3 0.799661 62 66 4 1.216178 6 -12 -18 1.366121
13 2 1 0.916667 -46 45 91 0.649608 19 -51 -70 1.016222 -26 57 83 0.666394 42 -45 -87 0.749689
13 2 2 0.716667 -17 -34 -17 1.515927 38 41 3 1.332845 32 -41 -73 1.249498 -30 -41 -11 1.149534
13 2 3 0.183333 -4 -40 -36 1.43262 -21 -46 -25 0.966234 -11 -44 -33 0.982933 14 35 21 0.999609
13 2 4 0.2 8 -8 -16 1.515958 -11 -8 3 1.149525 -31 -6 25 0.982939 39 29 -10 0.999599
13 2 5 0.15 -46 -32 14 0.866189 -55 -38 17 0.766356 32 -3 -35 1.416107 30 51 21 0.566439
13 2 6 0.816667 40 41 1 0.632945 -22 -52 -30 0.916297 16 19 3 0.949633 -49 -41 8 1.099558
13 2 7 0.266667 51 -29 -80 1.116097 -30 -42 -12 0.716403 -18 -4 14 2.215759 -58 -24 34 0.733018
13 2 8 0.916667 -46 -29 17 1.382651 3 -46 -49 0.882965 -69 26 95 1.416103 -65 -79 -14 0.932958
13 2 9 0.25 -69 -37 32 1.399299 -36 -41 -5 0.549771 55 70 15 0.716359 70 60 -10 0.749715
13 2 10 0.016667 -17 -58 -41 1.349323 7 -39 -46 0.733035 -33 -51 -18 0.783017 54 16 -38 0.74972
13 2 11 0.916667 37 -36 -73 1.09942 40 -49 -89 0.916299 -32 43 75 0.699724 18 36 18 0.599756
13 2 12 0.883333 -40 -25 15 1.449269 15 -3 -18 2.065838 -14 -27 -13 0.866321 16 36 20 0.882981
13 2 13 0.583333 -18 26 44 0.78289 4 -12 -16 1.416088 -45 -27 18 1.316142 -39 -39 0 0.899654
13 2 14 0.7 21 -23 -44 1.132751 -10 -28 -18 1.082896 -15 -32 -17 0.999602 55 36 -19 0.516463
13 2 15 0.583333 54 -23 -77 0.882847 -34 35 69 0.866318 6 -41 -47 0.832989 -58 27 85 2.132504
13 2 16 0.45 16 51 35 1.765854 -21 -53 -32 0.599753 -68 24 92 0.899642 35 -127 -162 1.382762
13 2 17 0.566667 49 42 -7 2.448896 -52 -39 13 0.949636 -44 -24 20 0.966289 -29 -31 -2 0.882978
13 2 18 0.466667 64 50 -14 1.515949 36 38 2 0.783021 15 32 17 0.799692 -14 -39 -25 0.816337
13 2 19 0.583333 2 -38 -40 1.116119 7 -34 -41 0.866348 24 50 26 0.783022 -26 36 62 1.266162
13 2 20 0.516667 -16 -52 -36 1.232718 56 66 10 1.432756 44 -57 -101 0.882934 -52 58 110 0.733031
13 2 21 0.383333 25 33 8 0.89951 -30 -36 -6 0.533113 18 38 20 0.516463 52 33 -19 0.799682
13 2 22 0.116667 -20 -27 -7 1.499268 -13 -37 -24 0.849668 19 -50 -69 1.549382 -67 -45 22 0.816342
13 2 23 0.05 -52 -61 -9 1.19939 69 51 -18 0.716371 54 -37 -91 0.53313 37 44 7 0.716394
13 2 24 0.983333 -8 -34 -26 0.966132 -30 -49 -19 0.966306 -49 -37 12 0.932967 8 50 42 0.616436
13 2 25 0.333333 39 51 12 0.632949 -35 40 75 0.733041 40 47 7 0.649737 -57 -30 27 0.466475
13 2 26 0.583333 18 33 15 0.533014 -67 -29 38 0.716371 14 43 29 0.69972 50 27 -23 0.549781
13 2 27 0.933333 -64 -50 14 1.765829 10 40 30 0.699727 -28 -35 -7 0.799676 29 23 -6 0.533119
13 2 28 0.583333 66 41 -25 0.732905 40 46 6 0.76636 -63 -28 35 1.649346 -28 -33 -5 0.932965
13 2 29 0.716667 -24 -37 -13 0.966149 -47 -33 14 0.783027 26 54 28 0.932962 35 39 4 0.966303
13 2 30 0.1 -19 -44 -25 2.432245 10 41 31 0.799691 43 -27 -70 0.766367 50 55 5 0.666403
13 3 1 0.366667 -54 -34 20 1.649228 39 45 6 0.6664 34 47 13 0.566443 -42 47 89 0.61642
13 3 2 0.1 -65 52 117 1.39936 -6 -59 -53 0.58309 -15 58 73 0.683058 41 -27 -68 0.749732
13 3 3 0.216667 -33 -50 -17 1.016128 -20 -43 -23 1.082902 0 -48 -48 2.149143 -18 39 57 0.649786
13 3 4 0.416667 -21 37 58 1.93243 54 39 -15 0.849659 36 44 8 0.932989 58 43 -15 0.866316
13 3 5 0.266667 28 15 -13 2.898707 -24 50 74 0.716361 36 43 7 0.5498 -39 -29 10 0.749701
13 3 6 0.383333 8 -25 -33 3.0653 66 52 -14 0.733041 -21 44 65 1.499412 34 -35 -69 1.199527
13 3 7 0.866667 -5 -17 -12 2.715448 -61 48 109 2.915549 -63 49 112 1.299484 -11 -15 -4 0.83301
13 3 8 0.566667 -39 -46 -7 0.766224 -7 10 17 1.566039 -67 -47 20 1.81594 0 3 3 0.699721
13 3 9 0.183333 50 52 2 1.299327 29 40 11 0.666373 -9 -42 -33 0.816323 -17 0 17 1.082879
13 3 10 0.616667 -2 1 3 0.682928 69 39 -30 0.633037 68 52 -16 0.6664 -2 4 6 0.766361
13 3 11 0.583333 70 46 -24 1.26603 31 28 -3 0.799682 -26 -41 -15 1.116221 29 48 19 0.633077
13 3 12 0.766667 59 50 -9 1.332678 10 -5 -15 0.799679 -69 -57 12 1.416084 -70 -52 18 0.932961
13 3 13 0.083333 26 50 24 3.865018 35 53 18 0.666403 -3 -6 -3 0.966279 11 -49 -60 0.816331
13 3 14 0.15 -51 58 109 2.148986 64 -33 -97 0.733038 -40 29 69 1.016269 68 -36 -104 1.249503
13 3 15 0.683333 21 27 6 0.88285 -42 -37 5 1.216181 -6 14 20 0.833001 -52 27 79 0.932966
13 3 16 0.033333 47 36 -11 1.099465 -35 1 36 0.51646 27 -74 -101 0.816347 -3 55 58 0.683061
13 3 17 0.683333 -52 -58 -6 0.816213 53 57 4 0.633089 -13 2 15 0.699726 -40 -42 -2 0.733042
13 3 18 0.666667 -18 -14 4 0.966139 6 -27 -33 0.949624 -14 -16 -2 0.849664 -63 -58 5 0.833001
13 3 19 0.25 -66 -41 25 0.916183 -27 -52 -25 0.683079 70 23 -47 0.866323 -30 -40 -10 0.882979
13 3 20 0.95 31 40 9 0.882868 53 35 -18 0.882979 34 38 4 0.833001 35 35 0 0.849642
13 3 21 0.466667 39 -43 -82 2.015707 -15 48 63 0.783017 43 39 -4 0.666399 14 0 -14 0.533117
13 3 22 0.216667 60 47 -13 1.199394 27 31 4 0.666396 -15 41 56 0.683053 19 -33 -52 0.816351
13 3 23 0.933333 3 2 -1 0.832867 -29 -48 -19 0.816343 -23 -41 -18 0.733029 -24 -45 -21 0.766362
13 3 24 0.2 44 30 -14 1.032782 -60 73 133 0.733044 51 -51 -102 1.049554 -68 -53 15 1.232828
13 3 25 0.45 -49 -49 0 0.982785 33 59 26 0.616394 26 24 -2 1.082891 -67 -30 37 0.766346
13 3 26 0.5 63 -51 -114 0.632942 -32 55 87 0.499791 34 -46 -80 0.54979 -23 46 69 0.899638
13 3 27 0.7 29 48 19 0.666256 31 38 7 0.749706 -45 -31 14 1.132873 37 47 10 0.599781
13 3 28 0.216667 -46 -58 -12 1.582569 -52 -46 6 0.716362 2 -4 -6 1.266182 17 55 38 0.533106
13 3 29 0.266667 16 -45 -61 0.999492 -54 36 90 0.533121 -4 0 4 0.483158 -23 -39 -16 1.266171
13 3 30 0.85 41 35 -6 1.665891 -27 -37 -10 0.749712 15 11 -4 0.683062 20 26 6 0.81634
13 4 1 0.733333 33 -50 -83 0.666259 -44 45 89 0.633083 25 33 8 1.11622 50 33 -17 0.616389
