2 105 1 0    0.661    1.450    0.630    0.528    1.079    0.650 1 2 3 4 5 6  1368.673  1028.715  353.336  502.307  458.607  254.951 
2 106 1 0    0.276    0.530    0.914    1.452    0.354    1.474 1 2 3 4 5 6  1609.423  356.505  307.246  541.752  358.935  234.822 
2 107 1 0    0.531    1.034    0.757    0.705    0.872    1.102 1 2 3 5 4 6  1039.251  439.692  472.244  531.902  535.992  265.808 
2 108 1 0    1.234    0.555    0.355    0.647    1.238    0.971 1 2 3 4 5 6  1824.201  375.763  395.152  326.281  1362.104  277.030 
2 109 1 1    1.125    0.608    1.142    0.285    1.446    0.394 3 3 3 3 3 3  1240.465  458.516  359.485  425.626  464.196  560.584 
2 110 1 0    1.009    0.741    1.013    0.690    1.080    0.466 1 2 3 4 5 6  998.210  493.961  355.821  516.218  541.122  304.227 
2 111 1 0    0.775    0.633    1.651    0.410    1.038    0.493 1 2 3 4 5 6  1124.759  516.056  381.064  497.222  976.982  392.102 
2 112 1 1    0.538    1.513    0.575    0.690    1.121    0.561 1 1 1 1 1 1  692.646  492.023  397.875  483.725  588.015  304.286 
2 113 1 0    0.392    0.210    0.403    1.362    1.300    1.332 1 2 4 3 5 6  1403.052  370.383  379.213  457.888  469.756  571.308 
2 114 1 1    1.317    0.483    0.780    0.943    0.979    0.498 5 5 5 5 5 5  1034.090  461.383  337.360  448.120  563.681  638.570 
2 115 1 0    1.142    1.163    1.229    0.461    0.217    0.789 1 2 3 4 5 6  1281.762  334.427  295.797  519.129  411.101  249.309 
2 116 1 1    1.228    1.338    0.806    0.686    0.211    0.732 1 1 1 1 1 1  642.886  662.584  613.069  494.786  249.279  395.337 
2 117 1 1    0.689    0.345    0.709    1.117    0.605    1.535 -9 -9 -9 -9 -9 -9  718.889  511.125  276.411  431.146  525.215  271.186 
2 118 1 0    1.126    0.572    0.410    0.528    1.191    1.174 1 2 3 4 5 6  1218.724  444.686  240.463  268.510  654.195  356.409 
2 119 1 1    1.030    0.824    0.917    0.568    0.618    1.043 2 2 2 2 2 2  857.810  659.784  437.558  449.817  445.338  483.296 
2 120 1 1    0.819    1.187    1.096    0.710    0.471    0.717 5 5 5 5 5 5  612.767  531.244  484.291  523.615  536.864  571.297 
4 1 0 0    0.988    0.745    0.959    1.282    0.224    0.802 1 2 3 4 5 6  1856.546  505.096  480.505  449.900  381.046  331.258 
4 2 0 0    1.048    1.061    1.023    0.652    0.540    0.676 1 2 3 4 5 6  1471.934  389.396  340.003  535.027  409.044  369.639 
4 3 0 1    0.924    0.833    0.397    0.674    0.621    1.551 6 6 6 6 6 6  1094.472  480.982  464.672  420.543  510.995  425.726 
4 4 0 1    0.556    0.550    1.102    0.545    1.121    1.125 -9 -9 -9 -9 -9 -9  1089.305  348.262  403.425  1116.665  292.770  273.791 
4 5 0 1    0.660    1.039    0.767    1.220    0.667    0.647 4 4 4 4 4 4  1375.260  412.135  409.327  1075.178  962.462  284.781 
4 6 0 0    1.383    0.832    0.464    0.603    0.653    1.065 1 2 4 5 3 6  1044.808  373.576  328.936  1097.324  312.591  342.879 
4 7 0 1    1.081    0.730    1.200    0.936    0.722    0.332 -9 -9 -9 -9 -9 -9  1215.429  500.492  442.757  654.526  721.024  946.258 
4 8 0 1    1.009    0.326    0.923    0.911    1.031    0.800 2 2 2 2 2 2  1975.609  271.290  312.841  571.347  306.754  174.393 
4 9 0 0    0.598    0.686    1.137    0.739    1.002    0.838 1 5 3 4 5 6  1064.202  548.811  1368.783  378.041  992.199  248.521 
4 10 0 1    1.025    0.599    1.184    0.373    1.296    0.523 2 2 2 2 2 2  1072.602  329.122  373.993  602.214  240.841  943.164 
4 11 0 0    1.106    0.510    1.074    1.168    0.825    0.318 1 2 3 4 5 1  1212.614  480.486  477.356  444.766  519.108  298.678 
4 12 0 1    1.270    0.396    0.779    1.077    0.905    0.572 4 4 4 4 4 4  1232.263  521.711  238.194  673.132  532.484  287.112 
4 13 0 0    0.290    0.744    1.369    0.750    0.580    1.267 1 2 3 4 5 6  1337.058  292.750  402.871  400.297  670.261  471.744 
4 14 0 1    0.955    0.958    0.473    0.943    0.751    0.918 3 3 3 3 3 3  1012.126  276.872  488.906  174.218  598.962  386.725 
4 15 0 1    0.404    1.110    0.587    1.095    0.989    0.815 5 5 5 5 5 5  1066.919  204.858  557.563  224.342  549.009  207.839 
4 16 0 0    0.433    1.021    1.032    0.616    0.829    1.068 1 -9 2 5 4 3  2000.854  975.703  430.377  292.964  537.900  215.620 
4 17 0 0    0.476    0.530    0.860    1.267    0.707    1.160 1 2 3 4 -9 6  3118.651  362.087  268.350  334.944  348.442  273.961 
4 18 0 0    0.682    1.130    0.285    1.033    0.632    1.237 1 3 2 4 5 6  1274.000  389.474  351.083  1119.304  268.514  257.460 
4 19 0 1    0.507    0.752    0.562    0.736    0.696    1.748 -9 -9 -9 -9 -9 -9  1180.093  268.774  265.662  477.443  295.575  268.367 
4 20 0 1    0.810    0.903    0.764    0.216    1.406    0.902 -9 -9 -9 -9 -9 -9  866.191  362.850  420.751  434.224  182.604  565.758 
4 21 0 0    1.401    0.252    0.648    1.014    0.756    0.929 1 2 3 4 5 6  1116.820  1229.182  276.606  312.305  433.127  411.082 
4 22 0 1    0.891    0.495    1.141    1.117    1.045    0.311 -9 -9 -9 -9 -9 -9  855.532  381.330  226.662  609.714  929.390  869.052 
4 23 0 0    1.028    0.355    1.426    0.656    1.064    0.470 1 2 3 4 5 6  1133.674  755.765  500.273  485.824  367.933  343.180 
4 24 0 0    1.249    1.307    0.488    1.202    0.363    0.391 1 2 3 4 5 6  2177.238  456.042  389.274  372.771  331.522  339.637 
4 25 0 1    1.024    0.793    0.744    0.499    1.155    0.784 4 4 4 4 4 4  902.241  414.197  252.159  309.894  502.148  227.224 
4 26 0 1    1.036    1.050    0.325    0.555    0.309    1.726 2 2 2 2 2 2  984.969  541.241  251.912  226.544  549.028  838.039 
4 27 0 0    0.598    1.354    0.820    1.175    0.746    0.308 1 2 3 4 5 6  1136.616  339.726  337.533  800.084  210.255  169.195 
4 28 0 0    0.631    0.780    1.063    0.888    0.858    0.781 1 2 3 4 1 6  966.045  1331.386  439.643  1053.360  1353.253  321.267 
4 29 0 1    1.065    0.668    1.082    0.716    0.921    0.549 -9 -9 -9 -9 -9 -9  844.608  529.997  549.705  786.194  516.248  458.050 
4 30 0 0    1.299    0.278    0.669    0.743    1.022    0.989 1 2 3 4 5 6  1323.543  301.178  235.145  232.519  309.748  229.888 
4 31 0 0    0.618    1.311    0.509    1.378    0.307    0.877 1 2 3 4 5 6  1323.598  257.415  279.567  284.823  648.982  176.977 
4 32 0 0    1.213    0.418    0.453    1.614    0.627    0.676 1 2 3 4 5 6  1367.751  536.182  436.569  271.123  240.745  221.867 
4 33 0 1    0.233    0.838    1.134    0.393    1.350    1.052 2 2 2 2 2 2  3987.059  205.122  279.060  610.031  177.093  433.680 
4 34 0 1    1.077    0.682    0.896    0.967    0.965    0.413 1 1 1 1 1 1  1032.723  627.408  696.568  701.272  863.900  774.614 
4 35 0 1    0.912    0.787    0.866    0.303    0.544    1.588 4 4 4 4 4 4  1180.854  525.300  434.043  290.769  185.316  482.968 
4 36 0 1    1.492    0.453    0.841    0.523    1.121    0.570 3 3 3 3 3 3  979.705  409.379  235.619  709.075  243.909  375.676 
4 37 0 0    0.701    0.833    0.911    0.418    0.847    1.289 1 2 3 4 5 6  1579.928  518.782  345.418  315.148  334.710  276.576 
4 38 0 0    0.818    0.963    0.482    1.116    0.895    0.726 1 2 3 4 5 6  1467.536  268.498  617.940  728.567  273.866  193.881 
4 39 0 0    1.307    0.346    0.844    1.141    0.685    0.676 1 2 3 4 5 6  1131.304  548.573  813.641  232.195  191.594  629.006 
4 40 0 1    0.293    0.369    1.119    1.027    1.145    1.046 1 1 1 1 1 1  924.872  420.040  224.101  362.074  926.530  378.790 
4 41 0 0    0.872    1.128    0.647    1.243    0.747    0.362 1 2 3 4 5 6  1145.128  667.234  300.889  337.121  271.007  304.072 
4 42 0 0    1.026    0.698    0.532    0.466    0.709    1.570 1 2 6 4 5 6  1310.707  427.651  232.255  444.510  1314.552  171.504 
4 43 0 1    0.608    1.178    0.489    0.445    0.915    1.364 3 3 3 3 3 3  1021.459  318.711  302.019  737.400  334.903  885.635 
4 44 0 1    0.610    1.713    0.871    0.235    0.658    0.913 6 6 6 6 6 6  923.410  348.544  921.777  260.476  252.212  698.748 
4 45 0 0    0.349    0.308    0.844    1.022    1.342    1.136 1 2 3 4 5 6  1377.062  378.596  389.617  434.106  373.304  395.189 
4 46 0 0    1.047    0.789    1.013    0.962    0.342    0.847 1 2 3 4 5 6  1285.685  356.579  587.563  612.943  365.261  326.081 
4 47 0 1    0.834    0.753    1.248    0.416    0.783    0.965 5 5 5 5 5 5  916.672  527.151  577.426  579.564  191.004  298.264 
4 48 0 0    0.261    1.437    0.588    0.833    0.937    0.945 1 2 3 4 5 6  927.946  499.670  772.344  381.929  387.555  335.015 
4 49 0 1    0.714    1.177    0.618    1.172    0.608    0.712 -9 -9 -9 -9 -9 -9  947.063  243.818  477.601  256.853  706.182  265.263 
4 50 0 0    0.447    0.885    0.911    0.939    0.836    0.982 1 2 3 4 5 6  1060.084  401.121  409.233  304.128  331.844  296.189 
4 51 0 1    0.573    0.316    1.079    1.122    0.982    0.928 4 4 4 4 4 4  908.551  224.058  218.842  480.328  568.559  563.207 
4 52 0 1    1.215    0.337    0.517    1.032    0.539    1.361 -9 -9 -9 -9 -9 -9  759.971  805.241  224.120  237.838  797.179  648.225 
4 53 0 0    0.249    0.407    0.855    1.597    1.176    0.716 1 -9 -9 4 5 6  2302.438  208.178  254.828  197.624  253.353  285.146 
4 54 0 1    0.875    0.376    1.097    0.863    1.202    0.586 4 4 4 4 4 4  1021.677  320.927  232.670  785.683  235.328  268.682 
4 55 0 1    0.568    0.763    0.418    0.761    0.594    1.896 2 2 2 2 2 2  818.005  293.486  481.015  349.008  392.811  254.992 
4 56 0 0    0.529    0.701    0.377    1.537    1.357    0.500 -9 3 -9 4 1 5  2002.057  390.802  670.524  703.714  315.343  243.748 
4 57 0 1    1.217    1.157    0.868    0.632    0.598    0.529 2 2 2 2 2 2  908.549  696.394  720.914  960.392  326.576  460.695 
4 58 0 0    0.390    0.673    1.095    0.851    1.004    0.987 1 2 3 -9 -9 6  1319.128  469.630  310.231  2604.140  778.018  219.116 
4 59 0 0    0.620    0.724    1.359    0.376    1.087    0.834 -9 6 1 3 4 5  3938.751  541.043  532.765  384.398  863.718  232.297 
4 60 0 1    1.078    1.095    1.164    0.214    0.814    0.635 3 3 3 3 3 3  694.110  701.482  440.119  607.552  185.381  493.920 
4 61 1 1    0.702    0.845    1.124    0.678    0.906    0.745 -9 -9 -9 -9 -9 -9  1474.948  480.649  257.245  469.623  574.437  282.299 
4 62 1 1    0.320    0.892    1.674    0.598    0.439    1.078 -9 -9 -9 -9 -9 -9  1250.389  389.889  293.673  1318.149  654.788  315.393 
4 63 1 0    0.968    0.562    1.114    0.557    1.468    0.331 1 2 3 4 5 6  892.471  274.204  555.057  301.248  447.907  334.587 
4 64 1 1    0.852    0.209    1.348    1.113    0.245    1.233 2 2 2 2 2 2  787.700  447.494  202.000  488.472  375.149  143.653 
4 65 1 1    0.776    0.881    0.671    0.238    0.978    1.455 -9 -9 -9 -9 -9 -9  785.110  464.386  234.857  312.250  151.794  471.886 
4 66 1 0    0.238    0.568    0.506    1.536    0.206    1.945 1 2 3 4 5 6  931.172  918.295  240.739  488.807  744.761  205.167 
4 67 1 1    1.031    0.737    0.617    1.273    0.890    0.452 4 4 4 4 4 4  1226.051  334.795  362.974  775.016  442.406  320.985 
4 68 1 0    0.663    1.487    0.781    0.259    1.437    0.373 1 2 3 4 5 6  1336.339  460.956  262.916  717.128  306.789  307.199 
4 69 1 1    1.224    0.608    0.893    0.816    1.053    0.406 2 2 2 2 2 2  1014.013  411.967  271.824  444.694  469.329  206.989 
4 70 1 0    1.119    0.617    0.713    0.943    0.591    1.017 1 2 3 4 5 6  840.318  417.153  1117.358  406.269  304.315  354.074 
4 71 1 0    0.519    0.514    1.269    1.199    0.726    0.773 1 2 3 4 5 6  958.861  221.332  290.437  700.828  298.600  1298.232 
4 72 1 0    0.728    1.433    0.376    1.403    0.567    0.492 1 2 3 4 5 6  1082.763  642.838  299.007  268.765  356.252  299.084 
4 73 1 1    0.512    0.256    0.380    0.207    1.853    1.792 5 5 5 5 5 5  969.986  262.928  221.572  1061.530  921.778  1032.025 
4 74 1 1    0.691    1.078    0.444    0.479    1.109    1.199 4 4 4 4 4 4  1000.276  323.869  271.485  442.050  381.388  1298.301 
4 75 1 0    0.701    1.151    0.767    1.094    0.993    0.293 1 2 3 4 5 6  1322.700  367.423  373.069  951.133  381.397  395.571 
4 76 1 0    1.234    0.799    0.679    0.968    0.621    0.698 1 2 3 4 1 5  1934.061  480.450  532.675  701.056  433.410  414.093 
4 77 1 1    0.631    0.231    0.898    1.425    0.609    1.206 1 1 1 1 1 1  804.462  351.209  218.684  328.695  744.686  535.844 
