1 1 2 3 4 5
1 1 2 3 4 -9
1 1 2 3 4 -9
1 1 2 3 -9 5
1 1 2 3 4 5
1 1 2 3 4 -9
1 1 2 3 4 5
1 1 3 2 4 -9
1 1 2 3 4 5
1 1 2 3 4 5
1 1 2 3 4 -9
1 1 2 3 4 5
2 1 2 3 4 -9
2 1 2 3 4 5
2 1 2 3 4 5
2 1 2 3 4 5
2 1 2 3 4 3
2 1 2 3 4 -9
2 1 2 3 -9 4
2 1 2 4 5 -9
2 1 2 3 4 5
2 1 2 3 4 5
2 1 2 3 -9 5
2 1 2 3 4 5
3 1 4 3 -9 -9
3 1 2 3 -9 5
3 1 2 3 5 1
3 1 2 3 4 5
3 1 2 3 -9 -9
3 1 2 5 3 4
3 1 2 3 5 -9
3 1 2 3 4 5
3 1 2 3 4 -9
3 1 2 3 4 3
3 2 3 4 -9 -9
3 1 -9 -9 5 -9
4 1 2 3 4 5
4 1 2 3 4 5
4 1 2 -9 4 5
4 1 2 3 4 5
4 1 2 3 4 5
4 1 2 3 4 5
4 1 2 3 4 5
4 1 2 3 4 5
4 1 2 3 4 5
4 1 2 3 4 5
4 1 2 3 4 5
4 1 2 3 4 5
5 1 2 3 4 5
5 1 2 3 4 5
5 1 2 3 4 5
5 1 2 3 4 5
5 1 2 3 4 5
5 1 2 3 4 5
5 1 2 3 4 5
5 1 2 3 4 5
5 1 2 3 4 5
5 1 2 3 4 5
5 1 2 3 4 5
5 1 2 3 4 5
6 1 2 3 4 5
6 1 2 3 4 5
6 1 2 3 4 5
6 1 4 2 3 -9
6 1 2 3 4 5
6 1 2 3 4 -9
6 1 2 3 4 5
6 1 2 3 4 5
6 1 2 3 4 5
6 1 2 3 4 5
6 1 2 3 4 5
6 1 2 3 4 5
7 1 2 5 4 5
7 1 2 3 4 4
7 1 2 3 4 -9
7 1 2 3 4 -9
7 1 2 3 4 -9
7 1 2 3 4 5
7 1 2 3 4 1
7 1 2 3 4 5
7 1 2 4 3 5
7 1 2 3 4 2
7 -9 1 2 4 5
7 1 2 3 4 5
8 1 -9 3 4 -9
8 1 2 4 -9 5
8 1 2 3 4 5
