3   2   1   0   60   S   Z   J   B   M   S   K   R   M   L   1.04   1.396   1.082   1.382   0.817
4   1   1   0   1   N   L   M   B   C   N   L   M   B   C   1.102   0.495   0.749   0.346   0.187
4   1   1   0   2   D   M   F   T   V   D   M   F   T   V   0.951   0.414   1.072   0.561   0.386
4   1   1   11   3   S   P   N   H   T   S   P   N   T   H   1.769   2.133   2.735   2.881   2.025
4   1   1   11   4   M   J   X   L   V   M   J   X   L   V   1.275   1.879   2.747   1.69   1.97
4   1   1   1   5   X   D   J   P   S   X   D   B   L   D   1.582   1.864   3.449   2.282   2.383
4   1   1   3   6   V   D   J   W   F   V   D   J   W   F   1.664   2.95   2.563   2.64   3.033
4   1   1   1   7   B   M   W   C   K   B   M   W   C   K   1.893   2.108   1.661   2.092   1.586
4   1   1   1   8   B   X   H   V   P   B   X   H   K   D   1.381   2.119   2.053   2.575   2.439
4   1   1   1   9   C   W   J   G   P   C   W   J   D   P   1.61   1.906   2.159   1.768   1.894
4   1   1   11   10   X   F   N   R   J   X   F   N   J   P   1.646   1.729   2.176   3.89   2.336
4   1   1   11   11   V   S   X   W   N   V   S   X   W   P   1.995   2.052   2.991   2.092   2.66
4   1   1   1   12   G   K   T   M   F   G   T   K   P   W   2.24   1.69   2.027   3.126   2.52
4   1   1   3   13   P   K   C   S   M   P   K   W   T   F   2.485   2.332   2.666   3.529   2.669
4   1   1   3   14   R   F   V   M   W   R   F   V   M   W   1.543   2.859   3.151   2.872   3.11
4   1   1   13   15   R   V   W   G   B   R   V   W   P   F   1.85   2.496   2.868   4.792   3.485
4   1   1   13   16   K   H   R   Z   T   K   H   R   S   T   2   2.842   4.304   2.938   2.845
4   1   1   0   17   K   W   J   S   H   K   W   R   S   H   1.276   0.735   1.074   0.777   0.672
4   1   1   3   18   H   G   J   Z   W   H   G   J   Z   W   1.866   3.931   2.4   3.219   2.588
4   1   1   13   19   P   R   H   V   Z   P   R   H   S   W   1.386   2.884   3.595   3.07   2.601
4   1   1   3   20   W   T   J   C   M   W   T   J   S   W   1.221   3.463   3.728   3.528   4.065
4   1   1   3   21   M   H   C   X   F   M   H   F   X   R   1.72   2.682   3.567   5.326   2.765
4   1   1   11   22   L   B   F   P   G   L   D   F   P   G   1.639   2.519   2.818   2.602   2.574
4   1   1   0   23   Z   B   T   G   M   Z   B   T   G   M   1.838   0.82   0.95   2.376   0.725
4   1   1   1   24   D   W   P   S   G   D   W   P   G   T   1.399   2.121   2.216   2.347   1.742
4   1   1   0   25   P   J   K   S   V   P   J   K   S   V   1.786   0.804   0.708   0.573   0.494
4   1   1   1   26   X   C   G   D   W   X   G   C   S   W   1.989   3.248   3.714   2.293   1.661
4   1   1   3   27   R   X   F   K   T   R   X   K   F   W   1.731   2.267   2.698   3.125   3.083
4   1   1   13   28   W   R   X   C   P   W   R   X   S   T   2.133   2.336   3.473   4.253   3.988
4   1   1   1   29   M   W   K   H   G   M   W   K   H   P   1.425   1.823   2.39   1.864   1.84
4   1   1   13   30   G   L   R   W   J   G   L   R   W   P   1.836   2.564   3.435   3.339   2.723
4   1   1   11   31   B   H   P   G   N   B   H   P   G   N   1.558   1.894   1.983   2.384   2.508
4   1   1   0   32   V   P   W   M   G   V   P   W   M   G   1.317   0.845   0.589   0.714   0.898
4   1   1   3   33   M   X   B   P   D   M   X   B   P   G   1.76   2.643   2.9   2.47   2.963
4   1   1   11   34   T   G   N   F   H   T   G   N   G   H   1.425   2.307   2.726   4.333   1.798
4   1   1   0   35   T   V   C   G   N   T   V   C   G   N   1.063   0.722   0.345   0.537   0.252
4   1   1   3   36   M   C   X   T   K   M   X   C   T   K   1.33   2.362   3.357   2.28   2.521
4   1   1   13   37   C   X   H   K   Z   C   X   H   K   Z   1.703   2.645   3.048   2.738   3.152
4   1   1   1   38   T   H   G   J   P   T   H   G   J   P   1.357   2.066   1.879   1.784   2.162
4   1   1   11   39   Z   L   F   K   J   Z   L   F   P   J   1.26   1.572   2.077   2.858   1.77
4   1   1   1   40   R   X   C   Z   V   R   X   C   J   V   1.193   1.834   2.519   1.557   1.957
4   1   1   13   41   P   J   V   X   R   P   J   V   X   R   1.656   2.63   3.472   2.913   2.523
4   1   1   11   42   G   K   V   M   X   G   K   V   M   X   1.505   1.999   2.027   2.096   1.986
4   1   1   1   43   K   D   V   L   G   K   D   V   L   J   1.387   3.54   1.626   2.16   1.772
4   1   1   11   44   G   P   Z   R   D   G   P   Z   R   D   1.29   1.69   2.763   2.013   2.104
