1 1 4 2 -9 5
1 1 2 4 2 5
1 1 2 3 5 5
1 1 2 4 5 3
1 1 2 3 4 5
1 1 2 3 4 5
1 1 2 3 -9 -9
1 1 2 3 4 5
1 -9 2 3 4 5
1 1 2 3 4 5
1 1 2 3 4 5
1 1 2 3 4 5
2 1 2 3 4 5
2 1 2 3 4 5
2 1 2 3 4 5
2 1 2 3 4 5
2 1 2 3 4 5
2 1 2 3 4 5
2 1 2 3 4 5
2 1 2 3 4 5
2 1 2 3 4 5
2 1 2 3 4 5
2 1 2 3 4 5
2 1 2 4 3 5
3 1 2 3 4 5
3 1 2 3 4 5
3 1 2 3 4 5
3 -9 2 3 4 5
3 1 2 3 4 5
3 1 2 3 4 5
3 1 2 3 4 5
3 1 2 3 4 5
3 1 2 3 4 5
3 1 2 4 5 5
3 1 2 3 4 5
3 1 2 3 4 5
4 1 2 3 4 5
4 1 2 4 3 5
4 1 2 4 3 5
4 1 3 2 4 5
4 1 2 3 4 5
4 1 2 3 4 5
4 1 2 3 5 4
4 1 2 4 3 5
4 1 2 3 4 5
4 1 2 4 3 5
4 1 2 3 4 5
4 1 2 3 4 5
5 1 2 3 4 5
5 1 2 3 4 5
5 1 2 3 4 5
5 1 3 2 4 5
5 1 2 3 4 5
5 1 2 3 4 5
5 1 2 3 4 5
5 1 2 3 5 4
5 1 2 3 4 5
5 1 2 3 4 5
5 1 2 4 2 5
5 1 2 3 -9 4
6 1 2 3 4 5
6 1 2 3 4 5
6 1 2 3 4 5
6 1 2 3 4 5
6 1 2 3 4 5
6 1 2 3 4 5
6 1 2 3 -9 5
6 1 2 3 4 5
6 1 2 3 4 5
6 1 2 3 4 5
6 1 2 3 4 5
6 1 2 3 4 5
7 1 2 3 4 5
7 1 2 3 4 5
7 1 2 3 4 5
7 1 2 3 4 5
7 1 2 3 4 5
7 1 4 2 3 5
7 1 2 -9 4 5
7 1 2 4 3 5
7 1 2 3 4 5
7 1 2 3 4 5
7 1 2 3 4 5
7 1 2 3 4 5
8 1 2 3 4 5
8 1 2 3 4 5
8 1 2 3 4 5
8 1 2 3 -9 5
8 1 3 2 4 5
8 1 2 3 4 5
8 1 2 3 4 5
8 1 2 3 4 5
8 1 2 3 4 5
8 1 2 3 4 5
8 1 2 3 4 5
8 1 2 3 4 5
9 1 2 3 4 5
9 1 2 3 4 5
9 1 2 3 4 5
9 1 2 3 4 5
9 1 2 3 4 5
9 1 2 3 4 5
9 1 2 3 4 5
9 1 2 3 4 5
9 1 2 3 4 5
9 1 2 3 4 5
9 1 2 3 4 5
9 1 2 3 4 5
10 1 2 3 5 -9
10 1 4 3 -9 5
10 1 2 3 4 5
10 1 4 3 2 5
10 1 2 3 4 5
10 1 2 3 4 5
10 1 2 3 4 5
10 1 2 3 4 5
10 1 2 5 4 3
10 1 2 3 4 5
10 1 2 3 4 5
10 1 2 3 4 5
11 1 2 5 4 3
11 1 2 3 4 5
11 1 2 3 4 5
11 1 2 3 4 5
11 5 1 4 2 3
11 1 2 4 3 5
11 1 2 4 3 5
11 1 2 5 4 3
11 1 2 3 5 4
11 1 2 3 5 4
11 2 2 3 4 5
11 1 2 -9 4 1
12 1 3 4 2 5
12 1 2 3 4 5
12 1 3 2 4 5
12 1 2 3 4 5
12 1 4 3 2 5
12 1 2 3 4 5
12 1 2 3 4 5
12 1 2 3 4 5
12 1 3 2 4 5
12 1 2 3 4 5
12 1 2 3 4 5
12 1 2 3 4 5
13 1 2 3 4 5
13 1 2 3 4 5
13 1 2 3 4 5
13 1 2 3 4 5
13 1 3 2 4 5
13 1 2 3 4 5
