1 1 2 3 4 5
1 1 2 3 4 5
1 4 1 3 5 -9
1 1 2 3 4 5
1 1 2 3 4 5
1 1 4 3 4 5
1 1 2 3 4 5
1 1 2 3 4 5
1 1 3 4 5 2
1 1 2 3 4 5
1 1 2 3 4 5
1 1 4 3 2 5
1 1 2 3 -9 -9
1 1 4 3 4 5
1 1 2 4 3 5
1 1 2 3 4 5
1 1 2 3 -9 5
1 1 2 3 5 -9
1 1 2 3 4 5
1 1 2 3 4 5
1 1 2 3 4 5
1 1 2 3 4 5
1 1 2 3 -9 4
1 1 3 2 4 5
1 1 2 3 -9 5
1 1 2 3 4 -9
1 1 2 3 4 5
1 1 2 3 4 5
1 1 3 3 4 5
1 1 5 2 4 -9
1 1 2 3 4 5
1 1 3 2 -9 5
2 1 4 -9 3 2
2 1 5 1 -9 -9
2 1 3 4 -9 -9
2 1 3 4 -9 5
2 1 2 4 -9 5
2 1 4 3 -9 2
2 1 2 3 5 -9
2 1 2 3 4 5
2 1 -9 2 4 -9
2 1 2 3 5 4
2 1 2 5 4 -9
2 2 3 4 5 -9
2 1 2 3 4 5
2 1 2 5 3 -9
2 1 2 4 -9 -9
2 -9 -9 5 4 -9
2 1 2 3 5 -9
2 1 2 4 5 -9
2 1 2 3 4 5
2 1 4 2 3 4
2 1 2 3 4 5
2 1 2 3 4 -9
2 1 2 3 -9 2
2 1 2 3 -9 5
2 1 2 3 -9 -9
2 1 2 3 4 5
2 1 2 3 4 5
2 1 2 3 5 4
2 1 2 3 4 5
2 1 2 3 4 2
2 1 -9 4 -9 -9
2 1 2 3 4 5
3 1 2 3 4 5
3 1 2 -9 4 5
3 1 3 4 -9 5
3 1 -9 3 -9 5
3 1 2 3 5 -9
3 2 4 -9 5 -9
3 1 2 3 4 5
3 1 2 3 4 5
3 1 2 3 -9 5
3 1 -9 3 4 5
3 1 2 1 3 -9
3 1 2 3 -9 4
3 1 2 3 4 5
3 1 2 3 4 5
3 1 2 3 4 5
3 1 2 3 4 5
3 1 2 3 4 5
3 -9 2 3 4 5
3 1 2 3 4 5
3 1 2 -9 3 5
3 1 2 3 4 5
3 1 2 3 4 5
3 1 2 3 4 5
3 1 2 3 4 5
3 1 2 3 4 5
3 1 2 3 4 5
3 1 2 3 4 5
3 1 2 3 4 5
3 1 2 3 4 -9
3 1 2 3 4 5
3 1 2 3 5 -9
3 1 4 3 4 5
4 1 2 3 4 -9
4 1 2 3 4 5
4 1 2 3 4 5
4 3 -9 4 5 -9
4 1 2 3 4 5
4 1 2 3 4 5
4 1 2 3 4 5
4 1 2 3 4 5
4 1 2 3 4 5
4 1 3 4 2 5
4 1 2 3 4 5
4 1 2 3 4 5
4 1 2 3 4 5
4 1 2 3 4 5
