1 1 2 3 4 5
1 1 2 3 4 5
1 -1 2 3 4 5
1 1 2 3 4 5
1 1 2 3 4 5
1 1 2 3 4 5
1 1 2 3 4 5
1 1 2 3 4 5
1 1 2 3 4 5
1 1 2 3 4 5
1 1 2 3 4 5
1 1 2 3 4 5
2 1 2 3 4 5
2 1 2 4 3 5
2 1 3 2 1 5
2 1 2 3 4 5
2 1 2 3 4 5
2 1 2 3 4 5
2 1 2 3 4 5
2 1 2 3 4 5
2 1 2 3 4 5
2 1 2 3 4 5
2 1 -9 -9 4 -9
2 1 2 3 4 5
3 1 4 2 3 5
3 1 2 3 4 5
3 1 2 3 4 5
3 1 2 3 4 5
3 1 2 3 4 5
3 1 2 3 4 5
3 1 2 3 4 5
3 1 2 3 4 5
3 1 2 3 4 5
3 1 2 3 4 5
3 1 2 3 4 5
3 1 2 3 4 5
9 1 2 4 4 -9
9 1 2 3 4 5
9 1 2 3 4 5
9 1 4 3 2 5
9 1 2 3 4 5
9 1 2 3 4 5
9 1 2 3 4 5
9 1 2 3 4 5
9 1 2 3 4 5
9 1 2 4 3 5
9 1 2 3 4 5
9 1 2 3 4 5
5 1 4 2 3 5
5 1 2 3 4 5
5 1 2 3 5 4
5 1 2 3 4 5
5 1 2 3 4 5
5 1 2 3 4 5
5 1 2 3 4 5
5 1 2 3 4 5
5 1 2 3 4 5
5 1 2 3 4 -9
5 1 2 3 4 5
5 1 2 3 4 5
10 1 2 3 4 5
10 1 2 3 4 5
10 1 2 3 4 5
10 1 2 3 4 5
10 1 2 3 -9 5
10 1 2 3 4 5
10 1 2 3 4 5
10 1 4 2 3 5
10 1 2 3 4 5
10 1 2 3 4 5
10 1 2 3 -9 4
10 1 2 3 4 5
4 1 2 3 4 5
4 1 3 4 3 5
4 1 3 4 -1 5
4 1 2 3 4 5
4 1 2 4 3 5
4 2 3 4 5 -1
4 1 2 3 4 5
4 1 2 3 4 5
4 1 2 3 4 5
4 1 2 -9 4 5
4 1 2 3 4 5
4 1 -1 -1 -1 3
11 1 2 3 4 5
11 1 2 3 4 5
11 1 2 3 4 5
11 1 2 3 4 5
11 1 2 3 4 5
11 1 2 3 4 5
11 1 2 3 4 5
11 1 2 3 4 5
11 1 2 3 4 5
11 1 2 4 -1 5
11 1 -9 3 -9 5
11 1 2 3 4 5
12 1 2 3 -9 5
12 1 2 3 4 5
12 1 2 3 4 5
12 1 2 4 4 5
12 1 2 3 4 5
12 1 2 3 4 5
12 1 2 3 4 5
12 1 2 3 4 5
12 1 2 -9 4 5
12 1 2 3 4 5
12 1 2 3 4 5
12 1 2 3 4 5
6 1 2 3 4 2
6 1 2 3 4 5
6 1 2 3 4 5
6 1 2 3 4 5
6 1 -9 3 4 5
