  5 2  3      3  49  W P V F D  W  P  T  C  P    1.728    2.047    1.907    2.126    2.476 
  5 2  3     11  50  R X J F P  R  J  X  P  X    1.751    2.392    2.337    1.576    1.988 
  5 2  3      1  51  X B M Z V  X  B  M  C  M    2.398    2.231    1.706    1.733    1.616 
  5 2  3      0  52  J C X D F  J  C  F  D  X    2.075    1.182    1.560    1.022    1.344 
  5 2  3     11  53  D F N M H  D  F  M  N  D    2.330    1.586    1.572    1.519    1.690 
  5 2  3     11  54  Z X T R B  Z  X  T  M  B    1.446    2.058    1.813    1.667    1.707 
  5 2  3     11  55  Z S V W M  Z  S  V  W  S    1.913    1.843    2.581    1.811    1.653 
  5 2  3     11  56  V P R W X  V  P  R  W  S    1.297    1.319    1.612    2.204    2.018 
  5 2  3      3  57  N H K X D  N  X  J  B  B    2.053    2.890    2.732    2.485    1.652 
  5 2  3      0  58  X G P B K  X  P  G  B  S    2.397    1.855    1.691    0.993    1.289 
  5 2  3     13  59  H Z F W P  H  Z  S  W  M    0.989    4.194    2.045    3.183    2.315 
  5 2  3      1  60  F P C V Z  F  P  C  P  R    1.310    1.613    1.206    1.925    1.637 
  6 2  5      3   1  C W D X L  C  C  W  S  P    1.206    5.607    2.768    2.744    2.717 
  6 2  5     11   2  H Z S X W  H  H  S  K  F    5.046    4.570    3.737    6.913    3.967 
  6 2  5      0   3  N T J G K  N  T  J  X  T    1.337    1.542    1.814    1.638    0.979 
  6 2  5     13   4  Z X K D R  Z  X  T  D  S    1.686    2.554    2.691    2.889    1.896 
  6 2  5      1   5  N M L K F  N  M  L  D  L    1.756    2.205    1.535    1.663    1.804 
  6 2  5      1   6  G T S K L  G  T  S  K  S    1.740    1.855    1.627    2.543    1.475 
  6 2  5     11   7  F T N P V  F  T  N  D  X    1.260    2.259    2.271    3.051    1.626 
  6 2  5      3   8  L K N J X  L  L  N  D  S    1.557    2.516    4.636    2.350    1.615 
  6 2  5      1   9  M K S R N  M  K  S  W  X    1.390    2.324    1.274    3.174    1.521 
  6 2  5     11  10  P W R B C  P  W  S  D  X    0.787    2.861    1.571    1.707    1.906 
  6 2  5      0  11  H J S R V  H  J  S  R  V    1.246    1.114    0.913    0.751    1.558 
  6 2  5     13  12  J W S V T  J  S  T  K  S    1.580    1.839    1.843    2.516    1.935 
  6 2  5      3  13  C H R L G  C  H  R  L  G    1.447    2.635    1.975    2.085    2.984 
  6 2  5      0  14  C W K F J  C  W  K  F  J    0.572    0.737    0.471    0.628    0.387 
  6 2  5     13  15  C K D G R  C  K  R  G  R    1.406    3.660    6.262    3.079    2.206 
  6 2  5     13  16  M R T B J  M  R  T  B  G    1.195    2.057    1.909    2.795    3.926 
  6 2  5      1  17  L V X R T  L  V  X  R  D    0.978    1.865    1.787    1.976    1.641 
  6 2  5     13  18  J M N G L  J  M  N  S  T    0.882    2.126    1.964    2.810    2.487 
  6 2  5      1  19  K J T S G  K  J  T  S  T    1.004    1.786    1.504    1.571    1.976 
  6 2  5      3  20  C T D N H  C  T  M  S  K    1.381    3.388    2.127    2.688    1.968 
  6 2  5      0  21  P L G B H  P  L  G  S  H    0.603    0.618    1.045    1.383    0.352 
  6 2  5     13  22  C B L J K  C  B  L  L  K    1.986    2.621    1.642    2.234    2.274 
  6 2  5      0  23  N C H L K  N  C  K  C  K    0.734    0.321    1.211    1.356    0.148 
  6 2  5     11  24  F P K X D  F  P  K  X  P    2.912    1.819    1.788    2.067    1.452 
  6 2  5      0  25  Z X J W F  Z  X  K  F  P    0.733    1.034    0.619    2.874    0.393 
  6 2  5     11  26  S V M L G  S  V  M  P  M    0.650    1.626    1.639    1.962    1.370 
  6 2  5      1  27  B F V K L  B  M  K  L  X    1.216    1.896    0.872    1.197    1.559 
  6 2  5     11  28  H B X Z G  H  B  X  S  T    1.557    1.785    2.326    1.694    1.881 
  6 2  5      1  29  N R B T M  N  R  T  X  X    1.596    1.600    1.531    2.528    1.574 
  6 2  5     11  30  Z S F T G  Z  F  T  S  L    1.310    1.855    1.788    1.372    1.681 
  6 2  5      0  31  N K W S V  N  K  W  S  T    0.416    0.308    0.227    0.469    0.697 
  6 2  5     13  32  B T W J P  B  T  W  J  S    2.146    2.029    1.317    2.800    2.055 
  6 2  5      0  33  D W Z P L  D  W  Z  P  D    0.709    0.362    0.790    1.604    0.723 
  6 2  5      3  34  X K R D B  X  K  T  X  S    1.283    2.140    2.354    1.843    1.845 
  6 2  5      1  35  D L X H M  D  L  X  H  L    1.312    1.626    1.609    1.558    1.360 
  6 2  5     11  36  M N P R J  M  N  R  R  P    1.098    1.912    1.504    2.309    1.654 
  6 2  5     13  37  B P G D Z  B  P  X  S  T    1.578    2.114    3.747    2.485    2.140 
  6 2  5      3  38  C B R V G  C  B  R  L  G    0.751    2.177    2.029    1.819    2.055 
  6 2  5     11  39  K S C T B  K  S  T  M  T    1.907    1.599    1.494    2.463    1.572 
  6 2  5      3  40  K R B J S  K  R  T  S  L    0.333    2.405    2.208    1.951    2.395 
  6 2  5      1  41  M G N H D  M  G  N  H  D    0.638    2.512    1.990    2.516    2.121 
  6 2  5      0  42  X W G J H  X  W  X  H  G    0.654    0.633    0.992    1.867    1.234 
  6 2  5      1  43  B D M X T  B  D  M  X  T    0.385    2.029    1.787    1.477    1.451 
  6 2  5     13  44  K D G B L  K  D  G  L  G    1.530    3.240    2.959    3.217    2.286 
  6 2  5     13  45  N S Z C L  N  X  T  D  L    0.586    2.203    1.787    2.569    1.656 
  6 2  5      3  46  M H N S J  M  S  H  T  L    0.293    2.256    1.522    1.800    1.643 
  6 2  5      1  47  R H S Z N  R  H  S  H  T    0.652    3.132    1.223    1.493    1.881 
  6 2  5     13  48  R X S K V  R  H  N  K  V    2.158    3.041    3.388    1.963    2.242 
  6 2  5      3  49  M R K S B  M  R  K  S  B    1.178    2.297    2.020    2.298    2.152 
  6 2  5      0  50  X D H R F  X  D  H  R  F    1.136    0.334    0.188    0.251    1.343 
  6 2  5      3  51  J X M B Z  J  X  S  B  Z    1.988    1.839    2.704    1.306    1.732 
  6 2  5     11  52  N R D Z S  N  R  V  S  T    0.386    1.813    2.821    1.653    1.477 
  6 2  5      3  53  P M Z S G  P  M  S  V  V    0.737    1.869    1.799    1.707    2.126 
  6 2  5      0  54  P J L G B  P  J  L  B  M    1.071    0.965    0.254    1.236    1.157 
  6 2  5      1  55  K L B N D  P  J  L  B  S    1.410    4.773    1.750    1.129    1.235 
  6 2  5     11  56  H D S F X  H  D  S  F  X    1.839    1.423    2.190    2.664    1.829 
  6 2  5     13  57  W B J C M  W  C  J  S  T    1.958    2.127    2.204    1.937    2.381 
  6 2  5     11  58  S B F D J  S  P  F  F  T    1.205    2.021    1.815    2.069    3.618 
  6 2  5      0  59  F Z J K H  F  X  J  K  H    0.788    0.804    0.402    1.344    0.202 
  6 2  5      3  60  X S L J T  X  F  L  X  L    0.910    1.976    1.510    2.420    1.333 
  7 2  4     13   1  B D G M P  B  D  M  M  T    1.450    1.959    2.827    3.753    1.841 
  7 2  4      1   2  G K W C B  G  K  W  C  T    1.906    1.668    2.229    1.131    1.186 
  7 2  4      3   3  C K N W G  C  K  W  N  K    1.264    2.193    3.012    1.494    2.034 
  7 2  4     11   4  W G R K X  W  G  R  K  X    1.543    2.003    1.533    1.709    1.560 
  7 2  4     11   5  H J Z G P  H  J  C  G  P    1.292    2.539    2.529    1.667    1.616 
  7 2  4      0   6  L J G K Z  L  J  G  K  C    0.992    0.914    1.061    0.458    1.103 
  7 2  4      3   7  N V R S F  N  B  R  K  F    1.319    2.704    4.818    1.694    2.582 
  7 2  4      3   8  V P S R W  V  P  S  R  K    2.082    1.685    1.694    1.294    2.273 
  7 2  4     13   9  R B N X Z  R  N  X  X  C    1.436    1.965    6.874    3.078    2.610 
  7 2  4     11  10  D J C P H  A  J  C  P  H    2.378    3.148    2.326    3.040    2.190 
  7 2  4      1  11  R M D G N  R  M  D  G  H    1.492    1.441    1.304    1.952    1.064 
  7 2  4      1  12  K S L F N  K  S  L  F  N    1.572    1.318    1.183    1.585    0.874 
  7 2  4      1  13  J T N G D  J  T  N  G  K    1.678    1.546    1.225    2.069    1.143 
  7 2  4      3  14  Z S L R W  Z  S  L  N  K    1.677    4.105    3.767    1.332    1.038 
  7 2  4     13  15  R C N X V  R  C  N  X  B    1.289    1.789    1.428    3.777    4.319 
  7 2  4      3  16  K B W P S  K  B  W  P  C    1.364    1.262    2.715    1.496    2.016 
  7 2  4     11  17  N D J G H  N  D  J  G  H    1.503    1.788    4.251    1.614    1.211 
  7 2  4      3  18  N L Z M R  N  L  R  Z  K    1.758    1.466    1.329    5.045    1.655 
  7 2  4      1  19  J V P F K  J  V  K  F  P    0.978    1.250    3.174    1.677    0.875 
  7 2  4     11  20  R T F G V  R  T  F  P  K    1.154    1.141    2.395    1.562    1.668 
  7 2  4      3  21  X S P N H  F  S  P  F  K    2.285    1.546    2.453    1.572    0.848 
  7 2  4      1  22  X Z M C N  X  C  M  N  K    1.286    1.588    1.615    2.219    1.129 
  7 2  4     13  23  V D K J C  V  D  J  K  C    1.570    2.099    3.230    2.097    2.380 
  7 2  4     13  24  B T G C R  B  T  J  C  R    1.774    1.572    1.764    1.733    1.751 
  7 2  4      1  25  D C L G R  D  C  J  L  R    1.423    1.184    3.391    1.078    1.005 
  7 2  4     13  26  T J B D S  T  J  C  R  K    2.095    1.925    3.510    1.656    2.193 
  7 2  4     13  27  C J W B M  C  J  W  R  K    1.382    1.492    2.179    3.820    1.535 
  7 2  4      0  28  X S D B M  H  S  D  B  M    3.065    0.252    0.271    3.053    0.200 
  7 2  4      1  29  X J W R K  X  J  W  R  K    1.435    2.678    1.664    1.223    0.944 
  7 2  4     13  30  R M J F D  R  J  J  F  D    1.396    2.976    3.402    2.258    1.815 
  7 2  4      0  31  F S K B G  F  S  K  B  G    1.213    1.210    1.092    0.779    1.157 
  7 2  4     13  32  V S P L G  V  S  L  V  P    1.412    1.276    5.518    3.657    2.086 
  7 2  4      0  33  P T H S J  P  T  H  S  J    1.691    0.147    0.281    1.313    0.093 
  7 2  4      1  34  K S T P G  K  S  T  P  G    1.476    1.115    2.164    1.103    1.289 
  7 2  4      3  35  K S Z V G  K  S  C  V  G    2.218    1.559    1.427    1.236    1.601 
  7 2  4     11  36  F V N T D  F  B  N  T  D    1.422    1.400    2.328    1.319    1.023 
  7 2  4      0  37  W X L S M  W  X  L  S  M    1.276    0.833    0.255    0.188    0.229 
  7 2  4     13  38  M C F R D  M  C  F  L  D    1.663    1.371    2.085    2.247    1.453 
  7 2  4      0  39  Z W L S R  W  W  L  S  R    2.996    2.139    1.469    0.025    0.174 
  7 2  4     11  40  L S M H K  L  S  M  H  R    1.316    1.262    2.423    1.828    1.127 
  7 2  4     11  41  R W N J G  M  M  N  J  G    3.467    1.589    1.437    2.553    1.575 
  7 2  4      1  42  C W H N K  C  W  N  H  K    1.464    1.772    1.468    1.101    1.293 
  7 2  4     13  43  M B X Z C  M  B  C  W  H    1.639    3.525    1.344    2.003    1.630 
  7 2  4      1  44  J C L F W  C  C  L  F  W    1.773    1.412    1.425    1.249    1.559 
  7 2  4      3  45  C V P J H  C  V  P  J  H    1.330    2.074    1.941    1.922    1.426 
  7 2  4      0  46  P L N J T  P  L  N  J  T    0.785    0.322    0.171    0.633    0.173 
  7 2  4     11  47  Z R D L N  Z  R  L  N  T    1.048    1.590    1.858    2.284    1.585 
  7 2  4     11  48  X T M S J  X  T  M  S  G    1.236    1.172    3.552    1.102    1.869 
  7 2  4      0  49  B M P H R  B  M  P  H  R    1.476    0.212    0.109    0.309    0.159 
  7 2  4      3  50  L V G S C  L  V  G  S  F    1.468    3.511    2.097    1.290    2.787 
  7 2  4      0  51  R S F M P  R  S  F  M  P    1.089    0.604    1.276    0.255    1.210 
  7 2  4     13  52  F S C D L  F  S  C  D  L    1.409    0.996    3.028    1.924    1.456 
  7 2  4      1  53  Z C X K J  Z  C  X  J  K    1.355    1.642    1.574    1.966    0.929 
  7 2  4      0  54  P M S J F  P  M  S  J  F    1.007    0.308    0.253    0.766    0.187 
  7 2  4      0  55  X Z D C K  X  Z  D  C  K    1.840    0.740    0.739    0.859    0.119 
  7 2  4     11  56  K G T M H  K  G  T  M  K    1.614    1.570    1.520    1.494    1.278 
  7 2  4     11  57  J L Z R D  L  C  R  W  Z    1.668    2.419    2.393    1.612    3.981 
  7 2  4      3  58  N S G H B  N  S  G  H  B    1.197    1.021    2.179    1.156    1.574 
  7 2  4      3  59  Z N L W R  Z  N  L  W  R    1.247    1.787    1.345    1.556    1.075 
  7 2  4      0  60  K D M F B  K  D  M  F  B    1.786    0.159    0.540    0.133    3.078 
  8 2  7      1   1  K J F W C  K  J  F  W  C    1.690    2.289    1.259    1.541    1.582 
  8 2  7      3   2  H L W N D  H  J  L  B  S    1.778    3.119    3.067    3.791    2.195 
  8 2  7     11   3  H B W X Z  H  B  W  Z  L    2.209    1.903    1.594    1.806    2.118 
  8 2  7      3   4  H D Z S B  H  D  Z  B  S    1.217    1.951    2.850    3.069    2.237 
  8 2  7     13   5  C T F D W  C  T  B  W  F    2.102    3.190    5.210    3.027    2.976 
  8 2  7     11   6  P W M T V  P  W  T  H  V    1.875    1.884    1.823    3.993    2.717 
  8 2  7      0   7  Z D B W N  Z  D  P  W  M    1.621    1.232    1.542    1.807    6.462 
  8 2  7     11   8  S C H N D  S  C  H  N  V    1.429    1.298    2.856    1.578    2.035 
  8 2  7      0   9  W M Z N S  W  M  Z  S  D    1.272    1.394    2.236    1.701    0.923 
  8 2  7      3  10  H G V R M  H  G  B  W  M    1.461    3.068    2.895    2.517    2.358 
  8 2  7      3  11  H J W S V  H  J  W  V  F    1.044    2.088    2.157    2.292    2.921 
  8 2  7      0  12  G K F N D  G  K  F  M  D    1.378    1.622    1.526    1.247    1.632 
  8 2  7     13  13  T P D R X  T  P  R  N  X    1.861    2.962    3.629    3.043    2.516 
  8 2  7      1  14  T F P M C  T  F  P  N  C    1.972    1.580    2.840    2.075    1.606 
  8 2  7     11  15  P J X T V  P  J  T  X  V    1.931    1.326    3.656    2.784    2.598 
  8 2  7     11  16  H C V W M  H  C  V  M  V    1.230    1.003    1.337    2.762    2.073 
  8 2  7     13  17  Z N P H F  Z  N  P  Z  F    1.860    2.585    2.839    4.137    2.760 
  8 2  7      1  18  S W R Z D  S  W  R  Z  D    1.821    2.597    2.277    2.238    2.036 
  8 2  7      0  19  J D L X K  J  D  X  L  K    1.663    1.190    1.313    1.339    1.299 
  8 2  7      1  20  N D H J K  N  D  H  J  D    1.638    1.433    1.758    1.528    2.519 
  8 2  7     13  21  K W B N T  K  W  N  M  P    1.677    1.980    3.792    5.589    2.357 
  8 2  7      3  22  B F S V D  B  F  W  T  S    1.597    2.185    3.456    2.132    1.926 
  8 2  7      1  23  G B Z S T  G  V  Z  S  T    1.972    2.572    1.914    2.010    1.327 
  8 2  7     11  24  K F J L V  K  F  J  L  K    1.797    1.929    2.867    2.439    2.010 
  8 2  7      3  25  L G M K W  L  G  W  M  K    1.679    3.042    3.834    1.876    1.953 
  8 2  7     13  26  Z S B T M  Z  S  B  T  M    1.461    2.721    3.538    3.269    1.783 
  8 2  7     11  27  H R D M L  H  R  D  M  L    1.930    2.155    2.211    2.307    1.809 
  8 2  7     11  28  J G B L T  J  B  G  L  T    1.837    2.424    2.143    1.796    2.314 
  8 2  7      0  29  R L N J P  R  L  N  J  P    1.291    1.353    0.856    0.989    1.767 
  8 2  7     11  30  G B L T N  G  B  L  T  N    2.000    1.337    1.731    1.726    1.593 
  8 2  7      3  31  N C B G F  N  C  G  F  V    1.932    1.818    2.520    2.115    2.436 
  8 2  7     13  32  X M L Z N  X  M  L  Z  N    1.477    1.904    2.346    3.401    2.304 
  8 2  7     13  33  D V N X P  D  V  N  Z  P    1.180    2.306    2.736    2.984    2.750 
  8 2  7     13  34  R D C P X  R  D  X  M  P    1.664    2.560    3.965    3.659    2.360 
  8 2  7     11  35  Z D B H P  Z  D  P  H  P    1.300    2.908    2.079    2.387    7.469 
  8 2  7      1  36  K G S L C  K  G  S  L  N    1.989    2.466    1.646    2.215    2.480 
  8 2  7      1  37  K G R V W  K  G  R  V  W    2.418    2.396    1.514    2.894    1.659 
  8 2  7      0  38  X B K F H  X  B  K  F  L    1.841    1.114    1.193    1.393    1.084 
  8 2  7      1  39  N W D X M  N  W  D  X  M    2.003    1.888    1.635    2.424    1.692 
  8 2  7     11  40  N M X H B  N  M  X  H  L    2.551    1.512    1.851    3.137    2.481 
  8 2  7      0  41  M X L G H  M  X  L  G  B    1.481    1.566    0.954    1.283    1.191 
  8 2  7      1  42  Z C N T X  Z  C  T  X  N    1.502    2.585    1.703    2.182    1.500 
  8 2  7      3  43  P R X N M  P  R  X  N  M    1.641    2.049    2.157    2.536    1.981 
  8 2  7      1  44  T R B M H  T  R  B  T  N    1.333    1.140    1.099    2.950    1.607 
  8 2  7      0  45  L G K Z N  L  G  K  Z  N    0.971    1.417    3.458    1.161    1.436 
  8 2  7      1  46  G X Z P S  G  X  Z  P  S    1.946    1.969    1.137    1.813    1.603 
  8 2  7     13  47  T N Z X C  T  N  Z  X  C    1.613    1.917    3.067    2.598    1.970 
  8 2  7      0  48  T L N F J  T  L  N  F  C    1.371    1.487    1.203    1.539    1.527 
  8 2  7      3  49  H N F P S  H  N  F  P  S    2.083    2.195    2.413    2.186    2.113 
  8 2  7      0  50  D H S L K  D  H  S  L  K    1.120    1.340    0.896    0.966    0.818 
  8 2  7     13  51  M J K T B  M  J  K  V  B    2.243    3.500    3.190    3.442    2.481 
  8 2  7      1  52  N L V F S  N  L  V  F  S    0.932    1.918    1.687    2.133    1.942 
  8 2  7     13  53  B F S J K  B  F  S  J  K    2.031    3.028    4.072    2.589    2.101 
  8 2  7      3  54  N V F M B  N  V  F  M  B    1.533    2.075    2.345    2.347    1.970 
  8 2  7      0  55  V M F J N  V  M  F  J  N    1.304    1.204    1.377    1.166    1.151 
  8 2  7      0  56  B J D M F  B  J  D  M  F    1.385    0.950    2.347    1.071    1.152 
  8 2  7      3  57  W V M H C  W  V  M  H  C    1.330    2.011    2.611    3.056    1.755 
  8 2  7     13  58  V F N S M  V  F  S  M  S    1.481    2.357    2.276    3.836    2.208 
  8 2  7     11  59  S K R C L  S  K  R  C  L    1.562    1.315    1.632    1.688    1.716 
  8 2  7      3  60  P K R G J  P  K  R  G  J    1.935    2.547    2.411    2.209    2.186 
  9 1 11      0   1  K C H L B  K  C  L  L  B    2.114    1.082    0.901    2.950    1.634 
  9 1 11      1   2  W B N H R  W  B  H  N  R    1.910    1.757    1.983    4.211    1.904 
  9 1 11      1   3  D R C W M  D  R  C  W  M    2.125    1.902    1.446    2.387    1.756 
  9 1 11      3   4  C G W R F  C  G  W  R  F    3.064    2.508    3.309    4.130    2.144 
  9 1 11      1   5  L B F P R  L  B  F  P  R    1.509    1.566    1.782    2.028    1.379 
  9 1 11     11   6  G M X T Z  G  M  X  D  R    1.937    1.408    1.903    1.677    1.634 
  9 1 11     13   7  D B C W V  D  B  C  W  R    1.925    2.169    1.834    3.228    2.145 
  9 1 11      1   8  C K N W S  C  K  N  W  S    1.269    1.541    1.850    2.964    1.583 
  9 1 11      0   9  T C Z W L  D  C  W  Z  X    2.247    1.488    3.769    1.754    1.637 
  9 1 11     13  10  S M V X Z  S  M  V  X  Z    2.033    2.037    5.013    4.516    2.009 
  9 1 11      0  11  T L S R N  T  S  L  R  N    1.683    1.874    1.302    1.312    1.420 
  9 1 11      3  12  P G D J R  P  G  D  R  L    2.384    2.250    2.816    1.676    2.212 
  9 1 11     13  13  L K W C P  L  K  L  C  P    1.201    1.944    3.741    2.061    2.064 
  9 1 11      1  14  K T V L G  K  D  L  B  G    1.253    1.646    2.614    2.480    2.092 
  9 1 11     11  15  B P S J K  B  P  G  K  S    2.074    2.993    1.779    1.447    2.007 
  9 1 11      1  16  S M C F W  S  M  V  F  C    1.268    1.772    2.294    1.876    1.381 
  9 1 11      1  17  K P F R D  K  P  F  R  D    1.739    1.447    1.796    1.462    1.717 
  9 1 11     11  18  H T R N K  H  D  R  N  K    2.329    1.475    1.903    3.689    2.065 
  9 1 11      0  19  N X J V R  N  X  J  V  R    2.130    1.649    0.991    1.435    1.178 
  9 1 11     11  20  R K X J M  R  K  X  J  M    2.667    2.305    2.171    2.202    1.728 
  9 1 11     11  21  L N J K D  L  N  J  K  D    1.322    1.731    2.012    1.526    1.809 
  9 1 11      3  22  G V N W R  G  V  N  W  R    2.276    2.011    2.346    1.860    2.264 
  9 1 11     13  23  K F B G P  K  F  G  B  P    1.983    1.769    2.679    2.013    3.248 
  9 1 11      1  24  D M T G N  D  M  D  G  N    1.336    2.226    2.008    2.121    1.502 
  9 1 11      0  25  L T G M K  L  T  G  M  K    1.327    1.928    1.247    0.937    1.664 
  9 1 11      3  26  D M Z C W  D  M  C  W  R    1.803    1.865    2.803    2.090    2.988 
  9 1 11      3  27  R T D G B  R  D  D  G  B    2.757    2.506    2.681    2.320    3.929 
  9 1 11      3  28  W T Z L G  W  T  L  Z  G    1.431    1.783    2.269    1.725    2.389 
  9 1 11      3  29  T V C H G  T  V  C  L  G    2.130    2.132    2.612    1.930    2.198 
  9 1 11      1  30  R T P S K  R  T  P  S  G    2.922    3.166    3.300    2.209    2.067 
  9 1 11      3  31  W X T V P  W  X  T  V  P    1.364    1.485    2.682    1.972    1.608 
  9 1 11      3  32  N S L R F  N  S  L  R  F    2.022    1.877    2.457    2.585    2.064 
  9 1 11     13  33  F S P L Z  F  S  P  R  F    2.961    1.821    5.998    2.451    2.548 
  9 1 11     11  34  V G S M N  V  G  S  M  N    1.337    1.420    2.186    1.515    1.569 
  9 1 11      0  35  N R W Z X  N  R  W  X  Z    2.586    1.166    0.895    1.450    1.191 
  9 1 11      0  36  V K B R S  V  K  B  R  S    1.716    1.140    1.167    1.030    1.018 
  9 1 11     11  37  T G W B D  T  G  W  B  X    1.918    1.674    2.173    2.640    2.467 
  9 1 11     13  38  B C K F Z  B  C  K  F  Z    1.649    1.687    1.825    2.331    2.360 
  9 1 11      3  39  B L V G S  B  L  V  G  S    1.662    1.598    3.256    2.090    1.970 
  9 1 11      0  40  D X K V R  D  X  K  V  R    1.377    1.635    1.357    0.872    0.751 
  9 1 11      0  41  B T H W V  B  T  H  W  R    0.964    1.192    1.273    1.149    1.086 
  9 1 11      3  42  J W M V D  J  W  M  V  R    1.231    1.432    2.133    2.630    2.040 
  9 1 11     11  43  R P V F X  R  B  V  X  S    1.203    1.593    2.615    2.266    2.013 
  9 1 11     13  44  M V D G R  M  V  G  G  R    2.052    1.688    1.770    2.885    2.266 
  9 1 11     11  45  Z M G L C  Z  M  G  L  C    2.091    1.676    2.290    2.000    1.472 
  9 1 11      1  46  P R M J Z  P  R  M  G  Z    1.247    1.232    2.496    1.487    1.863 
  9 1 11     13  47  Z D F L C  Z  D  L  F  C    2.039    2.509    2.643    1.996    2.332 
  9 1 11     11  48  L H P R M  L  H  P  R  S    1.275    1.650    2.214    1.448    1.611 
  9 1 11     13  49  N T K Z L  N  T  K  L  Z    1.770    2.762    1.703    2.685    2.384 
  9 1 11      3  50  L G J W C  L  G  J  W  C    3.035    2.334    2.242    2.695    2.293 
  9 1 11     13  51  V G K D R  V  G  K  D  R    2.296    2.225    3.084    1.891    2.523 
  9 1 11     13  52  S B D P M  S  B  D  P  N    2.586    2.295    5.648    2.257    1.957 
  9 1 11     13  53  S B X K W  S  B  X  K  W    1.084    1.933    2.466    1.811    2.049 
  9 1 11      1  54  D W M J P  D  W  J  K  P    1.448    2.252    1.341    2.426    2.562 
  9 1 11      0  55  N B Z F R  N  B  Z  F  R    1.274    0.951    1.754    0.941    0.629 
  9 1 11     11  56  S W D R X  S  D  W  R  X    1.488    1.111    1.879    1.395    1.434 
  9 1 11      0  57  R G X M Z  R  G  X  M  Z    0.820    0.725    1.046    0.602    1.018 
  9 1 11      1  58  L J F W S  L  G  F  W  X    2.402    1.793    2.240    2.454    1.099 
  9 1 11     11  59  M Z G T X  M  J  Z  T  X    2.216    2.413    1.849    1.706    1.060 
  9 1 11      0  60  N M C Z R  N  M  C  Z  R    0.430    0.658    1.794    0.855    0.725 
 10 1  7     13   1  J X G H P  J  X  G  T  G    0.705    2.213    2.646    4.293    2.457 
 10 1  7      0   2  T V C G K  T  V  C  G  K    0.658    0.858    0.671    0.885    0.686 
 10 1  7     13   3  J D F R V  J  D  F  R  K    1.114    1.758    2.563    2.737    2.281 
 10 1  7      1   4  F N S T K  F  N  S  T  K    0.615    2.321    1.917    1.810    1.824 
 10 1  7     11   5  V P T F S  V  P  T  F  S    0.685    1.464    1.809    2.199    2.199 
 10 1  7      3   6  G W Z L B  G  W  L  Z  B    0.269    2.241    3.076    2.482    2.606 
 10 1  7     13   7  L T V M K  L  T  V  N  K    0.901    1.969    1.903    3.812    2.589 
 10 1  7      1   8  K N T M B  K  M  T  N  B    0.969    2.510    2.094    2.941    2.201 
 10 1  7     11   9  X D P M B  X  D  P  M  B    1.261    2.080    2.122    2.119    2.067 
 10 1  7     13  10  M G X F S  M  G  F  S  B    1.320    2.615    1.919    3.474    2.552 
 10 1  7      1  11  Z D X P F  Z  D  F  B  P    1.115    2.001    2.256    3.515    7.880 
 10 1  7      0  12  D J S W M  D  J  S  W  M    0.765    0.928    0.777    1.072    0.886 
 10 1  7      3  13  P S M V N  P  M  S  V  N    1.397    2.389    1.998    1.973    1.838 
 10 1  7     13  14  H M B F C  H  M  P  F  C    2.067    1.852    2.658    2.655    2.106 
 10 1  7      0  15  F X N C T  F  X  N  C  T    1.050    0.602    0.766    0.805    2.615 
 10 1  7      0  16  D S Z R V  D  S  R  Z  V    0.313    0.630    1.366    0.965    1.273 
 10 1  7      3  17  M D S X R  M  D  S  M  R    0.646    2.161    2.091    3.369    1.892 
 10 1  7     13  18  J N D P W  J  N  D  P  W    1.611    1.985    2.362    2.228    2.546 
 10 1  7      1  19  V N W F T  V  N  W  R  T    1.601    1.664    1.770    2.886    5.640 
 10 1  7     11  20  D J H S X  D  J  H  R  X    1.330    2.336    1.984    1.808    2.281 
 10 1  7     11  21  S P V C L  S  P  V  C  L    1.302    1.932    2.171    1.835    1.826 
 10 1  7     11  22  G C P H Z  G  C  P  L  Z    1.371    2.134    1.907    2.001    2.091 
 10 1  7     11  23  S R H F C  S  R  F  R  C    1.558    1.651    3.326    2.404    1.918 
 10 1  7     11  24  M G L P H  M  R  G  P  H    0.996    2.403    2.310    2.309    1.903 
 10 1  7      3  25  Z W F X R  Z  W  F  X  R    1.784    2.444    2.173    2.671    1.894 
 10 1  7      1  26  G K J H N  G  K  H  R  N    1.088    1.434    2.095    2.497    1.948 
 10 1  7     11  27  Z S H K X  Z  S  H  R  X    1.018    1.945    1.770    2.134    3.367 
 10 1  7     13  28  M G B H Z  M  G  H  R  Z    0.837    2.510    2.780    2.936    2.762 
 10 1  7      0  29  B S H W M  B  S  H  W  M    1.119    1.219    0.819    1.046    0.565 
 10 1  7      3  30  G F M W B  G  F  W  R  B    1.413    2.714    2.375    1.784    2.082 
 10 1  7      1  31  J W D P N  J  W  D  P  N    1.118    1.339    1.381    2.322    1.729 
 10 1  7     13  32  J Z B H T  J  Z  B  H  T    1.237    2.322    2.334    2.736    2.681 
 10 1  7      0  33  V H D J X  V  H  D  J  X    1.226    1.060    3.003    1.329    0.831 
 10 1  7     13  34  Z L B N P  Z  L  B  N  T    0.970    2.823    2.372    2.494    3.168 
 10 1  7      0  35  P W M S F  P  W  M  S  F    0.904    0.722    0.696    0.656    1.018 
 10 1  7      0  36  H T S M C  H  T  M  S  C    0.404    0.574    1.716    2.346    1.531 
 10 1  7     11  37  L K W V B  L  K  W  M  V    1.857    1.704    2.130    2.174    2.628 
