1 1 2 3 4 5 6
1 1 2 3 4 5 6
1 1 2 3 4 5 6
1 1 2 3 4 5 6
1 1 2 3 4 5 6
1 1 2 3 4 5 6
1 1 2 3 4 5 6
1 1 2 3 4 5 6
1 1 2 3 4 5 6
1 1 2 3 4 5 6
1 1 2 3 4 5 6
1 1 2 4 3 5 6
1 1 2 3 4 5 6
1 1 2 3 4 5 6
1 1 2 3 4 5 6
1 1 2 3 4 5 6
1 1 3 2 5 4 6
1 1 2 3 5 4 6
1 1 2 3 4 5 6
1 2 1 3 4 5 6
2 1 2 3 4 5 6
2 1 2 3 4 5 6
2 1 2 3 4 5 6
2 1 2 3 4 5 6
2 1 2 3 4 5 6
2 1 2 3 4 5 6
2 1 2 3 4 5 6
2 1 2 3 4 5 6
2 1 2 3 4 5 6
2 1 2 3 4 5 6
2 1 2 3 4 5 6
2 1 2 3 4 5 6
2 1 2 3 4 5 6
2 1 2 3 4 5 6
2 1 2 3 4 5 6
2 1 2 3 4 5 6
2 1 2 3 4 5 6
2 1 2 3 4 5 6
2 1 2 3 4 5 6
2 1 2 3 4 6 5
3 1 2 3 4 5 6
3 1 2 3 4 5 6
3 1 2 3 4 5 6
3 1 2 3 4 5 6
3 1 3 1 4 5 6
3 1 2 3 4 5 6
3 1 2 3 4 5 6
3 1 2 3 4 5 6
3 1 2 3 4 5 6
3 1 2 3 4 5 6
3 1 5 3 4 5 2
3 1 2 3 4 5 6
3 1 2 3 4 5 6
3 1 2 3 4 5 6
3 1 2 3 4 5 6
3 1 2 3 5 1 6
3 1 2 4 5 3 6
3 1 2 3 4 5 6
3 1 2 3 4 5 6
3 1 3 4 4 5 6
4 1 2 3 4 5 6
4 1 2 3 5 4 6
4 2 3 1 5 4 6
4 1 2 3 4 5 6
4 1 2 3 4 5 6
4 1 2 3 4 5 6
4 1 2 3 4 5 6
4 1 2 3 4 5 6
4 1 2 3 4 5 6
4 1 2 3 4 5 6
4 1 2 3 4 5 6
4 1 5 -9 2 3 6
4 1 2 3 4 5 6
4 1 2 3 4 5 6
4 1 3 2 5 4 6
4 1 2 3 4 5 6
4 1 2 3 4 5 6
4 1 2 3 4 5 6
4 1 2 3 4 5 6
4 1 2 3 4 5 6
5 1 3 2 4 5 6
5 1 2 3 4 5 6
5 1 2 3 4 5 6
5 1 2 3 4 5 6
5 1 2 3 4 6 5
5 1 2 3 5 1 4
5 1 3 2 -9 -9 6
5 1 2 4 3 -9 6
5 1 2 4 6 5 4
5 1 2 5 4 3 6
5 1 2 3 4 5 6
5 1 2 3 4 5 6
5 1 2 3 4 5 6
5 1 2 3 4 5 6
5 1 4 3 2 5 6
5 1 2 3 4 5 6
5 1 2 3 4 5 6
5 1 2 3 4 5 6
5 1 2 3 4 5 6
5 1 2 3 4 5 -9
6 1 2 3 4 5 6
6 1 2 3 5 4 6
6 1 4 3 2 5 6
6 1 2 3 5 4 6
6 1 2 3 4 5 6
6 1 2 3 4 5 6
6 1 2 3 -9 4 6
6 1 2 3 4 5 6
6 1 2 5 3 4 6
6 4 2 3 1 5 6
6 1 2 3 4 5 6
6 1 2 3 4 6 5
6 1 2 3 4 5 6
6 1 2 3 4 -9 6
6 1 2 3 4 5 6
6 1 -9 3 2 5 6
6 1 2 3 5 6 -9
6 1 2 3 4 5 6
6 1 2 3 4 5 6
6 1 2 3 4 5 6
7 1 2 3 4 5 6
7 1 3 5 4 2 6
7 1 2 4 3 5 6
7 1 2 3 4 5 6
7 1 2 3 4 5 6
7 1 2 3 4 5 6
7 1 2 6 -9 4 5
7 1 3 2 4 5 6
7 1 2 3 4 5 6
7 1 3 2 4 5 6
7 1 2 3 4 5 6
7 -9 2 3 4 5 6
7 1 4 2 3 5 6
7 1 2 3 4 5 6
7 1 2 3 4 5 6
7 1 2 3 4 5 6
7 1 2 3 4 5 6
7 1 2 3 5 4 6
7 1 2 3 4 5 6
7 1 2 3 4 5 6
8 1 2 3 4 5 6
8 1 2 3 4 5 6
8 1 2 3 4 5 6
8 1 2 3 4 5 6
8 1 2 3 4 5 6
8 1 2 3 4 5 6
8 1 2 3 4 5 6
8 1 2 3 4 5 6
8 1 2 3 4 5 6
8 1 2 3 4 5 6
8 1 2 3 4 5 6
8 1 2 3 4 5 6
8 1 2 3 4 5 6
8 1 2 3 4 5 6
8 1 2 3 4 5 6
8 1 2 3 4 5 6
8 1 2 3 4 5 6
8 1 2 3 4 5 6
8 1 2 3 4 5 6
8 1 2 3 4 5 6
9 1 2 4 3 5 6
9 1 3 6 5 4 6
9 1 2 5 4 3 6
9 1 2 3 1 5 6
9 5 2 3 4 5 6
9 1 2 3 4 5 6
9 2 -9 2 5 4 6
9 1 2 3 4 5 6
9 4 -9 2 3 4 5
9 1 2 3 4 5 6
9 1 4 2 3 5 6
9 1 -9 3 2 5 6
9 1 2 3 4 5 6
9 1 2 3 4 5 6
9 1 2 3 4 5 6
9 1 2 3 4 5 6
9 1 2 3 4 5 6
9 6 3 5 4 -9 6
9 1 2 3 4 5 6
9 1 2 4 5 3 6
12 1 2 3 4 5 6
12 1 2 3 4 5 6
12 1 2 3 4 5 6
12 1 3 2 -9 1 6
12 1 2 3 4 5 6
12 1 2 3 4 5 6
12 3 1 2 4 5 6
12 1 2 3 4 5 6
12 1 3 2 4 5 6
12 1 2 3 4 -9 6
12 1 3 2 4 5 6
12 1 -9 2 3 5 6
12 1 2 3 4 5 6
12 1 2 3 4 5 6
12 1 2 3 4 5 6
12 1 2 3 4 5 6
12 1 2 3 4 5 6
12 1 2 5 3 4 6
12 1 2 3 4 5 6
