  1  1      3   1  H T B X S   0.000   2.138   2.200   2.457   1.917  H  T  B  S  X    1.745    1.025    1.042    0.701    0.557 
  1  1      1   2  P R G B W   0.000   0.921   1.363   1.714   1.255  Z  R  G  H  Z    2.230    0.702    4.472    1.881    1.000 
  1  1     13   3  T K V P X   0.000   2.515   2.633   2.404   2.093  G  T  S  K  X    1.945    1.110    1.147    1.099    1.174 
  1  1      0   4  X G F V P   0.000   0.000   0.000   0.000   0.000  X  G  F  V  P    0.936    0.705    0.973    0.515    0.542 
  1  1      0   5  X B J F K   0.000   0.000   0.000   0.000   0.000  X  B  J  F  K    1.016    0.489    0.801    0.580    0.569 
  1  1      0   6  D B T M S   0.000   0.000   0.000   0.000   0.000  D  B  T  M  S    0.978    0.570    0.597    0.515    0.569 
  1  1     13   7  L V H K T   0.000   2.246   2.377   2.620   2.242  L  H  T  K  H    1.384    0.960    1.421    2.042    1.227 
  1  1     13   8  S J H L Z   0.000   2.474   2.106   2.350   2.377  H  L  S  K  Z    1.583    0.908    0.753    0.922    0.537 
  1  1     13   9  K S R H P   0.000   2.287   2.323   2.877   2.363  K  H  G  S  T    1.612    0.984    1.042    0.921    0.706 
  1  1      1  10  J C X S P   0.000   1.639   1.215   1.256   0.621  J  X  L  S  P    1.446    1.729    2.056    0.661    0.533 
  1  1      1  11  J N W C L   0.000   1.826   1.620   1.255   1.594  J  C  I  S  L    1.991    1.052    1.462    1.201    0.772 
  1  1     13  12  W C V G Z   0.000   3.096   2.445   2.364   2.080  K  L  S  G  Z    2.476    0.611    0.525    0.814    0.609 
  1  1      3  13  D M T P S   0.000   1.910   2.066   2.202   2.296  G  D  L  P  S    2.624    0.919    1.178    1.109    0.742 
  1  1     13  14  S G N B W   0.000   2.180   2.215   2.134   2.256  G  L  S  B  W    3.311    0.760    0.676    0.675    0.919 
  1  1      3  15  R V L K H   0.000   2.180   1.931   2.391   2.458  R  V  L  K  R    1.652    0.974    1.029    1.012    1.120 
  1  1     13  16  J M Z P V   0.000   2.097   1.932   2.675   2.486  J  L  V  P  G    1.719    0.893    1.511    1.179    0.836 
  1  1      1  17  V R S D M   0.000   1.235   1.202   1.188   1.648  V  D  R  S  M    1.774    0.622    1.121    0.637    0.784 
  1  1     13  18  F G M D T   0.000   2.777   2.363   2.175   2.337  G  S  D  N  T    1.975    0.919    0.704    0.743    0.637 
  1  1      0  19  N Z K J D   0.000   0.000   0.000   0.000   0.000  N  Z  K  D  E    0.901    1.094    0.507    1.889    0.907 
  1  1      0  20  K T H C M   0.000   0.000   0.000   0.000   0.000  K  T  H  C  M    1.063    0.646    0.460    0.475    0.434 
  1  1      1  21  T D V K F   0.000   1.668   1.189   1.378   1.337  D  V  T  K  F    1.612    0.891    0.936    1.030    0.810 
  1  1     13  22  H F C V D   0.000   2.587   2.148   2.324   2.054  J  D  K  L  D    2.599    1.124    1.299    1.137    0.675 
  1  1      3  23  M X K G C   0.000   1.911   2.500   2.175   2.689  N  L  K  G  C    1.759    0.919    2.013    0.891    0.717 
  1  1      0  24  C L N V Z   0.000   0.000   0.000   0.000   0.000  C  L  N  V  Z    1.131    0.569    0.446    0.814    0.811 
  1  1      0  25  V P L M W   0.000   0.000   0.000   0.000   0.000  V  P  L  M  W    1.011    0.801    0.635    0.799    0.633 
  1  1      1  26  W P L F H   0.000   1.764   1.229   1.162   1.162  W  P  L  F  S    1.612    1.099    1.175    2.231    0.921 
  1  1      3  27  Z D F L R   0.000   2.683   2.311   2.081   2.203  V  F  G  L  R    2.518    1.826    2.202    0.869    0.745 
  1  1      3  28  Z N C D G   0.000   2.482   2.662   2.054   1.959  Z  L  F  D  G    2.097    1.235    1.147    0.878    1.300 
  1  1     13  29  G W C R T   0.000   1.953   2.622   2.230   2.270  G  S  L  R  T    3.126    1.309    1.543    1.556    0.783 
