8 1 3 -9 2 7 -9 -9
8 1 2 3 5 -9 -9 1
8 1 2 4 -9 -9 -9 -1
8 -9 5 2 1 7 6 -9
8 1 2 3 5 7 -9 3
8 1 3 2 6 -9 5 -1
8 1 6 2 -9 7 6 7
8 1 2 3 -9 4 3 -9
8 1 2 3 4 1 6 7
8 1 2 3 5 -9 6 -9
8 1 2 5 5 7 4 -9
8 1 2 3 4 -9 6 1
8 5 1 -9 2 -9 6 -9
8 1 2 3 4 6 7 -9
8 1 4 5 2 6 3 -9
8 1 2 3 -9 -9 5 -9
8 1 -9 2 -9 -9 1 -9
8 1 3 2 -9 7 3 -9
8 1 2 3 5 6 3 7
8 1 2 3 4 5 6 -9
8 1 2 5 -9 -9 2 7
8 1 2 3 4 -9 -9 -9
8 1 2 3 5 -9 7 -9
8 5 6 2 -1 1 -9 -9
8 1 2 3 5 -9 -9 2
8 1 2 4 5 6 -9 2
8 1 2 5 4 6 7 -9
8 1 2 3 -9 5 4 7
8 1 2 3 7 6 -9 -9
8 1 2 3 6 4 7 4
8 1 2 3 5 -9 -9 6
8 1 2 3 5 7 -9 -9
8 1 2 3 4 5 7 -9
8 1 2 3 4 2 -9 -9
8 -9 2 3 7 -9 2 7
8 1 2 3 4 7 -9 4
8 1 2 3 5 -9 -9 -9
8 1 2 3 5 -9 6 -9
8 1 2 3 5 -9 7 6
8 1 2 3 -9 5 7 6
8 1 2 3 4 5 -9 1
8 1 2 3 -9 -9 6 -9
8 1 2 3 4 -9 6 -9
8 1 2 3 4 -9 6 -9
8 1 2 3 4 5 2 7
8 1 2 3 4 5 6 7
8 1 2 3 -9 4 -9 7
8 1 2 3 4 1 -9 -9
8 -9 1 3 4 2 5 -9
8 1 2 3 4 -9 -9 5
8 1 2 3 4 5 6 7
8 3 1 2 4 7 -9 6
8 1 2 3 4 -9 -9 -9
8 1 3 4 2 5 7 -9
8 1 2 3 6 -9 -9 -9
8 1 2 3 4 6 -9 7
8 1 3 2 4 1 5 3
8 1 2 -9 -9 5 6 7
8 1 4 2 5 -9 4 1
8 1 3 2 4 -9 -9 -1
8 1 4 2 3 5 6 7
8 2 3 1 4 5 7 -9
8 1 2 4 5 6 7 -9
8 1 2 3 6 7 -9 5
8 1 2 3 4 5 6 7
8 1 2 5 -9 7 1 -9
8 5 6 5 2 1 4 -9
8 1 2 5 4 3 -9 -1
8 1 2 3 4 -9 -9 7
8 1 -9 2 4 -9 6 7
8 1 2 -9 -9 -9 -9 6
8 -9 3 6 2 3 -9 -1
8 1 2 3 4 -9 -9 4
8 1 2 3 6 5 6 7
8 1 2 3 4 -9 7 3
8 1 2 3 4 -9 1 1
8 1 2 3 4 -9 1 -9
8 1 2 3 4 5 2 -9
8 1 2 4 -9 -9 6 -9
8 1 2 3 4 5 -9 -9
8 1 2 3 4 -9 6 4
8 1 2 3 4 7 6 7
8 1 2 3 4 -9 6 7
8 1 2 3 -9 4 1 7
8 1 2 3 2 7 3 7
8 1 2 3 4 5 4 -9
8 1 2 3 4 5 6 7
8 1 2 4 -9 6 4 -9
8 1 2 -9 -9 5 -9 1
8 1 2 3 4 5 7 -9
8 1 3 2 -9 -9 3 6
8 1 2 3 -9 7 6 1
8 1 2 3 4 5 7 6
8 1 2 4 5 2 4 6
8 1 2 3 4 -9 6 7
8 1 -1 3 4 5 -9 -9
8 1 2 -9 -9 5 7 6
8 1 2 3 -9 7 -1 1
8 1 2 3 4 5 6 7
8 1 2 3 4 2 5 -9
8 1 2 3 4 5 -9 2
8 1 2 4 3 -9 5 -9
8 1 2 3 4 5 -9 -9
8 1 2 3 -9 -9 -9 -9
8 1 2 3 -9 5 6 7
8 1 2 3 4 6 7 6
8 1 2 3 5 1 -9 7
8 1 2 3 4 5 4 7
8 1 1 2 7 4 -1 -9
8 1 2 3 5 -9 -9 3
8 1 2 4 -9 -9 4 6
8 1 2 3 -9 -9 -9 7
8 1 2 3 5 7 3 -9
8 1 2 3 6 5 6 7
8 1 2 3 5 2 6 7
8 1 2 3 4 6 2 5
8 1 2 3 4 5 -9 2
8 1 2 3 4 -9 -9 6
8 1 2 3 4 7 6 6
8 1 2 3 4 -9 -9 -9
16 -1 -1 1 2 3 -9 6
16 1 2 3 4 5 -9 2
16 1 2 3 6 -9 -9 -9
16 1 2 3 5 2 6 6
16 1 2 3 4 -9 -9 -9
16 1 2 6 7 -9 2 -9
16 1 2 -9 -9 -9 -9 -9
16 1 2 3 7 -9 7 7
16 1 2 3 4 -9 -9 -9
16 1 2 -9 -9 -9 -9 5
16 1 4 3 7 7 2 2
16 1 2 3 -1 -1 -1 -1
16 1 2 3 4 4 4 4
16 1 2 3 4 5 -9 2
16 1 2 3 4 5 7 -9
16 2 3 6 -1 -1 -1 -1
16 1 2 3 4 6 -9 -9
