10 1 2 3 -9 -9 -9 7
10 1 2 3 7 5 6 2
10 1 2 3 5 -9 6 7
10 2 -9 4 5 6 7 -9
10 1 2 3 4 5 6 7
10 1 2 3 4 5 6 7
10 -9 2 3 6 4 5 3
10 1 7 2 4 3 6 7
10 1 2 3 4 5 -9 7
10 1 2 3 4 6 5 -9
10 1 2 4 -9 -9 5 7
10 5 -9 3 5 -9 -9 7
10 4 5 2 -9 -9 -9 7
10 1 2 3 4 5 -9 -9
10 1 -9 -9 4 5 6 7
10 1 -9 3 4 5 6 7
10 5 2 3 4 5 6 7
10 1 2 5 4 5 6 7
10 1 2 3 4 1 6 7
10 1 2 3 -9 5 1 7
10 1 2 3 4 5 7 6
10 -9 2 4 -9 5 6 7
10 1 2 3 4 5 -9 7
10 1 2 5 3 1 2 7
10 1 2 3 4 5 5 7
10 1 2 3 4 5 4 7
10 1 2 3 4 6 -9 7
10 1 2 3 4 5 6 7
10 1 2 5 4 -9 6 7
10 1 2 3 4 5 6 7
10 1 2 -9 6 -9 5 -9
10 1 -9 3 4 5 6 7
10 1 2 3 4 -9 6 7
10 1 2 3 -9 5 6 7
10 1 2 3 4 5 6 7
10 1 2 3 4 5 5 7
10 1 -9 3 4 5 6 7
10 1 2 3 4 5 6 7
10 1 2 -9 4 5 2 6
10 1 2 3 4 6 5 7
10 1 2 -9 -9 4 6 2
10 1 2 3 4 3 6 7
10 1 2 3 4 5 6 7
10 1 5 3 4 5 1 7
10 1 2 3 4 5 6 7
10 1 2 3 4 -9 5 6
10 1 2 3 4 5 1 7
10 1 3 3 2 5 4 7
10 1 -9 3 -9 5 6 7
10 1 3 2 4 5 6 7
10 1 2 3 4 6 5 7
10 1 2 3 4 5 6 7
10 1 4 5 6 -9 2 7
10 1 2 3 4 5 6 7
10 1 2 3 4 5 6 7
10 1 2 3 5 4 6 7
10 1 2 3 4 5 6 7
10 1 2 3 4 -9 -9 7
10 1 2 3 4 5 7 5
10 1 2 3 4 5 6 7
10 1 2 3 2 5 6 7
10 1 2 3 4 5 6 7
10 -9 -9 -9 5 4 6 7
10 1 2 3 4 5 6 7
10 1 2 5 4 -9 6 7
10 1 2 6 4 5 6 7
10 2 3 4 -9 6 -9 7
10 1 2 -9 3 1 5 7
10 1 2 5 4 6 7 -9
10 1 2 5 4 6 3 7
10 3 2 7 4 5 6 7
10 1 2 3 4 5 6 7
10 1 2 3 4 5 6 7
10 1 2 3 4 5 6 7
10 1 2 3 -9 4 6 7
10 -9 -9 2 3 -9 4 7
10 -9 2 3 1 4 2 7
10 1 2 3 4 5 6 7
10 -9 -9 -9 4 5 6 7
10 1 2 3 4 5 6 7
10 1 2 3 4 5 6 7
10 1 2 3 4 5 6 7
10 1 2 3 4 5 6 7
10 -9 -9 6 -9 4 -9 7
10 2 3 4 5 6 7 -9
10 1 2 3 4 5 6 7
10 1 2 3 4 5 6 7
10 2 3 4 5 6 7 -9
10 1 2 3 4 5 6 7
10 1 2 3 4 5 -9 7
10 1 2 3 4 1 5 7
10 1 2 3 4 5 6 7
10 2 3 4 5 6 7 -9
10 1 2 3 4 5 -9 7
10 1 2 3 5 4 6 7
10 1 2 4 -9 3 4 5
10 1 2 3 4 5 6 7
10 1 2 3 4 5 6 7
10 1 2 3 4 5 6 7
10 1 2 3 4 5 6 7
10 1 2 3 6 5 -9 7
10 1 3 2 4 5 6 7
10 1 4 3 4 5 6 7
10 1 2 3 4 5 6 7
10 1 3 2 4 5 6 7
10 1 2 3 4 5 6 7
10 1 2 3 4 1 6 7
10 1 2 3 4 6 7 -9
10 1 2 3 4 5 6 7
10 1 2 3 4 5 6 7
10 1 2 3 -9 -9 5 7
10 1 2 3 4 5 6 7
10 1 2 3 4 5 3 7
10 1 2 3 4 5 6 7
10 1 2 3 4 5 -9 7
10 1 3 2 4 5 6 7
10 1 2 3 -9 4 6 7
10 1 2 3 4 -9 6 7
10 1 2 3 4 5 6 7
10 1 2 3 -9 6 -9 7
10 1 2 3 4 5 6 7
10 1 2 3 -9 5 6 7
10 1 2 3 4 5 6 7
10 1 2 3 -9 5 6 7
10 1 2 3 4 5 6 7
10 1 2 3 4 5 6 7
10 1 2 3 4 5 6 7
10 3 2 3 4 5 6 7
10 1 2 3 4 5 6 7
10 1 2 3 4 5 6 7
10 1 2 3 -9 4 6 5
10 1 2 3 4 5 6 7
10 1 -9 -9 -9 4 6 7
10 1 2 3 1 5 1 7
10 1 2 3 4 5 6 7
10 1 2 3 4 5 6 7
10 1 2 3 4 5 1 7
10 2 3 4 5 6 7 -9
10 1 2 3 4 5 6 7
10 1 2 3 4 5 6 7
10 1 2 4 3 5 6 7
10 1 2 3 4 5 6 7
10 1 2 3 4 5 6 7
10 1 2 3 4 5 6 7
10 1 2 3 4 5 6 7
10 1 2 3 4 5 6 7
10 1 2 3 4 5 6 7
10 1 2 3 4 5 3 7
10 1 2 -9 3 4 5 7
