  3  1     13  41  M H P D L   2.662   3.926   2.406   4.542   2.638  W  M  X  P  L    3.480    1.369    0.801    2.441    1.919 
  3  1      0  42  R T C F N   0.000   0.000   0.000   0.000   0.000  R  T  C  F  N    1.044    0.152    0.187    0.105    0.018 
  3  1      1  43  L G R H T   1.238   1.359   1.398   1.686   1.335  L  G  R  H  T    1.263    0.293    0.112    0.296    0.162 
  3  1      1  44  X M G H C   1.134   1.214   1.430   1.518   1.359  X  M  G  H  C    1.473    0.088    0.223    0.377    0.226 
  3  1     13  45  R X L F S   2.406   2.591   3.758   2.239   2.614  R  X  L  F  S    2.123    0.440    0.111    2.538    0.321 
  3  1      0  46  H Z X G J   0.000   0.000   0.000   0.000   0.000  H  Z  X  G  J    1.849    0.162    0.273    0.326    0.246 
  3  1     13  47  C M S J N   2.310   3.094   3.447   3.974   4.686  C  M  S  J  P    2.673    0.590    0.342    2.090    2.792 
  3  1     13  48  Z R J X G   2.950   3.231   4.334   2.591   2.430  M  P  J  X  G    8.137    0.473    0.634    0.607    0.583 
  4  1     13   1  C X H P S   2.067   2.526   2.158   2.287   1.926  X  X  C  S  W    6.502    1.150    3.437    1.471    2.298 
  4  1      1   2  G M K T P   1.045   1.166   1.070   1.047   0.783  G  M  T  C  P    1.927    0.777    1.175    1.490    0.705 
  4  1     13   3  V Z D K F   1.742   2.215   2.111   2.214   2.239  V  Z  K  P  C    2.267    3.630    1.369    2.606    2.801 
  4  1      0   4  N M T J V   0.000   0.000   0.000   0.000   0.000  N  M  T  J  V    2.232    0.367    0.707    0.393    0.464 
  4  1      0   5  T C M N W   0.000   0.000   0.000   0.000   0.000  T  C  N  M  W    1.784    0.611    0.776    0.511    0.488 
  4  1      1   6  R C L G J   1.165   1.119   1.191   0.999   0.974  R  C  L  J  J    2.161    0.585    0.778    0.895    3.678 
  4  1      1   7  R B N L K   1.190   1.095   1.022   0.999   0.878  R  B  L  N  K    1.860    0.465    1.157    0.777    0.465 
  4  1      4   8  J D S V B   2.166   1.950   1.950   1.902   2.375  V  L  B  J  S    4.120    1.463    1.041    0.920    1.017 
  4  1     13   9  Z W S B H   1.926   2.070   1.734   1.926   1.782  N  X  B  J  S    4.024    2.417    0.968    1.945    1.057 
  4  1      4  10  V D J Z R   2.118   1.879   1.815   1.878   2.399  V  J  D  Z  R    2.577    2.249    2.653    3.464    3.040 
  4  1      4  11  H K L R B   2.214   1.974   1.975   1.758   2.238  H  L  R  B  L    2.569    1.653    3.899    3.202    2.893 
