1 1 2 3 4 5 6
1 1 2 3 4 5 6
1 1 2 3 4 5 6
1 1 2 3 4 5 6
1 1 2 3 5 4 6
1 1 2 3 4 5 6
1 1 2 3 4 5 6
1 1 2 3 4 5 6
1 1 2 3 4 5 6
1 1 2 3 4 5 6
1 1 2 3 4 5 6
1 1 2 3 4 5 6
1 1 2 3 4 0 0
1 1 2 3 4 5 6
1 1 2 3 4 5 6
1 1 2 3 4 5 6
1 1 5 3 4 5 6
1 1 2 3 4 5 6
1 1 2 3 4 5 6
1 1 2 3 4 5 6
1 1 2 3 4 5 6
1 1 2 3 4 5 6
1 1 2 3 4 5 6
1 1 2 3 4 5 6
1 1 2 3 4 5 6
7 1 2 3 4 5 6
7 1 2 3 4 5 6
7 1 2 3 4 5 6
7 1 2 3 4 5 6
7 1 2 3 5 4 6
7 1 2 3 4 5 6
7 1 2 3 4 5 6
7 1 2 3 4 5 6
7 1 6 3 4 5 6
7 1 2 3 4 5 6
7 1 2 3 4 5 6
7 1 2 3 4 5 6
7 1 2 3 4 5 6
7 1 3 2 4 5 6
7 1 2 3 4 5 6
7 1 2 3 5 4 6
7 2 1 3 4 5 6
7 1 2 3 4 5 6
7 1 2 3 4 5 6
7 1 2 3 4 5 6
7 1 2 3 4 2 6
7 1 2 3 4 5 6
7 1 2 3 4 6 1
7 1 2 3 4 5 6
7 1 2 3 4 5 6
11 1 2 3 4 5 6
11 1 2 3 4 5 6
11 1 2 4 3 5 6
11 1 2 3 4 5 6
11 1 2 3 4 5 6
11 1 2 3 4 5 6
11 1 2 3 4 5 6
11 1 2 3 4 5 -9
11 1 2 3 4 5 6
11 1 2 4 3 5 6
11 1 2 3 4 5 6
11 1 2 3 4 5 6
11 1 2 4 3 5 6
11 1 2 -9 3 4 5
11 1 3 -9 -9 5 -9
11 1 2 3 4 5 6
11 2 2 3 4 5 6
11 1 2 3 4 5 6
11 1 2 3 4 5 6
11 1 2 3 0 5 6
11 1 2 3 4 5 6
11 1 2 3 4 5 6
11 1 2 3 4 5 6
11 1 2 3 4 5 6
11 1 2 3 4 5 6
2 1 2 3 4 5 6
2 1 3 2 4 -9 6
2 1 2 3 4 5 6
2 1 2 3 4 5 6
2 1 2 -9 4 5 6
2 1 2 3 6 6 6
2 1 2 3 4 5 6
2 1 2 3 4 5 -9
2 1 2 -9 4 5 6
2 1 2 3 4 5 6
2 1 2 3 4 5 6
2 1 3 3 4 5 6
2 1 2 3 4 5 6
2 1 2 3 4 5 -9
2 1 2 3 4 5 6
2 1 2 3 4 5 6
2 1 2 3 4 5 -9
2 2 1 3 4 5 6
2 1 2 3 4 -9 6
2 1 2 3 4 6 -9
2 1 2 3 4 5 6
2 1 2 -9 4 5 6
2 1 2 3 5 4 6
2 1 2 3 -9 5 6
2 1 2 3 -9 3 6
8 1 2 3 4 5 6
8 1 2 3 4 5 6
8 1 2 3 4 5 6
8 1 2 3 4 5 6
8 1 2 4 3 5 6
8 1 2 3 4 5 6
8 1 2 5 1 3 6
8 1 2 -9 4 1 6
8 1 2 3 4 5 6
8 1 2 3 4 5 6
8 1 2 3 4 5 6
8 1 2 3 4 2 6
8 1 2 3 4 5 6
8 1 2 3 4 5 6
8 1 2 3 4 5 6
8 1 2 3 4 5 6
8 1 2 3 4 5 6
8 1 2 3 4 5 2
8 1 2 3 4 5 6
8 1 2 3 4 5 6
8 1 2 3 4 5 6
8 1 2 3 4 5 6
8 1 2 3 4 5 6
8 1 2 3 4 5 6
8 1 2 3 4 5 6
4 1 2 3 4 -9 6
4 1 2 3 4 5 6
4 1 2 3 4 5 6
4 1 2 3 4 5 6
4 1 2 3 4 5 6
4 1 4 3 -9 5 6
4 1 2 3 4 5 6
4 1 2 3 4 5 6
4 1 2 3 5 4 6
4 3 1 6 2 4 5
4 1 2 3 4 5 6
4 1 2 3 -9 4 5
4 1 2 3 4 5 6
4 1 2 3 4 5 6
4 1 2 3 4 5 6
4 1 2 3 4 5 6
4 1 2 3 5 4 6
4 1 2 3 4 5 6
4 1 2 3 4 5 6
4 4 5 6 3 1 2
4 2 2 3 4 5 6
4 1 2 3 4 5 6
4 2 1 3 4 5 6
4 1 2 3 4 5 6
4 1 2 3 4 5 6
9 1 2 5 4 -9 6
9 3 2 3 5 4 -9
9 1 2 6 4 0 0
9 1 2 4 3 2 6
9 1 2 4 5 3 6
9 1 2 5 4 3 6
9 1 2 3 4 5 6
9 1 2 5 6 3 0
9 1 3 2 6 5 4
9 1 2 5 6 4 3
9 1 2 3 5 6 4
9 4 1 2 -9 3 5
9 5 1 2 3 -9 4
9 1 2 5 3 6 0
9 1 2 3 4 6 5
9 1 2 3 4 5 6
9 1 2 6 4 5 3
9 1 2 3 5 4 6
9 6 1 3 2 5 1
9 1 3 4 5 2 6
9 1 4 5 3 6 0
9 1 2 3 5 4 6
9 5 6 1 4 3 2
9 1 2 3 4 6 5
9 1 3 4 2 5 6
17 1 2 3 4 5 6
17 1 2 3 4 5 6
17 1 2 3 4 5 6
17 1 2 3 4 5 6
17 1 2 3 5 5 6
17 1 5 2 4 5 6
17 1 2 3 4 5 6
17 1 2 3 4 5 6
17 1 2 3 4 5 6
17 1 2 3 5 4 6
17 1 2 3 4 5 6
17 1 2 3 5 4 6
17 1 2 3 4 5 6
17 1 2 4 3 5 6
17 1 2 3 4 5 6
17 1 2 3 4 5 6
17 1 2 3 4 1 6
17 1 2 3 4 5 6
17 1 2 3 4 5 6
17 1 2 3 4 5 6
17 1 2 3 5 4 6
17 1 2 3 4 5 6
17 1 2 3 4 5 6
17 1 2 3 4 5 6
