3     3     1     10     11     59     F     N     V     L     C     F     N     L     C     F     0.901     1.154     1.499     1.458     1.339
3     3     1     10     0     60     S     Z     J     B     M     S     Z     J     B     M     0.618     0.613     1.353     0.693     0.778
4     4     1     6     0     1     N     L     M     B     C     N     L     M     P     F     1.088     0.539     0.834     2.51     1.064
4     4     1     6     0     2     D     M     F     T     V     B     M     F     T     B     1.425     0.678     0.711     0.69     0.916
4     4     1     6     11     3     S     P     N     H     T     S     P     N     S     P     1.964     2.446     2.821     3.532     1.57
4     4     1     6     11     4     M     J     X     L     V     M     X     M     P     N     1.436     1.765     1.687     2.038     5.181
4     4     1     6     1     5     X     D     J     P     S     X     J     M     N     B     1.504     1.797     1.607     2.283     1.604
4     4     1     6     3     6     V     D     J     W     F     B     D     M     B     S     1.192     1.514     2.363     2.5     2.066
4     4     1     6     1     7     B     M     W     C     K     B     M     W     S     W     0.923     1.471     1.875     2.279     2.942
4     4     1     6     1     8     B     X     H     V     P     B     X     H     N     H     1.614     1.377     1.526     1.889     2.161
4     4     1     6     1     9     C     W     J     G     P     C     H     W     X     P     1.436     1.564     1.092     1.878     1.233
4     4     1     6     11     10     X     F     N     R     J     X     M     N     S     J     1.704     2.163     2.414     1.888     1.97
4     4     1     6     11     11     V     S     X     W     N     V     X     S     N     P     1.964     1.712     1.782     1.419     1.525
4     4     1     6     1     12     G     K     T     M     F     G     F     M     T     P     1.663     1.308     1.217     1.457     1.89
4     4     1     6     3     13     P     K     C     S     M     P     K     S     N     O     1.235     1.434     1.27     1.572     2.229
4     4     1     6     3     14     R     F     V     M     W     R     W     F     N     S     1.044     1.649     1.567     1.622     1.525
4     4     1     6     13     15     R     V     W     G     B     R     V     N     P     B     1.372     1.42     2.77     2.16     2.671
4     4     1     6     13     16     K     H     R     Z     T     K     H     R     S     N     1.261     1.286     1.553     2.253     1.988
4     4     1     6     0     17     K     W     J     S     H     K     W     R     H     S     0.845     0.779     0.596     0.608     0.688
4     4     1     6     3     18     H     G     J     Z     W     H     W     N     Z     N     1.302     2.105     1.883     1.824     1.721
4     4     1     6     13     19     P     R     H     V     Z     P     R     S     N     P     1.249     1.513     1.809     2.175     2.214
