Experiment,Participant,Block,Trial_sequence,Sequence_length,Update,Trial_type,RT,TrialCorrect
1,103,4,3,13,6,2,1.0164,1
1,103,4,3,13,7,2,0.997832,1
1,103,4,3,13,8,1,1.15612,1
1,103,4,3,13,9,1,0.892482,1
1,103,4,3,13,10,1,1.21474,1
1,103,4,3,13,11,1,0.70869,1
1,103,4,3,13,12,1,1.15027,1
1,103,4,3,13,13,2,0.967067,1
1,103,4,4,9,1,0,0.910686,0
1,103,4,4,9,2,1,1.15312,0
1,103,4,4,9,3,1,0.922121,0
1,103,4,4,9,4,2,1.70711,0
1,103,4,4,9,5,2,1.85304,0
1,103,4,4,9,6,2,3.48191,0
1,103,4,4,9,7,1,1.11933,0
1,103,4,4,9,8,1,2.56926,0
1,103,4,4,9,9,2,1.9775,0
1,103,4,5,9,1,0,1.20263,1
1,103,4,5,9,2,1,0.969268,1
1,103,4,5,9,3,2,1.08125,1
1,103,4,5,9,4,1,1.58807,1
1,103,4,5,9,5,1,1.5635,1
1,103,4,5,9,6,2,0.812855,1
1,103,4,5,9,7,1,1.86962,1
1,103,4,5,9,8,2,0.953767,1
1,103,4,5,9,9,2,2.05814,1
1,103,4,6,11,1,0,0.96022,0
1,103,4,6,11,2,1,1.61626,0
1,103,4,6,11,3,1,0.96584,0
1,103,4,6,11,4,2,1.28601,0
1,103,4,6,11,5,2,1.5107,0
1,103,4,6,11,6,1,1.2486,0
1,103,4,6,11,7,1,0.997332,0
1,103,4,6,11,8,2,1.44368,0
1,103,4,6,11,9,2,2.41653,0
1,103,4,6,11,10,1,1.14264,0
1,103,4,6,11,11,2,3.05538,0
1,103,4,7,9,1,0,1.06414,1
1,103,4,7,9,2,2,1.10795,1
1,103,4,7,9,3,2,1.39008,1
1,103,4,7,9,4,1,1.99673,1
1,103,4,7,9,5,2,1.73136,1
1,103,4,7,9,6,1,1.12482,1
1,103,4,7,9,7,1,1.59797,1
1,103,4,7,9,8,2,2.14862,1
1,103,4,7,9,9,1,1.80763,1
1,103,4,8,13,1,0,0.92984,1
1,103,4,8,13,2,1,1.74686,1
1,103,4,8,13,3,2,1.60384,1
1,103,4,8,13,4,2,2.41057,1
1,103,4,8,13,5,2,1.34456,1
1,103,4,8,13,6,1,1.80957,1
1,103,4,8,13,7,1,0.735291,1
1,103,4,8,13,8,1,1.68857,1
1,103,4,8,13,9,2,0.955263,1
1,103,4,8,13,10,2,1.05089,1
1,103,4,8,13,11,1,1.71947,1
1,103,4,8,13,12,2,1.98723,1
1,103,4,8,13,13,1,1.56247,1
1,103,4,9,13,1,0,3.57408,1
1,103,4,9,13,2,2,1.77394,1
1,103,4,9,13,3,1,1.30932,1
1,103,4,9,13,4,1,1.07139,1
1,103,4,9,13,5,2,3.40343,1
1,103,4,9,13,6,1,1.7543,1
1,103,4,9,13,7,1,0.731179,1
1,103,4,9,13,8,2,1.07622,1
1,103,4,9,13,9,2,1.33789,1
1,103,4,9,13,10,2,1.25262,1
1,103,4,9,13,11,1,0.761156,1
1,103,4,9,13,12,2,1.08902,1
1,103,4,9,13,13,1,1.64378,1
1,103,5,1,9,1,0,1.26506,1
1,103,5,1,9,2,2,1.1086,1
1,103,5,1,9,3,1,0.990385,1
1,103,5,1,9,4,1,0.925107,1
1,103,5,1,9,5,2,1.53429,1
1,103,5,1,9,6,1,0.967467,1
1,103,5,1,9,7,1,1.03132,1
1,103,5,1,9,8,2,2.14853,1
1,103,5,1,9,9,2,1.12563,1
1,103,5,2,13,1,0,1.00091,1
1,103,5,2,13,2,2,1.60763,1
1,103,5,2,13,3,2,1.66149,1
1,103,5,2,13,4,1,0.945512,1
1,103,5,2,13,5,1,1.53778,1
1,103,5,2,13,6,1,0.843314,1
1,103,5,2,13,7,2,1.12004,1
1,103,5,2,13,8,2,1.28986,1
1,103,5,2,13,9,2,1.62846,1
1,103,5,2,13,10,1,1.10587,1
1,103,5,2,13,11,2,2.14947,1
1,103,5,2,13,12,1,0.838557,1
1,103,5,2,13,13,1,1.45178,1
1,103,5,3,11,1,0,0.829532,1
1,103,5,3,11,2,1,1.60269,1
1,103,5,3,11,3,2,2.64936,1
1,103,5,3,11,4,2,1.41414,1
1,103,5,3,11,5,1,0.947709,1
1,103,5,3,11,6,2,0.977658,1
1,103,5,3,11,7,1,1.20033,1
1,103,5,3,11,8,2,1.12715,1
1,103,5,3,11,9,1,0.944398,1
1,103,5,3,11,10,1,2.19264,1
1,103,5,3,11,11,2,2.71976,1
1,103,5,4,13,1,0,1.43598,0
1,103,5,4,13,2,1,1.12894,0
1,103,5,4,13,3,1,1.13839,0
1,103,5,4,13,4,2,0.843407,0
1,103,5,4,13,5,2,1.9676,0
1,103,5,4,13,6,1,0.903548,0
1,103,5,4,13,7,2,1.22655,0
1,103,5,4,13,8,1,2.95973,0
1,103,5,4,13,9,1,0.826025,0
1,103,5,4,13,10,1,1.66284,0
1,103,5,4,13,11,2,1.6031,0
1,103,5,4,13,12,2,2.36166,0
1,103,5,4,13,13,2,2.71609,0
1,103,5,5,11,1,0,1.15593,1
1,103,5,5,11,2,1,0.795976,1
1,103,5,5,11,3,1,0.929953,1
1,103,5,5,11,4,2,0.979348,1
1,103,5,5,11,5,2,1.17062,1
1,103,5,5,11,6,2,3.48244,1
1,103,5,5,11,7,2,3.1903,1
1,103,5,5,11,8,1,2.20565,1
1,103,5,5,11,9,1,1.01991,1
1,103,5,5,11,10,1,1.28928,1
1,103,5,5,11,11,2,1.06236,1
1,103,5,6,9,1,0,1.8228,1
1,103,5,6,9,2,2,1.48433,1
1,103,5,6,9,3,2,1.55982,1
1,103,5,6,9,4,1,1.11977,1
1,103,5,6,9,5,2,1.06555,1
1,103,5,6,9,6,1,0.96558,1
1,103,5,6,9,7,1,0.82148,1
1,103,5,6,9,8,2,1.81912,1
1,103,5,6,9,9,1,1.14507,1
1,103,5,7,11,1,0,1.21864,1
1,103,5,7,11,2,1,1.72043,1
1,103,5,7,11,3,1,1.01856,1
1,103,5,7,11,4,1,1.48013,1
1,103,5,7,11,5,2,1.34755,1
1,103,5,7,11,6,2,1.26833,1
1,103,5,7,11,7,2,1.11154,1
1,103,5,7,11,8,1,1.04202,1
1,103,5,7,11,9,2,1.24646,1
1,103,5,7,11,10,2,2.25264,1
1,103,5,7,11,11,1,1.48164,1
1,103,5,8,9,1,0,1.56177,0
1,103,5,8,9,2,2,1.26552,0
1,103,5,8,9,3,1,2.29378,0
1,103,5,8,9,4,1,3.88842,0
1,103,5,8,9,5,2,1.32384,0
1,103,5,8,9,6,2,2.42933,0
1,103,5,8,9,7,1,2.27485,0
1,103,5,8,9,8,1,2.01443,0
1,103,5,8,9,9,2,1.87656,0
1,103,5,9,13,1,0,1.60785,1
1,103,5,9,13,2,2,1.59817,1
1,103,5,9,13,3,2,1.87676,1
1,103,5,9,13,4,1,1.20014,1
1,103,5,9,13,5,2,2.59881,1
1,103,5,9,13,6,2,1.12588,1
1,103,5,9,13,7,2,2.36692,1
1,103,5,9,13,8,1,2.0555,1
1,103,5,9,13,9,1,1.08343,1
1,103,5,9,13,10,1,1.09488,1
1,103,5,9,13,11,2,2.43305,1
1,103,5,9,13,12,1,0.806978,1
1,103,5,9,13,13,1,0.924426,1
1,103,6,1,13,1,0,1.80249,1
1,103,6,1,13,2,1,1.33695,1
1,103,6,1,13,3,2,0.996444,1
1,103,6,1,13,4,2,1.20284,1
1,103,6,1,13,5,1,0.857496,1
1,103,6,1,13,6,2,0.877509,1
1,103,6,1,13,7,1,0.960484,1
1,103,6,1,13,8,1,1.76032,1
1,103,6,1,13,9,1,1.13639,1
1,103,6,1,13,10,1,1.60992,1
1,103,6,1,13,11,2,1.02387,1
1,103,6,1,13,12,2,2.39668,1
1,103,6,1,13,13,2,1.27737,1
1,103,6,2,13,1,0,1.50141,0
1,103,6,2,13,2,2,2.05628,0
1,103,6,2,13,3,2,1.03646,0
1,103,6,2,13,4,2,1.19336,0
1,103,6,2,13,5,1,1.52023,0
1,103,6,2,13,6,1,0.87421,0
1,103,6,2,13,7,1,0.973475,0
1,103,6,2,13,8,1,0.972149,0
1,103,6,2,13,9,2,1.38753,0
1,103,6,2,13,10,2,1.03495,0
1,103,6,2,13,11,2,1.80027,0
1,103,6,2,13,12,1,1.61669,0
1,103,6,2,13,13,1,1.09492,0
1,103,6,3,11,1,0,1.75384,1
1,103,6,3,11,2,1,1.14683,1
1,103,6,3,11,3,1,1.57139,1
1,103,6,3,11,4,1,1.03497,1
1,103,6,3,11,5,2,1.41632,1
1,103,6,3,11,6,1,2.24637,1
1,103,6,3,11,7,2,1.12322,1
1,103,6,3,11,8,2,1.58063,1
1,103,6,3,11,9,1,1.33173,1
1,103,6,3,11,10,2,1.08742,1
1,103,6,3,11,11,2,1.52412,1
1,103,6,4,11,1,0,0.887866,1
1,103,6,4,11,2,2,1.91473,1
1,103,6,4,11,3,2,3.36499,1
1,103,6,4,11,4,1,2.56559,1
1,103,6,4,11,5,1,1.34999,1
1,103,6,4,11,6,1,1.38282,1
1,103,6,4,11,7,2,2.03771,1
1,103,6,4,11,8,2,1.56324,1
1,103,6,4,11,9,2,1.74701,1
1,103,6,4,11,10,1,1.02787,1
1,103,6,4,11,11,1,1.68143,1
1,103,6,5,13,1,0,1.4188,1
1,103,6,5,13,2,2,2.45668,1
1,103,6,5,13,3,1,1.77307,1
1,103,6,5,13,4,1,1.88441,1
1,103,6,5,13,5,2,2.15185,1
1,103,6,5,13,6,1,1.75288,1
1,103,6,5,13,7,2,2.00926,1
1,103,6,5,13,8,1,1.63138,1
1,103,6,5,13,9,1,1.95699,1
1,103,6,5,13,10,2,1.22935,1
1,103,6,5,13,11,2,2.33235,1
1,103,6,5,13,12,2,2.36788,1
1,103,6,5,13,13,1,1.36795,1
1,103,6,6,9,1,0,2.0428,1
1,103,6,6,9,2,2,0.879799,1
1,103,6,6,9,3,1,1.45863,1
1,103,6,6,9,4,2,1.77505,1
1,103,6,6,9,5,1,1.6455,1
1,103,6,6,9,6,1,0.755187,1
1,103,6,6,9,7,2,1.0828,1
1,103,6,6,9,8,2,1.24743,1
1,103,6,6,9,9,1,0.979975,1
1,103,6,7,11,1,0,1.24432,1
1,103,6,7,11,2,2,1.24884,1
1,103,6,7,11,3,2,0.805421,1
1,103,6,7,11,4,2,0.85976,1
1,103,6,7,11,5,1,1.07179,1
1,103,6,7,11,6,1,0.843088,1
1,103,6,7,11,7,1,1.0077,1
1,103,6,7,11,8,1,0.84553,1
1,103,6,7,11,9,2,2.28954,1
1,103,6,7,11,10,1,0.796782,1
1,103,6,7,11,11,2,0.973594,1
1,103,6,8,9,1,0,0.86283,0
1,103,6,8,9,2,2,1.21848,0
1,103,6,8,9,3,1,2.76037,0
1,103,6,8,9,4,1,1.84086,0
1,103,6,8,9,5,2,1.64553,0
1,103,6,8,9,6,2,2.40227,0
1,103,6,8,9,7,1,1.28948,0
1,103,6,8,9,8,1,2.39566,0
1,103,6,8,9,9,2,1.18115,0
1,103,6,9,9,1,0,0.837611,0
1,103,6,9,9,2,1,0.938729,0
1,103,6,9,9,3,2,2.6038,0
1,103,6,9,9,4,1,0.842835,0
1,103,6,9,9,5,2,0.975047,0
1,103,6,9,9,6,1,1.07007,0
1,103,6,9,9,7,2,1.33805,0
1,103,6,9,9,8,1,1.06759,0
1,103,6,9,9,9,2,1.6017,0
1,103,7,1,9,1,0,0.881211,1
1,103,7,1,9,2,1,1.23619,1
1,103,7,1,9,3,1,2.45715,1
1,103,7,1,9,4,2,1.18183,1
1,103,7,1,9,5,1,0.933168,1
1,103,7,1,9,6,2,1.15824,1
1,103,7,1,9,7,2,1.62986,1
1,103,7,1,9,8,2,1.42727,1
1,103,7,1,9,9,1,1.44065,1
1,103,7,2,13,1,0,0.930309,1
1,103,7,2,13,2,1,0.931708,1
1,103,7,2,13,3,1,1.28468,1
1,103,7,2,13,4,1,1.33588,1
1,103,7,2,13,5,2,1.12876,1
1,103,7,2,13,6,1,0.914139,1
1,103,7,2,13,7,1,0.931767,1
1,103,7,2,13,8,2,1.23741,1
1,103,7,2,13,9,2,2.16412,1
1,103,7,2,13,10,2,1.12668,1
1,103,7,2,13,11,2,1.15168,1
1,103,7,2,13,12,1,2.74441,1
1,103,7,2,13,13,2,1.05752,1
1,103,7,3,9,1,0,0.773001,1
1,103,7,3,9,2,2,0.828128,1
1,103,7,3,9,3,2,0.84933,1
1,103,7,3,9,4,1,1.82975,1
1,103,7,3,9,5,2,1.09117,1
1,103,7,3,9,6,1,1.00571,1
1,103,7,3,9,7,1,1.77292,1
1,103,7,3,9,8,1,0.971619,1
1,103,7,3,9,9,2,1.81951,1
1,103,7,4,13,1,0,0.934029,0
1,103,7,4,13,2,1,1.86304,0
1,103,7,4,13,3,2,1.52312,0
1,103,7,4,13,4,1,0.908448,0
1,103,7,4,13,5,2,1.03557,0
1,103,7,4,13,6,1,1.22476,0
1,103,7,4,13,7,1,1.11783,0
1,103,7,4,13,8,2,0.999774,0
1,103,7,4,13,9,1,1.3183,0
1,103,7,4,13,10,2,1.0804,0
1,103,7,4,13,11,2,1.93953,0
1,103,7,4,13,12,2,3.22845,0
1,103,7,4,13,13,1,1.05804,0
1,103,7,5,11,1,0,1.43458,0
1,103,7,5,11,2,2,2.15188,0
1,103,7,5,11,3,1,1.36873,0
1,103,7,5,11,4,1,0.920744,0
1,103,7,5,11,5,2,1.40246,0
1,103,7,5,11,6,1,1.00088,0
1,103,7,5,11,7,2,2.35954,0
1,103,7,5,11,8,2,1.66401,0
1,103,7,5,11,9,2,1.81212,0
1,103,7,5,11,10,1,1.442,0
1,103,7,5,11,11,1,0.91062,0
1,103,7,6,11,1,0,1.32228,0
1,103,7,6,11,2,1,1.1476,0
1,103,7,6,11,3,2,1.76416,0
1,103,7,6,11,4,1,1.38031,0
1,103,7,6,11,5,2,1.10723,0
1,103,7,6,11,6,1,1.9651,0
1,103,7,6,11,7,2,1.07759,0
1,103,7,6,11,8,2,0.944617,0
1,103,7,6,11,9,1,1.6493,0
1,103,7,6,11,10,1,1.35013,0
1,103,7,6,11,11,2,3.49455,0
1,103,7,7,11,1,0,1.81789,1
1,103,7,7,11,2,1,0.952102,1
1,103,7,7,11,3,2,2.11982,1
1,103,7,7,11,4,2,2.69872,1
1,103,7,7,11,5,1,1.95791,1
1,103,7,7,11,6,2,1.96618,1
1,103,7,7,11,7,2,1.20605,1
1,103,7,7,11,8,1,2.7959,1
1,103,7,7,11,9,1,2.94718,1
1,103,7,7,11,10,1,1.60449,1
1,103,7,7,11,11,2,1.48203,1
1,103,7,8,13,1,0,1.36039,1
1,103,7,8,13,2,1,1.87252,1
1,103,7,8,13,3,2,2.10811,1
1,103,7,8,13,4,1,1.21427,1
1,103,7,8,13,5,1,1.79626,1
1,103,7,8,13,6,2,1.12296,1
1,103,7,8,13,7,2,1.90025,1
1,103,7,8,13,8,2,2.26295,1
1,103,7,8,13,9,1,1.15512,1
1,103,7,8,13,10,2,0.987083,1
1,103,7,8,13,11,2,1.68376,1
1,103,7,8,13,12,1,0.999098,1
1,103,7,8,13,13,1,1.34968,1
1,103,7,9,9,1,0,1.53454,1
1,103,7,9,9,2,1,1.49585,1
1,103,7,9,9,3,1,0.994595,1
1,103,7,9,9,4,1,1.12104,1
1,103,7,9,9,5,1,1.14709,1
1,103,7,9,9,6,2,3.12339,1
1,103,7,9,9,7,2,1.02128,1
1,103,7,9,9,8,2,2.21931,1
1,103,7,9,9,9,2,2.39349,1
1,103,8,1,13,1,0,1.92279,0
1,103,8,1,13,2,2,3.27624,0
1,103,8,1,13,3,1,1.12014,0
1,103,8,1,13,4,1,1.27367,0
1,103,8,1,13,5,2,1.14917,0
1,103,8,1,13,6,1,1.18946,0
1,103,8,1,13,7,2,0.732432,0
1,103,8,1,13,8,1,3.02925,0
1,103,8,1,13,9,1,0.95667,0
1,103,8,1,13,10,2,1.34046,0
1,103,8,1,13,11,1,0.989096,0
1,103,8,1,13,12,2,4.95578,0
1,103,8,1,13,13,2,3.56454,0
1,103,8,2,13,1,0,1.28006,1
1,103,8,2,13,2,2,1.50726,1
1,103,8,2,13,3,1,1.03708,1
1,103,8,2,13,4,1,0.874387,1
1,103,8,2,13,5,1,0.957637,1
1,103,8,2,13,6,1,1.11718,1
1,103,8,2,13,7,2,1.17507,1
1,103,8,2,13,8,2,1.39068,1
1,103,8,2,13,9,2,1.46343,1
1,103,8,2,13,10,2,3.82729,1
1,103,8,2,13,11,2,2.88146,1
1,103,8,2,13,12,1,0.927498,1
1,103,8,2,13,13,1,0.976506,1
1,103,8,3,13,1,0,2.94579,0
1,103,8,3,13,2,2,1.89059,0
1,103,8,3,13,3,2,1.11752,0
1,103,8,3,13,4,1,0.967546,0
1,103,8,3,13,5,2,3.49532,0
1,103,8,3,13,6,1,2.86639,0
1,103,8,3,13,7,1,2.34296,0
1,103,8,3,13,8,2,1.13007,0
1,103,8,3,13,9,2,2.89925,0
1,103,8,3,13,10,1,3.73406,0
1,103,8,3,13,11,2,1.41636,0
1,103,8,3,13,12,1,2.43842,0
1,103,8,3,13,13,1,1.16357,0
1,103,8,4,9,1,0,1.58169,1
1,103,8,4,9,2,2,1.50929,1
1,103,8,4,9,3,2,1.3432,1
1,103,8,4,9,4,2,2.12785,1
1,103,8,4,9,5,1,1.3772,1
1,103,8,4,9,6,1,1.21677,1
1,103,8,4,9,7,1,1.65178,1
1,103,8,4,9,8,2,1.06446,1
1,103,8,4,9,9,1,0.94843,1
1,103,8,5,11,1,0,1.15048,1
1,103,8,5,11,2,2,0.902796,1
1,103,8,5,11,3,1,1.01742,1
1,103,8,5,11,4,2,1.54319,1
1,103,8,5,11,5,2,1.15211,1
1,103,8,5,11,6,1,1.22458,1
1,103,8,5,11,7,2,0.875717,1
1,103,8,5,11,8,1,1.08691,1
1,103,8,5,11,9,1,1.3156,1
1,103,8,5,11,10,2,4.2669,1
1,103,8,5,11,11,1,1.27168,1
1,103,8,6,9,1,0,1.31194,1
1,103,8,6,9,2,2,0.961828,1
1,103,8,6,9,3,1,1.61776,1
1,103,8,6,9,4,2,2.21551,1
1,103,8,6,9,5,1,1.84576,1
1,103,8,6,9,6,2,2.08242,1
1,103,8,6,9,7,1,1.04631,1
1,103,8,6,9,8,1,0.850832,1
1,103,8,6,9,9,2,1.33535,1
1,103,8,7,11,1,0,1.36148,1
1,103,8,7,11,2,1,0.977424,1
1,103,8,7,11,3,1,1.56876,1
1,103,8,7,11,4,2,1.62453,1
1,103,8,7,11,5,1,0.813157,1
1,103,8,7,11,6,2,2.03598,1
1,103,8,7,11,7,2,2.40948,1
1,103,8,7,11,8,2,2.49541,1
1,103,8,7,11,9,2,1.09052,1
1,103,8,7,11,10,1,1.43725,1
1,103,8,7,11,11,1,1.17837,1
1,103,8,8,9,1,0,0.888017,1
1,103,8,8,9,2,2,2.0585,1
1,103,8,8,9,3,1,1.39101,1
1,103,8,8,9,4,2,2.14154,1
1,103,8,8,9,5,2,1.99835,1
1,103,8,8,9,6,1,1.92481,1
1,103,8,8,9,7,2,1.95038,1
1,103,8,8,9,8,1,2.15126,1
1,103,8,8,9,9,1,1.73595,1
1,103,8,9,11,1,0,1.09543,1
1,103,8,9,11,2,1,1.29817,1
1,103,8,9,11,3,1,0.964485,1
1,103,8,9,11,4,2,1.01257,1
1,103,8,9,11,5,2,1.37817,1
1,103,8,9,11,6,2,1.42538,1
1,103,8,9,11,7,1,2.59082,1
1,103,8,9,11,8,1,1.34198,1
1,103,8,9,11,9,2,1.39043,1
1,103,8,9,11,10,2,2.56707,1
1,103,8,9,11,11,1,0.823783,1
1,104,1,1,9,1,0,3.71639,0
1,104,1,1,9,2,1,1.26144,0
1,104,1,1,9,3,2,2.09086,0
1,104,1,1,9,4,1,1.57573,0
1,104,1,1,9,5,2,1.51365,0
1,104,1,1,9,6,1,1.1396,0
1,104,1,1,9,7,2,2.33182,0
1,104,1,1,9,8,2,4.15989,0
1,104,1,1,9,9,1,1.82476,0
1,104,1,2,11,1,0,2.56797,1
1,104,1,2,11,2,1,1.54405,1
1,104,1,2,11,3,2,1.60082,1
1,104,1,2,11,4,1,3.19144,1
1,104,1,2,11,5,2,1.61479,1
1,104,1,2,11,6,2,2.00445,1
1,104,1,2,11,7,1,2.331,1
1,104,1,2,11,8,1,4.66048,1
1,104,1,2,11,9,2,1.62743,1
1,104,1,2,11,10,1,2.92866,1
1,104,1,2,11,11,2,1.87488,1
1,104,1,3,13,1,0,1.73554,1
1,104,1,3,13,2,1,2.08904,1
1,104,1,3,13,3,2,2.10802,1
1,104,1,3,13,4,1,2.44632,1
1,104,1,3,13,5,1,2.0194,1
1,104,1,3,13,6,1,1.54519,1
1,104,1,3,13,7,2,1.76222,1
1,104,1,3,13,8,1,3.44224,1
1,104,1,3,13,9,1,1.66323,1
1,104,1,3,13,10,2,2.56346,1
1,104,1,3,13,11,2,2.4999,1
1,104,1,3,13,12,2,4.13468,1
1,104,1,3,13,13,2,1.7687,1
1,104,1,4,11,1,0,2.87877,0
1,104,1,4,11,2,2,1.86653,0
1,104,1,4,11,3,2,3.1296,0
1,104,1,4,11,4,1,2.0003,0
1,104,1,4,11,5,1,2.07119,0
1,104,1,4,11,6,2,3.59531,0
1,104,1,4,11,7,1,4.94651,0
1,104,1,4,11,8,1,1.70017,0
1,104,1,4,11,9,2,3.57453,0
1,104,1,4,11,10,2,1.40684,0
1,104,1,4,11,11,1,1.46879,0
1,104,1,5,9,1,0,2.27321,0
1,104,1,5,9,2,2,2.47663,0
1,104,1,5,9,3,2,2.51218,0
1,104,1,5,9,4,1,2.54672,0
1,104,1,5,9,5,2,1.87597,0
1,104,1,5,9,6,1,1.7749,0
1,104,1,5,9,7,1,1.32634,0
1,104,1,5,9,8,1,3.0236,0
1,104,1,5,9,9,2,4.58968,0
1,104,1,6,13,1,0,2.15996,1
1,104,1,6,13,2,2,1.5846,1
1,104,1,6,13,3,2,2.85592,1
1,104,1,6,13,4,1,2.17195,1
1,104,1,6,13,5,2,1.75639,1
1,104,1,6,13,6,1,1.8043,1
1,104,1,6,13,7,1,2.58744,1
1,104,1,6,13,8,1,2.18644,1
1,104,1,6,13,9,2,2.30736,1
1,104,1,6,13,10,2,2.42365,1
1,104,1,6,13,11,2,5.40558,1
1,104,1,6,13,12,1,2.44481,1
1,104,1,6,13,13,1,2.19374,1
1,104,1,7,11,1,0,1.69554,1
1,104,1,7,11,2,2,2.46654,1
1,104,1,7,11,3,2,1.86286,1
1,104,1,7,11,4,1,2.00301,1
1,104,1,7,11,5,1,2.47387,1
1,104,1,7,11,6,1,2.58948,1
1,104,1,7,11,7,1,2.0123,1
1,104,1,7,11,8,2,2.19438,1
1,104,1,7,11,9,1,1.87307,1
1,104,1,7,11,10,2,2.78077,1
1,104,1,7,11,11,2,1.74845,1
1,104,1,8,13,1,0,1.80488,1
1,104,1,8,13,2,2,1.37166,1
1,104,1,8,13,3,2,5.81863,1
1,104,1,8,13,4,1,1.91439,1
1,104,1,8,13,5,2,5.41231,1
1,104,1,8,13,6,1,3.26742,1
1,104,1,8,13,7,1,2.28043,1
1,104,1,8,13,8,2,1.52297,1
1,104,1,8,13,9,2,1.77304,1
1,104,1,8,13,10,2,2.09271,1
1,104,1,8,13,11,1,1.71124,1
1,104,1,8,13,12,1,4.78559,1
1,104,1,8,13,13,1,1.75387,1
1,104,1,9,9,1,0,2.25092,1
1,104,1,9,9,2,2,1.80008,1
1,104,1,9,9,3,1,3.51007,1
1,104,1,9,9,4,1,2.00165,1
1,104,1,9,9,5,2,2.40863,1
1,104,1,9,9,6,2,1.83857,1
1,104,1,9,9,7,1,3.11574,1
1,104,1,9,9,8,2,2.25571,1
1,104,1,9,9,9,1,2.21978,1
1,104,2,1,13,1,0,1.69067,1
1,104,2,1,13,2,2,1.56524,1
1,104,2,1,13,3,1,1.845,1
1,104,2,1,13,4,2,1.79398,1
1,104,2,1,13,5,2,1.55285,1
1,104,2,1,13,6,2,1.92954,1
1,104,2,1,13,7,1,2.21072,1
1,104,2,1,13,8,1,1.90511,1
1,104,2,1,13,9,1,5.53118,1
1,104,2,1,13,10,2,1.90316,1
1,104,2,1,13,11,1,1.56197,1
1,104,2,1,13,12,2,2.67436,1
1,104,2,1,13,13,1,1.90179,1
1,104,2,2,11,1,0,2.19898,1
1,104,2,2,11,2,2,2.08597,1
1,104,2,2,11,3,2,2.05756,1
1,104,2,2,11,4,1,2.0774,1
1,104,2,2,11,5,2,2.73695,1
1,104,2,2,11,6,1,1.89856,1
1,104,2,2,11,7,2,1.95742,1
1,104,2,2,11,8,1,1.82154,1
1,104,2,2,11,9,1,2.13908,1
1,104,2,2,11,10,1,2.06968,1
1,104,2,2,11,11,2,2.69109,1
1,104,2,3,11,1,0,2.16164,1
1,104,2,3,11,2,2,2.52966,1
1,104,2,3,11,3,1,2.01917,1
1,104,2,3,11,4,1,2.00942,1
1,104,2,3,11,5,2,3.47161,1
1,104,2,3,11,6,2,2.07561,1
1,104,2,3,11,7,1,2.30275,1
1,104,2,3,11,8,1,2.00995,1
1,104,2,3,11,9,1,1.80819,1
1,104,2,3,11,10,2,2.22201,1
1,104,2,3,11,11,2,2.01195,1
1,104,2,4,9,1,0,1.59548,1
1,104,2,4,9,2,2,2.54595,1
1,104,2,4,9,3,2,1.93833,1
1,104,2,4,9,4,1,1.61183,1
1,104,2,4,9,5,2,1.69793,1
1,104,2,4,9,6,2,2.38865,1
1,104,2,4,9,7,1,2.20369,1
1,104,2,4,9,8,1,3.01834,1
1,104,2,4,9,9,1,1.83269,1
1,104,2,5,13,1,0,1.65521,1
1,104,2,5,13,2,2,1.62723,1
1,104,2,5,13,3,2,1.48851,1
1,104,2,5,13,4,2,1.49915,1
1,104,2,5,13,5,1,1.54197,1
1,104,2,5,13,6,1,1.50269,1
1,104,2,5,13,7,1,1.48052,1
1,104,2,5,13,8,1,1.18765,1
1,104,2,5,13,9,2,1.53095,1
1,104,2,5,13,10,2,2.35638,1
1,104,2,5,13,11,1,2.50872,1
1,104,2,5,13,12,1,2.27115,1
1,104,2,5,13,13,2,2.32472,1
1,104,2,6,11,1,0,1.82043,1
1,104,2,6,11,2,2,1.73859,1
1,104,2,6,11,3,1,1.97383,1
1,104,2,6,11,4,2,1.64514,1
1,104,2,6,11,5,2,1.25002,1
1,104,2,6,11,6,1,1.51091,1
1,104,2,6,11,7,1,1.63268,1
1,104,2,6,11,8,1,2.34229,1
1,104,2,6,11,9,2,2.19207,1
1,104,2,6,11,10,2,3.16592,1
1,104,2,6,11,11,1,3.99046,1
1,104,2,7,13,1,0,1.92697,1
1,104,2,7,13,2,2,1.66467,1
1,104,2,7,13,3,1,1.55677,1
1,104,2,7,13,4,1,1.5647,1
1,104,2,7,13,5,1,1.70081,1
1,104,2,7,13,6,2,1.97555,1
1,104,2,7,13,7,1,2.008,1
1,104,2,7,13,8,2,2.09432,1
1,104,2,7,13,9,1,1.71386,1
1,104,2,7,13,10,2,2.46762,1
1,104,2,7,13,11,1,2.83976,1
1,104,2,7,13,12,2,1.81517,1
1,104,2,7,13,13,2,2.08503,1
1,104,2,8,9,1,0,2.28501,1
1,104,2,8,9,2,2,3.03242,1
1,104,2,8,9,3,1,1.94242,1
1,104,2,8,9,4,1,1.66334,1
1,104,2,8,9,5,1,2.17915,1
1,104,2,8,9,6,1,2.59475,1
1,104,2,8,9,7,2,1.72975,1
1,104,2,8,9,8,2,2.08045,1
1,104,2,8,9,9,2,2.19011,1
1,104,2,9,9,1,0,1.42748,1
1,104,2,9,9,2,2,1.53636,1
1,104,2,9,9,3,2,2.74581,1
1,104,2,9,9,4,1,2.78668,1
1,104,2,9,9,5,1,2.81067,1
1,104,2,9,9,6,2,1.58515,1
1,104,2,9,9,7,1,2.6805,1
