Experiment,Participant,Block,Trial_sequence,Sequence_length,Update,Trial_type,RT,TrialCorrect
1,101,1,1,11,1,0,12.1222,1
1,101,1,1,11,2,1,4.19057,1
1,101,1,1,11,3,2,4.02337,1
1,101,1,1,11,4,2,4.12509,1
1,101,1,1,11,5,1,4.33546,1
1,101,1,1,11,6,2,4.24359,1
1,101,1,1,11,7,2,3.61703,1
1,101,1,1,11,8,1,3.50457,1
1,101,1,1,11,9,2,3.78714,1
1,101,1,1,11,10,1,3.7487,1
1,101,1,1,11,11,1,3.87831,1
1,101,1,2,9,1,0,4.41357,1
1,101,1,2,9,2,1,3.54058,1
1,101,1,2,9,3,1,2.98996,1
1,101,1,2,9,4,2,3.11687,1
1,101,1,2,9,5,1,2.59978,1
1,101,1,2,9,6,2,2.82285,1
1,101,1,2,9,7,2,2.3604,1
1,101,1,2,9,8,1,2.57686,1
1,101,1,2,9,9,2,2.40074,1
1,101,1,3,13,1,0,1.90009,1
1,101,1,3,13,2,1,2.4868,1
1,101,1,3,13,3,2,2.29853,1
1,101,1,3,13,4,2,2.37327,1
1,101,1,3,13,5,2,2.47681,1
1,101,1,3,13,6,2,2.30462,1
1,101,1,3,13,7,1,2.52357,1
1,101,1,3,13,8,1,2.57304,1
1,101,1,3,13,9,2,2.70103,1
1,101,1,3,13,10,1,2.04932,1
1,101,1,3,13,11,1,2.58211,1
1,101,1,3,13,12,2,2.5021,1
1,101,1,3,13,13,1,2.52064,1
1,101,1,4,13,1,0,1.7349,1
1,101,1,4,13,2,2,2.32834,1
1,101,1,4,13,3,1,2.25802,1
1,101,1,4,13,4,2,2.09437,1
1,101,1,4,13,5,1,2.17681,1
1,101,1,4,13,6,2,1.87277,1
1,101,1,4,13,7,1,2.78022,1
1,101,1,4,13,8,2,2.67593,1
1,101,1,4,13,9,1,1.91362,1
1,101,1,4,13,10,2,1.90108,1
1,101,1,4,13,11,1,2.03992,1
1,101,1,4,13,12,1,2.15677,1
1,101,1,4,13,13,2,2.34925,1
1,101,1,5,11,1,0,3.1252,1
1,101,1,5,11,2,2,4.23917,1
1,101,1,5,11,3,2,3.58049,1
1,101,1,5,11,4,2,3.31659,1
1,101,1,5,11,5,1,3.75164,1
1,101,1,5,11,6,2,3.51302,1
1,101,1,5,11,7,1,2.08361,1
1,101,1,5,11,8,1,1.55923,1
1,101,1,5,11,9,2,2.65794,1
1,101,1,5,11,10,1,2.57416,1
1,101,1,5,11,11,1,2.39759,1
1,101,1,6,9,1,0,1.85111,1
1,101,1,6,9,2,1,1.6715,1
1,101,1,6,9,3,2,2.07505,1
1,101,1,6,9,4,2,2.47873,1
1,101,1,6,9,5,1,2.11411,1
1,101,1,6,9,6,2,2.46838,1
1,101,1,6,9,7,2,3.5288,1
1,101,1,6,9,8,1,2.21055,1
1,101,1,6,9,9,1,2.30504,1
1,101,1,7,9,1,0,2.58639,1
1,101,1,7,9,2,1,3.67393,1
1,101,1,7,9,3,2,2.92592,1
1,101,1,7,9,4,1,2.06371,1
1,101,1,7,9,5,1,3.17176,1
1,101,1,7,9,6,2,3.30762,1
1,101,1,7,9,7,2,3.53415,1
1,101,1,7,9,8,2,3.60804,1
1,101,1,7,9,9,1,3.00671,1
1,101,1,8,11,1,0,1.33115,1
1,101,1,8,11,2,1,1.7314,1
1,101,1,8,11,3,2,3.26853,1
1,101,1,8,11,4,1,3.36945,1
1,101,1,8,11,5,2,2.76192,1
1,101,1,8,11,6,1,3.25003,1
1,101,1,8,11,7,1,2.69571,1
1,101,1,8,11,8,2,3.12262,1
1,101,1,8,11,9,1,2.82843,1
1,101,1,8,11,10,2,2.77008,1
1,101,1,8,11,11,2,3.2681,1
1,101,1,9,13,1,0,2.51191,1
1,101,1,9,13,2,2,2.60979,1
1,101,1,9,13,3,2,2.46458,1
1,101,1,9,13,4,1,2.32474,1
1,101,1,9,13,5,2,2.99035,1
1,101,1,9,13,6,2,3.58136,1
1,101,1,9,13,7,1,1.94118,1
1,101,1,9,13,8,1,3.24616,1
1,101,1,9,13,9,1,4.00337,1
1,101,1,9,13,10,1,3.73876,1
1,101,1,9,13,11,2,3.67032,1
1,101,1,9,13,12,1,2.67746,1
1,101,1,9,13,13,2,3.16894,1
1,101,2,1,11,1,0,3.38167,1
1,101,2,1,11,2,1,2.69338,1
1,101,2,1,11,3,1,3.00843,1
1,101,2,1,11,4,1,3.16706,1
1,101,2,1,11,5,2,3.49545,1
1,101,2,1,11,6,1,2.97879,1
1,101,2,1,11,7,2,3.63476,1
1,101,2,1,11,8,2,2.50457,1
1,101,2,1,11,9,2,3.94693,1
1,101,2,1,11,10,2,3.42821,1
1,101,2,1,11,11,1,2.83379,1
1,101,2,2,11,1,0,1.55265,1
1,101,2,2,11,2,2,2.10563,1
1,101,2,2,11,3,2,2.17154,1
1,101,2,2,11,4,1,2.05997,1
1,101,2,2,11,5,2,2.09786,1
1,101,2,2,11,6,1,2.13098,1
1,101,2,2,11,7,2,2.8208,1
1,101,2,2,11,8,2,2.6603,1
1,101,2,2,11,9,1,3.61699,1
1,101,2,2,11,10,1,2.77554,1
1,101,2,2,11,11,1,2.49538,1
1,101,2,3,9,1,0,1.55315,1
1,101,2,3,9,2,1,1.89824,1
1,101,2,3,9,3,2,1.63684,1
1,101,2,3,9,4,1,2.28234,1
1,101,2,3,9,5,2,2.26182,1
1,101,2,3,9,6,1,2.01787,1
1,101,2,3,9,7,2,1.67209,1
1,101,2,3,9,8,1,2.23624,1
1,101,2,3,9,9,2,2.07377,1
1,101,2,4,11,1,0,1.53526,1
1,101,2,4,11,2,2,1.30484,1
1,101,2,4,11,3,2,1.5139,1
1,101,2,4,11,4,2,3.79704,1
1,101,2,4,11,5,2,1.82827,1
1,101,2,4,11,6,1,1.90571,1
1,101,2,4,11,7,2,3.1479,1
1,101,2,4,11,8,1,2.03235,1
1,101,2,4,11,9,1,3.22027,1
1,101,2,4,11,10,1,1.81934,1
1,101,2,4,11,11,1,2.32912,1
1,101,2,5,9,1,0,1.44286,1
1,101,2,5,9,2,2,1.95177,1
1,101,2,5,9,3,2,1.88032,1
1,101,2,5,9,4,1,1.8119,1
1,101,2,5,9,5,1,1.47397,1
1,101,2,5,9,6,2,1.77343,1
1,101,2,5,9,7,2,1.88465,1
1,101,2,5,9,8,1,1.38409,1
1,101,2,5,9,9,1,1.51132,1
1,101,2,6,13,1,0,1.27871,1
1,101,2,6,13,2,2,1.93776,1
1,101,2,6,13,3,2,1.93115,1
1,101,2,6,13,4,1,2.19664,1
1,101,2,6,13,5,2,2.67545,1
1,101,2,6,13,6,2,2.3035,1
1,101,2,6,13,7,2,2.23426,1
1,101,2,6,13,8,1,2.4239,1
1,101,2,6,13,9,1,1.4214,1
1,101,2,6,13,10,1,1.43542,1
1,101,2,6,13,11,1,1.43271,1
1,101,2,6,13,12,2,1.92603,1
1,101,2,6,13,13,1,1.53557,1
1,101,2,7,13,1,0,1.46788,1
1,101,2,7,13,2,2,2.3435,1
1,101,2,7,13,3,2,2.65678,1
1,101,2,7,13,4,1,1.96504,1
1,101,2,7,13,5,1,2.30943,1
1,101,2,7,13,6,1,1.83962,1
1,101,2,7,13,7,2,1.90041,1
1,101,2,7,13,8,2,2.05504,1
1,101,2,7,13,9,2,2.2141,1
1,101,2,7,13,10,1,2.91617,1
1,101,2,7,13,11,1,1.95872,1
1,101,2,7,13,12,2,2.07849,1
1,101,2,7,13,13,1,1.74643,1
1,101,2,8,13,1,0,1.87181,1
1,101,2,8,13,2,2,2.3952,1
1,101,2,8,13,3,2,2.04666,1
1,101,2,8,13,4,1,2.0356,1
1,101,2,8,13,5,1,2.37685,1
1,101,2,8,13,6,2,1.84067,1
1,101,2,8,13,7,1,1.56542,1
1,101,2,8,13,8,1,2.54946,1
1,101,2,8,13,9,1,2.31046,1
1,101,2,8,13,10,2,2.52867,1
1,101,2,8,13,11,2,2.54648,1
1,101,2,8,13,12,2,2.85136,1
1,101,2,8,13,13,1,2.92028,1
1,101,2,9,9,1,0,2.59377,1
1,101,2,9,9,2,2,1.85686,1
1,101,2,9,9,3,2,3.2932,1
1,101,2,9,9,4,2,1.63206,1
1,101,2,9,9,5,1,2.30943,1
1,101,2,9,9,6,2,2.39994,1
1,101,2,9,9,7,1,1.5268,1
1,101,2,9,9,8,1,2.25034,1
1,101,2,9,9,9,1,1.91103,1
1,101,3,1,9,1,0,1.78285,1
1,101,3,1,9,2,2,1.76294,1
1,101,3,1,9,3,2,2.08275,1
1,101,3,1,9,4,1,2.35834,1
1,101,3,1,9,5,1,1.98267,1
1,101,3,1,9,6,1,2.40611,1
1,101,3,1,9,7,1,3.19653,1
1,101,3,1,9,8,2,2.40373,1
1,101,3,1,9,9,2,2.89045,1
1,101,3,2,11,1,0,1.71464,0
1,101,3,2,11,2,1,1.9258,0
1,101,3,2,11,3,2,1.96719,0
1,101,3,2,11,4,2,1.7512,0
1,101,3,2,11,5,1,2.31226,0
1,101,3,2,11,6,1,2.24215,0
1,101,3,2,11,7,2,2.39895,0
1,101,3,2,11,8,1,2.2301,0
1,101,3,2,11,9,2,2.3874,0
1,101,3,2,11,10,1,2.15516,0
1,101,3,2,11,11,2,2.24543,0
1,101,3,3,11,1,0,2.55947,1
1,101,3,3,11,2,1,2.38364,1
1,101,3,3,11,3,2,2.39125,1
1,101,3,3,11,4,2,2.15821,1
1,101,3,3,11,5,1,2.04621,1
1,101,3,3,11,6,1,2.30717,1
1,101,3,3,11,7,1,2.39767,1
1,101,3,3,11,8,2,2.61244,1
1,101,3,3,11,9,2,3.08614,1
1,101,3,3,11,10,2,3.26829,1
1,101,3,3,11,11,1,1.91238,1
1,101,3,4,13,1,0,1.6738,1
1,101,3,4,13,2,2,1.51714,1
1,101,3,4,13,3,2,2.00411,1
1,101,3,4,13,4,1,1.33805,1
1,101,3,4,13,5,2,1.93139,1
1,101,3,4,13,6,1,1.57284,1
1,101,3,4,13,7,1,1.61219,1
1,101,3,4,13,8,2,1.79442,1
1,101,3,4,13,9,2,3.16924,1
1,101,3,4,13,10,2,1.84283,1
1,101,3,4,13,11,1,2.83184,1
1,101,3,4,13,12,1,4.05379,1
1,101,3,4,13,13,1,1.81845,1
1,101,3,5,13,1,0,2.39887,0
1,101,3,5,13,2,2,1.78176,0
1,101,3,5,13,3,2,2.32487,0
1,101,3,5,13,4,2,1.74273,0
1,101,3,5,13,5,1,2.04757,0
1,101,3,5,13,6,1,1.74821,0
1,101,3,5,13,7,2,2.19708,0
1,101,3,5,13,8,1,2.35014,0
1,101,3,5,13,9,1,2.40692,0
1,101,3,5,13,10,2,3.77317,0
1,101,3,5,13,11,1,2.14143,0
1,101,3,5,13,12,2,2.67028,0
1,101,3,5,13,13,1,1.6743,0
1,101,3,6,13,1,0,3.83008,1
1,101,3,6,13,2,2,3.68399,1
1,101,3,6,13,3,2,2.85621,1
1,101,3,6,13,4,2,3.96462,1
1,101,3,6,13,5,1,2.27736,1
1,101,3,6,13,6,1,1.66501,1
1,101,3,6,13,7,1,1.84493,1
1,101,3,6,13,8,2,1.74593,1
1,101,3,6,13,9,1,1.54803,1
1,101,3,6,13,10,2,2.34084,1
1,101,3,6,13,11,1,1.1816,1
1,101,3,6,13,12,1,2.49415,1
1,101,3,6,13,13,2,2.59334,1
1,101,3,7,9,1,0,2.6202,1
1,101,3,7,9,2,2,1.80258,1
1,101,3,7,9,3,2,1.86533,1
1,101,3,7,9,4,1,1.9415,1
1,101,3,7,9,5,1,2.46232,1
1,101,3,7,9,6,2,1.77853,1
1,101,3,7,9,7,1,1.66623,1
1,101,3,7,9,8,2,2.91802,1
1,101,3,7,9,9,1,2.50461,1
1,101,3,8,9,1,0,1.6904,1
1,101,3,8,9,2,2,1.96538,1
1,101,3,8,9,3,1,2.58117,1
1,101,3,8,9,4,1,2.58116,1
1,101,3,8,9,5,2,2.18084,1
1,101,3,8,9,6,1,3.5243,1
1,101,3,8,9,7,2,1.64619,1
1,101,3,8,9,8,1,2.17878,1
1,101,3,8,9,9,2,1.91668,1
1,101,3,9,11,1,0,2.3529,1
1,101,3,9,11,2,2,2.39075,1
1,101,3,9,11,3,1,1.74174,1
1,101,3,9,11,4,2,2.33443,1
1,101,3,9,11,5,2,2.16795,1
1,101,3,9,11,6,1,2.24802,1
1,101,3,9,11,7,1,2.90107,1
1,101,3,9,11,8,1,2.05609,1
1,101,3,9,11,9,2,1.82016,1
1,101,3,9,11,10,1,1.4184,1
1,101,3,9,11,11,2,1.7525,1
1,101,4,1,11,1,0,1.3091,1
1,101,4,1,11,2,2,1.75902,1
1,101,4,1,11,3,1,1.13515,1
1,101,4,1,11,4,2,1.16016,1
1,101,4,1,11,5,1,1.93604,1
1,101,4,1,11,6,1,2.02547,1
1,101,4,1,11,7,2,1.57754,1
1,101,4,1,11,8,1,1.48871,1
1,101,4,1,11,9,2,1.59538,1
1,101,4,1,11,10,2,2.34803,1
1,101,4,1,11,11,1,1.60457,1
1,101,4,2,11,1,0,1.15649,1
1,101,4,2,11,2,1,0.972433,1
1,101,4,2,11,3,2,2.25215,1
1,101,4,2,11,4,1,1.46514,1
1,101,4,2,11,5,1,1.39707,1
1,101,4,2,11,6,2,2.11552,1
1,101,4,2,11,7,2,1.94189,1
1,101,4,2,11,8,1,1.34301,1
1,101,4,2,11,9,2,1.56714,1
1,101,4,2,11,10,1,1.36166,1
1,101,4,2,11,11,2,1.29735,1
1,101,4,3,13,1,0,1.59389,1
1,101,4,3,13,2,2,1.21659,1
1,101,4,3,13,3,2,1.14265,1
1,101,4,3,13,4,1,1.91919,1
1,101,4,3,13,5,2,1.3213,1
1,101,4,3,13,6,2,1.14692,1
1,101,4,3,13,7,2,1.45962,1
1,101,4,3,13,8,1,1.51934,1
1,101,4,3,13,9,1,2.82551,1
1,101,4,3,13,10,1,2.41549,1
1,101,4,3,13,11,1,1.14142,1
1,101,4,3,13,12,1,1.46984,1
1,101,4,3,13,13,2,1.62594,1
1,101,4,4,9,1,0,1.7384,1
1,101,4,4,9,2,1,1.05104,1
1,101,4,4,9,3,1,0.999807,1
1,101,4,4,9,4,2,0.918356,1
1,101,4,4,9,5,2,1.01626,1
1,101,4,4,9,6,2,1.46181,1
1,101,4,4,9,7,1,0.972095,1
1,101,4,4,9,8,1,1.17945,1
1,101,4,4,9,9,2,1.93834,1
1,101,4,5,9,1,0,1.95126,1
1,101,4,5,9,2,1,1.001,1
1,101,4,5,9,3,2,1.99045,1
1,101,4,5,9,4,1,1.14953,1
1,101,4,5,9,5,1,1.09426,1
1,101,4,5,9,6,2,1.18438,1
1,101,4,5,9,7,1,1.24952,1
1,101,4,5,9,8,2,1.52597,1
1,101,4,5,9,9,2,1.02345,1
1,101,4,6,11,1,0,2.30262,1
1,101,4,6,11,2,1,1.72152,1
1,101,4,6,11,3,1,1.57683,1
1,101,4,6,11,4,2,2.09811,1
1,101,4,6,11,5,2,1.54114,1
1,101,4,6,11,6,1,1.43785,1
1,101,4,6,11,7,1,1.46693,1
1,101,4,6,11,8,2,1.78266,1
1,101,4,6,11,9,2,1.2865,1
1,101,4,6,11,10,1,1.802,1
1,101,4,6,11,11,2,1.32069,1
1,101,4,7,9,1,0,1.24537,1
1,101,4,7,9,2,2,1.3621,1
1,101,4,7,9,3,2,1.5541,1
1,101,4,7,9,4,1,2.97047,1
1,101,4,7,9,5,2,1.32319,1
1,101,4,7,9,6,1,1.26051,1
1,101,4,7,9,7,1,1.2003,1
1,101,4,7,9,8,2,1.22283,1
1,101,4,7,9,9,1,1.35025,1
1,101,4,8,13,1,0,1.10538,1
1,101,4,8,13,2,1,0.875482,1
1,101,4,8,13,3,2,0.734406,1
1,101,4,8,13,4,2,0.983473,1
1,101,4,8,13,5,2,0.934602,1
1,101,4,8,13,6,1,1.51191,1
1,101,4,8,13,7,1,0.962005,1
1,101,4,8,13,8,1,0.801744,1
1,101,4,8,13,9,2,0.968001,1
1,101,4,8,13,10,2,0.872011,1
1,101,4,8,13,11,1,0.731072,1
1,101,4,8,13,12,2,1.44643,1
1,101,4,8,13,13,1,1.33127,1
1,101,4,9,13,1,0,1.28482,1
1,101,4,9,13,2,2,0.888018,1
1,101,4,9,13,3,1,0.859198,1
1,101,4,9,13,4,1,0.670561,1
1,101,4,9,13,5,2,0.906452,1
1,101,4,9,13,6,1,0.812538,1
1,101,4,9,13,7,1,0.786184,1
1,101,4,9,13,8,2,0.873462,1
1,101,4,9,13,9,2,1.15841,1
1,101,4,9,13,10,2,1.68882,1
1,101,4,9,13,11,1,1.46814,1
1,101,4,9,13,12,2,0.952081,1
1,101,4,9,13,13,1,1.01658,1
1,101,5,1,9,1,0,0.950423,1
1,101,5,1,9,2,2,0.678844,1
1,101,5,1,9,3,1,1.55415,1
1,101,5,1,9,4,1,0.922757,1
1,101,5,1,9,5,2,1.0837,1
1,101,5,1,9,6,1,0.871032,1
1,101,5,1,9,7,1,0.874803,1
1,101,5,1,9,8,2,0.845668,1
1,101,5,1,9,9,2,0.946629,1
1,101,5,2,13,1,0,1.09547,1
1,101,5,2,13,2,2,0.641886,1
1,101,5,2,13,3,2,0.863055,1
1,101,5,2,13,4,1,0.801987,1
1,101,5,2,13,5,1,0.888609,1
1,101,5,2,13,6,1,0.843884,1
1,101,5,2,13,7,2,0.944229,1
1,101,5,2,13,8,2,3.82468,1
1,101,5,2,13,9,2,1.48694,1
1,101,5,2,13,10,1,1.12983,1
1,101,5,2,13,11,2,1.16554,1
1,101,5,2,13,12,1,0.837407,1
1,101,5,2,13,13,1,1.06318,1
1,101,5,3,11,1,0,1.31866,1
1,101,5,3,11,2,1,5.09657,1
1,101,5,3,11,3,2,0.820383,1
1,101,5,3,11,4,2,0.778289,1
1,101,5,3,11,5,1,0.753417,1
1,101,5,3,11,6,2,0.762174,1
1,101,5,3,11,7,1,0.641897,1
1,101,5,3,11,8,2,0.878429,1
1,101,5,3,11,9,1,0.689623,1
1,101,5,3,11,10,1,0.732013,1
1,101,5,3,11,11,2,0.724854,1
1,101,5,4,13,1,0,0.685529,0
1,101,5,4,13,2,1,0.584234,0
1,101,5,4,13,3,1,0.839135,0
1,101,5,4,13,4,2,0.76351,0
1,101,5,4,13,5,2,0.883457,0
1,101,5,4,13,6,1,0.886599,0
1,101,5,4,13,7,2,0.793595,0
1,101,5,4,13,8,1,0.752068,0
1,101,5,4,13,9,1,0.703358,0
1,101,5,4,13,10,1,0.751507,0
1,101,5,4,13,11,2,0.786289,0
1,101,5,4,13,12,2,0.666202,0
1,101,5,4,13,13,2,0.977968,0
1,101,5,5,11,1,0,1.83881,1
1,101,5,5,11,2,1,1.5473,1
1,101,5,5,11,3,1,2.75255,1
1,101,5,5,11,4,2,1.33792,1
1,101,5,5,11,5,2,1.21093,1
1,101,5,5,11,6,2,1.58533,1
1,101,5,5,11,7,2,2.63246,1
1,101,5,5,11,8,1,2.29436,1
1,101,5,5,11,9,1,1.08888,1
1,101,5,5,11,10,1,1.57959,1
1,101,5,5,11,11,2,1.6931,1
1,101,5,6,9,1,0,1.00999,1
1,101,5,6,9,2,2,1.42396,1
1,101,5,6,9,3,2,1.19712,1
1,101,5,6,9,4,1,1.17166,1
1,101,5,6,9,5,2,1.8196,1
1,101,5,6,9,6,1,1.20956,1
1,101,5,6,9,7,1,2.04788,1
1,101,5,6,9,8,2,2.77253,1
1,101,5,6,9,9,1,1.83615,1
1,101,5,7,11,1,0,1.92641,1
1,101,5,7,11,2,1,1.24802,1
1,101,5,7,11,3,1,1.06031,1
1,101,5,7,11,4,1,1.10447,1
1,101,5,7,11,5,2,1.83513,1
1,101,5,7,11,6,2,1.17661,1
1,101,5,7,11,7,2,1.35966,1
1,101,5,7,11,8,1,0.958713,1
1,101,5,7,11,9,2,1.10354,1
1,101,5,7,11,10,2,1.2355,1
1,101,5,7,11,11,1,1.40076,1
1,101,5,8,9,1,0,0.970244,1
1,101,5,8,9,2,2,1.2423,1
1,101,5,8,9,3,1,1.43865,1
1,101,5,8,9,4,1,1.19594,1
1,101,5,8,9,5,2,1.58673,1
1,101,5,8,9,6,2,1.35374,1
1,101,5,8,9,7,1,2.12276,1
1,101,5,8,9,8,1,1.13227,1
1,101,5,8,9,9,2,1.17295,1
1,101,5,9,13,1,0,1.05418,1
1,101,5,9,13,2,2,0.858665,1
1,101,5,9,13,3,2,0.846421,1
1,101,5,9,13,4,1,0.88267,1
1,101,5,9,13,5,2,0.901982,1
1,101,5,9,13,6,2,0.936586,1
1,101,5,9,13,7,2,2.10565,1
1,101,5,9,13,8,1,0.860097,1
1,101,5,9,13,9,1,0.927584,1
1,101,5,9,13,10,1,1.04091,1
1,101,5,9,13,11,2,2.44559,1
1,101,5,9,13,12,1,1.69825,1
1,101,5,9,13,13,1,1.09329,1
1,101,6,1,13,1,0,0.879724,1
1,101,6,1,13,2,1,0.770829,1
1,101,6,1,13,3,2,1.01889,1
1,101,6,1,13,4,2,1.23998,1
1,101,6,1,13,5,1,1.19693,1
1,101,6,1,13,6,2,0.867594,1
1,101,6,1,13,7,1,1.11146,1
1,101,6,1,13,8,1,2.09729,1
1,101,6,1,13,9,1,0.835761,1
1,101,6,1,13,10,1,0.873209,1
1,101,6,1,13,11,2,1.03639,1
1,101,6,1,13,12,2,1.68942,1
1,101,6,1,13,13,2,1.11028,1
1,101,6,2,13,1,0,1.76308,1
1,101,6,2,13,2,2,0.86725,1
1,101,6,2,13,3,2,0.726966,1
1,101,6,2,13,4,2,0.828568,1
1,101,6,2,13,5,1,1.02612,1
1,101,6,2,13,6,1,1.26339,1
1,101,6,2,13,7,1,0.834725,1
1,101,6,2,13,8,1,0.840242,1
1,101,6,2,13,9,2,1.06847,1
1,101,6,2,13,10,2,1.04809,1
1,101,6,2,13,11,2,1.95697,1
1,101,6,2,13,12,1,0.886785,1
1,101,6,2,13,13,1,1.00203,1
1,101,6,3,11,1,0,0.782796,1
1,101,6,3,11,2,1,0.630118,1
1,101,6,3,11,3,1,0.915282,1
1,101,6,3,11,4,1,0.788882,1
1,101,6,3,11,5,2,0.876006,1
1,101,6,3,11,6,1,1.80723,1
1,101,6,3,11,7,2,0.781297,1
1,101,6,3,11,8,2,0.980271,1
1,101,6,3,11,9,1,1.68376,1
1,101,6,3,11,10,2,1.0413,1
1,101,6,3,11,11,2,1.23985,1
1,101,6,4,11,1,0,2.00712,1
1,101,6,4,11,2,2,0.748935,1
1,101,6,4,11,3,2,0.869678,1
1,101,6,4,11,4,1,1.22565,1
1,101,6,4,11,5,1,0.895032,1
1,101,6,4,11,6,1,1.79311,1
1,101,6,4,11,7,2,1.26425,1
1,101,6,4,11,8,2,2.93222,1
1,101,6,4,11,9,2,0.997628,1
1,101,6,4,11,10,1,0.901134,1
1,101,6,4,11,11,1,0.806341,1
1,101,6,5,13,1,0,1.47071,1
1,101,6,5,13,2,2,0.874257,1
1,101,6,5,13,3,1,0.877971,1
1,101,6,5,13,4,1,0.865096,1
1,101,6,5,13,5,2,2.86861,1
1,101,6,5,13,6,1,0.729356,1
1,101,6,5,13,7,2,0.82959,1
1,101,6,5,13,8,1,0.754788,1
1,101,6,5,13,9,1,0.811191,1
1,101,6,5,13,10,2,0.817141,1
1,101,6,5,13,11,2,0.88005,1
1,101,6,5,13,12,2,0.797092,1
1,101,6,5,13,13,1,0.947366,1
1,101,6,6,9,1,0,1.25127,1
1,101,6,6,9,2,2,0.71195,1
1,101,6,6,9,3,1,3.3456,1
1,101,6,6,9,4,2,1.01087,1
1,101,6,6,9,5,1,0.912546,1
1,101,6,6,9,6,1,0.786691,1
1,101,6,6,9,7,2,1.01731,1
1,101,6,6,9,8,2,0.91271,1
1,101,6,6,9,9,1,1.10678,1
1,101,6,7,11,1,0,0.692775,1
1,101,6,7,11,2,2,0.639322,1
1,101,6,7,11,3,2,0.651811,1
1,101,6,7,11,4,2,1.06396,1
1,101,6,7,11,5,1,0.8844,1
1,101,6,7,11,6,1,0.775372,1
1,101,6,7,11,7,1,0.830532,1
1,101,6,7,11,8,1,0.72347,1
1,101,6,7,11,9,2,0.860544,1
1,101,6,7,11,10,1,0.720407,1
1,101,6,7,11,11,2,0.771343,1
1,101,6,8,9,1,0,0.673455,1
1,101,6,8,9,2,2,0.551385,1
1,101,6,8,9,3,1,0.647399,1
1,101,6,8,9,4,1,0.659899,1
1,101,6,8,9,5,2,0.767748,1
1,101,6,8,9,6,2,0.695376,1
1,101,6,8,9,7,1,0.609718,1
1,101,6,8,9,8,1,0.655658,1
1,101,6,8,9,9,2,0.709551,1
1,101,6,9,9,1,0,0.58222,1
1,101,6,9,9,2,1,0.485382,1
1,101,6,9,9,3,2,0.776599,1
1,101,6,9,9,4,1,1.85553,1
1,101,6,9,9,5,2,0.700633,1
1,101,6,9,9,6,1,0.90257,1
1,101,6,9,9,7,2,0.873477,1
1,101,6,9,9,8,1,0.684312,1
1,101,6,9,9,9,2,0.801182,1
1,101,7,1,9,1,0,0.737592,1
1,101,7,1,9,2,1,0.761699,1
1,101,7,1,9,3,1,0.833774,1
1,101,7,1,9,4,2,1.49513,1
1,101,7,1,9,5,1,1.04163,1
1,101,7,1,9,6,2,1.358,1
1,101,7,1,9,7,2,1.06992,1
1,101,7,1,9,8,2,1.77014,1
1,101,7,1,9,9,1,0.761895,1
1,101,7,2,13,1,0,0.98543,0
1,101,7,2,13,2,1,0.664369,0
1,101,7,2,13,3,1,0.724123,0
1,101,7,2,13,4,1,1.85346,0
1,101,7,2,13,5,2,0.857975,0
1,101,7,2,13,6,1,2.92579,0
1,101,7,2,13,7,1,0.831771,0
1,101,7,2,13,8,2,0.948812,0
1,101,7,2,13,9,2,1.19919,0
1,101,7,2,13,10,2,0.944032,0
1,101,7,2,13,11,2,3.40879,0
1,101,7,2,13,12,1,1.03933,0
1,101,7,2,13,13,2,1.41953,0
1,101,7,3,9,1,0,1.20201,1
1,101,7,3,9,2,2,0.856351,1
1,101,7,3,9,3,2,0.796029,1
1,101,7,3,9,4,1,0.931019,1
1,101,7,3,9,5,2,0.979851,1
1,101,7,3,9,6,1,0.787342,1
1,101,7,3,9,7,1,0.826337,1
1,101,7,3,9,8,1,0.761591,1
1,101,7,3,9,9,2,1.15343,1
1,101,7,4,13,1,0,0.875362,0
1,101,7,4,13,2,1,0.846575,0
1,101,7,4,13,3,2,0.994933,0
1,101,7,4,13,4,1,0.705379,0
1,101,7,4,13,5,2,0.763756,0
1,101,7,4,13,6,1,0.803471,0
1,101,7,4,13,7,1,0.826058,0
1,101,7,4,13,8,2,1.00737,0
1,101,7,4,13,9,1,0.797009,0
1,101,7,4,13,10,2,0.835995,0
1,101,7,4,13,11,2,0.728658,0
1,101,7,4,13,12,2,0.721804,0
1,101,7,4,13,13,1,1.83536,0
1,101,7,5,11,1,0,0.736184,1
1,101,7,5,11,2,2,0.80939,1
1,101,7,5,11,3,1,0.831018,1
1,101,7,5,11,4,1,0.860809,1
1,101,7,5,11,5,2,0.999838,1
1,101,7,5,11,6,1,1.19006,1
1,101,7,5,11,7,2,0.893564,1
1,101,7,5,11,8,2,0.879446,1
1,101,7,5,11,9,2,1.34654,1
1,101,7,5,11,10,1,1.25121,1
1,101,7,5,11,11,1,1.00003,1
1,101,7,6,11,1,0,0.695693,1
1,101,7,6,11,2,1,0.866118,1
1,101,7,6,11,3,2,0.80568,1
1,101,7,6,11,4,1,0.811759,1
1,101,7,6,11,5,2,0.993559,1
1,101,7,6,11,6,1,1.07228,1
1,101,7,6,11,7,2,1.53139,1
1,101,7,6,11,8,2,0.852729,1
1,101,7,6,11,9,1,0.808946,1
1,101,7,6,11,10,1,0.846892,1
1,101,7,6,11,11,2,1.41161,1
1,101,7,7,11,1,0,0.714337,1
1,101,7,7,11,2,1,0.740132,1
1,101,7,7,11,3,2,0.732684,1
1,101,7,7,11,4,2,0.806021,1
