111 0 1   7 15    14   2   8   4   11   20   7 14  0  374  174  0  1  
112 20 5   3 22    15   18   13   15   4   5   15 11  0  1722  222  1  3  
113 16 0   17 11    0   8   9   19   1   6   11 14  0  332  289  0  1  
114 23 5   3 30    11   14   7   5   9   10   6 7  0  1722  222  1  3  
115 21 5   6 10    11   0   20   1   10   17   18 2  0  1684  184  1  3  
116 23 1   18 23    16   3   11   7   2   0   31 20  0  374  174  1  3  
117 3 3   31 9    18   2   4   11   1   6   31 2  0  661  161  1  3  
118 9 4   21 1    1   3   11   14   8   1   1 8  0  947  147  1  3  
119 18 6   9 12    19   5   2   18   5   20   1 14  0  3162  162  1  2  
120 11 5   15 22    8   4   10   12   14   2   22 2  0  1693  193  1  3  
121 16 2   14 3    8   20   15   20   6   4   3 15  0  461  161  1  3  
122 8 3   9 10    16   13   5   5   20   17   10 20  0  651  151  1  3  
123 5 1   2 7    10   8   16   19   18   12   2 16  0  400  200  1  2  
124 9 3   9 33    16   12   9   12   6   7   33 6  0  646  146  1  3  
125 14 2   3 18    6   1   11   17   11   12   3 5  0  437  137  1  3  
126 6 0   34 15    4   2   3   4   8   13   15 4  0  312  269  0  1  
127 13 3   18 14    14   15   20   12   20   16   18 10  0  641  141  1  3  
128 19 5   24 29    12   0   4   7   14   0   14 20  0  1668  168  1  3  
129 11 4   34 11    14   10   1   19   2   6   11 6  0  970  170  1  3  
130 17 2   1 22    12   3   10   15   9   5   22 7  0  468  168  1  3  
131 22 2   35 5    12   13   11   3   6   10   6 11  0  440  140  1  3  
132 7 4   6 3    7   19   12   9   5   16   3 9  0  949  149  1  3  
133 22 1   16 35    11   4   17   14   0   19   14 12  0  354  154  1  3  
134 6 3   14 2    11   8   0   13   2   11   2 13  0  661  161  1  3  
135 18 5   23 32    18   16   4   6   13   7   2 2  0  1665  165  1  2  
136 5 5   18 21    12   5   6   15   18   12   18 6  0  1676  176  1  3  
137 20 0   26 34    13   2   20   20   4   12   21 15  0  426  383  1  3  
138 17 1   13 18    20   5   18   12   11   5   18 7  0  376  176  1  3  
139 7 0   20 33    11   10   17   2   9   0   33 2  0  274  231  0  1  
140 17 3   25 5    6   14   18   16   9   3   5 17  0  675  175  1  3  
141 3 6   15 30    10   17   2   16   10   18   15 17  0  3187  187  1  2  
142 23 0   11 3    0   5   12   9   11   12   24 2  0  306  263  1  3  
143 1 0   24 4    8   18   2   2   19   18   24 8  0  341  298  0  1  
144 12 1   22 3    5   12   20   6   0   16   22 1  0  397  197  1  3  
145 10 4   1 5    13   2   1   11   10   15   5 15  0  985  185  1  3  
146 18 3   13 30    7   2   20   3   9   1   5 10  0  661  161  1  2  
147 21 0   0 14    0   15   13   8   12   11   10 5  0  315  272  1  3  
148 22 5   10 32    12   10   5   17   1   14   21 7  0  1671  171  1  3  
149 11 0   21 14    0   17   16   4   7   9   14 9  0  265  222  0  1  
150 13 4   18 4    2   10   4   17   10   4   18 0  0  976  176  1  2  
151 6 2   14 23    20   0   14   11   17   1   23 11  0  531  231  1  3  
152 15 3   17 4    2   15   3   3   17   0   4 1  0  678  178  1  3  
153 8 2   32 34    3   2   18   8   18   6   34 18  0  461  161  1  3  
154 13 0   25 15    5   12   18   18   15   11   25 19  0  354  311  1  3  
155 3 0   4 32    5   14   20   2   0   1   4 14  0  366  323  0  3  
156 12 4   17 11    11   17   16   1   5   13   17 3 1  0  0  0  0  
157 22 3   6 29    12   1   8   1   3   15   13 7  0  677  177  1  3  
158 0 5   13 3    5   16   20   5   0   18   13 5  0  1708  208  0  2  
159 12 2   31 1    20   1   11   2   14   5   31 17  0  482  182  1  3  
160 5 2   13 0    13   5   0   8   16   4   13 0  0  529  229  1  2  
161 3 1   30 20    7   9   6   16   3   19   30 9  0  472  272  1  3  
162 2 1   19 0    16   12   9   16   19   5   19 12  0  486  286  1  2  
163 4 0   5 26    19   8   4   18   1   20   5 4  0  318  275  0  1  
164 12 5   35 22    9   18   11   6   4   13   35 15  0  1710  210  1  3  
165 4 2   32 10    12   15   6   3   7   18   32 6  0  456  156  1  3  
166 1 5   1 13    12   20   10   15   20   11   1 12  0  1688  188  1  3  
167 10 5   9 2    3   10   11   15   5   11   2 11  0  1702  202  1  3  
0 16 2   0 28    13   0   6   17   3   8   28 4  0  499  199  1  3  
1 0 2   2 31    3   20   12   13   17   10   2 3  0  516  216  1  2  
2 18 4   13 28    3   9   20   10   2   12   31 17  0  973  173  1  2  
3 16 6   10 23    8   11   0   6   1   13   23 12  0  3233  233  1  3  
4 9 1   29 24    1   19   3   20   12   18   24 12  0  428  228  1  3  
5 7 2   9 23    19   8   4   2   14   6   23 2  0  501  201  1  3  
6 1 5   29 18    19   9   20   20   7   9   29 19  0  1682  182  1  2  
7 10 2   10 3    2   10   3   14   4   20   3 20  0  477  177  1  3  
8 4 4   32 20    20   12   15   15   7   17   32 15  0  984  184  1  3  
9 15 0   7 31    5   4   20   2   14   10   31 9  0  319  276  1  3  
10 21 1   23 22    6   13   14   4   14   13   27 0  0  413  213  1  3  
11 3 6   27 30    8   2   7   4   15   11   27 2  0  3220  220  1  2  
12 7 4   21 0    15   7   5   19   14   4   0 19  0  1002  202  1  3  
13 0 5   10 7    12   11   7   17   6   16   10 12  0  1696  196  1  3  
14 19 4   16 19    4   13   19   5   4   6   7 17  0  987  187  1  3  
15 5 0   25 34    12   19   3   14   6   9   25 3  0  276  233  0  1  
16 5 5   30 19    7   11   16   12   16   17   30 16  0  1695  195  1  3  
17 6 5   2 21    0   19   6   2   19   1   21 2  0  1698  198  1  3  
18 1 1   28 29    20   5   11   2   10   19   28 20  0  427  227  1  3  
19 20 1   30 12    12   1   14   20   4   8   29 2  0  370  170  1  2  
20 22 1   25 10    10   17   8   3   7   15   13 17  0  375  175  1  3  
21 8 3   13 6    11   13   1   1   17   19   6 17  0  677  177  1  3  
22 21 3   31 0    6   4   3   18   20   14   25 10  0  651  151  1  3  
23 2 3   25 12    7   15   4   15   20   4   25 15  0  668  168  1  3  
24 17 6   27 3    14   18   0   15   13   16   3 4  0  3189  189  1  3  
25 5 6   28 30    12   0   1   8   10   17   28 1  0  3208  208  1  2  
26 15 4   10 21    17   11   19   12   20   1   21 2  0  972  172  1  3  
27 2 1   16 17    9   18   15   18   20   19   16 18  0  484  284  1  3  
28 10 5   14 35    9   13   6   11   16   0   35 0  0  1694  194  1  3  
29 5 3   12 4    5   9   3   16   10   13   12 3  0  657  157  1  3  
30 15 2   35 0    5   4   12   16   9   14   0 0  0  465  165  1  3  
31 4 2   16 5    5   15   20   16   8   9   16 20  0  462  162  1  3  
32 22 0   23 35    9   2   4   19   4   14   34 14  0  324  281  0  1  
33 18 5   34 16    1   10   18   5   17   9   35 4  0  1684  184  1  3  
34 13 0   0 30    7   6   13   3   12   5   0 2  0  249  206  1  3  
35 19 2   19 5    16   18   11   7   15   5   30 12  0  526  226  1  2  
36 15 6   21 29    17   6   14   16   13   5   29 8  0  3193  193  1  2  
37 10 1   10 4    15   0   4   17   0   9   4 9  0  416  216  1  3  
38 21 2   6 12    3   17   9   14   1   8   10 15  0  469  169  1  3  
39 9 3   10 3    15   8   4   19   4   11   3 4  0  647  147  1  3  
40 0 4   14 25    7   13   16   17   14   18   14 7  0  1017  217  0  1  
41 3 4   26 24    19   16   6   12   19   3   26 16  0  975  175  1  3  
42 16 5   20 19    8   18   7   9   10   4   19 18  0  1694  194  1  3  
43 0 6   25 8    2   20   3   3   9   13   25 2  0  3168  168  1  3  
44 20 0   14 10    14   2   7   1   11   14   8 3  0  341  298  0  1  
45 15 3   0 29    14   15   5   10   17   20   29 5  0  668  168  1  3  
46 14 3   34 7    5   7   18   14   10   3   34 9  0  701  201  1  1  
47 7 5   29 0    4   14   7   4   10   13   0 4  0  1697  197  1  3  
48 8 4   30 23    4   6   3   15   9   7   23 9  0  1023  223  1  3  
49 8 1   14 15    18   16   8   19   18   1   15 18  0  404  204  1  3  
50 21 0   5 17    0   20   7   18   7   10   3 20  0  288  245  0  1  
51 1 3   3 18    8   14   13   16   17   15   3 8  0  655  155  1  3  
52 7 1   15 0    17   4   11   18   19   16   0 18  0  377  177  1  2  
53 22 3   14 22    7   9   20   3   14   19   6 18  0  665  165  1  3  
54 0 0   6 13    13   17   19   2   7   15   6 13  0  355  312  1  1  
55 1 2   10 2    7   17   3   19   14   0   10 7  0  468  168  0  1  
56 18 1   33 0    6   0   8   9   8   11   2 14  0  456  256  1  3  
57 4 5   11 3    17   8   6   8   17   20   11 6  0  1713  213  1  3  
58 13 6   21 12    12   20   7   6   8   0   21 17  0  3177  177  1  1  
59 18 2   30 17    11   7   4   5   13   12   12 6  0  472  172  1  3  
60 13 2   27 3    19   13   18   14   6   1   27 11  0  496  196  1  3  
61 11 0   34 23    14   8   7   11   4   6   23 6  0  359  316  1  1  
62 11 4   9 32    1   17   13   20   16   12   32 12  0  1000  200  1  3  
63 23 6   29 24    10   3   0   9   8   3   32 20  0  3182  182  1  3  
64 23 3   32 0    7   5   16   1   4   17   10 7  0  665  165  1  3  
65 22 6   10 24    12   16   20   3   4   5   3 14  0  3165  165  1  3  
66 4 1   3 22    2   18   20   7   20   17   3 20  0  378  178  0  1  
67 19 3   20 26    20   0   3   17   3   18   22 7  0  662  162  1  2  
68 6 3   0 32    13   14   20   14   4   7   32 14  0  663  163  1  3  
69 18 0   18 7    9   1   12   18   1   11   32 4  0  349  306  1  3  
70 3 5   31 11    15   12   20   17   3   4   31 12  0  1718  218  1  3  
71 12 2   28 8    0   4   12   3   8   12   28 5  0  537  237  1  3  
72 17 3   9 15    20   1   14   3   9   8   15 16  0  655  155  1  3  
73 14 6   29 16    14   10   0   14   17   8   29 9  0  3169  169  1  3  
74 21 5   34 30    13   19   0   16   14   3   10 12  0  1688  188  1  3  
75 4 3   10 22    2   7   9   4   18   10   10 9  0  664  164  1  3  
76 18 3   16 31    3   2   19   5   11   1   22 18  0  713  213  1  3  
77 2 4   26 30    2   9   4   3   11   18   26 9  0  983  183  1  3  
78 1 4   7 23    13   4   12   1   3   14   7 13  0  988  188  1  3  
79 21 6   11 25    11   12   0   6   10   11   9 20  0  3186  186  1  3  
80 11 3   9 22    14   8   10   5   14   18   22 18  0  676  176  1  3  
81 13 5   18 29    6   5   4   14   15   13   18 16  0  1706  206  1  3  
82 19 1   31 33    8   20   18   19   5   0   29 15  0  413  213  1  3  
83 9 5   11 2    9   16   14   15   17   20   2 17  0  1718  218  1  3  
84 3 3   29 16    19   14   4   16   20   1   29 14  0  692  192  1  3  
85 9 6   24 12    7   2   9   15   2   11   12 2  0  3162  162  1  3  
86 12 0   25 15    3   10   12   1   5   19   25 11  0  351  308  1  3  
87 18 6   30 12    6   7   2   8   9   10   15 5  0  3204  204  1  3  
88 11 1   9 21    13   5   15   11   4   18   21 18  0  407  207  1  3  
89 6 0   26 3    15   12   19   17   9   12   3 17  0  303  260  0  1  
90 13 1   31 2    16   10   20   5   8   17   31 0  0  409  209  1  3  
91 6 4   24 7    9   8   11   16   14   4   7 16  0  995  195  1  3  
92 20 2   16 17    18   16   20   0   6   4   7 14  0  478  178  1  3  
93 7 3   30 0    11   5   14   12   16   3   0 12  0  686  186  1  3  
94 12 3   11 33    1   18   10   10   11   16   11 11  0  680  180  1  3  
95 17 5   34 22    8   11   10   1   0   16   22 12  0  1687  187  1  3  
96 20 4   32 21    0   16   19   9   20   0   22 0  0  995  195  1  2  
97 7 0   30 34    1   13   17   16   8   3   34 16  0  283  240  0  1  
98 16 4   28 18    1   5   11   6   5   14   18 7  0  973  173  1  3  
99 14 1   11 17    4   3   18   5   19   0   11 0  0  414  214  1  3  
100 3 2   27 8    2   11   12   20   6   9   27 11  0  482  182  0  1  
101 19 5   13 4    10   12   16   5   2   8   8 20  0  1686  186  1  2  
102 16 3   8 31    8   4   14   7   17   4   31 14  0  670  170  1  3  
103 0 3   17 33    18   0   5   16   17   2   17 18  0  747  247  1  1  
104 10 6   29 25    5   12   4   17   11   5   25 5  0  3191  191  1  3  
105 5 2   30 27    2   0   5   14   17   18   30 5  0  469  169  1  2  
106 20 3   20 32    7   6   15   9   6   20   27 14  0  703  203  1  2  
107 20 6   35 27    1   18   17   18   3   11   32 6  0  3189  189  1  2  
108 2 6   8 33    13   14   18   2   6   0   8 14  0  3205  205  1  2  
109 21 4   9 21    17   10   5   12   18   4   7 14  0  989  189  1  3  
110 2 0   7 30    17   0   16   20   17   11   7 0  0  337  294  0  1  
111 11 2   29 8    8   9   7   0   6   18   8 18  0  475  175  1  3  
112 1 6   4 12    16   20   11   10   7   15   4 16  0  3184  184  0  1  
113 17 1   30 11    0   9   16   10   20   18   11 12  0  486  286  1  3  
114 9 4   9 3    12   11   6   19   20   11   3 20  0  1047  247  1  3  
115 22 2   35 15    11   17   2   0   7   3   2 5  0  468  168  1  3  
116 3 1   2 5    14   20   13   16   4   0   2 20  0  453  253  1  1  
117 23 2   25 30    18   14   19   9   3   15   35 11  0  457  157  1  3  
118 14 2   35 3    4   0   11   10   12   4   35 20  0  448  148  1  3  
119 6 1   19 29    9   17   20   3   13   4   29 3  0  440  240  1  3  
120 15 5   8 13    18   3   17   1   18   6   13 9  0  1710  210  1  3  
121 5 1   17 19    7   3   20   11   19   4   17 20  0  397  197  1  2  
122 11 5   33 22    17   10   15   20   7   6   22 6  0  1697  197  1  3  
123 9 0   24 17    15   17   18   12   14   8   17 14  0  350  307  1  1  
124 10 3   35 6    15   2   17   1   11   4   6 4  0  681  181  1  3  
125 8 6   15 27    1   12   13   15   0   8   27 0  0  3213  213  1  3  
126 8 5   0 26    8   7   14   13   17   2   26 17  0  1683  183  1  3  
127 12 5   4 28    8   16   9   16   2   13   4 2  0  1699  199  1  3  
128 23 4   30 29    2   6   1   12   0   10   31 16  0  975  175  1  3  
129 6 2   31 10    14   3   19   1   2   9   10 1  0  539  239  1  1  
130 4 6   16 8    12   6   4   20   2   1   16 4  0  3177  177  1  3  
131 22 4   6 15    6   5   4   16   1   14   22 0  0  953  153  1  3  
132 13 4   22 35    4   8   2   9   4   7   22 0  0  971  171  1  2  
133 17 4   33 12    9   4   13   3   0   6   12 15  0  985  185  1  1  
134 10 4   26 17    2   6   13   17   12   3   17 3  0  1011  211  1  3  
135 12 6   22 27    17   12   0   15   11   13   22 16  0  3187  187  1  3  
136 1 0   14 21    18   17   8   2   4   12   14 18  0  313  270  0  1  
137 8 2   10 34    11   8   13   15   14   12   34 14  0  491  191  1  3  
138 16 1   9 13    1   17   13   7   4   13   13 15  0  522  322  1  1  
139 5 4   5 25    2   16   9   18   14   3   5 9  0  986  186  1  3  
140 8 0   33 16    16   6   17   9   12   18   16 12  0  293  250  1  3  
141 4 0   17 24    13   14   10   14   3   1   17 10  0  306  263  1  3  
142 0 1   30 11    0   7   15   15   16   1   30 0  0  485  285  1  3  
143 15 1   2 13    10   6   3   5   6   1   13 4  0  378  178  1  3  
144 3 0   14 16    16   7   0   18   12   0   14 7  0  370  327  0  1  
145 11 6   0 5    16   15   3   9   7   10   5 10  0  3170  170  1  3  
146 23 1   7 2    0   3   16   10   20   12   0 16  0  478  278  1  3  
147 16 0   0 31    11   9   0   11   13   7   31 20  0  332  289  1  3  
148 6 6   22 19    8   0   10   16   0   1   19 16  0  3167  167  1  3  
149 14 5   28 8    17   14   13   9   8   12   28 12  0  1679  179  1  2  
150 13 3   10 6    11   10   9   17   19   6   10 5  0  676  176  1  3  
151 19 0   7 13    5   0   9   17   19   6   6 17  0  304  261  1  3  
152 23 0   24 32    3   9   17   5   14   8   25 18  0  281  238  1  3  
153 7 6   25 0    5   3   1   16   3   2   0 16  0  3212  212  1  2  
154 19 6   32 29    0   11   8   16   20   11   0 3  0  3166  166  1  3  
155 22 5   21 26    13   9   5   17   8   20   7 5  0  1700  200  1  3  
156 9 2   7 13    1   5   7   6   8   14   13 8  0  488  188  1  2  
157 14 0   18 19    0   8   3   16   5   0   18 20  0  282  239  1  3  
158 12 1   16 12    11   12   20   1   9   16   16 13  0  384  184  1  3  
159 17 2   26 15    13   18   9   0   6   8   15 5  0  485  185  1  3  
160 20 5   7 20    19   3   2   20   1   14   15 6  0  1705  205  1  3  
161 23 5   14 34    16   14   8   11   16   5   0 0  0  1676  176  1  3  
162 2 5   0 8    9   18   14   15   12   3   0 18  0  1739  239  1  2  
163 14 4   9 10    14   13   0   19   18   4   9 16  0  1035  235  1  3  
164 12 4   34 18    18   5   2   3   18   8   34 6  0  985  185  1  3  
165 17 0   8 35    1   18   16   20   10   5   35 11  0  315  272  1  3  
166 10 0   23 22    9   13   17   2   16   0   22 0  0  301  258  0  1  
167 2 2   31 27    17   18   11   14   11   4   31 18  0  501  201  1  3  
0 4 5   17 27    15   17   2   6   5   15   17 2  0  1718  218  1  3  
1 8 3   19 10    1   4   8   18   19   4   10 19  0  854  354  1  1  
2 19 5   33 11    12   8   10   4   13   12   10 19  0  1666  166  1  3  
3 9 1   3 35    7   14   12   3   9   7   35 9  0  394  194  1  3  
4 1 6   21 33    5   17   11   0   2   8   21 5  0  3186  186  1  2  
5 21 4   30 10    6   0   17   14   19   12   25 5  0  961  161  1  3  
6 4 4   25 8    10   11   12   11   13   0   25 12  0  987  187  1  2  
7 9 5   0 33    16   2   5   7   8   19   33 8  0  1713  213  1  3  
8 10 4   25 28    2   18   13   11   10   3   28 3  0  1015  215  1  3  
9 14 0   11 29    1   9   8   8   16   12   11 17  0  271  228  1  3  
10 1 2   26 27    16   8   5   6   2   9   26 16  0  488  188  1  3  
11 14 4   23 33    15   14   16   6   10   16   23 0  0  987  187  1  3  
12 5 2   15 0    3   14   5   1   16   20   15 5  0  491  191  0  1  
13 7 2   6 31    7   13   4   18   11   2   31 18  0  477  177  1  3  
14 20 5   32 29    9   0   19   1   8   6   31 18  0  1685  185  1  3  
15 5 4   35 9    4   7   18   10   15   0   35 18  0  1008  208  1  3  
16 6 2   6 33    3   6   2   19   7   16   33 19  0  494  194  1  3  
17 8 4   22 31    9   8   16   6   4   16   31 4  0  1025  225  1  2  
18 5 1   32 6    9   10   2   20   16   2   32 2  0  479  279  1  3  
19 0 4   25 17    15   1   17   17   20   0   25 15  0  969  169  0  2  
20 10 6   10 19    6   11   2   8   2   13   19 13  0  3174  174  1  3  
21 4 2   22 26    6   9   2   17   16   11   22 2  0  465  165  1  3  
22 0 5   8 0    20   6   15   1   16   14   8 20  0  1667  167  1  2  
23 15 6   27 14    10   14   13   2   18   0   14 17  0  3175  175  1  3  
24 0 1   35 1    11   4   2   12   5   11   35 11  0  437  237  0  1  
25 6 5   29 30    9   18   13   2   10   14   30 2  0  1682  182  1  3  
26 13 2   12 9    7   11   10   20   6   3   12 5  0  471  171  1  3  
27 13 0   26 6    2   17   13   1   9   3   26 11  0  336  293  1  3  
28 13 5   8 21    16   10   4   3   1   12   8 12  0  1709  209  1  3  
29 14 3   27 7    0   19   1   9   6   18   27 20  0  667  167  1  3  
30 5 0   25 11    13   10   12   15   19   0   25 12  0  319  276  0  1  
31 15 1   2 18    20   19   6   8   16   14   18 18  0  513  313  0  1  
32 12 1   30 15    17   10   9   14   10   8   30 19  0  454  254  1  3  
33 7 1   26 23    11   18   7   1   4   8   23 1  0  407  207  1  3  
34 3 0   1 2    9   5   12   17   0   2   1 5  0  306  263  0  1  
35 18 1   24 26    15   2   16   7   14   16   2 0  0  349  149  1  2  
36 11 0   17 14    18   4   8   11   18   6   14 6  0  330  287  1  3  
37 18 4   16 23    6   17   14   17   16   18   14 11  0  966  166  1  2  
38 22 5   35 19    4   20   6   1   4   0   6 10  0  1698  198  1  3  
