0 3 6   12 29    18   6   1   10   16   12   12 6  0  3171  171  1  3  
1 22 6   33 14    2   18   16   4   15   14   25 0  0  3157  157  1  3  
2 4 0   25 12    7   15   16   6   4   14   25 16  0  396  353  1  3  
3 16 5   33 9    17   6   15   16   20   18   9 15  0  1670  170  1  2  
4 15 2   32 12    8   12   18   14   7   13   12 9  0  895  595  1  2  
5 6 1   5 14    11   1   4   17   15   13   14 17  0  384  184  1  3  
6 13 4   12 18    9   12   13   11   3   13   12 16  0  968  168  1  2  
7 14 2   16 3    19   5   9   19   17   12   16 20  0  639  339  1  2  
8 11 5   7 1    15   10   5   20   18   2   1 2  0  1686  186  1  2  
9 5 0   26 10    1   17   18   2   20   18   26 18  0  369  326  0  2  
10 8 5   19 24    14   4   0   11   1   13   24 1  0  1670  170  1  3  
11 1 6   8 15    7   16   20   17   15   4   8 7  0  3154  154  0  2  
12 10 1   2 22    12   17   18   1   13   10   22 10 1  0  0  0  0  
13 4 3   23 13    14   17   10   12   19   2   23 10  0  778  278  1  2  
14 8 6   30 31    2   0   6   18   19   2   31 19  0  3257  257  1  2  
15 8 1   2 6    20   15   2   2   4   16   6 4  0  797  597  1  1  
16 0 5   32 28    11   19   10   14   10   20   32 11  0  1649  149  1  2  
17 9 0   9 5    12   9   17   16   6   15   5 6  0  379  336  1  2  
18 9 4   7 19    7   16   0   5   18   3   19 18  0  988  188  1  2  
19 16 3   28 17    4   0   12   14   10   0   17 18  0  678  178  1  2  
20 10 3   12 29    15   19   6   11   19   17   29 17  0  717  217  1  2  
21 23 2   2 34    15   5   9   1   19   13   11 9  0  487  187  1  3  
22 5 5   11 12    15   20   0   13   10   6   11 0  0  1690  190  1  3  
23 18 5   18 17    0   14   13   5   3   14   12 10  0  1761  261  1  3  
24 4 4   6 15    16   6   0   15   11   9   6 0  0  1023  223  1  2  
25 20 1   10 27    15   10   20   2   15   7   15 15  0  513  313  1  2  
26 20 0   12 8    5   3   19   15   16   1   27 2  0  273  230  0  1  
27 22 0   15 35    18   19   15   16   18   6   27 2  0  413  370  1  2  
28 5 1   27 13    16   14   10   0   12   5   27 10  0  492  292  1  2  
29 5 2   10 22    8   19   10   15   11   17   10 10  0  464  164  0  2  
30 17 1   14 8    17   14   4   4   15   3   8 11  0  651  451  1  2  
31 7 5   28 12    16   18   7   9   12   4   12 9  0  1684  184  1  3  
32 4 2   3 0    3   11   18   20   9   15   3 18  0  548  248  0  2  
33 19 1   31 28    2   7   18   19   5   6   0 9  0  456  256  0  1  
34 22 2   13 15    14   3   0   3   16   18   29 12  0  495  195  1  2  
35 9 3   29 23    3   1   5   11   7   20   23 7 1  0  0  0  0  
36 0 1   35 21    17   20   3   14   13   8   35 17  0  477  277  0  1  
37 18 4   34 19    12   1   14   14   1   10   21 13  0  1018  218  0  2  
38 22 5   31 4    4   11   3   16   14   2   15 3  0  1679  179  1  3  
39 21 4   15 21    8   3   17   0   3   18   28 19  0  952  152  1  3  
40 12 5   28 8    8   17   9   6   20   12   28 19  0  1675  175  1  2  
41 16 1   1 32    17   18   3   9   11   19   32 1  0  451  251  0  2  
42 6 5   4 21    9   5   20   3   2   6   21 3 1  0  0  0  0  
43 9 1   15 10    13   14   9   0   7   14   10 7  0  491  291  1  2  
44 18 0   25 14    12   5   19   19   7   17   10 7  0  323  280  1  2  
45 18 6   3 34    8   11   1   5   14   17   14 7  0  3188  188  1  2  
46 15 6   29 14    17   4   3   12   20   4   14 15  0  3174  174  0  2  
47 13 0   34 6    18   15   7   2   16   7   34 5  0  343  300  0  1  
48 16 0   14 9    3   14   2   10   8   3   9 6  0  273  230  1  2  
49 21 1   2 30    8   5   2   12   3   2   7 7  0  418  218  0  2  
50 17 0   7 3    4   7   11   13   19   4   3 2  0  359  316  1  2  
51 2 2   27 29    5   6   17   17   11   3   27 6  0  484  184  0  2  
52 16 2   17 18    8   3   6   0   9   12   18 2  0  499  199  0  1  
53 15 1   13 4    7   16   8   2   9   19   4 18  0  389  189  1  2  
