0 1 0   25 7    19   4   20   9   11   1   25 19  0  342  299  1  3  
1 17 6   1 33    10   17   9   8   16   12   33 1  0  3176  176  1  3  
2 23 5   29 21    12   4   15   9   17   3   5 17  0  1670  170  1  3  
3 7 2   5 31    3   15   13   10   2   15   31 10  0  457  157  1  3  
4 15 4   7 14    17   8   0   11   7   18   14 3  0  960  160  1  3  
5 15 3   31 16    14   13   17   19   15   16   16 0  0  668  168  1  3  
6 1 5   27 1    0   14   9   6   9   16   27 0  0  1666  166  1  3  
7 2 5   14 33    15   12   5   8   12   2   14 12  0  1670  170  1  3  
8 18 2   21 31    20   11   14   8   1   11   33 8  0  516  216  0  3  
9 14 0   27 2    10   9   20   19   9   20   27 17  0  456  413  1  3  
10 22 0   12 19    12   9   18   11   9   6   18 12  0  454  411  1  3  
11 13 5   18 21    16   20   4   17   4   20   18 5  0  1664  164  1  3  
12 12 2   13 11    15   19   12   19   18   13   13 14  0  480  180  1  3  
13 14 6   28 23    3   12   18   18   16   13   28 0  0  3183  183  0  3  
14 7 5   32 7    14   17   7   1   14   16   7 1  0  1693  193  1  3  
15 0 2   8 19    18   15   2   13   10   14   8 18  0  500  200  1  3  
16 8 6   24 1    10   15   16   19   6   13   1 6  0  3199  199  1  3  
17 0 1   8 14    3   18   10   13   18   5   8 3  0  425  225  1  3  
18 9 5   32 33    0   5   20   13   18   0   33 18  0  1654  154  1  3  
19 3 6   23 27    13   2   16   10   16   15   23 2  0  3181  181  1  3  
20 16 0   0 31    0   11   18   14   11   20   31 2  0  349  306  0  1  
21 11 6   28 1    18   15   10   16   3   10   1 10  0  3185  185  1  3  
22 23 6   25 6    19   18   1   15   5   13   14 13  0  3159  159  1  3  
23 2 2   14 24    20   10   9   8   13   19   14 10  0  500  200  0  3  
24 17 2   11 28    17   15   2   10   18   16   28 17  0  528  228  1  3  
25 13 6   4 30    2   5   3   1   20   19   4 0  0  3193  193  1  2  
26 20 0   6 7    8   4   20   6   3   18   30 1  0  380  337  1  2  
27 17 5   22 11    2   20   0   19   18   17   11 6  0  1702  202  1  3  
