0 22 4   13 0    14   3   15   2   14   7   29 0  0  963  163  1  3  
1 20 6   29 5    11   4   12   14   16   19   0 14  0  3187  187  1  3  
2 22 5   0 32    9   14   18   7   0   6   2 0  0  1715  215  1  3  
3 18 5   2 21    18   2   16   14   18   11   32 7  0  1683  183  1  3  
4 8 2   34 29    4   11   6   9   12   4   29 12  0  505  205  1  3  
5 2 4   28 17    12   0   4   20   15   4   28 0  0  1008  208  1  3  
6 3 4   5 0    0   7   16   13   19   7   5 7  0  961  161  0  3  
7 0 3   1 30    20   18   12   7   1   20   1 20  0  641  141  1  3  
8 3 5   12 16    2   14   19   17   1   12   12 14  0  1642  142  1  3  
9 9 3   7 34    6   15   3   18   13   6   34 13  0  645  145  1  3  
10 4 3   30 10    9   1   18   17   5   18   30 18  0  663  163  1  3  
11 13 1   16 14    4   14   11   1   2   14   16 17  0  484  284  1  3  
12 23 5   9 28    13   10   0   1   0   17   2 18  0  2282  782  1  3  
13 17 3   2 33    3   20   6   19   13   0   33 16  0  661  161  1  3  
14 22 1   14 29    18   20   7   11   17   8   10 15  0  393  193  1  3  
15 16 6   10 0    4   5   20   12   16   18   0 14  0  3166  166  1  3  
16 10 6   15 28    13   1   18   19   15   14   28 14  0  3161  161  1  3  
17 2 5   19 35    4   0   18   17   20   8   19 0  0  1669  169  1  2  
18 5 2   9 25    15   13   2   15   1   2   9 2  0  456  156  1  3  
19 3 2   27 16    1   12   3   16   8   5   27 12  0  492  192  0  1  
20 10 3   22 26    14   3   7   12   0   6   26 6  0  648  148  1  3  
21 3 1   14 30    1   14   18   4   20   9   14 14  0  457  257  1  3  
22 9 1   3 29    4   20   14   4   11   5   29 11  0  358  158  1  3  
23 19 4   9 33    5   10   20   12   14   3   29 11  0  970  170  1  3  
24 6 2   14 20    5   8   13   20   16   15   20 20  0  440  140  1  3  
25 23 6   29 24    2   14   11   9   3   4   6 0  0  3190  190  1  3  
26 10 5   6 31    0   2   4   4   16   14   31 14 1  0  0  0  0  
27 7 1   34 1    15   2   3   18   6   17   1 18  0  423  223  1  3  
28 14 1   30 6    17   4   18   5   16   11   30 20  0  499  299  1  3  
29 15 0   11 16    6   18   15   3   2   13   16 14  0  407  364  1  3  
30 7 2   6 3    11   9   2   4   6   17   3 4  0  509  209  1  1  
31 3 6   12 20    16   2   17   5   1   6   12 2  0  3197  197  1  3  
32 13 2   30 17    5   19   4   7   13   6   30 11  0  509  209  1  3  
33 14 4   31 18    12   13   16   10   2   12   31 19  0  993  193  1  3  
34 19 2   25 3    0   10   3   9   11   18   18 2  0  472  172  1  3  
35 13 0   8 16    3   16   18   14   11   6   8 8  0  393  350  0  1  
36 6 6   24 14    14   6   17   7   6   10   14 7  0  3178  178  1  3  
37 16 0   12 13    8   0   13   9   16   1   13 17 1  0  0  0  0  
38 20 0   5 32    19   6   17   17   12   0   13 16  0  415  372  1  3  
39 18 4   15 26    9   17   19   5   15   13   32 12  0  1007  207  1  3  
40 15 3   31 23    16   12   9   0   4   17   23 3  0  660  160  1  3  
41 18 1   24 7    11   8   15   18   8   14   23 0  0  396  196  1  3  
42 4 2   9 22    2   0   16   8   12   18   9 16  0  477  177  0  1  
43 19 1   18 25    14   15   17   18   2   7   22 8  0  457  257  1  3  
44 6 1   10 33    11   14   3   11   20   15   33 11  0  467  267  1  3  
45 17 1   20 14    7   1   12   3   16   13   14 17  0  574  374  1  3  
46 9 0   31 6    8   0   7   19   10   4   6 10  0  404  361  1  3  
47 8 0   19 15    1   11   4   19   9   18   15 9  0  303  260  1  3  
48 14 0   14 20    10   14   16   17   13   11   14 0  0  244  201  0  1  
49 2 0   13 29    8   4   2   13   14   0   13 4  0  216  173  1  3  
50 15 5   20 11    10   18   14   0   13   19   11 4  0  1716  216  1  3  
51 7 6   14 7    13   10   5   9   6   12   7 9 1  0  0  0  0  
52 22 3   17 0    16   17   13   20   13   19   19 1  0  684  184  1  3  
53 21 4   19 5    14   13   0   4   13   10   33 11  0  974  174  0  1  
54 4 6   33 25    17   8   5   13   1   3   33 5  0  3189  189  1  3  
55 19 5   12 30    11   12   2   8   20   14   25 13  0  1697  197  1  3  
56 0 4   24 3    18   9   12   7   4   2   24 18  0  1013  213  1  3  
57 18 0   32 35    5   8   20   17   15   1   3 7  0  395  352  1  3  
58 8 5   20 14    16   0   15   15   14   18   14 14  0  1657  157  1  3  
59 1 6   5 3    12   5   19   13   16   17   5 12  0  3211  211  1  3  
60 0 5   17 13    12   3   5   19   12   8   17 12  0  1681  181  1  3  
61 7 3   32 1    5   1   18   12   4   14   1 12  0  678  178  1  3  
62 1 5   3 12    10   19   16   4   17   0   3 10  0  1651  151  1  3  
63 2 3   20 29    13   9   4   14   12   11   20 9  0  680  180  0  3  
64 21 3   15 13    3   9   1   8   17   20   2 7  0  679  179  1  3  
65 9 6   2 21    6   7   11   0   12   8   21 12  0  3185  185  1  3  
66 1 2   24 32    14   3   8   13   8   10   24 14  0  483  183  1  3  
67 17 4   2 22    15   11   8   8   19   7   22 11  0  1036  236  1  3  
68 4 1   28 6    1   11   15   10   11   14   28 15  0  407  207  1  3  
69 23 1   34 27    12   4   19   15   4   18   26 20  0  389  189  1  3  
70 15 6   26 25    3   11   20   16   15   13   25 4  0  3170  170  1  3  
71 13 3   13 31    3   20   1   9   14   17   13 18  0  689  189  1  3  
72 14 6   24 33    1   15   17   0   12   16   24 5 1  0  0  0  0  
73 13 5   15 0    20   0   9   2   6   5   15 16  0  1708  208  1  3  
74 11 6   24 19    10   5   6   0   5   14   19 14  0  3149  149  1  3  
75 0 1   8 1    11   2   3   14   5   17   8 11  0  464  264  1  3  
76 12 6   35 12    10   3   0   13   0   1   35 12  0  3192  192  1  3  
77 17 6   24 7    15   8   14   16   8   20   7 13  0  3173  173  1  3  
78 12 2   10 11    16   15   7   2   11   8   10 6  0  459  159  1  3  
79 4 0   8 7    3   19   11   11   9   2   8 11  0  340  297  1  3  
80 21 5   23 35    7   17   0   1   10   12   8 3  0  1668  168  1  3  
81 2 2   8 32    3   18   12   0   17   4   8 18  0  459  159  0  1  
82 23 2   2 25    8   20   12   18   5   1   33 0  0  463  163  1  3  
83 21 2   33 14    1   17   5   1   15   20   29 0  0  461  161  1  3  
84 23 0   29 5    13   7   17   13   16   10   11 2  0  365  322  1  3  
85 1 0   11 26    6   5   14   15   14   9   11 6  0  1299  1256  1  3  
86 23 3   27 8    2   10   16   3   2   18   21 0 1  0  0  0  0  
87 13 6   21 22    19   10   7   20   12   6   21 13 1  0  0  0  0  
88 7 4   8 26    9   10   12   0   16   11   26 0  0  1164  364  1  3  
89 6 5   9 1    8   17   4   12   2   16   1 12  0  1685  185  1  3  
90 5 0   18 25    7   13   0   1   7   10   18 0  0  396  353  0  1  
91 5 1   32 15    20   17   5   11   17   8   32 5  0  392  192  1  3  
92 6 0   11 28    6   17   13   13   18   17   28 13  0  391  348  0  1  
93 21 6   6 3    14   7   6   11   20   19   2 8  0  3160  160  1  3  
94 21 0   2 23    19   9   18   2   17   6   28 13  0  380  337  1  3  
95 5 4   28 15    19   8   0   19   20   5   28 0  0  970  170  1  3  
96 16 1   0 23    16   6   20   4   18   15   23 2  0  375  175  1  3  
97 9 5   25 7    5   15   13   14   1   10   7 1 1  0  0  0  0  
98 19 3   14 28    13   10   17   16   18   13   7 14  0  675  175  0  2  
99 12 5   16 31    18   6   7   8   15   12   16 17  0  1764  264  1  3  
100 8 6   26 23    8   12   20   18   13   11   23 13  0  3174  174  1  3  
101 18 6   34 11    12   10   17   14   4   3   23 13  0  3181  181  1  3  
102 0 6   14 7    19   3   1   11   15   9   14 19  0  3171  171  1  3  
