0 18 6   6 23    10   6   11   1   0   9   19 0  0  3199  199  1  2  
1 7 1   29 4    12   11   0   19   18   8   4 19  0  659  459  1  3  
2 8 4   1 30    15   7   10   13   16   15   30 16  0  988  188  1  3  
3 22 5   31 6    0   17   1   3   1   14   25 16  0  1671  171  1  3  
4 4 2   25 5    8   19   20   0   10   13   25 20  0  526  226  1  3  
5 23 6   26 33    10   6   2   15   0   3   19 0  0  3217  217  1  3  
6 13 3   19 3    4   8   12   14   4   12   19 19  0  677  177  0  2  
7 8 3   30 5    10   7   20   5   19   3   5 19  0  685  185  1  3  
8 12 3   4 11    16   2   15   11   10   9   4 19  0  699  199  1  3  
9 19 5   32 24    17   3   10   0   15   17   11 10  0  1708  208  1  3  
10 7 6   20 21    19   11   5   6   7   11   21 6  0  3171  171  1  3  
11 20 3   7 19    7   15   8   15   8   11   21 6  0  857  357  1  3  
12 5 5   34 6    2   4   11   9   1   14   34 11  0  1700  200  1  3  
13 1 6   23 33    1   11   0   12   7   16   23 1  0  3208  208  1  3  
14 23 0   10 7    11   7   3   16   5   17   27 14  0  496  453  0  1  
15 5 2   27 3    0   9   14   15   20   14   27 14  0  478  178  1  2  
16 6 3   6 10    5   7   0   4   14   1   10 4  0  651  151  1  2  
17 10 3   29 23    16   2   9   20   5   15   23 15  0  695  195  1  1  
18 5 6   25 3    7   18   8   12   16   6   25 8  0  3191  191  1  3  
19 6 4   0 24    6   17   1   19   16   0   24 19  0  973  173  1  3  
20 4 6   2 21    2   9   14   9   17   7   2 14  0  3226  226  0  3  
21 0 0   9 29    7   8   9   0   6   3   9 7  0  362  319  1  1  
22 14 3   7 22    13   14   6   17   7   9   7 9  0  694  194  1  3  
23 5 4   24 3    10   11   12   7   9   10   24 12  0  1005  205  1  3  
24 23 4   28 30    4   5   12   10   7   9   20 19  0  963  163  1  3  
25 10 6   20 14    6   16   4   9   2   8   14 8  0  3212  212  1  3  
26 14 2   25 17    12   6   9   13   17   5   25 2  0  552  252  1  3  
27 15 5   14 3    7   5   11   12   17   6   3 15  0  1760  260  1  3  
28 11 3   20 6    5   16   11   2   15   20   6 20  0  820  320  1  3  
29 20 5   7 5    11   5   12   9   16   3   6 2  0  1695  195  0  3  
30 15 4   2 25    7   8   18   14   19   7   25 8  0  1014  214  1  3  
31 2 4   35 18    20   4   17   4   11   2   35 4  0  989  189  1  2  
32 16 0   19 0    3   18   16   0   6   3   0 18  0  373  330  1  3  
33 3 5   3 7    14   4   17   14   10   6   3 4 1  0  0  0  0  
34 7 3   22 11    2   17   3   3   6   8   11 3  0  704  204  1  3  
35 2 2   27 20    5   20   0   6   1   2   27 20  0  492  192  1  3  
36 9 4   29 6    18   3   20   1   19   0   6 19  0  1074  274  1  2  
37 1 1   26 9    14   11   15   2   7   3   26 14  0  499  299  1  3  
38 5 0   6 27    5   16   10   6   15   5   6 10  0  295  252  1  3  
39 0 2   23 11    2   16   3   9   16   8   23 2  0  446  146  0  1  
40 14 6   5 28    13   15   16   7   4   17   5 1  0  3211  211  1  2  
41 10 0   35 6    9   17   18   12   9   11   6 11  0  228  185  0  1  
42 23 3   29 15    7   20   0   18   8   4   25 12  0  651  151  0  3  
