sub dur iti acc rt correct resp ss ptrl
24 990 short 0 824 s d 3 cor
24 990 medium 0 976 d s 3 inc
24 11990 short 1 1401 s s 3 inc
24 11990 medium 1 805 d d 3 cor
24 11990 medium 0 1207 d s 3 cor
24 990 short 0 913 d s 3 inc
24 5990 short 1 1133 s s 3 inc
24 5990 medium 1 1660 d d 3 cor
24 990 long 1 1134 d d 3 cor
24 11990 short 1 824 s s 3 cor
24 11990 long 1 924 d d 3 cor
24 5990 short 1 1579 d d 3 cor
24 5990 long 0 1428 d s 3 cor
24 990 long 1 1071 s s 3 inc
24 11990 short 1 873 d d 3 cor
24 5990 long 1 2328 s s 3 cor
24 990 short 1 692 s s 3 cor
24 11990 medium 0 1391 s d 3 cor
24 11990 short 0 1325 d s 3 inc
24 11990 long 1 2458 s s 3 inc
24 990 long 1 785 d d 3 cor
24 5990 long 1 1295 s s 3 cor
24 5990 medium 1 1395 d d 3 cor
24 990 long 1 1358 s s 3 cor
24 5990 short 1 1894 d d 3 cor
24 990 medium 1 1300 s s 3 cor
24 5990 long 1 1766 d d 3 cor
24 11990 long 1 921 d d 3 cor
24 5990 medium 1 1326 s s 3 cor
24 990 medium 1 929 d d 3 cor
24 5990 medium 1 839 s s 3 cor
24 990 short 1 840 d d 3 cor
24 990 medium 1 951 s s 3 cor
24 11990 long 1 1108 s s 3 cor
24 5990 short 1 889 s s 3 cor
24 11990 medium 1 1124 s s 3 cor
24 5990 short 1 646 s s 3 cor
24 5990 medium 1 931 d d 3 cor
24 990 medium 1 934 s s 3 cor
24 5990 long 1 959 d d 3 cor
24 990 long 1 938 s s 3 cor
24 990 medium 1 861 d d 3 cor
24 11990 short 1 959 d d 3 cor
24 11990 short 1 901 s s 3 cor
24 5990 medium 1 1192 d d 3 cor
24 11990 long 1 1064 d d 3 cor
24 990 long 1 678 d d 3 cor
24 990 short 1 735 d d 3 cor
24 11990 medium 1 1811 d d 3 cor
24 5990 long 1 1566 s s 3 cor
24 11990 medium 1 1111 s s 3 cor
24 990 medium 1 715 d d 3 cor
24 990 long 1 783 s s 3 cor
24 11990 short 1 1087 s s 3 cor
24 990 medium 1 686 s s 3 cor
24 11990 long 1 1497 s s 3 cor
24 11990 long 0 1526 s d 3 cor
24 5990 long 0 1323 s d 3 inc
24 5990 medium 1 830 s s 3 inc
24 5990 short 0 1000 d s 3 cor
24 11990 medium 1 1344 s s 3 inc
24 5990 short 1 755 d d 3 cor
24 990 short 0 922 d s 3 cor
24 11990 medium 1 1317 d d 3 inc
24 990 short 1 921 s s 3 cor
24 11990 long 1 2271 d d 3 cor
24 5990 short 1 923 s s 3 cor
24 990 short 1 834 s s 3 cor
24 5990 long 1 1142 d d 3 cor
24 990 long 1 867 d d 3 cor
24 11990 short 0 939 d s 3 cor
24 5990 medium 1 1273 s s 3 inc
25 990 medium 1 825 d d 3 cor
25 5990 long 1 1527 s s 3 cor
25 11990 short 1 1467 d d 3 cor
25 5990 short 0 1329 d s 3 cor
25 990 long 1 918 d d 3 inc
25 990 short 1 904 s s 3 cor
25 5990 long 1 844 d d 3 cor
25 11990 medium 1 1007 d d 3 cor
25 5990 short 0 1550 s d 3 cor
25 5990 long 1 1460 d d 3 inc
25 11990 medium 1 1455 d d 3 cor
25 11990 long 1 2341 d d 3 cor
25 5990 short 0 837 d s 3 cor
25 990 long 1 1141 s s 3 inc
25 990 medium 1 1008 s s 3 cor
25 990 long 1 1269 d d 3 cor
25 5990 short 1 1407 s s 3 cor
25 5990 medium 1 1526 d d 3 cor
25 990 medium 0 1222 d s 3 cor
25 990 medium 1 1373 s s 3 inc
25 990 short 1 1087 s s 3 cor
25 11990 long 1 1275 s s 3 cor
25 5990 medium 1 1662 d d 3 cor
25 5990 medium 0 1846 s d 3 cor
25 11990 short 1 1390 s s 3 inc
25 990 long 1 1689 s s 3 cor
25 5990 long 0 1380 s d 3 cor
25 11990 long 0 2728 d s 3 inc
25 990 short 0 2334 d s 3 inc
25 11990 short 0 1489 s d 3 inc
25 5990 medium 1 2629 s s 3 inc
25 11990 short 0 1795 d s 3 cor
25 11990 long 1 1143 s s 3 inc
25 11990 medium 0 902 s d 3 cor
25 11990 medium 0 1523 s d 3 inc
25 990 short 1 1972 s s 3 cor
25 990 short 1 728 s s 3 cor
25 11990 long 0 1038 d s 3 cor
25 5990 medium 1 1321 s s 3 inc
25 11990 medium 1 1420 d d 3 cor
25 11990 short 1 1003 d d 3 cor
25 5990 medium 1 1254 s s 3 cor
25 11990 long 1 955 s s 3 cor
25 990 short 1 1003 d d 3 cor
25 990 long 1 876 d d 3 cor
25 990 medium 0 1217 d s 3 cor
25 11990 short 0 1832 s d 3 inc
25 990 long 1 1695 s s 3 inc
25 5990 long 1 1094 s s 3 cor
25 11990 short 1 901 d d 3 cor
25 11990 medium 0 1484 s d 3 cor
25 990 short 0 898 d s 3 inc
25 11990 long 1 1624 s s 3 inc
25 990 long 1 799 s s 3 cor
25 990 long 1 2202 d d 3 cor
25 11990 medium 0 1702 s d 3 cor
25 990 medium 1 867 s s 3 inc
25 5990 short 1 1543 s s 3 cor
25 11990 short 0 999 s d 3 cor
25 5990 long 1 931 d d 3 inc
25 11990 medium 1 1032 d d 3 cor
25 5990 long 1 852 d d 3 cor
25 990 medium 0 1285 d s 3 cor
25 5990 medium 1 845 d d 3 inc
25 5990 short 0 912 s d 3 cor
25 5990 medium 1 1243 d d 3 inc
25 11990 long 1 899 d d 3 cor
25 5990 long 1 2291 s s 3 cor
25 5990 short 1 1156 d d 3 cor
25 990 medium 1 1220 s s 3 cor
25 5990 short 1 1178 d d 3 cor
25 11990 medium 1 967 d d 3 cor
25 990 short 1 882 d d 3 cor
25 990 short 1 970 s s 3 cor
25 5990 long 0 822 s d 3 cor
25 5990 medium 1 870 d d 3 inc
25 5990 medium 0 2062 s d 3 cor
25 11990 short 1 867 d d 3 inc
25 990 medium 1 801 s s 3 cor
25 990 medium 1 986 d d 3 cor
25 11990 medium 1 1197 s s 3 cor
25 5990 short 0 798 d s 3 cor
25 990 long 1 926 d d 3 inc
25 11990 long 1 1363 d d 3 cor
25 5990 medium 1 1372 s s 3 cor
25 11990 long 0 1452 s d 3 cor
25 990 long 1 821 s s 3 inc
25 990 short 1 782 d d 3 cor
25 5990 short 1 859 s s 3 cor
25 990 long 1 755 d d 3 cor
25 5990 short 1 1452 s s 3 cor
25 5990 long 1 1323 s s 3 inc
25 990 medium 1 757 d d 3 cor
25 990 long 1 881 s s 3 cor
25 11990 short 1 923 s s 3 cor
25 5990 long 1 876 d d 3 cor
25 11990 short 0 993 s d 3 cor
25 5990 long 1 746 d d 3 inc
25 5990 short 1 795 d d 3 cor
25 990 medium 1 1558 s s 3 cor
25 5990 medium 1 780 d d 3 cor
25 11990 medium 0 786 s d 3 cor
25 11990 long 0 918 d s 3 inc
25 11990 long 1 955 s s 3 inc
25 11990 short 0 913 d s 3 cor
25 990 short 1 666 s s 3 inc
25 990 medium 1 845 d d 3 cor
25 5990 medium 1 778 d d 3 cor
25 5990 short 0 1315 s d 3 cor
25 11990 medium 1 895 s s 3 inc
25 11990 short 0 1392 d s 3 cor
25 990 short 1 1001 s s 3 inc
25 11990 short 1 901 s s 3 cor
25 990 long 1 827 s s 3 cor
25 5990 medium 1 1628 s s 3 cor
25 11990 long 0 1900 s d 3 cor
25 5990 medium 1 822 d d 3 inc
25 5990 short 1 582 s s 3 cor
25 5990 long 0 884 s d 3 inc
25 990 long 1 773 d d 3 inc
25 11990 medium 1 737 d d 3 cor
25 11990 medium 1 1078 s s 3 cor
25 5990 short 1 1009 d d 3 cor
25 11990 long 1 871 d d 3 cor
25 990 medium 1 1212 s s 3 cor
25 990 long 1 1532 d d 3 cor
25 990 short 1 1235 s s 3 cor
25 5990 short 1 763 d d 3 cor
25 990 medium 1 783 s s 3 cor
25 11990 medium 1 1035 d d 3 cor
25 11990 long 1 1414 d d 3 cor
25 11990 short 1 1034 d d 3 cor
25 990 long 1 758 s s 3 cor
25 5990 long 1 1377 s s 3 cor
25 11990 short 1 1110 s s 3 cor
25 990 short 1 795 d d 3 cor
25 11990 long 1 690 s s 3 cor
25 5990 long 1 909 d d 3 cor
25 990 medium 0 1247 d s 3 cor
25 5990 long 1 810 d d 3 inc
26 5990 short 1 1302 d d 3 cor
26 990 short 0 1623 s d 3 cor
26 5990 medium 1 1207 d d 3 inc
26 11990 short 1 960 d d 3 cor
26 5990 long 1 830 d d 3 cor
26 11990 short 0 876 s d 3 cor
26 11990 short 0 850 s d 3 inc
26 990 long 1 1201 s s 3 inc
26 990 medium 1 1163 d d 3 cor
26 11990 long 1 1188 d d 3 cor
26 990 short 0 1472 d s 3 cor
26 990 long 1 876 d d 3 inc
26 5990 medium 1 807 d d 3 cor
26 11990 long 1 741 d d 3 cor
26 11990 medium 1 1622 s s 3 cor
26 5990 long 1 748 d d 3 cor
26 990 short 0 862 s d 3 cor
26 5990 short 1 1058 d d 3 inc
26 5990 long 1 1409 s s 3 cor
26 990 short 1 936 d d 3 cor
26 11990 medium 1 1255 d d 3 cor
26 11990 medium 0 1268 s d 3 cor
26 990 long 1 1126 s s 3 inc
26 5990 medium 1 1139 s s 3 cor
26 11990 long 0 1561 s d 3 cor
26 11990 short 1 823 d d 3 inc
26 990 long 1 899 d d 3 cor
26 5990 medium 0 2082 s d 3 cor
26 990 medium 1 1595 s s 3 inc
26 11990 medium 1 1248 d d 3 cor
26 5990 long 1 1268 s s 3 cor
26 990 medium 1 1176 d d 3 cor
26 990 medium 1 1143 s s 3 cor
26 5990 short 0 2496 s d 3 cor
26 11990 long 1 1091 s s 3 inc
26 5990 short 0 1729 s d 3 cor
26 5990 long 1 1471 s s 3 cor
26 5990 long 1 1427 d d 3 cor
26 990 long 1 1141 s s 3 cor
26 990 medium 1 1729 d d 3 cor
26 5990 short 0 1076 s d 3 cor
26 990 short 0 2491 s d 3 inc
26 5990 medium 1 1803 s s 3 inc
26 5990 long 1 723 d d 3 cor
26 5990 short 1 711 d d 3 cor
26 990 medium 1 940 s s 3 cor
26 11990 short 0 1340 s d 3 cor
26 11990 short 1 1357 d d 3 inc
26 11990 long 1 1515 s s 3 cor
26 990 long 0 1107 d s 3 cor
26 11990 short 0 1445 s d 3 inc
26 5990 long 1 919 s s 3 inc
26 990 long 1 980 s s 3 cor
26 5990 short 0 1275 s d 3 cor
26 990 long 1 929 d d 3 inc
26 11990 long 1 1081 d d 3 cor
26 11990 medium 1 1264 s s 3 cor
26 11990 short 1 1075 d d 3 cor
26 5990 medium 1 1350 d d 3 cor
26 5990 short 1 877 d d 3 cor
26 11990 long 1 2011 s s 3 cor
26 990 short 1 1276 d d 3 cor
26 11990 medium 0 999 s d 3 cor
26 990 medium 1 1080 d d 3 inc
26 5990 medium 1 1665 s s 3 cor
26 11990 medium 1 992 d d 3 cor
26 11990 long 1 870 d d 3 cor
26 990 short 0 1182 d s 3 cor
26 11990 medium 1 1569 d d 3 inc
26 990 short 1 917 s s 3 cor
26 5990 medium 1 1052 d d 3 cor
26 990 medium 1 1208 s s 3 cor
26 990 long 0 921 d s 3 cor
26 11990 medium 1 1154 s s 3 inc
26 11990 medium 1 1002 d d 3 cor
26 11990 short 1 1096 d d 3 cor
26 11990 long 1 1185 s s 3 cor
26 5990 medium 0 1115 s d 3 cor
26 5990 medium 1 1047 d d 3 inc
26 990 short 1 2308 d d 3 cor
26 990 long 1 1033 d d 3 cor
26 11990 medium 1 792 d d 3 cor
26 5990 short 0 988 s d 3 cor
26 5990 short 1 1451 d d 3 inc
26 11990 long 0 1202 s d 3 cor
26 990 medium 1 1638 s s 3 inc
26 11990 short 1 1553 s s 3 cor
26 5990 long 1 1333 d d 3 cor
26 990 short 1 831 s s 3 cor
26 990 short 1 963 s s 3 cor
26 5990 short 1 1000 s s 3 cor
26 11990 short 1 1253 d d 3 cor
26 11990 long 1 867 d d 3 cor
26 5990 long 1 914 d d 3 cor
26 5990 short 1 989 d d 3 cor
26 5990 long 1 1058 s s 3 cor
26 5990 medium 1 869 s s 3 cor
26 990 medium 1 920 s s 3 cor
26 990 long 1 760 s s 3 cor
26 990 short 0 1372 d s 3 cor
26 990 long 1 743 s s 3 inc
26 990 medium 1 1330 d d 3 cor
26 11990 short 0 1102 s d 3 cor
26 11990 medium 0 904 s d 3 inc
26 990 medium 1 1093 d d 3 inc
26 5990 medium 1 1278 d d 3 cor
26 11990 long 1 1090 d d 3 cor
26 5990 long 0 2393 s d 3 cor
26 990 long 1 951 s s 3 cor
26 11990 long 1 787 d d 3 cor
26 990 short 1 955 s s 3 cor
26 990 medium 1 879 s s 3 cor
26 11990 medium 1 852 d d 3 cor
26 5990 long 1 1676 s s 3 cor
26 11990 medium 0 732 s d 3 cor
26 990 long 1 771 d d 3 inc
26 5990 long 1 671 d d 3 cor
26 990 medium 1 941 d d 3 cor
26 990 medium 1 652 d d 3 cor
26 11990 long 0 783 s d 3 cor
26 990 short 1 758 s s 3 inc
26 5990 short 1 724 s s 3 cor
26 5990 medium 1 817 d d 3 cor
26 11990 short 0 1064 s d 3 cor
26 5990 long 1 1186 s s 3 inc
26 11990 short 1 802 d d 3 cor
26 5990 medium 1 1123 d d 3 cor
26 11990 short 1 796 d d 3 cor
26 990 long 1 723 d d 3 cor
26 11990 short 0 1643 s d 3 cor
26 11990 long 1 2337 s s 3 inc
26 990 long 1 843 s s 3 cor
26 11990 medium 1 1026 d d 3 cor
26 5990 long 1 1184 d d 3 cor
26 11990 medium 1 1282 s s 3 cor
26 5990 short 1 805 d d 3 cor
26 5990 short 1 814 d d 3 cor
26 5990 short 1 743 s s 3 cor
26 990 short 1 1432 d d 3 cor
26 990 short 1 852 d d 3 cor
26 11990 long 1 991 d d 3 cor
26 990 medium 1 1097 s s 3 cor
26 5990 medium 1 1282 s s 3 cor
26 5990 medium 1 689 s s 3 cor
28 11990 medium 1 1657 d d 3 cor
28 990 medium 1 896 d d 3 cor
28 5990 long 1 1725 s s 3 cor
28 990 short 1 1139 d d 3 cor
28 990 long 1 1697 s s 3 cor
28 990 short 1 896 d d 3 cor
28 11990 medium 1 1281 s s 3 cor
28 5990 medium 1 1056 s s 3 cor
28 5990 medium 1 1059 s s 3 cor
28 990 long 1 893 s s 3 cor
28 990 long 1 950 d d 3 cor
28 990 short 1 816 s s 3 cor
28 5990 medium 0 770 d s 3 cor
28 11990 medium 1 875 d d 3 inc
28 990 medium 0 1057 s d 3 cor
28 990 long 1 829 d d 3 inc
28 5990 long 0 997 s d 3 cor
28 11990 short 0 895 d s 3 inc
28 11990 long 1 1411 d d 3 inc
28 11990 short 0 1060 s d 3 cor
28 990 medium 0 1998 d s 3 inc
28 11990 short 0 1142 s d 3 inc
28 990 medium 1 1079 s s 3 inc
28 5990 short 1 805 d d 3 cor
28 5990 short 0 1004 s d 3 cor
28 11990 long 1 923 d d 3 inc
28 11990 short 1 860 d d 3 cor
28 11990 medium 0 935 s d 3 cor
28 5990 long 1 888 d d 3 inc
28 5990 medium 1 790 d d 3 cor
28 11990 long 1 1050 s s 3 inc
28 5990 long 1 937 d d 3 cor
28 5990 short 1 808 d d 3 cor
28 5990 short 0 940 s d 3 cor
28 11990 short 1 1244 s s 3 cor
28 5990 short 1 967 d d 3 cor
28 5990 short 1 1039 d d 3 cor
28 990 long 1 869 d d 3 cor
28 990 short 1 717 d d 3 cor
28 5990 short 0 771 s d 3 cor
28 11990 long 1 1115 s s 3 inc
28 11990 medium 1 1063 d d 3 cor
28 990 medium 1 1168 s s 3 cor
28 990 medium 1 864 d d 3 cor
28 11990 long 0 1181 d s 3 cor
28 5990 long 1 857 d d 3 inc
28 11990 long 0 1988 s d 3 cor
28 11990 medium 1 2673 s s 3 inc
28 11990 medium 0 852 s d 3 cor
28 5990 medium 1 1088 s s 3 inc
28 990 long 1 1234 s s 3 cor
28 11990 short 1 881 d d 3 cor
28 990 short 1 990 d d 3 cor
28 990 short 1 1028 s s 3 cor
28 990 short 1 770 s s 3 cor
28 5990 long 1 877 s s 3 cor
28 5990 medium 1 1305 d d 3 cor
28 5990 long 1 897 d d 3 cor
28 990 long 0 1020 d s 3 cor
28 11990 short 1 1086 d d 3 inc
28 11990 medium 1 839 d d 3 cor
28 990 medium 1 975 s s 3 cor
28 5990 medium 1 1091 d d 3 cor
28 990 long 1 1156 s s 3 cor
28 5990 medium 1 1048 s s 3 cor
28 5990 short 1 929 s s 3 cor
28 11990 short 1 909 s s 3 cor
28 5990 long 0 1298 s d 3 cor
28 990 medium 1 1017 d d 3 inc
28 11990 long 1 922 d d 3 cor
28 5990 medium 0 671 s d 3 cor
28 990 medium 0 682 d s 3 inc
28 5990 medium 0 990 d s 3 inc
28 5990 short 1 1063 d d 3 inc
28 5990 short 0 817 s d 3 cor
28 5990 long 0 707 d s 3 inc
28 11990 short 1 2297 d d 3 inc
28 990 medium 0 1195 s d 3 cor
28 990 long 1 2224 s s 3 inc
28 990 medium 0 1048 s d 3 cor
28 11990 long 0 1854 s d 3 inc
28 11990 long 1 1061 d d 3 inc
28 990 long 1 800 d d 3 cor
28 11990 short 1 1257 s s 3 cor
28 5990 medium 1 805 d d 3 cor
28 990 short 0 1280 d s 3 cor
28 11990 medium 1 1710 s s 3 inc
28 990 medium 1 800 d d 3 cor
28 990 long 0 1677 d s 3 cor
28 11990 long 0 1386 s d 3 inc
28 11990 medium 1 1089 d d 3 inc
28 5990 short 0 944 s d 3 cor
28 5990 long 0 1115 s d 3 inc
28 990 long 1 1152 s s 3 inc
28 11990 medium 0 1241 s d 3 cor
28 990 short 1 1115 s s 3 inc
28 5990 medium 0 984 s d 3 cor
28 11990 long 1 1070 d d 3 inc
28 5990 short 1 904 d d 3 cor
28 990 short 1 854 d d 3 cor
28 990 short 0 1105 s d 3 cor
28 11990 short 0 803 s d 3 inc
28 5990 long 0 852 s d 3 inc
28 11990 medium 1 751 d d 3 inc
28 11990 short 1 747 d d 3 cor
28 5990 long 1 870 d d 3 cor
28 11990 long 0 748 s d 3 cor
28 5990 medium 0 882 d s 3 inc
28 5990 medium 1 596 s s 3 inc
28 990 long 0 947 d s 3 cor
28 11990 short 0 508 d s 3 inc
28 990 short 0 495 d s 3 inc
28 5990 short 0 470 d s 3 inc
28 11990 short 0 735 d s 3 inc
28 11990 short 1 822 s s 3 inc
28 990 medium 1 1134 d d 3 cor
28 990 medium 0 790 d s 3 cor
28 5990 long 1 727 s s 3 inc
28 5990 short 0 575 d s 3 cor
28 11990 medium 0 580 d s 3 inc
28 5990 long 1 425 s s 3 inc
28 5990 short 1 1042 s s 3 cor
28 11990 long 1 1189 s s 3 cor
28 990 short 1 783 s s 3 cor
28 5990 long 0 697 d s 3 cor
28 11990 long 0 436 d s 3 inc
28 11990 medium 1 568 s s 3 inc
28 5990 short 1 620 s s 3 cor
28 11990 long 0 841 d s 3 cor
28 990 long 0 670 d s 3 inc
28 990 long 1 778 s s 3 inc
28 5990 medium 1 1349 d d 3 cor
28 5990 long 1 673 d d 3 cor
28 11990 medium 1 697 s s 3 cor
28 990 short 1 831 s s 3 cor
28 11990 short 0 896 s d 3 cor
28 990 short 0 660 d s 3 inc
28 5990 medium 1 933 s s 3 inc
28 990 medium 1 599 s s 3 cor
28 990 long 1 692 s s 3 cor
28 11990 medium 0 622 d s 3 cor
28 990 medium 1 2093 s s 3 inc
3 5990 long 0 1339 s d 3 cor
3 5990 medium 1 1251 s s 3 inc
3 5990 short 1 1398 s s 3 cor
3 11990 medium 0 1247 d s 3 cor
3 5990 long 1 1528 d d 3 inc
3 990 short 1 1177 d d 3 cor
3 5990 long 1 1387 d d 3 inc
3 990 medium 1 2085 s s 3 cor
3 990 short 1 2549 s s 3 cor
3 990 long 1 1116 s s 3 cor
3 11990 short 1 1363 d d 3 cor
3 990 short 1 1169 s s 3 cor
3 11990 short 1 1456 s s 3 cor
3 990 medium 1 1287 d d 3 cor
3 5990 medium 1 1130 d d 3 cor
3 5990 long 1 1294 s s 3 cor
3 5990 short 1 1781 d d 3 cor
3 11990 long 1 1353 s s 3 cor
3 990 medium 1 1724 d d 3 cor
3 990 long 1 1262 d d 3 cor
3 5990 medium 1 1413 d d 3 cor
3 990 long 1 1175 s s 3 cor
3 11990 short 0 2293 s d 3 cor
3 990 short 1 1033 d d 3 cor
3 11990 medium 1 2695 s s 3 cor
3 5990 medium 1 1138 s s 3 cor
3 5990 short 0 2521 s d 3 cor
3 5990 short 0 984 d s 3 inc
3 11990 medium 1 809 s s 3 inc
3 990 medium 1 880 s s 3 cor
3 11990 long 1 1385 d d 3 cor
3 990 long 1 1203 d d 3 cor
3 11990 medium 1 950 d d 3 cor
3 11990 short 1 924 d d 3 cor
3 11990 medium 1 995 d d 3 cor
3 11990 long 1 909 d d 3 cor
3 11990 short 1 844 d d 3 cor
3 990 long 1 888 d d 3 cor
3 11990 long 0 1937 s d 3 cor
3 5990 medium 1 887 s s 3 inc
3 11990 short 1 1206 s s 3 cor
3 990 short 0 1506 s d 3 cor
3 5990 long 1 902 s s 3 inc
3 990 long 1 1069 s s 3 cor
3 11990 medium 1 802 s s 3 cor
3 990 short 1 991 d d 3 inc
3 990 medium 1 1213 d d 3 cor
3 990 long 1 1047 d d 3 cor
3 5990 medium 1 1591 d d 3 cor
3 5990 short 1 2219 d d 3 cor
3 11990 long 1 1109 s s 3 cor
3 5990 short 0 999 s d 3 cor
3 11990 long 1 1282 d d 3 inc
3 5990 medium 1 983 d d 3 cor
3 990 short 1 1479 d d 3 cor
3 990 medium 1 1442 s s 3 cor
3 11990 medium 1 2406 s s 3 cor
3 11990 short 0 1279 s d 3 cor
3 990 medium 1 1031 s s 3 inc
3 5990 medium 1 930 s s 3 cor
3 5990 long 1 1321 d d 3 cor
3 5990 short 1 1509 d d 3 cor
3 5990 long 0 1217 s d 3 cor
3 11990 short 1 1101 d d 3 inc
3 990 long 0 1485 s d 3 cor
3 990 medium 1 1309 d d 3 inc
3 5990 long 1 1601 d d 3 cor
3 990 short 1 846 s s 3 cor
3 5990 short 0 1169 s d 3 cor
3 990 medium 1 705 s s 3 inc
3 11990 long 1 1823 d d 3 cor
3 11990 short 0 1329 s d 3 cor
3 11990 medium 1 1642 s s 3 inc
3 990 long 1 1038 d d 3 cor
3 5990 medium 1 1367 d d 3 cor
3 990 long 1 995 d d 3 cor
3 990 medium 1 1394 d d 3 cor
3 5990 long 1 1302 s s 3 cor
3 5990 medium 1 1639 s s 3 cor
3 11990 medium 0 879 s d 3 cor
3 11990 medium 1 882 d d 3 inc
3 990 short 1 1221 s s 3 cor
3 990 medium 1 1339 s s 3 cor
3 5990 long 1 1108 d d 3 cor
3 11990 short 1 1096 s s 3 cor
3 11990 short 1 2538 d d 3 cor
3 5990 short 1 777 d d 3 cor
3 5990 long 1 835 d d 3 cor
3 11990 long 0 1814 d s 3 cor
3 990 medium 0 911 d s 3 cor
3 5990 long 1 1033 s s 3 inc
3 11990 medium 1 1077 d d 3 cor
3 990 short 0 1157 d s 3 cor
3 5990 medium 1 928 d d 3 inc
3 990 short 1 968 d d 3 cor
3 11990 long 1 1290 s s 3 cor
3 11990 long 1 957 s s 3 cor
3 5990 short 1 1374 s s 3 cor
3 990 long 1 954 s s 3 cor
3 5990 short 1 1290 d d 3 cor
3 990 long 1 1344 s s 3 cor
3 5990 medium 0 767 s d 3 cor
3 11990 short 1 816 d d 3 inc
3 990 long 1 1129 s s 3 cor
3 990 medium 1 910 s s 3 cor
3 11990 short 1 1162 d d 3 cor
3 5990 medium 1 916 s s 3 cor
3 5990 long 0 1784 s d 3 cor
3 5990 medium 1 1138 d d 3 inc
3 5990 short 1 856 d d 3 cor
3 5990 short 1 1495 s s 3 cor
3 990 long 0 2540 s d 3 cor
3 5990 long 0 809 d s 3 inc
3 11990 medium 1 890 d d 3 inc
3 990 medium 1 1200 d d 3 cor
3 990 short 1 929 d d 3 cor
3 5990 long 1 1466 s s 3 cor
3 5990 medium 0 1347 s d 3 cor
3 11990 short 1 1576 s s 3 inc
3 5990 short 0 1727 s d 3 cor
3 11990 medium 1 3000 s s 3 inc
3 5990 medium 1 1168 d d 3 cor
3 11990 long 1 2121 d d 3 cor
3 11990 long 1 968 d d 3 cor
3 5990 short 1 907 d d 3 cor
3 990 short 0 1007 s d 3 cor
3 11990 short 1 912 s s 3 inc
3 11990 medium 1 1175 d d 3 cor
3 11990 medium 1 1813 s s 3 cor
3 990 long 1 1048 d d 3 cor
3 990 medium 1 959 d d 3 cor
3 11990 short 0 1462 d s 3 cor
3 990 short 1 852 d d 3 inc
3 5990 long 1 878 d d 3 cor
3 11990 long 1 2639 s s 3 cor
3 990 long 1 838 d d 3 cor
3 990 medium 0 917 s d 3 cor
3 11990 long 1 1675 s s 3 inc
30 11990 long 1 1775 d d 3 cor
30 11990 short 1 1561 d d 3 cor
30 990 short 0 2287 d s 3 cor
30 990 long 0 1420 s d 3 inc
30 11990 medium 1 1386 d d 3 inc
30 5990 long 0 1244 s d 3 cor
30 5990 medium 1 1138 d d 3 inc
30 5990 short 1 2446 d d 3 cor
30 5990 medium 1 1044 s s 3 cor
30 990 long 1 1387 d d 3 cor
30 5990 long 1 1445 s s 3 cor
30 5990 long 0 1704 d s 3 cor
30 990 medium 1 1185 s s 3 inc
30 5990 short 1 1064 s s 3 cor
30 11990 medium 1 1261 s s 3 cor
30 5990 medium 0 1892 d s 3 cor
30 11990 medium 0 2307 d s 3 inc
30 990 short 1 1162 d d 3 inc
30 990 medium 1 812 d d 3 cor
30 5990 short 0 850 s d 3 cor
30 11990 long 1 927 d d 3 inc
30 5990 long 1 1077 d d 3 cor
30 11990 medium 0 1055 s d 3 cor
30 11990 short 1 971 s s 3 inc
30 990 medium 0 1251 d s 3 cor
30 990 medium 1 1107 s s 3 inc
30 990 long 1 1499 d d 3 cor
30 11990 long 0 582 s d 3 cor
30 11990 short 0 477 s d 3 inc
30 11990 short 1 930 d d 3 inc
30 990 long 0 2678 s d 3 cor
30 11990 long 1 2241 s s 3 inc
30 5990 medium 1 1168 s s 3 cor
30 5990 short 1 2960 d d 3 cor
30 990 short 1 1156 s s 3 cor
30 990 short 0 1189 s d 3 cor
30 990 medium 1 1056 d d 3 cor
30 11990 short 1 1452 s s 3 cor
30 5990 short 1 1253 s s 3 cor
30 11990 long 1 1652 d d 3 cor
30 11990 short 1 390 d d 3 cor
30 11990 long 1 1348 s s 3 cor
30 990 medium 1 1706 d d 3 cor
30 5990 medium 1 1164 d d 3 cor
30 11990 short 1 1153 s s 3 cor
30 11990 medium 1 1172 s s 3 cor
30 5990 long 1 1059 d d 3 inc
30 11990 medium 1 856 d d 3 cor
30 990 long 1 1112 s s 3 cor
30 990 short 0 1171 d s 3 cor
30 5990 long 1 1708 d d 3 inc
30 5990 short 1 1145 s s 3 cor
30 5990 long 1 1392 s s 3 cor
30 990 long 1 1201 s s 3 cor
30 11990 medium 1 911 s s 3 cor
30 11990 long 1 1478 s s 3 cor
30 990 long 1 1174 d d 3 cor
30 5990 medium 0 1416 s d 3 cor
30 990 short 1 1279 d d 3 inc
30 5990 short 1 1251 d d 3 cor
30 990 medium 1 1332 s s 3 cor
30 5990 short 1 1140 d d 3 cor
30 11990 medium 1 1275 d d 3 cor
30 11990 short 0 1519 d s 3 cor
30 5990 medium 0 1932 d s 3 inc
30 5990 medium 1 1650 s s 3 inc
30 990 short 1 1126 s s 3 cor
30 990 short 1 1011 s s 3 cor
30 5990 long 0 1249 s d 3 cor
30 11990 long 1 968 d d 3 inc
30 990 long 0 2510 d s 3 cor
30 11990 medium 0 909 s d 3 cor
30 11990 medium 1 1664 d d 3 inc
30 990 long 1 982 d d 3 cor
30 11990 long 1 1643 s s 3 cor
30 11990 medium 1 1201 d d 3 cor
30 5990 short 1 1209 d d 3 cor
