sub dur iti acc rt correct resp ss ptrl
42 990 short 1 738 s s 3 inc
42 990 long 1 918 d d 3 inc
42 11990 long 1 996 d d 3 cor
42 990 medium 1 751 d d 3 cor
42 5990 short 1 1243 d d 3 cor
42 990 long 1 895 s s 3 cor
42 11990 short 1 1758 s s 3 cor
42 11990 long 1 1050 d d 3 cor
42 5990 long 1 937 s s 3 cor
42 11990 medium 0 975 s d 3 cor
42 5990 short 1 854 d d 3 inc
42 11990 long 1 874 d d 3 cor
42 5990 medium 1 1609 d d 3 cor
42 990 long 1 700 d d 3 cor
42 990 long 1 1034 s s 3 cor
42 5990 long 0 800 d s 3 cor
42 990 short 1 883 d d 3 inc
42 5990 long 1 882 d d 3 cor
42 990 medium 1 835 s s 3 cor
42 5990 medium 1 777 d d 3 cor
42 5990 short 1 1206 s s 3 cor
42 990 medium 0 1148 d s 3 cor
42 5990 medium 0 2878 s d 3 inc
42 5990 short 1 900 d d 3 inc
42 11990 short 1 1859 d d 3 cor
42 990 short 1 1031 s s 3 cor
42 11990 medium 1 908 d d 3 cor
42 5990 medium 0 1553 s d 3 cor
42 990 medium 1 1036 d d 3 inc
42 990 short 1 962 d d 3 cor
42 11990 short 1 1057 s s 3 cor
42 11990 long 1 1435 s s 3 cor
42 11990 short 1 1101 d d 3 cor
42 990 short 1 1164 s s 3 cor
42 990 medium 1 922 s s 3 cor
42 5990 long 1 1454 s s 3 cor
42 11990 medium 1 1423 s s 3 cor
42 11990 long 1 2004 s s 3 cor
42 990 long 1 1186 s s 3 cor
42 11990 medium 0 1874 d s 3 cor
42 5990 short 1 1055 s s 3 inc
42 990 long 1 1315 d d 3 cor
42 11990 short 1 1394 s s 3 cor
42 5990 medium 1 868 d d 3 cor
42 11990 short 0 1635 s d 3 cor
42 5990 medium 0 1068 d s 3 inc
42 990 long 1 1138 d d 3 inc
42 11990 medium 1 994 d d 3 cor
42 5990 medium 1 1520 s s 3 cor
42 990 medium 0 1321 d s 3 cor
42 990 medium 1 1092 s s 3 inc
42 990 short 0 1479 d s 3 cor
42 11990 medium 1 1135 s s 3 inc
42 990 long 1 1015 d d 3 cor
42 11990 long 1 1260 d d 3 cor
42 5990 long 0 2574 s d 3 cor
42 11990 medium 0 2076 s d 3 inc
42 11990 long 0 1065 s d 3 inc
42 11990 short 1 961 d d 3 inc
42 5990 long 0 884 s d 3 cor
42 990 medium 1 1188 s s 3 inc
42 990 short 1 994 d d 3 cor
42 11990 short 1 944 d d 3 cor
42 11990 short 0 1658 s d 3 cor
42 990 long 1 1154 s s 3 inc
42 5990 short 1 1486 s s 3 cor
42 11990 long 1 2714 s s 3 cor
42 5990 long 1 1133 d d 3 cor
42 11990 long 1 751 d d 3 cor
42 990 medium 1 2288 d d 3 cor
42 5990 short 1 946 d d 3 cor
42 990 short 0 2944 s d 3 cor
42 990 short 1 2137 s s 3 inc
42 5990 medium 0 1334 s d 3 cor
42 11990 medium 1 1079 d d 3 inc
42 5990 long 1 1223 d d 3 cor
42 5990 short 1 1171 s s 3 cor
42 990 long 1 2195 s s 3 cor
43 11990 short 1 2818 d d 3 cor
43 990 medium 1 1313 d d 3 cor
43 990 short 1 1143 d d 3 cor
43 11990 medium 1 1335 d d 3 cor
43 11990 long 0 1520 s d 3 cor
43 5990 long 1 2324 d d 3 inc
43 5990 medium 1 1381 d d 3 cor
43 990 long 1 1434 s s 3 cor
43 990 short 1 1536 s s 3 cor
43 11990 medium 0 2043 s d 3 cor
43 5990 medium 0 2286 s d 3 inc
43 990 medium 1 1575 d d 3 inc
43 990 long 1 1210 s s 3 cor
43 5990 short 1 2492 d d 3 cor
43 990 long 1 1208 d d 3 cor
43 11990 medium 0 1956 s d 3 cor
43 5990 medium 1 1547 s s 3 inc
43 5990 short 1 1475 s s 3 cor
43 990 short 1 1751 s s 3 cor
43 5990 long 1 1158 s s 3 cor
43 11990 short 1 1187 s s 3 cor
43 11990 long 0 1589 s d 3 cor
43 990 long 1 1209 d d 3 inc
43 990 medium 1 1450 s s 3 cor
43 5990 short 1 1269 s s 3 cor
43 5990 long 1 1729 d d 3 cor
43 11990 short 1 1320 d d 3 cor
43 11990 long 1 1273 d d 3 cor
43 11990 long 1 2680 d d 3 cor
43 11990 medium 1 1311 d d 3 cor
43 5990 medium 1 1089 d d 3 cor
43 11990 short 0 1505 s d 3 cor
43 990 medium 1 1389 s s 3 inc
43 990 short 1 787 d d 3 cor
43 5990 short 1 1018 d d 3 cor
43 5990 long 1 2288 s s 3 cor
43 11990 medium 1 1746 s s 3 cor
43 990 short 1 1504 d d 3 cor
43 990 medium 1 931 d d 3 cor
43 990 short 0 2016 d s 3 cor
43 5990 long 1 1110 d d 3 inc
43 990 long 1 1054 s s 3 cor
43 11990 short 1 1059 s s 3 cor
43 11990 medium 1 1273 d d 3 cor
43 11990 short 1 853 d d 3 cor
43 990 short 1 1099 s s 3 cor
43 11990 short 1 974 s s 3 cor
43 11990 long 1 1143 s s 3 cor
43 5990 short 1 1046 d d 3 cor
43 11990 medium 1 1211 d d 3 cor
43 990 long 1 1067 d d 3 cor
43 5990 long 1 1202 s s 3 cor
43 5990 long 1 964 d d 3 cor
43 5990 long 1 1008 s s 3 cor
43 5990 short 1 843 d d 3 cor
43 5990 medium 1 783 s s 3 cor
43 990 long 1 848 s s 3 cor
43 5990 medium 0 947 d s 3 cor
43 990 long 1 1214 d d 3 inc
43 11990 medium 0 2136 s d 3 cor
43 11990 long 1 1217 s s 3 inc
43 990 short 1 806 s s 3 cor
43 5990 short 1 755 s s 3 cor
43 990 medium 1 866 d d 3 cor
43 11990 long 0 1297 d s 3 cor
43 5990 medium 1 2463 d d 3 inc
43 11990 short 1 1204 d d 3 cor
43 5990 medium 1 927 s s 3 cor
43 990 medium 1 851 s s 3 cor
43 990 medium 1 1167 s s 3 cor
43 5990 short 1 838 s s 3 cor
43 11990 medium 1 910 d d 3 cor
43 5990 medium 1 1315 d d 3 cor
43 11990 medium 1 1552 d d 3 cor
43 11990 short 1 1227 s s 3 cor
43 990 short 0 995 d s 3 cor
43 990 long 1 2017 d d 3 inc
43 11990 short 1 1138 d d 3 cor
43 990 short 1 976 s s 3 cor
43 5990 medium 1 883 s s 3 cor
43 5990 short 1 1161 s s 3 cor
43 5990 long 1 1211 s s 3 cor
43 990 medium 1 929 s s 3 cor
43 11990 long 1 1138 s s 3 cor
43 11990 long 1 852 d d 3 cor
43 5990 long 1 896 d d 3 cor
43 11990 long 1 1714 s s 3 cor
43 5990 medium 1 865 d d 3 cor
43 5990 short 1 1351 d d 3 cor
43 11990 long 1 2035 d d 3 cor
43 990 short 1 1263 s s 3 cor
43 990 medium 1 1137 d d 3 cor
43 990 long 1 847 s s 3 cor
43 11990 medium 0 1189 s d 3 cor
43 990 long 1 1044 d d 3 inc
43 990 long 1 981 s s 3 cor
43 990 medium 1 931 s s 3 cor
43 5990 long 1 1511 d d 3 cor
43 990 medium 1 1091 d d 3 cor
43 990 short 1 1398 d d 3 cor
43 11990 short 0 1106 s d 3 cor
43 5990 short 1 1076 d d 3 inc
43 11990 short 1 1343 d d 3 cor
43 5990 medium 1 1407 s s 3 cor
43 11990 medium 1 1375 s s 3 cor
43 5990 long 1 1307 s s 3 cor
43 5990 short 1 1106 s s 3 cor
43 990 medium 1 791 d d 3 cor
43 5990 long 0 1851 d s 3 cor
43 11990 long 1 1263 s s 3 inc
43 990 long 0 1049 d s 3 cor
43 990 short 1 1067 d d 3 inc
43 11990 short 0 1765 d s 3 cor
43 5990 long 1 1001 s s 3 inc
43 5990 short 1 1351 d d 3 cor
43 5990 short 0 1506 s d 3 cor
43 5990 medium 1 1062 d d 3 inc
43 11990 long 1 1093 d d 3 cor
43 5990 short 1 1034 d d 3 cor
43 5990 long 1 1246 s s 3 cor
43 5990 medium 1 2296 d d 3 cor
43 990 medium 1 1170 s s 3 cor
43 11990 medium 1 926 d d 3 cor
43 11990 long 1 1684 s s 3 cor
43 990 long 1 965 s s 3 cor
43 11990 medium 0 1043 s d 3 cor
43 11990 long 1 2139 d d 3 inc
43 5990 short 1 1152 s s 3 cor
43 5990 long 1 1056 d d 3 cor
43 11990 short 1 817 d d 3 cor
43 5990 medium 0 1726 s d 3 cor
43 11990 short 0 978 s d 3 inc
43 11990 short 0 1117 s d 3 inc
43 990 medium 1 1173 d d 3 inc
43 990 short 1 821 s s 3 cor
43 990 short 0 1098 s d 3 cor
43 990 short 0 1124 d s 3 inc
43 11990 medium 1 1590 s s 3 inc
43 5990 medium 1 1026 s s 3 cor
43 990 long 1 840 d d 3 cor
43 11990 medium 1 847 d d 3 cor
43 990 long 1 798 s s 3 cor
43 990 medium 1 894 s s 3 cor
45 5990 short 1 1350 d d 3 cor
45 11990 long 1 1251 d d 3 cor
45 11990 short 0 900 s d 3 cor
45 11990 medium 1 1494 d d 3 inc
45 990 medium 0 1777 d s 3 cor
45 5990 medium 1 1014 d d 3 inc
45 11990 long 1 1091 s s 3 cor
45 5990 short 1 1970 d d 3 cor
45 11990 long 1 1177 s s 3 cor
45 11990 long 1 2595 d d 3 cor
45 5990 long 1 1626 s s 3 cor
45 990 short 0 1920 s d 3 cor
45 990 short 1 1333 d d 3 inc
45 5990 medium 0 1888 d s 3 cor
45 990 long 0 2013 d s 3 inc
45 990 medium 1 1468 d d 3 inc
45 5990 medium 1 942 s s 3 cor
45 990 short 0 1332 d s 3 cor
45 990 short 1 2672 s s 3 inc
45 11990 medium 0 1397 s d 3 cor
45 5990 long 1 1896 d d 3 inc
45 990 long 1 2782 d d 3 cor
45 5990 medium 0 1929 s d 3 cor
45 990 long 1 1044 s s 3 inc
45 5990 short 1 966 s s 3 cor
45 990 medium 1 1325 s s 3 cor
45 990 medium 1 1098 s s 3 cor
45 11990 short 1 2046 d d 3 cor
45 11990 short 1 1115 d d 3 cor
45 11990 medium 1 1996 s s 3 cor
45 990 long 1 994 s s 3 cor
45 11990 short 0 1485 s d 3 cor
45 11990 medium 1 956 d d 3 inc
45 5990 short 1 1448 s s 3 inc
45 5990 long 1 1468 d d 3 cor
45 11990 short 0 1766 s d 3 cor
45 11990 long 1 2531 d d 3 inc
45 5990 medium 1 1040 d d 3 cor
45 5990 medium 1 1021 d d 3 cor
45 5990 short 1 1628 s s 3 cor
45 5990 short 1 1605 d d 3 cor
45 11990 long 1 1992 s s 3 cor
45 5990 medium 0 2195 s d 3 cor
45 5990 short 0 1297 d s 3 inc
45 990 short 1 1102 s s 3 inc
45 990 long 1 1045 s s 3 cor
45 11990 long 1 891 s s 3 cor
45 990 short 0 1433 d s 3 cor
45 11990 short 1 1086 d d 3 inc
45 990 short 1 2919 d d 3 cor
45 5990 long 1 1589 s s 3 cor
45 5990 long 1 979 d d 3 cor
45 5990 short 0 1070 s d 3 cor
45 990 medium 1 1064 s s 3 inc
45 11990 medium 0 1951 s d 3 cor
45 990 medium 1 890 d d 3 inc
45 5990 long 1 1528 d d 3 cor
45 11990 medium 0 890 s d 3 cor
45 11990 long 1 2154 d d 3 inc
45 5990 long 1 1275 s s 3 cor
45 11990 short 1 1103 s s 3 cor
45 11990 medium 1 937 d d 3 cor
45 990 short 1 961 s s 3 cor
45 990 long 1 1111 s s 3 cor
45 990 long 0 1517 d s 3 cor
45 990 medium 1 927 d d 3 inc
45 5990 medium 1 1881 s s 3 inc
45 990 medium 0 1016 s d 3 cor
45 11990 short 0 905 d s 3 inc
45 990 long 0 2180 d s 3 inc
45 990 short 0 894 s d 3 cor
45 11990 medium 1 878 d d 3 inc
45 990 medium 0 1116 s d 3 cor
45 11990 long 1 2045 d d 3 inc
45 11990 medium 1 917 d d 3 cor
45 11990 short 1 816 d d 3 cor
45 5990 medium 1 867 d d 3 cor
45 11990 long 1 802 s s 3 cor
45 990 long 1 942 d d 3 cor
45 11990 medium 1 2620 s s 3 cor
45 11990 short 1 866 d d 3 cor
45 990 medium 0 1802 d s 3 cor
45 5990 short 1 1138 d d 3 inc
45 5990 long 1 871 d d 3 cor
45 990 long 1 891 d d 3 cor
45 11990 medium 1 1824 s s 3 cor
45 990 short 1 1112 s s 3 cor
45 11990 short 0 1259 s d 3 cor
45 11990 short 1 1965 s s 3 inc
45 5990 long 1 807 d d 3 cor
45 990 long 1 992 s s 3 cor
45 11990 long 1 901 d d 3 cor
45 11990 long 1 1451 s s 3 cor
45 5990 short 1 1504 d d 3 cor
45 5990 long 1 865 s s 3 cor
45 5990 short 1 1414 s s 3 cor
45 5990 short 0 2261 s d 3 cor
45 990 medium 1 1597 s s 3 inc
45 990 long 1 1073 s s 3 cor
45 5990 medium 1 906 d d 3 cor
45 990 short 1 1229 d d 3 cor
45 5990 medium 1 1233 s s 3 cor
45 990 short 1 1250 d d 3 cor
45 5990 long 1 1148 s s 3 cor
45 5990 medium 0 1830 s d 3 cor
45 11990 short 1 1140 d d 3 cor
45 11990 short 0 1195 s d 3 cor
45 11990 medium 1 1242 s s 3 inc
45 990 medium 1 1093 d d 3 cor
45 5990 long 1 1025 d d 3 cor
45 990 medium 1 1045 s s 3 cor
45 990 short 1 803 s s 3 cor
45 11990 medium 1 963 d d 3 cor
45 5990 medium 1 816 s s 3 cor
45 5990 medium 1 1018 s s 3 cor
45 5990 short 1 857 d d 3 cor
45 5990 long 1 708 s s 3 cor
45 5990 long 1 1033 s s 3 cor
45 5990 medium 1 935 d d 3 cor
45 990 short 1 1083 d d 3 cor
45 11990 short 0 1308 s d 3 cor
45 990 medium 1 921 s s 3 inc
45 5990 short 1 714 s s 3 cor
45 990 short 1 1092 s s 3 cor
45 990 short 1 879 d d 3 cor
45 990 long 1 2388 d d 3 cor
45 5990 short 1 1241 d d 3 cor
45 5990 short 0 921 s d 3 cor
45 990 long 1 905 s s 3 inc
45 11990 medium 1 859 s s 3 cor
45 11990 medium 1 916 d d 3 cor
45 990 long 1 656 s s 3 cor
45 990 long 1 780 d d 3 cor
45 5990 long 1 677 d d 3 cor
45 11990 long 0 831 s d 3 cor
45 990 medium 1 1064 d d 3 inc
45 11990 long 0 847 s d 3 cor
45 11990 short 1 1532 d d 3 inc
45 11990 long 0 964 d s 3 cor
45 11990 long 0 1352 d s 3 inc
46 11990 medium 1 1189 d d 3 cor
46 990 long 0 1260 s d 3 cor
46 990 short 0 1176 s d 3 inc
46 5990 short 1 1047 d d 3 inc
46 5990 short 1 1149 s s 3 cor
46 5990 long 0 1016 s d 3 cor
46 11990 short 1 968 d d 3 inc
46 11990 medium 0 941 s d 3 cor
46 11990 long 1 921 d d 3 inc
46 11990 long 1 1094 d d 3 cor
46 11990 long 1 1049 s s 3 cor
46 5990 medium 1 860 d d 3 cor
46 5990 short 1 1256 s s 3 cor
46 990 medium 1 1272 d d 3 cor
46 5990 long 1 716 d d 3 cor
46 990 long 1 949 d d 3 cor
46 11990 short 0 682 s d 3 cor
46 5990 medium 1 880 d d 3 inc
46 11990 medium 1 847 d d 3 cor
46 11990 medium 1 846 s s 3 cor
46 5990 medium 0 955 s d 3 cor
46 5990 short 1 763 d d 3 inc
46 990 medium 1 1149 s s 3 cor
46 11990 short 0 795 d s 3 cor
46 11990 short 0 848 s d 3 inc
46 5990 long 1 972 d d 3 inc
46 990 short 1 787 d d 3 cor
46 990 long 1 777 d d 3 cor
46 5990 long 0 867 s d 3 cor
46 990 medium 1 1220 d d 3 inc
46 990 short 1 1024 s s 3 cor
46 990 long 0 1533 s d 3 cor
46 11990 long 0 857 s d 3 inc
46 990 short 1 1199 d d 3 inc
46 990 medium 0 811 s d 3 cor
46 5990 medium 1 1265 s s 3 inc
46 11990 medium 1 866 s s 3 cor
46 11990 medium 0 1003 d s 3 cor
46 11990 short 1 853 d d 3 inc
46 11990 short 1 773 s s 3 cor
46 5990 short 1 976 d d 3 cor
46 990 long 1 733 d d 3 cor
46 990 medium 1 852 d d 3 cor
46 5990 long 0 794 s d 3 cor
46 5990 short 1 845 d d 3 inc
46 990 long 1 1154 s s 3 cor
46 5990 short 0 884 s d 3 cor
46 5990 long 1 714 d d 3 inc
46 990 medium 1 1148 s s 3 cor
46 5990 medium 1 688 d d 3 cor
46 990 medium 1 698 d d 3 cor
46 5990 medium 1 587 d d 3 cor
46 5990 medium 0 888 s d 3 cor
46 5990 short 1 1081 s s 3 inc
46 5990 medium 0 853 s d 3 cor
46 990 long 1 898 d d 3 inc
46 990 short 1 1151 s s 3 cor
46 11990 long 1 1004 d d 3 cor
46 990 short 0 1150 d s 3 cor
46 11990 medium 1 873 d d 3 inc
46 990 short 1 1438 s s 3 cor
46 11990 short 0 664 s d 3 cor
46 11990 short 1 857 d d 3 inc
46 990 short 1 933 d d 3 cor
46 5990 long 0 736 s d 3 cor
46 11990 medium 1 1707 s s 3 inc
46 5990 long 1 1273 d d 3 cor
46 990 medium 1 938 s s 3 cor
46 11990 long 0 987 s d 3 cor
46 11990 long 1 907 d d 3 inc
46 11990 long 1 1134 s s 3 cor
46 990 long 1 1185 s s 3 cor
46 5990 medium 1 807 d d 3 cor
46 990 long 1 808 d d 3 cor
46 5990 long 1 944 d d 3 cor
46 990 long 1 1035 s s 3 cor
46 11990 short 1 690 d d 3 cor
46 990 short 1 1039 s s 3 cor
46 5990 medium 0 1025 s d 3 cor
46 5990 short 1 878 d d 3 inc
46 11990 medium 1 875 d d 3 cor
46 11990 medium 1 718 d d 3 cor
46 5990 medium 1 1427 s s 3 cor
46 990 medium 1 850 s s 3 cor
46 990 medium 1 995 d d 3 cor
46 5990 short 1 1065 s s 3 cor
46 5990 medium 1 840 d d 3 cor
46 5990 long 1 836 d d 3 cor
46 990 long 1 880 s s 3 cor
46 11990 medium 0 767 s d 3 cor
46 11990 long 0 1236 s d 3 inc
46 5990 long 0 833 s d 3 inc
46 990 long 1 746 d d 3 inc
46 990 short 1 1091 s s 3 cor
46 11990 long 1 1069 s s 3 cor
46 990 medium 1 1023 s s 3 cor
46 11990 medium 0 1116 s d 3 cor
46 990 short 1 1063 d d 3 inc
46 990 medium 1 695 d d 3 cor
46 5990 long 0 992 s d 3 cor
46 5990 short 1 1581 s s 3 inc
46 11990 short 0 851 s d 3 cor
46 11990 long 1 709 d d 3 inc
46 11990 short 0 1071 s d 3 cor
46 5990 short 1 876 d d 3 inc
46 990 short 1 763 d d 3 cor
46 11990 short 1 818 d d 3 cor
46 11990 long 1 774 d d 3 cor
46 990 long 1 1098 s s 3 cor
46 990 medium 1 895 d d 3 cor
46 5990 medium 1 1004 s s 3 cor
46 990 short 1 843 d d 3 cor
46 5990 medium 1 674 d d 3 cor
46 5990 short 1 930 s s 3 cor
46 11990 long 1 931 s s 3 cor
46 5990 medium 0 931 d s 3 cor
46 5990 long 1 790 s s 3 inc
46 5990 short 1 927 s s 3 cor
46 5990 short 0 958 d s 3 cor
46 11990 medium 1 1278 d d 3 inc
46 990 short 1 983 d d 3 cor
46 11990 medium 1 1039 d d 3 cor
46 990 medium 1 1005 s s 3 cor
46 990 medium 1 832 s s 3 cor
46 11990 long 1 1038 d d 3 cor
46 5990 long 1 850 d d 3 cor
46 11990 medium 1 1118 s s 3 cor
46 11990 short 0 948 s d 3 cor
46 11990 medium 1 1130 s s 3 inc
46 5990 short 1 835 d d 3 cor
46 990 long 0 941 d s 3 cor
46 990 short 1 993 s s 3 inc
46 5990 medium 1 772 s s 3 cor
46 5990 long 1 864 d d 3 cor
46 990 long 0 1098 d s 3 cor
46 990 long 1 1015 s s 3 inc
46 990 short 1 849 s s 3 cor
46 11990 short 0 912 d s 3 cor
46 11990 long 1 892 d d 3 inc
46 11990 short 1 1075 d d 3 cor
46 5990 long 0 914 s d 3 cor
46 11990 short 0 1142 s d 3 inc
46 990 medium 1 938 d d 3 inc
46 11990 long 1 1069 s s 3 cor
47 5990 long 1 1493 d d 3 cor
47 990 long 1 1034 s s 3 cor
47 990 short 1 1476 d d 3 cor
47 11990 long 1 1301 d d 3 cor
47 5990 long 1 1326 s s 3 cor
47 990 short 0 1604 s d 3 cor
47 990 long 0 990 d s 3 inc
47 990 long 1 1208 d d 3 inc
47 11990 short 1 1199 s s 3 cor
47 990 medium 1 1034 s s 3 cor
47 5990 long 0 1001 d s 3 cor
47 5990 medium 0 1457 s d 3 inc
47 5990 short 1 1402 d d 3 inc
47 990 medium 0 1274 s d 3 cor
47 11990 long 1 1019 d d 3 inc
47 11990 medium 0 1001 s d 3 cor
47 5990 long 0 1310 s d 3 inc
47 990 short 1 1234 s s 3 inc
47 11990 medium 1 1153 d d 3 cor
47 11990 short 1 832 d d 3 cor
47 5990 short 1 921 d d 3 cor
47 11990 long 0 2210 s d 3 cor
47 5990 medium 1 1354 s s 3 inc
47 990 medium 1 1099 d d 3 cor
47 990 medium 0 1148 d s 3 cor
47 11990 long 0 2037 s d 3 inc
47 990 short 1 1754 d d 3 inc
47 5990 medium 0 1075 d s 3 cor
47 5990 medium 0 1104 d s 3 inc
47 990 long 1 1490 s s 3 inc
47 11990 medium 0 1997 d s 3 cor
47 11990 medium 1 2879 s s 3 cor
47 5990 short 1 840 s s 3 cor
47 11990 short 1 933 d d 3 cor
47 5990 long 1 1329 d d 3 cor
47 990 short 1 934 s s 3 cor
47 11990 short 1 1339 s s 3 cor
47 5990 long 1 1603 s s 3 cor
47 990 medium 1 888 s s 3 cor
47 11990 medium 1 1671 s s 3 cor
47 5990 medium 1 1157 s s 3 cor
47 11990 long 1 990 s s 3 cor
47 11990 medium 1 1363 d d 3 cor
47 11990 short 0 1065 s d 3 cor
47 990 short 1 1148 d d 3 inc
47 5990 medium 1 1555 d d 3 cor
47 5990 long 1 2084 d d 3 cor
47 5990 medium 1 1044 s s 3 cor
47 11990 long 1 1188 d d 3 cor
47 990 medium 1 906 s s 3 cor
47 11990 medium 1 899 d d 3 cor
47 11990 short 1 1275 d d 3 cor
47 990 long 1 1006 s s 3 cor
47 990 long 1 1087 d d 3 cor
47 990 medium 1 1009 d d 3 cor
47 5990 short 1 1901 d d 3 cor
47 990 medium 1 1263 d d 3 cor
47 5990 short 1 1690 d d 3 cor
47 990 long 0 1413 d s 3 cor
47 11990 long 1 2114 d d 3 inc
47 5990 long 1 1208 s s 3 cor
47 11990 long 1 2521 s s 3 cor
47 5990 short 1 843 s s 3 cor
47 11990 short 1 1035 d d 3 cor
47 5990 short 0 1522 s d 3 cor
47 990 short 1 880 s s 3 inc
47 990 long 1 1159 s s 3 cor
47 11990 medium 0 1583 s d 3 cor
47 5990 medium 1 1143 d d 3 inc
47 990 short 1 792 d d 3 cor
47 11990 medium 1 1086 d d 3 cor
47 990 medium 0 1006 d s 3 cor
47 990 long 1 1615 d d 3 inc
47 990 short 1 1025 s s 3 cor
47 11990 short 1 1114 s s 3 cor
47 990 medium 1 816 s s 3 cor
47 11990 medium 1 1426 d d 3 cor
47 5990 long 1 993 d d 3 cor
47 5990 long 1 1397 s s 3 cor
47 11990 long 0 1664 s d 3 cor
47 990 short 1 1064 d d 3 inc
47 990 medium 0 2098 d s 3 cor
47 990 long 1 1289 s s 3 inc
47 5990 long 1 1069 d d 3 cor
47 990 short 1 1075 s s 3 cor
47 5990 long 1 982 s s 3 cor
47 11990 long 1 1177 d d 3 cor
47 11990 medium 1 1539 s s 3 cor
47 5990 short 1 1004 s s 3 cor
47 990 short 1 1026 d d 3 cor
47 5990 short 1 805 d d 3 cor
47 11990 long 0 919 s d 3 cor
47 5990 short 1 934 s s 3 inc
47 11990 short 0 1240 s d 3 cor
47 5990 medium 0 1343 s d 3 inc
47 990 long 1 960 s s 3 inc
47 11990 medium 0 838 s d 3 cor
47 11990 short 0 967 d s 3 inc
47 11990 long 1 919 d d 3 inc
47 5990 medium 1 993 s s 3 cor
47 990 medium 1 833 s s 3 cor
47 5990 medium 1 1318 d d 3 cor
47 5990 short 1 865 d d 3 cor
47 5990 medium 1 896 d d 3 cor
47 11990 short 1 1081 d d 3 cor
47 990 long 0 1143 d s 3 cor
47 11990 short 0 1129 d s 3 cor
47 11990 short 1 973 d d 3 inc
47 5990 medium 1 2000 d d 3 cor
47 990 long 1 1066 d d 3 cor
47 11990 medium 1 1165 s s 3 cor
47 5990 long 1 788 s s 3 cor
47 5990 medium 1 1057 d d 3 cor
47 5990 short 1 953 s s 3 cor
47 990 medium 1 1178 d d 3 cor
47 5990 long 1 1558 d d 3 cor
47 990 short 0 1037 d s 3 cor
47 11990 long 1 1027 d d 3 inc
47 11990 long 1 765 d d 3 cor
47 990 short 1 828 s s 3 cor
47 990 medium 1 872 d d 3 cor
47 990 long 1 1117 s s 3 cor
47 11990 long 0 915 s d 3 cor
47 11990 long 1 1042 s s 3 inc
47 5990 long 1 773 s s 3 cor
47 11990 short 1 1515 s s 3 cor
47 990 medium 1 1180 s s 3 cor
47 990 short 1 901 s s 3 cor
47 5990 medium 0 937 s d 3 cor
47 11990 medium 1 1587 s s 3 inc
47 5990 long 1 1332 d d 3 cor
47 990 short 1 842 d d 3 cor
47 990 long 1 1561 d d 3 cor
47 5990 short 1 1193 s s 3 cor
47 990 long 1 991 s s 3 cor
47 11990 short 0 1932 s d 3 cor
47 5990 short 1 818 d d 3 inc
47 11990 medium 1 1235 d d 3 cor
47 5990 medium 0 2522 s d 3 cor
47 11990 medium 1 1633 d d 3 inc
47 990 medium 1 1275 s s 3 cor
48 11990 long 1 850 d d 3 cor
48 5990 medium 1 1032 d d 3 cor
48 11990 short 0 1339 s d 3 cor
48 990 long 1 1250 s s 3 inc
48 11990 long 1 2072 s s 3 inc
48 990 short 0 1013 s d 3 cor
48 11990 medium 1 959 d d 3 inc
48 11990 medium 0 1982 s d 3 cor
48 990 medium 1 1022 s s 3 inc
48 990 medium 0 1388 d s 3 cor
48 11990 short 1 1036 d d 3 inc
48 5990 long 1 1321 s s 3 cor
48 5990 medium 1 1795 d d 3 cor
48 5990 long 1 877 s s 3 cor
48 5990 short 1 1632 s s 3 cor
48 990 short 1 2963 s s 3 cor
48 5990 short 1 669 s s 3 cor
48 11990 medium 0 416 s d 3 cor
48 990 short 1 1262 d d 3 inc
48 990 medium 1 956 s s 3 cor
48 990 medium 1 1198 d d 3 cor
48 5990 medium 0 2641 s d 3 cor
48 990 long 1 1259 s s 3 inc
48 11990 long 0 634 s d 3 cor
48 990 short 0 1048 d s 3 inc
48 990 long 0 1051 d s 3 inc
48 5990 short 0 954 d s 3 inc
48 11990 long 1 1849 d d 3 inc
48 990 long 1 943 d d 3 cor
48 5990 long 1 1325 d d 3 cor
48 5990 short 1 796 d d 3 cor
48 5990 medium 0 859 s d 3 cor
48 5990 long 0 1078 d s 3 inc
48 11990 short 0 917 s d 3 inc
48 5990 medium 1 1172 s s 3 cor
48 11990 long 1 1122 d d 3 cor
48 5990 long 1 1423 d d 3 cor
48 11990 long 1 1342 s s 3 cor
48 5990 long 1 985 s s 3 cor
48 11990 short 1 937 d d 3 cor
48 5990 short 1 1784 s s 3 cor
48 990 short 1 1014 s s 3 cor
48 11990 short 1 1147 d d 3 cor
48 990 long 1 1638 d d 3 cor
48 11990 medium 1 1470 d d 3 cor
48 990 short 1 1072 s s 3 cor
48 5990 short 1 1116 s s 3 cor
48 5990 long 1 1034 s s 3 cor
48 990 medium 1 909 s s 3 cor
48 5990 long 0 1907 d s 3 cor
48 11990 long 0 1206 s d 3 inc
48 990 short 0 1234 d s 3 inc
48 11990 medium 1 1817 s s 3 inc
48 11990 medium 1 1641 s s 3 cor
48 5990 short 1 1935 d d 3 cor
48 5990 medium 0 1419 d s 3 cor
48 11990 short 1 861 s s 3 inc
48 990 medium 0 1244 d s 3 cor
48 990 long 1 1052 s s 3 inc
48 990 long 0 1189 d s 3 cor
48 990 short 0 798 d s 3 inc
48 990 medium 1 655 s s 3 inc
48 5990 short 0 1341 d s 3 cor
48 11990 medium 0 1783 d s 3 inc
48 5990 medium 1 664 s s 3 inc
48 11990 long 0 1004 d s 3 cor
