    6     45      1      1      2    156      1      3      1      1      1     1.476     0.344     0.880      1      1      1    999    999    999  
    6     45      1      2      2    171      2      3      1      1      1     1.037     0.371     0.747      1      1      1    999    999    999  
    6     45      1      3      1     20      3      3      0      0      1     1.491     0.707     1.029      1      0      1     -1    999    999  
    6     46      0      1      2    179      3      4      1      1      1     1.224     0.557     0.939      1      1      1    999    999    999  
    6     46      0      2      2    172      2      4      1      1      1     1.581     0.509     0.471      1      1      1    999    999    999  
    6     46      0      3      2    146      1      4      0      0      1     3.003     0.398     0.394      0      0      1    999    999    999  
    6     47      1      1      2    153      2      3      1      1      1     1.110     0.712     0.697      1      1      1    999    999    999  
    6     47      1      2      2    131      1      3      1      0      1     1.727     0.552     0.594      1      0      1    999    999    999  
    6     47      1      3      1      3      3      3      0      0      1     2.493     0.850     0.448      0      0      1    999    999    999  
    6     48      0      1      2    116      2      4      1      1      1     0.928     0.528     0.495      1      1      1    999    999    999  
    6     48      0      2      2    127      1      4      1      1      1     2.509     0.656     0.768      1      1      1    999    999    999  
    6     48      0      3      2    135      3      4      0      0      0     1.369     0.336     0.536      1      1      0     -2      1    999  
    6     49      0      1      2    180      2      4      1      1      0     0.861     0.288     0.585      1      1      0    999    999    999  
    6     49      0      2      2    105      3      4      0      0      1     3.459     0.952     0.885      1      1      1     -1      1    999  
    6     49      0      3      2    139      1      4      0      0      1     2.188     1.176     0.320      1      0      1     -1    999    999  
    6     50      1      1      2    181      3      2      1      1      1     1.028     0.464     0.427      1      1      1    999    999    999  
    6     50      1      2      1      6      2      2      1      1      1     1.856     0.816     0.456      1      1      1    999    999    999  
    6     50      1      3      2    103      1      2      0      0      0     2.077     0.980     1.037      1      0      0     -1    999    999  
    6     51      1      1      2    180      2      3      1      1      1     1.027     0.316     0.532      1      1      1    999    999    999  
    6     51      1      2      2    189      1      3      1      1      1     1.934     0.328     0.829      1      1      1    999    999    999  
    6     51      1      3      1     23      3      3      0      0      1     0.889     0.277     0.328      0      0      1    999    999    999  
    6     52      1      1      2    105      1      2      1      1      1     1.544     0.512     0.832      1      1      1    999    999    999  
    6     52      1      2      1     25      2      2      1      1      1     0.686     0.330     0.496      1      1      1    999    999    999  
    6     52      1      3      2    126      3      2      0      1      0     0.485     0.869     0.455      0      1      0    999    999    999  
    6     53      1      1      1     18      1      1      1      1      1     1.095     0.604     0.432      1      1      1    999    999    999  
    6     53      1      2      2    116      3      1      1      1      1     1.061     0.643     0.488      1      1      1    999    999    999  
    6     53      1      3      2    149      2      1      0      0      0     2.304     0.464     0.483      0      0      0    999    999    999  
    6     54      1      1      2    139      1      3      1      1      1     1.209     0.405     0.603      1      1      1    999    999    999  
    6     54      1      2      2    162      3      3      1      0      1     1.062     0.538     0.384      1      0      1    999    999    999  
    6     54      1      3      1     26      2      3      1      0      0     1.560     0.494     0.891      1      0      1    999    999      1  
    6     55      1      1      2    169      3      3      1      1      1     2.976     0.852     0.444      1      1      1    999    999    999  
