Subject	Age	Sex	Trial	gap1	gap2	gap3	gap4	gap5	gap6	gap7	gap8	position	Accuracy	CorrectR	Resp	RT	Type	pre	post	TotalIsolation	TotalTime
1	32	female	91	7	1	3	6	2	5	4	0	1	0	ur	p	1383	yes	-	7	7	20200
1	32	female	64	5	1	2	6	0	7	3	4	1	1	ur	r	868	yes	-	5	5	20200
1	32	female	79	7	2	0	1	5	3	6	4	1	1	ur	r	822	yes	-	7	7	20200
1	32	female	82	3	6	5	2	7	4	1	0	1	1	ur	r	551	yes	-	3	3	20200
1	32	female	86	2	3	6	4	7	5	1	0	1	1	ur	r	728	yes	-	2	2	20200
1	32	female	108	1	5	4	2	6	3	7	0	1	1	ur	r	1631	yes	-	1	1	20200
1	32	female	16	0	7	3	2	4	5	1	6	2	0	ur	p	1813	yes	0	7	7	19650
1	32	female	94	1	5	4	0	7	3	2	6	2	0	ur	p	1258	yes	1	5	6	19100
1	32	female	25	4	3	5	1	2	6	7	0	2	1	ur	r	966	yes	4	3	7	17450
1	32	female	85	5	3	4	7	0	6	2	1	2	1	ur	r	836	yes	5	3	8	16900
1	32	female	92	2	3	4	5	6	1	0	7	2	1	ur	r	963	yes	2	3	5	18550
1	32	female	83	5	0	7	3	1	4	2	6	2	1	ur	u	1704	yes	5	0	5	16900
1	32	female	101	2	4	0	6	3	7	5	1	3	0	ur	p	1081	yes	4	0	4	15800
1	32	female	50	0	4	1	2	7	3	5	6	3	1	ur	r	772	yes	4	1	5	16900
1	32	female	74	1	4	6	2	7	5	0	3	3	1	ur	r	1007	yes	4	6	10	16350
1	32	female	110	1	2	7	6	4	3	5	0	3	1	ur	r	975	yes	2	7	9	17450
1	32	female	112	7	5	6	0	2	1	3	4	3	1	ur	r	858	yes	5	6	11	12500
1	32	female	37	3	6	5	2	0	7	4	1	3	1	ur	u	1214	yes	6	5	11	14150
1	32	female	93	3	1	0	6	2	7	5	4	4	0	ur	p	754	yes	0	6	6	16350
1	32	female	9	7	4	0	2	1	5	3	6	4	1	ur	r	1368	yes	0	2	2	12500
1	32	female	27	0	5	6	3	7	4	2	1	4	1	ur	r	1074	yes	6	3	9	12500
1	32	female	61	5	0	7	6	4	3	2	1	4	1	ur	r	887	yes	7	6	13	11950
1	32	female	95	5	4	2	6	1	3	0	7	4	1	ur	r	721	yes	2	6	8	12500
1	32	female	6	4	7	5	6	0	1	3	2	4	1	ur	u	2071	yes	5	6	11	9750
1	32	female	42	6	1	5	2	7	0	3	4	5	0	ur	p	1385	yes	2	7	9	10300
1	32	female	68	7	4	1	3	6	0	5	2	5	1	ur	r	766	yes	3	6	9	9750
1	32	female	84	6	7	0	5	2	3	4	1	5	1	ur	r	821	yes	5	2	7	8100
1	32	female	35	5	6	3	4	1	7	2	0	5	1	ur	u	1290	yes	4	1	5	8100
1	32	female	62	6	2	3	0	5	1	7	4	5	1	ur	u	1102	yes	0	5	5	11950
1	32	female	81	5	4	6	3	7	2	1	0	5	1	ur	u	1306	yes	3	7	10	8100
1	32	female	75	6	7	3	1	0	4	5	2	6	0	ur	p	1070	yes	0	4	4	8100
1	32	female	90	4	2	1	5	0	3	6	7	6	0	ur	p	1079	yes	0	3	3	10850
1	32	female	18	1	7	2	0	3	6	5	4	6	1	ur	r	1035	yes	3	6	9	10300
1	32	female	55	0	6	5	4	3	1	2	7	6	1	ur	r	811	yes	3	1	4	7550
1	32	female	72	3	7	6	5	4	0	2	1	6	1	ur	r	897	yes	4	0	4	3700
1	32	female	88	0	2	7	4	3	6	5	1	6	1	ur	r	814	yes	3	6	9	8650
1	32	female	7	2	0	1	7	6	4	3	5	7	0	ur	p	1823	yes	4	3	7	5900
1	32	female	23	4	3	6	7	0	2	1	5	7	1	ur	r	1053	yes	2	1	3	4800
1	32	female	28	4	0	5	3	6	2	7	1	7	1	ur	r	1126	yes	2	7	9	5900
1	32	female	87	0	1	2	5	7	6	3	4	7	1	ur	r	838	yes	6	3	9	5350
1	32	female	105	2	0	3	5	4	6	7	1	7	1	ur	r	730	yes	6	7	13	5900
1	32	female	21	4	7	2	0	6	1	5	3	7	1	ur	u	1095	yes	1	5	6	5900
1	32	female	11	7	0	2	3	6	4	1	5	8	1	ur	r	1182	yes	1	5	6	3700
1	32	female	13	4	5	7	2	6	3	0	1	8	1	ur	r	1125	yes	0	1	1	1500
1	32	female	14	4	7	6	5	2	3	1	0	8	1	ur	r	1145	yes	1	0	1	950
1	32	female	107	3	5	0	1	2	4	7	6	8	1	ur	r	763	yes	7	6	13	4250
1	32	female	33	2	6	0	5	1	7	4	3	8	1	ur	u	1298	yes	4	3	7	2600
1	32	female	46	5	7	4	1	0	2	6	3	8	1	ur	u	654	yes	6	3	9	2600
1	32	female	12	0	6	3	4	7	2	1	5	9	1	ur	r	954	yes	5	-	5	400
1	32	female	22	3	1	7	6	2	4	0	5	9	1	ur	r	1048	yes	5	-	5	400
1	32	female	49	7	2	3	5	1	6	4	0	9	1	ur	r	916	yes	0	-	0	400
1	32	female	51	2	5	7	3	0	4	1	6	9	1	ur	r	635	yes	6	-	6	400
1	32	female	97	5	2	7	3	0	4	1	6	9	1	ur	r	733	yes	6	-	6	400
1	32	female	109	4	6	0	2	5	1	7	3	9	1	ur	r	613	yes	3	-	3	400
2	29	female	6	4	7	1	3	6	5	0	2	1	0	ur	p	1782	yes	-	4	4	20200
2	29	female	11	2	0	4	1	6	3	5	7	1	0	ur	p	3293	yes	-	2	2	20200
2	29	female	50	2	5	7	6	0	4	1	3	1	0	ur	p	1559	yes	-	2	2	20200
2	29	female	5	0	5	7	3	1	4	6	2	1	1	ur	u	4251	yes	-	0	0	20200
2	29	female	55	5	7	1	4	6	0	2	3	1	1	ur	u	3594	yes	-	5	5	20200
2	29	female	105	5	2	7	3	1	6	4	0	1	1	ur	u	1211	yes	-	5	5	20200
2	29	female	65	1	7	3	0	6	5	4	2	2	0	ur	p	2126	yes	1	7	8	19100
2	29	female	32	4	1	7	0	2	6	5	3	2	1	ur	r	1297	yes	4	1	5	17450
2	29	female	13	7	4	6	0	1	5	2	3	2	1	ur	u	2848	yes	7	4	11	15800
2	29	female	21	6	2	0	4	3	7	1	5	2	1	ur	u	2431	yes	6	2	8	16350
2	29	female	45	1	6	2	4	3	5	0	7	2	1	ur	u	1812	yes	1	6	7	19100
2	29	female	104	1	0	2	5	6	3	4	7	2	1	ur	u	1871	yes	1	0	1	19100
2	29	female	49	7	4	3	5	2	1	6	0	3	0	ur	p	3261	yes	4	3	7	13050
2	29	female	9	0	1	2	5	7	3	4	6	3	1	ur	u	4124	yes	1	2	3	18550
2	29	female	40	6	1	2	3	7	4	0	5	3	1	ur	u	1934	yes	1	2	3	15250
2	29	female	47	3	2	0	6	4	1	5	7	3	1	ur	u	4181	yes	2	0	2	16350
2	29	female	63	5	3	0	4	6	1	7	2	3	1	ur	u	1858	yes	3	0	3	14700
2	29	female	110	5	2	7	3	6	0	4	1	3	1	ur	u	3098	yes	2	7	9	15250
2	29	female	16	7	2	6	4	3	1	0	5	4	0	ur	p	1819	yes	6	4	10	10300
2	29	female	41	5	1	0	3	6	4	2	7	4	0	ur	p	3356	yes	0	3	3	15250
2	29	female	10	7	6	4	3	1	0	5	2	4	1	ur	r	1458	yes	4	3	7	9200
2	29	female	20	6	3	0	7	5	2	1	4	4	1	ur	r	1547	yes	0	7	7	13600
2	29	female	48	4	6	7	2	5	0	1	3	4	1	ur	r	1536	yes	7	2	9	9200
2	29	female	111	1	2	7	6	0	4	3	5	4	1	ur	r	2597	yes	7	6	13	13050
2	29	female	108	4	2	0	3	5	6	7	1	5	0	ur	p	1555	yes	3	5	8	13050
2	29	female	54	0	5	2	4	6	7	1	3	5	1	ur	u	2923	yes	4	6	10	11950
2	29	female	61	1	5	4	0	2	7	6	3	5	1	ur	u	3329	yes	0	2	2	12500
2	29	female	74	6	2	0	4	5	7	3	1	5	1	ur	u	4176	yes	4	5	9	11400
2	29	female	83	1	4	2	5	0	6	3	7	5	1	ur	u	1820	yes	5	0	5	11400
2	29	female	95	1	4	7	0	5	2	6	3	5	1	ur	u	5585	yes	0	5	5	11400
2	29	female	26	0	6	2	4	5	3	1	7	6	0	ur	p	3030	yes	5	3	8	8100
2	29	female	81	4	7	0	2	1	3	5	6	6	0	ur	p	3581	yes	1	3	4	9750
2	29	female	31	7	4	6	5	0	3	1	2	6	1	ur	r	2022	yes	0	3	3	5350
2	29	female	33	0	4	5	2	7	1	3	6	6	1	ur	r	1344	yes	7	1	8	7550
2	29	female	36	0	5	4	1	2	7	6	3	6	1	ur	r	2746	yes	2	7	9	10850
2	29	female	64	6	2	0	1	3	5	4	7	6	1	ur	u	2335	yes	3	5	8	10850
2	29	female	17	2	5	3	7	6	1	4	0	7	1	ur	r	1558	yes	1	4	5	3700
2	29	female	59	1	5	6	4	7	3	2	0	7	1	ur	r	1062	yes	3	2	5	2600
2	29	female	82	3	6	7	2	1	4	5	0	7	1	ur	r	2366	yes	4	5	9	4250
2	29	female	93	0	4	3	7	6	2	1	5	7	1	ur	r	2059	yes	2	1	3	4800
2	29	female	89	7	6	0	4	2	5	3	1	7	1	ur	u	2588	yes	5	3	8	3700
2	29	female	102	2	0	7	1	5	3	6	4	7	1	ur	u	1851	yes	3	6	9	7000
2	29	female	29	1	3	6	2	0	7	5	4	8	1	ur	r	1362	yes	5	4	9	3150
2	29	female	37	5	1	4	6	3	7	2	0	8	1	ur	r	1170	yes	2	0	2	950
2	29	female	44	4	0	7	6	2	5	3	1	8	1	ur	r	1466	yes	3	1	4	1500
2	29	female	51	4	1	2	6	3	7	5	0	8	1	ur	r	1366	yes	5	0	5	950
2	29	female	85	3	7	0	5	1	6	2	4	8	1	ur	r	1547	yes	2	4	6	3150
2	29	female	34	5	0	3	4	1	6	2	7	8	1	ur	u	2291	yes	2	7	9	4800
2	29	female	14	1	2	7	0	4	3	6	5	9	1	ur	r	1849	yes	5	-	5	400
2	29	female	38	0	3	1	7	6	2	5	4	9	1	ur	r	1719	yes	4	-	4	400
2	29	female	76	4	5	0	3	7	1	2	6	9	1	ur	r	1521	yes	6	-	6	400
2	29	female	98	6	1	4	3	0	7	5	2	9	1	ur	r	1667	yes	2	-	2	400
2	29	female	106	2	6	7	3	1	5	4	0	9	1	ur	r	2045	yes	0	-	0	400
2	29	female	112	3	2	0	4	7	5	1	6	9	1	ur	r	3694	yes	6	-	6	400
3	28	female	54	5	7	6	3	4	2	1	0	1	0	ur	p	2421	yes	-	5	5	20200
3	28	female	64	4	5	0	7	2	1	6	3	1	1	ur	r	1357	yes	-	4	4	20200
3	28	female	71	1	2	6	7	4	0	5	3	1	1	ur	r	1520	yes	-	1	1	20200
3	28	female	5	0	6	7	5	1	3	4	2	1	1	ur	u	3749	yes	-	0	0	20200
3	28	female	21	1	6	4	2	7	5	0	3	1	1	ur	u	2467	yes	-	1	1	20200
3	28	female	96	7	6	4	1	0	2	3	5	1	1	ur	u	2833	yes	-	7	7	20200
3	28	female	20	7	2	0	3	4	6	1	5	2	1	ur	r	4058	yes	7	2	9	15800
3	28	female	56	7	6	1	3	5	0	2	4	2	1	ur	r	1795	yes	7	6	13	15800
3	28	female	93	4	1	0	7	2	5	6	3	2	1	ur	r	1409	yes	4	1	5	17450
3	28	female	97	1	2	3	5	4	6	7	0	2	1	ur	r	1613	yes	1	2	3	19100
3	28	female	100	1	0	4	5	7	6	2	3	2	1	ur	r	1874	yes	1	0	1	19100
3	28	female	85	3	6	4	1	2	5	0	7	2	1	ur	u	1948	yes	3	6	9	18000
3	28	female	40	7	2	1	6	0	5	3	4	3	1	ur	r	1618	yes	2	1	3	14150
3	28	female	75	4	3	1	7	6	0	2	5	3	1	ur	r	1312	yes	3	1	4	15250
3	28	female	82	0	4	7	5	1	2	3	6	3	1	ur	r	1397	yes	4	7	11	16900
3	28	female	79	4	2	1	6	0	3	7	5	3	1	ur	u	1801	yes	2	1	3	15800
3	28	female	88	0	1	3	4	5	7	6	2	3	1	ur	u	1613	yes	1	3	4	18550
3	28	female	106	1	3	0	5	6	2	7	4	3	1	ur	u	2261	yes	3	0	3	16900
3	28	female	28	4	7	2	0	5	3	6	1	4	0	ur	p	2948	yes	2	0	2	11400
3	28	female	95	1	4	2	6	0	3	5	7	4	0	ur	p	1637	yes	2	6	8	14700
3	28	female	58	6	0	4	1	5	7	2	3	4	1	ur	r	1884	yes	4	1	5	13050
3	28	female	107	1	3	6	5	7	0	2	4	4	1	ur	r	1446	yes	6	5	11	13050
3	28	female	29	0	6	4	3	1	5	2	7	4	1	ur	u	3140	yes	4	3	7	13050
3	28	female	77	6	5	2	7	0	3	4	1	4	1	ur	u	1744	yes	2	7	9	11400
3	28	female	8	4	6	2	5	1	7	0	3	5	1	ur	r	1949	yes	5	1	6	8650
3	28	female	11	6	4	7	5	3	0	2	1	5	1	ur	r	1899	yes	5	3	8	5900
3	28	female	37	5	2	6	4	3	7	0	1	5	1	ur	r	1561	yes	4	3	7	8650
3	28	female	46	4	3	2	6	0	5	1	7	5	1	ur	r	1710	yes	6	0	6	9750
3	28	female	13	6	1	4	0	2	5	3	7	5	1	ur	u	3548	yes	0	2	2	11950
3	28	female	38	7	4	0	3	2	1	5	6	5	1	ur	u	2932	yes	3	2	5	10300
3	28	female	9	7	6	5	3	4	1	0	2	6	1	ur	r	1590	yes	4	1	5	3700
3	28	female	23	6	7	2	1	5	0	4	3	6	1	ur	r	1597	yes	5	0	5	5900
3	28	female	42	5	6	4	3	2	0	1	7	6	1	ur	r	1413	yes	2	0	2	6450
3	28	female	67	7	5	6	4	2	3	1	0	6	1	ur	r	1479	yes	2	3	5	4250
3	28	female	69	4	2	6	5	3	0	1	7	6	1	ur	r	1612	yes	3	0	3	6450
3	28	female	30	7	3	2	4	1	6	0	5	6	1	ur	u	2288	yes	1	6	7	8100
3	28	female	27	1	0	5	4	6	2	7	3	7	1	ur	r	1594	yes	2	7	9	7000
3	28	female	49	6	2	7	4	0	3	5	1	7	1	ur	r	1329	yes	3	5	8	4800
3	28	female	72	0	7	3	2	5	6	1	4	7	1	ur	r	1230	yes	6	1	7	4250
3	28	female	78	5	0	7	6	1	4	3	2	7	1	ur	r	1263	yes	4	3	7	4250
3	28	female	43	0	3	1	2	4	6	5	7	7	1	ur	u	1864	yes	6	5	11	8100
3	28	female	94	5	4	0	3	2	6	1	7	7	1	ur	u	1544	yes	6	1	7	5900
3	28	female	18	6	3	0	7	5	2	1	4	8	1	ur	r	1802	yes	1	4	5	3150
3	28	female	24	1	3	2	5	6	0	4	7	8	1	ur	r	1525	yes	4	7	11	4800
3	28	female	57	1	4	2	6	5	7	0	3	8	1	ur	r	1293	yes	0	3	3	2600
3	28	female	92	6	0	4	5	2	1	3	7	8	1	ur	r	1294	yes	3	7	10	4800
3	28	female	104	1	7	6	4	2	0	5	3	8	1	ur	r	1249	yes	5	3	8	2600
3	28	female	105	3	7	1	2	4	6	5	0	8	1	ur	r	1464	yes	5	0	5	950
3	28	female	17	5	4	2	6	3	0	7	1	9	1	ur	r	2250	yes	1	-	1	400
3	28	female	33	7	1	5	3	4	2	0	6	9	1	ur	r	2929	yes	6	-	6	400
3	28	female	45	1	5	3	4	7	2	6	0	9	1	ur	r	1406	yes	0	-	0	400
3	28	female	68	6	7	2	4	1	0	3	5	9	1	ur	r	1255	yes	5	-	5	400
3	28	female	90	6	2	3	1	0	4	5	7	9	1	ur	r	1211	yes	7	-	7	400
3	28	female	109	6	4	3	2	0	5	7	1	9	1	ur	r	1291	yes	1	-	1	400
4	21	female	28	3	2	4	1	6	5	7	0	1	0	ur	p	1746	yes	-	3	3	20200
4	21	female	71	2	4	3	6	7	0	5	1	1	0	ur	p	2663	yes	-	2	2	20200
4	21	female	25	0	3	1	7	5	6	4	2	1	1	ur	r	1382	yes	-	0	0	20200
4	21	female	74	6	2	4	5	7	0	1	3	1	1	ur	r	1658	yes	-	6	6	20200
4	21	female	41	5	0	6	3	2	1	4	7	1	1	ur	u	1607	yes	-	5	5	20200
4	21	female	90	3	4	7	2	6	1	0	5	1	1	ur	u	1553	yes	-	3	3	20200
4	21	female	67	0	1	7	4	5	2	6	3	2	0	ur	p	1471	yes	0	1	1	19650
4	21	female	78	0	5	4	6	1	2	3	7	2	0	ur	p	2106	yes	0	5	5	19650
4	21	female	45	3	4	2	1	5	6	7	0	2	1	ur	r	1421	yes	3	4	7	18000
4	21	female	79	3	2	6	0	1	4	5	7	2	1	ur	r	1385	yes	3	2	5	18000
4	21	female	23	7	3	1	5	4	6	0	2	2	1	ur	u	2327	yes	7	3	10	15800
4	21	female	62	1	7	2	4	0	5	6	3	2	1	ur	u	2429	yes	1	7	8	19100
4	21	female	103	5	2	7	1	4	6	0	3	3	0	ur	p	3030	yes	2	7	9	15250
4	21	female	107	5	1	7	2	0	6	4	3	3	0	ur	p	2747	yes	1	7	8	15800
4	21	female	33	6	2	5	4	1	7	0	3	3	1	ur	r	1520	yes	2	5	7	14700
4	21	female	42	7	3	0	2	5	6	4	1	3	1	ur	r	1372	yes	3	0	3	13600
4	21	female	59	7	5	3	0	4	1	6	2	3	1	ur	r	1377	yes	5	3	8	12500
4	21	female	63	0	1	6	2	4	7	5	3	3	1	ur	u	1413	yes	1	6	7	18550
4	21	female	56	5	0	2	6	3	1	4	7	4	0	ur	p	1454	yes	2	6	8	14700
4	21	female	9	4	7	6	1	3	2	0	5	4	1	ur	r	1368	yes	6	1	7	9200
4	21	female	40	0	6	7	4	5	1	2	3	4	1	ur	r	1346	yes	7	4	11	11400
4	21	female	81	0	4	5	3	6	2	7	1	4	1	ur	r	1685	yes	5	3	8	13600
4	21	female	99	3	4	2	5	1	7	6	0	4	1	ur	r	1374	yes	2	5	7	13600
4	21	female	104	2	4	5	0	1	3	7	6	4	1	ur	r	1813	yes	5	0	5	12500
4	21	female	106	5	4	3	1	7	6	0	2	5	0	ur	p	1426	yes	1	7	8	10850
4	21	female	111	7	1	0	4	2	6	5	3	5	0	ur	p	3003	yes	4	2	6	11400
4	21	female	12	7	5	6	1	2	0	4	3	5	1	ur	r	1401	yes	1	2	3	7550
4	21	female	52	5	2	6	7	4	1	0	3	5	1	ur	r	1304	yes	7	4	11	7000
4	21	female	72	2	7	1	5	0	4	6	3	5	1	ur	r	1730	yes	5	0	5	9750
4	21	female	101	3	6	7	4	0	1	5	2	5	1	ur	u	2083	yes	4	0	4	7000
4	21	female	48	2	0	4	1	7	5	6	3	6	0	ur	p	2183	yes	7	5	12	9750
4	21	female	54	4	7	6	1	2	3	0	5	6	1	ur	r	1320	yes	2	3	5	6450
4	21	female	76	0	3	7	1	4	2	5	6	6	1	ur	r	1673	yes	4	2	6	9200
4	21	female	100	7	1	4	5	6	2	3	0	6	1	ur	r	1143	yes	6	2	8	4800
4	21	female	36	6	4	2	0	5	3	7	1	6	1	ur	u	2151	yes	5	3	8	8100
4	21	female	43	5	3	7	6	2	0	1	4	6	1	ur	u	1603	yes	2	0	2	4800
4	21	female	38	1	2	6	3	5	0	7	4	7	0	ur	p	2037	yes	0	7	7	7550
4	21	female	44	3	6	4	0	5	2	7	1	7	0	ur	p	1787	yes	2	7	9	5900
4	21	female	91	1	0	7	3	2	4	5	6	7	0	ur	p	2883	yes	4	5	9	7550
4	21	female	46	2	1	7	5	0	6	3	4	7	1	ur	r	1364	yes	6	3	9	5350
4	21	female	11	4	0	2	3	6	7	5	1	7	1	ur	u	2015	yes	7	5	12	4800
4	21	female	35	5	2	3	0	7	1	6	4	7	1	ur	u	2226	yes	1	6	7	7000
4	21	female	8	2	3	1	4	5	0	6	7	8	1	ur	r	1632	yes	6	7	13	4800
4	21	female	14	5	6	1	2	3	7	0	4	8	1	ur	r	1212	yes	0	4	4	3150
4	21	female	15	4	0	6	7	1	3	2	5	8	1	ur	r	1298	yes	2	5	7	3700
4	21	female	68	7	2	5	0	3	4	1	6	8	1	ur	r	1258	yes	1	6	7	4250
4	21	female	86	0	4	1	7	2	6	3	5	8	1	ur	r	1209	yes	3	5	8	3700
4	21	female	92	2	5	7	1	6	0	3	4	8	1	ur	r	1256	yes	3	4	7	3150
4	21	female	13	4	3	6	2	5	7	1	0	9	1	ur	r	2743	yes	0	-	0	400
4	21	female	22	4	5	0	2	6	1	3	7	9	1	ur	r	1330	yes	7	-	7	400
4	21	female	49	1	4	7	5	2	0	3	6	9	1	ur	r	1296	yes	6	-	6	400
4	21	female	55	1	7	5	0	2	4	6	3	9	1	ur	r	1391	yes	3	-	3	400
4	21	female	80	1	7	6	0	4	2	3	5	9	1	ur	r	1162	yes	5	-	5	400
4	21	female	108	3	5	7	0	1	4	6	2	9	1	ur	r	1151	yes	2	-	2	400
5	20	female	68	6	4	2	0	5	7	3	1	1	0	ur	p	1817	yes	-	6	6	20200
5	20	female	42	3	5	4	0	7	6	2	1	1	1	ur	r	4355	yes	-	3	3	20200
5	20	female	45	1	6	3	2	0	7	4	5	1	1	ur	u	5599	yes	-	1	1	20200
5	20	female	47	6	4	5	1	7	0	2	3	1	1	ur	u	2796	yes	-	6	6	20200
5	20	female	55	5	1	0	4	6	3	2	7	1	1	ur	u	2883	yes	-	5	5	20200
5	20	female	108	5	6	0	2	7	4	3	1	1	1	ur	u	3439	yes	-	5	5	20200
5	20	female	35	3	4	5	2	0	7	6	1	2	0	ur	p	4530	yes	3	4	7	18000
5	20	female	18	2	5	7	1	6	3	0	4	2	1	ur	r	2211	yes	2	5	7	18550
5	20	female	33	4	3	0	5	1	7	6	2	2	1	ur	r	6664	yes	4	3	7	17450
5	20	female	49	2	4	6	7	0	1	3	5	2	1	ur	r	3669	yes	2	4	6	18550
5	20	female	86	4	5	6	1	3	7	0	2	2	1	ur	r	2790	yes	4	5	9	17450
5	20	female	103	7	4	1	0	5	6	3	2	2	1	ur	u	3290	yes	7	4	11	15800
5	20	female	58	7	0	6	5	1	2	3	4	3	0	ur	p	5919	yes	0	6	6	15250
5	20	female	84	6	1	0	3	2	4	7	5	3	0	ur	p	2278	yes	1	0	1	15250
5	20	female	65	3	4	2	5	1	0	7	6	3	1	ur	r	2270	yes	4	2	6	15250
5	20	female	31	6	3	4	0	7	5	2	1	3	1	ur	u	4220	yes	3	4	7	14150
5	20	female	41	2	1	6	4	5	0	7	3	3	1	ur	u	3692	yes	1	6	7	17450
5	20	female	74	5	1	0	6	2	7	4	3	3	1	ur	u	3914	yes	1	0	1	15800
5	20	female	50	0	6	5	1	4	3	7	2	4	0	ur	p	2313	yes	5	1	6	12500
5	20	female	62	4	7	1	5	6	3	0	2	4	0	ur	p	2580	yes	1	5	6	11950
5	20	female	75	3	1	2	7	4	5	6	0	4	0	ur	p	5030	yes	2	7	9	15250
5	20	female	12	3	2	7	0	5	6	4	1	4	1	ur	r	3441	yes	7	0	7	11950
5	20	female	59	3	4	6	1	2	5	0	7	4	1	ur	u	4672	yes	6	1	7	11400
5	20	female	60	2	1	5	3	7	0	4	6	4	1	ur	u	3824	yes	5	3	8	14150
5	20	female	5	6	1	5	4	3	7	0	2	5	0	ur	p	2948	yes	4	3	7	9200
5	20	female	53	7	2	4	5	3	6	0	1	5	1	ur	r	2485	yes	5	3	8	8100
5	20	female	70	7	6	2	4	3	5	0	1	5	1	ur	r	3139	yes	4	3	7	7550
5	20	female	78	0	7	1	2	3	4	5	6	5	1	ur	r	1854	yes	2	3	5	12500
5	20	female	99	6	5	2	7	1	3	4	0	5	1	ur	r	2415	yes	7	1	8	7000
5	20	female	112	3	6	2	5	0	4	1	7	5	1	ur	u	2641	yes	5	0	5	9200
5	20	female	46	5	1	7	0	3	6	2	4	6	0	ur	p	4059	yes	3	6	9	8650
5	20	female	7	5	4	7	2	3	6	1	0	6	1	ur	r	4145	yes	3	6	9	5900
5	20	female	20	2	6	3	1	4	5	0	7	6	1	ur	r	3211	yes	4	5	9	8650
5	20	female	54	7	2	3	5	6	0	1	4	6	1	ur	r	2390	yes	6	0	6	4800
5	20	female	73	5	0	1	6	4	7	2	3	6	1	ur	r	2837	yes	4	7	11	8650
5	20	female	82	0	6	7	1	4	5	2	3	6	1	ur	r	2631	yes	4	5	9	7550
5	20	female	30	4	6	1	0	5	7	3	2	7	1	ur	r	1967	yes	7	3	10	4250
5	20	female	52	6	3	1	2	5	4	7	0	7	1	ur	r	2683	yes	4	7	11	5350
5	20	female	64	0	4	3	7	6	1	2	5	7	1	ur	r	1874	yes	1	2	3	5350
5	20	female	91	1	2	3	5	0	7	4	6	7	1	ur	r	2783	yes	7	4	11	7000
5	20	female	109	7	5	1	0	6	4	3	2	7	1	ur	r	1993	yes	4	3	7	4250
5	20	female	101	2	1	4	0	7	3	5	6	7	1	ur	u	2633	yes	3	5	8	7550
5	20	female	29	6	0	5	7	3	2	4	1	8	1	ur	r	2441	yes	4	1	5	1500
5	20	female	56	6	7	5	1	0	4	3	2	8	1	ur	r	1706	yes	3	2	5	2050
5	20	female	77	5	3	1	0	2	6	7	4	8	1	ur	r	2653	yes	7	4	11	3150
5	20	female	83	6	4	7	5	0	3	2	1	8	1	ur	r	1972	yes	2	1	3	1500
5	20	female	10	4	0	6	1	3	2	7	5	8	1	ur	u	3830	yes	7	5	12	3700
5	20	female	14	2	4	6	5	0	3	1	7	8	1	ur	u	3818	yes	1	7	8	4800
5	20	female	6	1	3	2	7	4	5	6	0	9	1	ur	r	3212	yes	0	-	0	400
5	20	female	37	5	2	6	3	0	7	4	1	9	1	ur	r	2347	yes	1	-	1	400
5	20	female	79	1	3	6	0	5	2	4	7	9	1	ur	r	1789	yes	7	-	7	400
5	20	female	110	0	4	3	7	6	1	5	2	9	1	ur	r	3071	yes	2	-	2	400
5	20	female	13	4	5	6	2	7	3	0	1	9	1	ur	u	7023	yes	1	-	1	400
5	20	female	34	0	1	2	3	7	5	6	4	9	1	ur	u	2563	yes	4	-	4	400
6	49	female	28	3	0	1	2	5	7	6	4	1	0	ur	p	2809	yes	-	3	3	20200
6	49	female	26	7	1	5	0	3	6	4	2	1	1	ur	r	1696	yes	-	7	7	20200
6	49	female	95	1	0	6	5	3	2	7	4	1	1	ur	r	1478	yes	-	1	1	20200
6	49	female	109	6	5	0	4	2	1	7	3	1	1	ur	r	1528	yes	-	6	6	20200
6	49	female	35	2	1	0	6	7	5	3	4	1	1	ur	u	2162	yes	-	2	2	20200
6	49	female	37	0	4	6	3	5	7	2	1	1	1	ur	u	2574	yes	-	0	0	20200
6	49	female	69	2	5	3	7	1	4	6	0	2	0	ur	p	7685	yes	2	5	7	18550
6	49	female	12	7	6	5	3	0	1	4	2	2	1	ur	r	1974	yes	7	6	13	15800
6	49	female	41	4	7	1	0	2	5	6	3	2	1	ur	r	2276	yes	4	7	11	17450
6	49	female	87	5	1	7	6	2	4	3	0	2	1	ur	r	1702	yes	5	1	6	16900
6	49	female	24	6	7	5	2	1	3	0	4	2	1	ur	u	2293	yes	6	7	13	16350
6	49	female	77	2	7	6	4	0	3	1	5	2	1	ur	u	1953	yes	2	7	9	18550
6	49	female	6	2	1	0	4	3	6	7	5	3	1	ur	r	2063	yes	1	0	1	17450
6	49	female	54	7	1	4	0	5	3	6	2	3	1	ur	r	1749	yes	1	4	5	14700
6	49	female	61	1	5	0	6	2	7	3	4	3	1	ur	r	1482	yes	5	0	5	15800
6	49	female	68	1	3	2	6	4	0	7	5	3	1	ur	r	1582	yes	3	2	5	16900
6	49	female	79	3	4	0	7	1	2	6	5	3	1	ur	r	1510	yes	4	0	4	15250
6	49	female	73	4	5	0	1	2	6	7	3	3	1	ur	u	2149	yes	5	0	5	14150
6	49	female	29	1	0	5	3	6	7	4	2	4	1	ur	r	1690	yes	5	3	8	15250
6	49	female	74	3	0	7	6	4	1	5	2	4	1	ur	r	2789	yes	7	6	13	13050
6	49	female	76	1	4	6	3	7	0	5	2	4	1	ur	r	1611	yes	6	3	9	12500
