Subject	Age	Sex	Trial	gap1	gap2	gap3	gap4	gap5	gap6	gap7	gap8	position	Accuracy	CorrectR	Resp	RT	Type	pre	post	TotalIsolation	TotalTime
24	20	male	8	0	3	1	7	5	6	4	2	1	1	ur	u	3879	yes	-	0	0	20200
24	20	male	11	6	2	4	5	7	0	1	3	1	1	ur	u	2217	yes	-	6	6	20200
24	20	male	38	3	2	4	1	6	5	7	0	1	1	ur	u	6921	yes	-	3	3	20200
24	20	male	107	2	4	3	6	7	0	5	1	1	1	ur	u	3631	yes	-	2	2	20200
24	20	male	79	0	1	7	4	5	2	6	3	2	1	ur	r	2047	yes	0	1	1	19650
24	20	male	32	7	3	1	5	4	6	0	2	2	1	ur	u	2329	yes	7	3	10	15800
24	20	male	44	3	4	2	1	5	6	7	0	2	1	ur	u	9833	yes	3	4	7	18000
24	20	male	68	1	7	2	4	0	5	6	3	2	1	ur	u	2527	yes	1	7	8	19100
24	20	male	105	0	5	4	6	1	2	3	7	2	1	ur	u	1807	yes	0	5	5	19650
24	20	male	110	3	2	6	0	1	4	5	7	2	1	ur	u	4721	yes	3	2	5	18000
24	20	male	26	6	2	5	4	1	7	0	3	3	0	ur	p	7131	yes	2	5	7	14700
24	20	male	67	7	5	3	0	4	1	6	2	3	0	ur	p	6748	yes	5	3	8	12500
24	20	male	22	0	1	6	2	4	7	5	3	3	1	ur	r	3367	yes	1	6	7	18550
24	20	male	106	5	2	7	1	4	6	0	3	3	1	ur	r	1595	yes	2	7	9	15250
24	20	male	12	7	3	0	2	5	6	4	1	3	1	ur	u	4539	yes	3	0	3	13600
24	20	male	93	5	1	7	2	0	6	4	3	3	1	ur	u	6419	yes	1	7	8	15800
24	20	male	56	4	7	6	1	3	2	0	5	4	0	ur	p	3338	yes	6	1	7	9200
24	20	male	89	0	6	7	4	5	1	2	3	4	0	ur	p	9549	yes	7	4	11	11400
24	20	male	23	2	4	5	0	1	3	7	6	4	1	ur	r	1345	yes	5	0	5	12500
24	20	male	54	0	4	5	3	6	2	7	1	4	1	ur	r	1759	yes	5	3	8	13600
24	20	male	82	5	0	2	6	3	1	4	7	4	1	ur	u	1875	yes	2	6	8	14700
24	20	male	83	3	4	2	5	1	7	6	0	4	1	ur	u	5214	yes	2	5	7	13600
24	20	male	28	5	2	6	7	4	1	0	3	5	1	ur	r	3039	yes	7	4	11	7000
24	20	male	42	3	6	7	4	0	1	5	2	5	1	ur	r	1607	yes	4	0	4	7000
24	20	male	98	2	7	1	5	0	4	6	3	5	1	ur	r	3903	yes	5	0	5	9750
24	20	male	21	5	4	3	1	7	6	0	2	5	1	ur	u	1796	yes	1	7	8	10850
24	20	male	33	7	1	0	4	2	6	5	3	5	1	ur	u	6424	yes	4	2	6	11400
24	20	male	109	7	5	6	1	2	0	4	3	5	1	ur	u	8936	yes	1	2	3	7550
24	20	male	29	7	1	4	5	6	2	3	0	6	1	ur	r	3014	yes	6	2	8	4800
24	20	male	46	4	7	6	1	2	3	0	5	6	1	ur	r	7107	yes	2	3	5	6450
24	20	male	48	5	3	7	6	2	0	1	4	6	1	ur	r	1596	yes	2	0	2	4800
24	20	male	69	2	0	4	1	7	5	6	3	6	1	ur	r	6199	yes	7	5	12	9750
24	20	male	97	6	4	2	0	5	3	7	1	6	1	ur	r	3313	yes	5	3	8	8100
24	20	male	7	0	3	7	1	4	2	5	6	6	1	ur	u	2821	yes	4	2	6	9200
24	20	male	6	4	0	2	3	6	7	5	1	7	1	ur	r	1929	yes	7	5	12	4800
24	20	male	35	2	1	7	5	0	6	3	4	7	1	ur	r	1615	yes	6	3	9	5350
24	20	male	64	3	6	4	0	5	2	7	1	7	1	ur	r	1553	yes	2	7	9	5900
24	20	male	58	1	0	7	3	2	4	5	6	7	1	ur	u	10080	yes	4	5	9	7550
24	20	male	90	1	2	6	3	5	0	7	4	7	1	ur	u	3296	yes	0	7	7	7550
24	20	male	99	5	2	3	0	7	1	6	4	7	1	ur	u	4764	yes	1	6	7	7000
24	20	male	101	7	2	5	0	3	4	1	6	8	0	ur	p	5899	yes	1	6	7	4250
24	20	male	45	0	4	1	7	2	6	3	5	8	1	ur	r	1870	yes	3	5	8	3700
24	20	male	49	2	5	7	1	6	0	3	4	8	1	ur	r	1699	yes	3	4	7	3150
24	20	male	87	4	0	6	7	1	3	2	5	8	1	ur	r	1497	yes	2	5	7	3700
24	20	male	94	2	3	1	4	5	0	6	7	8	1	ur	r	1668	yes	6	7	13	4800
24	20	male	104	5	6	1	2	3	7	0	4	8	1	ur	r	1461	yes	0	4	4	3150
24	20	male	9	1	7	6	0	4	2	3	5	9	1	ur	r	2919	yes	5	-	5	400
24	20	male	10	1	7	5	0	2	4	6	3	9	1	ur	r	1635	yes	3	-	3	400
24	20	male	30	1	4	7	5	2	0	3	6	9	1	ur	r	3076	yes	6	-	6	400
24	20	male	66	3	5	7	0	1	4	6	2	9	1	ur	r	2270	yes	2	-	2	400
24	20	male	71	4	3	6	2	5	7	1	0	9	1	ur	r	1604	yes	0	-	0	400
24	20	male	108	4	5	0	2	6	1	3	7	9	1	ur	r	1337	yes	7	-	7	400
