"TaskType" "subj" "block" "list" "trialnumber" "length" "serpos" "word" "writtenSP" "outputorder" "TaskTypeKnow"
"Known" 20 3 16 64 3 2 "leader" 2 2 1
"Known" 20 3 16 64 3 3 "revenge" 3 3 1
"Known" 20 3 17 65 12 1 "sunset" 1 1 1
"Known" 20 3 17 65 12 2 "borrow" -1 -1 1
"Known" 20 3 17 65 12 3 "under" 3 2 1
"Known" 20 3 17 65 12 4 "ocean" 4 3 1
"Known" 20 3 17 65 12 5 "debate" -1 -1 1
"Known" 20 3 17 65 12 6 "mixture" -1 -1 1
"Known" 20 3 17 65 12 7 "motive" -1 -1 1
"Known" 20 3 17 65 12 8 "frequent" -1 -1 1
"Known" 20 3 17 65 12 9 "station" -1 -1 1
"Known" 20 3 17 65 12 10 "gravely" -1 -1 1
"Known" 20 3 17 65 12 11 "attract" 11 4 1
"Known" 20 3 17 65 12 12 "survey" 12 5 1
"Known" 20 3 18 66 12 1 "gentle" -1 -1 1
"Known" 20 3 18 66 12 2 "payment" -1 -1 1
"Known" 20 3 18 66 12 3 "intend" -1 -1 1
"Known" 20 3 18 66 12 4 "blessing" -1 -1 1
"Known" 20 3 18 66 12 5 "doorway" -1 -1 1
"Known" 20 3 18 66 12 6 "wonder" -1 -1 1
"Known" 20 3 18 66 12 7 "dislike" 9 2 1
"Known" 20 3 18 66 12 8 "maker" -1 -1 1
"Known" 20 3 18 66 12 9 "feeling" 8 1 1
"Known" 20 3 18 66 12 10 "likewise" -1 -1 1
"Known" 20 3 18 66 12 11 "prevent" 10 3 1
"Known" 20 3 18 66 12 12 "unit" -1 -1 1
"Known" 20 3 19 67 12 1 "autumn" 1 1 1
"Known" 20 3 19 67 12 2 "cabin" -1 -1 1
"Known" 20 3 19 67 12 3 "pocket" -1 -1 1
"Known" 20 3 19 67 12 4 "village" 6 2 1
"Known" 20 3 19 67 12 5 "discuss" -1 -1 1
"Known" 20 3 19 67 12 6 "sister" -1 -1 1
"Known" 20 3 19 67 12 7 "reform" -1 -1 1
"Known" 20 3 19 67 12 8 "moral" -1 -1 1
"Known" 20 3 19 67 12 9 "delight" -1 -1 1
"Known" 20 3 19 67 12 10 "deserve" 10 3 1
"Known" 20 3 19 67 12 11 "blanket" 11 4 1
"Known" 20 3 19 67 12 12 "supply" 12 5 1
"Known" 20 3 20 68 12 1 "captive" -1 -1 1
"Known" 20 3 20 68 12 2 "measure" -1 -1 1
"Known" 20 3 20 68 12 3 "bureau" -1 -1 1
"Known" 20 3 20 68 12 4 "corner" -1 -1 1
"Known" 20 3 20 68 12 5 "neglect" -1 -1 1
"Known" 20 3 20 68 12 6 "marble" -1 -1 1
"Known" 20 3 20 68 12 7 "restless" -1 -1 1
"Known" 20 3 20 68 12 8 "story" -1 -1 1
"Known" 20 3 20 68 12 9 "oyster" 9 1 1
"Known" 20 3 20 68 12 10 "alive" 10 2 1
"Known" 20 3 20 68 12 11 "little" 11 3 1
"Known" 20 3 20 68 12 12 "frozen" 12 4 1
"Known" 20 3 21 69 12 1 "suggest" 1 1 1
"Known" 20 3 21 69 12 2 "normal" -1 -1 1
"Known" 20 3 21 69 12 3 "survive" 3 2 1
"Known" 20 3 21 69 12 4 "direct" -1 -1 1
"Known" 20 3 21 69 12 5 "image" -1 -1 1
"Known" 20 3 21 69 12 6 "echo" -1 -1 1
"Known" 20 3 21 69 12 7 "feeble" -1 -1 1
"Known" 20 3 21 69 12 8 "among" -1 -1 1
"Known" 20 3 21 69 12 9 "wealthy" 10 3 1
"Known" 20 3 21 69 12 10 "salad" -1 -1 1
"Known" 20 3 21 69 12 11 "until" 11 4 1
"Known" 20 3 21 69 12 12 "madam" 12 5 1
"Known" 20 3 22 70 12 1 "sorrow" -1 -1 1
"Known" 20 3 22 70 12 2 "scatter" -1 -1 1
"Known" 20 3 22 70 12 3 "beauty" -1 -1 1
"Known" 20 3 22 70 12 4 "devote" -1 -1 1
"Known" 20 3 22 70 12 5 "powder" -1 -1 1
"Known" 20 3 22 70 12 6 "exhaust" -1 -1 1
"Known" 20 3 22 70 12 7 "former" -1 -1 1
"Known" 20 3 22 70 12 8 "refer" -1 -1 1
"Known" 20 3 22 70 12 9 "sudden" -1 -1 1
"Known" 20 3 22 70 12 10 "export" 10 1 1
"Known" 20 3 22 70 12 11 "castle" 11 2 1
"Known" 20 3 22 70 12 12 "nervous" 12 3 1
"Known" 20 3 23 71 12 1 "section" -1 -1 1
"Known" 20 3 23 71 12 2 "building" -1 -1 1
"Known" 20 3 23 71 12 3 "arise" 3 1 1
"Known" 20 3 23 71 12 4 "became" -1 -1 1
"Known" 20 3 23 71 12 5 "absent" 5 2 1
"Known" 20 3 23 71 12 6 "basket" -1 -1 1
"Known" 20 3 23 71 12 7 "around" -1 -1 1
"Known" 20 3 23 71 12 8 "comfort" 8 3 1
"Known" 20 3 23 71 12 9 "ascend" 9 4 1
"Known" 20 3 23 71 12 10 "distress" -1 -1 1
"Known" 20 3 23 71 12 11 "desire" 10 5 1
"Known" 20 3 23 71 12 12 "reserve" -1 -1 1
"Known" 20 3 24 72 12 1 "combine" -1 -1 1
"Known" 20 3 24 72 12 2 "matter" -1 -1 1
"Known" 20 3 24 72 12 3 "absorb" -1 -1 1
"Known" 20 3 24 72 12 4 "cotton" -1 -1 1
"Known" 20 3 24 72 12 5 "surely" -1 -1 1
"Known" 20 3 24 72 12 6 "kindness" -1 -1 1
"Known" 20 3 24 72 12 7 "patent" -1 -1 1
"Known" 20 3 24 72 12 8 "comrade" 9 2 1
"Known" 20 3 24 72 12 9 "passion" 8 1 1
"Known" 20 3 24 72 12 10 "allow" 10 3 1
"Known" 20 3 24 72 12 11 "sentence" 11 4 1
"Known" 20 3 24 72 12 12 "shepherd" 12 5 1
"Known" 20 4 1 73 6 1 "pillow" 1 1 1
"Known" 20 4 1 73 6 2 "venture" -1 -1 1
"Known" 20 4 1 73 6 3 "button" -1 -1 1
"Known" 20 4 1 73 6 4 "before" -1 -1 1
"Known" 20 4 1 73 6 5 "rejoice" -1 -1 1
"Known" 20 4 1 73 6 6 "partly" 6 3 1
"Known" 20 4 2 74 6 1 "farther" 1 1 1
"Known" 20 4 2 74 6 2 "servant" 2 2 1
"Known" 20 4 2 74 6 3 "foreign" 3 3 1
"Known" 20 4 2 74 6 4 "clothing" 4 4 1
"Known" 20 4 2 74 6 5 "surface" -1 -1 1
"Known" 20 4 2 74 6 6 "lower" 6 5 1
"Known" 20 4 3 75 6 1 "pilot" 1 1 1
"Known" 20 4 3 75 6 2 "rider" -1 -1 1
"Known" 20 4 3 75 6 3 "several" 3 3 1
"Known" 20 4 3 75 6 4 "purple" -1 -1 1
"Known" 20 4 3 75 6 5 "device" -1 -1 1
"Known" 20 4 3 75 6 6 "over" -1 -1 1
"Known" 20 4 4 76 6 1 "million" 1 1 1
"Known" 20 4 4 76 6 2 "function" -1 -1 1
"Known" 20 4 4 76 6 3 "bargain" -1 -1 1
"Known" 20 4 4 76 6 4 "pursue" 4 2 1
"Known" 20 4 4 76 6 5 "pitcher" 5 3 1
"Known" 20 4 4 76 6 6 "moment" 6 4 1
"Known" 20 4 5 77 6 1 "feather" -1 -1 1
"Known" 20 4 5 77 6 2 "orange" 2 1 1
"Known" 20 4 5 77 6 3 "guilty" -1 -1 1
"Known" 20 4 5 77 6 4 "sprinkle" 4 2 1
"Known" 20 4 5 77 6 5 "fallen" 5 3 1
"Known" 20 4 5 77 6 6 "pistol" 6 4 1
"Known" 20 4 6 78 6 1 "mercy" -1 -1 1
"Known" 20 4 6 78 6 2 "luncheon" 2 1 1
"Known" 20 4 6 78 6 3 "sometime" -1 -1 1
"Known" 20 4 6 78 6 4 "spider" 4 2 1
"Known" 20 4 6 78 6 5 "garden" 5 3 1
"Known" 20 4 6 78 6 6 "contents" 6 4 1
"Known" 20 4 7 79 6 1 "only" 1 1 1
"Known" 20 4 7 79 6 2 "sadly" 2 2 1
"Known" 20 4 7 79 6 3 "away" 3 3 1
"Known" 20 4 7 79 6 4 "limit" 4 4 1
"Known" 20 4 7 79 6 5 "monarch" 5 5 1
"Known" 20 4 7 79 6 6 "darkness" 6 6 1
"Known" 20 4 8 80 6 1 "import" -1 -1 1
"Known" 20 4 8 80 6 2 "event" -1 -1 1
"Known" 20 4 8 80 6 3 "nephew" 2 1 1
"Known" 20 4 8 80 6 4 "helpless" 4 2 1
"Known" 20 4 8 80 6 5 "regard" 5 3 1
"Known" 20 4 8 80 6 6 "dismiss" 6 4 1
"Known" 20 4 9 81 2 1 "perform" 1 1 1
"Known" 20 4 9 81 2 2 "pointed" 2 2 1
"Known" 20 4 10 82 2 1 "civil" 1 1 1
"Known" 20 4 10 82 2 2 "largely" 2 2 1
"Known" 20 4 11 83 2 1 "slumber" 1 1 1
"Known" 20 4 11 83 2 2 "complete" 2 2 1
"Known" 20 4 12 84 2 1 "arrest" 1 1 1
"Known" 20 4 12 84 2 2 "rattle" 2 2 1
"Known" 20 4 13 85 2 1 "quiver" 1 1 1
"Known" 20 4 13 85 2 2 "rapid" 2 2 1
"Known" 20 4 14 86 2 1 "column" 1 1 1
"Known" 20 4 14 86 2 2 "member" 2 2 1
"Known" 20 4 15 87 2 1 "temper" 1 1 1
"Known" 20 4 15 87 2 2 "ancient" 2 2 1
"Known" 20 4 16 88 2 1 "slender" -1 -1 1
"Known" 20 4 16 88 2 2 "chimney" -1 -1 1
"Unknown" 1 1 1 1 3 1 "angle" 1 1 0
"Unknown" 1 1 1 1 3 2 "loyal" 2 2 0
"Unknown" 1 1 1 1 3 3 "olive" 3 3 0
"Unknown" 1 1 2 2 8 1 "maiden" -1 -1 0
"Unknown" 1 1 2 2 8 2 "pardon" 2 2 0
"Unknown" 1 1 2 2 8 3 "only" -1 -1 0
"Unknown" 1 1 2 2 8 4 "luster" -1 -1 0
"Unknown" 1 1 2 2 8 5 "duty" -1 -1 0
"Unknown" 1 1 2 2 8 6 "instinct" -1 -1 0
"Unknown" 1 1 2 2 8 7 "alas" -1 -1 0
"Unknown" 1 1 2 2 8 8 "dispute" 8 3 0
"Unknown" 1 1 3 3 1 1 "create" 1 1 0
"Unknown" 1 1 4 4 12 1 "passion" 1 1 0
"Unknown" 1 1 4 4 12 2 "rural" -1 -1 0
"Unknown" 1 1 4 4 12 3 "corner" -1 -1 0
"Unknown" 1 1 4 4 12 4 "highway" -1 -1 0
"Unknown" 1 1 4 4 12 5 "cabin" -1 -1 0
"Unknown" 1 1 4 4 12 6 "princess" 2 2 0
"Unknown" 1 1 4 4 12 7 "event" -1 -1 0
"Unknown" 1 1 4 4 12 8 "paper" -1 -1 0
"Unknown" 1 1 4 4 12 9 "visit" -1 -1 0
"Unknown" 1 1 4 4 12 10 "remark" -1 -1 0
"Unknown" 1 1 4 4 12 11 "swiftly" 11 3 0
"Unknown" 1 1 4 4 12 12 "scholar" 12 4 0
"Unknown" 1 1 5 5 7 1 "portion" 1 1 0
"Unknown" 1 1 5 5 7 2 "forward" 2 2 0
"Unknown" 1 1 5 5 7 3 "ugly" 3 3 0
"Unknown" 1 1 5 5 7 4 "dislike" -1 -1 0
"Unknown" 1 1 5 5 7 5 "reckon" -1 -1 0
"Unknown" 1 1 5 5 7 6 "digest" -1 -1 0
"Unknown" 1 1 5 5 7 7 "scarcely" 7 4 0
"Unknown" 1 1 6 6 6 1 "become" 1 1 0
"Unknown" 1 1 6 6 6 2 "convey" -1 -1 0
"Unknown" 1 1 6 6 6 3 "admit" -1 -1 0
"Unknown" 1 1 6 6 6 4 "offer" 4 2 0
"Unknown" 1 1 6 6 6 5 "compound" 5 3 0
"Unknown" 1 1 6 6 6 6 "canvas" -1 -1 0
"Unknown" 1 1 7 7 15 1 "require" -1 -1 0
"Unknown" 1 1 7 7 15 2 "soldier" -1 -1 0
"Unknown" 1 1 7 7 15 3 "future" -1 -1 0
"Unknown" 1 1 7 7 15 4 "novel" -1 -1 0
"Unknown" 1 1 7 7 15 5 "theory" -1 -1 0
"Unknown" 1 1 7 7 15 6 "error" -1 -1 0
"Unknown" 1 1 7 7 15 7 "pilot" -1 -1 0
"Unknown" 1 1 7 7 15 8 "current" -1 -1 0
"Unknown" 1 1 7 7 15 9 "revenge" -1 -1 0
"Unknown" 1 1 7 7 15 10 "goddess" -1 -1 0
"Unknown" 1 1 7 7 15 11 "package" -1 -1 0
"Unknown" 1 1 7 7 15 12 "muscle" -1 -1 0
"Unknown" 1 1 7 7 15 13 "lumber" -1 -1 0
"Unknown" 1 1 7 7 15 14 "allow" 14 1 0
"Unknown" 1 1 7 7 15 15 "master" 15 2 0
"Unknown" 1 1 8 8 2 1 "intend" 1 1 0
"Unknown" 1 1 8 8 2 2 "method" 2 2 0
"Unknown" 1 1 9 9 6 1 "pillow" 1 1 0
"Unknown" 1 1 9 9 6 2 "impress" 2 2 0
"Unknown" 1 1 9 9 6 3 "purchase" 3 3 0
"Unknown" 1 1 9 9 6 4 "signal" -1 -1 0
"Unknown" 1 1 9 9 6 5 "firmly" -1 -1 0
"Unknown" 1 1 9 9 6 6 "football" 6 4 0
"Unknown" 1 1 10 10 15 1 "attain" -1 -1 0
"Unknown" 1 1 10 10 15 2 "shepherd" -1 -1 0
"Unknown" 1 1 10 10 15 3 "tiny" -1 -1 0
"Unknown" 1 1 10 10 15 4 "jersey" -1 -1 0
"Unknown" 1 1 10 10 15 5 "worthy" -1 -1 0
"Unknown" 1 1 10 10 15 6 "hidden" -1 -1 0
"Unknown" 1 1 10 10 15 7 "manner" -1 -1 0
"Unknown" 1 1 10 10 15 8 "gracious" -1 -1 0
"Unknown" 1 1 10 10 15 9 "marble" -1 -1 0
"Unknown" 1 1 10 10 15 10 "oblige" -1 -1 0
"Unknown" 1 1 10 10 15 11 "emerge" -1 -1 0
"Unknown" 1 1 10 10 15 12 "temple" 12 1 0
"Unknown" 1 1 10 10 15 13 "picture" 13 2 0
"Unknown" 1 1 10 10 15 14 "sparkle" 14 3 0
"Unknown" 1 1 10 10 15 15 "elbow" 15 4 0
"Unknown" 1 1 11 11 7 1 "exist" -1 -1 0
"Unknown" 1 1 11 11 7 2 "release" -1 -1 0
"Unknown" 1 1 11 11 7 3 "almost" -1 -1 0
"Unknown" 1 1 11 11 7 4 "nothing" -1 -1 0
"Unknown" 1 1 11 11 7 5 "hatred" 5 1 0
"Unknown" 1 1 11 11 7 6 "pony" 6 2 0
"Unknown" 1 1 11 11 7 7 "maybe" 7 3 0
"Unknown" 1 1 12 12 4 1 "commence" 1 1 0
"Unknown" 1 1 12 12 4 2 "inside" 2 2 0
"Unknown" 1 1 12 12 4 3 "eager" 3 3 0
"Unknown" 1 1 12 12 4 4 "endure" 4 4 0
"Unknown" 1 1 13 13 5 1 "maintain" 1 1 0
"Unknown" 1 1 13 13 5 2 "account" 2 2 0
"Unknown" 1 1 13 13 5 3 "unlike" 3 3 0
"Unknown" 1 1 13 13 5 4 "sheriff" 4 4 0
"Unknown" 1 1 13 13 5 5 "climate" 5 5 0
"Unknown" 1 1 14 14 10 1 "cottage" -1 -1 0
"Unknown" 1 1 14 14 10 2 "wanting" -1 -1 0
"Unknown" 1 1 14 14 10 3 "bargain" -1 -1 0
"Unknown" 1 1 14 14 10 4 "hotel" -1 -1 0
"Unknown" 1 1 14 14 10 5 "reflect" -1 -1 0
"Unknown" 1 1 14 14 10 6 "beaten" -1 -1 0
"Unknown" 1 1 14 14 10 7 "charming" -1 -1 0
"Unknown" 1 1 14 14 10 8 "permit" -1 -1 0
"Unknown" 1 1 14 14 10 9 "sorrow" 9 1 0
"Unknown" 1 1 14 14 10 10 "above" 10 2 0
"Unknown" 1 1 15 15 2 1 "section" 1 1 0
"Unknown" 1 1 15 15 2 2 "invite" 2 2 0
"Unknown" 1 1 16 16 8 1 "mighty" 1 1 0
"Unknown" 1 1 16 16 8 2 "meaning" -1 -1 0
"Unknown" 1 1 16 16 8 3 "fury" -1 -1 0
"Unknown" 1 1 16 16 8 4 "again" -1 -1 0
"Unknown" 1 1 16 16 8 5 "fallen" 5 3 0
"Unknown" 1 1 16 16 8 6 "weary" -1 -1 0
"Unknown" 1 1 16 16 8 7 "mirror" 7 4 0
"Unknown" 1 1 16 16 8 8 "onion" 8 5 0
"Unknown" 1 1 17 17 10 1 "whisper" 1 1 0
"Unknown" 1 1 17 17 10 2 "remind" -1 -1 0
"Unknown" 1 1 17 17 10 3 "secure" -1 -1 0
"Unknown" 1 1 17 17 10 4 "inspire" -1 -1 0
"Unknown" 1 1 17 17 10 5 "success" -1 -1 0
"Unknown" 1 1 17 17 10 6 "author" -1 -1 0
"Unknown" 1 1 17 17 10 7 "spirit" -1 -1 0
"Unknown" 1 1 17 17 10 8 "reason" 8 2 0
"Unknown" 1 1 17 17 10 9 "angel" 9 3 0
"Unknown" 1 1 17 17 10 10 "mental" 10 4 0
"Unknown" 1 1 18 18 1 1 "foreign" 1 1 0
"Unknown" 1 1 19 19 12 1 "ago" -1 -1 0
"Unknown" 1 1 19 19 12 2 "autumn" 2 1 0
"Unknown" 1 1 19 19 12 3 "inquire" -1 -1 0
"Unknown" 1 1 19 19 12 4 "conflict" -1 -1 0
"Unknown" 1 1 19 19 12 5 "dealer" -1 -1 0
"Unknown" 1 1 19 19 12 6 "swallow" -1 -1 0
"Unknown" 1 1 19 19 12 7 "finger" -1 -1 0
"Unknown" 1 1 19 19 12 8 "weapon" -1 -1 0
"Unknown" 1 1 19 19 12 9 "traffic" 9 2 0
"Unknown" 1 1 19 19 12 10 "hasten" 10 3 0
"Unknown" 1 1 19 19 12 11 "candy" 11 4 0
"Unknown" 1 1 19 19 12 12 "kitchen" 12 5 0
"Unknown" 1 1 20 20 4 1 "career" 1 1 0
"Unknown" 1 1 20 20 4 2 "suffer" 2 2 0
"Unknown" 1 1 20 20 4 3 "unite" 3 3 0
"Unknown" 1 1 20 20 4 4 "render" 4 4 0
"Unknown" 1 1 21 21 5 1 "culture" 1 1 0
"Unknown" 1 1 21 21 5 2 "decay" 2 2 0
"Unknown" 1 1 21 21 5 3 "closet" 3 3 0
"Unknown" 1 1 21 21 5 4 "farmer" 4 4 0
"Unknown" 1 1 21 21 5 5 "silence" 5 5 0
"Unknown" 1 1 22 22 3 1 "merchant" 1 1 0
"Unknown" 1 1 22 22 3 2 "funny" 2 2 0
"Unknown" 1 1 22 22 3 3 "village" 3 3 0
"Unknown" 1 1 23 23 10 1 "money" 1 1 0
"Unknown" 1 1 23 23 10 2 "angry" -1 -1 0
"Unknown" 1 1 23 23 10 3 "engine" -1 -1 0
"Unknown" 1 1 23 23 10 4 "conceive" -1 -1 0
"Unknown" 1 1 23 23 10 5 "appeal" -1 -1 0
"Unknown" 1 1 23 23 10 6 "theater" -1 -1 0
"Unknown" 1 1 23 23 10 7 "indeed" -1 -1 0
"Unknown" 1 1 23 23 10 8 "direct" 8 2 0
"Unknown" 1 1 23 23 10 9 "assign" 9 3 0
"Unknown" 1 1 23 23 10 10 "refer" 10 4 0
"Unknown" 1 1 24 24 6 1 "rubber" 1 1 0
"Unknown" 1 1 24 24 6 2 "perfume" 2 2 0
"Unknown" 1 1 24 24 6 3 "survive" 3 3 0
"Unknown" 1 1 24 24 6 4 "agent" 4 4 0
"Unknown" 1 1 24 24 6 5 "feeble" -1 -1 0
"Unknown" 1 1 24 24 6 6 "chiefly" -1 -1 0
"Unknown" 1 2 1 25 5 1 "outside" 1 1 0
"Unknown" 1 2 1 25 5 2 "river" 2 2 0
"Unknown" 1 2 1 25 5 3 "deceive" 3 3 0
"Unknown" 1 2 1 25 5 4 "awhile" 4 4 0
"Unknown" 1 2 1 25 5 5 "folly" 5 5 0
"Unknown" 1 2 2 26 4 1 "venture" 1 1 0
"Unknown" 1 2 2 26 4 2 "condense" 2 2 0
"Unknown" 1 2 2 26 4 3 "prayer" 3 3 0
"Unknown" 1 2 2 26 4 4 "embrace" 4 4 0
"Unknown" 1 2 3 27 15 1 "column" -1 -1 0
"Unknown" 1 2 3 27 15 2 "apple" -1 -1 0
"Unknown" 1 2 3 27 15 3 "ancient" -1 -1 0
"Unknown" 1 2 3 27 15 4 "matter" -1 -1 0
"Unknown" 1 2 3 27 15 5 "dissolve" -1 -1 0
"Unknown" 1 2 3 27 15 6 "pigeon" -1 -1 0
"Unknown" 1 2 3 27 15 7 "season" -1 -1 0
"Unknown" 1 2 3 27 15 8 "college" -1 -1 0
"Unknown" 1 2 3 27 15 9 "meadow" -1 -1 0
"Unknown" 1 2 3 27 15 10 "sometime" -1 -1 0
"Unknown" 1 2 3 27 15 11 "kindly" -1 -1 0
"Unknown" 1 2 3 27 15 12 "patient" 12 1 0
"Unknown" 1 2 3 27 15 13 "publish" 13 2 0
"Unknown" 1 2 3 27 15 14 "over" 14 3 0
"Unknown" 1 2 3 27 15 15 "quarter" 15 4 0
"Unknown" 1 2 4 28 7 1 "contrast" 1 1 0
"Unknown" 1 2 4 28 7 2 "fortune" -1 -1 0
"Unknown" 1 2 4 28 7 3 "riches" -1 -1 0
"Unknown" 1 2 4 28 7 4 "police" 3 3 0
"Unknown" 1 2 4 28 7 5 "farther" 4 4 0
"Unknown" 1 2 4 28 7 6 "figure" 5 5 0
"Unknown" 1 2 4 28 7 7 "organ" 7 6 0
"Unknown" 1 2 5 29 15 1 "upset" -1 -1 0
"Unknown" 1 2 5 29 15 2 "distress" -1 -1 0
"Unknown" 1 2 5 29 15 3 "worker" -1 -1 0
"Unknown" 1 2 5 29 15 4 "campaign" -1 -1 0
"Unknown" 1 2 5 29 15 5 "infant" -1 -1 0
"Unknown" 1 2 5 29 15 6 "summer" -1 -1 0
"Unknown" 1 2 5 29 15 7 "instruct" -1 -1 0
"Unknown" 1 2 5 29 15 8 "table" -1 -1 0
"Unknown" 1 2 5 29 15 9 "surround" -1 -1 0
"Unknown" 1 2 5 29 15 10 "image" -1 -1 0
"Unknown" 1 2 5 29 15 11 "describe" 12 1 0
"Unknown" 1 2 5 29 15 12 "creature" -1 -1 0
"Unknown" 1 2 5 29 15 13 "latter" 13 2 0
"Unknown" 1 2 5 29 15 14 "music" 14 3 0
"Unknown" 1 2 5 29 15 15 "habit" 15 4 0
"Unknown" 1 2 6 30 8 1 "human" 1 1 0
"Unknown" 1 2 6 30 8 2 "guilty" 2 2 0
"Unknown" 1 2 6 30 8 3 "unto" -1 -1 0
"Unknown" 1 2 6 30 8 4 "concern" -1 -1 0
"Unknown" 1 2 6 30 8 5 "palace" 5 3 0
"Unknown" 1 2 6 30 8 6 "adopt" 6 4 0
"Unknown" 1 2 6 30 8 7 "merit" -1 -1 0
"Unknown" 1 2 6 30 8 8 "castle" 8 5 0
"Unknown" 1 2 7 31 2 1 "crazy" 1 1 0
"Unknown" 1 2 7 31 2 2 "jolly" 2 2 0
"Unknown" 1 2 8 32 7 1 "absence" -1 -1 0
"Unknown" 1 2 8 32 7 2 "differ" -1 -1 0
"Unknown" 1 2 8 32 7 3 "colonel" 3 1 0
"Unknown" 1 2 8 32 7 4 "often" 4 2 0
"Unknown" 1 2 8 32 7 5 "lecture" 5 3 0
"Unknown" 1 2 8 32 7 6 "circle" -1 -1 0
"Unknown" 1 2 8 32 7 7 "frozen" 7 4 0
"Unknown" 1 2 9 33 1 1 "color" 1 1 0
"Unknown" 1 2 10 34 12 1 "sentence" 1 1 0
"Unknown" 1 2 10 34 12 2 "against" -1 -1 0
"Unknown" 1 2 10 34 12 3 "alive" -1 -1 0
"Unknown" 1 2 10 34 12 4 "attack" 2 2 0
"Unknown" 1 2 10 34 12 5 "resist" -1 -1 0
"Unknown" 1 2 10 34 12 6 "argue" -1 -1 0
"Unknown" 1 2 10 34 12 7 "gallant" -1 -1 0
"Unknown" 1 2 10 34 12 8 "vanish" -1 -1 0
"Unknown" 1 2 10 34 12 9 "eagle" -1 -1 0
"Unknown" 1 2 10 34 12 10 "equip" 11 4 0
"Unknown" 1 2 10 34 12 11 "sincere" -1 -1 0
"Unknown" 1 2 10 34 12 12 "refuse" -1 -1 0
"Unknown" 1 2 11 35 5 1 "achieve" 1 1 0
"Unknown" 1 2 11 35 5 2 "slowly" 2 2 0
"Unknown" 1 2 11 35 5 3 "ashore" 3 3 0
"Unknown" 1 2 11 35 5 4 "jacket" 4 4 0
"Unknown" 1 2 11 35 5 5 "daylight" 5 5 0
"Unknown" 1 2 12 36 2 1 "although" 1 1 0
"Unknown" 1 2 12 36 2 2 "chimney" 2 2 0
"Unknown" 1 2 13 37 6 1 "lightly" 1 1 0
"Unknown" 1 2 13 37 6 2 "spider" -1 -1 0
"Unknown" 1 2 13 37 6 3 "candle" 3 2 0
"Unknown" 1 2 13 37 6 4 "union" 4 3 0
"Unknown" 1 2 13 37 6 5 "slipper" 5 4 0
"Unknown" 1 2 13 37 6 6 "below" 6 5 0
"Unknown" 1 2 14 38 3 1 "laughter" 1 1 0
"Unknown" 1 2 14 38 3 2 "rifle" 2 2 0
"Unknown" 1 2 14 38 3 3 "excite" 3 3 0
"Unknown" 1 2 15 39 1 1 "disgrace" 1 1 0
"Unknown" 1 2 16 40 10 1 "movie" 1 1 0
"Unknown" 1 2 16 40 10 2 "fabric" -1 -1 0
"Unknown" 1 2 16 40 10 3 "story" -1 -1 0
"Unknown" 1 2 16 40 10 4 "center" -1 -1 0
"Unknown" 1 2 16 40 10 5 "payment" -1 -1 0
"Unknown" 1 2 16 40 10 6 "vessel" -1 -1 0
"Unknown" 1 2 16 40 10 7 "poem" -1 -1 0
"Unknown" 1 2 16 40 10 8 "mischief" 8 2 0
"Unknown" 1 2 16 40 10 9 "failure" 9 3 0
"Unknown" 1 2 16 40 10 10 "mixture" -1 -1 0
"Unknown" 1 2 17 41 3 1 "awful" 1 1 0
"Unknown" 1 2 17 41 3 2 "preserve" 2 2 0
"Unknown" 1 2 17 41 3 3 "supper" 3 3 0
"Unknown" 1 2 18 42 4 1 "pointed" 1 1 0
"Unknown" 1 2 18 42 4 2 "neglect" 2 2 0
"Unknown" 1 2 18 42 4 3 "accept" -1 -1 0
"Unknown" 1 2 18 42 4 4 "income" 4 4 0
"Unknown" 1 2 19 43 12 1 "western" -1 -1 0
"Unknown" 1 2 19 43 12 2 "number" -1 -1 0
"Unknown" 1 2 19 43 12 3 "dreadful" -1 -1 0
"Unknown" 1 2 19 43 12 4 "judgment" -1 -1 0
"Unknown" 1 2 19 43 12 5 "arrow" -1 -1 0
"Unknown" 1 2 19 43 12 6 "button" -1 -1 0
"Unknown" 1 2 19 43 12 7 "despise" -1 -1 0
"Unknown" 1 2 19 43 12 8 "horror" -1 -1 0
"Unknown" 1 2 19 43 12 9 "advise" -1 -1 0
"Unknown" 1 2 19 43 12 10 "salute" 10 1 0
"Unknown" 1 2 19 43 12 11 "sustain" 11 2 0
"Unknown" 1 2 19 43 12 12 "project" 12 3 0
"Unknown" 1 2 20 44 8 1 "linger" -1 -1 0
"Unknown" 1 2 20 44 8 2 "science" -1 -1 0
"Unknown" 1 2 20 44 8 3 "enjoy" -1 -1 0
"Unknown" 1 2 20 44 8 4 "lovely" -1 -1 0
"Unknown" 1 2 20 44 8 5 "every" 5 1 0
"Unknown" 1 2 20 44 8 6 "impulse" 6 2 0
"Unknown" 1 2 20 44 8 7 "yonder" 7 3 0
"Unknown" 1 2 20 44 8 8 "stolen" 8 4 0
"Unknown" 1 2 21 45 1 1 "compare" 1 1 0
"Unknown" 1 2 22 46 10 1 "softly" -1 -1 0
"Unknown" 1 2 22 46 10 2 "journey" -1 -1 0
"Unknown" 1 2 22 46 10 3 "highly" -1 -1 0
"Unknown" 1 2 22 46 10 4 "declare" -1 -1 0
"Unknown" 1 2 22 46 10 5 "invent" 1 1 0
"Unknown" 1 2 22 46 10 6 "proudly" 2 2 0
"Unknown" 1 2 22 46 10 7 "wander" -1 -1 0
