"TaskType" "subj" "block" "list" "trialnumber" "length" "serpos" "word" "writtenSP" "outputorder" "TaskTypeKnow"
"Known" 9 4 11 83 3 3 "device" 3 3 1
"Known" 9 4 12 84 3 1 "comment" 1 1 1
"Known" 9 4 12 84 3 2 "severe" 2 2 1
"Known" 9 4 12 84 3 3 "motive" 3 3 1
"Known" 9 4 13 85 3 1 "arise" 1 1 1
"Known" 9 4 13 85 3 2 "county" 2 2 1
"Known" 9 4 13 85 3 3 "confuse" 3 3 1
"Known" 9 4 14 86 3 1 "outside" 1 1 1
"Known" 9 4 14 86 3 2 "patient" 2 2 1
"Known" 9 4 14 86 3 3 "southern" 3 3 1
"Known" 9 4 15 87 3 1 "condense" 1 1 1
"Known" 9 4 15 87 3 2 "gallant" 2 2 1
"Known" 9 4 15 87 3 3 "harvest" 3 3 1
"Known" 9 4 16 88 3 1 "eastern" 1 1 1
"Known" 9 4 16 88 3 2 "submit" 2 2 1
"Known" 9 4 16 88 3 3 "destroy" 3 3 1
"Known" 10 1 1 1 5 1 "bushel" 1 1 1
"Known" 10 1 1 1 5 2 "rocky" 2 2 1
"Known" 10 1 1 1 5 3 "handsome" -1 -1 1
"Known" 10 1 1 1 5 4 "errand" -1 -1 1
"Known" 10 1 1 1 5 5 "traffic" -1 -1 1
"Known" 10 1 2 2 5 1 "endure" 1 1 1
"Known" 10 1 2 2 5 2 "goddess" 2 2 1
"Known" 10 1 2 2 5 3 "complete" 3 3 1
"Known" 10 1 2 2 5 4 "perfect" 4 4 1
"Known" 10 1 2 2 5 5 "impose" 5 5 1
"Known" 10 1 3 3 5 1 "language" 1 1 1
"Known" 10 1 3 3 5 2 "ticket" 2 2 1
"Known" 10 1 3 3 5 3 "portion" 3 3 1
"Known" 10 1 3 3 5 4 "hotel" 4 4 1
"Known" 10 1 3 3 5 5 "cable" 5 5 1
"Known" 10 1 4 4 5 1 "gallop" 1 1 1
"Known" 10 1 4 4 5 2 "servant" -1 -1 1
"Known" 10 1 4 4 5 3 "assist" -1 -1 1
"Known" 10 1 4 4 5 4 "swiftly" -1 -1 1
"Known" 10 1 4 4 5 5 "chapel" 5 2 1
"Known" 10 1 5 5 5 1 "faithful" 1 1 1
"Known" 10 1 5 5 5 2 "cotton" 2 2 1
"Known" 10 1 5 5 5 3 "city" 3 3 1
"Known" 10 1 5 5 5 4 "money" 4 4 1
"Known" 10 1 5 5 5 5 "trifle" 5 5 1
"Known" 10 1 6 6 5 1 "nephew" 1 1 1
"Known" 10 1 6 6 5 2 "pursuit" 2 2 1
"Known" 10 1 6 6 5 3 "cradle" 3 3 1
"Known" 10 1 6 6 5 4 "other" 4 4 1
"Known" 10 1 6 6 5 5 "moral" -1 -1 1
"Known" 10 1 7 7 5 1 "monarch" 1 1 1
"Known" 10 1 7 7 5 2 "commerce" 2 2 1
"Known" 10 1 7 7 5 3 "virtue" 3 3 1
"Known" 10 1 7 7 5 4 "justice" -1 -1 1
"Known" 10 1 7 7 5 5 "deadly" -1 -1 1
"Known" 10 1 8 8 5 1 "reckless" 1 1 1
"Known" 10 1 8 8 5 2 "easy" 2 2 1
"Known" 10 1 8 8 5 3 "answer" -1 -1 1
"Known" 10 1 8 8 5 4 "silence" -1 -1 1
"Known" 10 1 8 8 5 5 "commence" 5 3 1
"Known" 10 1 9 9 8 1 "refuse" 1 1 1
"Known" 10 1 9 9 8 2 "consult" 2 2 1
"Known" 10 1 9 9 8 3 "image" 3 3 1
"Known" 10 1 9 9 8 4 "kitchen" 4 4 1
"Known" 10 1 9 9 8 5 "helpless" -1 -1 1
"Known" 10 1 9 9 8 6 "scarcely" -1 -1 1
"Known" 10 1 9 9 8 7 "loyal" -1 -1 1
"Known" 10 1 9 9 8 8 "pursue" 8 5 1
"Known" 10 1 10 10 8 1 "attach" 1 1 1
"Known" 10 1 10 10 8 2 "chiefly" 2 2 1
"Known" 10 1 10 10 8 3 "apple" 3 3 1
"Known" 10 1 10 10 8 4 "ascend" -1 -1 1
"Known" 10 1 10 10 8 5 "question" -1 -1 1
"Known" 10 1 10 10 8 6 "alive" -1 -1 1
"Known" 10 1 10 10 8 7 "soldier" -1 -1 1
"Known" 10 1 10 10 8 8 "even" 8 4 1
"Known" 10 1 11 11 8 1 "factor" 1 1 1
"Known" 10 1 11 11 8 2 "bullet" 2 2 1
"Known" 10 1 11 11 8 3 "monkey" 3 3 1
"Known" 10 1 11 11 8 4 "sacred" 4 4 1
"Known" 10 1 11 11 8 5 "mighty" 5 5 1
"Known" 10 1 11 11 8 6 "carry" -1 -1 1
"Known" 10 1 11 11 8 7 "insect" -1 -1 1
"Known" 10 1 11 11 8 8 "twinkle" -1 -1 1
"Known" 10 1 12 12 8 1 "admit" 1 1 1
"Known" 10 1 12 12 8 2 "column" 2 2 1
"Known" 10 1 12 12 8 3 "control" 3 3 1
"Known" 10 1 12 12 8 4 "belief" 4 4 1
"Known" 10 1 12 12 8 5 "restless" -1 -1 1
"Known" 10 1 12 12 8 6 "several" -1 -1 1
"Known" 10 1 12 12 8 7 "although" -1 -1 1
"Known" 10 1 12 12 8 8 "darkness" -1 -1 1
"Known" 10 1 13 13 8 1 "maintain" 1 1 1
"Known" 10 1 13 13 8 2 "message" 2 2 1
"Known" 10 1 13 13 8 3 "ever" 3 3 1
"Known" 10 1 13 13 8 4 "fairly" -1 -1 1
"Known" 10 1 13 13 8 5 "meaning" -1 -1 1
"Known" 10 1 13 13 8 6 "painter" -1 -1 1
"Known" 10 1 13 13 8 7 "crazy" -1 -1 1
"Known" 10 1 13 13 8 8 "accept" 8 4 1
"Known" 10 1 14 14 8 1 "funeral" 1 1 1
"Known" 10 1 14 14 8 2 "early" 2 2 1
"Known" 10 1 14 14 8 3 "explain" 3 3 1
"Known" 10 1 14 14 8 4 "parent" 4 4 1
"Known" 10 1 14 14 8 5 "improve" 5 5 1
"Known" 10 1 14 14 8 6 "mention" -1 -1 1
"Known" 10 1 14 14 8 7 "tiny" -1 -1 1
"Known" 10 1 14 14 8 8 "amuse" 8 6 1
"Known" 10 1 15 15 8 1 "account" 1 1 1
"Known" 10 1 15 15 8 2 "confine" 2 2 1
"Known" 10 1 15 15 8 3 "ocean" 3 3 1
"Known" 10 1 15 15 8 4 "confess" -1 -1 1
"Known" 10 1 15 15 8 5 "acre" -1 -1 1
"Known" 10 1 15 15 8 6 "lightly" -1 -1 1
"Known" 10 1 15 15 8 7 "women" 4 4 1
"Known" 10 1 15 15 8 8 "riches" -1 -1 1
"Known" 10 1 16 16 8 1 "compare" 1 1 1
"Known" 10 1 16 16 8 2 "mission" 2 2 1
"Known" 10 1 16 16 8 3 "painting" 3 3 1
"Known" 10 1 16 16 8 4 "temper" 4 4 1
"Known" 10 1 16 16 8 5 "assure" -1 -1 1
"Known" 10 1 16 16 8 6 "passage" -1 -1 1
"Known" 10 1 16 16 8 7 "gracious" -1 -1 1
"Known" 10 1 16 16 8 8 "lecture" 8 5 1
"Known" 10 1 17 17 10 1 "shelter" 1 1 1
"Known" 10 1 17 17 10 2 "lumber" 2 2 1
"Known" 10 1 17 17 10 3 "captive" 3 3 1
"Known" 10 1 17 17 10 4 "railway" -1 -1 1
"Known" 10 1 17 17 10 5 "beauty" -1 -1 1
"Known" 10 1 17 17 10 6 "merchant" -1 -1 1
"Known" 10 1 17 17 10 7 "below" -1 -1 1
"Known" 10 1 17 17 10 8 "ashamed" -1 -1 1
"Known" 10 1 17 17 10 9 "habit" -1 -1 1
"Known" 10 1 17 17 10 10 "infant" 10 4 1
"Known" 10 1 18 18 10 1 "regret" 1 1 1
"Known" 10 1 18 18 10 2 "northern" 2 2 1
"Known" 10 1 18 18 10 3 "manage" 3 3 1
"Known" 10 1 18 18 10 4 "shortly" 4 4 1
"Known" 10 1 18 18 10 5 "patience" -1 -1 1
"Known" 10 1 18 18 10 6 "correct" -1 -1 1
"Known" 10 1 18 18 10 7 "muscle" -1 -1 1
"Known" 10 1 18 18 10 8 "robin" -1 -1 1
"Known" 10 1 18 18 10 9 "recent" 9 5 1
"Known" 10 1 18 18 10 10 "clothing" 10 6 1
"Known" 10 1 19 19 10 1 "barely" 1 1 1
"Known" 10 1 19 19 10 2 "sunset" 2 2 1
"Known" 10 1 19 19 10 3 "plainly" -1 -1 1
"Known" 10 1 19 19 10 4 "amid" -1 -1 1
"Known" 10 1 19 19 10 5 "relief" -1 -1 1
"Known" 10 1 19 19 10 6 "measure" -1 -1 1
"Known" 10 1 19 19 10 7 "taken" -1 -1 1
"Known" 10 1 19 19 10 8 "struggle" -1 -1 1
"Known" 10 1 19 19 10 9 "inspire" -1 -1 1
"Known" 10 1 19 19 10 10 "frequent" -1 -1 1
"Known" 10 1 20 20 10 1 "finish" 1 1 1
"Known" 10 1 20 20 10 2 "basin" 2 2 1
"Known" 10 1 20 20 10 3 "mountain" 3 3 1
"Known" 10 1 20 20 10 4 "reckon" 4 4 1
"Known" 10 1 20 20 10 5 "daylight" -1 -1 1
"Known" 10 1 20 20 10 6 "campaign" -1 -1 1
"Known" 10 1 20 20 10 7 "pillow" -1 -1 1
"Known" 10 1 20 20 10 8 "body" -1 -1 1
"Known" 10 1 20 20 10 9 "teacher" 9 5 1
"Known" 10 1 20 20 10 10 "stable" 10 6 1
"Known" 10 1 21 21 10 1 "dissolve" 1 1 1
"Known" 10 1 21 21 10 2 "mingle" 2 2 1
"Known" 10 1 21 21 10 3 "jersey" 3 3 1
"Known" 10 1 21 21 10 4 "deny" 4 4 1
"Known" 10 1 21 21 10 5 "degree" -1 -1 1
"Known" 10 1 21 21 10 6 "admire" -1 -1 1
"Known" 10 1 21 21 10 7 "instruct" -1 -1 1
"Known" 10 1 21 21 10 8 "exist" 9 5 1
"Known" 10 1 21 21 10 9 "empire" -1 -1 1
"Known" 10 1 21 21 10 10 "really" 10 6 1
"Known" 10 1 22 22 10 1 "impress" 1 1 1
"Known" 10 1 22 22 10 2 "carbon" 2 2 1
"Known" 10 1 22 22 10 3 "tennis" 3 3 1
"Known" 10 1 22 22 10 4 "yonder" 4 4 1
"Known" 10 1 22 22 10 5 "business" 5 5 1
"Known" 10 1 22 22 10 6 "until" -1 -1 1
"Known" 10 1 22 22 10 7 "police" -1 -1 1
"Known" 10 1 22 22 10 8 "honey" -1 -1 1
"Known" 10 1 22 22 10 9 "aside" -1 -1 1
"Known" 10 1 22 22 10 10 "contract" 10 6 1
"Known" 10 1 23 23 10 1 "parlor" 1 1 1
"Known" 10 1 23 23 10 2 "southern" 2 2 1
"Known" 10 1 23 23 10 3 "worship" 3 3 1
"Known" 10 1 23 23 10 4 "supper" 4 4 1
"Known" 10 1 23 23 10 5 "scholar" -1 -1 1
"Known" 10 1 23 23 10 6 "dismiss" -1 -1 1
"Known" 10 1 23 23 10 7 "pleasure" -1 -1 1
"Known" 10 1 23 23 10 8 "owner" 8 5 1
"Known" 10 1 23 23 10 9 "frontier" 9 6 1
"Known" 10 1 23 23 10 10 "weary" 10 7 1
"Known" 10 1 24 24 10 1 "comfort" 1 1 1
"Known" 10 1 24 24 10 2 "manner" 2 2 1
"Known" 10 1 24 24 10 3 "pointed" 3 3 1
"Known" 10 1 24 24 10 4 "every" 4 4 1
"Known" 10 1 24 24 10 5 "subject" -1 -1 1
"Known" 10 1 24 24 10 6 "excite" -1 -1 1
"Known" 10 1 24 24 10 7 "carpet" -1 -1 1
"Known" 10 1 24 24 10 8 "funny" -1 -1 1
"Known" 10 1 24 24 10 9 "public" 9 5 1
"Known" 10 1 24 24 10 10 "leather" 10 6 1
"Known" 10 2 1 25 4 1 "creature" 1 1 1
"Known" 10 2 1 25 4 2 "apart" 2 2 1
"Known" 10 2 1 25 4 3 "survive" 3 3 1
"Known" 10 2 1 25 4 4 "thunder" 4 4 1
"Known" 10 2 2 26 4 1 "direct" 1 1 1
"Known" 10 2 2 26 4 2 "defend" 2 2 1
"Known" 10 2 2 26 4 3 "unit" 3 3 1
"Known" 10 2 2 26 4 4 "excess" 4 4 1
"Known" 10 2 3 27 4 1 "digest" 1 1 1
"Known" 10 2 3 27 4 2 "author" 2 2 1
"Known" 10 2 3 27 4 3 "desire" 3 3 1
"Known" 10 2 3 27 4 4 "theater" 4 4 1
"Known" 10 2 4 28 4 1 "latter" 1 1 1
"Known" 10 2 4 28 4 2 "mirror" 2 2 1
"Known" 10 2 4 28 4 3 "stumble" 3 3 1
"Known" 10 2 4 28 4 4 "resist" 4 4 1
"Known" 10 2 5 29 4 1 "vessel" 1 1 1
"Known" 10 2 5 29 4 2 "affair" 2 2 1
"Known" 10 2 5 29 4 3 "letter" 3 3 1
"Known" 10 2 5 29 4 4 "enjoy" 4 4 1
"Known" 10 2 6 30 4 1 "narrow" 1 1 1
"Known" 10 2 6 30 4 2 "bureau" 2 2 1
"Known" 10 2 6 30 4 3 "because" 3 3 1
"Known" 10 2 6 30 4 4 "await" 4 4 1
"Known" 10 2 7 31 4 1 "procure" 1 1 1
"Known" 10 2 7 31 4 2 "charming" 2 2 1
"Known" 10 2 7 31 4 3 "slipper" 4 3 1
"Known" 10 2 7 31 4 4 "briefly" -1 -1 1
"Known" 10 2 8 32 4 1 "partly" 1 1 1
"Known" 10 2 8 32 4 2 "almost" 2 2 1
"Known" 10 2 8 32 4 3 "regard" 3 3 1
"Known" 10 2 8 32 4 4 "utmost" 4 4 1
"Known" 10 2 9 33 7 1 "loudly" 1 1 1
"Known" 10 2 9 33 7 2 "dismay" 2 2 1
"Known" 10 2 9 33 7 3 "jealous" 3 3 1
"Known" 10 2 9 33 7 4 "protest" 4 4 1
"Known" 10 2 9 33 7 5 "advance" -1 -1 1
"Known" 10 2 9 33 7 6 "error" -1 -1 1
"Known" 10 2 9 33 7 7 "bestow" 7 5 1
"Known" 10 2 10 34 7 1 "avoid" 1 1 1
"Known" 10 2 10 34 7 2 "insult" 2 2 1
"Known" 10 2 10 34 7 3 "attract" 3 3 1
"Known" 10 2 10 34 7 4 "suspect" 4 4 1
"Known" 10 2 10 34 7 5 "failure" 5 5 1
"Known" 10 2 10 34 7 6 "resort" -1 -1 1
"Known" 10 2 10 34 7 7 "beaten" -1 -1 1
"Known" 10 2 11 35 7 1 "sentence" 1 1 1
"Known" 10 2 11 35 7 2 "payment" 2 2 1
"Known" 10 2 11 35 7 3 "sprinkle" 3 3 1
"Known" 10 2 11 35 7 4 "speaker" 4 4 1
"Known" 10 2 11 35 7 5 "combine" -1 -1 1
"Known" 10 2 11 35 7 6 "became" -1 -1 1
"Known" 10 2 11 35 7 7 "sparrow" 7 5 1
"Known" 10 2 12 36 7 1 "water" 1 1 1
"Known" 10 2 12 36 7 2 "happen" 2 2 1
"Known" 10 2 12 36 7 3 "conquer" -1 -1 1
"Known" 10 2 12 36 7 4 "travel" 4 3 1
"Known" 10 2 12 36 7 5 "being" -1 -1 1
"Known" 10 2 12 36 7 6 "differ" 6 4 1
"Known" 10 2 12 36 7 7 "arrow" 7 5 1
"Known" 10 2 13 37 7 1 "motion" 1 1 1
"Known" 10 2 13 37 7 2 "mistake" 2 2 1
"Known" 10 2 13 37 7 3 "culture" -1 -1 1
"Known" 10 2 13 37 7 4 "olive" -1 -1 1
"Known" 10 2 13 37 7 5 "awful" -1 -1 1
"Known" 10 2 13 37 7 6 "wealthy" -1 -1 1
"Known" 10 2 13 37 7 7 "sadly" 7 3 1
"Known" 10 2 14 38 7 1 "maiden" -1 -1 1
"Known" 10 2 14 38 7 2 "diet" -1 -1 1
"Known" 10 2 14 38 7 3 "chimney" -1 -1 1
"Known" 10 2 14 38 7 4 "powder" 4 1 1
"Known" 10 2 14 38 7 5 "major" 5 2 1
"Known" 10 2 14 38 7 6 "hatred" 6 3 1
"Known" 10 2 14 38 7 7 "fountain" -1 -1 1
"Known" 10 2 15 39 7 1 "purely" 1 1 1
"Known" 10 2 15 39 7 2 "appear" 2 2 1
"Known" 10 2 15 39 7 3 "flavor" 3 3 1
"Known" 10 2 15 39 7 4 "labor" 4 4 1
"Known" 10 2 15 39 7 5 "county" 5 5 1
"Known" 10 2 15 39 7 6 "oven" -1 -1 1
"Known" 10 2 15 39 7 7 "away" -1 -1 1
"Known" 10 2 16 40 7 1 "mother" 1 1 1
"Known" 10 2 16 40 7 2 "extra" 2 2 1
"Known" 10 2 16 40 7 3 "pocket" 3 3 1
"Known" 10 2 16 40 7 4 "harbor" 4 4 1
"Known" 10 2 16 40 7 5 "nervous" 5 5 1
"Known" 10 2 16 40 7 6 "expose" 6 6 1
"Known" 10 2 16 40 7 7 "program" 7 7 1
"Known" 10 2 17 41 6 1 "mixture" 1 1 1
"Known" 10 2 17 41 6 2 "conquest" 2 2 1
"Known" 10 2 17 41 6 3 "moment" -1 -1 1
"Known" 10 2 17 41 6 4 "folly" -1 -1 1
"Known" 10 2 17 41 6 5 "hasten" -1 -1 1
"Known" 10 2 17 41 6 6 "farewell" 6 3 1
"Known" 10 2 18 42 6 1 "civil" 1 1 1
"Known" 10 2 18 42 6 2 "cheerful" 2 2 1
"Known" 10 2 18 42 6 3 "uncle" 3 3 1
"Known" 10 2 18 42 6 4 "suppose" 4 4 1
"Known" 10 2 18 42 6 5 "dreadful" 5 5 1
"Known" 10 2 18 42 6 6 "remark" 6 6 1
"Known" 10 2 19 43 6 1 "instead" 1 1 1
"Known" 10 2 19 43 6 2 "array" 2 2 1
"Known" 10 2 19 43 6 3 "prayer" 3 3 1
"Known" 10 2 19 43 6 4 "journey" 4 4 1
"Known" 10 2 19 43 6 5 "devote" 5 5 1
"Known" 10 2 19 43 6 6 "gesture" -1 -1 1
"Known" 10 2 20 44 6 1 "item" 1 1 1
"Known" 10 2 20 44 6 2 "elder" 2 2 1
"Known" 10 2 20 44 6 3 "effect" 3 3 1
"Known" 10 2 20 44 6 4 "arrest" 4 4 1
"Known" 10 2 20 44 6 5 "angle" 5 5 1
"Known" 10 2 20 44 6 6 "lively" 6 6 1
"Known" 10 2 21 45 6 1 "hunter" 1 1 1
"Known" 10 2 21 45 6 2 "weapon" 2 2 1
"Known" 10 2 21 45 6 3 "consist" 3 3 1
"Known" 10 2 21 45 6 4 "spider" 4 4 1
"Known" 10 2 21 45 6 5 "mainly" 5 5 1
"Known" 10 2 21 45 6 6 "naked" 6 6 1
"Known" 10 2 22 46 6 1 "empty" 1 1 1
"Known" 10 2 22 46 6 2 "instant" 2 2 1
"Known" 10 2 22 46 6 3 "chairman" 3 3 1
"Known" 10 2 22 46 6 4 "contents" -1 -1 1
"Known" 10 2 22 46 6 5 "candle" -1 -1 1
"Known" 10 2 22 46 6 6 "convert" 6 4 1
"Known" 10 2 23 47 6 1 "behold" 1 1 1
"Known" 10 2 23 47 6 2 "awhile" 2 2 1
"Known" 10 2 23 47 6 3 "revenge" 3 3 1
"Known" 10 2 23 47 6 4 "borrow" 4 4 1
"Known" 10 2 23 47 6 5 "itself" 5 5 1
"Known" 10 2 23 47 6 6 "singer" 6 6 1
"Known" 10 2 24 48 6 1 "pretty" 1 1 1
"Known" 10 2 24 48 6 2 "center" 2 2 1
"Known" 10 2 24 48 6 3 "lemon" 3 3 1
"Known" 10 2 24 48 6 4 "disgust" 4 4 1
"Known" 10 2 24 48 6 5 "outline" 5 5 1
"Known" 10 2 24 48 6 6 "summon" -1 -1 1
"Known" 10 3 1 49 3 1 "double" 1 1 1
"Known" 10 3 1 49 3 2 "cruel" 2 2 1
"Known" 10 3 1 49 3 3 "healthy" 3 3 1
"Known" 10 3 2 50 3 1 "submit" 1 1 1
"Known" 10 3 2 50 3 2 "create" 2 2 1
"Known" 10 3 2 50 3 3 "comrade" 3 3 1
"Known" 10 3 3 51 3 1 "driven" 1 1 1
"Known" 10 3 3 51 3 2 "without" 2 2 1
"Known" 10 3 3 51 3 3 "forest" 3 3 1
"Known" 10 3 4 52 3 1 "supreme" 1 1 1
"Known" 10 3 4 52 3 2 "apply" 2 2 1
"Known" 10 3 4 52 3 3 "orange" 3 3 1
"Known" 10 3 5 53 3 1 "bitter" 1 1 1
"Known" 10 3 5 53 3 2 "luster" 2 2 1
"Known" 10 3 5 53 3 3 "menace" 3 3 1
"Known" 10 3 6 54 3 1 "wrinkle" 1 1 1
"Known" 10 3 6 54 3 2 "promptly" 2 2 1
"Known" 10 3 6 54 3 3 "prison" 3 3 1
"Known" 10 3 7 55 3 1 "pigeon" 1 1 1
"Known" 10 3 7 55 3 2 "eastern" 2 2 1
"Known" 10 3 7 55 3 3 "forgive" 3 3 1
"Known" 10 3 8 56 3 1 "slender" 1 1 1
"Known" 10 3 8 56 3 2 "venture" 2 2 1
"Known" 10 3 8 56 3 3 "able" 3 3 1
"Known" 10 3 9 57 12 1 "number" 1 1 1
"Known" 10 3 9 57 12 2 "needle" -1 -1 1
"Known" 10 3 9 57 12 3 "pattern" -1 -1 1
"Known" 10 3 9 57 12 4 "native" -1 -1 1
"Known" 10 3 9 57 12 5 "valley" -1 -1 1
"Known" 10 3 9 57 12 6 "unlike" -1 -1 1
"Known" 10 3 9 57 12 7 "bubble" -1 -1 1
"Known" 10 3 9 57 12 8 "behave" -1 -1 1
"Known" 10 3 9 57 12 9 "neglect" -1 -1 1
"Known" 10 3 9 57 12 10 "hardly" -1 -1 1
"Known" 10 3 9 57 12 11 "pepper" 11 2 1
"Known" 10 3 9 57 12 12 "saddle" 12 3 1
"Known" 10 3 10 58 12 1 "mayor" 1 1 1
"Known" 10 3 10 58 12 2 "acid" 2 2 1
"Known" 10 3 10 58 12 3 "given" 3 3 1
"Known" 10 3 10 58 12 4 "request" 4 4 1
"Known" 10 3 10 58 12 5 "dinner" 5 5 1
"Known" 10 3 10 58 12 6 "compound" -1 -1 1
"Known" 10 3 10 58 12 7 "mental" -1 -1 1
"Known" 10 3 10 58 12 8 "liquor" -1 -1 1
"Known" 10 3 10 58 12 9 "incline" 10 6 1
"Known" 10 3 10 58 12 10 "bargain" 11 7 1
"Known" 10 3 10 58 12 11 "accuse" -1 -1 1
"Known" 10 3 10 58 12 12 "feeble" -1 -1 1
"Known" 10 3 11 59 12 1 "perform" -1 -1 1
"Known" 10 3 11 59 12 2 "despair" -1 -1 1
"Known" 10 3 11 59 12 3 "reveal" -1 -1 1
"Known" 10 3 11 59 12 4 "sustain" -1 -1 1
"Known" 10 3 11 59 12 5 "palace" -1 -1 1
"Known" 10 3 11 59 12 6 "forget" -1 -1 1
"Known" 10 3 11 59 12 7 "shower" -1 -1 1
"Known" 10 3 11 59 12 8 "involve" 8 1 1
"Known" 10 3 11 59 12 9 "active" 9 2 1
"Known" 10 3 11 59 12 10 "custom" -1 -1 1
"Known" 10 3 11 59 12 11 "appeal" -1 -1 1
"Known" 10 3 11 59 12 12 "adopt" 12 3 1
"Known" 10 3 12 60 12 1 "stocking" 1 1 1
"Known" 10 3 12 60 12 2 "bedroom" 2 2 1
"Known" 10 3 12 60 12 3 "series" 3 3 1
"Known" 10 3 12 60 12 4 "tumble" 4 4 1
"Known" 10 3 12 60 12 5 "weakness" 5 5 1
"Known" 10 3 12 60 12 6 "sailor" -1 -1 1
"Known" 10 3 12 60 12 7 "maybe" -1 -1 1
"Known" 10 3 12 60 12 8 "party" -1 -1 1
"Known" 10 3 12 60 12 9 "sober" -1 -1 1
"Known" 10 3 12 60 12 10 "farmer" 11 6 1
"Known" 10 3 12 60 12 11 "matter" -1 -1 1
"Known" 10 3 12 60 12 12 "concert" 12 7 1
"Known" 10 3 13 61 12 1 "village" 1 1 1
"Known" 10 3 13 61 12 2 "kindness" 2 2 1
"Known" 10 3 13 61 12 3 "journal" 3 3 1
"Known" 10 3 13 61 12 4 "rapid" 4 4 1
"Known" 10 3 13 61 12 5 "splendid" 5 5 1
"Known" 10 3 13 61 12 6 "rural" -1 -1 1
"Known" 10 3 13 61 12 7 "clever" -1 -1 1
"Known" 10 3 13 61 12 8 "battle" -1 -1 1
"Known" 10 3 13 61 12 9 "kingdom" 9 6 1
"Known" 10 3 13 61 12 10 "around" -1 -1 1
"Known" 10 3 13 61 12 11 "cottage" 11 7 1
"Known" 10 3 13 61 12 12 "complain" 12 8 1
"Known" 10 3 14 62 12 1 "football" 1 1 1
"Known" 10 3 14 62 12 2 "color" -1 -1 1
"Known" 10 3 14 62 12 3 "feeling" 3 2 1
"Known" 10 3 14 62 12 4 "deserve" -1 -1 1
"Known" 10 3 14 62 12 5 "feather" -1 -1 1
"Known" 10 3 14 62 12 6 "awake" -1 -1 1
"Known" 10 3 14 62 12 7 "tiger" 8 3 1
"Known" 10 3 14 62 12 8 "marriage" 9 4 1
"Known" 10 3 14 62 12 9 "baby" -1 -1 1
"Known" 10 3 14 62 12 10 "except" -1 -1 1
"Known" 10 3 14 62 12 11 "slowly" 12 6 1
"Known" 10 3 14 62 12 12 "detail" -1 -1 1
"Known" 10 3 15 63 12 1 "poem" 1 1 1
"Known" 10 3 15 63 12 2 "danger" 2 2 1
"Known" 10 3 15 63 12 3 "linger" 3 3 1
"Known" 10 3 15 63 12 4 "indeed" 4 4 1
"Known" 10 3 15 63 12 5 "today" 5 5 1
"Known" 10 3 15 63 12 6 "sometime" 6 6 1
"Known" 10 3 15 63 12 7 "separate" -1 -1 1
"Known" 10 3 15 63 12 8 "thereby" -1 -1 1
"Known" 10 3 15 63 12 9 "behind" -1 -1 1
"Known" 10 3 15 63 12 10 "ago" -1 -1 1
"Known" 10 3 15 63 12 11 "system" 11 7 1
"Known" 10 3 15 63 12 12 "lazy" 12 8 1
"Known" 10 3 16 64 12 1 "province" 1 1 1
"Known" 10 3 16 64 12 2 "harvest" -1 -1 1
"Known" 10 3 16 64 12 3 "maker" -1 -1 1
"Known" 10 3 16 64 12 4 "temple" -1 -1 1
"Known" 10 3 16 64 12 5 "assault" -1 -1 1
"Known" 10 3 16 64 12 6 "backward" -1 -1 1
"Known" 10 3 16 64 12 7 "famous" -1 -1 1
"Known" 10 3 16 64 12 8 "hammer" -1 -1 1
"Known" 10 3 16 64 12 9 "reflect" 9 2 1
"Known" 10 3 16 64 12 10 "possess" 10 3 1
"Known" 10 3 16 64 12 11 "private" 11 4 1
"Known" 10 3 16 64 12 12 "paper" 12 5 1
"Known" 10 3 17 65 1 1 "device" 1 1 1
"Known" 10 3 18 66 1 1 "student" 1 1 1
"Known" 10 3 19 67 1 1 "rejoice" 1 1 1
"Known" 10 3 20 68 1 1 "closet" 1 1 1
"Known" 10 3 21 69 1 1 "wagon" 1 1 1
"Known" 10 3 22 70 1 1 "fabric" 1 1 1
"Known" 10 3 23 71 1 1 "humble" 1 1 1
"Known" 10 3 24 72 1 1 "rabbit" 1 1 1
"Known" 10 4 1 73 2 1 "gently" 1 1 1
"Known" 10 4 1 73 2 2 "music" 2 2 1
"Known" 10 4 2 74 2 1 "winter" 1 1 1
"Known" 10 4 2 74 2 2 "envy" 2 2 1
"Known" 10 4 3 75 2 1 "deceive" 1 1 1
"Known" 10 4 3 75 2 2 "highway" 2 2 1
"Known" 10 4 4 76 2 1 "endless" 1 1 1
"Known" 10 4 4 76 2 2 "lady" 2 2 1
"Known" 10 4 5 77 2 1 "frighten" 1 1 1
"Known" 10 4 5 77 2 2 "provide" 2 2 1
"Known" 10 4 6 78 2 1 "gallant" 1 1 1
"Known" 10 4 6 78 2 2 "further" 2 2 1
"Known" 10 4 7 79 2 1 "western" 1 1 1
"Known" 10 4 7 79 2 2 "surround" 2 2 1
"Known" 10 4 8 80 2 1 "fiercely" 1 1 1
"Known" 10 4 8 80 2 2 "patient" 2 2 1
"Known" 10 4 9 81 15 1 "sparkle" 1 1 1
"Known" 10 4 9 81 15 2 "condemn" 2 2 1
"Known" 10 4 9 81 15 3 "alas" -1 -1 1
"Known" 10 4 9 81 15 4 "hither" -1 -1 1
"Known" 10 4 9 81 15 5 "kindly" -1 -1 1
"Known" 10 4 9 81 15 6 "perish" -1 -1 1
