"Knownlength" "subj" "block" "list" "trialnumber" "length" "serpos" "word" "outputorder" "LengthKnow"
"Known" 10 2 19 43 15 4 "willow" 2 1
"Known" 10 2 19 43 15 5 "favor" -1 1
"Known" 10 2 19 43 15 6 "beauty" 3 1
"Known" 10 2 19 43 15 7 "sister" 4 1
"Known" 10 2 19 43 15 8 "invent" -1 1
"Known" 10 2 19 43 15 9 "nephew" 5 1
"Known" 10 2 19 43 15 10 "fury" -1 1
"Known" 10 2 19 43 15 11 "party" -1 1
"Known" 10 2 19 43 15 12 "offence" -1 1
"Known" 10 2 19 43 15 13 "cannon" 6 1
"Known" 10 2 19 43 15 14 "fallen" 7 1
"Known" 10 2 19 43 15 15 "complete" 1 1
"Known" 10 2 20 44 15 1 "failure" -1 1
"Known" 10 2 20 44 15 2 "travel" -1 1
"Known" 10 2 20 44 15 3 "campaign" -1 1
"Known" 10 2 20 44 15 4 "product" -1 1
"Known" 10 2 20 44 15 5 "relief" -1 1
"Known" 10 2 20 44 15 6 "husband" 6 1
"Known" 10 2 20 44 15 7 "prayer" -1 1
"Known" 10 2 20 44 15 8 "captive" -1 1
"Known" 10 2 20 44 15 9 "alive" 7 1
"Known" 10 2 20 44 15 10 "prison" 4 1
"Known" 10 2 20 44 15 11 "remove" -1 1
"Known" 10 2 20 44 15 12 "partly" 2 1
"Known" 10 2 20 44 15 13 "restless" 3 1
"Known" 10 2 20 44 15 14 "theory" -1 1
"Known" 10 2 20 44 15 15 "endure" 1 1
"Known" 10 2 21 45 15 1 "bother" -1 1
"Known" 10 2 21 45 15 2 "funeral" 5 1
"Known" 10 2 21 45 15 3 "story" -1 1
"Known" 10 2 21 45 15 4 "fortune" 6 1
"Known" 10 2 21 45 15 5 "precious" -1 1
"Known" 10 2 21 45 15 6 "merely" -1 1
"Known" 10 2 21 45 15 7 "costly" -1 1
"Known" 10 2 21 45 15 8 "angel" -1 1
"Known" 10 2 21 45 15 9 "writer" -1 1
"Known" 10 2 21 45 15 10 "shower" -1 1
"Known" 10 2 21 45 15 11 "distinct" 3 1
"Known" 10 2 21 45 15 12 "beggar" 4 1
"Known" 10 2 21 45 15 13 "berry" -1 1
"Known" 10 2 21 45 15 14 "darkness" 2 1
"Known" 10 2 21 45 15 15 "forest" 1 1
"Known" 10 2 22 46 15 1 "survive" -1 1
"Known" 10 2 22 46 15 2 "middle" -1 1
"Known" 10 2 22 46 15 3 "district" -1 1
"Known" 10 2 22 46 15 4 "pleasure" -1 1
"Known" 10 2 22 46 15 5 "scarcely" -1 1
"Known" 10 2 22 46 15 6 "thereby" -1 1
"Known" 10 2 22 46 15 7 "acre" -1 1
"Known" 10 2 22 46 15 8 "cottage" -1 1
"Known" 10 2 22 46 15 9 "function" -1 1
"Known" 10 2 22 46 15 10 "income" 3 1
"Known" 10 2 22 46 15 11 "bargain" -1 1
"Known" 10 2 22 46 15 12 "plainly" -1 1
"Known" 10 2 22 46 15 13 "liquid" 4 1
"Known" 10 2 22 46 15 14 "retreat" 2 1
"Known" 10 2 22 46 15 15 "island" 1 1
"Known" 10 2 23 47 15 1 "butter" -1 1
"Known" 10 2 23 47 15 2 "question" -1 1
"Known" 10 2 23 47 15 3 "normal" -1 1
"Known" 10 2 23 47 15 4 "beneath" -1 1
"Known" 10 2 23 47 15 5 "achieve" -1 1
"Known" 10 2 23 47 15 6 "climate" -1 1
"Known" 10 2 23 47 15 7 "hungry" 5 1
"Known" 10 2 23 47 15 8 "upset" 6 1
"Known" 10 2 23 47 15 9 "depart" -1 1
"Known" 10 2 23 47 15 10 "separate" -1 1
"Known" 10 2 23 47 15 11 "merit" -1 1
"Known" 10 2 23 47 15 12 "deserve" 4 1
"Known" 10 2 23 47 15 13 "figure" 3 1
"Known" 10 2 23 47 15 14 "lawyer" 2 1
"Known" 10 2 23 47 15 15 "sugar" 1 1
"Known" 10 2 24 48 15 1 "basin" -1 1
"Known" 10 2 24 48 15 2 "weakness" -1 1
"Known" 10 2 24 48 15 3 "pursuit" -1 1
"Known" 10 2 24 48 15 4 "victim" -1 1
"Known" 10 2 24 48 15 5 "basis" -1 1
"Known" 10 2 24 48 15 6 "harbor" -1 1
"Known" 10 2 24 48 15 7 "medal" 6 1
"Known" 10 2 24 48 15 8 "kingdom" 5 1
"Known" 10 2 24 48 15 9 "stanza" -1 1
"Known" 10 2 24 48 15 10 "locate" -1 1
"Known" 10 2 24 48 15 11 "anchor" -1 1
"Known" 10 2 24 48 15 12 "request" 3 1
"Known" 10 2 24 48 15 13 "reckon" 2 1
"Known" 10 2 24 48 15 14 "hardly" 4 1
"Known" 10 2 24 48 15 15 "quiver" 1 1
"Known" 10 3 1 49 5 1 "unto" 1 1
"Known" 10 3 1 49 5 2 "swallow" 3 1
"Known" 10 3 1 49 5 3 "early" 2 1
"Known" 10 3 1 49 5 4 "behave" 4 1
"Known" 10 3 1 49 5 5 "aboard" 5 1
"Known" 10 3 2 50 5 1 "gently" 1 1
"Known" 10 3 2 50 5 2 "duty" 2 1
"Known" 10 3 2 50 5 3 "mental" 3 1
"Known" 10 3 2 50 5 4 "kindness" 5 1
"Known" 10 3 2 50 5 5 "consist" 4 1
"Known" 10 3 3 51 5 1 "belief" -1 1
"Known" 10 3 3 51 5 2 "cradle" 2 1
"Known" 10 3 3 51 5 3 "cousin" 3 1
"Known" 10 3 3 51 5 4 "beaver" 4 1
"Known" 10 3 3 51 5 5 "splendid" 5 1
"Known" 10 3 4 52 5 1 "attend" 1 1
"Known" 10 3 4 52 5 2 "angle" 2 1
"Known" 10 3 4 52 5 3 "helmet" 4 1
"Known" 10 3 4 52 5 4 "congress" 3 1
"Known" 10 3 4 52 5 5 "empire" 5 1
"Known" 10 3 5 53 5 1 "mingle" 1 1
"Known" 10 3 5 53 5 2 "assign" 2 1
"Known" 10 3 5 53 5 3 "dreadful" 3 1
"Known" 10 3 5 53 5 4 "consult" 4 1
"Known" 10 3 5 53 5 5 "detail" 5 1
"Known" 10 3 6 54 5 1 "model" 1 1
"Known" 10 3 6 54 5 2 "ticket" 3 1
"Known" 10 3 6 54 5 3 "flavor" 2 1
"Known" 10 3 6 54 5 4 "weapon" 4 1
"Known" 10 3 6 54 5 5 "sentence" -1 1
"Known" 10 3 7 55 5 1 "famous" 1 1
"Known" 10 3 7 55 5 2 "college" 3 1
"Known" 10 3 7 55 5 3 "outline" 2 1
"Known" 10 3 7 55 5 4 "window" 4 1
"Known" 10 3 7 55 5 5 "enough" 5 1
"Known" 10 3 8 56 5 1 "contain" 1 1
"Known" 10 3 8 56 5 2 "carpet" 2 1
"Known" 10 3 8 56 5 3 "hostile" 3 1
"Known" 10 3 8 56 5 4 "carry" 4 1
"Known" 10 3 8 56 5 5 "friendly" 5 1
"Known" 10 3 9 57 7 1 "column" 1 1
"Known" 10 3 9 57 7 2 "farmer" 2 1
"Known" 10 3 9 57 7 3 "salad" 5 1
"Known" 10 3 9 57 7 4 "active" 3 1
"Known" 10 3 9 57 7 5 "stocking" 4 1
"Known" 10 3 9 57 7 6 "beside" 7 1
"Known" 10 3 9 57 7 7 "mixture" 6 1
"Known" 10 3 10 58 7 1 "excite" 5 1
"Known" 10 3 10 58 7 2 "elder" 4 1
"Known" 10 3 10 58 7 3 "clever" -1 1
"Known" 10 3 10 58 7 4 "penny" 3 1
"Known" 10 3 10 58 7 5 "lumber" -1 1
"Known" 10 3 10 58 7 6 "infant" 2 1
"Known" 10 3 10 58 7 7 "olive" 1 1
"Known" 10 3 11 59 7 1 "comrade" 4 1
"Known" 10 3 11 59 7 2 "women" -1 1
"Known" 10 3 11 59 7 3 "palace" -1 1
"Known" 10 3 11 59 7 4 "occur" 5 1
"Known" 10 3 11 59 7 5 "frankly" 2 1
"Known" 10 3 11 59 7 6 "junior" 3 1
"Known" 10 3 11 59 7 7 "image" 1 1
"Known" 10 3 12 60 7 1 "maker" -1 1
"Known" 10 3 12 60 7 2 "loyal" -1 1
"Known" 10 3 12 60 7 3 "measure" -1 1
"Known" 10 3 12 60 7 4 "owner" -1 1
"Known" 10 3 12 60 7 5 "grateful" 3 1
"Known" 10 3 12 60 7 6 "major" 2 1
"Known" 10 3 12 60 7 7 "conquer" 1 1
"Known" 10 3 13 61 7 1 "inside" -1 1
"Known" 10 3 13 61 7 2 "shepherd" 2 1
"Known" 10 3 13 61 7 3 "salute" -1 1
"Known" 10 3 13 61 7 4 "speaker" -1 1
"Known" 10 3 13 61 7 5 "dismay" 4 1
"Known" 10 3 13 61 7 6 "perfume" 3 1
"Known" 10 3 13 61 7 7 "arise" 1 1
"Known" 10 3 14 62 7 1 "bottom" 3 1
"Known" 10 3 14 62 7 2 "apple" 4 1
"Known" 10 3 14 62 7 3 "notion" 5 1
"Known" 10 3 14 62 7 4 "suffer" -1 1
"Known" 10 3 14 62 7 5 "bureau" 6 1
"Known" 10 3 14 62 7 6 "study" 2 1
"Known" 10 3 14 62 7 7 "center" 1 1
"Known" 10 3 15 63 7 1 "crazy" 4 1
"Known" 10 3 15 63 7 2 "sadly" 5 1
"Known" 10 3 15 63 7 3 "dragon" -1 1
"Known" 10 3 15 63 7 4 "pretty" -1 1
"Known" 10 3 15 63 7 5 "foreign" 3 1
"Known" 10 3 15 63 7 6 "timber" 2 1
"Known" 10 3 15 63 7 7 "bubble" 1 1
"Known" 10 3 16 64 7 1 "refer" -1 1
"Known" 10 3 16 64 7 2 "procure" 4 1
"Known" 10 3 16 64 7 3 "receipt" 6 1
"Known" 10 3 16 64 7 4 "impulse" 5 1
"Known" 10 3 16 64 7 5 "garden" 2 1
"Known" 10 3 16 64 7 6 "alone" 3 1
"Known" 10 3 16 64 7 7 "robber" 1 1
"Known" 10 3 17 65 6 1 "neglect" 4 1
"Known" 10 3 17 65 6 2 "perform" -1 1
"Known" 10 3 17 65 6 3 "extreme" 3 1
"Known" 10 3 17 65 6 4 "alter" 2 1
"Known" 10 3 17 65 6 5 "cellar" -1 1
"Known" 10 3 17 65 6 6 "consent" 1 1
"Known" 10 3 18 66 6 1 "resist" -1 1
"Known" 10 3 18 66 6 2 "protect" 4 1
"Known" 10 3 18 66 6 3 "always" 5 1
"Known" 10 3 18 66 6 4 "disguise" 3 1
"Known" 10 3 18 66 6 5 "rocky" 2 1
"Known" 10 3 18 66 6 6 "mayor" 1 1
"Known" 10 3 19 67 6 1 "prairie" 4 1
"Known" 10 3 19 67 6 2 "appear" 5 1
"Known" 10 3 19 67 6 3 "sailor" -1 1
"Known" 10 3 19 67 6 4 "leather" 2 1
"Known" 10 3 19 67 6 5 "naked" 1 1
"Known" 10 3 19 67 6 6 "table" 3 1
"Known" 10 3 20 68 6 1 "quarter" 2 1
"Known" 10 3 20 68 6 2 "unite" -1 1
"Known" 10 3 20 68 6 3 "person" 4 1
"Known" 10 3 20 68 6 4 "inquire" 5 1
"Known" 10 3 20 68 6 5 "regard" 3 1
"Known" 10 3 20 68 6 6 "novel" 1 1
"Known" 10 3 21 69 6 1 "happy" 3 1
"Known" 10 3 21 69 6 2 "distress" 4 1
"Known" 10 3 21 69 6 3 "direct" 5 1
"Known" 10 3 21 69 6 4 "pepper" 2 1
"Known" 10 3 21 69 6 5 "pursue" -1 1
"Known" 10 3 21 69 6 6 "bitter" 1 1
"Known" 10 3 22 70 6 1 "northern" 2 1
"Known" 10 3 22 70 6 2 "chiefly" 3 1
"Known" 10 3 22 70 6 3 "surround" 4 1
"Known" 10 3 22 70 6 4 "became" -1 1
"Known" 10 3 22 70 6 5 "wretched" -1 1
"Known" 10 3 22 70 6 6 "captain" 1 1
"Known" 10 3 23 71 6 1 "before" 2 1
"Known" 10 3 23 71 6 2 "tribute" 3 1
"Known" 10 3 23 71 6 3 "derive" 4 1
"Known" 10 3 23 71 6 4 "body" 5 1
"Known" 10 3 23 71 6 5 "until" -1 1
"Known" 10 3 23 71 6 6 "oven" 1 1
"Known" 10 3 24 72 6 1 "hunter" 1 1
"Known" 10 3 24 72 6 2 "total" 3 1
"Known" 10 3 24 72 6 3 "arrow" 2 1
"Known" 10 3 24 72 6 4 "silver" 4 1
"Known" 10 3 24 72 6 5 "slumber" 5 1
"Known" 10 3 24 72 6 6 "lovely" 6 1
"Known" 10 4 1 73 4 1 "mistress" 1 1
"Known" 10 4 1 73 4 2 "intend" 2 1
"Known" 10 4 1 73 4 3 "unit" 3 1
"Known" 10 4 1 73 4 4 "twilight" 4 1
"Known" 10 4 2 74 4 1 "moment" 1 1
"Known" 10 4 2 74 4 2 "prospect" 2 1
"Known" 10 4 2 74 4 3 "program" 3 1
"Known" 10 4 2 74 4 4 "comment" 4 1
"Known" 10 4 3 75 4 1 "aware" 1 1
"Known" 10 4 3 75 4 2 "final" 2 1
"Known" 10 4 3 75 4 3 "sulphur" 3 1
"Known" 10 4 3 75 4 4 "answer" 4 1
"Known" 10 4 4 76 4 1 "yellow" 1 1
"Known" 10 4 4 76 4 2 "mistake" 2 1
"Known" 10 4 4 76 4 3 "barely" 3 1
"Known" 10 4 4 76 4 4 "reveal" 4 1
"Known" 10 4 5 77 4 1 "diamond" 1 1
"Known" 10 4 5 77 4 2 "rival" 2 1
"Known" 10 4 5 77 4 3 "about" 3 1
"Known" 10 4 5 77 4 4 "acquaint" 4 1
"Known" 10 4 6 78 4 1 "illness" 1 1
"Known" 10 4 6 78 4 2 "pocket" 2 1
"Known" 10 4 6 78 4 3 "chamber" 3 1
"Known" 10 4 6 78 4 4 "impose" 4 1
"Known" 10 4 7 79 4 1 "discuss" 1 1
"Known" 10 4 7 79 4 2 "swiftly" 2 1
"Known" 10 4 7 79 4 3 "amid" 3 1
"Known" 10 4 7 79 4 4 "convey" -1 1
"Known" 10 4 8 80 4 1 "blessing" 1 1
"Known" 10 4 8 80 4 2 "parlor" 2 1
"Known" 10 4 8 80 4 3 "temper" 3 1
"Known" 10 4 8 80 4 4 "province" 4 1
"Known" 10 4 9 81 8 1 "sparrow" 4 1
"Known" 10 4 9 81 8 2 "number" -1 1
"Known" 10 4 9 81 8 3 "cruel" -1 1
"Known" 10 4 9 81 8 4 "sparkle" 2 1
"Known" 10 4 9 81 8 5 "button" -1 1
"Known" 10 4 9 81 8 6 "inform" 3 1
"Known" 10 4 9 81 8 7 "settle" -1 1
"Known" 10 4 9 81 8 8 "distance" 1 1
"Known" 10 4 10 82 8 1 "allow" 2 1
"Known" 10 4 10 82 8 2 "welfare" -1 1
"Known" 10 4 10 82 8 3 "worker" 3 1
"Known" 10 4 10 82 8 4 "resign" 4 1
"Known" 10 4 10 82 8 5 "invite" -1 1
"Known" 10 4 10 82 8 6 "candy" 5 1
"Known" 10 4 10 82 8 7 "system" -1 1
"Known" 10 4 10 82 8 8 "southern" 1 1
"Known" 10 4 11 83 8 1 "abide" -1 1
"Known" 10 4 11 83 8 2 "whistle" 4 1
"Known" 10 4 11 83 8 3 "argue" -1 1
"Known" 10 4 11 83 8 4 "contrast" 5 1
"Known" 10 4 11 83 8 5 "candle" -1 1
"Known" 10 4 11 83 8 6 "worry" 3 1
"Known" 10 4 11 83 8 7 "other" 2 1
"Known" 10 4 11 83 8 8 "credit" 1 1
"Known" 10 4 12 84 8 1 "steamer" -1 1
"Known" 10 4 12 84 8 2 "improve" -1 1
"Known" 10 4 12 84 8 3 "limit" -1 1
"Known" 10 4 12 84 8 4 "linger" 5 1
"Known" 10 4 12 84 8 5 "student" 4 1
"Known" 10 4 12 84 8 6 "suppose" 2 1
"Known" 10 4 12 84 8 7 "city" 3 1
"Known" 10 4 12 84 8 8 "gallop" 1 1
"Known" 10 4 13 85 8 1 "goddess" 3 1
"Known" 10 4 13 85 8 2 "punish" -1 1
"Known" 10 4 13 85 8 3 "youthful" -1 1
"Known" 10 4 13 85 8 4 "kindly" -1 1
"Known" 10 4 13 85 8 5 "resolve" 2 1
"Known" 10 4 13 85 8 6 "cotton" -1 1
"Known" 10 4 13 85 8 7 "journey" 4 1
"Known" 10 4 13 85 8 8 "avoid" 1 1
"Known" 10 4 14 86 8 1 "several" -1 1
"Known" 10 4 14 86 8 2 "upon" -1 1
"Known" 10 4 14 86 8 3 "among" -1 1
"Known" 10 4 14 86 8 4 "pressure" -1 1
"Known" 10 4 14 86 8 5 "impress" 4 1
"Known" 10 4 14 86 8 6 "slowly" 2 1
"Known" 10 4 14 86 8 7 "habit" 3 1
"Known" 10 4 14 86 8 8 "gesture" 1 1
"Known" 10 4 15 87 8 1 "below" -1 1
"Known" 10 4 15 87 8 2 "civil" 6 1
"Known" 10 4 15 87 8 3 "murder" -1 1
"Known" 10 4 15 87 8 4 "meaning" -1 1
"Known" 10 4 15 87 8 5 "wonder" 4 1
"Known" 10 4 15 87 8 6 "farewell" 3 1
"Known" 10 4 15 87 8 7 "highly" 2 1
"Known" 10 4 15 87 8 8 "painting" 1 1
"Known" 10 4 16 88 8 1 "pitcher" -1 1
"Known" 10 4 16 88 8 2 "survey" -1 1
"Known" 10 4 16 88 8 3 "success" 5 1
"Known" 10 4 16 88 8 4 "chapel" 1 1
"Known" 10 4 16 88 8 5 "adopt" 2 1
"Known" 10 4 16 88 8 6 "collect" -1 1
"Known" 10 4 16 88 8 7 "loudly" 3 1
"Known" 10 4 16 88 8 8 "gracious" 4 1
"Known" 11 1 1 1 12 1 "district" -1 1
"Known" 11 1 1 1 12 2 "ancient" 1 1
"Known" 11 1 1 1 12 3 "agent" -1 1
"Known" 11 1 1 1 12 4 "foolish" 6 1
"Known" 11 1 1 1 12 5 "patient" -1 1
"Known" 11 1 1 1 12 6 "lily" 5 1
"Known" 11 1 1 1 12 7 "jealous" -1 1
"Known" 11 1 1 1 12 8 "canoe" -1 1
"Known" 11 1 1 1 12 9 "mixture" -1 1
"Known" 11 1 1 1 12 10 "furnish" 4 1
"Known" 11 1 1 1 12 11 "oblige" 3 1
"Known" 11 1 1 1 12 12 "behind" 2 1
"Known" 11 1 2 2 12 1 "suppose" -1 1
"Known" 11 1 2 2 12 2 "approach" -1 1
"Known" 11 1 2 2 12 3 "success" -1 1
"Known" 11 1 2 2 12 4 "lion" -1 1
"Known" 11 1 2 2 12 5 "question" -1 1
"Known" 11 1 2 2 12 6 "research" -1 1
"Known" 11 1 2 2 12 7 "conceal" -1 1
"Known" 11 1 2 2 12 8 "farther" -1 1
"Known" 11 1 2 2 12 9 "notion" -1 1
"Known" 11 1 2 2 12 10 "prefer" -1 1
"Known" 11 1 2 2 12 11 "describe" 2 1
"Known" 11 1 2 2 12 12 "kindly" 1 1
"Known" 11 1 3 3 12 1 "attract" 4 1
"Known" 11 1 3 3 12 2 "village" -1 1
"Known" 11 1 3 3 12 3 "table" -1 1
"Known" 11 1 3 3 12 4 "arrive" -1 1
"Known" 11 1 3 3 12 5 "flourish" -1 1
"Known" 11 1 3 3 12 6 "absence" -1 1
"Known" 11 1 3 3 12 7 "involve" -1 1
"Known" 11 1 3 3 12 8 "instruct" -1 1
"Known" 11 1 3 3 12 9 "failure" 3 1
"Known" 11 1 3 3 12 10 "luncheon" 2 1
"Known" 11 1 3 3 12 11 "feather" 5 1
"Known" 11 1 3 3 12 12 "retreat" 1 1
"Known" 11 1 4 4 12 1 "pony" 2 1
"Known" 11 1 4 4 12 2 "pigeon" -1 1
"Known" 11 1 4 4 12 3 "even" -1 1
"Known" 11 1 4 4 12 4 "despair" 5 1
"Known" 11 1 4 4 12 5 "neither" -1 1
"Known" 11 1 4 4 12 6 "sailor" -1 1
"Known" 11 1 4 4 12 7 "beaver" 6 1
"Known" 11 1 4 4 12 8 "county" -1 1
"Known" 11 1 4 4 12 9 "mother" 3 1
"Known" 11 1 4 4 12 10 "until" 4 1
"Known" 11 1 4 4 12 11 "remind" -1 1
"Known" 11 1 4 4 12 12 "perhaps" 1 1
"Known" 11 1 5 5 12 1 "absorb" -1 1
"Known" 11 1 5 5 12 2 "painter" -1 1
"Known" 11 1 5 5 12 3 "remove" -1 1
"Known" 11 1 5 5 12 4 "handle" -1 1
"Known" 11 1 5 5 12 5 "island" -1 1
"Known" 11 1 5 5 12 6 "renew" -1 1
"Known" 11 1 5 5 12 7 "basin" -1 1
"Known" 11 1 5 5 12 8 "surround" 3 1
"Known" 11 1 5 5 12 9 "golden" -1 1
"Known" 11 1 5 5 12 10 "include" -1 1
"Known" 11 1 5 5 12 11 "southern" 1 1
"Known" 11 1 5 5 12 12 "vital" 2 1
"Known" 11 1 6 6 12 1 "vanish" -1 1
"Known" 11 1 6 6 12 2 "supper" -1 1
"Known" 11 1 6 6 12 3 "ample" -1 1
"Known" 11 1 6 6 12 4 "travel" -1 1
"Known" 11 1 6 6 12 5 "afford" -1 1
"Known" 11 1 6 6 12 6 "corner" -1 1
"Known" 11 1 6 6 12 7 "pistol" -1 1
"Known" 11 1 6 6 12 8 "minute" -1 1
"Known" 11 1 6 6 12 9 "comment" -1 1
"Known" 11 1 6 6 12 10 "partly" 3 1
"Known" 11 1 6 6 12 11 "chapel" 1 1
"Known" 11 1 6 6 12 12 "sincere" 2 1
"Known" 11 1 7 7 12 1 "traitor" 3 1
"Known" 11 1 7 7 12 2 "final" -1 1
"Known" 11 1 7 7 12 3 "timber" -1 1
"Known" 11 1 7 7 12 4 "menace" -1 1
"Known" 11 1 7 7 12 5 "private" -1 1
"Known" 11 1 7 7 12 6 "sacred" -1 1
"Known" 11 1 7 7 12 7 "battle" 4 1
"Known" 11 1 7 7 12 8 "daughter" 2 1
"Known" 11 1 7 7 12 9 "football" 6 1
"Known" 11 1 7 7 12 10 "suffer" 5 1
"Known" 11 1 7 7 12 11 "resign" -1 1
"Known" 11 1 7 7 12 12 "party" 1 1
"Known" 11 1 8 8 12 1 "resort" -1 1
"Known" 11 1 8 8 12 2 "reserve" -1 1
"Known" 11 1 8 8 12 3 "stomach" -1 1
"Known" 11 1 8 8 12 4 "maintain" -1 1
"Known" 11 1 8 8 12 5 "unknown" -1 1
"Known" 11 1 8 8 12 6 "sandwich" 4 1
"Known" 11 1 8 8 12 7 "persuade" -1 1
"Known" 11 1 8 8 12 8 "exist" -1 1
"Known" 11 1 8 8 12 9 "conquest" 3 1
"Known" 11 1 8 8 12 10 "forest" -1 1
"Known" 11 1 8 8 12 11 "stormy" 1 1
"Known" 11 1 8 8 12 12 "shelter" 2 1
"Known" 11 1 9 9 10 1 "locate" 5 1
"Known" 11 1 9 9 10 2 "trouble" -1 1
"Known" 11 1 9 9 10 3 "climate" -1 1
"Known" 11 1 9 9 10 4 "visit" -1 1
"Known" 11 1 9 9 10 5 "despise" -1 1
"Known" 11 1 9 9 10 6 "upset" -1 1
"Known" 11 1 9 9 10 7 "simple" 1 1
"Known" 11 1 9 9 10 8 "carriage" 2 1
"Known" 11 1 9 9 10 9 "survey" 3 1
"Known" 11 1 9 9 10 10 "channel" 4 1
"Known" 11 1 10 10 10 1 "river" -1 1
"Known" 11 1 10 10 10 2 "wretched" -1 1
"Known" 11 1 10 10 10 3 "social" -1 1
"Known" 11 1 10 10 10 4 "campaign" -1 1
"Known" 11 1 10 10 10 5 "cousin" 3 1
"Known" 11 1 10 10 10 6 "affair" 4 1
"Known" 11 1 10 10 10 7 "proclaim" -1 1
"Known" 11 1 10 10 10 8 "promptly" -1 1
"Known" 11 1 10 10 10 9 "writer" 1 1
"Known" 11 1 10 10 10 10 "disgust" 2 1
"Known" 11 1 11 11 10 1 "forward" 2 1
"Known" 11 1 11 11 10 2 "platform" -1 1
"Known" 11 1 11 11 10 3 "resolve" -1 1
"Known" 11 1 11 11 10 4 "package" -1 1
"Known" 11 1 11 11 10 5 "liquor" 5 1
"Known" 11 1 11 11 10 6 "wooden" -1 1
"Known" 11 1 11 11 10 7 "backward" 1 1
"Known" 11 1 11 11 10 8 "feeling" 4 1
"Known" 11 1 11 11 10 9 "fatal" -1 1
"Known" 11 1 11 11 10 10 "model" 3 1
"Known" 11 1 12 12 10 1 "kindness" 4 1
"Known" 11 1 12 12 10 2 "hasten" -1 1
"Known" 11 1 12 12 10 3 "tribute" -1 1
"Known" 11 1 12 12 10 4 "highway" -1 1
"Known" 11 1 12 12 10 5 "duty" -1 1
"Known" 11 1 12 12 10 6 "itself" 5 1
"Known" 11 1 12 12 10 7 "station" -1 1
"Known" 11 1 12 12 10 8 "chosen" 3 1
"Known" 11 1 12 12 10 9 "measure" 2 1
"Known" 11 1 12 12 10 10 "civil" 1 1
"Known" 11 1 13 13 10 1 "unlike" -1 1
"Known" 11 1 13 13 10 2 "meadow" -1 1
"Known" 11 1 13 13 10 3 "credit" 2 1
"Known" 11 1 13 13 10 4 "custom" -1 1
"Known" 11 1 13 13 10 5 "chamber" -1 1
"Known" 11 1 13 13 10 6 "separate" -1 1
"Known" 11 1 13 13 10 7 "enough" -1 1
"Known" 11 1 13 13 10 8 "contents" 1 1
"Known" 11 1 13 13 10 9 "impress" -1 1
"Known" 11 1 13 13 10 10 "refuse" 3 1
"Known" 11 1 14 14 10 1 "cottage" -1 1
"Known" 11 1 14 14 10 2 "happen" -1 1
"Known" 11 1 14 14 10 3 "errand" -1 1
"Known" 11 1 14 14 10 4 "normal" -1 1
"Known" 11 1 14 14 10 5 "impulse" -1 1
"Known" 11 1 14 14 10 6 "inquire" -1 1
"Known" 11 1 14 14 10 7 "hidden" -1 1
"Known" 11 1 14 14 10 8 "empty" 1 1
"Known" 11 1 14 14 10 9 "gesture" 2 1
"Known" 11 1 14 14 10 10 "carpet" 3 1
"Known" 11 1 15 15 10 1 "pretty" 2 1
"Known" 11 1 15 15 10 2 "cannot" -1 1
"Known" 11 1 15 15 10 3 "color" -1 1
"Known" 11 1 15 15 10 4 "friendly" -1 1
"Known" 11 1 15 15 10 5 "behold" -1 1
"Known" 11 1 15 15 10 6 "folly" 6 1
"Known" 11 1 15 15 10 7 "slipper" 4 1
"Known" 11 1 15 15 10 8 "willow" 5 1
"Known" 11 1 15 15 10 9 "distress" 3 1
"Known" 11 1 15 15 10 10 "pointed" 1 1
"Known" 11 1 16 16 10 1 "alter" 6 1
"Known" 11 1 16 16 10 2 "remote" -1 1
"Known" 11 1 16 16 10 3 "beggar" -1 1
"Known" 11 1 16 16 10 4 "excite" 3 1
"Known" 11 1 16 16 10 5 "proceed" -1 1
"Known" 11 1 16 16 10 6 "person" -1 1
"Known" 11 1 16 16 10 7 "bedroom" 5 1
"Known" 11 1 16 16 10 8 "soldier" 4 1
"Known" 11 1 16 16 10 9 "mostly" 1 1
"Known" 11 1 16 16 10 10 "patience" 2 1
"Known" 11 1 17 17 15 1 "circuit" -1 1
"Known" 11 1 17 17 15 2 "junior" -1 1
"Known" 11 1 17 17 15 3 "erect" 3 1
"Known" 11 1 17 17 15 4 "major" -1 1
"Known" 11 1 17 17 15 5 "letter" -1 1
"Known" 11 1 17 17 15 6 "except" -1 1
"Known" 11 1 17 17 15 7 "busy" -1 1
"Known" 11 1 17 17 15 8 "always" -1 1
"Known" 11 1 17 17 15 9 "debate" -1 1
"Known" 11 1 17 17 15 10 "estate" -1 1
"Known" 11 1 17 17 15 11 "adopt" -1 1
"Known" 11 1 17 17 15 12 "pepper" -1 1
"Known" 11 1 17 17 15 13 "figure" -1 1
"Known" 11 1 17 17 15 14 "province" 1 1
"Known" 11 1 17 17 15 15 "secure" 2 1
"Known" 11 1 18 18 15 1 "flavor" 2 1
"Known" 11 1 18 18 15 2 "entire" -1 1
"Known" 11 1 18 18 15 3 "servant" -1 1
"Known" 11 1 18 18 15 4 "machine" -1 1
"Known" 11 1 18 18 15 5 "fabric" -1 1
"Known" 11 1 18 18 15 6 "riches" -1 1
"Known" 11 1 18 18 15 7 "dislike" -1 1
"Known" 11 1 18 18 15 8 "extra" -1 1
"Known" 11 1 18 18 15 9 "captain" -1 1
"Known" 11 1 18 18 15 10 "pocket" 3 1
"Known" 11 1 18 18 15 11 "onion" 1 1
