"rep(1, length(dats[, 1]))" "Sess" "Blk" "Trl" "SetSize" "Lag" "keyIdx" "CorrResp" "ACC" "RT" "use"
1 558 4 28 4 5 0 0 1 0.577 TRUE
1 558 4 29 3 4 0 0 1 0.509 TRUE
1 558 4 30 3 4 0 0 1 0.452 TRUE
1 558 5 1 4 1 1 1 1 0.581 TRUE
1 558 5 2 5 6 0 0 1 0.489 TRUE
1 558 5 3 5 2 1 1 1 0.677 TRUE
1 558 5 4 5 3 1 1 1 0.595 TRUE
1 558 5 5 4 4 1 1 1 0.469 TRUE
1 558 5 6 2 3 0 0 1 0.431 TRUE
1 558 5 7 5 1 1 1 1 0.787 TRUE
1 558 5 8 4 2 1 1 1 0.528 TRUE
1 558 5 9 5 4 1 1 1 0.468 TRUE
1 558 5 10 2 3 0 0 1 0.453 TRUE
1 558 5 11 5 5 1 1 1 0.412 TRUE
1 558 5 12 5 6 0 0 1 0.671 TRUE
1 558 5 13 5 6 0 0 1 0.787 TRUE
1 558 5 14 2 2 1 1 1 0.411 TRUE
1 558 5 15 3 2 1 1 1 0.427 TRUE
1 558 5 16 3 4 1 0 0 0.501 TRUE
1 558 5 17 1 2 0 0 1 0.357 TRUE
1 558 5 18 1 1 1 1 1 0.382 TRUE
1 558 5 19 5 6 0 0 1 0.521 TRUE
1 558 5 20 3 3 1 1 1 0.405 TRUE
1 558 5 21 3 4 0 0 1 0.477 TRUE
1 558 5 22 3 4 0 0 1 0.443 TRUE
1 558 5 23 5 6 0 0 1 0.488 TRUE
1 558 5 24 4 5 0 0 1 0.465 TRUE
1 558 5 25 4 5 0 0 1 0.658 TRUE
1 558 5 26 4 3 1 1 1 0.477 TRUE
1 558 5 27 4 5 0 0 1 0.471 TRUE
1 558 5 28 4 5 0 0 1 0.439 TRUE
1 558 5 29 2 1 1 1 1 0.404 TRUE
1 558 5 30 3 1 1 1 1 0.44 TRUE
1 558 6 1 5 6 0 0 1 0.499 TRUE
1 558 6 2 5 2 1 1 1 0.483 TRUE
1 558 6 3 2 1 1 1 1 0.439 TRUE
1 558 6 4 1 1 1 1 1 0.431 TRUE
1 558 6 5 4 4 1 1 1 0.439 TRUE
1 558 6 6 2 2 1 1 1 0.435 TRUE
1 558 6 7 3 3 1 1 1 0.798 FALSE
1 558 6 8 5 6 0 0 1 0.49 TRUE
1 558 6 9 5 6 0 0 1 0.524 TRUE
1 558 6 10 4 3 1 1 1 0.458 TRUE
1 558 6 11 4 5 0 0 1 0.483 TRUE
1 558 6 12 3 4 0 0 1 0.596 TRUE
1 558 6 13 5 5 1 1 1 0.446 TRUE
1 558 6 14 4 5 0 0 1 0.55 TRUE
1 558 6 15 5 6 0 0 1 0.472 TRUE
1 558 6 16 1 2 0 0 1 0.376 TRUE
1 558 6 17 4 5 0 0 1 0.462 TRUE
1 558 6 18 3 4 0 0 1 0.351 TRUE
1 558 6 19 4 5 0 0 1 0.571 TRUE
1 558 6 20 4 1 1 1 1 0.652 TRUE
1 558 6 21 2 3 0 0 1 0.382 TRUE
1 558 6 22 5 3 1 1 1 0.534 TRUE
1 558 6 23 5 4 1 1 1 0.434 TRUE
1 558 6 24 4 2 1 1 1 0.54 TRUE
1 558 6 25 5 6 0 0 1 0.643 TRUE
1 558 6 26 3 2 1 1 1 0.702 TRUE
1 558 6 27 5 1 1 1 1 0.548 TRUE
1 558 6 28 2 3 0 0 1 0.379 TRUE
1 558 6 29 3 4 0 0 1 0.412 TRUE
1 558 6 30 3 1 1 1 1 0.741 TRUE
1 558 7 1 2 3 0 0 1 0.491 TRUE
1 558 7 2 5 1 1 1 1 0.435 TRUE
1 558 7 3 2 1 1 1 1 0.408 TRUE
1 558 7 4 1 2 0 0 1 0.378 TRUE
1 558 7 5 4 3 1 1 1 0.405 TRUE
1 558 7 6 4 5 0 0 1 0.416 TRUE
1 558 7 7 2 2 1 1 1 0.415 TRUE
1 558 7 8 3 2 0 1 0 0.392 TRUE
1 558 7 9 3 4 0 0 1 0.429 TRUE
1 558 7 10 5 6 0 0 1 0.741 TRUE
1 558 7 11 3 4 0 0 1 0.456 TRUE
1 558 7 12 5 5 0 1 0 0.452 TRUE
1 558 7 13 4 4 1 1 1 0.417 TRUE
1 558 7 14 5 6 0 0 1 0.64 TRUE
1 558 7 15 4 5 0 0 1 0.444 TRUE
1 558 7 16 4 5 0 0 1 0.546 TRUE
1 558 7 17 5 4 1 1 1 0.567 TRUE
1 558 7 18 5 6 0 0 1 0.596 TRUE
1 558 7 19 4 2 1 1 1 0.621 TRUE
1 558 7 20 4 1 1 1 1 0.573 TRUE
1 558 7 21 4 5 0 0 1 0.776 TRUE
1 558 7 22 5 2 0 1 0 0.991 TRUE
1 558 7 23 2 3 0 0 1 0.573 TRUE
1 558 7 24 3 4 0 0 1 0.411 TRUE
1 558 7 25 3 1 0 1 0 0.582 TRUE
1 558 7 26 5 6 0 0 1 0.437 TRUE
1 558 7 27 5 3 1 1 1 0.54 TRUE
1 558 7 28 3 3 1 1 1 0.627 TRUE
1 558 7 29 1 1 1 1 1 0.382 TRUE
1 558 7 30 5 6 0 0 1 0.487 TRUE
1 558 8 1 5 4 1 1 1 0.482 TRUE
1 558 8 2 5 1 1 1 1 0.439 TRUE
1 558 8 3 4 5 0 0 1 0.418 TRUE
1 558 8 4 5 2 1 1 1 0.54 TRUE
1 558 8 5 4 2 1 1 1 0.661 TRUE
1 558 8 6 2 3 0 0 1 0.425 TRUE
1 558 8 7 5 6 0 0 1 0.462 TRUE
1 558 8 8 5 6 0 0 1 0.678 TRUE
1 558 8 9 3 2 1 1 1 0.938 FALSE
1 558 8 10 1 2 0 0 1 0.357 TRUE
1 558 8 11 4 3 1 1 1 0.873 TRUE
1 558 8 12 5 6 0 0 1 0.438 TRUE
1 558 8 13 5 3 1 1 1 0.64 TRUE
1 558 8 14 3 4 0 0 1 0.496 TRUE
1 558 8 15 2 3 0 0 1 0.382 TRUE
1 558 8 16 5 6 0 0 1 0.462 TRUE
1 558 8 17 3 4 0 0 1 0.482 TRUE
1 558 8 18 3 4 0 0 1 0.474 TRUE
1 558 8 19 4 1 1 1 1 0.584 TRUE
1 558 8 20 3 3 1 1 1 0.56 TRUE
1 558 8 21 1 1 1 1 1 0.39 TRUE
1 558 8 22 4 5 0 0 1 0.659 TRUE
1 558 8 23 4 5 0 0 1 0.462 TRUE
1 558 8 24 4 5 0 0 1 0.449 TRUE
1 558 8 25 5 5 1 1 1 0.401 TRUE
1 558 8 26 5 6 0 0 1 0.601 TRUE
1 558 8 27 3 1 1 1 1 0.692 TRUE
1 558 8 28 4 4 1 1 1 0.444 TRUE
1 558 8 29 2 1 1 1 1 0.412 TRUE
1 558 8 30 2 2 1 1 1 0.434 TRUE
1 558 9 1 3 4 0 0 1 0.458 TRUE
1 558 9 2 4 5 0 0 1 0.453 TRUE
1 558 9 3 5 1 1 1 1 0.557 TRUE
1 558 9 4 5 6 0 0 1 0.593 TRUE
1 558 9 5 2 1 1 1 1 0.454 TRUE
1 558 9 6 4 4 1 1 1 0.444 TRUE
1 558 9 7 3 4 0 0 1 0.526 TRUE
1 558 9 8 4 5 0 0 1 0.954 FALSE
1 558 9 9 4 1 1 1 1 0.453 TRUE
1 558 9 10 1 2 0 0 1 0.39 TRUE
1 558 9 11 5 3 1 1 1 0.608 TRUE
1 558 9 12 2 3 0 0 1 0.338 TRUE
1 558 9 13 4 5 0 0 1 0.489 TRUE
1 558 9 14 1 1 1 1 1 0.413 TRUE
1 558 9 15 5 6 0 0 1 0.562 TRUE
1 558 9 16 3 3 1 1 1 0.413 TRUE
1 558 9 17 5 6 0 0 1 0.534 TRUE
1 558 9 18 4 3 1 1 1 0.47 TRUE
1 558 9 19 4 2 1 1 1 0.494 TRUE
1 558 9 20 2 3 0 0 1 0.511 TRUE
1 558 9 21 2 2 1 1 1 0.51 TRUE
1 558 9 22 5 5 1 1 1 0.452 TRUE
1 558 9 23 5 6 0 0 1 0.516 TRUE
1 558 9 24 3 1 1 1 1 0.471 TRUE
1 558 9 25 5 2 0 1 0 1.015 TRUE
1 558 9 26 3 4 0 0 1 0.454 TRUE
1 558 9 27 5 6 0 0 1 0.648 TRUE
1 558 9 28 3 2 1 1 1 0.457 TRUE
1 558 9 29 4 5 0 0 1 0.536 TRUE
1 558 9 30 5 4 1 1 1 0.575 TRUE
1 558 10 1 5 3 1 1 1 0.482 TRUE
1 558 10 2 4 5 0 0 1 0.512 TRUE
1 558 10 3 4 1 1 1 1 0.702 TRUE
1 558 10 4 5 6 0 0 1 0.59 TRUE
1 558 10 5 3 1 1 1 1 0.465 TRUE
1 558 10 6 5 2 1 1 1 1.038 TRUE
1 558 10 7 5 6 0 0 1 0.454 TRUE
1 558 10 8 5 6 0 0 1 0.476 TRUE
1 558 10 9 4 2 1 1 1 0.679 TRUE
1 558 10 10 5 6 0 0 1 0.52 TRUE
1 558 10 11 4 5 0 0 1 0.416 TRUE
1 558 10 12 4 5 0 0 1 0.404 TRUE
1 558 10 13 2 2 1 1 1 0.433 TRUE
1 558 10 14 5 4 1 1 1 0.486 TRUE
1 558 10 15 5 1 1 1 1 0.462 TRUE
1 558 10 16 1 2 0 0 1 0.361 TRUE
1 558 10 17 2 1 1 1 1 0.503 TRUE
1 558 10 18 4 3 1 1 1 0.47 TRUE
1 558 10 19 4 5 0 0 1 0.503 TRUE
1 558 10 20 1 1 1 1 1 0.441 TRUE
1 558 10 21 2 3 0 0 1 0.362 TRUE
1 558 10 22 3 4 0 0 1 0.471 TRUE
1 558 10 23 3 4 0 0 1 0.409 TRUE
1 558 10 24 3 2 1 1 1 0.64 TRUE
1 558 10 25 5 5 1 1 1 0.469 TRUE
1 558 10 26 2 3 0 0 1 0.371 TRUE
1 558 10 27 4 4 1 1 1 0.473 TRUE
1 558 10 28 3 4 0 0 1 0.493 TRUE
1 558 10 29 5 6 1 0 0 0.785 TRUE
1 558 10 30 3 3 1 1 1 0.437 TRUE
1 559 1 1 4 5 0 0 1 0.474 TRUE
1 559 1 2 5 4 1 1 1 0.472 TRUE
1 559 1 3 3 4 0 0 1 0.422 TRUE
1 559 1 4 4 5 0 0 1 0.47 TRUE
1 559 1 5 4 5 0 0 1 0.531 TRUE
1 559 1 6 5 2 0 1 0 0.554 TRUE
1 559 1 7 5 3 1 1 1 0.678 TRUE
1 559 1 8 3 1 1 1 1 0.499 TRUE
1 559 1 9 3 3 1 1 1 0.415 TRUE
1 559 1 10 1 2 0 0 1 0.396 TRUE
1 559 1 11 2 3 0 0 1 0.411 TRUE
1 559 1 12 4 2 0 1 0 0.513 TRUE
1 559 1 13 3 4 0 0 1 0.477 TRUE
1 559 1 14 2 1 1 1 1 0.398 TRUE
1 559 1 15 4 3 1 1 1 0.496 TRUE
1 559 1 16 5 6 0 0 1 0.758 TRUE
1 559 1 17 5 5 1 1 1 0.522 TRUE
1 559 1 18 2 3 0 0 1 0.48 TRUE
1 559 1 19 4 1 1 1 1 0.486 TRUE
1 559 1 20 4 4 1 1 1 0.436 TRUE
1 559 1 21 5 1 1 1 1 0.498 TRUE
1 559 1 22 3 4 0 0 1 0.571 TRUE
1 559 1 23 5 6 0 0 1 0.705 TRUE
1 559 1 24 4 5 0 0 1 0.941 FALSE
1 559 1 25 5 6 0 0 1 0.631 TRUE
1 559 1 26 2 2 1 1 1 0.402 TRUE
1 559 1 27 1 1 1 1 1 0.396 TRUE
1 559 1 28 5 6 0 0 1 0.563 TRUE
1 559 1 29 5 6 0 0 1 0.71 TRUE
1 559 1 30 3 2 1 1 1 0.473 TRUE
1 559 2 1 5 2 1 1 1 0.672 TRUE
1 559 2 2 3 2 1 1 1 0.439 TRUE
1 559 2 3 1 1 1 1 1 0.371 TRUE
1 559 2 4 4 5 0 0 1 0.52 TRUE
1 559 2 5 4 3 1 1 1 0.605 TRUE
1 559 2 6 5 6 0 0 1 0.785 TRUE
1 559 2 7 3 4 0 0 1 0.681 TRUE
1 559 2 8 2 1 1 1 1 0.389 TRUE
1 559 2 9 4 5 0 0 1 0.593 TRUE
1 559 2 10 4 2 1 1 1 0.68 TRUE
1 559 2 11 5 5 1 1 1 0.468 TRUE
1 559 2 12 4 1 1 1 1 0.454 TRUE
1 559 2 13 4 5 0 0 1 0.745 TRUE
1 559 2 14 5 6 0 0 1 0.973 TRUE
1 559 2 15 4 5 0 0 1 0.601 TRUE
1 559 2 16 5 6 0 0 1 0.55 TRUE
1 559 2 17 3 3 1 1 1 0.369 TRUE
1 559 2 18 4 4 1 1 1 0.421 TRUE
1 559 2 19 2 2 1 1 1 0.406 TRUE
1 559 2 20 2 3 0 0 1 0.415 TRUE
1 559 2 21 5 6 0 0 1 0.548 TRUE
1 559 2 22 2 3 0 0 1 0.441 TRUE
1 559 2 23 5 6 0 0 1 0.566 TRUE
1 559 2 24 5 1 1 1 1 0.65 TRUE
1 559 2 25 3 4 0 0 1 0.478 TRUE
1 559 2 26 1 2 0 0 1 0.453 TRUE
1 559 2 27 3 4 0 0 1 0.43 TRUE
1 559 2 28 3 1 1 1 1 0.438 TRUE
1 559 2 29 5 3 1 1 1 0.456 TRUE
1 559 2 30 5 4 1 1 1 0.468 TRUE
1 559 3 1 5 6 0 0 1 0.519 TRUE
1 559 3 2 5 3 1 1 1 0.583 TRUE
1 559 3 3 4 2 1 1 1 0.417 TRUE
1 559 3 4 2 1 1 1 1 0.42 TRUE
1 559 3 5 5 6 0 0 1 0.846 TRUE
1 559 3 6 3 2 1 1 1 0.515 TRUE
1 559 3 7 3 4 0 0 1 0.485 TRUE
1 559 3 8 1 2 0 0 1 0.407 TRUE
1 559 3 9 4 1 1 1 1 0.668 TRUE
1 559 3 10 5 5 1 1 1 0.438 TRUE
1 559 3 11 1 1 1 1 1 0.377 TRUE
1 559 3 12 4 3 1 1 1 0.41 TRUE
1 559 3 13 5 6 0 0 1 0.63 TRUE
1 559 3 14 2 3 1 0 0 0.523 TRUE
1 559 3 15 4 5 0 0 1 0.533 TRUE
1 559 3 16 4 4 1 1 1 0.475 TRUE
1 559 3 17 5 6 0 0 1 0.479 TRUE
1 559 3 18 5 6 0 0 1 0.509 TRUE
1 559 3 19 5 1 0 1 0 0.506 TRUE
1 559 3 20 3 1 1 1 1 0.44 TRUE
1 559 3 21 4 5 0 0 1 0.582 TRUE
1 559 3 22 2 3 0 0 1 0.481 TRUE
1 559 3 23 3 4 0 0 1 0.438 TRUE
1 559 3 24 2 2 1 1 1 0.456 TRUE
1 559 3 25 4 5 0 0 1 0.496 TRUE
1 559 3 26 3 4 0 0 1 0.578 TRUE
1 559 3 27 3 3 1 1 1 0.505 TRUE
1 559 3 28 5 2 1 1 1 0.541 TRUE
1 559 3 29 4 5 0 0 1 0.545 TRUE
1 559 3 30 5 4 1 1 1 0.462 TRUE
1 559 4 1 5 5 1 1 1 0.486 TRUE
1 559 4 2 4 1 1 1 1 0.458 TRUE
1 559 4 3 3 4 0 0 1 0.443 TRUE
1 559 4 4 4 5 0 0 1 0.708 TRUE
1 559 4 5 4 3 1 1 1 0.468 TRUE
1 559 4 6 3 3 1 1 1 0.43 TRUE
1 559 4 7 5 6 0 0 1 0.559 TRUE
1 559 4 8 3 2 1 1 1 0.509 TRUE
1 559 4 9 5 3 1 1 1 0.649 TRUE
1 559 4 10 5 2 1 1 1 0.756 TRUE
1 559 4 11 4 5 0 0 1 0.644 TRUE
1 559 4 12 5 6 0 0 1 0.695 TRUE
1 559 4 13 4 4 1 1 1 0.486 TRUE
1 559 4 14 1 1 1 1 1 0.407 TRUE
1 559 4 15 4 5 0 0 1 0.53 TRUE
1 559 4 16 5 6 0 0 1 0.781 TRUE
1 559 4 17 2 2 1 1 1 0.425 TRUE
1 559 4 18 2 3 0 0 1 0.424 TRUE
1 559 4 19 2 1 1 1 1 0.53 TRUE
1 559 4 20 4 2 1 1 1 0.578 TRUE
1 559 4 21 1 2 0 0 1 0.37 TRUE
1 559 4 22 5 6 0 0 1 0.537 TRUE
1 559 4 23 2 3 0 0 1 0.382 TRUE
1 559 4 24 5 4 1 1 1 0.752 TRUE
1 559 4 25 4 5 0 0 1 0.492 TRUE
1 559 4 26 5 1 1 1 1 0.555 TRUE
1 559 4 27 3 4 0 0 1 0.465 TRUE
1 559 4 28 5 6 0 0 1 0.718 TRUE
1 559 4 29 3 1 1 1 1 0.47 TRUE
1 559 4 30 3 4 0 0 1 0.407 TRUE
1 559 5 1 3 2 1 1 1 0.463 TRUE
1 559 5 2 5 6 0 0 1 0.582 TRUE
1 559 5 3 5 5 1 1 1 0.467 TRUE
1 559 5 4 4 5 0 0 1 0.506 TRUE
1 559 5 5 3 4 0 0 1 0.423 TRUE
1 559 5 6 2 1 0 1 0 0.382 TRUE
1 559 5 7 4 5 0 0 1 0.657 TRUE
1 559 5 8 4 4 1 1 1 0.472 TRUE
1 559 5 9 4 5 0 0 1 0.656 TRUE
1 559 5 10 1 1 1 1 1 0.425 TRUE
1 559 5 11 3 3 1 1 1 0.429 TRUE
1 559 5 12 5 6 0 0 1 0.545 TRUE
1 559 5 13 2 3 0 0 1 0.415 TRUE
1 559 5 14 5 6 0 0 1 0.48 TRUE
1 559 5 15 1 2 0 0 1 0.406 TRUE
1 559 5 16 4 1 0 1 0 0.494 TRUE
1 559 5 17 4 5 0 0 1 0.814 TRUE
1 559 5 18 5 1 1 1 1 0.617 TRUE
1 559 5 19 4 2 1 1 1 0.643 TRUE
1 559 5 20 5 6 0 0 1 1.031 FALSE
1 559 5 21 2 2 1 1 1 0.505 TRUE
1 559 5 22 5 3 1 1 1 0.785 TRUE
1 559 5 23 3 4 0 0 1 0.402 TRUE
1 559 5 24 2 3 0 0 1 0.39 TRUE
1 559 5 25 3 1 1 1 1 0.582 TRUE
1 559 5 26 4 3 1 1 1 0.604 TRUE
1 559 5 27 5 4 1 1 1 0.629 TRUE
1 559 5 28 3 4 0 0 1 0.443 TRUE
1 559 5 29 5 2 0 1 0 0.712 TRUE
1 559 5 30 5 6 0 0 1 0.591 TRUE
1 559 6 1 5 6 0 0 1 0.595 TRUE
1 559 6 2 4 4 1 1 1 0.442 TRUE
1 559 6 3 2 2 1 1 1 0.43 TRUE
1 559 6 4 4 5 0 0 1 0.502 TRUE
1 559 6 5 5 5 1 1 1 0.477 TRUE
1 559 6 6 5 6 0 0 1 0.994 TRUE
1 559 6 7 5 1 1 1 1 0.687 TRUE
1 559 6 8 5 6 0 0 1 0.759 TRUE
1 559 6 9 4 3 1 1 1 0.744 TRUE
1 559 6 10 1 1 1 1 1 0.404 TRUE
1 559 6 11 5 4 1 1 1 0.522 TRUE
1 559 6 12 5 2 1 1 1 0.498 TRUE
1 559 6 13 4 5 0 0 1 0.557 TRUE
1 559 6 14 3 1 1 1 1 0.76 TRUE
1 559 6 15 3 4 0 0 1 0.816 FALSE
1 559 6 16 5 3 1 1 1 0.669 TRUE
1 559 6 17 3 3 1 1 1 0.529 TRUE
1 559 6 18 3 4 0 0 1 0.541 TRUE
1 559 6 19 4 5 0 0 1 0.569 TRUE
1 559 6 20 5 6 0 0 1 0.612 TRUE
1 559 6 21 4 1 1 1 1 0.53 TRUE
1 559 6 22 2 3 0 0 1 0.392 TRUE
1 559 6 23 3 4 0 0 1 0.493 TRUE
1 559 6 24 4 5 0 0 1 0.675 TRUE
1 559 6 25 5 6 0 0 1 0.572 TRUE
1 559 6 26 4 2 0 1 0 0.512 TRUE
1 559 6 27 2 3 0 0 1 0.463 TRUE
1 559 6 28 1 2 0 0 1 0.549 TRUE
1 559 6 29 3 2 1 1 1 0.533 TRUE
1 559 6 30 2 1 1 1 1 0.611 TRUE
1 559 7 1 5 5 1 1 1 0.453 TRUE
1 559 7 2 1 1 1 1 1 1.506 FALSE
1 559 7 3 5 6 0 0 1 0.604 TRUE
1 559 7 4 5 4 1 1 1 0.581 TRUE
1 559 7 5 3 4 0 0 1 0.851 FALSE
1 559 7 6 4 5 0 0 1 0.549 TRUE
1 559 7 7 3 2 1 1 1 0.474 TRUE
1 559 7 8 5 1 1 1 1 0.631 TRUE
1 559 7 9 1 2 0 0 1 0.405 TRUE
1 559 7 10 5 6 0 0 1 0.673 TRUE
1 559 7 11 5 6 0 0 1 0.661 TRUE
1 559 7 12 2 1 1 1 1 0.43 TRUE
1 559 7 13 4 2 1 1 1 0.744 TRUE
1 559 7 14 3 4 0 0 1 0.448 TRUE
1 559 7 15 2 3 0 0 1 0.449 TRUE
1 559 7 16 3 1 1 1 1 0.5 TRUE
1 559 7 17 4 5 0 0 1 0.502 TRUE
1 559 7 18 4 3 1 1 1 0.741 TRUE
1 559 7 19 4 1 1 1 1 0.559 TRUE
1 559 7 20 4 5 0 0 1 0.595 TRUE
1 559 7 21 4 5 0 0 1 0.481 TRUE
1 559 7 22 5 6 0 0 1 0.599 TRUE
1 559 7 23 2 2 1 1 1 0.442 TRUE
1 559 7 24 5 2 1 1 1 0.67 TRUE
1 559 7 25 5 6 0 0 1 0.741 TRUE
1 559 7 26 3 4 0 0 1 0.664 TRUE
1 559 7 27 2 3 0 0 1 0.463 TRUE
1 559 7 28 5 3 1 1 1 0.508 TRUE
1 559 7 29 4 4 1 1 1 0.491 TRUE
1 559 7 30 3 3 1 1 1 0.716 FALSE
1 559 8 1 4 5 0 0 1 0.51 TRUE
1 559 8 2 3 4 0 0 1 0.406 TRUE
1 559 8 3 2 3 0 0 1 0.363 TRUE
1 559 8 4 5 6 0 0 1 0.481 TRUE
1 559 8 5 3 4 0 0 1 0.52 TRUE
1 559 8 6 4 4 1 1 1 0.475 TRUE
1 559 8 7 4 5 0 0 1 0.464 TRUE
1 559 8 8 3 2 1 1 1 0.584 TRUE
1 559 8 9 4 5 0 0 1 0.454 TRUE
1 559 8 10 1 2 0 0 1 0.383 TRUE
1 559 8 11 4 1 1 1 1 0.555 TRUE
1 559 8 12 5 6 0 0 1 0.521 TRUE
1 559 8 13 2 3 0 0 1 0.522 TRUE
1 559 8 14 3 3 1 1 1 0.43 TRUE
1 559 8 15 2 1 1 1 1 0.473 TRUE
1 559 8 16 3 4 0 0 1 0.468 TRUE
1 559 8 17 5 6 0 0 1 0.539 TRUE
1 559 8 18 4 3 1 1 1 0.5 TRUE
1 559 8 19 4 2 1 1 1 0.515 TRUE
1 559 8 20 5 6 0 0 1 0.5 TRUE
1 559 8 21 5 5 1 1 1 0.394 TRUE
1 559 8 22 4 5 0 0 1 0.705 TRUE
1 559 8 23 5 6 0 0 1 0.818 TRUE
1 559 8 24 3 1 1 1 1 0.51 TRUE
1 559 8 25 5 2 1 1 1 0.734 TRUE
1 559 8 26 1 1 1 1 1 0.445 TRUE
1 559 8 27 5 1 1 1 1 0.656 TRUE
1 559 8 28 5 4 1 1 1 0.488 TRUE
1 559 8 29 2 2 1 1 1 0.446 TRUE
1 559 8 30 5 3 1 1 1 0.54 TRUE
1 559 9 1 5 6 0 0 1 0.464 TRUE
1 559 9 2 4 5 0 0 1 0.479 TRUE
1 559 9 3 5 3 1 1 1 0.667 TRUE
1 559 9 4 4 5 0 0 1 0.478 TRUE
1 559 9 5 3 1 1 1 1 0.477 TRUE
1 559 9 6 4 3 1 1 1 0.557 TRUE
1 559 9 7 2 1 1 1 1 0.465 TRUE
1 559 9 8 5 5 1 1 1 0.451 TRUE
1 559 9 9 5 1 1 1 1 0.517 TRUE
1 559 9 10 3 4 0 0 1 0.7 TRUE
1 559 9 11 5 6 0 0 1 0.611 TRUE
1 559 9 12 5 4 1 1 1 0.524 TRUE
1 559 9 13 5 6 0 0 1 0.655 TRUE
1 559 9 14 3 4 0 0 1 0.778 TRUE
1 559 9 15 5 2 1 1 1 0.668 TRUE
1 559 9 16 3 4 0 0 1 0.495 TRUE
1 559 9 17 3 2 1 1 1 0.666 TRUE
1 559 9 18 2 2 1 1 1 0.49 TRUE
1 559 9 19 2 3 0 0 1 0.377 TRUE
1 559 9 20 4 5 0 0 1 0.645 TRUE
1 559 9 21 2 3 0 0 1 0.44 TRUE
1 559 9 22 4 5 0 0 1 0.651 TRUE
1 559 9 23 5 6 0 0 1 0.549 TRUE
1 559 9 24 3 3 1 1 1 0.511 TRUE
1 559 9 25 5 6 0 0 1 0.487 TRUE
1 559 9 26 4 4 1 1 1 0.503 TRUE
1 559 9 27 1 1 1 1 1 0.379 TRUE
1 559 9 28 4 1 1 1 1 0.646 TRUE
1 559 9 29 1 2 0 0 1 0.361 TRUE
1 559 9 30 4 2 1 1 1 0.504 TRUE
1 559 10 1 3 1 1 1 1 0.48 TRUE
1 559 10 2 1 1 1 1 1 0.411 TRUE
1 559 10 3 4 2 1 1 1 0.493 TRUE
1 559 10 4 3 4 0 0 1 0.441 TRUE
1 559 10 5 1 2 0 0 1 0.348 TRUE
1 559 10 6 4 5 0 0 1 0.43 TRUE
1 559 10 7 3 3 1 1 1 0.433 TRUE
1 559 10 8 4 5 0 0 1 0.512 TRUE
1 559 10 9 4 5 0 0 1 0.487 TRUE
1 559 10 10 4 5 0 0 1 0.438 TRUE
1 559 10 11 2 2 1 1 1 0.418 TRUE
1 559 10 12 2 3 0 0 1 0.371 TRUE
1 559 10 13 5 2 0 1 0 0.603 TRUE
1 559 10 14 5 3 1 1 1 1.045 FALSE
1 559 10 15 2 1 1 1 1 0.448 TRUE
1 559 10 16 5 6 0 0 1 0.611 TRUE
1 559 10 17 5 6 0 0 1 0.553 TRUE
1 559 10 18 2 3 0 0 1 0.571 TRUE
1 559 10 19 4 3 1 1 1 0.566 TRUE
1 559 10 20 5 6 0 0 1 0.664 TRUE
1 559 10 21 5 5 1 1 1 0.47 TRUE
1 559 10 22 5 6 0 0 1 0.475 TRUE
1 559 10 23 4 4 1 1 1 0.426 TRUE
1 559 10 24 3 4 0 0 1 0.442 TRUE
1 559 10 25 5 6 0 0 1 0.434 TRUE
1 559 10 26 5 1 0 1 0 0.477 TRUE
1 559 10 27 5 4 1 1 1 0.52 TRUE
1 559 10 28 4 1 1 1 1 0.48 TRUE
1 559 10 29 3 2 1 1 1 0.505 TRUE
1 559 10 30 3 4 0 0 1 0.468 TRUE
1 560 1 1 5 6 0 0 1 0.472 TRUE
1 560 1 2 4 5 0 0 1 0.74 TRUE
1 560 1 3 5 6 0 0 1 0.54 TRUE
1 560 1 4 5 6 0 0 1 0.442 TRUE
1 560 1 5 5 5 1 1 1 0.626 TRUE
1 560 1 6 4 5 0 0 1 0.45 TRUE
1 560 1 7 2 3 0 0 1 0.391 TRUE
1 560 1 8 3 3 1 1 1 0.416 TRUE
1 560 1 9 4 2 1 1 1 0.467 TRUE
1 560 1 10 3 1 1 1 1 0.468 TRUE
1 560 1 11 4 5 0 0 1 0.523 TRUE
1 560 1 12 4 5 0 0 1 0.568 TRUE
1 560 1 13 5 6 0 0 1 0.46 TRUE
1 560 1 14 1 2 0 0 1 0.376 TRUE
1 560 1 15 5 6 1 0 0 0.852 TRUE
1 560 1 16 5 2 1 1 1 0.821 TRUE
1 560 1 17 3 2 1 1 1 0.532 TRUE
1 560 1 18 1 1 1 1 1 0.392 TRUE
1 560 1 19 2 2 1 1 1 0.422 TRUE
1 560 1 20 2 3 0 0 1 0.368 TRUE
1 560 1 21 4 1 1 1 1 0.513 TRUE
1 560 1 22 4 3 1 1 1 0.444 TRUE
1 560 1 23 3 4 0 0 1 0.411 TRUE
1 560 1 24 3 4 0 0 1 0.424 TRUE
1 560 1 25 4 4 1 1 1 0.429 TRUE
1 560 1 26 2 1 1 1 1 0.45 TRUE
1 560 1 27 3 4 0 0 1 0.428 TRUE
1 560 1 28 5 3 1 1 1 0.5 TRUE
1 560 1 29 5 4 1 1 1 0.425 TRUE
1 560 1 30 5 1 1 1 1 0.491 TRUE
1 560 2 1 1 2 0 0 1 0.339 TRUE
1 560 2 2 5 6 0 0 1 0.697 TRUE
