"rep(1, length(dats[, 1]))" "Sess" "Blk" "Trl" "SetSize" "Lag" "keyIdx" "CorrResp" "ACC" "RT" "use"
1 556 7 23 4 2 0 1 0 0.744 TRUE
1 556 7 24 5 5 1 1 1 0.479 TRUE
1 556 7 25 5 6 0 0 1 0.757 TRUE
1 556 7 26 3 1 1 1 1 0.696 TRUE
1 556 7 27 4 5 0 0 1 0.652 TRUE
1 556 7 28 5 2 1 1 1 0.704 TRUE
1 556 7 29 4 1 1 1 1 0.557 TRUE
1 556 7 30 3 2 1 1 1 0.686 TRUE
1 556 8 1 2 1 1 1 1 0.414 TRUE
1 556 8 2 3 2 1 1 1 0.531 TRUE
1 556 8 3 1 2 0 0 1 0.388 TRUE
1 556 8 4 2 3 0 0 1 0.401 TRUE
1 556 8 5 3 3 1 1 1 0.549 TRUE
1 556 8 6 3 4 0 0 1 0.429 TRUE
1 556 8 7 5 1 1 1 1 0.58 TRUE
1 556 8 8 4 1 1 1 1 0.449 TRUE
1 556 8 9 5 6 0 0 1 1.051 FALSE
1 556 8 10 5 4 1 1 1 0.57 TRUE
1 556 8 11 5 6 0 0 1 0.602 TRUE
1 556 8 12 3 1 1 1 1 0.497 TRUE
1 556 8 13 5 2 1 1 1 0.555 TRUE
1 556 8 14 5 5 1 1 1 0.505 TRUE
1 556 8 15 3 4 0 0 1 0.452 TRUE
1 556 8 16 4 5 0 0 1 0.527 TRUE
1 556 8 17 4 5 0 0 1 0.554 TRUE
1 556 8 18 4 2 1 1 1 0.548 TRUE
1 556 8 19 5 3 1 1 1 0.537 TRUE
1 556 8 20 5 6 0 0 1 0.513 TRUE
1 556 8 21 5 6 0 0 1 0.569 TRUE
1 556 8 22 3 4 0 0 1 0.462 TRUE
1 556 8 23 4 3 1 1 1 0.55 TRUE
1 556 8 24 4 5 0 0 1 0.468 TRUE
1 556 8 25 1 1 1 1 1 0.418 TRUE
1 556 8 26 4 5 0 0 1 0.533 TRUE
1 556 8 27 2 3 0 0 1 0.432 TRUE
1 556 8 28 2 2 1 1 1 0.494 TRUE
1 556 8 29 5 6 0 0 1 0.565 TRUE
1 556 8 30 4 4 1 1 1 0.425 TRUE
1 556 9 1 5 5 1 1 1 0.401 TRUE
1 556 9 2 4 3 1 1 1 0.507 TRUE
1 556 9 3 1 1 1 1 1 0.338 TRUE
1 556 9 4 5 1 1 1 1 0.564 TRUE
1 556 9 5 5 4 0 1 0 0.882 TRUE
1 556 9 6 4 5 0 0 1 0.877 TRUE
1 556 9 7 3 4 0 0 1 0.712 TRUE
1 556 9 8 4 5 0 0 1 0.554 TRUE
1 556 9 9 5 3 1 1 1 0.936 TRUE
1 556 9 10 3 4 0 0 1 0.491 TRUE
1 556 9 11 3 1 1 1 1 0.57 TRUE
1 556 9 12 5 6 0 0 1 0.77 TRUE
1 556 9 13 4 1 1 1 1 0.6 TRUE
1 556 9 14 3 4 0 0 1 0.466 TRUE
1 556 9 15 5 6 0 0 1 0.617 TRUE
1 556 9 16 2 3 0 0 1 0.493 TRUE
1 556 9 17 3 2 1 1 1 0.67 TRUE
1 556 9 18 4 5 0 0 1 0.644 TRUE
1 556 9 19 3 3 1 1 1 0.513 TRUE
1 556 9 20 2 1 1 1 1 0.414 TRUE
1 556 9 21 4 4 1 1 1 0.516 TRUE
1 556 9 22 4 2 0 1 0 0.525 TRUE
1 556 9 23 2 3 0 0 1 0.44 TRUE
1 556 9 24 5 6 0 0 1 0.889 TRUE
1 556 9 25 5 2 0 1 0 0.627 TRUE
1 556 9 26 2 2 1 1 1 0.574 TRUE
1 556 9 27 1 2 0 0 1 0.42 TRUE
1 556 9 28 4 5 0 0 1 0.502 TRUE
1 556 9 29 5 6 0 0 1 0.835 TRUE
1 556 9 30 5 6 0 0 1 0.797 TRUE
1 556 10 1 5 5 1 1 1 0.503 TRUE
1 556 10 2 5 6 0 0 1 0.739 TRUE
1 556 10 3 2 2 1 1 1 0.503 TRUE
1 556 10 4 5 2 1 1 1 0.774 TRUE
1 556 10 5 5 6 0 0 1 0.654 TRUE
1 556 10 6 4 5 0 0 1 0.49 TRUE
1 556 10 7 4 2 1 1 1 0.652 TRUE
1 556 10 8 3 4 0 0 1 0.479 TRUE
1 556 10 9 2 1 1 1 1 0.458 TRUE
1 556 10 10 3 3 1 1 1 0.46 TRUE
1 556 10 11 3 4 0 0 1 0.454 TRUE
1 556 10 12 1 2 0 0 1 0.368 TRUE
1 556 10 13 1 1 1 1 1 0.413 TRUE
1 556 10 14 3 2 1 1 1 0.62 TRUE
1 556 10 15 4 5 0 0 1 0.443 TRUE
1 556 10 16 5 1 1 1 1 1.004 FALSE
1 556 10 17 5 6 0 0 1 0.842 TRUE
1 556 10 18 4 5 0 0 1 0.851 TRUE
1 556 10 19 4 5 0 0 1 0.516 TRUE
1 556 10 20 3 4 0 0 1 0.614 TRUE
1 556 10 21 3 1 1 1 1 0.69 TRUE
1 556 10 22 4 4 1 1 1 0.503 TRUE
1 556 10 23 4 3 1 1 1 0.508 TRUE
1 556 10 24 5 4 1 1 1 0.653 TRUE
1 556 10 25 2 3 0 0 1 0.431 TRUE
1 556 10 26 5 3 1 1 1 0.77 TRUE
1 556 10 27 5 6 0 0 1 0.759 TRUE
1 556 10 28 4 1 1 1 1 0.618 TRUE
1 556 10 29 5 6 0 0 1 1.138 FALSE
1 556 10 30 2 3 0 0 1 0.45 TRUE
1 557 1 1 3 1 1 1 1 0.583 TRUE
1 557 1 2 5 6 0 0 1 0.449 TRUE
1 557 1 3 5 3 1 1 1 0.618 TRUE
1 557 1 4 3 4 0 0 1 0.406 TRUE
1 557 1 5 4 1 1 1 1 0.51 TRUE
1 557 1 6 4 2 1 1 1 0.55 TRUE
1 557 1 7 2 3 0 0 1 0.392 TRUE
1 557 1 8 2 1 1 1 1 0.464 TRUE
1 557 1 9 5 5 1 1 1 0.513 TRUE
1 557 1 10 4 5 0 0 1 0.426 TRUE
1 557 1 11 5 6 0 0 1 0.478 TRUE
1 557 1 12 5 1 1 1 1 0.471 TRUE
1 557 1 13 2 2 1 1 1 0.402 TRUE
1 557 1 14 4 4 1 1 1 0.409 TRUE
1 557 1 15 4 5 0 0 1 0.522 TRUE
1 557 1 16 5 2 0 1 0 0.428 TRUE
1 557 1 17 5 6 0 0 1 0.512 TRUE
1 557 1 18 1 2 0 0 1 0.418 TRUE
1 557 1 19 3 2 1 1 1 0.572 TRUE
1 557 1 20 5 4 1 1 1 0.428 TRUE
1 557 1 21 3 4 0 0 1 0.476 TRUE
1 557 1 22 3 3 1 1 1 0.463 TRUE
1 557 1 23 3 4 0 0 1 0.449 TRUE
1 557 1 24 5 6 0 0 1 0.473 TRUE
1 557 1 25 5 6 0 0 1 0.667 TRUE
1 557 1 26 4 5 0 0 1 0.628 TRUE
1 557 1 27 2 3 0 0 1 0.45 TRUE
1 557 1 28 4 3 1 1 1 0.602 TRUE
1 557 1 29 4 5 0 0 1 0.541 TRUE
1 557 1 30 1 1 1 1 1 0.396 TRUE
1 557 2 1 5 6 0 0 1 0.427 TRUE
1 557 2 2 5 4 1 1 1 0.487 TRUE
1 557 2 3 2 2 1 1 1 0.423 TRUE
1 557 2 4 2 3 0 0 1 0.409 TRUE
1 557 2 5 4 4 1 1 1 0.832 FALSE
1 557 2 6 1 2 0 0 1 0.372 TRUE
1 557 2 7 3 4 0 0 1 0.438 TRUE
1 557 2 8 5 6 0 0 1 0.472 TRUE
1 557 2 9 5 1 1 1 1 0.493 TRUE
1 557 2 10 2 3 0 0 1 0.378 TRUE
1 557 2 11 4 3 1 1 1 0.484 TRUE
1 557 2 12 4 1 1 1 1 0.66 TRUE
1 557 2 13 5 5 1 1 1 0.447 TRUE
1 557 2 14 3 4 0 0 1 0.491 TRUE
1 557 2 15 4 2 1 1 1 0.484 TRUE
1 557 2 16 4 5 0 0 1 0.459 TRUE
1 557 2 17 4 5 0 0 1 0.876 TRUE
1 557 2 18 5 2 0 1 0 0.67 TRUE
1 557 2 19 5 3 1 1 1 0.67 TRUE
1 557 2 20 4 5 0 0 1 0.48 TRUE
1 557 2 21 2 1 1 1 1 0.426 TRUE
1 557 2 22 3 3 1 1 1 0.498 TRUE
1 557 2 23 5 6 0 0 1 0.505 TRUE
1 557 2 24 3 2 1 1 1 0.555 TRUE
1 557 2 25 3 4 0 0 1 0.422 TRUE
1 557 2 26 5 6 0 0 1 0.472 TRUE
1 557 2 27 4 5 0 0 1 0.47 TRUE
1 557 2 28 3 1 1 1 1 0.5 TRUE
1 557 2 29 5 6 0 0 1 0.441 TRUE
1 557 2 30 1 1 1 1 1 0.382 TRUE
1 557 3 1 5 6 0 0 1 0.454 TRUE
1 557 3 2 5 2 1 1 1 0.552 TRUE
1 557 3 3 5 6 0 0 1 0.986 TRUE
1 557 3 4 5 3 1 1 1 0.572 TRUE
1 557 3 5 4 5 0 0 1 0.506 TRUE
1 557 3 6 1 2 0 0 1 0.412 TRUE
1 557 3 7 2 1 1 1 1 0.472 TRUE
1 557 3 8 4 2 1 1 1 0.451 TRUE
1 557 3 9 3 3 1 1 1 0.44 TRUE
1 557 3 10 3 1 1 1 1 0.412 TRUE
1 557 3 11 2 2 1 1 1 0.393 TRUE
1 557 3 12 4 5 0 0 1 0.472 TRUE
1 557 3 13 5 4 1 1 1 0.476 TRUE
1 557 3 14 4 1 1 1 1 0.416 TRUE
1 557 3 15 5 6 0 0 1 0.517 TRUE
1 557 3 16 4 4 1 1 1 0.433 TRUE
1 557 3 17 1 1 1 1 1 0.408 TRUE
1 557 3 18 3 4 0 0 1 0.426 TRUE
1 557 3 19 4 3 1 1 1 0.559 TRUE
1 557 3 20 3 4 0 0 1 0.504 TRUE
1 557 3 21 2 3 0 0 1 0.385 TRUE
1 557 3 22 5 5 1 1 1 0.458 TRUE
1 557 3 23 4 5 0 0 1 0.443 TRUE
1 557 3 24 2 3 0 0 1 0.501 TRUE
1 557 3 25 5 1 0 1 0 0.516 TRUE
1 557 3 26 5 6 0 0 1 0.755 TRUE
1 557 3 27 5 6 0 0 1 0.556 TRUE
1 557 3 28 3 2 1 1 1 0.495 TRUE
1 557 3 29 4 5 0 0 1 0.572 TRUE
1 557 3 30 3 4 0 0 1 0.461 TRUE
1 557 4 1 1 1 1 1 1 0.435 TRUE
1 557 4 2 1 2 0 0 1 0.348 TRUE
1 557 4 3 4 2 1 1 1 0.451 TRUE
1 557 4 4 4 5 0 0 1 0.496 TRUE
1 557 4 5 2 3 0 0 1 0.439 TRUE
1 557 4 6 5 4 1 1 1 0.443 TRUE
1 557 4 7 2 1 1 1 1 0.525 TRUE
1 557 4 8 4 3 1 1 1 0.47 TRUE
1 557 4 9 4 1 1 1 1 0.611 TRUE
1 557 4 10 3 3 1 1 1 0.414 TRUE
1 557 4 11 4 5 0 0 1 0.5 TRUE
1 557 4 12 5 6 0 0 1 0.663 TRUE
1 557 4 13 5 6 0 0 1 0.747 TRUE
1 557 4 14 3 1 1 1 1 0.425 TRUE
1 557 4 15 5 5 1 1 1 0.397 TRUE
1 557 4 16 4 5 0 0 1 0.487 TRUE
1 557 4 17 4 4 1 1 1 0.417 TRUE
1 557 4 18 5 6 0 0 1 0.811 TRUE
1 557 4 19 3 4 0 0 1 0.481 TRUE
1 557 4 20 5 6 0 0 1 0.462 TRUE
1 557 4 21 3 4 0 0 1 0.436 TRUE
1 557 4 22 2 3 0 0 1 0.442 TRUE
1 557 4 23 2 2 1 1 1 0.39 TRUE
1 557 4 24 4 5 0 0 1 0.466 TRUE
1 557 4 25 3 2 1 1 1 0.407 TRUE
1 557 4 26 5 3 1 1 1 0.646 TRUE
1 557 4 27 5 1 1 1 1 0.487 TRUE
1 557 4 28 5 2 1 1 1 0.703 TRUE
1 557 4 29 3 4 0 0 1 0.466 TRUE
1 557 4 30 5 6 0 0 1 0.543 TRUE
1 557 5 1 5 6 0 0 1 0.489 TRUE
1 557 5 2 4 1 1 1 1 0.522 TRUE
1 557 5 3 2 3 0 0 1 0.359 TRUE
1 557 5 4 3 4 0 0 1 0.539 TRUE
1 557 5 5 4 4 1 1 1 0.417 TRUE
1 557 5 6 5 2 1 1 1 0.622 TRUE
1 557 5 7 4 5 0 0 1 0.406 TRUE
1 557 5 8 5 6 0 0 1 0.46 TRUE
1 557 5 9 4 5 0 0 1 0.656 TRUE
1 557 5 10 5 5 1 1 1 0.429 TRUE
1 557 5 11 4 3 1 1 1 0.449 TRUE
1 557 5 12 3 1 1 1 1 0.412 TRUE
1 557 5 13 5 1 1 1 1 0.439 TRUE
1 557 5 14 4 5 0 0 1 0.588 TRUE
1 557 5 15 3 4 0 0 1 0.547 TRUE
1 557 5 16 5 3 1 1 1 0.517 TRUE
1 557 5 17 5 6 0 0 1 0.504 TRUE
1 557 5 18 5 4 1 1 1 0.471 TRUE
1 557 5 19 5 6 0 0 1 0.428 TRUE
1 557 5 20 3 2 1 1 1 0.445 TRUE
1 557 5 21 4 5 0 0 1 0.66 TRUE
1 557 5 22 2 1 1 1 1 0.467 TRUE
1 557 5 23 3 4 0 0 1 0.387 TRUE
1 557 5 24 2 3 0 0 1 0.356 TRUE
1 557 5 25 1 2 0 0 1 0.423 TRUE
1 557 5 26 2 2 1 1 1 0.406 TRUE
1 557 5 27 4 2 1 1 1 0.52 TRUE
1 557 5 28 5 6 0 0 1 0.535 TRUE
1 557 5 29 1 1 1 1 1 0.35 TRUE
1 557 5 30 3 3 1 1 1 0.44 TRUE
1 557 6 1 3 1 1 1 1 0.428 TRUE
1 557 6 2 5 6 1 0 0 0.454 TRUE
1 557 6 3 2 1 1 1 1 0.414 TRUE
1 557 6 4 1 1 1 1 1 0.381 TRUE
1 557 6 5 3 2 1 1 1 0.457 TRUE
1 557 6 6 3 4 0 0 1 0.478 TRUE
1 557 6 7 4 4 1 1 1 0.456 TRUE
1 557 6 8 2 2 1 1 1 0.374 TRUE
1 557 6 9 5 2 1 1 1 0.797 TRUE
1 557 6 10 4 5 0 0 1 0.474 TRUE
1 557 6 11 4 1 0 1 0 0.448 TRUE
1 557 6 12 2 3 0 0 1 0.392 TRUE
1 557 6 13 4 2 1 1 1 0.625 TRUE
1 557 6 14 2 3 0 0 1 0.443 TRUE
1 557 6 15 5 5 1 1 1 0.422 TRUE
1 557 6 16 5 1 1 1 1 0.51 TRUE
1 557 6 17 5 6 0 0 1 0.531 TRUE
1 557 6 18 5 6 0 0 1 0.737 TRUE
1 557 6 19 4 3 1 1 1 0.515 TRUE
1 557 6 20 3 4 0 0 1 0.458 TRUE
1 557 6 21 3 3 1 1 1 0.458 TRUE
1 557 6 22 5 3 1 1 1 0.538 TRUE
1 557 6 23 4 5 0 0 1 0.495 TRUE
1 557 6 24 4 5 0 0 1 0.441 TRUE
1 557 6 25 3 4 0 0 1 0.476 TRUE
1 557 6 26 5 6 0 0 1 0.48 TRUE
1 557 6 27 4 5 0 0 1 0.503 TRUE
1 557 6 28 5 4 1 1 1 0.574 TRUE
1 557 6 29 5 6 1 0 0 0.802 TRUE
1 557 6 30 1 2 0 0 1 0.414 TRUE
1 557 7 1 2 1 1 1 1 0.538 TRUE
1 557 7 2 3 4 0 0 1 0.663 TRUE
1 557 7 3 5 5 1 1 1 0.445 TRUE
1 557 7 4 3 2 1 1 1 0.529 TRUE
1 557 7 5 5 2 0 1 0 0.63 TRUE
1 557 7 6 5 1 1 1 1 0.465 TRUE
1 557 7 7 5 6 0 0 1 0.612 TRUE
1 557 7 8 4 2 1 1 1 0.479 TRUE
1 557 7 9 4 4 1 1 1 0.462 TRUE
1 557 7 10 3 1 1 1 1 0.45 TRUE
1 557 7 11 1 1 1 1 1 0.39 TRUE
1 557 7 12 2 3 0 0 1 0.408 TRUE
1 557 7 13 4 5 0 0 1 0.537 TRUE
1 557 7 14 4 5 0 0 1 0.391 TRUE
1 557 7 15 2 3 0 0 1 0.353 TRUE
1 557 7 16 5 6 0 0 1 0.454 TRUE
1 557 7 17 3 4 0 0 1 0.436 TRUE
1 557 7 18 3 4 0 0 1 0.398 TRUE
1 557 7 19 5 4 1 1 1 0.619 TRUE
1 557 7 20 3 3 1 1 1 0.447 TRUE
1 557 7 21 4 3 1 1 1 0.5 TRUE
1 557 7 22 4 5 0 0 1 0.472 TRUE
1 557 7 23 1 2 0 0 1 0.373 TRUE
1 557 7 24 4 5 0 0 1 0.449 TRUE
1 557 7 25 5 3 1 1 1 0.526 TRUE
1 557 7 26 4 1 1 1 1 0.556 TRUE
1 557 7 27 2 2 1 1 1 0.465 TRUE
1 557 7 28 5 6 0 0 1 0.901 TRUE
1 557 7 29 5 6 0 0 1 0.697 TRUE
1 557 7 30 5 6 0 0 1 0.501 TRUE
1 557 8 1 2 2 1 1 1 0.581 TRUE
1 557 8 2 5 3 0 1 0 0.775 TRUE
1 557 8 3 3 3 1 1 1 0.402 TRUE
1 557 8 4 5 5 1 1 1 0.449 TRUE
1 557 8 5 4 5 0 0 1 0.528 TRUE
1 557 8 6 2 3 0 0 1 0.451 TRUE
1 557 8 7 5 6 1 0 0 0.886 TRUE
1 557 8 8 5 4 1 1 1 0.504 TRUE
1 557 8 9 5 6 0 0 1 0.585 TRUE
1 557 8 10 2 1 0 1 0 0.406 TRUE
1 557 8 11 5 1 1 1 1 0.582 TRUE
1 557 8 12 5 6 0 0 1 0.826 TRUE
1 557 8 13 1 2 0 0 1 0.453 TRUE
1 557 8 14 4 4 1 1 1 0.49 TRUE
1 557 8 15 4 1 1 1 1 0.578 TRUE
1 557 8 16 3 1 1 1 1 0.483 TRUE
1 557 8 17 3 4 0 0 1 0.457 TRUE
1 557 8 18 4 5 0 0 1 0.413 TRUE
1 557 8 19 5 6 0 0 1 0.505 TRUE
1 557 8 20 5 6 0 0 1 0.66 TRUE
1 557 8 21 4 2 0 1 0 0.445 TRUE
1 557 8 22 4 5 0 0 1 0.485 TRUE
1 557 8 23 1 1 1 1 1 0.424 TRUE
1 557 8 24 2 3 0 0 1 0.525 TRUE
1 557 8 25 5 2 0 1 0 0.793 TRUE
1 557 8 26 3 2 1 1 1 0.455 TRUE
1 557 8 27 3 4 0 0 1 0.498 TRUE
1 557 8 28 4 3 1 1 1 0.592 TRUE
1 557 8 29 3 4 0 0 1 0.938 FALSE
1 557 8 30 4 5 0 0 1 0.607 TRUE
1 557 9 1 3 3 1 1 1 0.639 FALSE
1 557 9 2 1 2 0 0 1 0.438 TRUE
1 557 9 3 3 1 1 1 1 0.693 TRUE
1 557 9 4 1 1 1 1 1 0.39 TRUE
1 557 9 5 4 2 0 1 0 0.512 TRUE
1 557 9 6 2 2 1 1 1 0.453 TRUE
1 557 9 7 3 4 0 0 1 0.462 TRUE
1 557 9 8 3 2 1 1 1 0.503 TRUE
1 557 9 9 2 1 1 1 1 0.468 TRUE
1 557 9 10 4 5 0 0 1 0.477 TRUE
1 557 9 11 5 6 0 0 1 0.797 TRUE
1 557 9 12 5 6 0 0 1 0.574 TRUE
1 557 9 13 3 4 0 0 1 0.47 TRUE
1 557 9 14 5 6 0 0 1 0.508 TRUE
1 557 9 15 5 3 0 1 0 0.744 TRUE
1 557 9 16 3 4 0 0 1 0.461 TRUE
1 557 9 17 2 3 0 0 1 0.433 TRUE
1 557 9 18 5 2 1 1 1 0.828 TRUE
1 557 9 19 4 3 1 1 1 0.644 TRUE
1 557 9 20 2 3 0 0 1 0.441 TRUE
1 557 9 21 4 5 0 0 1 0.46 TRUE
1 557 9 22 5 1 1 1 1 0.893 TRUE
1 557 9 23 4 5 0 0 1 0.482 TRUE
1 557 9 24 5 6 0 0 1 0.569 TRUE
1 557 9 25 4 1 1 1 1 0.506 TRUE
1 557 9 26 5 5 1 1 1 0.434 TRUE
1 557 9 27 4 4 1 1 1 0.417 TRUE
1 557 9 28 5 6 0 0 1 0.699 TRUE
1 557 9 29 5 4 1 1 1 0.48 TRUE
1 557 9 30 4 5 0 0 1 0.441 TRUE
1 557 10 1 4 5 0 0 1 0.528 TRUE
1 557 10 2 2 3 0 0 1 0.443 TRUE
1 557 10 3 3 4 0 0 1 0.424 TRUE
1 557 10 4 5 3 1 1 1 0.835 TRUE
1 557 10 5 2 3 0 0 1 0.376 TRUE
1 557 10 6 5 6 0 0 1 0.509 TRUE
1 557 10 7 3 2 1 1 1 0.501 TRUE
1 557 10 8 4 5 0 0 1 0.609 TRUE
1 557 10 9 4 5 0 0 1 0.511 TRUE
1 557 10 10 2 2 1 1 1 0.485 TRUE
1 557 10 11 5 2 1 1 1 0.535 TRUE
1 557 10 12 2 1 1 1 1 0.416 TRUE
1 557 10 13 3 4 0 0 1 0.466 TRUE
1 557 10 14 5 6 0 0 1 0.552 TRUE
1 557 10 15 4 3 1 1 1 0.546 TRUE
1 557 10 16 4 1 1 1 1 0.473 TRUE
1 557 10 17 1 2 0 0 1 0.405 TRUE
1 557 10 18 1 1 1 1 1 0.429 TRUE
1 557 10 19 5 6 0 0 1 0.759 TRUE
1 557 10 20 5 1 1 1 1 0.685 TRUE
1 557 10 21 3 1 1 1 1 0.498 TRUE
1 557 10 22 3 3 1 1 1 0.44 TRUE
1 557 10 23 5 5 1 1 1 0.494 TRUE
1 557 10 24 4 2 1 1 1 0.475 TRUE
1 557 10 25 5 4 1 1 1 0.554 TRUE
1 557 10 26 4 4 1 1 1 0.493 TRUE
1 557 10 27 3 4 0 0 1 0.482 TRUE
1 557 10 28 5 6 0 0 1 0.84 TRUE
1 557 10 29 4 5 0 0 1 0.597 TRUE
1 557 10 30 5 6 0 0 1 0.688 TRUE
1 558 1 1 3 4 0 0 1 0.444 TRUE
1 558 1 2 5 2 1 1 1 0.831 TRUE
1 558 1 3 2 2 1 1 1 0.408 TRUE
1 558 1 4 4 4 1 1 1 0.401 TRUE
1 558 1 5 3 4 0 0 1 0.526 TRUE
1 558 1 6 5 6 0 0 1 0.643 TRUE
1 558 1 7 4 5 0 0 1 0.732 TRUE
1 558 1 8 2 3 0 0 1 0.441 TRUE
1 558 1 9 5 6 0 0 1 0.47 TRUE
1 558 1 10 4 5 0 0 1 0.621 TRUE
1 558 1 11 5 4 1 1 1 0.576 TRUE
1 558 1 12 2 1 1 1 1 0.459 TRUE
1 558 1 13 4 3 1 1 1 0.527 TRUE
1 558 1 14 4 5 0 0 1 0.432 TRUE
1 558 1 15 3 3 1 1 1 0.406 TRUE
1 558 1 16 5 6 0 0 1 0.431 TRUE
1 558 1 17 3 4 0 0 1 0.537 TRUE
1 558 1 18 3 1 0 1 0 0.386 TRUE
1 558 1 19 5 1 1 1 1 0.762 TRUE
1 558 1 20 3 2 1 1 1 0.453 TRUE
1 558 1 21 5 3 1 1 1 0.477 TRUE
1 558 1 22 5 6 0 0 1 0.859 TRUE
1 558 1 23 4 1 1 1 1 0.498 TRUE
1 558 1 24 5 5 1 1 1 0.474 TRUE
1 558 1 25 1 1 1 1 1 0.414 TRUE
1 558 1 26 1 2 0 0 1 0.361 TRUE
1 558 1 27 2 3 0 0 1 0.462 TRUE
1 558 1 28 4 5 0 0 1 0.544 TRUE
1 558 1 29 5 6 0 0 1 0.863 TRUE
1 558 1 30 4 2 1 1 1 0.69 TRUE
1 558 2 1 5 6 0 0 1 0.56 TRUE
1 558 2 2 4 5 0 0 1 0.636 TRUE
1 558 2 3 5 6 0 0 1 0.88 TRUE
1 558 2 4 5 6 0 0 1 0.643 TRUE
1 558 2 5 4 5 0 0 1 0.709 TRUE
1 558 2 6 2 3 0 0 1 0.402 TRUE
1 558 2 7 2 1 1 1 1 0.461 TRUE
1 558 2 8 1 2 0 0 1 0.401 TRUE
1 558 2 9 2 3 0 0 1 0.445 TRUE
1 558 2 10 5 6 0 0 1 0.543 TRUE
1 558 2 11 5 1 1 1 1 0.574 TRUE
1 558 2 12 4 3 1 1 1 0.489 TRUE
1 558 2 13 5 2 1 1 1 0.662 TRUE
1 558 2 14 1 1 1 1 1 0.416 TRUE
1 558 2 15 5 4 1 1 1 0.467 TRUE
1 558 2 16 5 3 1 1 1 0.427 TRUE
1 558 2 17 4 5 0 0 1 0.54 TRUE
1 558 2 18 5 5 1 1 1 0.498 TRUE
1 558 2 19 3 1 1 1 1 0.44 TRUE
1 558 2 20 3 4 0 0 1 0.491 TRUE
1 558 2 21 4 1 1 1 1 0.441 TRUE
1 558 2 22 4 5 0 0 1 0.46 TRUE
1 558 2 23 3 4 0 0 1 0.638 TRUE
1 558 2 24 3 3 1 1 1 0.404 TRUE
1 558 2 25 2 2 1 1 1 0.401 TRUE
1 558 2 26 5 6 0 0 1 0.46 TRUE
1 558 2 27 4 4 1 1 1 0.429 TRUE
1 558 2 28 4 2 1 1 1 0.506 TRUE
1 558 2 29 3 4 0 0 1 0.484 TRUE
1 558 2 30 3 2 1 1 1 0.611 TRUE
1 558 3 1 4 3 1 1 1 0.435 TRUE
1 558 3 2 2 2 1 1 1 0.38 TRUE
1 558 3 3 5 4 1 1 1 0.486 TRUE
1 558 3 4 2 1 1 1 1 0.469 TRUE
1 558 3 5 5 1 1 1 1 0.837 TRUE
1 558 3 6 2 3 0 0 1 0.511 TRUE
1 558 3 7 4 5 0 0 1 0.694 TRUE
1 558 3 8 5 6 0 0 1 0.521 TRUE
1 558 3 9 1 2 0 0 1 0.534 TRUE
1 558 3 10 4 5 0 0 1 0.46 TRUE
1 558 3 11 5 5 1 1 1 0.422 TRUE
1 558 3 12 2 3 0 0 1 0.48 TRUE
1 558 3 13 1 1 1 1 1 0.323 TRUE
1 558 3 14 5 3 1 1 1 0.457 TRUE
1 558 3 15 5 6 0 0 1 0.459 TRUE
1 558 3 16 3 4 0 0 1 0.395 TRUE
1 558 3 17 5 2 0 1 0 0.6 TRUE
1 558 3 18 4 2 1 1 1 0.664 TRUE
1 558 3 19 4 4 1 1 1 0.564 TRUE
1 558 3 20 5 6 0 0 1 0.704 TRUE
1 558 3 21 4 1 1 1 1 0.518 TRUE
1 558 3 22 3 3 1 1 1 0.405 TRUE
1 558 3 23 3 4 0 0 1 0.5 TRUE
1 558 3 24 3 2 1 1 1 0.449 TRUE
1 558 3 25 3 1 1 1 1 0.654 TRUE
1 558 3 26 3 4 0 0 1 0.456 TRUE
1 558 3 27 5 6 0 0 1 0.619 TRUE
1 558 3 28 4 5 1 0 0 0.479 TRUE
1 558 3 29 5 6 0 0 1 0.67 TRUE
1 558 3 30 4 5 0 0 1 0.489 TRUE
1 558 4 1 5 6 0 0 1 0.54 TRUE
1 558 4 2 1 2 0 0 1 0.388 TRUE
1 558 4 3 3 3 1 1 1 0.434 TRUE
1 558 4 4 5 4 1 1 1 0.494 TRUE
1 558 4 5 2 3 0 0 1 0.369 TRUE
1 558 4 6 5 5 1 1 1 0.542 TRUE
1 558 4 7 5 6 0 0 1 0.546 TRUE
1 558 4 8 5 6 0 0 1 0.51 TRUE
1 558 4 9 4 3 1 1 1 0.511 TRUE
1 558 4 10 4 1 1 1 1 0.652 TRUE
1 558 4 11 2 1 1 1 1 0.395 TRUE
1 558 4 12 4 5 0 0 1 0.442 TRUE
1 558 4 13 3 4 0 0 1 0.437 TRUE
1 558 4 14 2 2 1 1 1 0.412 TRUE
1 558 4 15 3 1 1 1 1 0.419 TRUE
1 558 4 16 4 4 1 1 1 0.408 TRUE
1 558 4 17 1 1 1 1 1 0.368 TRUE
1 558 4 18 2 3 0 0 1 0.337 TRUE
1 558 4 19 4 2 1 1 1 0.597 TRUE
1 558 4 20 5 3 1 1 1 0.437 TRUE
1 558 4 21 4 5 1 0 0 0.522 TRUE
1 558 4 22 5 6 0 0 1 0.515 TRUE
1 558 4 23 4 5 0 0 1 0.525 TRUE
1 558 4 24 3 2 1 1 1 0.534 TRUE
1 558 4 25 5 1 1 1 1 0.622 TRUE
1 558 4 26 5 2 1 1 1 0.853 TRUE
1 558 4 27 5 6 0 0 1 0.534 TRUE
