"" "" "Blk" "Trl" "SetSize" "Lag" "keyIdx" "CorrResp" "ACC" "RT" "use"
3 201 2 50 4 5 0 0 1 0.507 1
3 201 3 1 1 2 0 0 1 0.517 1
3 201 3 2 5 4 1 1 1 0.515 1
3 201 3 3 4 3 1 1 1 0.859 0
3 201 3 4 1 2 0 0 1 0.369 1
3 201 3 5 2 3 0 0 1 0.489 1
3 201 3 6 4 5 0 0 1 0.489 1
3 201 3 7 1 2 1 0 0 0.559 1
3 201 3 8 5 6 0 0 1 0.482 1
3 201 3 9 5 6 0 0 1 0.723 1
3 201 3 10 2 3 0 0 1 0.553 1
3 201 3 11 2 2 1 1 1 0.651 1
3 201 3 12 3 2 1 1 1 0.466 1
3 201 3 13 2 1 1 1 1 0.539 1
3 201 3 14 3 3 1 1 1 0.401 1
3 201 3 15 2 3 0 0 1 0.444 1
3 201 3 16 5 2 1 1 1 0.452 1
3 201 3 17 2 2 1 1 1 0.46 1
3 201 3 18 1 2 0 0 1 0.45 1
3 201 3 19 5 6 0 0 1 0.433 1
3 201 3 20 5 1 1 1 1 0.354 1
3 201 3 21 3 3 1 1 1 0.385 1
3 201 3 22 2 3 0 0 1 0.411 1
3 201 3 23 3 4 0 0 1 0.802 0
3 201 3 24 3 4 0 0 1 0.852 0
3 201 3 25 1 1 1 1 1 0.545 1
3 201 3 26 5 6 0 0 1 0.404 1
3 201 3 27 5 2 1 1 1 0.591 1
3 201 3 28 2 2 1 1 1 0.378 1
3 201 3 29 5 1 1 1 1 0.386 1
3 201 3 30 5 6 0 0 1 0.483 1
3 201 3 31 4 5 0 0 1 0.633 1
3 201 3 32 1 1 1 1 1 0.356 1
3 201 3 33 4 5 1 0 0 0.697 1
3 201 3 34 4 5 0 0 1 0.428 1
3 201 3 35 4 2 1 1 1 0.618 1
3 201 3 36 1 2 0 0 1 0.514 1
3 201 3 37 4 4 1 1 1 0.444 1
3 201 3 38 1 1 1 1 1 0.385 1
3 201 3 39 1 1 1 1 1 0.372 1
3 201 3 40 2 1 1 1 1 0.458 1
3 201 3 41 1 1 1 1 1 0.321 1
3 201 3 42 3 3 1 1 1 0.354 1
3 201 3 43 3 4 0 0 1 0.513 1
3 201 3 44 4 1 1 1 1 0.699 1
3 201 3 45 2 3 0 0 1 0.426 1
3 201 3 46 4 2 1 1 1 0.507 1
3 201 3 47 4 5 0 0 1 0.43 1
3 201 3 48 3 2 1 1 1 0.465 1
3 201 3 49 3 4 0 0 1 0.371 1
3 201 3 50 3 4 0 0 1 0.532 1
3 201 4 1 1 2 0 0 1 0.533 1
3 201 4 2 4 5 0 0 1 0.359 1
3 201 4 3 5 4 1 1 1 0.383 1
3 201 4 4 2 3 0 0 1 0.395 1
3 201 4 5 2 3 0 0 1 0.411 1
3 201 4 6 2 1 1 1 1 0.459 1
3 201 4 7 4 4 1 1 1 0.347 1
3 201 4 8 1 1 1 1 1 0.325 1
3 201 4 9 1 1 1 1 1 0.337 1
3 201 4 10 5 5 1 1 1 0.274 1
3 201 4 11 4 5 0 0 1 0.411 1
3 201 4 12 2 2 1 1 1 0.381 1
3 201 4 13 5 2 1 1 1 0.562 1
3 201 4 14 5 6 0 0 1 0.628 1
3 201 4 15 4 4 1 1 1 0.346 1
3 201 4 16 3 4 0 0 1 0.597 1
3 201 4 17 3 2 1 1 1 0.404 1
3 201 4 18 5 6 0 0 1 0.386 1
3 201 4 19 3 4 0 0 1 0.58 1
3 201 4 20 2 2 1 1 1 0.363 1
3 201 4 21 3 4 0 0 1 0.402 1
3 201 4 22 5 6 0 0 1 0.515 1
3 201 4 23 3 2 1 1 1 0.431 1
3 201 4 24 1 2 0 0 1 0.389 1
3 201 4 25 1 2 0 0 1 0.371 1
3 201 4 26 1 1 0 1 0 0.372 1
3 201 4 27 3 4 0 0 1 0.548 1
3 201 4 28 5 6 0 0 1 0.435 1
3 201 4 29 2 3 0 0 1 0.442 1
3 201 4 30 2 1 1 1 1 0.364 1
3 201 4 31 4 2 1 1 1 0.552 1
3 201 4 32 1 1 1 1 1 0.322 1
3 201 4 33 2 1 1 1 1 0.33 1
3 201 4 34 1 1 1 1 1 0.356 1
3 201 4 35 4 3 1 1 1 0.487 1
3 201 4 36 1 2 0 0 1 0.401 1
3 201 4 37 1 2 0 0 1 0.451 1
3 201 4 38 4 4 1 1 1 0.363 1
3 201 4 39 5 1 1 1 1 0.385 1
3 201 4 40 5 6 1 0 0 0.385 1
3 201 4 41 4 5 0 0 1 0.378 1
3 201 4 42 3 4 0 0 1 0.384 1
3 201 4 43 2 3 0 0 1 0.346 1
3 201 4 44 3 3 1 1 1 0.388 1
3 201 4 45 4 5 0 0 1 0.41 1
3 201 4 46 3 3 1 1 1 0.341 1
3 201 4 47 3 2 1 1 1 0.515 1
3 201 4 48 5 5 1 1 1 0.323 1
3 201 4 49 4 5 0 0 1 0.398 1
3 201 4 50 2 3 0 0 1 0.506 1
3 201 5 1 2 3 0 0 1 0.413 1
3 201 5 2 4 2 1 1 1 0.379 1
3 201 5 3 3 1 1 1 1 0.467 1
3 201 5 4 5 1 0 1 0 0.368 1
3 201 5 5 2 1 1 1 1 0.361 1
3 201 5 6 3 2 1 1 1 0.356 1
3 201 5 7 5 6 0 0 1 0.578 1
3 201 5 8 3 4 0 0 1 0.627 1
3 201 5 9 2 3 0 0 1 0.553 1
3 201 5 10 5 6 0 0 1 0.548 1
3 201 5 11 1 2 0 0 1 0.483 1
3 201 5 12 4 5 0 0 1 0.44 1
3 201 5 13 5 3 1 1 1 0.518 1
3 201 5 14 5 6 0 0 1 0.515 1
3 201 5 15 4 3 1 1 1 0.425 1
3 201 5 16 1 1 1 1 1 0.339 1
3 201 5 17 2 2 1 1 1 0.315 1
3 201 5 18 5 3 1 1 1 0.386 1
3 201 5 19 3 4 0 0 1 0.401 1
3 201 5 20 1 2 0 0 1 0.532 1
3 201 5 21 4 4 1 1 1 0.379 1
3 201 5 22 2 3 0 0 1 0.394 1
3 201 5 23 3 4 0 0 1 0.515 1
3 201 5 24 5 5 1 1 1 0.451 1
3 201 5 25 2 1 1 1 1 0.46 1
3 201 5 26 5 6 0 0 1 0.483 1
3 201 5 27 1 2 0 0 1 0.371 1
3 201 5 28 1 1 1 1 1 0.369 1
3 201 5 29 1 1 1 1 1 0.355 1
3 201 5 30 2 2 1 1 1 0.332 1
3 201 5 31 5 6 0 0 1 0.516 1
3 201 5 32 5 3 1 1 1 0.449 1
3 201 5 33 2 1 1 1 1 0.331 1
3 201 5 34 1 2 0 0 1 0.354 1
3 201 5 35 1 2 0 0 1 0.435 1
3 201 5 36 4 5 0 0 1 0.426 1
3 201 5 37 2 3 0 0 1 0.554 1
3 201 5 38 1 1 0 1 0 0.386 1
3 201 5 39 2 3 0 0 1 0.409 1
3 201 5 40 1 1 1 1 1 0.677 1
3 201 5 41 4 4 1 1 1 0.347 1
3 201 5 42 4 5 0 0 1 0.346 1
3 201 5 43 3 4 0 0 1 0.387 1
3 201 5 44 3 4 0 0 1 0.629 1
3 201 5 45 4 4 1 1 1 0.331 1
3 201 5 46 3 3 1 1 1 0.353 1
3 201 5 47 4 5 0 0 1 0.379 1
3 201 5 48 3 1 1 1 1 0.339 1
3 201 5 49 4 5 0 0 1 0.585 1
3 201 5 50 3 2 1 1 1 0.388 1
3 201 6 1 2 1 1 1 1 0.525 1
3 201 6 2 4 3 1 1 1 0.457 1
3 201 6 3 5 3 1 1 1 0.436 1
3 201 6 4 4 5 0 0 1 0.539 1
3 201 6 5 5 3 1 1 1 0.5 1
3 201 6 6 1 2 0 0 1 0.384 1
3 201 6 7 1 2 0 0 1 0.545 1
3 201 6 8 5 5 1 1 1 0.453 1
3 201 6 9 5 6 0 0 1 0.674 1
3 201 6 10 4 5 1 0 0 0.555 1
3 201 6 11 2 3 1 0 0 0.891 0
3 201 6 12 1 2 0 0 1 0.642 1
3 201 6 13 5 5 1 1 1 0.449 1
3 201 6 14 3 3 1 1 1 0.356 1
3 201 6 15 4 4 1 1 1 0.361 1
3 201 6 16 2 1 1 1 1 0.33 1
3 201 6 17 5 6 0 0 1 0.75 1
3 201 6 18 3 4 0 0 1 0.45 1
3 201 6 19 3 4 0 0 1 0.818 0
3 201 6 20 4 1 1 1 1 0.459 1
3 201 6 21 1 1 1 1 1 0.323 1
3 201 6 22 1 1 1 1 1 0.338 1
3 201 6 23 1 1 1 1 1 0.352 1
3 201 6 24 2 3 0 0 1 0.381 1
3 201 6 25 5 6 0 0 1 0.403 1
3 201 6 26 4 5 0 0 1 0.427 1
3 201 6 27 2 3 0 0 1 0.41 1
3 201 6 28 4 5 0 0 1 0.379 1
3 201 6 29 2 1 0 1 0 0.44 1
3 201 6 30 1 2 0 0 1 0.464 1
3 201 6 31 3 2 1 1 1 0.449 1
3 201 6 32 5 6 0 0 1 0.42 1
3 201 6 33 4 1 1 1 1 0.443 1
3 201 6 34 3 1 1 1 1 0.402 1
3 201 6 35 2 3 0 0 1 0.44 1
3 201 6 36 5 6 0 0 1 0.418 1
3 201 6 37 2 1 1 1 1 0.332 1
3 201 6 38 5 1 1 1 1 0.321 1
3 201 6 39 3 4 0 0 1 0.465 1
3 201 6 40 3 4 0 0 1 0.528 1
3 201 6 41 3 2 1 1 1 0.628 1
3 201 6 42 4 2 1 1 1 0.555 1
3 201 6 43 1 1 1 1 1 0.417 1
3 201 6 44 3 3 1 1 1 0.42 1
3 201 6 45 4 5 0 0 1 0.542 1
3 201 6 46 1 1 1 1 1 0.385 1
3 201 6 47 1 2 0 0 1 0.372 1
3 201 6 48 2 3 0 0 1 0.41 1
3 201 6 49 2 2 1 1 1 0.392 1
3 201 6 50 3 4 0 0 1 0.388 1
3 201 7 1 1 2 0 0 1 0.355 1
3 201 7 2 3 3 1 1 1 0.386 1
3 201 7 3 3 4 0 0 1 0.405 1
3 201 7 4 4 5 0 0 1 0.379 1
3 201 7 5 1 2 0 0 1 0.419 1
3 201 7 6 3 1 1 1 1 0.548 1
3 201 7 7 4 5 0 0 1 0.51 1
3 201 7 8 2 3 0 0 1 0.378 1
3 201 7 9 1 2 0 0 1 0.561 1
3 201 7 10 4 1 1 1 1 0.399 1
3 201 7 11 1 1 1 1 1 0.354 1
3 201 7 12 4 5 0 0 1 0.33 1
3 201 7 13 2 3 0 0 1 0.429 1
3 201 7 14 4 5 0 0 1 0.41 1
3 201 7 15 1 1 1 1 1 0.371 1
3 201 7 16 5 6 0 0 1 0.449 1
3 201 7 17 2 3 0 0 1 0.378 1
3 201 7 18 5 2 1 1 1 0.401 1
3 201 7 19 5 3 1 1 1 0.482 1
3 201 7 20 2 1 1 1 1 0.489 1
3 201 7 21 2 3 0 0 1 0.924 0
3 201 7 22 1 2 0 0 1 0.995 0
3 201 7 23 4 4 1 1 1 0.457 1
3 201 7 24 2 2 1 1 1 0.364 1
3 201 7 25 3 4 0 0 1 0.419 1
3 201 7 26 1 2 0 0 1 0.945 0
3 201 7 27 5 4 1 1 1 0.389 1
3 201 7 28 3 4 0 0 1 0.384 1
3 201 7 29 5 5 1 1 1 0.404 1
3 201 7 30 2 2 1 1 1 0.345 1
3 201 7 31 3 3 1 1 1 0.308 1
3 201 7 32 1 1 1 1 1 0.32 1
3 201 7 33 5 6 0 0 1 0.388 1
3 201 7 34 5 6 1 0 0 0.449 1
3 201 7 35 4 1 1 1 1 0.441 1
3 201 7 36 4 4 1 1 1 0.393 1
3 201 7 37 2 3 0 0 1 0.393 1
3 201 7 38 2 1 1 1 1 0.331 1
3 201 7 39 5 6 0 0 1 0.466 1
3 201 7 40 3 4 0 0 1 0.414 1
3 201 7 41 5 2 1 1 1 0.451 1
3 201 7 42 3 4 0 0 1 0.482 1
3 201 7 43 4 5 0 0 1 0.668 1
3 201 7 44 3 3 1 1 1 0.416 1
3 201 7 45 5 6 0 0 1 0.496 1
3 201 7 46 1 1 1 1 1 0.402 1
3 201 7 47 3 2 1 1 1 0.803 1
3 201 7 48 2 1 1 1 1 0.381 1
3 201 7 49 4 3 1 1 1 0.393 1
3 201 7 50 1 1 1 1 1 0.307 1
3 201 8 1 2 3 0 0 1 0.428 1
3 201 8 2 5 2 0 1 0 0.368 1
3 201 8 3 1 2 0 0 1 0.355 1
3 201 8 4 2 3 0 0 1 0.378 1
3 201 8 5 1 2 0 0 1 0.371 1
3 201 8 6 2 2 1 1 1 0.364 1
3 201 8 7 1 1 1 1 1 0.307 1
3 201 8 8 2 1 1 1 1 0.347 1
3 201 8 9 3 4 0 0 1 0.355 1
3 201 8 10 3 4 0 0 1 0.799 0
3 201 8 11 1 1 1 1 1 0.371 1
3 201 8 12 3 3 1 1 1 0.388 1
3 201 8 13 2 1 1 1 1 0.362 1
3 201 8 14 5 6 0 0 1 0.434 1
3 201 8 15 4 5 0 0 1 0.409 1
3 201 8 16 4 4 1 1 1 0.41 1
3 201 8 17 3 1 1 1 1 0.434 1
3 201 8 18 4 2 0 1 0 0.586 1
3 201 8 19 5 6 0 0 1 0.383 1
3 201 8 20 1 1 1 1 1 0.355 1
3 201 8 21 5 1 1 1 1 0.417 1
3 201 8 22 4 5 0 0 1 0.618 1
3 201 8 23 2 3 0 0 1 0.538 1
3 201 8 24 3 1 1 1 1 0.371 1
3 201 8 25 1 2 0 0 1 0.368 1
3 201 8 26 5 6 0 0 1 0.355 1
3 201 8 27 2 3 0 0 1 0.427 1
3 201 8 28 2 1 1 1 1 0.442 1
3 201 8 29 3 1 1 1 1 0.531 1
3 201 8 30 2 3 0 0 1 0.347 1
3 201 8 31 1 1 1 1 1 0.337 1
3 201 8 32 4 5 0 0 1 0.346 1
3 201 8 33 4 4 1 1 1 0.343 1
3 201 8 34 3 1 1 1 1 0.339 1
3 201 8 35 3 4 0 0 1 0.354 1
3 201 8 36 4 5 0 0 1 0.347 1
3 201 8 37 4 5 0 0 1 0.362 1
3 201 8 38 5 6 0 0 1 0.322 1
3 201 8 39 5 6 0 0 1 0.403 1
3 201 8 40 5 1 0 1 0 0.466 1
3 201 8 41 3 4 0 0 1 0.463 1
3 201 8 42 5 2 1 1 1 0.42 1
3 201 8 43 1 2 0 0 1 0.534 1
3 201 8 44 1 2 0 0 1 0.497 1
3 201 8 45 1 1 1 1 1 0.387 1
3 201 8 46 5 5 1 1 1 0.401 1
3 201 8 47 4 1 1 1 1 0.555 1
3 201 8 48 3 4 0 0 1 0.45 1
3 201 8 49 4 3 1 1 1 0.508 1
3 201 8 50 2 2 1 1 1 0.377 1
3 201 9 1 5 5 1 1 1 0.614 0
3 201 9 2 1 1 1 1 1 0.499 1
3 201 9 3 4 5 0 0 1 0.411 1
3 201 9 4 3 3 1 1 1 0.465 1
3 201 9 5 1 2 0 0 1 1.061 0
3 201 9 6 2 3 0 0 1 0.396 1
3 201 9 7 4 5 0 0 1 0.44 1
3 201 9 8 5 6 0 0 1 0.435 1
3 201 9 9 4 4 1 1 1 0.476 1
3 201 9 10 1 2 0 0 1 0.58 1
3 201 9 11 1 2 0 0 1 0.772 1
3 201 9 12 5 2 1 1 1 0.516 1
3 201 9 13 3 4 0 0 1 0.514 1
3 201 9 14 5 6 0 0 1 0.692 1
3 201 9 15 1 2 0 0 1 0.513 1
3 201 9 16 5 2 1 1 1 0.561 1
3 201 9 17 3 2 1 1 1 0.402 1
3 201 9 18 4 5 0 0 1 0.413 1
3 201 9 19 3 4 0 0 1 0.449 1
3 201 9 20 3 2 1 1 1 0.465 1
3 201 9 21 2 3 0 0 1 0.378 1
3 201 9 22 2 2 1 1 1 0.361 1
3 201 9 23 5 6 0 0 1 0.514 1
3 201 9 24 1 1 1 1 1 0.418 1
3 201 9 25 4 5 1 0 0 0.507 1
3 201 9 26 5 6 0 0 1 0.5 1
3 201 9 27 4 2 1 1 1 0.363 1
3 201 9 28 3 4 0 0 1 0.433 1
3 201 9 29 5 4 1 1 1 0.401 1
3 201 9 30 3 4 0 0 1 0.404 1
3 201 9 31 5 6 0 0 1 0.449 1
3 201 9 32 5 5 1 1 1 0.464 1
3 201 9 33 1 1 1 1 1 0.449 1
3 201 9 34 4 2 1 1 1 0.376 1
3 201 9 35 3 3 1 1 1 0.353 1
3 201 9 36 2 3 0 0 1 0.409 1
3 201 9 37 2 2 1 1 1 0.443 1
3 201 9 38 2 3 0 0 1 0.442 1
3 201 9 39 2 1 1 1 1 0.554 1
3 201 9 40 4 4 1 1 1 0.362 1
3 201 9 41 2 1 1 1 1 0.361 1
3 201 9 42 1 1 1 1 1 0.305 1
3 201 9 43 2 2 1 1 1 0.377 1
3 201 9 44 1 1 1 1 1 0.325 1
3 201 9 45 4 5 0 0 1 0.411 1
3 201 9 46 3 4 0 0 1 0.435 1
3 201 9 47 3 3 1 1 1 0.37 1
3 201 9 48 2 3 0 0 1 0.507 1
3 201 9 49 1 2 0 0 1 0.42 1
3 201 9 50 4 3 1 1 1 0.457 1
3 201 10 1 3 3 1 1 1 0.372 1
3 201 10 2 2 3 0 0 1 0.394 1
3 201 10 3 2 3 0 0 1 0.441 1
3 201 10 4 5 6 0 0 1 0.37 1
3 201 10 5 5 4 1 1 1 0.436 1
3 201 10 6 4 4 1 1 1 0.377 1
3 201 10 7 1 2 0 0 1 0.354 1
3 201 10 8 4 2 1 1 1 0.572 1
3 201 10 9 3 4 0 0 1 0.354 1
3 201 10 10 2 3 0 0 1 0.392 1
3 201 10 11 5 6 0 0 1 0.39 1
3 201 10 12 2 2 1 1 1 0.411 1
3 201 10 13 2 1 0 1 0 0.569 1
3 201 10 14 5 3 1 1 1 0.403 1
3 201 10 15 5 4 1 1 1 0.434 1
3 201 10 16 5 6 0 0 1 0.42 1
3 201 10 17 4 5 1 0 0 0.538 1
3 201 10 18 3 4 1 0 0 0.866 0
3 201 10 19 4 1 0 1 0 0.49 1
3 201 10 20 1 1 1 1 1 0.368 1
3 201 10 21 1 1 1 1 1 0.355 1
3 201 10 22 1 1 1 1 1 0.339 1
3 201 10 23 4 5 0 0 1 0.377 1
3 201 10 24 3 4 0 0 1 0.386 1
3 201 10 25 2 1 0 1 0 0.378 1
3 201 10 26 3 4 0 0 1 0.417 1
3 201 10 27 3 2 1 1 1 0.581 1
3 201 10 28 1 1 1 1 1 0.386 1
3 201 10 29 1 2 0 0 1 0.356 1
3 201 10 30 2 3 0 0 1 0.393 1
3 201 10 31 4 3 1 1 1 0.458 1
3 201 10 32 2 3 0 0 1 0.412 1
3 201 10 33 4 5 0 0 1 0.877 0
3 201 10 34 3 2 0 1 0 0.883 0
3 201 10 35 4 5 0 0 1 0.523 1
3 201 10 36 4 5 0 0 1 0.587 1
3 201 10 37 1 1 0 1 0 0.691 1
3 201 10 38 3 4 0 0 1 0.434 1
3 201 10 39 1 2 0 0 1 0.403 1
3 201 10 40 5 3 1 1 1 0.483 1
3 201 10 41 5 6 0 0 1 1.666 0
3 201 10 42 2 2 1 1 1 0.506 1
3 201 10 43 2 2 1 1 1 0.586 1
3 201 10 44 1 2 0 0 1 0.372 1
3 201 10 45 4 4 1 1 1 0.396 1
3 201 10 46 5 6 0 0 1 0.402 1
3 201 10 47 5 5 0 1 0 0.786 0
3 201 10 48 3 3 1 1 1 0.367 1
3 201 10 49 3 3 1 1 1 0.323 1
3 201 10 50 1 2 0 0 1 0.34 1
3 202 1 1 5 6 0 0 1 0.365 1
3 202 1 2 1 1 1 1 1 0.53 1
3 202 1 3 4 5 0 0 1 0.397 1
3 202 1 4 1 1 1 1 1 0.355 1
3 202 1 5 3 3 1 1 1 0.341 1
3 202 1 6 5 5 1 1 1 0.323 1
3 202 1 7 4 1 1 1 1 0.317 1
3 202 1 8 4 2 1 1 1 0.476 1
3 202 1 9 4 5 0 0 1 0.333 1
3 202 1 10 5 6 0 0 1 0.39 1
3 202 1 11 1 2 0 0 1 0.388 1
3 202 1 12 1 2 0 0 1 0.357 1
3 202 1 13 4 5 1 0 0 0.652 1
3 202 1 14 5 6 0 0 1 0.947 0
3 202 1 15 5 6 0 0 1 0.805 1
3 202 1 16 4 5 0 0 1 0.827 0
3 202 1 17 3 2 1 1 1 0.627 1
3 202 1 18 3 4 0 0 1 0.339 1
3 202 1 19 1 1 1 1 1 0.322 1
3 202 1 20 2 3 0 0 1 0.332 1
3 202 1 21 5 4 1 1 1 0.339 1
3 202 1 22 5 5 0 1 0 0.467 1
3 202 1 23 2 3 0 0 1 0.334 1
3 202 1 24 2 1 1 1 1 0.429 1
3 202 1 25 1 2 0 0 1 0.322 1
3 202 1 26 5 2 1 1 1 0.341 1
3 202 1 27 2 1 1 1 1 0.312 1
3 202 1 28 2 1 1 1 1 0.312 1
3 202 1 29 5 6 1 0 0 0.337 1
3 202 1 30 1 1 1 1 1 0.418 1
3 202 1 31 3 4 0 0 1 0.388 1
3 202 1 32 5 2 1 1 1 0.373 1
3 202 1 33 3 4 0 0 1 0.4 1
3 202 1 34 1 2 0 0 1 0.29 1
3 202 1 35 2 2 1 1 1 0.363 1
3 202 1 36 3 1 1 1 1 0.453 1
3 202 1 37 3 1 1 1 1 0.322 1
3 202 1 38 4 5 0 0 1 0.397 1
3 202 1 39 4 1 1 1 1 0.476 1
3 202 1 40 2 2 1 1 1 0.332 1
3 202 1 41 2 3 0 0 1 0.41 1
3 202 1 42 3 3 1 1 1 0.307 1
3 202 1 43 4 4 1 1 1 0.298 1
3 202 1 44 2 3 0 0 1 0.314 1
3 202 1 45 3 4 0 0 1 0.387 1
3 202 1 46 3 4 0 0 1 0.357 1
3 202 1 47 1 1 1 1 1 0.357 1
3 202 1 48 1 2 0 0 1 0.273 1
3 202 1 49 4 3 0 1 0 0.413 1
3 202 1 50 2 3 0 0 1 0.365 1
3 202 2 1 4 5 1 0 0 0.64 1
3 202 2 2 5 6 0 0 1 0.451 1
3 202 2 3 1 1 1 1 1 0.323 1
3 202 2 4 3 1 1 1 1 0.37 1
3 202 2 5 5 5 1 1 1 0.338 1
3 202 2 6 4 3 1 1 1 0.443 1
3 202 2 7 4 4 1 1 1 0.33 1
3 202 2 8 2 3 0 0 1 0.347 1
3 202 2 9 5 1 1 1 1 0.421 1
3 202 2 10 5 1 1 1 1 0.518 1
3 202 2 11 3 4 0 0 1 0.451 1
3 202 2 12 2 3 0 0 1 0.488 1
3 202 2 13 4 5 0 0 1 0.381 1
3 202 2 14 5 3 1 1 1 0.372 1
3 202 2 15 5 6 0 0 1 0.407 1
3 202 2 16 1 2 0 0 1 0.324 1
3 202 2 17 2 3 0 0 1 0.364 1
3 202 2 18 2 2 1 1 1 0.365 1
3 202 2 19 2 1 1 1 1 0.316 1
3 202 2 20 3 4 0 0 1 0.387 1
3 202 2 21 1 1 1 1 1 0.324 1
3 202 2 22 3 2 1 1 1 0.389 1
3 202 2 23 1 1 1 1 1 0.289 1
3 202 2 24 1 1 1 1 1 0.242 1
3 202 2 25 1 2 0 0 1 0.324 1
3 202 2 26 2 3 0 0 1 0.397 1
3 202 2 27 2 1 1 1 1 0.41 1
3 202 2 28 3 4 0 0 1 0.373 1
