"rep(2, length(dats[, 1]))" "dat[, 1]" "Blk" "Trl" "SetSize" "Lag" "keyIdx" "CorrResp" "ACC" "RT" "use"
2 155 7 25 5 6 0 0 1 0.643 TRUE
2 155 7 26 2 3 0 0 1 0.578 TRUE
2 155 7 27 4 5 0 0 1 0.625 TRUE
2 155 7 28 2 3 0 0 1 0.518 TRUE
2 155 7 29 5 4 1 1 1 0.72 TRUE
2 155 7 30 5 1 1 1 1 0.681 TRUE
2 155 8 1 3 4 0 0 1 0.542 TRUE
2 155 8 2 4 5 0 0 1 0.834 TRUE
2 155 8 3 4 5 0 0 1 0.506 TRUE
2 155 8 4 2 3 0 0 1 0.49 TRUE
2 155 8 5 4 3 1 1 1 0.749 TRUE
2 155 8 6 3 2 1 1 1 0.511 TRUE
2 155 8 7 4 5 0 0 1 0.576 TRUE
2 155 8 8 5 1 1 1 1 0.912 TRUE
2 155 8 9 3 1 1 1 1 0.493 TRUE
2 155 8 10 4 4 1 1 1 0.697 TRUE
2 155 8 11 2 3 0 0 1 0.545 TRUE
2 155 8 12 5 3 1 1 1 0.625 TRUE
2 155 8 13 2 2 1 1 1 0.586 TRUE
2 155 8 14 4 2 1 1 1 1.004 TRUE
2 155 8 15 3 4 0 0 1 0.555 TRUE
2 155 8 16 4 1 1 1 1 0.562 TRUE
2 155 8 17 5 6 0 0 1 1.07 TRUE
2 155 8 18 5 6 0 0 1 0.572 TRUE
2 155 8 19 3 4 0 0 1 0.588 TRUE
2 155 8 20 5 6 0 0 1 0.57 TRUE
2 155 8 21 5 5 1 1 1 0.528 TRUE
2 155 8 22 3 3 1 1 1 0.48 TRUE
2 155 8 23 1 2 0 0 1 0.703 TRUE
2 155 8 24 5 6 0 0 1 0.799 TRUE
2 155 8 25 5 6 0 0 1 0.592 TRUE
2 155 8 26 5 4 0 1 0 1.067 TRUE
2 155 8 27 1 1 1 1 1 0.7 TRUE
2 155 8 28 4 5 0 0 1 0.619 TRUE
2 155 8 29 2 1 1 1 1 0.511 TRUE
2 155 8 30 5 2 1 1 1 0.607 TRUE
2 155 9 1 5 6 0 0 1 1.029 TRUE
2 155 9 2 5 6 0 0 1 0.841 TRUE
2 155 9 3 1 2 0 0 1 0.534 TRUE
2 155 9 4 5 1 1 1 1 0.67 TRUE
2 155 9 5 2 3 0 0 1 0.536 TRUE
2 155 9 6 4 5 0 0 1 0.714 TRUE
2 155 9 7 4 5 1 0 0 1.57 TRUE
2 155 9 8 4 5 0 0 1 1.009 TRUE
2 155 9 9 4 1 1 1 1 0.713 TRUE
2 155 9 10 5 2 1 1 1 1.468 TRUE
2 155 9 11 4 5 0 0 1 1.662 TRUE
2 155 9 12 5 6 0 0 1 0.711 TRUE
2 155 9 13 3 4 0 0 1 0.566 TRUE
2 155 9 14 2 1 1 1 1 0.526 TRUE
2 155 9 15 5 6 0 0 1 0.742 TRUE
2 155 9 16 1 1 1 1 1 0.466 TRUE
2 155 9 17 5 4 1 1 1 0.952 TRUE
2 155 9 18 4 2 1 1 1 0.615 TRUE
2 155 9 19 2 3 0 0 1 0.604 TRUE
2 155 9 20 3 4 0 0 1 0.515 TRUE
2 155 9 21 5 3 1 1 1 0.591 TRUE
2 155 9 22 3 2 1 1 1 0.597 TRUE
2 155 9 23 4 4 1 1 1 0.549 TRUE
2 155 9 24 5 6 0 0 1 0.721 TRUE
2 155 9 25 3 4 0 0 1 0.566 TRUE
2 155 9 26 5 5 1 1 1 0.5 TRUE
2 155 9 27 4 3 1 1 1 0.503 TRUE
2 155 9 28 2 2 1 1 1 0.559 TRUE
2 155 9 29 3 1 1 1 1 0.635 TRUE
2 155 9 30 3 3 1 1 1 0.704 TRUE
2 155 10 1 5 5 1 1 1 1.21 TRUE
2 155 10 2 4 5 0 0 1 0.522 TRUE
2 155 10 3 2 1 1 1 1 0.493 TRUE
2 155 10 4 4 1 1 1 1 0.968 TRUE
2 155 10 5 4 3 1 1 1 0.591 TRUE
2 155 10 6 5 4 1 1 1 0.533 TRUE
2 155 10 7 1 2 0 0 1 0.587 TRUE
2 155 10 8 3 1 1 1 1 0.498 TRUE
2 155 10 9 4 5 0 0 1 0.729 TRUE
2 155 10 10 5 6 0 0 1 0.711 TRUE
2 155 10 11 4 5 0 0 1 0.672 TRUE
2 155 10 12 5 2 1 1 1 0.622 TRUE
2 155 10 13 2 3 0 0 1 0.582 TRUE
2 155 10 14 5 3 1 1 1 0.561 TRUE
2 155 10 15 4 5 0 0 1 0.505 TRUE
2 155 10 16 1 1 1 1 1 0.472 TRUE
2 155 10 17 5 6 0 0 1 0.565 TRUE
2 155 10 18 3 2 1 1 1 0.506 TRUE
2 155 10 19 3 3 1 1 1 0.526 TRUE
2 155 10 20 5 6 0 0 1 0.627 TRUE
2 155 10 21 3 4 0 0 1 0.51 TRUE
2 155 10 22 5 1 1 1 1 0.65 TRUE
2 155 10 23 3 4 0 0 1 0.502 TRUE
2 155 10 24 3 4 0 0 1 0.593 TRUE
2 155 10 25 2 3 0 0 1 0.676 TRUE
2 155 10 26 5 6 0 0 1 0.626 TRUE
2 155 10 27 5 6 0 0 1 0.554 TRUE
2 155 10 28 4 4 1 1 1 0.633 TRUE
2 155 10 29 4 2 1 1 1 0.609 TRUE
2 155 10 30 2 2 1 1 1 0.621 TRUE
2 156 1 1 3 3 1 1 1 0.428 TRUE
2 156 1 2 5 6 0 0 1 0.419 TRUE
2 156 1 3 2 3 0 0 1 0.537 TRUE
2 156 1 4 5 1 1 1 1 0.548 TRUE
2 156 1 5 5 6 0 0 1 0.487 TRUE
2 156 1 6 5 6 0 0 1 0.434 TRUE
2 156 1 7 3 4 0 0 1 0.399 TRUE
2 156 1 8 1 2 0 0 1 0.548 TRUE
2 156 1 9 1 1 1 1 1 0.749 TRUE
2 156 1 10 4 5 0 0 1 0.379 TRUE
2 156 1 11 5 5 1 1 1 0.377 TRUE
2 156 1 12 2 3 0 0 1 0.349 TRUE
2 156 1 13 4 5 0 0 1 0.432 TRUE
2 156 1 14 5 2 1 1 1 0.515 TRUE
2 156 1 15 3 4 0 0 1 0.438 TRUE
2 156 1 16 4 2 1 1 1 0.587 TRUE
2 156 1 17 5 6 0 0 1 0.524 TRUE
2 156 1 18 4 5 0 0 1 0.462 TRUE
2 156 1 19 4 5 0 0 1 0.447 TRUE
2 156 1 20 4 3 1 1 1 0.568 TRUE
2 156 1 21 3 4 0 0 1 0.422 TRUE
2 156 1 22 4 1 1 1 1 0.55 TRUE
2 156 1 23 3 1 1 1 1 0.553 TRUE
2 156 1 24 5 6 0 0 1 0.552 TRUE
2 156 1 25 5 4 1 1 1 0.592 TRUE
2 156 1 26 3 2 1 1 1 0.553 TRUE
2 156 1 27 2 1 1 1 1 0.47 TRUE
2 156 1 28 4 4 1 1 1 0.44 TRUE
2 156 1 29 2 2 1 1 1 0.423 TRUE
2 156 1 30 5 3 1 1 1 0.498 TRUE
2 156 2 1 3 3 1 1 1 0.476 TRUE
2 156 2 2 5 5 1 1 1 0.453 TRUE
2 156 2 3 3 2 1 1 1 0.504 TRUE
2 156 2 4 4 4 1 1 1 0.42 TRUE
2 156 2 5 4 5 0 0 1 0.539 TRUE
2 156 2 6 5 6 0 0 1 0.503 TRUE
2 156 2 7 5 6 0 0 1 0.459 TRUE
2 156 2 8 3 4 0 0 1 0.412 TRUE
2 156 2 9 4 1 1 1 1 0.473 TRUE
2 156 2 10 3 1 1 1 1 0.439 TRUE
2 156 2 11 2 3 0 0 1 0.457 TRUE
2 156 2 12 5 6 0 0 1 0.646 TRUE
2 156 2 13 1 2 0 0 1 0.473 TRUE
2 156 2 14 5 6 0 0 1 0.455 TRUE
2 156 2 15 2 1 1 1 1 0.413 TRUE
2 156 2 16 5 6 0 0 1 0.795 TRUE
2 156 2 17 4 5 0 0 1 0.437 TRUE
2 156 2 18 2 3 0 0 1 0.447 TRUE
2 156 2 19 3 4 0 0 1 0.45 TRUE
2 156 2 20 4 2 0 1 0 0.448 TRUE
2 156 2 21 4 3 1 1 1 0.644 TRUE
2 156 2 22 5 2 1 1 1 0.571 TRUE
2 156 2 23 4 5 0 0 1 0.491 TRUE
2 156 2 24 5 4 1 1 1 0.783 TRUE
2 156 2 25 5 1 1 1 1 0.681 TRUE
2 156 2 26 4 5 0 0 1 0.678 TRUE
2 156 2 27 2 2 1 1 1 0.452 TRUE
2 156 2 28 5 3 1 1 1 0.503 TRUE
2 156 2 29 1 1 1 1 1 0.41 TRUE
2 156 2 30 3 4 0 0 1 0.645 TRUE
2 156 3 1 2 1 1 1 1 0.488 TRUE
2 156 3 2 5 6 0 0 1 0.483 TRUE
2 156 3 3 5 1 1 1 1 0.504 TRUE
2 156 3 4 4 4 1 1 1 0.661 TRUE
2 156 3 5 3 3 1 1 1 0.454 TRUE
2 156 3 6 3 4 0 0 1 0.478 TRUE
2 156 3 7 5 5 1 1 1 0.534 TRUE
2 156 3 8 5 6 0 0 1 0.551 TRUE
2 156 3 9 2 3 0 0 1 0.718 TRUE
2 156 3 10 1 2 0 0 1 0.441 TRUE
2 156 3 11 4 2 1 1 1 0.544 TRUE
2 156 3 12 4 5 0 0 1 0.487 TRUE
2 156 3 13 4 5 0 0 1 0.625 TRUE
2 156 3 14 5 6 0 0 1 0.907 TRUE
2 156 3 15 2 3 0 0 1 0.489 TRUE
2 156 3 16 5 2 1 1 1 0.697 TRUE
2 156 3 17 4 5 0 0 1 0.495 TRUE
2 156 3 18 3 2 1 1 1 0.642 TRUE
2 156 3 19 5 6 0 0 1 0.819 TRUE
2 156 3 20 3 4 0 0 1 0.569 TRUE
2 156 3 21 1 1 1 1 1 0.44 TRUE
2 156 3 22 3 1 1 1 1 0.483 TRUE
2 156 3 23 2 2 1 1 1 0.517 TRUE
2 156 3 24 4 3 1 1 1 0.6 TRUE
2 156 3 25 3 4 0 0 1 0.557 TRUE
2 156 3 26 5 4 1 1 1 0.416 TRUE
2 156 3 27 5 6 0 0 1 0.553 TRUE
2 156 3 28 4 5 0 0 1 0.576 TRUE
2 156 3 29 4 1 1 1 1 0.518 TRUE
2 156 3 30 5 3 1 1 1 0.517 TRUE
2 156 4 1 4 5 0 0 1 0.568 TRUE
2 156 4 2 2 2 1 1 1 0.463 TRUE
2 156 4 3 4 5 0 0 1 0.509 TRUE
2 156 4 4 3 4 0 0 1 0.431 TRUE
2 156 4 5 5 3 1 1 1 0.547 TRUE
2 156 4 6 5 6 0 0 1 0.528 TRUE
2 156 4 7 4 1 1 1 1 0.55 TRUE
2 156 4 8 5 2 1 1 1 0.514 TRUE
2 156 4 9 3 3 1 1 1 0.429 TRUE
2 156 4 10 1 1 1 1 1 0.398 TRUE
2 156 4 11 3 2 1 1 1 0.513 TRUE
2 156 4 12 5 5 1 1 1 0.414 TRUE
2 156 4 13 4 4 1 1 1 0.424 TRUE
2 156 4 14 5 6 0 0 1 0.515 TRUE
2 156 4 15 5 1 1 1 1 0.696 TRUE
2 156 4 16 5 6 0 0 1 0.821 TRUE
2 156 4 17 2 1 1 1 1 0.467 TRUE
2 156 4 18 3 4 0 0 1 0.639 TRUE
2 156 4 19 3 1 1 1 1 0.571 TRUE
2 156 4 20 5 6 0 0 1 0.515 TRUE
2 156 4 21 5 6 0 0 1 0.542 TRUE
2 156 4 22 3 4 0 0 1 0.469 TRUE
2 156 4 23 2 3 0 0 1 0.47 TRUE
2 156 4 24 4 2 1 1 1 0.573 TRUE
2 156 4 25 2 3 0 0 1 0.486 TRUE
2 156 4 26 1 2 0 0 1 0.518 TRUE
2 156 4 27 4 3 1 1 1 0.503 TRUE
2 156 4 28 4 5 0 0 1 0.474 TRUE
2 156 4 29 5 4 1 1 1 0.65 TRUE
2 156 4 30 4 5 0 0 1 0.517 TRUE
2 156 5 1 2 2 1 1 1 0.484 TRUE
2 156 5 2 3 1 1 1 1 0.594 TRUE
2 156 5 3 4 5 0 0 1 0.501 TRUE
2 156 5 4 5 4 1 1 1 0.629 TRUE
2 156 5 5 5 6 0 0 1 0.539 TRUE
2 156 5 6 4 5 0 0 1 0.495 TRUE
2 156 5 7 5 6 0 0 1 0.516 TRUE
2 156 5 8 5 5 1 1 1 0.536 TRUE
2 156 5 9 3 3 1 1 1 0.475 TRUE
2 156 5 10 3 4 0 0 1 0.487 TRUE
2 156 5 11 4 2 1 1 1 0.506 TRUE
2 156 5 12 1 2 0 0 1 0.447 TRUE
2 156 5 13 5 6 0 0 1 0.48 TRUE
2 156 5 14 4 4 1 1 1 0.442 TRUE
2 156 5 15 4 3 1 1 1 0.472 TRUE
2 156 5 16 3 4 0 0 1 0.527 TRUE
2 156 5 17 2 1 1 1 1 0.43 TRUE
2 156 5 18 3 4 0 0 1 0.522 TRUE
2 156 5 19 4 5 0 0 1 0.485 TRUE
2 156 5 20 4 1 1 1 1 0.587 TRUE
2 156 5 21 1 1 0 1 0 0.62 TRUE
2 156 5 22 2 3 0 0 1 0.64 TRUE
2 156 5 23 4 5 1 0 0 1.407 TRUE
2 156 5 24 5 3 1 1 1 0.538 TRUE
2 156 5 25 5 1 1 1 1 0.614 TRUE
2 156 5 26 5 2 1 1 1 0.626 TRUE
2 156 5 27 5 6 0 0 1 0.56 TRUE
2 156 5 28 2 3 0 0 1 0.525 TRUE
2 156 5 29 3 2 1 1 1 0.755 TRUE
2 156 5 30 5 6 0 0 1 0.53 TRUE
2 156 6 1 4 3 1 1 1 0.621 TRUE
2 156 6 2 5 6 0 0 1 0.574 TRUE
2 156 6 3 2 2 1 1 1 0.465 TRUE
2 156 6 4 1 2 0 0 1 0.493 TRUE
2 156 6 5 5 6 0 0 1 0.795 TRUE
2 156 6 6 4 5 0 0 1 0.849 TRUE
2 156 6 7 2 1 1 1 1 0.489 TRUE
2 156 6 8 5 6 0 0 1 0.548 TRUE
2 156 6 9 3 3 1 1 1 0.484 TRUE
2 156 6 10 2 3 0 0 1 0.699 TRUE
2 156 6 11 3 4 0 0 1 0.563 TRUE
2 156 6 12 4 1 1 1 1 0.55 TRUE
2 156 6 13 3 1 1 1 1 0.493 TRUE
2 156 6 14 5 3 1 1 1 0.567 TRUE
2 156 6 15 4 5 0 0 1 0.511 TRUE
2 156 6 16 5 2 1 1 1 0.489 TRUE
2 156 6 17 5 6 0 0 1 1.101 TRUE
2 156 6 18 4 4 1 1 1 0.476 TRUE
2 156 6 19 5 5 1 1 1 0.513 TRUE
2 156 6 20 5 6 0 0 1 1.004 TRUE
2 156 6 21 3 4 0 0 1 0.614 TRUE
2 156 6 22 1 1 1 1 1 0.505 TRUE
2 156 6 23 3 4 0 0 1 1.547 FALSE
2 156 6 24 3 2 1 1 1 0.714 TRUE
2 156 6 25 4 2 1 1 1 0.563 TRUE
2 156 6 26 5 1 1 1 1 0.831 TRUE
2 156 6 27 4 5 0 0 1 0.53 TRUE
2 156 6 28 4 5 0 0 1 0.712 TRUE
2 156 6 29 5 4 1 1 1 0.57 TRUE
2 156 6 30 2 3 0 0 1 0.513 TRUE
2 156 7 1 3 2 1 1 1 0.561 TRUE
2 156 7 2 5 6 0 0 1 0.565 TRUE
2 156 7 3 2 3 0 0 1 0.476 TRUE
2 156 7 4 5 4 1 1 1 0.601 TRUE
2 156 7 5 2 2 1 1 1 0.452 TRUE
2 156 7 6 5 3 1 1 1 0.558 TRUE
2 156 7 7 3 4 0 0 1 0.588 TRUE
2 156 7 8 3 4 0 0 1 0.563 TRUE
2 156 7 9 4 5 0 0 1 0.591 TRUE
2 156 7 10 3 1 1 1 1 0.491 TRUE
2 156 7 11 5 1 0 1 0 1.39 FALSE
2 156 7 12 5 6 0 0 1 0.696 TRUE
2 156 7 13 5 2 1 1 1 1.915 FALSE
2 156 7 14 1 2 0 0 1 0.546 TRUE
2 156 7 15 1 1 1 1 1 0.595 TRUE
2 156 7 16 4 3 1 1 1 0.73 TRUE
2 156 7 17 3 4 0 0 1 0.565 TRUE
2 156 7 18 2 1 1 1 1 0.477 TRUE
2 156 7 19 4 5 0 0 1 0.628 TRUE
2 156 7 20 4 4 1 1 1 0.56 TRUE
2 156 7 21 5 6 0 0 1 1.982 FALSE
2 156 7 22 4 5 0 0 1 0.583 TRUE
2 156 7 23 5 6 0 0 1 0.532 TRUE
2 156 7 24 2 3 0 0 1 0.553 TRUE
2 156 7 25 3 3 1 1 1 0.455 TRUE
2 156 7 26 4 1 1 1 1 0.639 TRUE
2 156 7 27 4 5 0 0 1 0.509 TRUE
2 156 7 28 5 5 1 1 1 0.458 TRUE
2 156 7 29 5 6 0 0 1 0.516 TRUE
2 156 7 30 4 2 1 1 1 0.609 TRUE
2 156 8 1 5 6 0 0 1 0.481 TRUE
2 156 8 2 4 3 1 1 1 0.47 TRUE
2 156 8 3 3 4 0 0 1 0.467 TRUE
2 156 8 4 5 6 0 0 1 0.553 TRUE
2 156 8 5 4 5 0 0 1 0.522 TRUE
2 156 8 6 5 6 0 0 1 0.592 TRUE
2 156 8 7 4 5 0 0 1 0.762 TRUE
2 156 8 8 3 2 1 1 1 0.433 TRUE
2 156 8 9 5 6 0 0 1 0.609 TRUE
2 156 8 10 3 4 0 0 1 0.861 TRUE
2 156 8 11 5 5 1 1 1 0.515 TRUE
2 156 8 12 5 2 1 1 1 0.707 TRUE
2 156 8 13 5 3 1 1 1 0.631 TRUE
2 156 8 14 4 5 0 0 1 0.765 TRUE
2 156 8 15 2 2 1 1 1 0.453 TRUE
2 156 8 16 1 2 0 0 1 0.438 TRUE
2 156 8 17 5 6 0 0 1 0.728 TRUE
2 156 8 18 5 1 1 1 1 0.582 TRUE
2 156 8 19 4 5 0 0 1 0.607 TRUE
2 156 8 20 5 4 1 1 1 0.609 TRUE
2 156 8 21 1 1 1 1 1 0.394 TRUE
2 156 8 22 4 4 1 1 1 0.439 TRUE
2 156 8 23 2 1 1 1 1 0.462 TRUE
2 156 8 24 3 3 1 1 1 0.404 TRUE
2 156 8 25 3 1 1 1 1 0.479 TRUE
2 156 8 26 2 3 0 0 1 0.517 TRUE
2 156 8 27 4 2 1 1 1 0.556 TRUE
2 156 8 28 2 3 0 0 1 0.503 TRUE
2 156 8 29 4 1 1 1 1 0.517 TRUE
2 156 8 30 3 4 0 0 1 2.543 FALSE
2 156 9 1 3 4 0 0 1 0.594 TRUE
2 156 9 2 4 5 0 0 1 0.558 TRUE
2 156 9 3 5 6 0 0 1 0.583 TRUE
2 156 9 4 3 4 0 0 1 0.547 TRUE
2 156 9 5 3 4 0 0 1 0.529 TRUE
2 156 9 6 5 6 0 0 1 0.513 TRUE
2 156 9 7 5 3 0 1 0 3.888 FALSE
2 156 9 8 5 1 1 1 1 0.645 TRUE
2 156 9 9 4 3 1 1 1 0.501 TRUE
2 156 9 10 2 3 0 0 1 0.551 TRUE
2 156 9 11 4 1 1 1 1 0.624 TRUE
2 156 9 12 2 1 1 1 1 0.603 TRUE
2 156 9 13 5 5 1 1 1 0.487 TRUE
2 156 9 14 4 4 1 1 1 0.519 TRUE
2 156 9 15 4 5 0 0 1 0.584 TRUE
2 156 9 16 2 2 1 1 1 0.455 TRUE
2 156 9 17 1 2 0 0 1 0.491 TRUE
2 156 9 18 5 6 0 0 1 0.599 TRUE
2 156 9 19 5 2 1 1 1 2.927 FALSE
2 156 9 20 3 2 1 1 1 0.454 TRUE
2 156 9 21 4 5 0 0 1 0.558 TRUE
2 156 9 22 5 6 0 0 1 0.731 TRUE
2 156 9 23 5 4 1 1 1 0.556 TRUE
2 156 9 24 3 3 1 1 1 0.448 TRUE
2 156 9 25 3 1 1 1 1 0.496 TRUE
2 156 9 26 4 5 0 0 1 0.533 TRUE
2 156 9 27 1 1 1 1 1 0.419 TRUE
2 156 9 28 2 3 0 0 1 0.545 TRUE
2 156 9 29 4 2 1 1 1 0.53 TRUE
2 156 9 30 5 6 0 0 1 0.668 TRUE
2 156 10 1 4 5 0 0 1 0.531 TRUE
2 156 10 2 5 6 0 0 1 0.527 TRUE
2 156 10 3 4 3 1 1 1 0.652 TRUE
2 156 10 4 2 2 1 1 1 0.449 TRUE
2 156 10 5 5 2 1 1 1 0.772 TRUE
2 156 10 6 3 1 1 1 1 0.534 TRUE
2 156 10 7 4 5 0 0 1 0.613 TRUE
2 156 10 8 5 1 1 1 1 0.681 TRUE
2 156 10 9 3 3 1 1 1 0.443 TRUE
2 156 10 10 3 4 0 0 1 0.564 TRUE
2 156 10 11 4 1 1 1 1 0.671 TRUE
2 156 10 12 1 1 1 1 1 0.408 TRUE
2 156 10 13 4 2 1 1 1 0.689 TRUE
2 156 10 14 5 6 0 0 1 0.587 TRUE
2 156 10 15 1 2 0 0 1 0.491 TRUE
2 156 10 16 5 5 1 1 1 0.915 TRUE
2 156 10 17 3 4 0 0 1 0.606 TRUE
2 156 10 18 5 4 1 1 1 0.556 TRUE
2 156 10 19 4 4 1 1 1 0.506 TRUE
2 156 10 20 5 3 1 1 1 0.65 TRUE
2 156 10 21 5 6 1 0 0 0.735 TRUE
2 156 10 22 2 3 0 0 1 0.876 TRUE
2 156 10 23 3 2 1 1 1 0.569 TRUE
2 156 10 24 2 3 0 0 1 0.505 TRUE
2 156 10 25 4 5 0 0 1 0.864 TRUE
2 156 10 26 4 5 0 0 1 0.563 TRUE
2 156 10 27 2 1 1 1 1 0.501 TRUE
2 156 10 28 5 6 0 0 1 0.554 TRUE
2 156 10 29 5 6 0 0 1 2.164 FALSE
2 156 10 30 3 4 0 0 1 0.527 TRUE
2 157 1 1 4 3 1 1 1 0.908 TRUE
2 157 1 2 5 6 0 0 1 0.626 TRUE
2 157 1 3 5 2 1 1 1 0.552 TRUE
2 157 1 4 5 6 0 0 1 1.783 TRUE
2 157 1 5 4 5 0 0 1 0.563 TRUE
2 157 1 6 4 4 1 1 1 0.494 TRUE
2 157 1 7 4 5 0 0 1 0.526 TRUE
2 157 1 8 1 2 0 0 1 0.514 TRUE
2 157 1 9 3 4 0 0 1 0.495 TRUE
2 157 1 10 3 3 1 1 1 0.478 TRUE
2 157 1 11 2 3 0 0 1 0.462 TRUE
2 157 1 12 2 3 0 0 1 0.531 TRUE
2 157 1 13 3 1 1 1 1 0.475 TRUE
2 157 1 14 4 1 1 1 1 0.552 TRUE
2 157 1 15 5 5 0 1 0 1.839 FALSE
2 157 1 16 4 5 0 0 1 0.659 TRUE
2 157 1 17 5 6 0 0 1 0.996 TRUE
2 157 1 18 3 4 0 0 1 0.506 TRUE
2 157 1 19 2 1 1 1 1 0.473 TRUE
2 157 1 20 1 1 1 1 1 0.498 TRUE
2 157 1 21 5 3 1 1 1 0.704 TRUE
2 157 1 22 3 4 0 0 1 0.538 TRUE
2 157 1 23 5 1 1 1 1 0.548 TRUE
2 157 1 24 5 4 1 1 1 0.651 TRUE
2 157 1 25 2 2 1 1 1 0.472 TRUE
2 157 1 26 3 2 1 1 1 0.678 TRUE
2 157 1 27 4 5 0 0 1 0.967 TRUE
2 157 1 28 5 6 0 0 1 0.655 TRUE
2 157 1 29 5 6 0 0 1 1.48 TRUE
2 157 1 30 4 2 1 1 1 0.519 TRUE
2 157 2 1 5 3 1 1 1 1.268 TRUE
2 157 2 2 2 3 0 0 1 0.52 TRUE
2 157 2 3 4 5 0 0 1 0.522 TRUE
2 157 2 4 3 4 0 0 1 0.491 TRUE
2 157 2 5 2 2 1 1 1 0.544 TRUE
2 157 2 6 3 2 1 1 1 0.55 TRUE
2 157 2 7 5 6 0 0 1 0.585 TRUE
2 157 2 8 5 2 1 1 1 0.56 TRUE
2 157 2 9 4 5 0 0 1 0.594 TRUE
2 157 2 10 5 6 1 0 0 0.953 TRUE
2 157 2 11 4 1 1 1 1 0.77 TRUE
2 157 2 12 5 6 0 0 1 1.005 TRUE
2 157 2 13 5 6 0 0 1 1.079 TRUE
2 157 2 14 2 1 1 1 1 0.482 TRUE
2 157 2 15 4 5 0 0 1 0.541 TRUE
2 157 2 16 5 6 0 0 1 0.612 TRUE
2 157 2 17 3 1 1 1 1 0.427 TRUE
2 157 2 18 4 5 0 0 1 0.549 TRUE
2 157 2 19 4 2 1 1 1 0.7 TRUE
2 157 2 20 3 4 0 0 1 0.503 TRUE
2 157 2 21 3 3 1 1 1 0.442 TRUE
2 157 2 22 4 3 1 1 1 0.462 TRUE
2 157 2 23 2 3 0 0 1 0.586 TRUE
2 157 2 24 5 4 1 1 1 1.002 TRUE
2 157 2 25 4 4 1 1 1 0.4 TRUE
2 157 2 26 3 4 0 0 1 1.005 TRUE
2 157 2 27 5 1 1 1 1 0.517 TRUE
2 157 2 28 5 5 1 1 1 0.635 TRUE
2 157 2 29 1 1 1 1 1 0.438 TRUE
2 157 2 30 1 2 0 0 1 0.51 TRUE
2 157 3 1 4 4 1 1 1 0.489 TRUE
2 157 3 2 2 3 0 0 1 0.443 TRUE
2 157 3 3 4 2 1 1 1 0.52 TRUE
2 157 3 4 4 3 1 1 1 0.452 TRUE
2 157 3 5 5 6 0 0 1 0.635 TRUE
2 157 3 6 3 4 0 0 1 0.737 TRUE
2 157 3 7 4 5 0 0 1 0.533 TRUE
2 157 3 8 3 3 1 1 1 0.437 TRUE
2 157 3 9 1 1 1 1 1 0.43 TRUE
2 157 3 10 2 3 0 0 1 0.461 TRUE
2 157 3 11 3 4 0 0 1 0.476 TRUE
2 157 3 12 5 6 0 0 1 2.21 FALSE
2 157 3 13 5 4 1 1 1 0.96 TRUE
2 157 3 14 2 1 1 1 1 0.446 TRUE
2 157 3 15 5 6 0 0 1 0.523 TRUE
2 157 3 16 3 4 0 0 1 0.535 TRUE
2 157 3 17 3 1 1 1 1 0.481 TRUE
2 157 3 18 4 1 1 1 1 0.485 TRUE
2 157 3 19 5 1 1 1 1 0.66 TRUE
2 157 3 20 4 5 0 0 1 0.553 TRUE
2 157 3 21 5 6 0 0 1 0.563 TRUE
2 157 3 22 2 2 1 1 1 0.445 TRUE
2 157 3 23 4 5 0 0 1 0.555 TRUE
2 157 3 24 5 3 1 1 1 0.537 TRUE
2 157 3 25 3 2 1 1 1 0.463 TRUE
2 157 3 26 5 5 1 1 1 0.58 TRUE
2 157 3 27 4 5 0 0 1 0.584 TRUE
2 157 3 28 1 2 0 0 1 0.439 TRUE
2 157 3 29 5 2 1 1 1 0.515 TRUE
2 157 3 30 5 6 1 0 0 0.613 TRUE
2 157 4 1 2 1 1 1 1 0.677 TRUE
2 157 4 2 1 1 1 1 1 0.419 TRUE
2 157 4 3 2 3 0 0 1 0.535 TRUE
2 157 4 4 3 3 1 1 1 0.462 TRUE
2 157 4 5 5 1 0 1 0 0.602 TRUE
2 157 4 6 3 2 1 1 1 0.515 TRUE
2 157 4 7 5 6 0 0 1 0.63 TRUE
2 157 4 8 4 5 0 0 1 0.85 TRUE
2 157 4 9 3 1 1 1 1 0.485 TRUE
2 157 4 10 4 3 1 1 1 0.588 TRUE
2 157 4 11 5 4 1 1 1 0.46 TRUE
2 157 4 12 5 6 1 0 0 0.535 TRUE
2 157 4 13 5 2 1 1 1 0.496 TRUE
2 157 4 14 4 4 1 1 1 0.455 TRUE
2 157 4 15 3 4 0 0 1 0.589 TRUE
2 157 4 16 1 2 0 0 1 0.501 TRUE
2 157 4 17 2 2 1 1 1 0.453 TRUE
2 157 4 18 4 5 0 0 1 0.925 TRUE
2 157 4 19 4 5 0 0 1 0.626 TRUE
2 157 4 20 3 4 0 0 1 0.836 TRUE
2 157 4 21 4 5 0 0 1 0.655 TRUE
2 157 4 22 3 4 0 0 1 0.535 TRUE
2 157 4 23 5 6 0 0 1 0.871 TRUE
2 157 4 24 5 6 0 0 1 0.608 TRUE
2 157 4 25 4 1 1 1 1 0.812 TRUE
2 157 4 26 5 3 1 1 1 0.589 TRUE
2 157 4 27 5 6 0 0 1 1.632 TRUE
2 157 4 28 4 2 1 1 1 0.694 TRUE
2 157 4 29 2 3 0 0 1 0.538 TRUE
