"rep(2, length(dats[, 1]))" "dat[, 1]" "Blk" "Trl" "SetSize" "Lag" "keyIdx" "CorrResp" "ACC" "RT" "use"
2 157 4 30 5 5 1 1 1 0.762 TRUE
2 157 5 1 4 5 0 0 1 0.866 TRUE
2 157 5 2 2 3 0 0 1 0.66 TRUE
2 157 5 3 5 4 1 1 1 0.616 TRUE
2 157 5 4 5 5 1 1 1 0.633 TRUE
2 157 5 5 5 3 1 1 1 0.77 TRUE
2 157 5 6 3 3 1 1 1 0.528 TRUE
2 157 5 7 3 2 1 1 1 0.573 TRUE
2 157 5 8 3 4 0 0 1 0.763 TRUE
2 157 5 9 4 3 1 1 1 0.754 TRUE
2 157 5 10 5 6 0 0 1 0.744 TRUE
2 157 5 11 5 6 0 0 1 1.414 TRUE
2 157 5 12 5 1 1 1 1 0.836 TRUE
2 157 5 13 4 5 0 0 1 1.636 TRUE
2 157 5 14 5 2 1 1 1 0.657 TRUE
2 157 5 15 4 5 0 0 1 0.689 TRUE
2 157 5 16 5 6 0 0 1 0.796 TRUE
2 157 5 17 3 4 0 0 1 0.512 TRUE
2 157 5 18 2 1 1 1 1 0.445 TRUE
2 157 5 19 5 6 0 0 1 1.597 TRUE
2 157 5 20 2 3 0 0 1 0.547 TRUE
2 157 5 21 1 1 1 1 1 0.494 TRUE
2 157 5 22 1 2 0 0 1 0.493 TRUE
2 157 5 23 4 5 0 0 1 1.061 TRUE
2 157 5 24 3 1 1 1 1 0.564 TRUE
2 157 5 25 3 4 0 0 1 0.603 TRUE
2 157 5 26 2 2 1 1 1 0.461 TRUE
2 157 5 27 4 2 1 1 1 0.539 TRUE
2 157 5 28 5 6 0 0 1 0.793 TRUE
2 157 5 29 4 1 1 1 1 0.53 TRUE
2 157 5 30 4 4 1 1 1 0.451 TRUE
2 157 6 1 3 4 0 0 1 0.598 TRUE
2 157 6 2 5 2 1 1 1 0.548 TRUE
2 157 6 3 3 4 0 0 1 0.611 TRUE
2 157 6 4 1 1 1 1 1 0.459 TRUE
2 157 6 5 4 4 1 1 1 0.436 TRUE
2 157 6 6 2 2 1 1 1 0.431 TRUE
2 157 6 7 5 6 0 0 1 0.597 TRUE
2 157 6 8 3 3 1 1 1 0.436 TRUE
2 157 6 9 4 5 0 0 1 0.758 TRUE
2 157 6 10 2 1 1 1 1 0.545 TRUE
2 157 6 11 5 3 1 1 1 0.643 TRUE
2 157 6 12 3 4 0 0 1 0.705 TRUE
2 157 6 13 5 5 1 1 1 0.528 TRUE
2 157 6 14 4 5 0 0 1 0.628 TRUE
2 157 6 15 5 6 0 0 1 0.589 TRUE
2 157 6 16 4 2 1 1 1 0.742 TRUE
2 157 6 17 5 4 1 1 1 0.65 TRUE
2 157 6 18 3 2 1 1 1 0.489 TRUE
2 157 6 19 1 2 0 0 1 0.497 TRUE
2 157 6 20 4 5 0 0 1 0.556 TRUE
2 157 6 21 5 1 1 1 1 0.798 TRUE
2 157 6 22 4 3 1 1 1 0.894 TRUE
2 157 6 23 3 1 1 1 1 0.59 TRUE
2 157 6 24 2 3 0 0 1 0.547 TRUE
2 157 6 25 4 5 0 0 1 0.618 TRUE
2 157 6 26 5 6 0 0 1 0.593 TRUE
2 157 6 27 2 3 0 0 1 0.537 TRUE
2 157 6 28 5 6 0 0 1 0.659 TRUE
2 157 6 29 5 6 0 0 1 0.615 TRUE
2 157 6 30 4 1 1 1 1 0.616 TRUE
2 157 7 1 2 1 1 1 1 0.645 TRUE
2 157 7 2 5 6 0 0 1 1.324 TRUE
2 157 7 3 4 2 1 1 1 0.71 TRUE
2 157 7 4 3 4 0 0 1 0.564 TRUE
2 157 7 5 5 5 1 1 1 1.626 FALSE
2 157 7 6 4 1 1 1 1 0.536 TRUE
2 157 7 7 4 3 1 1 1 0.946 TRUE
2 157 7 8 5 1 1 1 1 0.445 TRUE
2 157 7 9 3 1 1 1 1 0.514 TRUE
2 157 7 10 4 4 1 1 1 0.558 TRUE
2 157 7 11 3 4 0 0 1 0.646 TRUE
2 157 7 12 4 5 0 0 1 0.875 TRUE
2 157 7 13 5 4 1 1 1 0.569 TRUE
2 157 7 14 1 2 0 0 1 0.628 TRUE
2 157 7 15 3 4 0 0 1 0.64 TRUE
2 157 7 16 2 3 0 0 1 0.569 TRUE
2 157 7 17 5 6 0 0 1 2.55 FALSE
2 157 7 18 2 3 0 0 1 0.551 TRUE
2 157 7 19 3 3 1 1 1 0.488 TRUE
2 157 7 20 5 2 1 1 1 0.624 TRUE
2 157 7 21 4 5 0 0 1 0.805 TRUE
2 157 7 22 5 6 0 0 1 1.313 TRUE
2 157 7 23 2 2 1 1 1 0.545 TRUE
2 157 7 24 1 1 1 1 1 0.46 TRUE
2 157 7 25 4 5 0 0 1 0.667 TRUE
2 157 7 26 4 5 0 0 1 1.012 TRUE
2 157 7 27 3 2 1 1 1 0.728 TRUE
2 157 7 28 5 3 1 1 1 0.445 TRUE
2 157 7 29 5 6 0 0 1 0.648 TRUE
2 157 7 30 5 6 0 0 1 0.676 TRUE
2 157 8 1 4 5 0 0 1 0.772 TRUE
2 157 8 2 1 2 0 0 1 0.608 TRUE
2 157 8 3 4 4 1 1 1 0.442 TRUE
2 157 8 4 5 1 1 1 1 0.59 TRUE
2 157 8 5 1 1 1 1 1 0.471 TRUE
2 157 8 6 5 6 0 0 1 0.546 TRUE
2 157 8 7 4 2 1 1 1 0.592 TRUE
2 157 8 8 2 3 0 0 1 0.576 TRUE
2 157 8 9 4 1 1 1 1 0.591 TRUE
2 157 8 10 3 3 1 1 1 0.436 TRUE
2 157 8 11 4 3 1 1 1 0.637 TRUE
2 157 8 12 3 4 0 0 1 0.599 TRUE
2 157 8 13 5 6 0 0 1 0.915 TRUE
2 157 8 14 5 5 1 1 1 0.437 TRUE
2 157 8 15 5 4 1 1 1 0.615 TRUE
2 157 8 16 5 6 0 0 1 1.485 TRUE
2 157 8 17 4 5 0 0 1 0.87 TRUE
2 157 8 18 3 1 1 1 1 0.573 TRUE
2 157 8 19 2 1 1 1 1 0.624 TRUE
2 157 8 20 4 5 0 0 1 1.347 TRUE
2 157 8 21 5 2 1 1 1 0.542 TRUE
2 157 8 22 3 2 1 1 1 0.51 TRUE
2 157 8 23 3 4 0 0 1 1.528 FALSE
2 157 8 24 5 6 0 0 1 0.624 TRUE
2 157 8 25 5 3 1 1 1 0.552 TRUE
2 157 8 26 2 2 1 1 1 0.439 TRUE
2 157 8 27 3 4 0 0 1 0.584 TRUE
2 157 8 28 5 6 0 0 1 2.816 FALSE
2 157 8 29 4 5 0 0 1 1.385 TRUE
2 157 8 30 2 3 0 0 1 0.554 TRUE
2 157 9 1 5 4 1 1 1 0.668 TRUE
2 157 9 2 3 4 0 0 1 0.537 TRUE
2 157 9 3 5 3 1 1 1 0.668 TRUE
2 157 9 4 5 6 0 0 1 0.746 TRUE
2 157 9 5 5 1 1 1 1 0.586 TRUE
2 157 9 6 3 1 1 1 1 0.527 TRUE
2 157 9 7 1 1 1 1 1 0.499 TRUE
2 157 9 8 4 3 1 1 1 0.545 TRUE
2 157 9 9 4 2 1 1 1 0.732 TRUE
2 157 9 10 2 2 1 1 1 0.489 TRUE
2 157 9 11 5 2 1 1 1 0.474 TRUE
2 157 9 12 5 6 0 0 1 0.863 TRUE
2 157 9 13 4 5 0 0 1 0.886 TRUE
2 157 9 14 4 5 0 0 1 0.801 TRUE
2 157 9 15 4 5 0 0 1 0.642 TRUE
2 157 9 16 3 4 0 0 1 0.519 TRUE
2 157 9 17 2 1 1 1 1 0.502 TRUE
2 157 9 18 4 5 0 0 1 0.799 TRUE
2 157 9 19 4 4 1 1 1 0.495 TRUE
2 157 9 20 3 2 1 1 1 0.633 TRUE
2 157 9 21 5 6 0 0 1 0.923 TRUE
2 157 9 22 4 1 1 1 1 1.235 FALSE
2 157 9 23 1 2 0 0 1 0.713 TRUE
2 157 9 24 3 3 1 1 1 0.626 TRUE
2 157 9 25 5 6 0 0 1 0.65 TRUE
2 157 9 26 5 6 0 0 1 0.61 TRUE
2 157 9 27 3 4 0 0 1 0.608 TRUE
2 157 9 28 5 5 1 1 1 0.881 TRUE
2 157 9 29 2 3 0 0 1 0.541 TRUE
2 157 9 30 2 3 0 0 1 0.512 TRUE
2 157 10 1 3 3 1 1 1 0.716 TRUE
2 157 10 2 5 6 0 0 1 0.673 TRUE
2 157 10 3 2 3 0 0 1 1.027 FALSE
2 157 10 4 3 4 0 0 1 0.826 TRUE
2 157 10 5 4 5 0 0 1 0.552 TRUE
2 157 10 6 5 1 1 1 1 1.063 TRUE
2 157 10 7 5 6 0 0 1 2.329 FALSE
2 157 10 8 4 1 1 1 1 0.861 TRUE
2 157 10 9 5 4 1 1 1 0.493 TRUE
2 157 10 10 4 5 0 0 1 0.845 TRUE
2 157 10 11 5 3 1 1 1 0.842 TRUE
2 157 10 12 2 2 1 1 1 0.508 TRUE
2 157 10 13 5 6 0 0 1 0.811 TRUE
2 157 10 14 2 1 1 1 1 0.527 TRUE
2 157 10 15 4 5 0 0 1 1.15 TRUE
2 157 10 16 1 1 1 1 1 0.503 TRUE
2 157 10 17 5 2 1 1 1 0.809 TRUE
2 157 10 18 3 1 1 1 1 0.545 TRUE
2 157 10 19 3 4 0 0 1 0.646 TRUE
2 157 10 20 5 6 0 0 1 0.72 TRUE
2 157 10 21 2 3 0 0 1 0.548 TRUE
2 157 10 22 4 2 1 1 1 0.517 TRUE
2 157 10 23 1 2 0 0 1 0.552 TRUE
2 157 10 24 3 2 1 1 1 0.537 TRUE
2 157 10 25 4 4 1 1 1 0.456 TRUE
2 157 10 26 5 5 1 1 1 0.507 TRUE
2 157 10 27 5 6 0 0 1 1.171 TRUE
2 157 10 28 4 3 1 1 1 0.586 TRUE
2 157 10 29 3 4 0 0 1 0.571 TRUE
2 157 10 30 4 5 0 0 1 1.036 TRUE
2 158 1 1 3 3 1 1 1 0.477 TRUE
2 158 1 2 5 2 1 1 1 0.528 TRUE
2 158 1 3 2 2 1 1 1 0.406 TRUE
2 158 1 4 3 2 1 1 1 0.565 TRUE
2 158 1 5 2 3 0 0 1 0.522 TRUE
2 158 1 6 4 5 0 0 1 0.616 TRUE
2 158 1 7 5 3 1 1 1 0.546 TRUE
2 158 1 8 3 4 0 0 1 0.581 TRUE
2 158 1 9 4 3 1 1 1 1.165 FALSE
2 158 1 10 5 6 0 0 1 0.596 TRUE
2 158 1 11 3 4 0 0 1 0.556 TRUE
2 158 1 12 3 1 1 1 1 0.457 TRUE
2 158 1 13 1 1 1 1 1 0.458 TRUE
2 158 1 14 4 5 0 0 1 1.609 TRUE
2 158 1 15 4 1 1 1 1 0.766 TRUE
2 158 1 16 3 4 0 0 1 0.559 TRUE
2 158 1 17 5 6 0 0 1 0.702 TRUE
2 158 1 18 5 6 0 0 1 0.556 TRUE
2 158 1 19 5 6 0 0 1 0.615 TRUE
2 158 1 20 5 4 1 1 1 0.447 TRUE
2 158 1 21 2 3 0 0 1 0.506 TRUE
2 158 1 22 4 2 1 1 1 0.996 TRUE
2 158 1 23 5 1 1 1 1 1.12 TRUE
2 158 1 24 4 5 0 0 1 1.621 TRUE
2 158 1 25 4 4 1 1 1 0.514 TRUE
2 158 1 26 4 5 0 0 1 0.586 TRUE
2 158 1 27 2 1 1 1 1 0.429 TRUE
2 158 1 28 5 5 1 1 1 0.471 TRUE
2 158 1 29 5 6 0 0 1 0.503 TRUE
2 158 1 30 1 2 0 0 1 0.456 TRUE
2 158 2 1 3 1 1 1 1 0.57 TRUE
2 158 2 2 2 3 0 0 1 0.496 TRUE
2 158 2 3 5 6 0 0 1 0.741 TRUE
2 158 2 4 5 3 1 1 1 0.48 TRUE
2 158 2 5 1 2 0 0 1 0.48 TRUE
2 158 2 6 5 6 0 0 1 2.67 FALSE
2 158 2 7 4 1 1 1 1 0.546 TRUE
2 158 2 8 5 5 1 1 1 0.389 TRUE
2 158 2 9 4 4 1 1 1 0.419 TRUE
2 158 2 10 4 3 1 1 1 0.491 TRUE
2 158 2 11 3 4 0 0 1 0.543 TRUE
2 158 2 12 5 2 0 1 0 0.701 TRUE
2 158 2 13 5 4 1 1 1 0.507 TRUE
2 158 2 14 4 5 0 0 1 0.997 TRUE
2 158 2 15 4 5 0 0 1 0.521 TRUE
2 158 2 16 5 6 0 0 1 0.519 TRUE
2 158 2 17 5 6 0 0 1 0.621 TRUE
2 158 2 18 2 2 1 1 1 0.473 TRUE
2 158 2 19 3 4 0 0 1 0.525 TRUE
2 158 2 20 2 1 1 1 1 0.477 TRUE
2 158 2 21 3 2 1 1 1 0.497 TRUE
2 158 2 22 2 3 0 0 1 0.549 TRUE
2 158 2 23 4 5 0 0 1 0.99 TRUE
2 158 2 24 3 4 0 0 1 0.455 TRUE
2 158 2 25 3 3 1 1 1 0.417 TRUE
2 158 2 26 4 5 0 0 1 0.538 TRUE
2 158 2 27 5 6 0 0 1 0.605 TRUE
2 158 2 28 5 1 1 1 1 0.655 TRUE
2 158 2 29 1 1 1 1 1 0.405 TRUE
2 158 2 30 4 2 1 1 1 0.614 TRUE
2 158 3 1 4 2 1 1 1 0.496 TRUE
2 158 3 2 4 1 1 1 1 0.498 TRUE
2 158 3 3 5 6 0 0 1 0.641 TRUE
2 158 3 4 5 2 1 1 1 0.565 TRUE
2 158 3 5 3 1 1 1 1 0.459 TRUE
2 158 3 6 4 5 0 0 1 0.489 TRUE
2 158 3 7 4 5 0 0 1 0.526 TRUE
2 158 3 8 1 2 0 0 1 0.478 TRUE
2 158 3 9 4 5 0 0 1 0.47 TRUE
2 158 3 10 3 4 0 0 1 0.481 TRUE
2 158 3 11 4 4 1 1 1 0.565 TRUE
2 158 3 12 5 4 1 1 1 0.506 TRUE
2 158 3 13 5 6 0 0 1 0.704 TRUE
2 158 3 14 3 2 1 1 1 0.441 TRUE
2 158 3 15 4 5 0 0 1 0.543 TRUE
2 158 3 16 2 3 0 0 1 0.92 TRUE
2 158 3 17 2 1 1 1 1 0.433 TRUE
2 158 3 18 2 2 1 1 1 0.41 TRUE
2 158 3 19 5 6 0 0 1 0.557 TRUE
2 158 3 20 4 3 1 1 1 1.46 FALSE
2 158 3 21 5 5 1 1 1 0.423 TRUE
2 158 3 22 5 3 1 1 1 0.505 TRUE
2 158 3 23 3 3 1 1 1 0.396 TRUE
2 158 3 24 5 1 1 1 1 0.511 TRUE
2 158 3 25 2 3 0 0 1 0.491 TRUE
2 158 3 26 3 4 0 0 1 0.614 TRUE
2 158 3 27 5 6 0 0 1 0.588 TRUE
2 158 3 28 5 6 0 0 1 0.662 TRUE
2 158 3 29 3 4 0 0 1 0.871 TRUE
2 158 3 30 1 1 1 1 1 0.488 TRUE
2 158 4 1 4 2 1 1 1 0.504 TRUE
2 158 4 2 1 2 0 0 1 0.446 TRUE
2 158 4 3 5 6 0 0 1 1.006 TRUE
2 158 4 4 4 3 1 1 1 0.652 TRUE
2 158 4 5 2 1 1 1 1 0.415 TRUE
2 158 4 6 2 2 1 1 1 0.453 TRUE
2 158 4 7 5 1 1 1 1 0.765 TRUE
2 158 4 8 5 6 0 0 1 0.562 TRUE
2 158 4 9 4 1 1 1 1 0.463 TRUE
2 158 4 10 4 5 0 0 1 1.933 FALSE
2 158 4 11 5 2 1 1 1 0.461 TRUE
2 158 4 12 4 5 0 0 1 0.542 TRUE
2 158 4 13 1 1 1 1 1 0.439 TRUE
2 158 4 14 5 3 1 1 1 1.262 TRUE
2 158 4 15 3 2 1 1 1 0.49 TRUE
2 158 4 16 5 6 0 0 1 1.615 TRUE
2 158 4 17 4 5 0 0 1 0.643 TRUE
2 158 4 18 5 4 1 1 1 0.519 TRUE
2 158 4 19 3 4 0 0 1 0.538 TRUE
2 158 4 20 3 3 1 1 1 0.403 TRUE
2 158 4 21 5 6 0 0 1 0.67 TRUE
2 158 4 22 4 4 1 1 1 0.411 TRUE
2 158 4 23 2 3 0 0 1 0.575 TRUE
2 158 4 24 2 3 0 0 1 0.48 TRUE
2 158 4 25 3 4 0 0 1 0.535 TRUE
2 158 4 26 5 6 0 0 1 0.52 TRUE
2 158 4 27 4 5 0 0 1 0.575 TRUE
2 158 4 28 3 4 0 0 1 0.552 TRUE
2 158 4 29 5 5 1 1 1 1.384 TRUE
2 158 4 30 3 1 1 1 1 0.439 TRUE
2 158 5 1 5 1 1 1 1 0.505 TRUE
2 158 5 2 3 2 1 1 1 0.631 TRUE
2 158 5 3 5 6 0 0 1 0.62 TRUE
2 158 5 4 4 5 0 0 1 0.662 TRUE
2 158 5 5 5 2 1 1 1 0.496 TRUE
2 158 5 6 5 6 0 0 1 0.555 TRUE
2 158 5 7 2 2 1 1 1 0.394 TRUE
2 158 5 8 3 3 1 1 1 0.439 TRUE
2 158 5 9 4 5 0 0 1 1.24 TRUE
2 158 5 10 5 4 1 1 1 0.521 TRUE
2 158 5 11 1 2 0 0 1 0.433 TRUE
2 158 5 12 4 2 1 1 1 0.513 TRUE
2 158 5 13 4 3 1 1 1 0.442 TRUE
2 158 5 14 3 4 0 0 1 0.493 TRUE
2 158 5 15 4 4 1 1 1 0.422 TRUE
2 158 5 16 5 6 0 0 1 0.768 TRUE
2 158 5 17 4 5 0 0 1 0.465 TRUE
2 158 5 18 3 1 1 1 1 0.528 TRUE
2 158 5 19 2 3 0 0 1 0.458 TRUE
2 158 5 20 5 6 0 0 1 0.505 TRUE
2 158 5 21 5 3 1 1 1 0.746 TRUE
2 158 5 22 2 3 0 0 1 0.542 TRUE
2 158 5 23 4 5 0 0 1 0.618 TRUE
2 158 5 24 3 4 0 0 1 0.492 TRUE
2 158 5 25 4 1 1 1 1 0.54 TRUE
2 158 5 26 1 1 1 1 1 0.424 TRUE
2 158 5 27 5 5 1 1 1 0.42 TRUE
2 158 5 28 5 6 0 0 1 0.533 TRUE
2 158 5 29 2 1 1 1 1 0.48 TRUE
2 158 5 30 3 4 0 0 1 0.463 TRUE
2 158 6 1 3 4 0 0 1 0.564 TRUE
2 158 6 2 5 6 0 0 1 0.576 TRUE
2 158 6 3 5 3 1 1 1 0.855 TRUE
2 158 6 4 3 3 1 1 1 0.393 TRUE
2 158 6 5 5 6 0 0 1 0.862 TRUE
2 158 6 6 4 5 0 0 1 0.596 TRUE
2 158 6 7 2 3 0 0 1 0.539 TRUE
2 158 6 8 2 3 0 0 1 0.483 TRUE
2 158 6 9 2 1 1 1 1 0.634 TRUE
2 158 6 10 5 6 0 0 1 0.986 TRUE
2 158 6 11 4 5 0 0 1 0.61 TRUE
2 158 6 12 3 1 1 1 1 0.486 TRUE
2 158 6 13 4 4 1 1 1 0.433 TRUE
2 158 6 14 5 2 1 1 1 0.553 TRUE
2 158 6 15 4 2 1 1 1 1.995 FALSE
2 158 6 16 3 4 0 0 1 0.568 TRUE
2 158 6 17 5 5 1 1 1 0.368 TRUE
2 158 6 18 1 1 1 1 1 0.403 TRUE
2 158 6 19 4 5 0 0 1 0.5 TRUE
2 158 6 20 4 5 0 0 1 0.545 TRUE
2 158 6 21 4 1 1 1 1 0.615 TRUE
2 158 6 22 5 4 1 1 1 0.51 TRUE
2 158 6 23 2 2 1 1 1 0.446 TRUE
2 158 6 24 1 2 0 0 1 0.438 TRUE
2 158 6 25 5 6 0 0 1 0.678 TRUE
2 158 6 26 4 3 1 1 1 0.589 TRUE
2 158 6 27 3 2 1 1 1 0.46 TRUE
2 158 6 28 5 1 1 1 1 0.915 TRUE
2 158 6 29 5 6 0 0 1 1.04 TRUE
2 158 6 30 3 4 0 0 1 0.572 TRUE
2 158 7 1 3 1 1 1 1 0.481 TRUE
2 158 7 2 3 2 1 1 1 0.828 TRUE
2 158 7 3 4 2 1 1 1 0.609 TRUE
2 158 7 4 4 1 1 1 1 0.422 TRUE
2 158 7 5 5 6 0 0 1 1.793 TRUE
2 158 7 6 5 5 1 1 1 0.5 TRUE
2 158 7 7 4 3 1 1 1 0.528 TRUE
2 158 7 8 5 1 0 1 0 0.868 TRUE
2 158 7 9 3 4 0 0 1 0.976 TRUE
2 158 7 10 1 2 0 0 1 0.554 TRUE
2 158 7 11 4 5 0 0 1 0.537 TRUE
2 158 7 12 4 5 0 0 1 0.724 TRUE
2 158 7 13 5 6 0 0 1 0.576 TRUE
2 158 7 14 4 5 0 0 1 0.474 TRUE
2 158 7 15 5 3 1 1 1 0.532 TRUE
2 158 7 16 5 2 1 1 1 1.134 TRUE
2 158 7 17 5 6 0 0 1 1.224 TRUE
2 158 7 18 2 3 0 0 1 0.478 TRUE
2 158 7 19 3 3 1 1 1 0.416 TRUE
2 158 7 20 3 4 0 0 1 0.584 TRUE
2 158 7 21 4 5 0 0 1 0.491 TRUE
2 158 7 22 5 6 0 0 1 0.653 TRUE
2 158 7 23 5 6 0 0 1 0.522 TRUE
2 158 7 24 2 3 0 0 1 0.478 TRUE
2 158 7 25 4 4 1 1 1 0.431 TRUE
2 158 7 26 1 1 1 1 1 0.385 TRUE
2 158 7 27 5 4 1 1 1 0.458 TRUE
2 158 7 28 3 4 0 0 1 0.447 TRUE
2 158 7 29 2 2 1 1 1 0.454 TRUE
2 158 7 30 2 1 1 1 1 0.441 TRUE
2 158 8 1 3 3 1 1 1 0.42 TRUE
2 158 8 2 2 3 0 0 1 0.473 TRUE
2 158 8 3 4 4 1 1 1 0.455 TRUE
2 158 8 4 5 4 1 1 1 0.485 TRUE
2 158 8 5 5 5 1 1 1 0.409 TRUE
2 158 8 6 2 2 1 1 1 0.46 TRUE
2 158 8 7 5 2 1 1 1 0.711 TRUE
2 158 8 8 1 2 0 0 1 0.503 TRUE
2 158 8 9 5 1 1 1 1 0.455 TRUE
2 158 8 10 4 2 1 1 1 0.687 TRUE
2 158 8 11 4 5 0 0 1 0.615 TRUE
2 158 8 12 3 2 1 1 1 0.502 TRUE
2 158 8 13 4 3 1 1 1 0.549 TRUE
2 158 8 14 3 4 0 0 1 0.521 TRUE
2 158 8 15 3 4 0 0 1 0.501 TRUE
2 158 8 16 2 3 0 0 1 0.504 TRUE
2 158 8 17 2 1 1 1 1 0.461 TRUE
2 158 8 18 5 6 0 0 1 0.507 TRUE
2 158 8 19 5 6 0 0 1 0.535 TRUE
2 158 8 20 4 5 0 0 1 0.574 TRUE
2 158 8 21 5 6 0 0 1 0.536 TRUE
2 158 8 22 5 6 0 0 1 0.505 TRUE
2 158 8 23 3 1 1 1 1 0.56 TRUE
2 158 8 24 4 1 1 1 1 0.587 TRUE
2 158 8 25 4 5 0 0 1 0.496 TRUE
2 158 8 26 5 3 0 1 0 1.022 TRUE
2 158 8 27 4 5 0 0 1 0.59 TRUE
2 158 8 28 3 4 0 0 1 0.455 TRUE
2 158 8 29 1 1 1 1 1 0.443 TRUE
2 158 8 30 5 6 0 0 1 1.338 TRUE
2 158 9 1 1 1 1 1 1 0.51 TRUE
2 158 9 2 3 4 0 0 1 0.432 TRUE
2 158 9 3 5 6 0 0 1 0.543 TRUE
2 158 9 4 4 5 0 0 1 0.462 TRUE
2 158 9 5 3 2 1 1 1 0.452 TRUE
2 158 9 6 4 2 1 1 1 0.588 TRUE
2 158 9 7 3 1 1 1 1 0.457 TRUE
2 158 9 8 4 4 1 1 1 0.437 TRUE
2 158 9 9 5 6 0 0 1 0.562 TRUE
2 158 9 10 4 5 0 0 1 0.51 TRUE
2 158 9 11 5 6 0 0 1 0.467 TRUE
2 158 9 12 1 2 0 0 1 0.485 TRUE
2 158 9 13 3 4 0 0 1 0.485 TRUE
2 158 9 14 2 3 0 0 1 0.488 TRUE
2 158 9 15 5 6 0 0 1 0.758 TRUE
2 158 9 16 5 4 1 1 1 0.405 TRUE
2 158 9 17 5 1 1 1 1 0.638 TRUE
2 158 9 18 4 5 0 0 1 0.442 TRUE
2 158 9 19 5 6 0 0 1 0.591 TRUE
2 158 9 20 4 1 1 1 1 0.481 TRUE
2 158 9 21 4 3 1 1 1 0.436 TRUE
2 158 9 22 5 2 1 1 1 0.43 TRUE
2 158 9 23 3 3 1 1 1 0.362 TRUE
2 158 9 24 2 1 1 1 1 0.415 TRUE
2 158 9 25 2 2 1 1 1 0.36 TRUE
2 158 9 26 3 4 0 0 1 0.617 TRUE
2 158 9 27 5 3 1 1 1 1.802 TRUE
2 158 9 28 2 3 0 0 1 0.435 TRUE
2 158 9 29 4 5 0 0 1 0.826 TRUE
2 158 9 30 5 5 1 1 1 0.448 TRUE
2 158 10 1 3 3 1 1 1 0.386 TRUE
2 158 10 2 4 1 1 1 1 0.571 TRUE
2 158 10 3 3 2 1 1 1 0.701 TRUE
2 158 10 4 2 3 0 0 1 0.472 TRUE
2 158 10 5 5 2 1 1 1 0.468 TRUE
2 158 10 6 1 1 1 1 1 0.431 TRUE
2 158 10 7 5 5 1 1 1 0.446 TRUE
2 158 10 8 3 4 0 0 1 0.482 TRUE
2 158 10 9 5 1 1 1 1 0.451 TRUE
2 158 10 10 5 6 0 0 1 0.677 TRUE
2 158 10 11 3 4 0 0 1 0.461 TRUE
2 158 10 12 5 6 0 0 1 0.904 TRUE
2 158 10 13 5 3 1 1 1 0.57 TRUE
2 158 10 14 5 6 0 0 1 0.73 TRUE
2 158 10 15 4 4 1 1 1 0.403 TRUE
2 158 10 16 4 3 1 1 1 0.53 TRUE
2 158 10 17 3 4 0 0 1 0.51 TRUE
2 158 10 18 1 2 0 0 1 0.831 TRUE
2 158 10 19 4 2 1 1 1 0.456 TRUE
2 158 10 20 4 5 0 0 1 0.502 TRUE
2 158 10 21 4 5 0 0 1 0.513 TRUE
2 158 10 22 2 1 1 1 1 0.501 TRUE
2 158 10 23 2 3 0 0 1 0.498 TRUE
2 158 10 24 5 4 1 1 1 0.565 TRUE
2 158 10 25 5 6 0 0 1 0.578 TRUE
2 158 10 26 4 5 0 0 1 0.527 TRUE
2 158 10 27 3 1 1 1 1 0.792 TRUE
2 158 10 28 4 5 0 0 1 0.556 TRUE
2 158 10 29 5 6 0 0 1 0.667 TRUE
2 158 10 30 2 2 1 1 1 0.434 TRUE
2 159 1 1 5 3 1 1 1 0.628 TRUE
2 159 1 2 4 5 0 0 1 0.52 TRUE
2 159 1 3 4 5 0 0 1 0.47 TRUE
2 159 1 4 3 4 0 0 1 0.409 TRUE
2 159 1 5 4 4 1 1 1 0.373 TRUE
2 159 1 6 4 3 1 1 1 0.558 TRUE
2 159 1 7 3 3 1 1 1 0.368 TRUE
2 159 1 8 2 3 0 0 1 0.562 TRUE
2 159 1 9 2 3 0 0 1 0.38 TRUE
2 159 1 10 5 6 0 0 1 0.536 TRUE
2 159 1 11 3 4 0 0 1 0.436 TRUE
2 159 1 12 3 1 1 1 1 0.464 TRUE
2 159 1 13 5 6 0 0 1 0.622 TRUE
2 159 1 14 5 6 0 0 1 0.419 TRUE
2 159 1 15 4 5 0 0 1 0.575 TRUE
2 159 1 16 1 2 0 0 1 0.559 TRUE
2 159 1 17 5 2 1 1 1 0.544 TRUE
2 159 1 18 5 6 0 0 1 0.552 TRUE
2 159 1 19 5 6 0 0 1 0.447 TRUE
2 159 1 20 3 4 0 0 1 0.403 TRUE
2 159 1 21 4 1 1 1 1 0.578 TRUE
2 159 1 22 5 1 1 1 1 0.494 TRUE
2 159 1 23 3 2 1 1 1 0.412 TRUE
2 159 1 24 1 1 1 1 1 0.401 TRUE
2 159 1 25 5 4 1 1 1 0.446 TRUE
2 159 1 26 4 5 0 0 1 0.511 TRUE
2 159 1 27 4 2 1 1 1 0.53 TRUE
2 159 1 28 2 2 1 1 1 0.408 TRUE
2 159 1 29 5 5 1 1 1 0.449 TRUE
2 159 1 30 2 1 1 1 1 0.484 TRUE
2 159 2 1 4 2 1 1 1 0.442 TRUE
2 159 2 2 5 1 1 1 1 0.685 TRUE
2 159 2 3 4 3 1 1 1 0.396 TRUE
2 159 2 4 2 3 0 0 1 0.521 TRUE
