"" "" "Blk" "Trl" "SetSize" "Lag" "keyIdx" "CorrResp" "ACC" "RT" "use"
5 1 1 1 3 1 1 1 1 1.038 0
5 1 1 2 2 3 0 0 1 0.789 0
5 1 1 3 1 2 0 0 1 0.78 0
5 1 1 4 1 1 1 1 1 1.18 0
5 1 1 5 5 6 0 0 1 1.267 0
5 1 1 6 1 1 1 1 1 1.162 0
5 1 1 7 4 5 0 0 1 1.264 0
5 1 1 8 1 2 0 0 1 0.742 0
5 1 1 9 2 2 1 1 1 0.504 1
5 1 1 10 4 2 1 1 1 1.247 0
5 1 1 11 4 5 0 0 1 0.524 1
5 1 1 12 4 5 0 0 1 1.476 0
5 1 1 13 3 3 1 1 1 1.475 0
5 1 1 14 3 4 0 0 1 0.405 1
5 1 1 15 3 4 0 0 1 0.766 0
5 1 1 16 4 2 1 1 1 1.072 0
5 1 1 17 4 5 0 0 1 0.619 1
5 1 1 18 3 4 0 0 1 1.125 0
5 1 1 19 4 5 0 0 1 1.089 0
5 1 1 20 1 1 0 1 0 0.7 0
5 1 1 21 3 2 1 1 1 1.125 0
5 1 1 22 1 2 0 0 1 0.764 0
5 1 1 23 2 2 1 1 1 0.999 0
5 1 1 24 1 2 0 0 1 0.62 1
5 1 1 25 4 1 1 1 1 1.52 0
5 1 1 26 5 3 1 1 1 1.199 0
5 1 1 27 3 1 1 1 1 0.962 0
5 1 1 28 2 1 1 1 1 0.824 0
5 1 1 29 3 2 1 1 1 0.533 1
5 1 1 30 2 1 1 1 1 0.709 1
5 1 1 31 5 2 1 1 1 0.874 0
5 1 1 32 5 6 0 0 1 0.942 0
5 1 1 33 5 1 1 1 1 0.876 1
5 1 1 34 3 4 0 0 1 0.469 1
5 1 1 35 4 4 1 1 1 0.591 1
5 1 1 36 5 6 0 0 1 1.051 0
5 1 1 37 1 1 1 1 1 0.94 0
5 1 1 38 4 1 1 1 1 0.752 1
5 1 1 39 5 1 1 1 1 1.062 0
5 1 1 40 2 2 1 1 1 0.614 1
5 1 1 41 1 2 0 0 1 0.653 1
5 1 1 42 5 2 1 1 1 0.884 0
5 1 1 43 5 6 0 0 1 0.924 1
