"" "" "Blk" "Trl" "SetSize" "Lag" "keyIdx" "CorrResp" "ACC" "RT" "use"
6 2 2 22 4 1 1 1 1 0.447 1
6 2 2 23 5 6 0 0 1 0.778 1
6 2 2 24 2 1 1 1 1 0.632 1
6 2 2 25 4 5 0 0 1 1.023 1
6 2 2 26 3 1 1 1 1 0.947 1
6 2 2 27 4 5 0 0 1 0.643 1
6 2 2 28 2 3 0 0 1 0.841 1
6 2 2 29 5 5 1 1 1 0.798 1
6 2 2 30 1 1 1 1 1 0.803 1
6 2 2 31 5 3 1 1 1 0.806 1
6 2 2 32 2 1 1 1 1 0.466 1
6 2 2 33 4 2 1 1 1 0.702 1
6 2 2 34 3 4 0 0 1 0.661 1
6 2 2 35 3 4 0 0 1 0.852 1
6 2 2 36 2 1 1 1 1 0.777 1
6 2 2 37 4 5 0 0 1 0.719 1
6 2 2 38 2 3 0 0 1 0.456 1
6 2 2 39 1 1 1 1 1 0.331 1
6 2 2 40 2 2 1 1 1 0.695 1
6 2 2 41 1 1 1 1 1 0.334 1
6 2 2 42 3 1 1 1 1 0.616 1
6 2 2 43 1 1 1 1 1 0.395 1
6 2 2 44 2 3 0 0 1 1.528 1
6 2 2 45 4 3 1 1 1 0.908 1
6 2 2 46 2 1 1 1 1 0.681 1
6 2 2 47 1 1 1 1 1 0.742 1
6 2 2 48 5 6 0 0 1 0.796 1
6 2 2 49 5 6 0 0 1 0.86 1
6 2 2 50 1 2 0 0 1 0.718 1
6 2 3 1 5 6 0 0 1 0.804 1
6 2 3 2 4 5 0 0 1 1.236 1
6 2 3 3 1 1 1 1 1 1.035 1
6 2 3 4 3 2 1 1 1 0.533 1
6 2 3 5 4 3 1 1 1 1.347 1
6 2 3 6 2 1 1 1 1 0.377 1
6 2 3 7 3 3 1 1 1 0.614 1
6 2 3 8 2 3 0 0 1 0.553 1
6 2 3 9 4 5 0 0 1 1.121 1
6 2 3 10 2 3 0 0 1 0.459 1
6 2 3 11 1 2 0 0 1 0.477 1
6 2 3 12 4 3 1 1 1 0.562 1
6 2 3 13 2 2 1 1 1 0.601 1
6 2 3 14 5 6 0 0 1 0.844 1
6 2 3 15 3 4 0 0 1 0.851 1
6 2 3 16 2 3 0 0 1 0.898 1
6 2 3 17 3 4 0 0 1 0.681 1
6 2 3 18 5 6 0 0 1 0.843 1
6 2 3 19 5 4 1 1 1 1.044 1
6 2 3 20 2 1 1 1 1 0.703 1
6 2 3 21 3 4 0 0 1 0.66 1
6 2 3 22 3 4 0 0 1 0.57 1
6 2 3 23 5 5 1 1 1 0.744 1
6 2 3 24 1 2 1 0 0 0.747 1
6 2 3 25 2 2 1 1 1 0.886 1
6 2 3 26 2 3 0 0 1 1.88 0
6 2 3 27 4 3 1 1 1 0.754 1
6 2 3 28 5 1 0 1 0 1.837 1
6 2 3 29 4 5 0 0 1 0.736 1
6 2 3 30 1 2 0 0 1 0.794 1
6 2 3 31 1 2 0 0 1 0.924 1
6 2 3 32 1 1 1 1 1 0.893 1
6 2 3 33 4 5 0 0 1 0.912 1
6 2 3 34 2 1 1 1 1 0.808 1
6 2 3 35 5 6 0 0 1 0.972 1
6 2 3 36 3 2 1 1 1 1.171 1
6 2 3 37 4 5 0 0 1 0.712 1
6 2 3 38 1 2 0 0 1 1.113 1
6 2 3 39 1 1 1 1 1 0.862 1
6 2 3 40 5 6 0 0 1 1.047 1
6 2 3 41 4 1 1 1 1 0.977 1
6 2 3 42 1 1 1 1 1 0.845 1
6 2 3 43 3 3 1 1 1 0.884 1
6 2 3 44 2 3 0 0 1 1.146 1
6 2 3 45 5 3 1 1 1 1.135 1
6 2 3 46 3 3 1 1 1 1.666 0
6 2 3 47 4 1 1 1 1 0.787 1
6 2 3 48 3 4 0 0 1 0.837 1
6 2 3 49 5 5 1 1 1 1.423 1
6 2 3 50 1 1 1 1 1 0.782 1
6 2 4 1 3 4 0 0 1 0.759 1
6 2 4 2 3 3 1 1 1 1.268 1
6 2 4 3 3 4 0 0 1 0.787 1
6 2 4 4 1 1 1 1 1 0.781 1
6 2 4 5 4 5 0 0 1 0.711 1
6 2 4 6 4 5 0 0 1 0.753 1
6 2 4 7 3 2 1 1 1 0.931 1
6 2 4 8 1 2 0 0 1 0.62 1
6 2 4 9 4 5 0 0 1 0.613 1
6 2 4 10 5 5 1 1 1 2.219 0
6 2 4 11 5 6 0 0 1 0.653 1
6 2 4 12 1 1 1 1 1 0.796 1
6 2 4 13 2 3 0 0 1 0.445 1
6 2 4 14 5 1 1 1 1 0.845 1
6 2 4 15 1 2 0 0 1 0.763 1
6 2 4 16 5 5 1 1 1 3.214 0
6 2 4 17 2 3 0 0 1 1.286 1
6 2 4 18 2 1 1 1 1 0.815 1
6 2 4 19 5 6 0 0 1 1.775 1
6 2 4 20 1 1 1 1 1 0.348 1
6 2 4 21 4 4 1 1 1 1.313 1
6 2 4 22 5 3 1 1 1 1.043 1
6 2 4 23 1 2 0 0 1 0.746 1
6 2 4 24 4 2 1 1 1 0.654 1
6 2 4 25 4 3 1 1 1 0.898 1
6 2 4 26 4 3 1 1 1 1.223 1
6 2 4 27 4 5 0 0 1 0.674 1
6 2 4 28 2 3 0 0 1 1.544 0
6 2 4 29 3 4 0 0 1 0.835 1
6 2 4 30 3 4 0 0 1 0.932 1
6 2 4 31 5 6 0 0 1 0.622 1
6 2 4 32 5 6 0 0 1 1.373 1
6 2 4 33 1 1 1 1 1 0.943 1
6 2 4 34 5 2 1 1 1 1.072 1
6 2 4 35 5 6 0 0 1 0.652 1
6 2 4 36 2 1 1 1 1 0.472 1
6 2 4 37 2 2 1 1 1 0.505 1
6 2 4 38 2 1 1 1 1 0.567 1
6 2 4 39 1 2 0 0 1 0.476 1
6 2 4 40 2 2 1 1 1 0.536 1
6 2 4 41 3 3 1 1 1 0.76 1
6 2 4 42 1 2 0 0 1 0.653 1
6 2 4 43 3 4 0 0 1 1.38 1
6 2 4 44 2 3 0 0 1 0.66 1
6 2 4 45 2 3 0 0 1 1.912 0
6 2 4 46 4 3 1 1 1 0.977 1
6 2 4 47 1 1 1 1 1 1.838 0
6 2 4 48 4 5 0 0 1 0.818 1
6 2 4 49 3 3 1 1 1 0.677 1
6 2 4 50 3 2 1 1 1 0.887 1
6 2 5 1 5 6 0 0 1 0.764 1
6 2 5 2 4 4 1 1 1 1.104 1
6 2 5 3 1 2 0 0 1 0.581 1
6 2 5 4 5 6 0 0 1 0.734 1
6 2 5 5 1 1 1 1 1 0.636 1
6 2 5 6 2 2 1 1 1 0.904 1
6 2 5 7 1 1 1 1 1 0.376 1
6 2 5 8 3 4 0 0 1 0.757 1
6 2 5 9 3 4 0 0 1 0.802 1
6 2 5 10 2 1 1 1 1 0.821 1
6 2 5 11 2 1 1 1 1 0.968 1
6 2 5 12 3 4 0 0 1 0.758 1
6 2 5 13 1 2 0 0 1 0.652 1
6 2 5 14 1 1 1 1 1 0.844 1
6 2 5 15 5 5 1 1 1 0.907 1
6 2 5 16 3 4 0 0 1 1.703 0
6 2 5 17 3 1 1 1 1 1.958 0
6 2 5 18 2 3 0 0 1 1.011 1
6 2 5 19 1 2 0 0 1 0.781 1
6 2 5 20 3 2 1 1 1 1.414 1
6 2 5 21 5 5 1 1 1 0.761 1
6 2 5 22 2 3 0 0 1 0.76 1
6 2 5 23 4 5 0 0 1 1.17 1
6 2 5 24 2 2 1 1 1 1.018 1
6 2 5 25 4 2 1 1 1 1.002 1
6 2 5 26 4 4 1 1 1 1.45 1
6 2 5 27 5 6 0 0 1 0.539 1
6 2 5 28 2 3 0 0 1 1.207 1
6 2 5 29 1 1 1 1 1 0.316 1
6 2 5 30 4 2 1 1 1 0.862 1
6 2 5 31 4 4 1 1 1 0.961 1
6 2 5 32 3 4 0 0 1 1.302 1
6 2 5 33 3 2 1 1 1 1.3 1
6 2 5 34 4 5 0 0 1 0.959 1
6 2 5 35 5 6 0 0 1 1.038 1
6 2 5 36 4 5 0 0 1 1.009 1
6 2 5 37 4 5 0 0 1 0.974 1
6 2 5 38 3 1 1 1 1 0.936 1
6 2 5 39 5 1 1 1 1 1.528 1
6 2 5 40 4 5 0 0 1 1.167 1
6 2 5 41 2 2 1 1 1 0.747 1
6 2 5 42 5 4 1 1 1 0.733 1
6 2 5 43 5 6 0 0 1 0.768 1
6 2 5 44 3 2 1 1 1 1.236 1
6 2 5 45 1 1 1 1 1 0.635 1
6 2 5 46 2 3 0 0 1 0.536 1
6 2 5 47 1 2 0 0 1 1.208 1
6 2 5 48 1 2 0 0 1 0.747 1
6 2 5 49 2 3 0 0 1 1.05 1
6 2 5 50 5 4 1 1 1 0.779 1
6 2 1 1 5 6 0 0 1 1.379 1
6 2 1 2 3 4 0 0 1 1.236 1
6 2 1 3 5 5 1 1 1 1.018 1
6 2 1 4 2 2 1 1 1 0.886 1
6 2 1 5 1 2 0 0 1 0.412 1
6 2 1 6 1 1 1 1 1 0.39 1
6 2 1 7 5 6 0 0 1 0.689 1
6 2 1 8 3 4 0 0 1 0.744 1
6 2 1 9 1 2 0 0 1 0.742 1
6 2 1 10 5 1 0 1 0 0.883 1
6 2 1 11 4 5 0 0 1 1.014 1
6 2 1 12 1 2 0 0 1 0.487 1
6 2 1 13 3 4 0 0 1 0.646 1
6 2 1 14 4 5 0 0 1 1.282 1
6 2 1 15 5 6 0 0 1 0.725 1
6 2 1 16 2 3 0 0 1 0.568 1
6 2 1 17 2 3 0 0 1 0.85 1
6 2 1 18 3 1 1 1 1 0.839 1
6 2 1 19 2 2 1 1 1 0.757 1
6 2 1 20 4 3 1 1 1 0.485 1
6 2 1 21 5 2 1 1 1 0.806 1
6 2 1 22 4 4 1 1 1 0.863 1
6 2 1 23 3 4 0 0 1 0.725 1
6 2 1 24 3 3 1 1 1 0.733 1
6 2 1 25 1 1 1 1 1 0.695 1
6 2 1 26 3 3 1 1 1 1.172 1
6 2 1 27 4 5 0 0 1 1.028 1
6 2 1 28 3 2 1 1 1 0.786 1
6 2 1 29 2 3 0 0 1 0.838 1
6 2 1 30 4 5 0 0 1 0.612 1
6 2 1 31 2 1 1 1 1 0.74 1
6 2 1 32 5 6 0 0 1 0.662 1
6 2 1 33 4 5 0 0 1 0.687 1
6 2 1 34 4 1 1 1 1 0.725 1
6 2 1 35 2 1 1 1 1 0.675 1
6 2 1 36 3 1 1 1 1 0.675 1
6 2 1 37 5 4 1 1 1 1.108 1
6 2 1 38 2 2 1 1 1 0.567 1
6 2 1 39 1 1 1 1 1 0.63 1
6 2 1 40 3 4 0 0 1 0.761 1
6 2 1 41 4 1 1 1 1 0.676 1
6 2 1 42 1 2 0 0 1 0.309 1
6 2 1 43 2 3 0 0 1 0.617 1
6 2 1 44 5 1 0 1 0 0.741 1
6 2 1 45 4 4 1 1 1 1.206 1
6 2 1 46 2 3 0 0 1 0.85 1
6 2 1 47 1 1 1 1 1 1.064 1
6 2 1 48 1 1 1 1 1 0.359 1
6 2 1 49 5 6 0 0 1 0.739 1
6 2 1 50 1 2 0 0 1 0.375 1
6 2 2 1 5 1 1 1 1 0.935 1
6 2 2 2 4 5 0 0 1 0.641 1
6 2 2 3 3 4 0 0 1 1.142 1
6 2 2 4 3 1 1 1 1 0.374 1
6 2 2 5 5 6 0 0 1 1.199 1
6 2 2 6 1 2 0 0 1 0.374 1
6 2 2 7 2 1 1 1 1 0.631 1
6 2 2 8 1 2 0 0 1 0.631 1
6 2 2 9 2 3 0 0 1 0.85 1
6 2 2 10 4 5 0 0 1 0.671 1
6 2 2 11 2 3 0 0 1 0.614 1
6 2 2 12 4 1 1 1 1 1.391 1
6 2 2 13 1 1 1 1 1 0.374 1
6 2 2 14 5 6 0 0 1 0.565 1
6 2 2 15 1 1 1 1 1 0.472 1
6 2 2 16 3 1 1 1 1 0.567 1
6 2 2 17 5 6 0 0 1 0.773 1
6 2 2 18 4 5 0 0 1 0.766 1
6 2 2 19 2 2 1 1 1 0.738 1
6 2 2 20 2 2 1 1 1 0.614 1
6 2 2 21 3 4 0 0 1 0.852 1
6 2 2 22 3 4 0 0 1 0.612 1
6 2 2 23 2 1 1 1 1 1.237 1
6 2 2 24 1 2 0 0 1 0.631 1
6 2 2 25 4 3 1 1 1 0.667 1
6 2 2 26 4 5 0 0 1 0.566 1
6 2 2 27 1 2 0 0 1 0.662 1
6 2 2 28 5 1 1 1 1 0.774 1
6 2 2 29 2 3 0 0 1 1.3 1
6 2 2 30 1 2 0 0 1 1.238 1
6 2 2 31 5 4 1 1 1 0.948 1
6 2 2 32 4 5 0 0 1 0.691 1
6 2 2 33 3 1 1 1 1 0.64 1
6 2 2 34 2 1 1 1 1 0.629 1
6 2 2 35 1 1 1 1 1 0.532 1
6 2 2 36 5 5 1 1 1 0.491 1
6 2 2 37 3 1 1 1 1 0.404 1
6 2 2 38 4 4 1 1 1 0.518 1
6 2 2 39 4 2 1 1 1 0.662 1
6 2 2 40 4 3 1 1 1 0.613 1
6 2 2 41 2 3 0 0 1 0.567 1
6 2 2 42 2 3 0 0 1 1.206 1
6 2 2 43 1 1 1 1 1 0.658 1
6 2 2 44 5 6 0 0 1 0.645 1
6 2 2 45 3 2 1 1 1 0.551 1
6 2 2 46 1 1 1 1 1 0.611 1
6 2 2 47 5 2 1 1 1 1.46 1
6 2 2 48 3 4 0 0 1 0.674 1
6 2 2 49 5 6 0 0 1 0.816 1
6 2 2 50 3 4 0 0 1 1.214 1
6 2 3 1 5 5 1 1 1 0.825 1
6 2 3 2 1 1 1 1 1 0.599 1
6 2 3 3 1 1 1 1 1 0.839 1
6 2 3 4 3 2 1 1 1 0.679 1
6 2 3 5 5 6 0 0 1 1.043 1
6 2 3 6 5 3 1 1 1 0.705 1
6 2 3 7 3 4 0 0 1 0.996 1
6 2 3 8 4 5 0 0 1 0.649 1
6 2 3 9 5 6 0 0 1 0.882 1
6 2 3 10 3 3 1 1 1 0.536 1
6 2 3 11 1 1 1 1 1 0.503 1
6 2 3 12 5 2 0 1 0 1.029 1
6 2 3 13 1 2 0 0 1 0.631 1
6 2 3 14 2 2 1 1 1 0.524 1
6 2 3 15 2 3 0 0 1 1.088 1
6 2 3 16 3 4 0 0 1 0.672 1
6 2 3 17 4 5 0 0 1 0.666 1
6 2 3 18 4 5 1 0 0 1.579 1
6 2 3 19 2 2 1 1 1 1.35 0
6 2 3 20 4 1 1 1 1 1.3 1
6 2 3 21 5 6 0 0 1 1.381 1
6 2 3 22 1 2 0 0 1 0.917 1
6 2 3 23 4 5 0 0 1 1.555 1
6 2 3 24 3 3 1 1 1 1.589 0
6 2 3 25 2 2 1 1 1 0.68 1
6 2 3 26 5 6 0 0 1 2.005 0
6 2 3 27 2 2 1 1 1 0.503 1
6 2 3 28 4 2 1 1 1 1.11 1
6 2 3 29 4 5 0 0 1 1.045 1
6 2 3 30 1 2 0 0 1 0.788 1
6 2 3 31 5 1 1 1 1 2.538 0
6 2 3 32 1 2 0 0 1 0.662 1
6 2 3 33 4 4 1 1 1 1.075 1
6 2 3 34 1 1 1 1 1 1.03 1
6 2 3 35 3 3 1 1 1 1.287 1
6 2 3 36 2 3 0 0 1 1.014 1
6 2 3 37 5 6 0 0 1 1.856 1
6 2 3 38 3 4 0 0 1 1.14 1
6 2 3 39 3 4 0 0 1 0.886 1
6 2 3 40 3 4 0 0 1 1.229 1
6 2 3 41 2 3 0 0 1 1.158 1
6 2 3 42 1 1 1 1 1 0.326 1
6 2 3 43 1 2 0 0 1 0.487 1
6 2 3 44 2 3 0 0 1 0.598 1
6 2 3 45 4 2 1 1 1 0.9 1
6 2 3 46 4 1 1 1 1 1.228 1
6 2 3 47 5 1 1 1 1 0.773 1
6 2 3 48 2 3 0 0 1 0.711 1
6 2 3 49 2 1 1 1 1 0.755 1
6 2 3 50 3 3 1 1 1 0.966 1
6 2 4 1 1 1 1 1 1 1.08 1
6 2 4 2 3 4 0 0 1 0.661 1
6 2 4 3 1 2 0 0 1 0.902 1
6 2 4 4 2 1 1 1 1 0.679 1
6 2 4 5 1 2 0 0 1 0.873 1
6 2 4 6 3 3 1 1 1 0.676 1
6 2 4 7 2 1 1 1 1 1.03 1
6 2 4 8 3 4 0 0 1 0.553 1
6 2 4 9 4 5 0 0 1 0.695 1
6 2 4 10 5 5 1 1 1 1.01 1
6 2 4 11 3 3 1 1 1 0.662 1
6 2 4 12 4 5 0 0 1 0.702 1
6 2 4 13 2 3 0 0 1 0.486 1
6 2 4 14 1 1 1 1 1 0.408 1
6 2 4 15 2 3 0 0 1 0.518 1
6 2 4 16 3 4 0 0 1 1.633 0
6 2 4 17 1 1 1 1 1 0.285 1
6 2 4 18 1 1 1 1 1 0.422 1
6 2 4 19 5 6 0 0 1 0.548 1
6 2 4 20 1 2 0 0 1 0.284 1
6 2 4 21 2 3 0 0 1 0.944 1
6 2 4 22 4 5 0 0 1 0.854 1
6 2 4 23 2 2 1 1 1 1.206 1
6 2 4 24 1 2 0 0 1 1.073 1
6 2 4 25 2 1 1 1 1 0.919 1
6 2 4 26 5 1 1 1 1 0.984 1
6 2 4 27 3 4 0 0 1 0.528 1
6 2 4 28 3 2 1 1 1 0.886 1
6 2 4 29 5 2 1 1 1 0.653 1
6 2 4 30 2 3 0 0 1 0.502 1
6 2 4 31 5 6 0 0 1 0.684 1
6 2 4 32 1 1 1 1 1 0.519 1
6 2 4 33 4 5 0 0 1 1.028 1
6 2 4 34 5 6 0 0 1 1.062 1
6 2 4 35 5 6 0 0 1 0.689 1
6 2 4 36 3 4 0 0 1 0.773 1
6 2 4 37 3 2 1 1 1 0.613 1
6 2 4 38 5 2 1 1 1 0.564 1
6 2 4 39 2 2 1 1 1 0.455 1
6 2 4 40 4 4 1 1 1 0.55 1
6 2 4 41 4 4 1 1 1 0.646 1
6 2 4 42 5 6 0 0 1 0.695 1
6 2 4 43 2 3 0 0 1 2.021 0
6 2 4 44 4 5 0 0 1 0.612 1
6 2 4 45 4 4 1 1 1 0.566 1
6 2 4 46 4 4 1 1 1 1.568 1
6 2 4 47 5 4 1 1 1 1.077 1
6 2 4 48 1 2 0 0 1 0.44 1
6 2 4 49 4 4 1 1 1 0.679 1
6 2 4 50 3 1 1 1 1 0.597 1
6 2 5 1 1 1 1 1 1 0.559 1
6 2 5 2 3 3 1 1 1 0.63 1
6 2 5 3 1 2 0 0 1 0.661 1
6 2 5 4 5 6 0 0 1 0.951 1
6 2 5 5 4 4 1 1 1 0.694 1
6 2 5 6 4 4 1 1 1 0.422 1
6 2 5 7 4 5 0 0 1 0.71 1
6 2 5 8 3 2 1 1 1 0.615 1
6 2 5 9 5 6 0 0 1 0.594 1
6 2 5 10 2 2 1 1 1 0.612 1
6 2 5 11 2 1 1 1 1 0.375 1
6 2 5 12 4 5 0 0 1 1.268 1
6 2 5 13 3 4 0 0 1 0.884 1
6 2 5 14 1 2 0 0 1 0.76 1
6 2 5 15 5 5 1 1 1 0.454 1
6 2 5 16 4 1 1 1 1 0.591 1
6 2 5 17 4 3 1 1 1 0.646 1
6 2 5 18 3 4 0 0 1 0.788 1
6 2 5 19 1 2 0 0 1 0.79 1
6 2 5 20 1 2 1 0 0 0.262 1
6 2 5 21 2 3 0 0 1 0.966 1
6 2 5 22 5 4 1 1 1 1.157 1
6 2 5 23 1 2 0 0 1 0.762 1
6 2 5 24 3 4 0 0 1 0.959 1
6 2 5 25 2 2 1 1 1 0.525 1
6 2 5 26 2 3 0 0 1 1.11 1
6 2 5 27 4 5 0 0 1 1.11 1
6 2 5 28 2 2 1 1 1 1.734 0
6 2 5 29 5 1 1 1 1 0.502 1
6 2 5 30 1 1 1 1 1 0.342 1
6 2 5 31 3 1 1 1 1 0.901 1
6 2 5 32 3 3 1 1 1 0.637 1
6 2 5 33 1 1 1 1 1 0.486 1
6 2 5 34 3 2 1 1 1 1.109 1
6 2 5 35 4 5 0 0 1 2.038 0
6 2 5 36 3 4 0 0 1 1.172 1
6 2 5 37 2 1 1 1 1 0.967 1
6 2 5 38 1 1 1 1 1 0.774 1
6 2 5 39 2 3 0 0 1 0.727 1
6 2 5 40 5 6 0 0 1 1.093 1
6 2 5 41 4 1 1 1 1 0.531 1
6 2 5 42 2 3 0 0 1 0.758 1
6 2 5 43 5 6 0 0 1 0.581 1
6 2 5 44 2 3 0 0 1 1.031 1
6 2 5 45 5 5 1 1 1 1.094 1
6 2 5 46 3 4 0 0 1 1.157 1
6 2 5 47 5 1 1 1 1 1.472 1
6 2 5 48 4 5 0 0 1 1.316 1
6 2 5 49 5 6 0 0 1 0.854 1
6 2 5 50 1 1 1 1 1 0.885 1
6 2 6 1 2 1 1 1 1 0.823 1
6 2 6 2 4 5 0 0 1 0.579 1
6 2 6 3 5 3 1 1 1 0.745 1
6 2 6 4 4 5 0 0 1 0.408 1
6 2 6 5 3 1 1 1 1 0.503 1
6 2 6 6 4 5 0 0 1 1.223 1
6 2 6 7 1 1 1 1 1 0.935 1
6 2 6 8 2 2 1 1 1 0.647 1
6 2 6 9 1 1 1 1 1 0.533 1
6 2 6 10 3 3 1 1 1 0.756 1
6 2 6 11 3 2 1 1 1 0.618 1
6 2 6 12 3 4 0 0 1 0.502 1
6 2 6 13 3 4 0 0 1 0.566 1
6 2 6 14 5 3 1 1 1 2.085 0
6 2 6 15 4 4 1 1 1 1.876 0
6 2 6 16 5 6 0 0 1 1.527 1
6 2 6 17 3 4 0 0 1 0.918 1
6 2 6 18 5 6 0 0 1 1.989 1
6 2 6 19 3 1 1 1 1 0.823 1
6 2 6 20 5 6 0 0 1 0.993 1
6 2 6 21 4 5 0 0 1 1.125 1
6 2 6 22 5 3 1 1 1 0.853 1
6 2 6 23 4 1 1 1 1 0.95 1
6 2 6 24 3 4 0 0 1 1.348 1
6 2 6 25 2 3 0 0 1 0.47 1
6 2 6 26 1 2 0 0 1 0.498 1
6 2 6 27 2 1 1 1 1 1.478 0
6 2 6 28 1 1 1 1 1 0.582 1
6 2 6 29 2 3 0 0 1 0.964 1
6 2 6 30 1 2 0 0 1 0.711 1
6 2 6 31 3 2 1 1 1 2.004 0
6 2 6 32 2 2 1 1 1 0.873 1
6 2 6 33 3 4 0 0 1 0.597 1
6 2 6 34 2 2 1 1 1 0.551 1
6 2 6 35 4 1 1 1 1 0.999 1
6 2 6 36 2 3 0 0 1 0.79 1
6 2 6 37 5 4 1 1 1 1.283 1
6 2 6 38 1 1 1 1 1 0.469 1
6 2 6 39 4 2 1 1 1 0.645 1
6 2 6 40 4 5 0 0 1 0.739 1
6 2 6 41 2 3 0 0 1 1.69 0
6 2 6 42 4 4 1 1 1 0.581 1
6 2 6 43 1 2 0 0 1 0.92 1
6 2 6 44 5 6 0 0 1 0.9 1
6 2 6 45 1 2 0 0 1 1.077 1
6 2 6 46 5 6 0 0 1 0.901 1
6 2 6 47 1 2 0 0 1 0.517 1
6 2 6 48 1 1 1 1 1 0.904 1
6 2 6 49 2 3 0 0 1 0.727 1
6 2 6 50 5 3 1 1 1 1.46 1
6 2 1 1 1 1 1 1 1 0.666 1
6 2 1 2 4 4 1 1 1 0.497 1
6 2 1 3 5 1 1 1 1 0.758 1
6 2 1 4 5 6 0 0 1 0.989 1
6 2 1 5 3 4 0 0 1 0.578 1
6 2 1 6 2 1 1 1 1 0.612 1
6 2 1 7 5 6 0 0 1 1.175 1
6 2 1 8 2 1 1 1 1 0.424 1
6 2 1 9 3 3 1 1 1 0.622 1
6 2 1 10 4 5 0 0 1 1.253 1
6 2 1 11 1 2 0 0 1 0.903 1
6 2 1 12 2 3 0 0 1 0.662 1
6 2 1 13 1 1 1 1 1 0.599 1
6 2 1 14 2 2 1 1 1 0.559 1
6 2 1 15 5 6 0 0 1 0.566 1
6 2 1 16 5 6 0 0 1 0.613 1
6 2 1 17 1 1 1 1 1 0.712 1
6 2 1 18 4 5 0 0 1 0.725 1
6 2 1 19 4 2 1 1 1 0.934 1
6 2 1 20 4 5 0 0 1 0.676 1
6 2 1 21 2 2 1 1 1 0.518 1
6 2 1 22 4 3 1 1 1 0.899 1
6 2 1 23 1 2 0 0 1 0.503 1
6 2 1 24 1 2 0 0 1 0.888 1
6 2 1 25 2 3 0 0 1 0.63 1
6 2 1 26 1 1 1 1 1 0.677 1
6 2 1 27 3 2 1 1 1 0.597 1
6 2 1 28 1 1 1 1 1 0.599 1
