"","Subject","Age","SessionDate","SessionTime","Sex","Trial","Domain","ISIDur","ListLength","SetSize","VerbProbePos","presented","cue","probeDomain","probeOrder","response.ACC","response.CRESP","response.RESP","response.RT"
"660",4,"19;0","10-26-2006","08:51:06","female",144,"within",3000,0,3,NA,"VisVis","First","Vis","First",1,"y","y",1462
"661",4,"19;0","10-26-2006","08:51:06","female",145,"single",4000,0,3,NA,"Vis",NA,"Vis",NA,1,"n","n",1481
"662",4,"19;0","10-26-2006","08:51:06","female",146,"single",6000,5,0,3,"Verb",NA,"Verb",NA,1,"n","n",3555
"663",4,"19;0","10-26-2006","08:51:06","female",147,"cross",3000,5,3,NA,"VerbVis","Second","Vis","Second",1,"y","y",1288
"664",4,"19;0","10-26-2006","08:51:06","female",148,"within",3000,0,3,NA,"VisVis","Both","Vis","First",1,"n","n",2565
"665",4,"19;0","10-26-2006","08:51:06","female",149,"cross",3000,5,3,NA,"VerbVis","Second","Vis","Second",1,"n","n",2612
"666",4,"19;0","10-26-2006","08:51:06","female",150,"single",3000,0,3,NA,"Vis",NA,"Vis",NA,1,"y","y",1359
"667",4,"19;0","10-26-2006","08:51:06","female",151,"cross",3000,5,3,5,"VerbVis","First","Verb","First",1,"n","n",1566
"668",4,"19;0","10-26-2006","08:51:06","female",152,"within",3000,0,3,NA,"VisVis","Both","Vis","First",1,"y","y",3043
"669",4,"19;0","10-26-2006","08:51:06","female",153,"cross",3000,5,3,5,"VisVerb","Both","Verb","Second",1,"y","y",1337
"670",4,"19;0","10-26-2006","08:51:06","female",154,"cross",3000,5,3,2,"VisVerb","Second","Verb","Second",1,"n","n",1325
"671",4,"19;0","10-26-2006","08:51:06","female",155,"cross",3000,5,3,NA,"VisVerb","Both","Vis","First",1,"y","y",1463
"672",4,"19;0","10-26-2006","08:51:06","female",156,"cross",3000,5,3,NA,"VerbVis","Both","Vis","Second",1,"n","n",1399
"673",4,"19;0","10-26-2006","08:51:06","female",157,"single",6000,0,3,NA,"Vis",NA,"Vis",NA,1,"y","y",1491
"674",4,"19;0","10-26-2006","08:51:06","female",158,"cross",3000,5,3,1,"VisVerb","Second","Verb","Second",0,"y","n",1315
"675",4,"19;0","10-26-2006","08:51:06","female",159,"within",3000,5,0,2,"VerbVerb","First","Verb","First",1,"n","n",1826
"676",4,"19;0","10-26-2006","08:51:06","female",160,"within",3000,5,0,2,"VerbVerb","Both","Verb","First",1,"n","n",2819
"677",4,"19;0","10-26-2006","08:51:06","female",161,"single",4000,0,3,NA,"Vis",NA,"Vis",NA,1,"y","y",1761
"678",4,"19;0","10-26-2006","08:51:06","female",162,"single",6000,5,0,5,"Verb",NA,"Verb",NA,1,"y","y",1371
"679",4,"19;0","10-26-2006","08:51:06","female",163,"within",3000,0,3,NA,"VisVis","Both","Vis","Second",1,"n","n",1384
"680",4,"19;0","10-26-2006","08:51:06","female",164,"cross",3000,5,3,4,"VerbVis","First","Verb","First",1,"y","y",1399
"681",4,"19;0","10-26-2006","08:51:06","female",165,"cross",3000,5,3,NA,"VisVerb","First","Vis","First",1,"n","n",1144
"682",4,"19;0","10-26-2006","08:51:06","female",166,"within",3000,0,3,NA,"VisVis","First","Vis","First",1,"y","y",1324
"683",4,"19;0","10-26-2006","08:51:06","female",167,"single",6000,0,3,NA,"Vis",NA,"Vis",NA,1,"n","n",1228
"684",4,"19;0","10-26-2006","08:51:06","female",168,"single",3000,5,0,2,"Verb",NA,"Verb",NA,1,"y","y",1439
"685",4,"19;0","10-26-2006","08:51:06","female",169,"within",3000,0,3,NA,"VisVis","First","Vis","First",1,"n","n",1228
"686",4,"19;0","10-26-2006","08:51:06","female",170,"within",3000,0,3,NA,"VisVis","Second","Vis","Second",1,"y","y",2611
"687",4,"19;0","10-26-2006","08:51:06","female",171,"single",3000,0,3,NA,"Vis",NA,"Vis",NA,1,"n","n",2230
"688",4,"19;0","10-26-2006","08:51:06","female",172,"within",3000,5,0,4,"VerbVerb","Both","Verb","Second",1,"n","n",1542
"689",4,"19;0","10-26-2006","08:51:06","female",173,"within",3000,5,0,4,"VerbVerb","Second","Verb","Second",0,"n","y",5483
"690",4,"19;0","10-26-2006","08:51:06","female",174,"within",3000,5,0,1,"VerbVerb","First","Verb","First",1,"y","y",1646
"691",4,"19;0","10-26-2006","08:51:06","female",175,"within",3000,5,0,4,"VerbVerb","Second","Verb","Second",1,"y","y",2475
"692",4,"19;0","10-26-2006","08:51:06","female",176,"within",3000,5,0,4,"VerbVerb","Both","Verb","Second",0,"y","n",3611
"693",4,"19;0","10-26-2006","08:51:06","female",177,"single",4000,5,0,4,"Verb",NA,"Verb",NA,1,"y","y",1381
"694",4,"19;0","10-26-2006","08:51:06","female",178,"cross",3000,5,3,NA,"VisVerb","Both","Vis","First",1,"n","n",1594
"695",4,"19;0","10-26-2006","08:51:06","female",179,"within",3000,0,3,NA,"VisVis","Second","Vis","Second",1,"n","n",3274
"696",4,"19;0","10-26-2006","08:51:06","female",180,"cross",3000,5,3,NA,"VerbVis","Both","Vis","Second",1,"y","y",3825
"697",4,"19;0","10-26-2006","08:51:06","female",181,"single",4000,5,0,3,"Verb",NA,"Verb",NA,1,"n","n",2992
"698",4,"19;0","10-26-2006","08:51:06","female",182,"within",3000,5,0,4,"VerbVerb","Both","Verb","First",1,"y","y",2443
"699",4,"19;0","10-26-2006","08:51:06","female",183,"cross",3000,5,3,4,"VerbVis","Both","Verb","First",0,"y","n",3697
"700",4,"19;0","10-26-2006","08:51:06","female",184,"cross",3000,5,3,NA,"VisVerb","First","Vis","First",1,"y","y",2304
"701",4,"19;0","10-26-2006","08:51:06","female",185,"within",3000,0,3,NA,"VisVis","Both","Vis","Second",1,"y","y",1429
"702",4,"19;0","10-26-2006","08:51:06","female",186,"cross",3000,5,3,1,"VisVerb","Both","Verb","Second",1,"n","n",1758
"703",4,"19;0","10-26-2006","08:51:06","female",187,"cross",3000,5,3,1,"VerbVis","Both","Verb","First",1,"n","n",1468
"704",4,"19;0","10-26-2006","08:51:06","female",188,"single",3000,5,0,4,"Verb",NA,"Verb",NA,1,"n","n",1852
"705",5,"19;3","10-26-2006","12:13:54","male",13,"within",3000,0,3,NA,"VisVis","Second","Vis","Second",0,"n","y",1335
"706",5,"19;3","10-26-2006","12:13:54","male",14,"cross",3000,5,3,NA,"VerbVis","Both","Vis","Second",1,"n","n",2199
"707",5,"19;3","10-26-2006","12:13:54","male",15,"within",3000,0,3,NA,"VisVis","Second","Vis","Second",1,"y","y",1439
"708",5,"19;3","10-26-2006","12:13:54","male",16,"single",3000,5,0,2,"Verb",NA,"Verb",NA,1,"y","y",2255
"709",5,"19;3","10-26-2006","12:13:54","male",17,"single",3000,5,0,5,"Verb",NA,"Verb",NA,1,"n","n",2528
"710",5,"19;3","10-26-2006","12:13:54","male",18,"within",3000,5,0,5,"VerbVerb","Second","Verb","Second",1,"y","y",1750
"711",5,"19;3","10-26-2006","12:13:54","male",19,"single",6000,0,3,NA,"Vis",NA,"Vis",NA,0,"n","y",1428
"712",5,"19;3","10-26-2006","12:13:54","male",20,"single",4000,0,3,NA,"Vis",NA,"Vis",NA,1,"n","n",1625
"713",5,"19;3","10-26-2006","12:13:54","male",21,"cross",3000,5,3,5,"VerbVis","Both","Verb","First",1,"n","n",2504
"714",5,"19;3","10-26-2006","12:13:54","male",22,"cross",3000,5,3,1,"VerbVis","First","Verb","First",1,"n","n",1958
"715",5,"19;3","10-26-2006","12:13:54","male",23,"single",6000,0,3,NA,"Vis",NA,"Vis",NA,1,"y","y",2002
"716",5,"19;3","10-26-2006","12:13:54","male",24,"within",3000,5,0,5,"VerbVerb","Both","Verb","Second",0,"n","y",4113
"717",5,"19;3","10-26-2006","12:13:54","male",25,"single",4000,5,0,4,"Verb",NA,"Verb",NA,0,"n","y",2492
"718",5,"19;3","10-26-2006","12:13:54","male",26,"single",6000,5,0,4,"Verb",NA,"Verb",NA,1,"y","y",3353
"719",5,"19;3","10-26-2006","12:13:54","male",27,"cross",3000,5,3,4,"VisVerb","Second","Verb","Second",1,"n","n",1685
"720",5,"19;3","10-26-2006","12:13:54","male",28,"cross",3000,5,3,NA,"VisVerb","Both","Vis","First",1,"y","y",2621
"721",5,"19;3","10-26-2006","12:13:54","male",29,"single",3000,0,3,NA,"Vis",NA,"Vis",NA,0,"n","y",5086
"722",5,"19;3","10-26-2006","12:13:54","male",30,"single",4000,0,3,NA,"Vis",NA,"Vis",NA,1,"y","y",1380
"723",5,"19;3","10-26-2006","12:13:54","male",31,"cross",3000,5,3,NA,"VisVerb","Both","Vis","First",1,"n","n",2075
"724",5,"19;3","10-26-2006","12:13:54","male",32,"within",3000,0,3,NA,"VisVis","First","Vis","First",1,"y","y",1621
"725",5,"19;3","10-26-2006","12:13:54","male",33,"within",3000,0,3,NA,"VisVis","Both","Vis","Second",1,"y","y",1873
"726",5,"19;3","10-26-2006","12:13:54","male",34,"cross",3000,5,3,NA,"VisVerb","First","Vis","First",1,"y","y",1449
"727",5,"19;3","10-26-2006","12:13:54","male",35,"cross",3000,5,3,5,"VisVerb","Second","Verb","Second",1,"y","y",2930
"728",5,"19;3","10-26-2006","12:13:54","male",36,"single",6000,5,0,4,"Verb",NA,"Verb",NA,1,"n","n",2903
"729",5,"19;3","10-26-2006","12:13:54","male",37,"cross",3000,5,3,NA,"VerbVis","Both","Vis","Second",1,"y","y",2931
"730",5,"19;3","10-26-2006","12:13:54","male",38,"within",3000,0,3,NA,"VisVis","Both","Vis","First",1,"n","n",2229
"731",5,"19;3","10-26-2006","12:13:54","male",39,"cross",3000,5,3,NA,"VerbVis","Second","Vis","Second",1,"y","y",1385
"732",5,"19;3","10-26-2006","12:13:54","male",40,"cross",3000,5,3,NA,"VisVerb","First","Vis","First",1,"n","n",1255
"733",5,"19;3","10-26-2006","12:13:54","male",41,"cross",3000,5,3,1,"VisVerb","Both","Verb","Second",1,"n","n",1727
"734",5,"19;3","10-26-2006","12:13:54","male",42,"within",3000,5,0,1,"VerbVerb","Second","Verb","Second",1,"n","n",1647
"735",5,"19;3","10-26-2006","12:13:54","male",43,"within",3000,0,3,NA,"VisVis","Both","Vis","Second",0,"n","y",1866
"736",5,"19;3","10-26-2006","12:13:54","male",44,"cross",3000,5,3,5,"VerbVis","First","Verb","First",1,"y","y",2832
"737",5,"19;3","10-26-2006","12:13:54","male",45,"within",3000,5,0,5,"VerbVerb","First","Verb","First",1,"y","y",1848
"738",5,"19;3","10-26-2006","12:13:54","male",46,"within",3000,0,3,NA,"VisVis","Both","Vis","First",1,"y","y",1596
"739",5,"19;3","10-26-2006","12:13:54","male",47,"cross",3000,5,3,5,"VerbVis","Both","Verb","First",1,"y","y",1909
"740",5,"19;3","10-26-2006","12:13:54","male",48,"within",3000,5,0,3,"VerbVerb","Both","Verb","Second",0,"y","n",3374
"741",5,"19;3","10-26-2006","12:13:54","male",49,"within",3000,5,0,1,"VerbVerb","First","Verb","First",1,"n","n",2281
"742",5,"19;3","10-26-2006","12:13:54","male",50,"within",3000,0,3,NA,"VisVis","First","Vis","First",1,"n","n",1631
"743",5,"19;3","10-26-2006","12:13:54","male",51,"within",3000,5,0,2,"VerbVerb","Both","Verb","First",0,"y","n",4053
"744",5,"19;3","10-26-2006","12:13:54","male",52,"single",4000,5,0,1,"Verb",NA,"Verb",NA,1,"y","y",2026
"745",5,"19;3","10-26-2006","12:13:54","male",53,"within",3000,5,0,5,"VerbVerb","Both","Verb","First",1,"n","n",2164
"746",5,"19;3","10-26-2006","12:13:54","male",54,"cross",3000,5,3,NA,"VerbVis","Second","Vis","Second",1,"n","n",1573
"747",5,"19;3","10-26-2006","12:13:54","male",55,"single",3000,0,3,NA,"Vis",NA,"Vis",NA,1,"y","y",1500
"748",5,"19;3","10-26-2006","12:13:54","male",56,"cross",3000,5,3,2,"VisVerb","Both","Verb","Second",0,"y","n",2525
"749",5,"19;3","10-26-2006","12:13:54","male",57,"cross",3000,5,3,2,"VisVerb","Second","Verb","Second",1,"n","n",1737
"750",5,"19;3","10-26-2006","12:13:54","male",58,"single",3000,5,0,4,"Verb",NA,"Verb",NA,1,"y","y",2991
"751",5,"19;3","10-26-2006","12:13:54","male",59,"single",6000,0,3,NA,"Vis",NA,"Vis",NA,1,"n","n",2825
"752",5,"19;3","10-26-2006","12:13:54","male",60,"cross",3000,5,3,2,"VisVerb","Both","Verb","Second",1,"n","n",2231
"753",5,"19;3","10-26-2006","12:13:54","male",61,"within",3000,0,3,NA,"VisVis","Both","Vis","Second",0,"n","y",3766
"754",5,"19;3","10-26-2006","12:13:54","male",62,"cross",3000,5,3,4,"VerbVis","Both","Verb","First",1,"n","n",2631
"755",5,"19;3","10-26-2006","12:13:54","male",63,"cross",3000,5,3,NA,"VisVerb","Both","Vis","First",0,"n","y",2281
"756",5,"19;3","10-26-2006","12:13:54","male",64,"within",3000,5,0,1,"VerbVerb","Both","Verb","Second",1,"y","y",1873
"757",5,"19;3","10-26-2006","12:13:54","male",65,"cross",3000,5,3,NA,"VisVerb","First","Vis","First",0,"n","y",1486
"758",5,"19;3","10-26-2006","12:13:54","male",66,"single",6000,0,3,NA,"Vis",NA,"Vis",NA,0,"y","n",2560
"759",5,"19;3","10-26-2006","12:13:54","male",67,"cross",3000,5,3,NA,"VerbVis","Second","Vis","Second",0,"n","y",1647
"760",5,"19;3","10-26-2006","12:13:54","male",68,"within",3000,5,0,4,"VerbVerb","Second","Verb","Second",1,"n","n",2814
"761",5,"19;3","10-26-2006","12:13:54","male",69,"within",3000,0,3,NA,"VisVis","First","Vis","First",1,"n","n",3377
"762",5,"19;3","10-26-2006","12:13:54","male",70,"cross",3000,5,3,2,"VerbVis","Both","Verb","First",0,"y","n",5933
"763",5,"19;3","10-26-2006","12:13:54","male",71,"within",3000,5,0,5,"VerbVerb","First","Verb","First",1,"y","y",3905
"764",5,"19;3","10-26-2006","12:13:54","male",72,"cross",3000,5,3,1,"VisVerb","Both","Verb","Second",1,"y","y",1866
"765",5,"19;3","10-26-2006","12:13:54","male",73,"within",3000,0,3,NA,"VisVis","Both","Vis","Second",0,"y","n",1741
"766",5,"19;3","10-26-2006","12:13:54","male",74,"within",3000,0,3,NA,"VisVis","Both","Vis","First",0,"y","n",1961
"767",5,"19;3","10-26-2006","12:13:54","male",75,"single",6000,5,0,3,"Verb",NA,"Verb",NA,1,"y","y",3039
"768",5,"19;3","10-26-2006","12:13:54","male",76,"within",3000,5,0,4,"VerbVerb","Second","Verb","Second",1,"y","y",2375
"769",5,"19;3","10-26-2006","12:13:54","male",77,"cross",3000,5,3,4,"VisVerb","Second","Verb","Second",0,"y","n",2457
"770",5,"19;3","10-26-2006","12:13:54","male",78,"single",3000,5,0,5,"Verb",NA,"Verb",NA,1,"n","n",2138
"771",5,"19;3","10-26-2006","12:13:54","male",79,"single",4000,0,3,NA,"Vis",NA,"Vis",NA,1,"n","n",1511
"772",5,"19;3","10-26-2006","12:13:54","male",80,"within",3000,5,0,3,"VerbVerb","Both","Verb","Second",1,"n","n",3235
"773",5,"19;3","10-26-2006","12:13:54","male",81,"within",3000,0,3,NA,"VisVis","Second","Vis","Second",0,"n","y",2101
"774",5,"19;3","10-26-2006","12:13:54","male",82,"single",4000,5,0,2,"Verb",NA,"Verb",NA,0,"y","n",3305
"775",5,"19;3","10-26-2006","12:13:54","male",83,"within",3000,0,3,NA,"VisVis","First","Vis","First",0,"y","n",2685
"776",5,"19;3","10-26-2006","12:13:54","male",84,"within",3000,5,0,4,"VerbVerb","Both","Verb","First",0,"n","y",1806
"777",5,"19;3","10-26-2006","12:13:54","male",85,"cross",3000,5,3,3,"VerbVis","First","Verb","First",1,"n","n",3662
"778",5,"19;3","10-26-2006","12:13:54","male",86,"cross",3000,5,3,NA,"VerbVis","Both","Vis","Second",1,"y","y",1471
"779",5,"19;3","10-26-2006","12:13:54","male",87,"cross",3000,5,3,NA,"VisVerb","First","Vis","First",1,"y","y",1384
"780",5,"19;3","10-26-2006","12:13:54","male",88,"cross",3000,5,3,NA,"VerbVis","Both","Vis","Second",0,"n","y",1512
"781",5,"19;3","10-26-2006","12:13:54","male",89,"single",3000,0,3,NA,"Vis",NA,"Vis",NA,0,"y","n",1372
"782",5,"19;3","10-26-2006","12:13:54","male",90,"single",6000,5,0,3,"Verb",NA,"Verb",NA,1,"n","n",6071
"783",5,"19;3","10-26-2006","12:13:54","male",91,"single",4000,0,3,NA,"Vis",NA,"Vis",NA,1,"y","y",1561
"784",5,"19;3","10-26-2006","12:13:54","male",92,"within",3000,5,0,1,"VerbVerb","First","Verb","First",1,"n","n",1604
"785",5,"19;3","10-26-2006","12:13:54","male",93,"cross",3000,5,3,4,"VerbVis","First","Verb","First",1,"y","y",2618
"786",5,"19;3","10-26-2006","12:13:54","male",94,"cross",3000,5,3,NA,"VisVerb","Both","Vis","First",0,"y","n",3203
"787",5,"19;3","10-26-2006","12:13:54","male",95,"within",3000,5,0,1,"VerbVerb","Both","Verb","First",1,"y","y",2555
"788",5,"19;3","10-26-2006","12:13:54","male",96,"within",3000,0,3,NA,"VisVis","Second","Vis","Second",1,"y","y",1224
"789",5,"19;3","10-26-2006","12:13:54","male",97,"within",3000,0,3,NA,"VisVis","Both","Vis","First",0,"n","y",1286
"790",5,"19;3","10-26-2006","12:13:54","male",98,"single",4000,5,0,4,"Verb",NA,"Verb",NA,1,"n","n",2896
"791",5,"19;3","10-26-2006","12:13:54","male",99,"cross",3000,5,3,NA,"VerbVis","Second","Vis","Second",1,"y","y",1293
"792",5,"19;3","10-26-2006","12:13:54","male",100,"single",3000,0,3,NA,"Vis",NA,"Vis",NA,0,"n","y",1307
"793",5,"19;3","10-26-2006","12:13:54","male",101,"within",3000,0,3,NA,"VisVis","First","Vis","First",1,"y","y",961
"794",5,"19;3","10-26-2006","12:13:54","male",102,"within",3000,0,3,NA,"VisVis","Both","Vis","Second",1,"y","y",1183
"795",5,"19;3","10-26-2006","12:13:54","male",103,"within",3000,0,3,NA,"VisVis","Both","Vis","Second",1,"n","n",1365
"796",5,"19;3","10-26-2006","12:13:54","male",104,"within",3000,5,0,5,"VerbVerb","Second","Verb","Second",1,"y","y",1368
"797",5,"19;3","10-26-2006","12:13:54","male",105,"cross",3000,5,3,5,"VisVerb","Both","Verb","Second",1,"y","y",1432
"798",5,"19;3","10-26-2006","12:13:54","male",106,"single",3000,5,0,2,"Verb",NA,"Verb",NA,1,"n","n",2036
"799",5,"19;3","10-26-2006","12:13:54","male",107,"cross",3000,5,3,3,"VisVerb","Both","Verb","Second",1,"n","n",3436
"800",5,"19;3","10-26-2006","12:13:54","male",108,"single",4000,0,3,NA,"Vis",NA,"Vis",NA,1,"n","n",1378
"801",5,"19;3","10-26-2006","12:13:54","male",109,"within",3000,5,0,4,"VerbVerb","Second","Verb","Second",1,"n","n",2675
"802",5,"19;3","10-26-2006","12:13:54","male",110,"within",3000,5,0,5,"VerbVerb","Both","Verb","Second",1,"n","n",4071
"803",5,"19;3","10-26-2006","12:13:54","male",111,"cross",3000,5,3,5,"VerbVis","First","Verb","First",0,"n","y",1409
"804",5,"19;3","10-26-2006","12:13:54","male",112,"cross",3000,5,3,NA,"VisVerb","First","Vis","First",0,"n","y",1061
"805",5,"19;3","10-26-2006","12:13:54","male",113,"cross",3000,5,3,NA,"VerbVis","Both","Vis","Second",1,"y","y",1305
"806",5,"19;3","10-26-2006","12:13:54","male",114,"within",3000,5,0,1,"VerbVerb","Both","Verb","First",1,"n","n",1995
"807",5,"19;3","10-26-2006","12:13:54","male",115,"cross",3000,5,3,1,"VisVerb","Second","Verb","Second",1,"n","n",7993
"808",5,"19;3","10-26-2006","12:13:54","male",116,"cross",3000,5,3,NA,"VisVerb","First","Vis","First",1,"y","y",2706
"809",5,"19;3","10-26-2006","12:13:54","male",117,"single",4000,5,0,1,"Verb",NA,"Verb",NA,1,"n","n",1580
"810",5,"19;3","10-26-2006","12:13:54","male",118,"within",3000,5,0,5,"VerbVerb","Both","Verb","Second",0,"y","n",3313
"811",5,"19;3","10-26-2006","12:13:54","male",119,"within",3000,0,3,NA,"VisVis","Both","Vis","First",0,"y","n",1228
"812",5,"19;3","10-26-2006","12:13:54","male",120,"within",3000,5,0,4,"VerbVerb","First","Verb","First",1,"n","n",4330
"813",5,"19;3","10-26-2006","12:13:54","male",121,"single",4000,0,3,NA,"Vis",NA,"Vis",NA,1,"y","y",1606
"814",5,"19;3","10-26-2006","12:13:54","male",122,"cross",3000,5,3,NA,"VerbVis","Second","Vis","Second",1,"n","n",1822
"815",5,"19;3","10-26-2006","12:13:54","male",123,"cross",3000,5,3,NA,"VerbVis","Both","Vis","Second",1,"n","n",1166
"816",5,"19;3","10-26-2006","12:13:54","male",124,"cross",3000,5,3,3,"VerbVis","Both","Verb","First",1,"n","n",2381
"817",5,"19;3","10-26-2006","12:13:54","male",125,"within",3000,0,3,NA,"VisVis","Second","Vis","Second",0,"y","n",1316
"818",5,"19;3","10-26-2006","12:13:54","male",126,"within",3000,0,3,NA,"VisVis","Both","Vis","First",0,"n","y",1087
"819",5,"19;3","10-26-2006","12:13:54","male",127,"single",6000,5,0,3,"Verb",NA,"Verb",NA,0,"y","n",4945
"820",5,"19;3","10-26-2006","12:13:54","male",128,"single",3000,0,3,NA,"Vis",NA,"Vis",NA,1,"n","n",1417
"821",5,"19;3","10-26-2006","12:13:54","male",129,"cross",3000,5,3,NA,"VisVerb","Both","Vis","First",1,"n","n",1707
"822",5,"19;3","10-26-2006","12:13:54","male",130,"single",4000,5,0,3,"Verb",NA,"Verb",NA,1,"y","y",3158
"823",5,"19;3","10-26-2006","12:13:54","male",131,"within",3000,5,0,4,"VerbVerb","First","Verb","First",0,"y","n",1612
"824",5,"19;3","10-26-2006","12:13:54","male",132,"within",3000,0,3,NA,"VisVis","First","Vis","First",1,"n","n",1672
"825",5,"19;3","10-26-2006","12:13:54","male",133,"cross",3000,5,3,NA,"VerbVis","Second","Vis","Second",1,"y","y",2040
"826",5,"19;3","10-26-2006","12:13:54","male",134,"cross",3000,5,3,2,"VisVerb","Second","Verb","Second",1,"y","y",3408
"827",5,"19;3","10-26-2006","12:13:54","male",135,"single",6000,5,0,3,"Verb",NA,"Verb",NA,1,"n","n",3135
"828",5,"19;3","10-26-2006","12:13:54","male",136,"cross",3000,5,3,NA,"VisVerb","Both","Vis","First",1,"y","y",3128
"829",5,"19;3","10-26-2006","12:13:54","male",137,"cross",3000,5,3,5,"VerbVis","Both","Verb","First",1,"y","y",1937
"830",5,"19;3","10-26-2006","12:13:54","male",138,"single",6000,0,3,NA,"Vis",NA,"Vis",NA,0,"n","y",1827
"831",5,"19;3","10-26-2006","12:13:54","male",139,"single",3000,0,3,NA,"Vis",NA,"Vis",NA,1,"y","y",2404
"832",5,"19;3","10-26-2006","12:13:54","male",140,"within",3000,5,0,5,"VerbVerb","Both","Verb","First",1,"y","y",4306
"833",5,"19;3","10-26-2006","12:13:54","male",141,"single",3000,5,0,5,"Verb",NA,"Verb",NA,1,"y","y",1796
"834",5,"19;3","10-26-2006","12:13:54","male",142,"cross",3000,5,3,3,"VerbVis","First","Verb","First",1,"y","y",2258
"835",5,"19;3","10-26-2006","12:13:54","male",143,"within",3000,0,3,NA,"VisVis","Second","Vis","Second",1,"n","n",3065
"836",5,"19;3","10-26-2006","12:13:54","male",144,"single",6000,0,3,NA,"Vis",NA,"Vis",NA,1,"y","y",4911
"837",5,"19;3","10-26-2006","12:13:54","male",145,"within",3000,5,0,3,"VerbVerb","Both","Verb","First",1,"y","y",3127
"838",5,"19;3","10-26-2006","12:13:54","male",146,"cross",3000,5,3,NA,"VisVerb","First","Vis","First",1,"n","n",3786
"839",5,"19;3","10-26-2006","12:13:54","male",147,"within",3000,5,0,4,"VerbVerb","Both","Verb","Second",1,"n","n",3009
"840",5,"19;3","10-26-2006","12:13:54","male",148,"within",3000,0,3,NA,"VisVis","First","Vis","First",1,"y","y",1739
"841",5,"19;3","10-26-2006","12:13:54","male",149,"cross",3000,5,3,NA,"VerbVis","Both","Vis","Second",1,"y","y",1725
"842",5,"19;3","10-26-2006","12:13:54","male",150,"within",3000,5,0,5,"VerbVerb","First","Verb","First",1,"y","y",1697
"843",5,"19;3","10-26-2006","12:13:54","male",151,"within",3000,5,0,3,"VerbVerb","Second","Verb","Second",1,"y","y",2062
"844",5,"19;3","10-26-2006","12:13:54","male",152,"within",3000,5,0,2,"VerbVerb","Both","Verb","Second",1,"y","y",2247
"845",5,"19;3","10-26-2006","12:13:54","male",153,"single",3000,5,0,1,"Verb",NA,"Verb",NA,1,"y","y",3226
"846",5,"19;3","10-26-2006","12:13:54","male",154,"cross",3000,5,3,NA,"VerbVis","Second","Vis","Second",0,"n","y",2018
"847",5,"19;3","10-26-2006","12:13:54","male",155,"cross",3000,5,3,NA,"VisVerb","First","Vis","First",1,"y","y",2663
"848",5,"19;3","10-26-2006","12:13:54","male",156,"cross",3000,5,3,4,"VerbVis","First","Verb","First",1,"n","n",2765
"849",5,"19;3","10-26-2006","12:13:54","male",157,"cross",3000,5,3,1,"VisVerb","Both","Verb","Second",1,"y","y",2939
"850",5,"19;3","10-26-2006","12:13:54","male",158,"within",3000,0,3,NA,"VisVis","Second","Vis","Second",0,"n","y",1435
"851",5,"19;3","10-26-2006","12:13:54","male",159,"cross",3000,5,3,2,"VerbVis","Both","Verb","First",0,"y","n",2757
"852",5,"19;3","10-26-2006","12:13:54","male",160,"single",3000,5,0,1,"Verb",NA,"Verb",NA,1,"n","n",1680
"853",5,"19;3","10-26-2006","12:13:54","male",161,"cross",3000,5,3,3,"VerbVis","First","Verb","First",1,"y","y",4284
"854",5,"19;3","10-26-2006","12:13:54","male",162,"cross",3000,5,3,3,"VisVerb","Both","Verb","Second",0,"n","y",3240
"855",5,"19;3","10-26-2006","12:13:54","male",163,"cross",3000,5,3,2,"VisVerb","Second","Verb","Second",1,"y","y",2442
"856",5,"19;3","10-26-2006","12:13:54","male",164,"single",3000,0,3,NA,"Vis",NA,"Vis",NA,0,"n","y",1521
"857",5,"19;3","10-26-2006","12:13:54","male",165,"single",4000,5,0,3,"Verb",NA,"Verb",NA,1,"y","y",2168
"858",5,"19;3","10-26-2006","12:13:54","male",166,"cross",3000,5,3,NA,"VisVerb","Both","Vis","First",1,"y","y",1671
"859",5,"19;3","10-26-2006","12:13:54","male",167,"within",3000,0,3,NA,"VisVis","Both","Vis","Second",0,"n","y",1625
"860",5,"19;3","10-26-2006","12:13:54","male",168,"within",3000,0,3,NA,"VisVis","Second","Vis","Second",1,"y","y",2345
"861",5,"19;3","10-26-2006","12:13:54","male",169,"cross",3000,5,3,NA,"VerbVis","Both","Vis","Second",1,"n","n",861
"862",5,"19;3","10-26-2006","12:13:54","male",170,"within",3000,0,3,NA,"VisVis","Both","Vis","First",0,"n","y",1956
"863",5,"19;3","10-26-2006","12:13:54","male",171,"within",3000,0,3,NA,"VisVis","First","Vis","First",0,"n","y",2922
"864",5,"19;3","10-26-2006","12:13:54","male",172,"single",6000,5,0,1,"Verb",NA,"Verb",NA,1,"y","y",3435
"865",5,"19;3","10-26-2006","12:13:54","male",173,"within",3000,0,3,NA,"VisVis","Both","Vis","Second",1,"y","y",1752
"866",5,"19;3","10-26-2006","12:13:54","male",174,"single",6000,5,0,3,"Verb",NA,"Verb",NA,1,"n","n",4990
"867",5,"19;3","10-26-2006","12:13:54","male",175,"single",4000,0,3,NA,"Vis",NA,"Vis",NA,1,"n","n",1696
"868",5,"19;3","10-26-2006","12:13:54","male",176,"single",6000,0,3,NA,"Vis",NA,"Vis",NA,1,"n","n",1393
"869",5,"19;3","10-26-2006","12:13:54","male",177,"cross",3000,5,3,NA,"VerbVis","Second","Vis","Second",1,"y","y",2789
