"","Subject","Age","SessionDate","SessionTime","Sex","Trial","Domain","ISIDur","ListLength","SetSize","VerbProbePos","presented","cue","probeDomain","probeOrder","response.ACC","response.CRESP","response.RESP","response.RT"
"1",1,"18;11","10-24-2006","10:55:22","female",13,"within",3000,0,3,NA,"VisVis","Second","Vis","Second",1,"y","y",1302
"2",1,"18;11","10-24-2006","10:55:22","female",14,"cross",3000,5,3,3,"VisVerb","Second","Verb","Second",1,"n","n",1752
"3",1,"18;11","10-24-2006","10:55:22","female",15,"single",6000,5,0,1,"Verb",NA,"Verb",NA,1,"y","y",1634
"4",1,"18;11","10-24-2006","10:55:22","female",16,"cross",3000,5,3,NA,"VerbVis","Both","Vis","Second",1,"y","y",1690
"5",1,"18;11","10-24-2006","10:55:22","female",17,"cross",3000,5,3,2,"VisVerb","Second","Verb","Second",1,"y","y",1547
"6",1,"18;11","10-24-2006","10:55:22","female",18,"single",6000,5,0,4,"Verb",NA,"Verb",NA,1,"n","n",2171
"7",1,"18;11","10-24-2006","10:55:22","female",19,"cross",3000,5,3,1,"VerbVis","Both","Verb","First",0,"n","y",2259
"8",1,"18;11","10-24-2006","10:55:22","female",20,"within",3000,0,3,NA,"VisVis","Both","Vis","Second",0,"y","n",2205
"9",1,"18;11","10-24-2006","10:55:22","female",21,"cross",3000,5,3,NA,"VisVerb","Both","Vis","First",1,"n","n",3079
"10",1,"18;11","10-24-2006","10:55:22","female",22,"cross",3000,5,3,NA,"VisVerb","First","Vis","First",1,"y","y",3087
"11",1,"18;11","10-24-2006","10:55:22","female",23,"within",3000,0,3,NA,"VisVis","Both","Vis","First",0,"n","y",2851
"12",1,"18;11","10-24-2006","10:55:22","female",24,"cross",3000,5,3,2,"VerbVis","First","Verb","First",1,"y","y",1716
"13",1,"18;11","10-24-2006","10:55:22","female",25,"single",3000,0,3,NA,"Vis",NA,"Vis",NA,1,"y","y",1837
"14",1,"18;11","10-24-2006","10:55:22","female",26,"single",6000,0,3,NA,"Vis",NA,"Vis",NA,0,"n","y",2771
"15",1,"18;11","10-24-2006","10:55:22","female",27,"within",3000,5,0,2,"VerbVerb","Both","Verb","Second",1,"y","y",2212
"16",1,"18;11","10-24-2006","10:55:22","female",28,"within",3000,5,0,3,"VerbVerb","Both","Verb","First",1,"n","n",2945
"17",1,"18;11","10-24-2006","10:55:22","female",29,"single",3000,5,0,2,"Verb",NA,"Verb",NA,1,"n","n",1789
"18",1,"18;11","10-24-2006","10:55:22","female",30,"cross",3000,5,3,3,"VisVerb","Both","Verb","Second",1,"n","n",1816
"19",1,"18;11","10-24-2006","10:55:22","female",31,"cross",3000,5,3,1,"VisVerb","Both","Verb","Second",1,"y","y",1626
"20",1,"18;11","10-24-2006","10:55:22","female",32,"cross",3000,5,3,3,"VerbVis","First","Verb","First",1,"n","n",1959
"21",1,"18;11","10-24-2006","10:55:22","female",33,"cross",3000,5,3,NA,"VerbVis","Second","Vis","Second",0,"n","y",2619
"22",1,"18;11","10-24-2006","10:55:22","female",34,"single",4000,5,0,4,"Verb",NA,"Verb",NA,1,"n","n",2435
"23",1,"18;11","10-24-2006","10:55:22","female",35,"within",3000,5,0,4,"VerbVerb","Second","Verb","Second",1,"y","y",2381
"24",1,"18;11","10-24-2006","10:55:22","female",36,"within",3000,5,0,4,"VerbVerb","Both","Verb","First",0,"y","n",3337
"25",1,"18;11","10-24-2006","10:55:22","female",37,"within",3000,0,3,NA,"VisVis","Both","Vis","First",1,"y","y",2504
"26",1,"18;11","10-24-2006","10:55:22","female",38,"cross",3000,5,3,2,"VerbVis","Both","Verb","First",1,"y","y",1987
"27",1,"18;11","10-24-2006","10:55:22","female",39,"within",3000,5,0,2,"VerbVerb","Both","Verb","Second",1,"n","n",1971
"28",1,"18;11","10-24-2006","10:55:22","female",40,"cross",3000,5,3,NA,"VerbVis","Both","Vis","Second",0,"n","y",2973
"29",1,"18;11","10-24-2006","10:55:22","female",41,"within",3000,5,0,1,"VerbVerb","First","Verb","First",1,"y","y",1838
"30",1,"18;11","10-24-2006","10:55:22","female",42,"single",4000,5,0,4,"Verb",NA,"Verb",NA,0,"y","n",2693
"31",1,"18;11","10-24-2006","10:55:22","female",43,"single",4000,0,3,NA,"Vis",NA,"Vis",NA,1,"y","y",2809
"32",1,"18;11","10-24-2006","10:55:22","female",44,"single",4000,0,3,NA,"Vis",NA,"Vis",NA,1,"n","n",3231
"33",1,"18;11","10-24-2006","10:55:22","female",45,"within",3000,0,3,NA,"VisVis","First","Vis","First",1,"n","n",2002
"34",1,"18;11","10-24-2006","10:55:22","female",46,"within",3000,0,3,NA,"VisVis","Second","Vis","Second",1,"n","n",1877
"35",1,"18;11","10-24-2006","10:55:22","female",47,"single",6000,0,3,NA,"Vis",NA,"Vis",NA,1,"y","y",1505
"36",1,"18;11","10-24-2006","10:55:22","female",48,"single",3000,5,0,3,"Verb",NA,"Verb",NA,1,"y","y",1907
"37",1,"18;11","10-24-2006","10:55:22","female",49,"cross",3000,5,3,NA,"VisVerb","Both","Vis","First",1,"y","y",2075
"38",1,"18;11","10-24-2006","10:55:22","female",50,"within",3000,0,3,NA,"VisVis","First","Vis","First",1,"y","y",1568
"39",1,"18;11","10-24-2006","10:55:22","female",51,"cross",3000,5,3,NA,"VisVerb","First","Vis","First",0,"n","y",2076
"40",1,"18;11","10-24-2006","10:55:22","female",52,"cross",3000,5,3,NA,"VerbVis","Second","Vis","Second",1,"y","y",1802
"41",1,"18;11","10-24-2006","10:55:22","female",53,"within",3000,0,3,NA,"VisVis","Both","Vis","Second",0,"n","y",3335
"42",1,"18;11","10-24-2006","10:55:22","female",54,"single",3000,0,3,NA,"Vis",NA,"Vis",NA,0,"n","y",1477
"43",1,"18;11","10-24-2006","10:55:22","female",55,"within",3000,5,0,4,"VerbVerb","First","Verb","First",1,"n","n",2287
"44",1,"18;11","10-24-2006","10:55:22","female",56,"within",3000,5,0,5,"VerbVerb","Second","Verb","Second",1,"n","n",1908
"45",1,"18;11","10-24-2006","10:55:22","female",57,"within",3000,0,3,NA,"VisVis","First","Vis","First",0,"n","y",2289
"46",1,"18;11","10-24-2006","10:55:22","female",58,"cross",3000,5,3,NA,"VerbVis","Both","Vis","Second",0,"n","y",3117
"47",1,"18;11","10-24-2006","10:55:22","female",59,"within",3000,0,3,NA,"VisVis","Second","Vis","Second",1,"y","y",6522
"48",1,"18;11","10-24-2006","10:55:22","female",60,"cross",3000,5,3,5,"VisVerb","Second","Verb","Second",1,"n","n",1800
"49",1,"18;11","10-24-2006","10:55:22","female",61,"within",3000,5,0,2,"VerbVerb","First","Verb","First",1,"n","n",1616
"50",1,"18;11","10-24-2006","10:55:22","female",62,"within",3000,5,0,5,"VerbVerb","Both","Verb","Second",1,"y","y",2433
"51",1,"18;11","10-24-2006","10:55:22","female",63,"cross",3000,5,3,NA,"VisVerb","First","Vis","First",1,"y","y",2167
"52",1,"18;11","10-24-2006","10:55:22","female",64,"single",3000,5,0,4,"Verb",NA,"Verb",NA,1,"n","n",1986
"53",1,"18;11","10-24-2006","10:55:22","female",65,"single",4000,5,0,3,"Verb",NA,"Verb",NA,0,"n","y",2084
"54",1,"18;11","10-24-2006","10:55:22","female",66,"within",3000,0,3,NA,"VisVis","Second","Vis","Second",1,"n","n",2262
"55",1,"18;11","10-24-2006","10:55:22","female",67,"within",3000,5,0,1,"VerbVerb","Both","Verb","First",1,"n","n",2402
"56",1,"18;11","10-24-2006","10:55:22","female",68,"cross",3000,5,3,3,"VerbVis","First","Verb","First",0,"y","n",2182
"57",1,"18;11","10-24-2006","10:55:22","female",69,"single",6000,0,3,NA,"Vis",NA,"Vis",NA,1,"y","y",2519
"58",1,"18;11","10-24-2006","10:55:22","female",70,"single",4000,0,3,NA,"Vis",NA,"Vis",NA,1,"y","y",2086
"59",1,"18;11","10-24-2006","10:55:22","female",71,"within",3000,5,0,5,"VerbVerb","Second","Verb","Second",1,"y","y",2194
"60",1,"18;11","10-24-2006","10:55:22","female",72,"single",6000,5,0,1,"Verb",NA,"Verb",NA,1,"y","y",2489
"61",1,"18;11","10-24-2006","10:55:22","female",73,"single",6000,0,3,NA,"Vis",NA,"Vis",NA,1,"n","n",1955
"62",1,"18;11","10-24-2006","10:55:22","female",74,"cross",3000,5,3,1,"VisVerb","Second","Verb","Second",1,"y","y",1640
"63",1,"18;11","10-24-2006","10:55:22","female",75,"single",4000,0,3,NA,"Vis",NA,"Vis",NA,1,"n","n",2045
"64",1,"18;11","10-24-2006","10:55:22","female",76,"single",6000,5,0,1,"Verb",NA,"Verb",NA,1,"n","n",2133
"65",1,"18;11","10-24-2006","10:55:22","female",77,"within",3000,0,3,NA,"VisVis","First","Vis","First",1,"y","y",1464
"66",1,"18;11","10-24-2006","10:55:22","female",78,"single",3000,0,3,NA,"Vis",NA,"Vis",NA,1,"y","y",4785
"67",1,"18;11","10-24-2006","10:55:22","female",79,"within",3000,0,3,NA,"VisVis","Both","Vis","First",0,"y","n",5554
"68",1,"18;11","10-24-2006","10:55:22","female",80,"within",3000,5,0,1,"VerbVerb","Both","Verb","First",1,"y","y",1639
"69",1,"18;11","10-24-2006","10:55:22","female",81,"cross",3000,5,3,NA,"VerbVis","Both","Vis","Second",1,"y","y",1455
"70",1,"18;11","10-24-2006","10:55:22","female",82,"single",4000,5,0,4,"Verb",NA,"Verb",NA,0,"y","n",3748
"71",1,"18;11","10-24-2006","10:55:22","female",83,"within",3000,5,0,5,"VerbVerb","First","Verb","First",1,"y","y",2662
"72",1,"18;11","10-24-2006","10:55:22","female",84,"cross",3000,5,3,3,"VerbVis","Both","Verb","First",0,"y","n",2396
"73",1,"18;11","10-24-2006","10:55:22","female",85,"single",3000,0,3,NA,"Vis",NA,"Vis",NA,1,"n","n",5080
"74",1,"18;11","10-24-2006","10:55:22","female",86,"cross",3000,5,3,2,"VerbVis","First","Verb","First",1,"n","n",2187
"75",1,"18;11","10-24-2006","10:55:22","female",87,"single",3000,5,0,1,"Verb",NA,"Verb",NA,1,"y","y",1708
"76",1,"18;11","10-24-2006","10:55:22","female",88,"within",3000,0,3,NA,"VisVis","Both","Vis","First",1,"n","n",2105
"77",1,"18;11","10-24-2006","10:55:22","female",89,"within",3000,0,3,NA,"VisVis","Both","Vis","Second",1,"n","n",2848
"78",1,"18;11","10-24-2006","10:55:22","female",90,"within",3000,5,0,5,"VerbVerb","Second","Verb","Second",1,"n","n",2278
"79",1,"18;11","10-24-2006","10:55:22","female",91,"cross",3000,5,3,2,"VisVerb","Both","Verb","Second",0,"n","y",5381
"80",1,"18;11","10-24-2006","10:55:22","female",92,"cross",3000,5,3,NA,"VerbVis","Second","Vis","Second",0,"y","n",3402
"81",1,"18;11","10-24-2006","10:55:22","female",93,"cross",3000,5,3,NA,"VisVerb","Both","Vis","First",1,"y","y",1462
"82",1,"18;11","10-24-2006","10:55:22","female",94,"cross",3000,5,3,NA,"VisVerb","First","Vis","First",0,"n","y",1486
"83",1,"18;11","10-24-2006","10:55:22","female",95,"cross",3000,5,3,2,"VerbVis","Both","Verb","First",1,"n","n",1824
"84",1,"18;11","10-24-2006","10:55:22","female",96,"cross",3000,5,3,NA,"VerbVis","Second","Vis","Second",0,"n","y",1831
"85",1,"18;11","10-24-2006","10:55:22","female",97,"cross",3000,5,3,4,"VisVerb","Both","Verb","Second",1,"y","y",3966
"86",1,"18;11","10-24-2006","10:55:22","female",98,"cross",3000,5,3,NA,"VisVerb","Both","Vis","First",0,"n","y",4491
"87",1,"18;11","10-24-2006","10:55:22","female",99,"within",3000,0,3,NA,"VisVis","Both","Vis","Second",0,"y","n",1569
"88",1,"18;11","10-24-2006","10:55:22","female",100,"within",3000,5,0,4,"VerbVerb","Both","Verb","Second",1,"n","n",3591
"89",1,"18;11","10-24-2006","10:55:22","female",101,"single",4000,0,3,NA,"Vis",NA,"Vis",NA,0,"n","y",4611
"90",1,"18;11","10-24-2006","10:55:22","female",102,"cross",3000,5,3,NA,"VisVerb","Both","Vis","First",1,"n","n",1588
"91",1,"18;11","10-24-2006","10:55:22","female",103,"single",3000,5,0,3,"Verb",NA,"Verb",NA,1,"n","n",1650
"92",1,"18;11","10-24-2006","10:55:22","female",104,"within",3000,0,3,NA,"VisVis","Both","Vis","First",1,"n","n",2414
"93",1,"18;11","10-24-2006","10:55:22","female",105,"cross",3000,5,3,3,"VisVerb","Both","Verb","Second",1,"y","y",2524
"94",1,"18;11","10-24-2006","10:55:22","female",106,"cross",3000,5,3,5,"VisVerb","Both","Verb","Second",1,"n","n",1720
"95",1,"18;11","10-24-2006","10:55:22","female",107,"single",3000,5,0,1,"Verb",NA,"Verb",NA,1,"y","y",1933
"96",1,"18;11","10-24-2006","10:55:22","female",108,"within",3000,5,0,2,"VerbVerb","Both","Verb","First",1,"y","y",3110
"97",1,"18;11","10-24-2006","10:55:22","female",109,"single",6000,5,0,2,"Verb",NA,"Verb",NA,1,"n","n",2614
"98",1,"18;11","10-24-2006","10:55:22","female",110,"single",6000,0,3,NA,"Vis",NA,"Vis",NA,0,"y","n",1798
"99",1,"18;11","10-24-2006","10:55:22","female",111,"within",3000,0,3,NA,"VisVis","First","Vis","First",0,"y","n",2058
"100",1,"18;11","10-24-2006","10:55:22","female",112,"cross",3000,5,3,4,"VerbVis","First","Verb","First",1,"n","n",1874
"101",1,"18;11","10-24-2006","10:55:22","female",113,"cross",3000,5,3,5,"VerbVis","First","Verb","First",1,"y","y",1953
"102",1,"18;11","10-24-2006","10:55:22","female",114,"single",4000,5,0,5,"Verb",NA,"Verb",NA,1,"y","y",2013
"103",1,"18;11","10-24-2006","10:55:22","female",115,"within",3000,5,0,3,"VerbVerb","Both","Verb","Second",0,"y","n",4032
"104",1,"18;11","10-24-2006","10:55:22","female",116,"within",3000,5,0,5,"VerbVerb","Second","Verb","Second",1,"y","y",2134
"105",1,"18;11","10-24-2006","10:55:22","female",117,"cross",3000,5,3,NA,"VerbVis","Second","Vis","Second",1,"y","y",6352
"106",1,"18;11","10-24-2006","10:55:22","female",118,"cross",3000,5,3,NA,"VerbVis","Both","Vis","Second",0,"n","y",2521
"107",1,"18;11","10-24-2006","10:55:22","female",119,"single",6000,5,0,1,"Verb",NA,"Verb",NA,1,"y","y",1861
"108",1,"18;11","10-24-2006","10:55:22","female",120,"within",3000,0,3,NA,"VisVis","Both","Vis","Second",0,"y","n",2236
"109",1,"18;11","10-24-2006","10:55:22","female",121,"cross",3000,5,3,NA,"VerbVis","Second","Vis","Second",1,"n","n",1847
"110",1,"18;11","10-24-2006","10:55:22","female",122,"within",3000,0,3,NA,"VisVis","First","Vis","First",1,"n","n",5585
"111",1,"18;11","10-24-2006","10:55:22","female",123,"single",3000,0,3,NA,"Vis",NA,"Vis",NA,1,"y","y",1844
"112",1,"18;11","10-24-2006","10:55:22","female",124,"within",3000,0,3,NA,"VisVis","Second","Vis","Second",0,"n","y",3076
"113",1,"18;11","10-24-2006","10:55:22","female",125,"cross",3000,5,3,NA,"VerbVis","Both","Vis","Second",1,"y","y",2238
"114",1,"18;11","10-24-2006","10:55:22","female",126,"cross",3000,5,3,NA,"VisVerb","First","Vis","First",1,"y","y",2507
"115",1,"18;11","10-24-2006","10:55:22","female",127,"single",4000,5,0,3,"Verb",NA,"Verb",NA,1,"n","n",2135
"116",1,"18;11","10-24-2006","10:55:22","female",128,"single",6000,0,3,NA,"Vis",NA,"Vis",NA,1,"n","n",4636
"117",1,"18;11","10-24-2006","10:55:22","female",129,"within",3000,5,0,2,"VerbVerb","First","Verb","First",0,"y","n",2407
"118",1,"18;11","10-24-2006","10:55:22","female",130,"cross",3000,5,3,NA,"VisVerb","Both","Vis","First",1,"y","y",1626
"119",1,"18;11","10-24-2006","10:55:22","female",131,"single",3000,0,3,NA,"Vis",NA,"Vis",NA,1,"n","n",1924
"120",1,"18;11","10-24-2006","10:55:22","female",132,"within",3000,0,3,NA,"VisVis","Both","Vis","Second",0,"n","y",2303
"121",1,"18;11","10-24-2006","10:55:22","female",133,"cross",3000,5,3,NA,"VisVerb","First","Vis","First",1,"n","n",2230
"122",1,"18;11","10-24-2006","10:55:22","female",134,"within",3000,5,0,4,"VerbVerb","Both","Verb","Second",1,"n","n",1715
"123",1,"18;11","10-24-2006","10:55:22","female",135,"within",3000,0,3,NA,"VisVis","Second","Vis","Second",0,"y","n",2206
"124",1,"18;11","10-24-2006","10:55:22","female",136,"within",3000,5,0,1,"VerbVerb","First","Verb","First",0,"n","y",1552
"125",1,"18;11","10-24-2006","10:55:22","female",137,"within",3000,5,0,1,"VerbVerb","Both","Verb","First",0,"n","y",2151
"126",1,"18;11","10-24-2006","10:55:22","female",138,"cross",3000,5,3,4,"VerbVis","Both","Verb","First",1,"n","n",1937
"127",1,"18;11","10-24-2006","10:55:22","female",139,"cross",3000,5,3,3,"VerbVis","Both","Verb","First",1,"y","y",2803
"128",1,"18;11","10-24-2006","10:55:22","female",140,"cross",3000,5,3,4,"VisVerb","Second","Verb","Second",1,"n","n",1578
"129",1,"18;11","10-24-2006","10:55:22","female",141,"within",3000,0,3,NA,"VisVis","Both","Vis","First",0,"y","n",1892
"130",1,"18;11","10-24-2006","10:55:22","female",142,"within",3000,5,0,5,"VerbVerb","Second","Verb","Second",1,"n","n",1900
"131",1,"18;11","10-24-2006","10:55:22","female",143,"cross",3000,5,3,4,"VisVerb","Second","Verb","Second",0,"y","n",2978
"132",1,"18;11","10-24-2006","10:55:22","female",144,"single",4000,0,3,NA,"Vis",NA,"Vis",NA,1,"y","y",1781
"133",1,"18;11","10-24-2006","10:55:22","female",145,"within",3000,0,3,NA,"VisVis","Both","Vis","First",1,"n","n",2567
"134",1,"18;11","10-24-2006","10:55:22","female",146,"single",4000,0,3,NA,"Vis",NA,"Vis",NA,0,"n","y",3328
"135",1,"18;11","10-24-2006","10:55:22","female",147,"cross",3000,5,3,5,"VisVerb","Both","Verb","Second",1,"y","y",1454
"136",1,"18;11","10-24-2006","10:55:22","female",148,"within",3000,5,0,4,"VerbVerb","Both","Verb","Second",1,"n","n",2273
"137",1,"18;11","10-24-2006","10:55:22","female",149,"cross",3000,5,3,1,"VerbVis","First","Verb","First",1,"y","y",1624
"138",1,"18;11","10-24-2006","10:55:22","female",150,"single",3000,5,0,1,"Verb",NA,"Verb",NA,1,"y","y",1548
"139",1,"18;11","10-24-2006","10:55:22","female",151,"cross",3000,5,3,NA,"VerbVis","Second","Vis","Second",1,"n","n",1395
"140",1,"18;11","10-24-2006","10:55:22","female",152,"single",6000,5,0,4,"Verb",NA,"Verb",NA,1,"y","y",2204
"141",1,"18;11","10-24-2006","10:55:22","female",153,"single",3000,0,3,NA,"Vis",NA,"Vis",NA,1,"y","y",1625
"142",1,"18;11","10-24-2006","10:55:22","female",154,"within",3000,0,3,NA,"VisVis","First","Vis","First",1,"n","n",1427
"143",1,"18;11","10-24-2006","10:55:22","female",155,"single",6000,0,3,NA,"Vis",NA,"Vis",NA,1,"n","n",2082
"144",1,"18;11","10-24-2006","10:55:22","female",156,"single",6000,5,0,5,"Verb",NA,"Verb",NA,1,"n","n",2110
"145",1,"18;11","10-24-2006","10:55:22","female",157,"cross",3000,5,3,3,"VisVerb","Second","Verb","Second",1,"y","y",2084
"146",1,"18;11","10-24-2006","10:55:22","female",158,"within",3000,0,3,NA,"VisVis","Second","Vis","Second",1,"y","y",2215
"147",1,"18;11","10-24-2006","10:55:22","female",159,"cross",3000,5,3,5,"VisVerb","Both","Verb","Second",1,"n","n",2010
"148",1,"18;11","10-24-2006","10:55:22","female",160,"within",3000,5,0,5,"VerbVerb","Both","Verb","First",1,"y","y",2849
"149",1,"18;11","10-24-2006","10:55:22","female",161,"single",4000,5,0,2,"Verb",NA,"Verb",NA,0,"n","y",4686
"150",1,"18;11","10-24-2006","10:55:22","female",162,"within",3000,0,3,NA,"VisVis","Both","Vis","First",1,"y","y",2378
"151",1,"18;11","10-24-2006","10:55:22","female",163,"cross",3000,5,3,5,"VerbVis","First","Verb","First",1,"n","n",1767
"152",1,"18;11","10-24-2006","10:55:22","female",164,"within",3000,5,0,4,"VerbVerb","Both","Verb","Second",1,"y","y",2061
"153",1,"18;11","10-24-2006","10:55:22","female",165,"cross",3000,5,3,NA,"VisVerb","First","Vis","First",1,"y","y",1849
"154",1,"18;11","10-24-2006","10:55:22","female",166,"within",3000,5,0,5,"VerbVerb","Second","Verb","Second",1,"n","n",1827
"155",1,"18;11","10-24-2006","10:55:22","female",167,"cross",3000,5,3,NA,"VerbVis","Second","Vis","Second",1,"y","y",1915
"156",1,"18;11","10-24-2006","10:55:22","female",168,"cross",3000,5,3,3,"VisVerb","Second","Verb","Second",1,"n","n",11663
"157",1,"18;11","10-24-2006","10:55:22","female",169,"within",3000,0,3,NA,"VisVis","First","Vis","First",0,"y","n",1695
"158",1,"18;11","10-24-2006","10:55:22","female",170,"within",3000,0,3,NA,"VisVis","Both","Vis","Second",0,"y","n",1338
"159",1,"18;11","10-24-2006","10:55:22","female",171,"cross",3000,5,3,NA,"VerbVis","Both","Vis","Second",1,"y","y",2059
"160",1,"18;11","10-24-2006","10:55:22","female",172,"cross",3000,5,3,NA,"VerbVis","Both","Vis","Second",1,"n","n",3579
"161",1,"18;11","10-24-2006","10:55:22","female",173,"within",3000,5,0,3,"VerbVerb","First","Verb","First",1,"n","n",2064
"162",1,"18;11","10-24-2006","10:55:22","female",174,"cross",3000,5,3,NA,"VisVerb","Both","Vis","First",1,"n","n",1988
"163",1,"18;11","10-24-2006","10:55:22","female",175,"single",6000,0,3,NA,"Vis",NA,"Vis",NA,0,"y","n",3085
"164",1,"18;11","10-24-2006","10:55:22","female",176,"within",3000,0,3,NA,"VisVis","Both","Vis","Second",0,"n","y",1284
"165",1,"18;11","10-24-2006","10:55:22","female",177,"cross",3000,5,3,4,"VerbVis","Both","Verb","First",1,"n","n",2434
"166",1,"18;11","10-24-2006","10:55:22","female",178,"within",3000,5,0,1,"VerbVerb","First","Verb","First",0,"y","n",2612
"167",1,"18;11","10-24-2006","10:55:22","female",179,"cross",3000,5,3,2,"VerbVis","Both","Verb","First",1,"y","y",1618
"168",1,"18;11","10-24-2006","10:55:22","female",180,"cross",3000,5,3,NA,"VisVerb","First","Vis","First",0,"n","y",3407
"169",1,"18;11","10-24-2006","10:55:22","female",181,"within",3000,5,0,2,"VerbVerb","Second","Verb","Second",1,"y","y",1357
"170",1,"18;11","10-24-2006","10:55:22","female",182,"within",3000,5,0,2,"VerbVerb","Both","Verb","First",1,"n","n",2106
"171",1,"18;11","10-24-2006","10:55:22","female",183,"within",3000,0,3,NA,"VisVis","Second","Vis","Second",1,"n","n",2023
"172",1,"18;11","10-24-2006","10:55:22","female",184,"single",3000,0,3,NA,"Vis",NA,"Vis",NA,1,"n","n",1481
"173",1,"18;11","10-24-2006","10:55:22","female",185,"single",4000,5,0,3,"Verb",NA,"Verb",NA,1,"y","y",2721
"174",1,"18;11","10-24-2006","10:55:22","female",186,"cross",3000,5,3,NA,"VisVerb","Both","Vis","First",0,"y","n",5970
"175",1,"18;11","10-24-2006","10:55:22","female",187,"single",4000,0,3,NA,"Vis",NA,"Vis",NA,1,"y","y",2314
"176",1,"18;11","10-24-2006","10:55:22","female",188,"single",3000,5,0,5,"Verb",NA,"Verb",NA,1,"n","n",1923
"177",2,"21;5","10-25-2006","12:54:40","male",13,"single",4000,0,3,NA,"Vis",NA,"Vis",NA,1,"n","n",1565
"178",2,"21;5","10-25-2006","12:54:40","male",14,"within",3000,0,3,NA,"VisVis","Both","Vis","Second",1,"y","y",776
"179",2,"21;5","10-25-2006","12:54:40","male",15,"single",6000,0,3,NA,"Vis",NA,"Vis",NA,0,"n","y",1347
"180",2,"21;5","10-25-2006","12:54:40","male",16,"cross",3000,5,3,4,"VerbVis","Both","Verb","First",1,"n","n",1572
"181",2,"21;5","10-25-2006","12:54:40","male",17,"within",3000,0,3,NA,"VisVis","First","Vis","First",1,"y","y",1432
"182",2,"21;5","10-25-2006","12:54:40","male",18,"within",3000,5,0,4,"VerbVerb","Both","Verb","Second",1,"n","n",1119
"183",2,"21;5","10-25-2006","12:54:40","male",19,"within",3000,5,0,1,"VerbVerb","First","Verb","First",0,"n","y",1025
"184",2,"21;5","10-25-2006","12:54:40","male",20,"single",6000,0,3,NA,"Vis",NA,"Vis",NA,1,"y","y",1047
"185",2,"21;5","10-25-2006","12:54:40","male",21,"cross",3000,5,3,NA,"VerbVis","Second","Vis","Second",1,"n","n",1075
"186",2,"21;5","10-25-2006","12:54:40","male",22,"within",3000,5,0,5,"VerbVerb","Second","Verb","Second",1,"y","y",1076
"187",2,"21;5","10-25-2006","12:54:40","male",23,"single",3000,0,3,NA,"Vis",NA,"Vis",NA,1,"n","n",999
"188",2,"21;5","10-25-2006","12:54:40","male",24,"within",3000,5,0,1,"VerbVerb","Both","Verb","First",1,"y","y",836
"189",2,"21;5","10-25-2006","12:54:40","male",25,"cross",3000,5,3,NA,"VisVerb","Both","Vis","First",1,"y","y",1012
"190",2,"21;5","10-25-2006","12:54:40","male",26,"single",6000,5,0,5,"Verb",NA,"Verb",NA,1,"n","n",1213
"191",2,"21;5","10-25-2006","12:54:40","male",27,"cross",3000,5,3,5,"VerbVis","First","Verb","First",1,"n","n",1238
"192",2,"21;5","10-25-2006","12:54:40","male",28,"cross",3000,5,3,NA,"VerbVis","Both","Vis","Second",1,"y","y",1299
"193",2,"21;5","10-25-2006","12:54:40","male",29,"cross",3000,5,3,5,"VisVerb","Both","Verb","Second",1,"y","y",1283
"194",2,"21;5","10-25-2006","12:54:40","male",30,"within",3000,0,3,NA,"VisVis","First","Vis","First",0,"n","y",1144
"195",2,"21;5","10-25-2006","12:54:40","male",31,"cross",3000,5,3,2,"VisVerb","Second","Verb","Second",1,"y","y",936
"196",2,"21;5","10-25-2006","12:54:40","male",32,"single",4000,5,0,4,"Verb",NA,"Verb",NA,0,"y","n",1117
"197",2,"21;5","10-25-2006","12:54:40","male",33,"within",3000,0,3,NA,"VisVis","Both","Vis","Second",0,"n","y",904
"198",2,"21;5","10-25-2006","12:54:40","male",34,"cross",3000,5,3,NA,"VerbVis","Both","Vis","Second",1,"n","n",1312
"199",2,"21;5","10-25-2006","12:54:40","male",35,"within",3000,5,0,3,"VerbVerb","Both","Verb","Second",1,"y","y",1275
"200",2,"21;5","10-25-2006","12:54:40","male",36,"single",3000,5,0,4,"Verb",NA,"Verb",NA,1,"n","n",896
"201",2,"21;5","10-25-2006","12:54:40","male",37,"within",3000,5,0,5,"VerbVerb","First","Verb","First",1,"y","y",1208
"202",2,"21;5","10-25-2006","12:54:40","male",38,"within",3000,0,3,NA,"VisVis","Both","Vis","First",1,"y","y",1139
"203",2,"21;5","10-25-2006","12:54:40","male",39,"within",3000,0,3,NA,"VisVis","Second","Vis","Second",0,"y","n",1246
"204",2,"21;5","10-25-2006","12:54:40","male",40,"cross",3000,5,3,4,"VerbVis","Both","Verb","First",1,"y","y",1167
"205",2,"21;5","10-25-2006","12:54:40","male",41,"single",4000,0,3,NA,"Vis",NA,"Vis",NA,0,"y","n",1586
"206",2,"21;5","10-25-2006","12:54:40","male",42,"cross",3000,5,3,1,"VisVerb","Second","Verb","Second",1,"n","n",961
"207",2,"21;5","10-25-2006","12:54:40","male",43,"within",3000,0,3,NA,"VisVis","Both","Vis","First",1,"n","n",1106
"208",2,"21;5","10-25-2006","12:54:40","male",44,"cross",3000,5,3,2,"VerbVis","First","Verb","First",1,"y","y",1044
"209",2,"21;5","10-25-2006","12:54:40","male",45,"cross",3000,5,3,NA,"VisVerb","First","Vis","First",1,"n","n",926
"210",2,"21;5","10-25-2006","12:54:40","male",46,"within",3000,5,0,3,"VerbVerb","Second","Verb","Second",1,"n","n",1267
