subj_idx,size,rt,correct,task,CSI,probe,corresp,response
3,2,0.2,1,ver,0,neg,0,0
4,6,0.2066,1,vis,400,pos,1,1
3,2,0.211,0,ver,400,neg,0,1
4,1,0.2127,0,vis,100,neg,0,1
4,6,0.2142,0,vis,400,neg,0,1
3,6,0.216,0,ver,0,neg,0,1
4,2,0.2171,1,vis,100,pos,1,1
4,1,0.219,1,vis,2000,pos,1,1
4,4,0.2195,1,vis,400,pos,1,1
3,6,0.2197,0,ver,0,pos,1,0
5,4,0.2216,1,vis,100,neg,0,0
4,6,0.2218,0,vis,2000,neg,0,1
4,4,0.2229,1,vis,400,pos,1,1
8,4,0.2234,1,vis,400,pos,1,1
3,2,0.224,0,ver,400,int,0,1
4,2,0.2245,1,ver,400,pos,1,1
4,4,0.2254,1,vis,400,pos,1,1
4,1,0.2257,0,vis,400,neg,0,1
4,4,0.2265,1,vis,100,pos,1,1
20,4,0.2275,1,ver,400,pos,1,1
4,6,0.23,0,vis,400,int,0,1
4,2,0.2317,0,vis,400,neg,0,1
2,4,0.2324,1,vis,2000,pos,1,1
4,4,0.2345,0,vis,2000,int,0,1
3,1,0.2353,1,ver,100,pos,1,1
4,1,0.2363,0,vis,400,int,0,1
4,6,0.2369,0,vis,400,neg,0,1
4,2,0.2379,1,vis,400,pos,1,1
3,1,0.24,1,ver,0,neg,0,0
20,1,0.2401,1,vis,400,pos,1,1
5,1,0.2402,1,ver,100,int,0,0
8,1,0.2408,1,vis,100,pos,1,1
19,2,0.2408,1,vis,2000,pos,1,1
5,4,0.2416,1,vis,2000,pos,1,1
5,1,0.2426,1,vis,400,neg,0,0
10,6,0.2445,1,vis,400,pos,1,1
8,2,0.2453,1,vis,400,pos,1,1
4,2,0.2453,0,vis,2000,int,0,1
8,2,0.2456,1,vis,400,pos,1,1
4,4,0.2458,1,vis,400,pos,1,1
10,4,0.2469,1,vis,400,pos,1,1
14,2,0.2475,1,vis,100,pos,1,1
19,1,0.2477,0,vis,2000,pos,1,0
4,4,0.2486,0,ver,400,neg,0,1
20,4,0.2488,1,vis,400,pos,1,1
4,2,0.2489,0,vis,2000,neg,0,1
3,6,0.2495,1,vis,100,pos,1,1
14,1,0.2503,1,vis,400,int,0,0
4,2,0.2504,0,vis,100,int,0,1
4,2,0.2508,1,vis,400,pos,1,1
4,2,0.2515,1,vis,400,pos,1,1
2,4,0.2516,1,vis,400,pos,1,1
8,1,0.2527,0,vis,400,int,0,1
9,1,0.2528,1,ver,2000,pos,1,1
4,2,0.2531,1,ver,400,pos,1,1
4,2,0.2532,1,vis,400,pos,1,1
20,1,0.2533,0,vis,0,neg,0,1
4,6,0.2534,1,vis,400,pos,1,1
9,2,0.2535,1,ver,400,pos,1,1
2,2,0.2537,1,vis,2000,pos,1,1
12,6,0.2541,1,vis,400,pos,1,1
2,6,0.2542,1,vis,400,pos,1,1
4,1,0.2545,0,ver,400,int,0,1
12,2,0.2546,1,vis,400,pos,1,1
2,6,0.2549,1,vis,400,pos,1,1
10,4,0.2549,0,vis,400,int,0,1
14,1,0.2559,1,vis,400,pos,1,1
3,6,0.2559,1,ver,0,neg,0,0
3,6,0.256,0,ver,400,pos,1,0
12,4,0.2561,1,vis,400,pos,1,1
2,4,0.2561,1,vis,100,pos,1,1
12,4,0.2565,0,vis,400,int,0,1
2,2,0.2565,1,vis,100,pos,1,1
3,2,0.2566,1,ver,100,pos,1,1
4,4,0.2574,1,vis,400,pos,1,1
4,6,0.2575,0,vis,400,int,0,1
2,2,0.2581,1,ver,100,pos,1,1
8,1,0.2585,1,vis,400,pos,1,1
8,1,0.2598,1,vis,2000,pos,1,1
8,1,0.2599,1,vis,100,pos,1,1
4,6,0.26,1,vis,400,pos,1,1
5,1,0.2604,1,ver,400,pos,1,1
4,1,0.2604,1,vis,2000,pos,1,1
4,2,0.2604,1,vis,400,pos,1,1
14,1,0.2604,1,vis,2000,pos,1,1
4,1,0.2607,1,vis,0,pos,1,1
4,1,0.2607,1,vis,400,pos,1,1
2,2,0.2608,1,vis,400,pos,1,1
14,1,0.2609,1,vis,0,pos,1,1
8,4,0.2609,1,ver,400,pos,1,1
19,6,0.2614,1,vis,0,pos,1,1
4,2,0.2619,1,vis,2000,pos,1,1
9,2,0.262,1,vis,400,pos,1,1
12,2,0.2625,1,vis,400,pos,1,1
2,2,0.2626,1,vis,400,pos,1,1
10,4,0.2626,1,vis,400,pos,1,1
2,4,0.2627,1,vis,400,pos,1,1
4,6,0.2627,1,vis,2000,pos,1,1
1,1,0.2628,1,vis,100,pos,1,1
8,4,0.2632,1,vis,400,pos,1,1
16,4,0.2634,0,ver,400,pos,1,0
7,1,0.264,1,vis,0,pos,1,1
9,1,0.2641,1,vis,400,pos,1,1
4,6,0.2644,0,vis,100,neg,0,1
5,1,0.2648,0,ver,400,int,0,1
2,4,0.2649,1,vis,400,pos,1,1
4,2,0.2654,1,vis,100,pos,1,1
20,2,0.2654,1,vis,400,pos,1,1
2,2,0.2655,1,vis,400,pos,1,1
2,6,0.2655,1,vis,2000,pos,1,1
4,6,0.2656,0,vis,100,int,0,1
4,6,0.2657,1,vis,400,pos,1,1
8,2,0.2658,1,vis,100,pos,1,1
3,6,0.2658,0,ver,400,neg,0,1
20,1,0.2665,1,vis,0,pos,1,1
2,2,0.2667,1,vis,100,pos,1,1
20,4,0.2667,1,vis,400,pos,1,1
2,6,0.2671,1,vis,400,pos,1,1
14,6,0.2672,1,vis,2000,pos,1,1
12,1,0.2674,1,vis,100,pos,1,1
4,4,0.2675,0,vis,400,int,0,1
8,2,0.2679,1,vis,400,int,0,0
2,4,0.268,1,ver,2000,pos,1,1
3,1,0.2681,0,ver,100,neg,0,1
4,4,0.2682,1,ver,400,pos,1,1
14,2,0.2682,1,vis,400,pos,1,1
3,4,0.2682,0,ver,400,neg,0,1
14,1,0.2686,0,ver,2000,pos,1,0
2,1,0.2687,1,vis,400,pos,1,1
14,1,0.2688,1,vis,0,pos,1,1
4,2,0.2688,0,vis,400,pos,1,0
20,1,0.269,1,vis,0,pos,1,1
14,1,0.2691,1,ver,2000,pos,1,1
9,2,0.2691,1,vis,2000,pos,1,1
2,1,0.2692,1,vis,100,pos,1,1
8,6,0.2699,1,vis,400,pos,1,1
4,1,0.2699,0,vis,0,int,0,1
9,2,0.2699,1,vis,400,pos,1,1
2,6,0.2704,1,vis,400,pos,1,1
2,6,0.2707,1,vis,400,pos,1,1
4,6,0.2714,1,vis,2000,pos,1,1
8,1,0.2715,1,vis,100,pos,1,1
2,2,0.2717,1,ver,400,pos,1,1
14,1,0.272,1,vis,400,int,0,0
19,1,0.272,1,vis,2000,pos,1,1
2,2,0.2721,1,ver,2000,pos,1,1
9,1,0.2721,1,vis,0,pos,1,1
4,4,0.2727,1,ver,400,pos,1,1
18,1,0.2727,1,vis,0,pos,1,1
8,1,0.2728,1,vis,100,pos,1,1
4,4,0.2728,1,vis,100,pos,1,1
19,2,0.2729,1,vis,2000,int,0,0
20,6,0.2729,1,vis,400,pos,1,1
8,2,0.273,1,vis,400,pos,1,1
19,6,0.2732,1,vis,2000,pos,1,1
14,6,0.2733,1,ver,400,pos,1,1
8,2,0.2735,1,vis,100,pos,1,1
4,1,0.2736,1,ver,0,pos,1,1
2,2,0.2738,1,vis,100,pos,1,1
4,6,0.2739,1,vis,0,pos,1,1
19,4,0.2746,1,vis,2000,pos,1,1
19,4,0.2747,1,vis,2000,pos,1,1
14,4,0.2752,0,vis,400,pos,1,0
3,2,0.2756,1,ver,100,pos,1,1
14,2,0.2756,1,vis,400,pos,1,1
2,1,0.2757,1,vis,100,pos,1,1
2,2,0.2757,1,vis,100,pos,1,1
2,4,0.2757,1,vis,400,pos,1,1
4,1,0.2761,1,vis,400,pos,1,1
4,4,0.2761,0,vis,400,int,0,1
9,1,0.2762,1,vis,400,pos,1,1
5,1,0.2763,1,ver,400,pos,1,1
20,2,0.2763,1,vis,2000,pos,1,1
2,4,0.2764,1,vis,100,pos,1,1
2,4,0.2764,1,vis,400,pos,1,1
4,4,0.2764,0,vis,400,neg,0,1
14,1,0.2764,1,ver,2000,pos,1,1
19,1,0.2766,1,vis,0,pos,1,1
4,1,0.2767,1,ver,400,pos,1,1
14,1,0.2768,1,vis,100,pos,1,1
2,1,0.277,1,vis,400,pos,1,1
8,4,0.2772,1,vis,400,pos,1,1
10,2,0.2772,1,vis,2000,pos,1,1
20,6,0.2772,1,vis,2000,pos,1,1
4,2,0.2773,1,vis,400,pos,1,1
14,4,0.2773,1,vis,2000,pos,1,1
2,4,0.2776,1,vis,400,pos,1,1
14,4,0.2776,1,vis,400,pos,1,1
2,1,0.2777,1,ver,2000,neg,0,0
14,2,0.2777,1,ver,2000,pos,1,1
16,2,0.2779,1,vis,400,pos,1,1
9,1,0.278,1,vis,0,pos,1,1
2,2,0.2785,1,vis,400,pos,1,1
4,2,0.2786,0,ver,400,neg,0,1
4,4,0.2788,0,vis,400,neg,0,1
2,1,0.2791,1,vis,0,neg,0,0
2,4,0.2794,1,vis,400,pos,1,1
14,1,0.2795,1,ver,2000,pos,1,1
19,1,0.2797,1,vis,2000,pos,1,1
4,2,0.2798,1,ver,2000,pos,1,1
8,4,0.2801,1,vis,400,pos,1,1
2,1,0.2801,1,vis,0,pos,1,1
9,1,0.2801,1,vis,0,pos,1,1
12,4,0.2802,1,vis,400,pos,1,1
14,2,0.2803,1,vis,0,pos,1,1
4,1,0.2804,1,vis,0,pos,1,1
4,6,0.2804,0,vis,2000,neg,0,1
8,6,0.2804,1,ver,2000,pos,1,1
2,6,0.2809,1,ver,2000,pos,1,1
20,1,0.2809,1,vis,400,pos,1,1
5,1,0.281,1,ver,0,pos,1,1
4,2,0.281,1,ver,400,pos,1,1
2,2,0.2811,1,vis,400,pos,1,1
5,1,0.2811,1,ver,2000,pos,1,1
2,6,0.2813,1,vis,400,pos,1,1
2,1,0.2815,1,vis,0,pos,1,1
4,1,0.2817,1,ver,100,pos,1,1
5,1,0.2818,1,ver,400,pos,1,1
20,1,0.2819,1,ver,0,pos,1,1
4,1,0.282,1,ver,0,pos,1,1
7,1,0.2822,1,vis,0,pos,1,1
2,6,0.2824,1,vis,2000,pos,1,1
5,1,0.2826,0,ver,100,int,0,1
4,1,0.2827,1,ver,0,pos,1,1
5,6,0.2829,1,vis,2000,pos,1,1
2,2,0.283,1,vis,400,pos,1,1
14,4,0.2832,1,ver,2000,pos,1,1
2,2,0.2833,1,vis,400,pos,1,1
8,6,0.2834,1,vis,100,pos,1,1
10,4,0.2834,1,vis,400,pos,1,1
7,4,0.2834,1,ver,2000,neg,0,0
5,2,0.2834,1,vis,2000,pos,1,1
2,2,0.2835,1,vis,100,pos,1,1
5,2,0.2835,1,vis,2000,pos,1,1
2,6,0.2836,1,ver,400,pos,1,1
7,1,0.2839,1,ver,2000,pos,1,1
20,1,0.284,1,vis,400,pos,1,1
4,1,0.2843,1,vis,400,pos,1,1
14,1,0.2843,1,vis,100,neg,0,0
14,1,0.2846,1,vis,100,pos,1,1
4,1,0.2846,1,ver,400,pos,1,1
4,6,0.2846,1,vis,400,pos,1,1
20,1,0.2847,1,vis,0,pos,1,1
20,1,0.2848,1,vis,0,pos,1,1
2,2,0.2849,1,vis,0,pos,1,1
14,1,0.2849,1,ver,2000,pos,1,1
5,1,0.285,1,vis,2000,pos,1,1
2,4,0.2852,1,ver,400,pos,1,1
1,1,0.2852,1,vis,400,pos,1,1
4,1,0.2852,0,vis,400,int,0,1
20,6,0.2852,1,vis,400,pos,1,1
4,6,0.2853,1,vis,2000,pos,1,1
14,4,0.2854,1,vis,400,pos,1,1
5,6,0.2855,1,vis,400,int,0,0
8,2,0.2855,1,vis,400,pos,1,1
8,2,0.2855,1,vis,100,pos,1,1
9,6,0.2856,1,vis,2000,pos,1,1
5,1,0.2856,1,ver,0,pos,1,1
8,6,0.2857,1,vis,100,pos,1,1
2,4,0.2857,1,ver,2000,pos,1,1
2,1,0.2857,1,ver,400,pos,1,1
2,4,0.2858,1,vis,400,pos,1,1
8,4,0.2858,1,vis,400,pos,1,1
3,6,0.2858,0,vis,400,neg,0,1
8,2,0.2859,1,vis,2000,pos,1,1
16,1,0.2859,1,ver,400,pos,1,1
2,2,0.286,1,vis,400,pos,1,1
1,2,0.2861,1,vis,400,pos,1,1
2,2,0.2861,1,vis,400,pos,1,1
9,2,0.2863,1,vis,400,pos,1,1
18,1,0.2863,1,vis,2000,pos,1,1
5,2,0.2864,1,ver,2000,pos,1,1
3,2,0.2864,1,vis,400,pos,1,1
2,2,0.2865,1,vis,400,pos,1,1
2,4,0.2867,1,vis,2000,pos,1,1
2,6,0.2867,1,vis,2000,pos,1,1
12,2,0.2867,1,vis,400,pos,1,1
5,2,0.2868,1,ver,2000,pos,1,1
2,1,0.2869,1,vis,100,pos,1,1
2,1,0.2869,1,vis,400,pos,1,1
2,4,0.287,1,vis,2000,pos,1,1
8,4,0.287,1,vis,2000,pos,1,1
2,1,0.287,1,vis,2000,pos,1,1
7,2,0.2871,1,ver,2000,pos,1,1
9,2,0.2871,1,ver,400,pos,1,1
9,2,0.2871,1,ver,400,pos,1,1
2,1,0.2871,1,ver,400,pos,1,1
2,6,0.2872,1,vis,400,pos,1,1
8,4,0.2876,1,vis,400,pos,1,1
2,2,0.2877,1,vis,400,pos,1,1
2,2,0.2877,1,ver,2000,pos,1,1
14,2,0.2878,1,vis,100,pos,1,1
2,4,0.2878,1,vis,2000,pos,1,1
9,1,0.2878,1,ver,400,neg,0,0
19,1,0.2881,1,vis,2000,pos,1,1
2,2,0.2881,1,vis,100,pos,1,1
14,6,0.2881,1,vis,2000,pos,1,1
3,2,0.2881,1,ver,100,neg,0,0
4,2,0.2882,1,ver,400,pos,1,1
4,1,0.2882,1,ver,0,pos,1,1
19,1,0.2883,1,vis,2000,pos,1,1
14,1,0.2884,1,vis,2000,pos,1,1
2,4,0.2884,1,vis,400,pos,1,1
2,4,0.2885,1,ver,2000,pos,1,1
2,2,0.2886,1,ver,400,pos,1,1
20,1,0.2886,1,vis,400,pos,1,1
2,1,0.2887,1,vis,100,pos,1,1
2,6,0.2887,0,vis,400,int,0,1
7,1,0.2888,1,ver,100,pos,1,1
20,2,0.2888,1,vis,0,pos,1,1
20,1,0.2889,1,vis,100,pos,1,1
9,1,0.289,1,ver,400,pos,1,1
14,2,0.2891,1,vis,2000,neg,0,0
2,1,0.2892,1,vis,0,pos,1,1
2,6,0.2895,1,ver,2000,pos,1,1
5,4,0.2896,1,vis,2000,pos,1,1
2,1,0.2896,1,vis,0,neg,0,0
4,1,0.2896,1,ver,0,pos,1,1
9,1,0.2897,1,vis,0,pos,1,1
5,2,0.2897,1,ver,2000,pos,1,1
7,1,0.2898,1,vis,0,pos,1,1
4,1,0.2898,1,vis,0,pos,1,1
20,1,0.2899,1,ver,0,pos,1,1
13,1,0.29,1,vis,400,pos,1,1
4,1,0.29,1,vis,0,pos,1,1
2,4,0.2902,1,ver,0,pos,1,1
2,1,0.2903,1,vis,0,pos,1,1
2,2,0.2903,1,vis,400,pos,1,1
9,1,0.2905,1,vis,100,pos,1,1
19,4,0.2906,1,vis,2000,pos,1,1
2,1,0.2907,1,vis,400,pos,1,1
2,6,0.2907,1,ver,2000,pos,1,1
4,1,0.2912,1,ver,0,pos,1,1
9,2,0.2912,1,ver,2000,pos,1,1
5,2,0.2913,1,ver,2000,pos,1,1
2,1,0.2914,1,vis,0,pos,1,1
14,2,0.2914,1,vis,400,pos,1,1
5,2,0.2914,1,ver,2000,pos,1,1
5,2,0.2917,1,vis,400,neg,0,0
2,1,0.2918,1,vis,100,pos,1,1
8,1,0.2918,1,vis,100,pos,1,1
7,1,0.2918,1,ver,400,pos,1,1
2,6,0.2918,1,vis,2000,pos,1,1
14,4,0.292,1,ver,2000,pos,1,1
2,2,0.2922,1,vis,400,int,0,0
8,2,0.2922,1,vis,400,pos,1,1
7,1,0.2923,1,vis,400,pos,1,1
14,1,0.2924,1,vis,100,pos,1,1
2,4,0.2924,1,ver,0,pos,1,1
2,1,0.2924,1,vis,100,pos,1,1
9,1,0.2925,1,ver,2000,pos,1,1
20,1,0.2925,1,vis,0,pos,1,1
2,2,0.2926,1,vis,2000,pos,1,1
2,4,0.2926,1,ver,400,pos,1,1
12,2,0.2927,1,vis,400,pos,1,1
2,1,0.2927,1,vis,2000,pos,1,1
14,1,0.2927,1,vis,2000,pos,1,1
5,6,0.2927,1,ver,2000,pos,1,1
2,4,0.2928,1,vis,2000,pos,1,1
4,2,0.2928,0,vis,400,int,0,1
17,1,0.2929,1,vis,400,pos,1,1
4,4,0.2929,1,vis,100,pos,1,1
10,1,0.2929,1,ver,100,neg,0,0
2,1,0.293,1,vis,400,pos,1,1
14,1,0.293,1,ver,2000,pos,1,1
9,2,0.293,1,vis,2000,pos,1,1
14,4,0.293,1,vis,2000,pos,1,1
14,1,0.2931,0,ver,400,int,0,1
2,1,0.2932,1,vis,400,pos,1,1
1,1,0.2932,1,vis,400,pos,1,1
20,2,0.2932,1,ver,400,pos,1,1
20,2,0.2932,1,vis,2000,pos,1,1
5,1,0.2932,1,ver,100,pos,1,1
2,1,0.2933,1,vis,400,int,0,0
9,1,0.2933,1,vis,100,pos,1,1
10,6,0.2933,1,ver,400,pos,1,1
20,1,0.2933,1,vis,0,pos,1,1
20,2,0.2933,1,vis,100,pos,1,1
5,1,0.2936,1,vis,0,pos,1,1
2,1,0.2938,1,vis,400,pos,1,1
8,1,0.2938,1,vis,400,pos,1,1
5,2,0.2938,1,ver,400,pos,1,1
2,1,0.2938,1,ver,100,pos,1,1
2,1,0.2938,1,ver,400,pos,1,1
2,2,0.2938,1,vis,100,pos,1,1
16,2,0.2939,1,vis,100,pos,1,1
2,6,0.2939,1,vis,400,pos,1,1
1,2,0.294,1,vis,400,pos,1,1
8,1,0.294,1,ver,100,pos,1,1
3,4,0.294,0,vis,2000,pos,1,0
7,4,0.294,0,vis,2000,neg,0,1
2,1,0.2941,1,ver,400,pos,1,1
2,2,0.2941,1,vis,400,pos,1,1
7,4,0.2941,1,vis,400,pos,1,1
2,1,0.2942,1,vis,2000,pos,1,1
2,6,0.2942,1,ver,100,pos,1,1
2,2,0.2942,1,vis,2000,pos,1,1
2,1,0.2943,1,ver,400,pos,1,1
20,6,0.2943,1,vis,400,pos,1,1
2,2,0.2943,1,vis,400,pos,1,1
14,1,0.2943,1,vis,100,neg,0,0
3,2,0.2944,1,vis,400,pos,1,1
4,2,0.2945,1,vis,400,pos,1,1
4,4,0.2946,1,vis,100,pos,1,1
2,2,0.2946,1,vis,400,pos,1,1
2,1,0.2947,1,vis,100,pos,1,1
14,1,0.2947,1,vis,400,int,0,0
14,1,0.2947,1,vis,100,pos,1,1
2,1,0.2948,1,vis,0,pos,1,1
2,1,0.2948,1,vis,100,pos,1,1
14,2,0.2949,1,ver,2000,pos,1,1
4,6,0.2949,0,vis,2000,neg,0,1
10,4,0.295,1,vis,400,pos,1,1
5,1,0.2952,1,vis,2000,pos,1,1
2,1,0.2952,1,ver,400,pos,1,1
8,4,0.2953,1,vis,2000,pos,1,1
8,4,0.2954,1,vis,400,pos,1,1
4,4,0.2954,1,ver,400,pos,1,1
8,1,0.2955,1,ver,0,pos,1,1
5,2,0.2955,1,vis,2000,pos,1,1
2,1,0.2956,1,ver,400,pos,1,1
4,1,0.2956,1,vis,0,pos,1,1
20,4,0.2956,1,vis,400,pos,1,1
16,1,0.2958,1,ver,400,pos,1,1
2,4,0.2959,1,ver,2000,pos,1,1
2,4,0.2959,1,vis,400,pos,1,1
2,4,0.2959,1,vis,400,pos,1,1
2,1,0.296,1,vis,100,pos,1,1
2,2,0.296,1,vis,400,pos,1,1
9,1,0.296,1,vis,0,pos,1,1
9,1,0.296,1,ver,400,neg,0,0
1,4,0.296,1,ver,2000,pos,1,1
8,2,0.2961,1,vis,400,pos,1,1
2,1,0.2961,1,vis,2000,pos,1,1
10,4,0.2961,1,ver,400,pos,1,1
14,1,0.2962,1,vis,400,pos,1,1
3,4,0.2962,1,vis,400,pos,1,1
2,1,0.2963,1,vis,100,pos,1,1
2,1,0.2963,1,vis,0,pos,1,1
20,1,0.2963,1,vis,400,pos,1,1
2,1,0.2965,1,vis,100,pos,1,1
14,1,0.2965,1,vis,400,pos,1,1
17,2,0.2965,1,vis,400,pos,1,1
14,1,0.2966,1,vis,400,pos,1,1
14,1,0.2966,1,vis,2000,pos,1,1
2,4,0.2967,1,vis,2000,pos,1,1
8,6,0.2968,1,vis,400,pos,1,1
4,4,0.2968,0,vis,2000,neg,0,1
2,6,0.2969,1,vis,2000,pos,1,1
8,6,0.2969,1,vis,400,pos,1,1
14,6,0.2969,1,ver,2000,pos,1,1
4,6,0.2969,1,vis,100,pos,1,1
3,2,0.2969,1,ver,100,pos,1,1
9,1,0.2969,1,ver,2000,pos,1,1
5,1,0.2969,1,ver,400,pos,1,1
9,1,0.297,1,ver,2000,neg,0,0
1,4,0.2972,1,vis,2000,int,0,0
10,1,0.2972,1,ver,400,pos,1,1
2,1,0.2973,1,vis,100,pos,1,1
14,1,0.2973,1,ver,100,pos,1,1
8,1,0.2974,1,vis,0,pos,1,1
5,1,0.2974,1,ver,0,pos,1,1
7,2,0.2974,1,vis,400,pos,1,1
5,1,0.2974,1,ver,2000,pos,1,1
14,1,0.2975,1,ver,0,pos,1,1
8,6,0.2976,1,vis,400,pos,1,1
2,6,0.2976,1,ver,400,pos,1,1
2,2,0.2977,1,vis,100,pos,1,1
2,1,0.2978,1,vis,0,pos,1,1
2,1,0.2979,1,vis,100,pos,1,1
2,6,0.2981,1,vis,100,pos,1,1
2,1,0.2981,1,vis,100,pos,1,1
9,1,0.2982,1,vis,400,pos,1,1
12,2,0.2983,1,vis,100,pos,1,1
4,1,0.2983,1,ver,0,pos,1,1
16,1,0.2984,1,vis,0,pos,1,1
5,4,0.2984,1,ver,100,pos,1,1
5,1,0.2984,1,vis,2000,pos,1,1
2,1,0.2985,1,vis,0,pos,1,1
2,1,0.2985,1,vis,100,pos,1,1
2,1,0.2986,1,vis,0,pos,1,1
4,2,0.2986,1,vis,0,pos,1,1
19,4,0.2987,1,vis,2000,pos,1,1
5,1,0.2987,1,vis,400,int,0,0
5,1,0.2988,1,vis,400,neg,0,0
14,6,0.2988,1,vis,400,pos,1,1
2,4,0.2989,1,vis,400,pos,1,1
2,2,0.299,1,vis,0,pos,1,1
16,4,0.299,1,ver,2000,pos,1,1
4,1,0.299,1,vis,0,pos,1,1
4,1,0.2991,1,vis,400,pos,1,1
2,6,0.2992,1,vis,100,pos,1,1
2,4,0.2992,1,vis,400,pos,1,1
14,6,0.2992,1,vis,2000,pos,1,1
14,4,0.2993,1,vis,2000,pos,1,1
1,4,0.2994,1,ver,400,pos,1,1
4,1,0.2994,1,vis,2000,pos,1,1
20,6,0.2994,1,vis,400,neg,0,0
20,1,0.2994,1,vis,400,pos,1,1
2,1,0.2995,1,vis,2000,pos,1,1
14,4,0.2995,1,ver,400,int,0,0
8,1,0.2995,1,ver,400,pos,1,1
2,4,0.2996,1,ver,2000,pos,1,1
5,2,0.2996,1,ver,400,pos,1,1
16,4,0.2997,1,ver,400,pos,1,1
17,1,0.2998,1,vis,400,pos,1,1
9,4,0.2998,1,ver,2000,pos,1,1
18,1,0.2998,1,vis,100,pos,1,1
16,1,0.2998,1,ver,400,pos,1,1
7,6,0.2998,1,vis,2000,pos,1,1
8,2,0.2999,0,vis,2000,neg,0,1
4,4,0.2999,1,vis,100,pos,1,1
4,1,0.2999,1,vis,100,pos,1,1
20,2,0.2999,1,vis,400,pos,1,1
9,4,0.3,1,vis,100,pos,1,1
4,6,0.3001,0,vis,400,int,0,1
8,6,0.3002,1,vis,2000,pos,1,1
10,6,0.3002,1,vis,400,pos,1,1
9,2,0.3002,1,ver,400,pos,1,1
14,4,0.3003,1,ver,2000,pos,1,1
5,1,0.3005,1,ver,400,pos,1,1
4,6,0.3005,0,vis,400,neg,0,1
5,2,0.3006,1,vis,400,int,0,0
2,1,0.3007,1,vis,400,pos,1,1
5,1,0.3007,1,ver,400,pos,1,1
14,1,0.3007,1,ver,2000,pos,1,1
2,1,0.3007,1,vis,400,pos,1,1
2,1,0.3008,1,vis,400,pos,1,1
20,1,0.3008,1,vis,0,pos,1,1
10,6,0.3009,1,ver,2000,pos,1,1
5,1,0.3009,1,ver,100,pos,1,1
2,1,0.301,1,ver,0,pos,1,1
2,4,0.301,1,ver,0,pos,1,1
2,6,0.301,1,vis,400,pos,1,1
2,4,0.301,1,vis,400,pos,1,1
2,1,0.3011,1,vis,2000,pos,1,1
9,1,0.3011,1,vis,400,pos,1,1
1,1,0.3011,1,vis,2000,pos,1,1
7,2,0.3011,1,ver,400,int,0,0
20,1,0.3011,1,ver,2000,pos,1,1
2,1,0.3011,1,vis,400,pos,1,1
5,1,0.3011,1,ver,100,pos,1,1
12,1,0.3012,1,vis,400,pos,1,1
9,1,0.3012,1,vis,400,pos,1,1
4,1,0.3012,1,vis,0,pos,1,1
2,6,0.3012,1,vis,400,neg,0,0
5,1,0.3012,1,ver,100,pos,1,1
2,6,0.3015,1,vis,2000,pos,1,1
9,2,0.3015,1,vis,400,pos,1,1
5,2,0.3016,1,vis,400,neg,0,0
8,2,0.3016,1,vis,400,pos,1,1
12,6,0.3016,1,vis,400,pos,1,1
13,2,0.3016,1,vis,400,neg,0,0
2,6,0.3016,1,vis,2000,pos,1,1
5,2,0.3016,1,vis,400,pos,1,1
5,1,0.3016,1,ver,0,pos,1,1
3,1,0.3017,1,vis,400,pos,1,1
9,2,0.3018,1,vis,2000,pos,1,1
13,2,0.3018,1,vis,400,pos,1,1
2,1,0.3019,1,vis,400,int,0,0
8,2,0.3019,1,vis,400,pos,1,1
12,6,0.3019,1,vis,400,pos,1,1
16,1,0.3019,1,ver,0,pos,1,1
2,6,0.302,1,ver,100,pos,1,1
2,1,0.302,1,ver,2000,pos,1,1
1,2,0.302,1,vis,400,pos,1,1
4,4,0.302,0,vis,100,int,0,1
9,2,0.3022,1,vis,400,pos,1,1
20,6,0.3022,1,vis,400,pos,1,1
2,1,0.3023,1,vis,400,pos,1,1
14,2,0.3023,1,vis,2000,pos,1,1
12,2,0.3025,1,vis,400,pos,1,1
1,2,0.3025,1,ver,400,pos,1,1
20,4,0.3026,1,ver,400,pos,1,1
2,2,0.3028,1,vis,400,neg,0,0
5,1,0.3029,1,vis,0,pos,1,1
5,6,0.303,1,ver,2000,pos,1,1
2,1,0.303,1,ver,400,pos,1,1
2,2,0.303,1,vis,2000,pos,1,1
20,2,0.3031,1,ver,400,pos,1,1
1,2,0.3032,1,ver,2000,pos,1,1
4,4,0.3033,1,vis,2000,pos,1,1
4,2,0.3033,1,vis,400,pos,1,1
8,4,0.3034,1,vis,400,pos,1,1
9,4,0.3034,1,ver,400,pos,1,1
2,4,0.3035,1,vis,2000,pos,1,1
2,1,0.3035,1,ver,0,pos,1,1
1,4,0.3035,1,ver,400,pos,1,1
20,4,0.3035,1,vis,100,pos,1,1
2,2,0.3037,1,ver,2000,pos,1,1
14,1,0.3037,1,ver,0,pos,1,1
17,4,0.3037,1,vis,400,pos,1,1
2,4,0.3037,1,vis,2000,pos,1,1
1,4,0.3037,1,ver,2000,pos,1,1
5,4,0.3038,1,ver,100,int,0,0
5,2,0.3039,1,vis,400,pos,1,1
2,2,0.304,1,ver,100,pos,1,1
9,4,0.304,1,vis,400,pos,1,1
2,4,0.304,1,vis,2000,pos,1,1
14,2,0.3041,1,vis,400,pos,1,1
5,1,0.3042,1,vis,100,neg,0,0
5,6,0.3042,1,ver,2000,pos,1,1
18,1,0.3042,1,ver,400,pos,1,1
12,4,0.3043,1,vis,400,pos,1,1
17,1,0.3043,1,ver,400,pos,1,1
