subj_idx,size,rt,correct,task,CSI,probe,corresp,response
7,4,0.412,1,ver,2000,neg,0,0
8,1,0.412,1,vis,400,neg,0,0
1,4,0.412,1,ver,400,pos,1,1
16,1,0.412,1,ver,400,int,0,0
8,6,0.412,1,ver,400,neg,0,0
5,6,0.412,1,vis,400,pos,1,1
5,1,0.412,1,vis,2000,pos,1,1
7,2,0.4121,1,ver,100,pos,1,1
7,4,0.4121,1,ver,400,pos,1,1
7,2,0.4121,1,ver,0,pos,1,1
4,4,0.4121,1,ver,400,pos,1,1
20,6,0.4121,1,vis,2000,neg,0,0
18,1,0.4121,1,ver,100,int,0,0
5,1,0.4122,1,ver,400,neg,0,0
15,1,0.4122,1,vis,2000,int,0,0
1,4,0.4122,1,ver,100,int,0,0
5,6,0.4123,1,vis,400,pos,1,1
12,1,0.4123,1,vis,100,pos,1,1
10,1,0.4123,1,vis,400,int,0,0
2,2,0.4123,1,ver,100,neg,0,0
17,2,0.4123,1,vis,400,neg,0,0
20,2,0.4123,1,vis,400,pos,1,1
2,4,0.4123,1,vis,100,pos,1,1
13,2,0.4123,1,vis,400,pos,1,1
14,1,0.4123,1,ver,400,int,0,0
5,4,0.4123,1,ver,100,int,0,0
18,1,0.4123,1,ver,100,pos,1,1
5,2,0.4124,1,vis,2000,int,0,0
8,6,0.4124,1,vis,400,int,0,0
9,1,0.4124,1,ver,400,int,0,0
4,2,0.4124,1,ver,100,int,0,0
9,4,0.4124,1,vis,0,pos,1,1
13,2,0.4124,1,vis,400,neg,0,0
13,6,0.4124,1,vis,400,int,0,0
20,1,0.4124,1,vis,400,int,0,0
8,2,0.4124,1,ver,100,pos,1,1
2,4,0.4124,1,vis,100,neg,0,0
7,2,0.4124,1,vis,2000,neg,0,0
18,1,0.4124,1,ver,100,int,0,0
7,4,0.4125,1,ver,400,int,0,0
8,1,0.4125,1,vis,100,int,0,0
8,1,0.4125,1,vis,400,pos,1,1
9,1,0.4125,1,ver,2000,neg,0,0
10,6,0.4125,1,vis,400,int,0,0
9,4,0.4125,1,vis,0,pos,1,1
13,1,0.4125,1,vis,400,pos,1,1
8,1,0.4125,1,ver,2000,neg,0,0
8,4,0.4125,1,ver,400,int,0,0
14,1,0.4125,1,ver,2000,pos,1,1
9,2,0.4125,1,vis,2000,int,0,0
5,4,0.4125,1,vis,100,pos,1,1
16,6,0.4125,1,ver,400,pos,1,1
10,1,0.4125,1,ver,100,pos,1,1
5,4,0.4125,1,ver,0,neg,0,0
20,2,0.4125,1,ver,2000,pos,1,1
8,1,0.4126,1,vis,400,neg,0,0
8,1,0.4126,1,vis,2000,int,0,0
9,1,0.4126,1,ver,2000,neg,0,0
7,4,0.4126,1,vis,400,pos,1,1
7,1,0.4126,1,vis,400,pos,1,1
4,6,0.4126,1,vis,400,int,0,0
4,4,0.4126,0,vis,0,int,0,1
9,4,0.4126,1,vis,2000,pos,1,1
9,4,0.4126,1,vis,0,pos,1,1
20,1,0.4126,1,vis,100,neg,0,0
20,1,0.4126,1,vis,100,int,0,0
5,6,0.4127,1,vis,0,pos,1,1
2,4,0.4127,1,vis,100,neg,0,0
8,6,0.4127,1,vis,2000,pos,1,1
10,6,0.4127,1,vis,400,pos,1,1
19,6,0.4127,1,ver,400,pos,1,1
14,1,0.4127,1,ver,2000,neg,0,0
4,4,0.4127,1,vis,400,pos,1,1
20,4,0.4127,1,ver,2000,int,0,0
14,1,0.4127,1,ver,400,pos,1,1
5,4,0.4127,1,vis,2000,neg,0,0
10,6,0.4127,1,ver,2000,pos,1,1
5,6,0.4128,1,vis,100,pos,1,1
7,1,0.4128,1,ver,2000,pos,1,1
8,1,0.4128,1,vis,400,pos,1,1
1,1,0.4128,1,ver,400,int,0,0
10,2,0.4128,1,vis,2000,pos,1,1
10,2,0.4128,1,vis,400,int,0,0
18,1,0.4128,1,vis,0,int,0,0
2,1,0.4128,1,ver,0,pos,1,1
1,1,0.4128,1,vis,2000,int,0,0
7,1,0.4128,1,ver,2000,int,0,0
20,1,0.4128,1,ver,2000,neg,0,0
8,4,0.4128,1,ver,0,pos,1,1
9,1,0.4128,1,ver,100,neg,0,0
18,1,0.4128,1,ver,400,neg,0,0
20,1,0.4128,1,ver,0,neg,0,0
7,1,0.4129,1,ver,400,pos,1,1
16,1,0.4129,1,vis,400,int,0,0
17,1,0.4129,1,ver,100,pos,1,1
19,1,0.4129,1,vis,0,neg,0,0
4,2,0.4129,1,ver,0,pos,1,1
4,4,0.4129,1,ver,400,pos,1,1
2,4,0.4129,1,ver,2000,int,0,0
14,1,0.4129,1,ver,2000,int,0,0
14,1,0.4129,1,ver,2000,int,0,0
20,6,0.4129,1,vis,400,int,0,0
1,1,0.4129,1,ver,100,int,0,0
18,6,0.4129,1,ver,2000,pos,1,1
2,6,0.413,1,vis,400,int,0,0
2,6,0.413,1,vis,2000,pos,1,1
8,2,0.413,1,vis,2000,neg,0,0
10,2,0.413,1,vis,400,int,0,0
16,1,0.413,1,vis,400,int,0,0
4,6,0.413,1,vis,400,pos,1,1
20,1,0.413,1,ver,100,pos,1,1
9,1,0.413,1,ver,0,neg,0,0
1,1,0.413,1,ver,100,pos,1,1
18,1,0.413,1,vis,400,pos,1,1
7,4,0.4131,1,ver,400,pos,1,1
8,6,0.4131,1,vis,400,int,0,0
10,2,0.4131,1,vis,400,pos,1,1
1,1,0.4131,1,vis,400,pos,1,1
4,2,0.4131,1,vis,400,int,0,0
20,2,0.4131,1,vis,400,int,0,0
20,2,0.4131,1,vis,2000,neg,0,0
13,1,0.4131,1,vis,400,pos,1,1
5,4,0.4131,1,ver,0,int,0,0
5,2,0.4132,1,vis,100,neg,0,0
2,4,0.4132,0,vis,0,int,0,1
13,1,0.4132,1,ver,2000,pos,1,1
8,2,0.4132,1,vis,400,int,0,0
8,6,0.4132,1,vis,2000,neg,0,0
14,6,0.4132,1,vis,100,pos,1,1
14,6,0.4132,1,vis,100,neg,0,0
14,2,0.4132,1,vis,100,pos,1,1
19,1,0.4132,1,ver,100,pos,1,1
19,1,0.4132,1,ver,100,pos,1,1
20,1,0.4132,1,vis,100,int,0,0
20,2,0.4132,1,vis,400,neg,0,0
1,4,0.4132,1,vis,400,pos,1,1
8,6,0.4132,1,ver,2000,pos,1,1
2,6,0.4132,1,vis,400,neg,0,0
9,2,0.4132,1,vis,100,pos,1,1
20,1,0.4132,1,vis,0,neg,0,0
7,1,0.4133,1,ver,2000,int,0,0
7,1,0.4133,1,ver,2000,int,0,0
1,1,0.4133,1,ver,2000,neg,0,0
5,4,0.4133,1,ver,400,pos,1,1
14,2,0.4133,1,vis,100,pos,1,1
14,2,0.4133,1,vis,100,int,0,0
19,1,0.4133,1,ver,0,pos,1,1
9,1,0.4133,1,vis,2000,int,0,0
9,1,0.4133,1,vis,100,pos,1,1
16,2,0.4133,1,ver,2000,pos,1,1
16,6,0.4133,1,vis,400,int,0,0
17,6,0.4133,1,vis,400,pos,1,1
20,1,0.4133,1,ver,0,neg,0,0
13,6,0.4133,1,vis,2000,int,0,0
18,2,0.4133,1,ver,100,pos,1,1
13,6,0.4134,1,ver,400,pos,1,1
13,1,0.4134,1,ver,400,int,0,0
12,1,0.4134,1,vis,400,pos,1,1
5,4,0.4134,1,ver,100,neg,0,0
14,2,0.4134,1,vis,100,pos,1,1
19,1,0.4134,1,ver,100,pos,1,1
7,6,0.4134,1,vis,2000,pos,1,1
1,1,0.4134,1,vis,400,pos,1,1
16,2,0.4134,1,vis,400,pos,1,1
20,1,0.4134,1,ver,400,int,0,0
20,2,0.4134,1,vis,2000,pos,1,1
9,6,0.4134,1,vis,400,pos,1,1
14,4,0.4134,1,vis,400,neg,0,0
9,1,0.4134,1,ver,0,int,0,0
18,1,0.4134,1,ver,400,int,0,0
12,1,0.4135,1,vis,2000,int,0,0
16,6,0.4135,1,vis,400,neg,0,0
7,1,0.4135,1,vis,2000,pos,1,1
16,2,0.4135,1,ver,2000,pos,1,1
20,6,0.4135,1,vis,0,pos,1,1
9,2,0.4135,1,vis,100,pos,1,1
20,2,0.4135,1,vis,100,neg,0,0
5,2,0.4136,1,vis,100,pos,1,1
2,1,0.4136,1,vis,100,neg,0,0
7,1,0.4136,1,ver,2000,neg,0,0
13,4,0.4136,1,ver,400,pos,1,1
1,1,0.4136,1,ver,400,pos,1,1
1,2,0.4136,1,vis,2000,neg,0,0
16,2,0.4136,0,vis,2000,pos,1,0
16,2,0.4136,1,vis,400,pos,1,1
8,2,0.4136,1,ver,0,pos,1,1
9,1,0.4136,1,vis,0,int,0,0
9,1,0.4136,1,ver,0,neg,0,0
18,1,0.4136,1,vis,0,pos,1,1
12,1,0.4137,1,ver,2000,pos,1,1
7,1,0.4137,1,ver,400,pos,1,1
12,1,0.4137,1,vis,2000,pos,1,1
4,6,0.4137,1,vis,2000,pos,1,1
20,2,0.4137,1,vis,400,pos,1,1
2,1,0.4137,1,vis,2000,int,0,0
13,2,0.4137,1,vis,2000,pos,1,1
12,6,0.4138,1,vis,400,pos,1,1
2,4,0.4138,1,ver,2000,neg,0,0
7,6,0.4138,1,vis,400,pos,1,1
1,2,0.4138,1,vis,400,pos,1,1
1,6,0.4138,0,vis,2000,pos,1,0
4,1,0.4138,1,ver,2000,pos,1,1
4,4,0.4138,1,vis,2000,pos,1,1
16,2,0.4138,1,vis,400,pos,1,1
17,2,0.4138,1,vis,400,neg,0,0
14,4,0.4138,1,ver,400,pos,1,1
14,6,0.4138,1,ver,2000,int,0,0
9,6,0.4138,1,vis,0,pos,1,1
18,2,0.4138,1,vis,2000,neg,0,0
5,2,0.4139,1,vis,400,pos,1,1
12,6,0.4139,1,vis,2000,pos,1,1
13,2,0.4139,1,ver,2000,neg,0,0
7,4,0.4139,1,vis,2000,int,0,0
7,4,0.4139,1,vis,2000,pos,1,1
3,1,0.4139,1,ver,400,neg,0,0
10,1,0.4139,1,ver,400,neg,0,0
18,2,0.4139,1,vis,2000,pos,1,1
2,2,0.414,1,vis,2000,pos,1,1
16,1,0.414,1,vis,400,pos,1,1
5,2,0.414,1,ver,400,int,0,0
5,2,0.414,1,ver,2000,neg,0,0
5,4,0.4141,1,vis,0,pos,1,1
20,1,0.4141,1,vis,400,int,0,0
9,4,0.4141,1,vis,100,pos,1,1
5,1,0.4141,1,vis,100,int,0,0
18,1,0.4141,1,ver,100,int,0,0
10,2,0.4142,1,ver,400,pos,1,1
12,6,0.4142,1,vis,2000,pos,1,1
8,2,0.4142,1,vis,100,pos,1,1
8,4,0.4142,1,vis,2000,neg,0,0
18,4,0.4142,1,ver,400,pos,1,1
20,1,0.4142,1,ver,2000,neg,0,0
18,1,0.4142,1,vis,100,int,0,0
12,2,0.4143,1,vis,2000,pos,1,1
12,2,0.4143,1,vis,2000,pos,1,1
16,1,0.4143,1,ver,2000,pos,1,1
5,2,0.4144,1,vis,2000,pos,1,1
2,6,0.4144,1,vis,400,neg,0,0
2,2,0.4144,1,vis,2000,int,0,0
5,2,0.4144,1,ver,2000,pos,1,1
2,4,0.4144,1,ver,400,pos,1,1
8,2,0.4144,1,ver,400,pos,1,1
2,6,0.4145,1,vis,400,pos,1,1
8,6,0.4145,1,vis,2000,pos,1,1
2,4,0.4145,1,vis,400,int,0,0
3,4,0.4145,0,vis,400,pos,1,0
18,4,0.4145,1,ver,2000,pos,1,1
2,4,0.4146,1,ver,400,pos,1,1
2,4,0.4146,1,ver,400,int,0,0
9,1,0.4146,1,vis,2000,pos,1,1
1,1,0.4146,1,vis,2000,pos,1,1
12,1,0.4146,0,ver,400,pos,1,0
8,2,0.4146,1,ver,400,pos,1,1
20,4,0.4146,1,ver,400,int,0,0
8,4,0.4147,1,vis,400,neg,0,0
1,2,0.4147,1,ver,2000,pos,1,1
2,6,0.4147,1,ver,0,pos,1,1
8,2,0.4147,1,ver,400,neg,0,0
20,2,0.4147,1,ver,2000,pos,1,1
2,6,0.4148,1,vis,0,neg,0,0
5,4,0.4148,1,ver,100,pos,1,1
17,2,0.4148,1,ver,100,neg,0,0
2,1,0.4148,1,ver,2000,pos,1,1
4,2,0.4148,1,ver,2000,pos,1,1
7,2,0.4148,1,ver,2000,pos,1,1
14,1,0.4148,1,ver,100,neg,0,0
20,1,0.4148,1,ver,2000,pos,1,1
5,4,0.4149,0,vis,2000,pos,1,0
2,6,0.4149,1,ver,100,pos,1,1
4,1,0.4149,0,ver,400,pos,1,0
18,1,0.4149,1,ver,2000,pos,1,1
13,2,0.415,1,ver,2000,pos,1,1
2,1,0.415,1,ver,400,pos,1,1
1,6,0.415,1,vis,100,pos,1,1
1,1,0.415,1,vis,400,pos,1,1
2,4,0.4151,1,vis,0,pos,1,1
2,1,0.4151,1,ver,400,neg,0,0
9,2,0.4151,1,ver,0,neg,0,0
18,1,0.4151,1,vis,2000,neg,0,0
5,1,0.4152,1,vis,400,pos,1,1
7,2,0.4152,1,ver,400,pos,1,1
1,1,0.4152,1,ver,100,pos,1,1
17,2,0.4152,1,ver,0,pos,1,1
18,4,0.4152,1,vis,2000,neg,0,0
2,1,0.4152,1,ver,400,pos,1,1
2,1,0.4152,1,ver,2000,int,0,0
2,6,0.4152,1,ver,400,neg,0,0
20,2,0.4152,1,vis,400,neg,0,0
2,2,0.4152,1,vis,100,neg,0,0
8,4,0.4152,1,ver,100,pos,1,1
9,2,0.4152,1,ver,100,neg,0,0
2,4,0.4153,1,vis,100,int,0,0
2,1,0.4153,1,vis,400,neg,0,0
8,2,0.4153,1,vis,0,neg,0,0
17,1,0.4153,1,ver,400,neg,0,0
17,2,0.4153,1,ver,100,int,0,0
4,2,0.4153,1,ver,2000,pos,1,1
10,4,0.4153,1,ver,400,pos,1,1
20,4,0.4153,1,vis,100,int,0,0
9,2,0.4154,1,ver,2000,neg,0,0
17,4,0.4154,1,ver,400,pos,1,1
4,6,0.4154,1,vis,0,pos,1,1
20,1,0.4154,1,ver,400,pos,1,1
7,4,0.4154,1,vis,2000,pos,1,1
14,6,0.4154,1,ver,400,neg,0,0
9,4,0.4154,1,ver,400,int,0,0
5,1,0.4154,1,ver,100,neg,0,0
1,2,0.4154,1,ver,100,pos,1,1
18,4,0.4154,1,ver,2000,pos,1,1
18,1,0.4154,1,vis,400,pos,1,1
1,2,0.4155,1,ver,400,neg,0,0
18,1,0.4155,1,vis,400,neg,0,0
18,1,0.4155,1,vis,400,int,0,0
18,1,0.4155,1,vis,2000,pos,1,1
1,4,0.4155,1,vis,2000,int,0,0
17,2,0.4155,1,vis,100,neg,0,0
9,2,0.4155,1,ver,100,neg,0,0
10,4,0.4155,1,ver,2000,pos,1,1
1,4,0.4155,1,ver,400,neg,0,0
5,1,0.4156,1,vis,400,pos,1,1
8,1,0.4156,1,vis,2000,int,0,0
1,2,0.4156,1,ver,400,int,0,0
9,6,0.4156,1,ver,2000,int,0,0
16,6,0.4156,0,vis,2000,pos,1,0
10,1,0.4156,1,vis,100,int,0,0
5,6,0.4156,1,ver,2000,pos,1,1
19,4,0.4156,1,ver,400,pos,1,1
2,2,0.4156,1,ver,2000,int,0,0
9,4,0.4156,1,vis,400,pos,1,1
1,4,0.4156,1,vis,2000,int,0,0
20,2,0.4156,1,ver,2000,int,0,0
5,6,0.4156,1,vis,0,neg,0,0
14,2,0.4156,1,vis,100,neg,0,0
9,4,0.4156,1,ver,2000,neg,0,0
5,4,0.4156,1,ver,2000,neg,0,0
18,1,0.4156,1,ver,400,neg,0,0
18,6,0.4156,1,ver,2000,pos,1,1
5,6,0.4157,1,vis,400,int,0,0
18,1,0.4157,1,vis,400,neg,0,0
4,2,0.4157,1,ver,400,int,0,0
4,6,0.4157,1,vis,2000,pos,1,1
14,6,0.4157,1,ver,2000,neg,0,0
16,4,0.4157,1,ver,400,pos,1,1
9,4,0.4157,1,ver,400,pos,1,1
18,1,0.4157,1,vis,400,neg,0,0
5,2,0.4158,1,vis,100,pos,1,1
17,4,0.4158,1,ver,400,neg,0,0
17,4,0.4158,1,ver,400,int,0,0
19,1,0.4158,1,vis,2000,neg,0,0
19,2,0.4158,1,ver,100,pos,1,1
2,1,0.4158,1,ver,400,int,0,0
1,4,0.4158,1,vis,2000,pos,1,1
4,2,0.4158,1,ver,2000,pos,1,1
4,2,0.4158,1,ver,400,pos,1,1
16,6,0.4158,1,ver,2000,int,0,0
18,2,0.4158,1,vis,100,pos,1,1
5,6,0.4159,1,vis,2000,int,0,0
11,2,0.4159,1,ver,400,pos,1,1
16,6,0.4159,1,vis,100,neg,0,0
19,2,0.4159,0,ver,0,pos,1,0
2,6,0.4159,1,ver,0,neg,0,0
9,4,0.4159,1,vis,400,neg,0,0
5,4,0.4159,1,ver,100,pos,1,1
20,6,0.4159,1,ver,400,int,0,0
5,6,0.416,1,vis,100,int,0,0
2,4,0.416,1,vis,2000,int,0,0
5,4,0.416,1,ver,0,neg,0,0
19,4,0.416,1,ver,2000,neg,0,0
4,4,0.416,1,ver,100,pos,1,1
4,2,0.416,1,ver,400,neg,0,0
16,6,0.416,1,ver,400,pos,1,1
8,4,0.416,1,ver,0,pos,1,1
7,1,0.416,1,vis,0,pos,1,1
1,4,0.416,1,ver,2000,neg,0,0
20,4,0.416,1,vis,0,int,0,0
20,1,0.416,1,ver,2000,pos,1,1
18,2,0.416,1,vis,2000,int,0,0
5,1,0.4161,1,vis,400,int,0,0
5,6,0.4161,1,vis,400,pos,1,1
2,4,0.4161,1,vis,2000,neg,0,0
12,4,0.4161,1,vis,400,pos,1,1
1,4,0.4161,1,ver,100,pos,1,1
5,6,0.4161,1,ver,400,pos,1,1
5,6,0.4161,1,ver,400,pos,1,1
9,4,0.4161,1,vis,400,neg,0,0
7,1,0.4161,1,ver,100,pos,1,1
20,1,0.4161,1,vis,100,int,0,0
8,4,0.4161,1,ver,100,neg,0,0
8,2,0.4161,1,ver,400,int,0,0
7,6,0.4161,1,vis,100,pos,1,1
5,2,0.4161,1,vis,0,int,0,0
5,4,0.4161,1,ver,2000,int,0,0
18,1,0.4161,1,ver,100,neg,0,0
19,1,0.4162,1,vis,2000,neg,0,0
7,4,0.4162,1,vis,400,pos,1,1
14,1,0.4162,1,ver,100,pos,1,1
9,1,0.4162,1,vis,0,neg,0,0
3,6,0.4162,1,ver,2000,pos,1,1
16,1,0.4162,0,ver,2000,pos,1,0
9,4,0.4162,0,ver,400,pos,1,0
5,4,0.4162,1,ver,2000,int,0,0
15,4,0.4162,1,ver,400,pos,1,1
18,2,0.4162,1,vis,2000,pos,1,1
8,4,0.4163,1,vis,2000,int,0,0
9,1,0.4163,1,ver,100,int,0,0
19,4,0.4163,1,ver,2000,pos,1,1
9,4,0.4163,1,vis,100,pos,1,1
13,2,0.4163,1,vis,2000,neg,0,0
20,6,0.4163,1,ver,2000,neg,0,0
8,2,0.4163,1,ver,400,neg,0,0
9,1,0.4163,1,ver,400,pos,1,1
5,4,0.4163,1,ver,400,neg,0,0
13,4,0.4164,1,ver,100,pos,1,1
8,2,0.4164,1,vis,2000,int,0,0
12,4,0.4164,1,vis,2000,pos,1,1
17,1,0.4164,1,ver,400,pos,1,1
19,1,0.4164,1,vis,400,pos,1,1
19,1,0.4164,1,vis,2000,int,0,0
19,2,0.4164,1,vis,400,int,0,0
19,1,0.4164,1,vis,400,neg,0,0
19,4,0.4164,1,ver,2000,neg,0,0
2,2,0.4164,1,ver,400,neg,0,0
4,4,0.4164,1,ver,0,pos,1,1
4,1,0.4164,0,vis,100,int,0,1
20,6,0.4164,1,ver,400,pos,1,1
1,2,0.4164,1,vis,400,pos,1,1
9,2,0.4164,1,vis,100,neg,0,0
9,1,0.4164,1,vis,0,pos,1,1
5,1,0.4164,1,ver,2000,neg,0,0
20,1,0.4164,1,vis,400,int,0,0
20,1,0.4164,1,vis,400,pos,1,1
18,6,0.4164,1,vis,2000,pos,1,1
9,1,0.4165,1,ver,100,neg,0,0
5,6,0.4165,1,ver,2000,pos,1,1
17,1,0.4165,1,ver,2000,int,0,0
14,1,0.4165,0,vis,2000,pos,1,0
18,2,0.4165,1,vis,400,int,0,0
18,1,0.4165,1,vis,100,neg,0,0
8,1,0.4165,1,ver,400,pos,1,1
8,6,0.4165,1,ver,2000,neg,0,0
9,6,0.4165,0,vis,100,pos,1,0
16,6,0.4165,1,ver,400,int,0,0
1,4,0.4165,1,ver,400,pos,1,1
18,1,0.4165,1,ver,400,pos,1,1
5,1,0.4166,1,vis,400,pos,1,1
5,6,0.4166,1,vis,100,pos,1,1
16,1,0.4166,1,vis,2000,neg,0,0
14,1,0.4166,1,vis,400,pos,1,1
18,2,0.4166,1,vis,400,int,0,0
18,2,0.4166,1,vis,400,pos,1,1
16,6,0.4166,1,ver,2000,pos,1,1
15,4,0.4166,1,ver,2000,pos,1,1
8,6,0.4166,1,ver,2000,neg,0,0
5,1,0.4166,1,ver,400,neg,0,0
5,1,0.4166,1,ver,2000,neg,0,0
1,1,0.4166,1,ver,2000,pos,1,1
18,2,0.4166,1,ver,400,pos,1,1
2,6,0.4167,1,vis,400,int,0,0
7,6,0.4167,1,ver,2000,pos,1,1
8,2,0.4167,1,vis,2000,neg,0,0
19,2,0.4167,1,vis,400,pos,1,1
18,2,0.4167,1,vis,2000,pos,1,1
19,1,0.4167,1,ver,400,neg,0,0
19,1,0.4167,1,ver,400,int,0,0
14,1,0.4167,1,ver,100,pos,1,1
16,6,0.4167,1,ver,2000,neg,0,0
20,1,0.4167,1,vis,100,pos,1,1
7,2,0.4167,1,vis,100,pos,1,1
5,6,0.4167,1,vis,100,pos,1,1
5,4,0.4167,1,ver,2000,pos,1,1
18,1,0.4167,1,ver,100,neg,0,0
20,1,0.4167,1,ver,100,pos,1,1
5,4,0.4168,1,vis,400,pos,1,1
19,2,0.4168,1,vis,400,neg,0,0
19,1,0.4168,1,ver,2000,int,0,0
19,1,0.4168,1,ver,2000,pos,1,1
14,6,0.4168,1,ver,2000,int,0,0
13,4,0.4168,1,vis,100,pos,1,1
2,4,0.4168,1,vis,100,neg,0,0
9,2,0.4168,1,vis,0,pos,1,1
5,1,0.4168,1,ver,2000,pos,1,1
5,6,0.4169,1,vis,100,pos,1,1
8,6,0.4169,1,vis,100,neg,0,0
8,1,0.4169,1,vis,2000,neg,0,0
1,6,0.4169,1,ver,2000,pos,1,1
10,2,0.4169,1,vis,100,pos,1,1
10,2,0.4169,1,vis,100,neg,0,0
19,2,0.4169,1,vis,400,neg,0,0
1,1,0.4169,1,vis,100,pos,1,1
14,6,0.4169,1,ver,2000,int,0,0
16,1,0.4169,1,vis,100,neg,0,0
17,4,0.4169,1,vis,400,neg,0,0
1,1,0.4169,1,vis,0,pos,1,1
8,2,0.4169,1,ver,2000,neg,0,0
5,1,0.4169,1,vis,0,pos,1,1
16,1,0.4169,1,ver,400,pos,1,1
9,1,0.4169,1,ver,2000,pos,1,1
5,1,0.4169,1,ver,2000,pos,1,1
1,4,0.4169,1,ver,400,pos,1,1
1,1,0.4169,1,ver,2000,pos,1,1
1,1,0.4169,1,ver,2000,neg,0,0
17,6,0.417,1,vis,400,pos,1,1
9,1,0.417,1,ver,0,pos,1,1
5,4,0.417,1,ver,100,pos,1,1
19,1,0.417,1,ver,400,pos,1,1
2,2,0.417,1,ver,2000,int,0,0
4,6,0.417,1,ver,400,pos,1,1
7,1,0.417,1,ver,100,pos,1,1
2,4,0.417,1,vis,100,neg,0,0
5,4,0.417,1,vis,100,pos,1,1
9,1,0.417,1,ver,400,int,0,0
8,4,0.4171,1,vis,100,neg,0,0
10,1,0.4171,1,vis,0,pos,1,1
14,6,0.4171,1,vis,2000,neg,0,0
19,2,0.4171,1,vis,2000,pos,1,1
19,1,0.4171,1,ver,2000,int,0,0
14,1,0.4171,1,ver,100,int,0,0
14,6,0.4171,1,ver,2000,pos,1,1
4,4,0.4171,1,vis,100,pos,1,1
15,2,0.4171,1,ver,2000,pos,1,1
17,1,0.4171,1,vis,0,pos,1,1
8,1,0.4171,1,ver,100,neg,0,0
9,2,0.4171,1,vis,2000,pos,1,1
11,1,0.4171,1,ver,100,pos,1,1
5,6,0.4171,1,ver,100,pos,1,1
1,1,0.4171,1,ver,2000,int,0,0
15,1,0.4171,1,ver,2000,pos,1,1
18,1,0.4171,1,ver,400,neg,0,0
7,6,0.4172,1,ver,400,neg,0,0
1,6,0.4172,0,ver,2000,pos,1,0
14,2,0.4172,1,vis,400,int,0,0
14,2,0.4172,1,vis,400,int,0,0
19,1,0.4172,1,ver,400,int,0,0
2,2,0.4172,1,ver,400,neg,0,0
13,2,0.4172,1,ver,100,neg,0,0
2,4,0.4172,0,vis,0,pos,1,0
14,6,0.4172,1,ver,2000,neg,0,0
1,1,0.4172,1,ver,400,int,0,0
15,1,0.4172,1,ver,400,pos,1,1
7,1,0.4173,1,ver,100,pos,1,1
12,1,0.4173,1,vis,100,pos,1,1
2,4,0.4173,1,ver,2000,neg,0,0
13,6,0.4173,1,ver,2000,neg,0,0
20,4,0.4173,1,ver,2000,int,0,0
9,6,0.4173,1,vis,100,pos,1,1
18,4,0.4173,1,ver,2000,pos,1,1
2,4,0.4174,1,vis,2000,neg,0,0
7,1,0.4174,1,ver,100,pos,1,1
7,1,0.4174,1,ver,0,int,0,0
8,1,0.4174,1,vis,0,neg,0,0
10,1,0.4174,1,vis,0,pos,1,1
5,1,0.4174,1,ver,0,neg,0,0
2,2,0.4174,1,ver,400,pos,1,1
2,2,0.4174,1,ver,400,neg,0,0
4,1,0.4174,1,ver,100,pos,1,1
9,1,0.4174,1,vis,100,pos,1,1
4,2,0.4174,1,vis,2000,neg,0,0
2,1,0.4175,1,vis,400,neg,0,0
14,2,0.4175,1,vis,400,neg,0,0
1,1,0.4175,1,vis,0,pos,1,1
4,6,0.4175,1,ver,400,pos,1,1
4,1,0.4175,1,vis,2000,int,0,0
15,4,0.4175,1,ver,2000,pos,1,1
1,4,0.4175,1,vis,400,pos,1,1
8,2,0.4175,1,ver,100,pos,1,1
9,6,0.4175,1,vis,400,neg,0,0
9,6,0.4175,1,vis,400,int,0,0
5,6,0.4175,1,vis,400,int,0,0
20,2,0.4175,1,ver,2000,neg,0,0
2,6,0.4176,1,vis,100,int,0,0
7,1,0.4176,1,ver,100,int,0,0
9,1,0.4176,1,ver,0,int,0,0
1,1,0.4176,1,vis,0,int,0,0
1,2,0.4176,1,vis,0,pos,1,1
4,1,0.4176,1,ver,0,int,0,0
17,2,0.4176,1,vis,400,int,0,0
3,4,0.4176,1,ver,2000,pos,1,1
2,2,0.4177,1,vis,2000,neg,0,0
7,1,0.4177,1,ver,100,neg,0,0
12,2,0.4177,1,vis,100,pos,1,1
1,1,0.4177,1,ver,100,neg,0,0
15,1,0.4177,1,vis,0,pos,1,1
2,2,0.4177,1,ver,400,int,0,0
2,2,0.4177,1,ver,400,int,0,0
2,1,0.4177,1,ver,400,pos,1,1
2,4,0.4177,1,ver,2000,neg,0,0
1,1,0.4177,1,vis,0,pos,1,1
1,1,0.4177,1,vis,0,int,0,0
20,2,0.4177,1,vis,100,neg,0,0
8,6,0.4177,1,ver,400,pos,1,1
20,1,0.4177,1,ver,100,pos,1,1
8,6,0.4178,1,vis,100,pos,1,1
17,1,0.4178,1,ver,400,neg,0,0
4,1,0.4178,1,vis,400,neg,0,0
17,2,0.4178,1,vis,0,int,0,0
20,1,0.4178,1,ver,400,pos,1,1
2,4,0.4178,1,vis,100,neg,0,0
2,6,0.4178,1,vis,100,pos,1,1
8,1,0.4178,1,ver,0,int,0,0
1,6,0.4178,1,ver,0,pos,1,1
20,1,0.4178,1,vis,0,int,0,0
7,1,0.4179,1,ver,100,pos,1,1
1,1,0.4179,1,ver,100,pos,1,1
1,1,0.4179,1,ver,0,int,0,0
10,6,0.4179,1,vis,100,pos,1,1
17,2,0.4179,1,ver,400,pos,1,1
2,4,0.4179,1,ver,400,int,0,0
