subj_idx,size,rt,stim,correct,corresp,response,CSI,probe
12,6,0.5776,1,1,1,1,400,pos
22,6,0.5776,1,1,1,1,1000,pos
6,6,0.5776,1,1,1,1,400,pos
11,1,0.5777,1,1,1,1,100,pos
10,4,0.5777,1,1,1,1,2000,pos
10,1,0.5777,2,1,0,0,No,neg
2,4,0.5778,2,1,0,0,1000,int
7,1,0.5778,2,1,0,0,100,neg
10,4,0.5778,1,1,1,1,2000,pos
19,1,0.5778,1,1,1,1,100,pos
2,4,0.5779,2,1,0,0,1000,neg
11,4,0.5779,1,1,1,1,No,pos
13,4,0.5779,1,1,1,1,1000,pos
17,4,0.5779,1,1,1,1,1000,pos
7,4,0.5779,1,1,1,1,2000,pos
2,4,0.578,2,1,0,0,400,neg
14,4,0.578,1,1,1,1,2000,pos
21,6,0.578,1,1,1,1,1000,pos
8,6,0.578,2,1,0,0,1000,int
8,6,0.578,1,1,1,1,1000,pos
18,6,0.578,2,1,0,0,400,int
6,4,0.5781,2,1,0,0,400,neg
7,2,0.5782,2,1,0,0,100,int
17,4,0.5782,2,1,0,0,2000,neg
22,2,0.5782,2,1,0,0,100,neg
22,6,0.5782,2,1,0,0,2000,neg
22,6,0.5782,1,1,1,1,400,pos
13,6,0.5782,2,1,0,0,400,int
24,6,0.5782,2,0,0,1,1000,int
4,6,0.5783,2,1,0,0,400,neg
21,6,0.5783,1,1,1,1,1000,pos
24,6,0.5783,2,1,0,0,400,neg
16,4,0.5783,1,1,1,1,2000,pos
21,4,0.5784,2,1,0,0,1000,int
21,4,0.5784,2,1,0,0,2000,int
21,4,0.5784,1,1,1,1,400,pos
23,1,0.5784,2,1,0,0,2000,neg
8,2,0.5784,2,1,0,0,100,neg
24,6,0.5784,2,1,0,0,1000,neg
20,1,0.5784,2,1,0,0,No,neg
13,4,0.5785,2,1,0,0,1000,int
1,4,0.5786,2,1,0,0,400,int
1,4,0.5786,1,1,1,1,1000,pos
4,6,0.5786,2,1,0,0,400,neg
6,1,0.5786,2,1,0,0,1000,neg
22,1,0.5786,2,1,0,0,No,neg
22,6,0.5786,1,1,1,1,2000,pos
8,2,0.5786,1,1,1,1,100,pos
24,6,0.5786,1,1,1,1,2000,pos
3,1,0.5787,2,1,0,0,100,int
4,1,0.5787,2,1,0,0,100,neg
3,6,0.5787,2,1,0,0,2000,int
12,4,0.5787,2,1,0,0,2000,neg
17,4,0.5787,2,1,0,0,400,int
24,6,0.5787,1,0,1,0,400,pos
20,4,0.5787,2,1,0,0,100,neg
10,4,0.5787,1,1,1,1,2000,pos
7,4,0.5788,1,1,1,1,100,pos
14,6,0.5788,2,1,0,0,1000,int
14,6,0.5788,2,0,0,1,1000,neg
21,4,0.5788,1,1,1,1,400,pos
4,6,0.5789,1,0,1,0,2000,pos
15,1,0.5789,2,1,0,0,1000,int
18,1,0.5789,2,1,0,0,No,int
20,2,0.5789,1,1,1,1,No,pos
1,1,0.579,2,1,0,0,No,neg
3,6,0.5791,2,1,0,0,400,neg
9,6,0.5791,2,1,0,0,1000,neg
22,2,0.5791,1,1,1,1,100,pos
16,2,0.5791,2,1,0,0,2000,neg
5,6,0.5792,2,1,0,0,2000,neg
7,2,0.5792,2,1,0,0,100,neg
1,2,0.5792,1,1,1,1,No,pos
6,1,0.5792,2,1,0,0,No,int
7,4,0.5792,2,1,0,0,100,neg
13,6,0.5792,2,0,0,1,400,int
8,2,0.5793,1,1,1,1,100,pos
14,1,0.5793,1,1,1,1,No,pos
7,6,0.5793,2,1,0,0,2000,int
20,1,0.5793,1,1,1,1,2000,pos
3,6,0.5794,1,1,1,1,400,pos
3,6,0.5794,2,1,0,0,1000,neg
2,6,0.5794,2,1,0,0,2000,neg
3,2,0.5794,2,1,0,0,No,neg
8,6,0.5794,2,1,0,0,1000,int
6,6,0.5794,2,1,0,0,400,neg
10,1,0.5794,2,1,0,0,100,neg
19,2,0.5794,2,1,0,0,No,neg
3,6,0.5795,2,1,0,0,400,int
14,1,0.5795,1,1,1,1,No,pos
14,6,0.5795,2,1,0,0,2000,int
22,2,0.5795,1,1,1,1,No,pos
6,6,0.5795,1,1,1,1,2000,pos
14,6,0.5796,2,1,0,0,1000,int
21,4,0.5796,2,1,0,0,100,neg
12,4,0.5796,2,1,0,0,100,neg
20,4,0.5796,2,1,0,0,100,neg
20,4,0.5796,1,1,1,1,100,pos
11,6,0.5797,2,1,0,0,2000,neg
9,6,0.5797,1,1,1,1,2000,pos
18,2,0.5797,1,0,1,0,No,pos
24,1,0.5797,2,1,0,0,2000,neg
11,1,0.5798,1,1,1,1,No,pos
14,2,0.5798,2,1,0,0,100,neg
18,2,0.5798,2,1,0,0,No,neg
4,2,0.5799,2,1,0,0,100,neg
14,1,0.5799,2,1,0,0,No,neg
22,2,0.5799,2,1,0,0,No,neg
5,6,0.5799,2,1,0,0,1000,int
6,6,0.5799,1,1,1,1,1000,pos
7,1,0.5799,1,1,1,1,No,pos
24,4,0.5799,1,1,1,1,100,pos
3,2,0.58,2,1,0,0,No,int
11,1,0.58,2,1,0,0,No,int
10,6,0.58,2,1,0,0,1000,int
8,4,0.58,2,1,0,0,100,neg
16,1,0.58,2,1,0,0,100,int
2,2,0.5801,2,0,0,1,No,neg
17,2,0.5801,1,1,1,1,100,pos
7,2,0.5801,2,1,0,0,100,neg
12,4,0.5801,1,1,1,1,100,pos
8,4,0.5801,2,1,0,0,1000,int
16,6,0.5801,1,1,1,1,400,pos
24,2,0.5801,2,1,0,0,No,int
24,2,0.5801,2,1,0,0,No,neg
3,2,0.5802,1,1,1,1,No,pos
21,6,0.5802,1,0,1,0,2000,pos
6,6,0.5802,2,1,0,0,1000,neg
13,2,0.5802,2,1,0,0,No,neg
23,1,0.5802,1,1,1,1,No,pos
24,2,0.5802,2,1,0,0,No,neg
2,2,0.5803,2,1,0,0,No,neg
6,1,0.5803,2,1,0,0,No,int
23,4,0.5803,1,1,1,1,100,pos
17,6,0.5804,2,1,0,0,2000,int
6,1,0.5804,2,1,0,0,No,neg
13,4,0.5804,1,1,1,1,No,pos
13,1,0.5804,1,1,1,1,2000,pos
18,4,0.5804,2,1,0,0,100,neg
4,4,0.5805,1,1,1,1,100,pos
2,2,0.5805,2,1,0,0,No,int
7,2,0.5805,1,1,1,1,No,pos
23,2,0.5805,2,1,0,0,100,int
2,2,0.5806,2,1,0,0,No,int
2,2,0.5806,1,1,1,1,No,pos
4,1,0.5806,2,1,0,0,1000,neg
8,4,0.5806,2,1,0,0,100,neg
12,2,0.5806,1,1,1,1,100,pos
13,1,0.5806,1,1,1,1,No,pos
21,6,0.5806,1,1,1,1,2000,pos
20,1,0.5806,2,1,0,0,2000,neg
16,1,0.5806,2,1,0,0,2000,int
2,2,0.5807,2,1,0,0,No,int
4,4,0.5807,2,1,0,0,100,int
10,6,0.5807,1,1,1,1,No,pos
9,4,0.5807,1,1,1,1,100,pos
21,2,0.5807,2,1,0,0,100,neg
24,4,0.5807,2,1,0,0,2000,int
16,1,0.5807,1,1,1,1,No,pos
4,4,0.5808,2,1,0,0,100,neg
7,6,0.5808,1,1,1,1,100,pos
13,1,0.5808,1,1,1,1,2000,pos
22,4,0.5808,2,1,0,0,100,int
3,4,0.5809,1,1,1,1,100,pos
5,1,0.5809,1,1,1,1,400,pos
11,2,0.5809,2,1,0,0,No,neg
15,1,0.5809,2,1,0,0,1000,neg
5,2,0.5809,2,1,0,0,100,neg
24,2,0.5809,1,1,1,1,1000,pos
1,6,0.581,2,1,0,0,400,neg
1,2,0.581,2,1,0,0,No,neg
4,4,0.581,1,1,1,1,100,pos
9,4,0.581,1,1,1,1,100,pos
21,1,0.581,2,1,0,0,2000,int
20,1,0.581,2,1,0,0,1000,neg
6,6,0.5811,2,1,0,0,100,int
15,1,0.5811,2,1,0,0,1000,neg
9,4,0.5811,1,1,1,1,100,pos
19,2,0.5811,2,1,0,0,No,int
24,2,0.5811,2,1,0,0,1000,neg
20,1,0.5811,2,1,0,0,2000,neg
23,2,0.5811,1,1,1,1,No,pos
7,2,0.5812,2,1,0,0,400,neg
20,1,0.5812,2,1,0,0,2000,int
3,4,0.5813,2,1,0,0,100,neg
15,1,0.5813,2,1,0,0,400,neg
19,1,0.5813,2,1,0,0,1000,int
12,1,0.5813,2,1,0,0,400,int
16,2,0.5813,2,1,0,0,1000,neg
20,1,0.5813,2,1,0,0,400,int
4,2,0.5814,2,1,0,0,2000,int
4,6,0.5814,1,0,1,0,100,pos
8,1,0.5814,2,1,0,0,1000,int
24,4,0.5814,1,1,1,1,No,pos
24,4,0.5814,2,1,0,0,No,neg
1,2,0.5815,1,1,1,1,100,pos
3,4,0.5815,2,1,0,0,100,int
21,1,0.5815,2,1,0,0,1000,int
23,1,0.5815,2,1,0,0,1000,int
9,1,0.5815,1,1,1,1,No,pos
24,2,0.5815,2,1,0,0,1000,int
24,6,0.5815,1,1,1,1,100,pos
1,4,0.5816,2,1,0,0,No,int
11,4,0.5816,2,1,0,0,100,int
15,2,0.5816,1,1,1,1,2000,pos
17,2,0.5816,1,1,1,1,No,pos
6,2,0.5816,2,1,0,0,2000,int
20,2,0.5816,2,1,0,0,2000,neg
20,2,0.5816,2,0,0,1,2000,int
5,4,0.5817,1,1,1,1,No,pos
7,2,0.5817,2,1,0,0,400,neg
1,4,0.5817,2,1,0,0,No,neg
22,1,0.5817,1,1,1,1,400,pos
8,6,0.5817,1,1,1,1,100,pos
24,4,0.5817,2,1,0,0,No,int
5,1,0.5818,2,1,0,0,1000,neg
4,4,0.5818,1,1,1,1,No,pos
3,1,0.5818,2,1,0,0,2000,neg
19,4,0.5818,2,1,0,0,100,neg
7,4,0.5818,1,1,1,1,100,pos
8,6,0.5818,1,1,1,1,1000,pos
20,4,0.5818,2,1,0,0,2000,neg
5,1,0.5819,1,1,1,1,1000,pos
21,2,0.5819,1,1,1,1,400,pos
19,6,0.5819,2,1,0,0,100,int
19,2,0.5819,1,1,1,1,2000,pos
8,2,0.5819,2,1,0,0,2000,neg
18,2,0.5819,2,1,0,0,2000,neg
22,1,0.582,1,1,1,1,2000,pos
20,6,0.582,2,1,0,0,2000,int
23,4,0.582,1,1,1,1,100,pos
24,1,0.582,2,1,0,0,400,int
23,4,0.5821,2,1,0,0,2000,neg
18,1,0.5821,2,1,0,0,400,neg
24,2,0.5821,1,1,1,1,1000,pos
18,1,0.5821,2,1,0,0,1000,neg
5,2,0.5822,2,1,0,0,1000,neg
9,1,0.5822,1,1,1,1,400,pos
12,2,0.5822,2,1,0,0,100,neg
13,1,0.5822,1,1,1,1,400,pos
3,6,0.5823,1,1,1,1,No,pos
7,6,0.5823,2,0,0,1,100,int
11,2,0.5823,1,1,1,1,2000,pos
11,4,0.5823,2,1,0,0,100,neg
13,4,0.5823,2,0,0,1,100,int
24,1,0.5823,1,1,1,1,400,pos
1,2,0.5824,1,1,1,1,100,pos
4,1,0.5824,2,1,0,0,400,neg
7,6,0.5824,2,1,0,0,100,neg
23,2,0.5824,2,1,0,0,400,int
22,2,0.5824,2,1,0,0,2000,int
11,2,0.5825,2,1,0,0,2000,neg
6,1,0.5825,2,1,0,0,400,int
18,6,0.5825,2,0,0,1,100,int
4,2,0.5826,2,1,0,0,400,neg
6,1,0.5826,1,1,1,1,1000,pos
6,6,0.5826,2,1,0,0,100,int
6,6,0.5826,2,1,0,0,100,neg
10,1,0.5826,1,1,1,1,2000,pos
14,4,0.5826,1,1,1,1,No,pos
14,6,0.5826,2,1,0,0,100,int
13,4,0.5826,1,1,1,1,100,pos
23,4,0.5826,1,1,1,1,2000,pos
13,1,0.5826,1,1,1,1,1000,pos
18,2,0.5826,2,1,0,0,400,neg
20,6,0.5826,1,0,1,0,No,pos
18,1,0.5826,1,1,1,1,1000,pos
18,1,0.5826,1,1,1,1,400,pos
7,6,0.5827,2,1,0,0,100,neg
14,1,0.5827,2,1,0,0,400,neg
21,2,0.5827,2,1,0,0,1000,neg
22,2,0.5827,2,1,0,0,2000,int
13,1,0.5827,1,1,1,1,400,pos
13,1,0.5827,2,1,0,0,400,int
18,2,0.5827,2,1,0,0,400,neg
18,1,0.5827,1,1,1,1,400,pos
1,4,0.5828,1,1,1,1,No,pos
7,6,0.5828,2,1,0,0,100,neg
7,2,0.5828,2,1,0,0,1000,neg
6,2,0.5828,2,1,0,0,400,int
14,4,0.5828,1,1,1,1,No,pos
22,2,0.5828,2,1,0,0,400,int
18,2,0.5828,1,0,1,0,2000,pos
3,1,0.5829,2,1,0,0,1000,int
11,4,0.5829,1,1,1,1,No,pos
14,4,0.5829,1,1,1,1,No,pos
13,1,0.5829,1,1,1,1,2000,pos
19,4,0.5829,2,0,0,1,No,int
22,2,0.5829,2,1,0,0,1000,int
22,2,0.5829,2,1,0,0,400,int
19,6,0.5829,1,1,1,1,No,pos
12,4,0.5829,2,1,0,0,400,neg
4,6,0.583,2,1,0,0,No,int
4,6,0.583,2,1,0,0,No,int
5,6,0.583,1,1,1,1,No,pos
2,6,0.583,1,1,1,1,100,pos
10,1,0.583,2,1,0,0,2000,int
23,4,0.583,1,1,1,1,No,pos
22,6,0.5831,2,1,0,0,400,int
12,4,0.5831,2,1,0,0,1000,int
13,2,0.5831,2,1,0,0,2000,neg
18,2,0.5831,1,0,1,0,1000,pos
18,2,0.5831,2,1,0,0,2000,neg
4,6,0.5832,2,1,0,0,No,int
8,2,0.5832,1,1,1,1,2000,pos
15,2,0.5832,2,1,0,0,100,neg
7,1,0.5832,2,0,0,1,2000,neg
7,1,0.5832,2,1,0,0,2000,neg
13,6,0.5832,2,1,0,0,2000,neg
20,4,0.5832,2,1,0,0,400,neg
16,1,0.5832,2,1,0,0,400,neg
4,2,0.5833,1,1,1,1,1000,pos
4,2,0.5833,1,1,1,1,2000,pos
17,4,0.5833,1,1,1,1,No,pos
13,4,0.5833,2,1,0,0,No,int
21,4,0.5833,2,1,0,0,No,int
19,6,0.5833,1,1,1,1,400,pos
12,2,0.5833,1,1,1,1,1000,pos
20,6,0.5833,2,0,0,1,400,int
20,4,0.5833,2,1,0,0,1000,neg
2,1,0.5834,2,1,0,0,1000,neg
4,6,0.5834,2,1,0,0,100,neg
21,4,0.5834,2,1,0,0,No,neg
22,2,0.5834,2,1,0,0,100,neg
22,6,0.5834,2,1,0,0,No,neg
6,1,0.5834,2,1,0,0,2000,neg
12,6,0.5834,2,1,0,0,No,int
24,4,0.5834,2,1,0,0,1000,int
2,1,0.5835,1,1,1,1,2000,pos
2,6,0.5835,2,0,0,1,100,int
4,2,0.5835,1,1,1,1,2000,pos
2,4,0.5835,1,1,1,1,2000,pos
2,2,0.5835,2,1,0,0,2000,neg
10,1,0.5835,1,1,1,1,400,pos
10,1,0.5835,1,1,1,1,2000,pos
13,1,0.5835,1,1,1,1,2000,pos
17,1,0.5835,1,1,1,1,1000,pos
7,1,0.5835,2,1,0,0,400,int
12,6,0.5835,1,1,1,1,No,pos
13,2,0.5835,1,1,1,1,400,pos
2,6,0.5836,1,1,1,1,100,pos
6,2,0.5836,1,1,1,1,2000,pos
23,4,0.5836,1,1,1,1,400,pos
16,1,0.5836,1,1,1,1,1000,pos
24,6,0.5836,1,1,1,1,100,pos
12,1,0.5837,2,1,0,0,2000,neg
17,1,0.5837,2,1,0,0,400,neg
8,4,0.5837,2,1,0,0,1000,neg
8,4,0.5837,2,1,0,0,400,int
2,2,0.5838,1,1,1,1,2000,pos
15,4,0.5838,1,1,1,1,2000,pos
8,4,0.5838,1,1,1,1,1000,pos
2,6,0.5839,2,1,0,0,No,int
13,6,0.5839,1,1,1,1,No,pos
13,2,0.5839,2,1,0,0,400,int
24,4,0.5839,1,1,1,1,2000,pos
14,2,0.584,2,1,0,0,1000,neg
9,2,0.584,1,1,1,1,2000,pos
21,4,0.584,1,1,1,1,1000,pos
24,6,0.584,2,1,0,0,No,int
11,2,0.5841,2,1,0,0,1000,neg
11,2,0.5841,2,1,0,0,1000,int
12,6,0.5841,1,1,1,1,2000,pos
12,4,0.5841,2,1,0,0,400,int
24,6,0.5841,1,1,1,1,100,pos
1,1,0.5842,2,1,0,0,400,neg
2,6,0.5842,2,1,0,0,No,int
14,6,0.5842,2,1,0,0,No,int
15,1,0.5842,1,1,1,1,100,pos
14,2,0.5842,2,1,0,0,400,int
19,2,0.5842,2,1,0,0,2000,neg
5,2,0.5842,1,1,1,1,400,pos
12,4,0.5842,2,1,0,0,100,int
20,6,0.5842,2,1,0,0,1000,neg
9,4,0.5843,1,0,1,0,1000,pos
15,2,0.5844,1,1,1,1,100,pos
14,2,0.5844,1,1,1,1,400,pos
13,2,0.5844,1,1,1,1,No,pos
13,2,0.5844,2,1,0,0,400,neg
12,6,0.5844,1,1,1,1,2000,pos
1,1,0.5845,2,1,0,0,400,int
12,2,0.5845,2,1,0,0,400,neg
22,1,0.5845,2,1,0,0,400,neg
22,4,0.5845,2,1,0,0,2000,int
7,6,0.5845,2,0,0,1,No,int
7,4,0.5846,2,1,0,0,2000,neg
6,2,0.5846,1,1,1,1,400,pos
7,6,0.5846,2,0,0,1,No,neg
24,4,0.5846,2,1,0,0,2000,neg
24,6,0.5846,1,1,1,1,2000,pos
10,6,0.5847,1,1,1,1,No,pos
14,6,0.5847,2,1,0,0,No,int
22,4,0.5847,2,1,0,0,2000,int
16,6,0.5847,1,1,1,1,2000,pos
7,4,0.5848,1,1,1,1,400,pos
7,4,0.5848,2,1,0,0,400,int
3,4,0.5848,2,1,0,0,1000,int
14,6,0.5848,1,1,1,1,No,pos
12,6,0.5848,2,1,0,0,100,int
22,4,0.5848,2,1,0,0,1000,int
23,6,0.5848,2,1,0,0,400,int
12,4,0.5848,2,1,0,0,400,int
18,4,0.5848,1,1,1,1,2000,pos
18,4,0.5848,2,1,0,0,400,neg
21,2,0.5849,2,1,0,0,400,int
24,1,0.5849,2,1,0,0,100,neg
4,4,0.585,2,1,0,0,1000,neg
21,6,0.585,1,1,1,1,No,pos
23,6,0.585,1,1,1,1,No,pos
24,4,0.585,2,1,0,0,400,int
3,6,0.5851,2,1,0,0,2000,neg
4,4,0.5851,1,1,1,1,1000,pos
8,4,0.5851,1,1,1,1,2000,pos
6,4,0.5851,2,1,0,0,100,neg
14,4,0.5851,1,1,1,1,1000,pos
22,4,0.5851,2,1,0,0,400,neg
8,1,0.5851,2,1,0,0,No,neg
20,6,0.5851,1,1,1,1,1000,pos
24,4,0.5851,2,1,0,0,2000,neg
15,1,0.5852,1,1,1,1,100,pos
7,6,0.5852,2,1,0,0,2000,neg
8,1,0.5852,1,1,1,1,100,pos
20,6,0.5852,1,1,1,1,2000,pos
7,4,0.5853,2,1,0,0,400,int
7,2,0.5853,2,1,0,0,100,neg
11,4,0.5853,2,1,0,0,100,neg
17,4,0.5853,1,1,1,1,2000,pos
13,4,0.5853,1,1,1,1,2000,pos
4,4,0.5854,2,1,0,0,2000,int
2,4,0.5854,2,1,0,0,400,int
17,6,0.5854,2,1,0,0,400,neg
22,6,0.5854,1,0,1,0,1000,pos
20,6,0.5854,2,1,0,0,400,neg
4,4,0.5855,2,1,0,0,2000,neg
15,6,0.5855,2,1,0,0,2000,int
18,4,0.5855,1,1,1,1,400,pos
20,2,0.5855,1,1,1,1,No,pos
5,4,0.5856,1,1,1,1,1000,pos
22,1,0.5856,2,1,0,0,100,int
3,4,0.5857,1,1,1,1,400,pos
2,4,0.5857,2,1,0,0,2000,int
21,1,0.5857,2,1,0,0,No,neg
5,6,0.5857,1,0,1,0,No,pos
7,4,0.5857,1,1,1,1,2000,pos
8,2,0.5857,2,1,0,0,100,neg
5,4,0.5858,2,1,0,0,2000,neg
8,6,0.5858,1,1,1,1,1000,pos
8,6,0.5858,2,1,0,0,2000,neg
18,6,0.5858,1,1,1,1,2000,pos
5,1,0.5859,2,1,0,0,100,int
9,6,0.5859,1,1,1,1,400,pos
23,6,0.5859,2,1,0,0,2000,int
8,4,0.5859,1,1,1,1,100,pos
4,1,0.586,2,1,0,0,100,neg
10,4,0.586,1,1,1,1,400,pos
22,1,0.586,2,1,0,0,100,int
13,1,0.586,1,1,1,1,100,pos
24,2,0.586,2,1,0,0,100,int
2,4,0.5861,1,1,1,1,2000,pos
8,2,0.5861,2,1,0,0,100,neg
22,1,0.5861,1,1,1,1,100,pos
4,6,0.5862,1,0,1,0,1000,pos
2,1,0.5862,2,1,0,0,100,int
11,2,0.5862,2,1,0,0,100,int
9,4,0.5862,2,1,0,0,2000,neg
19,6,0.5862,2,1,0,0,1000,neg
5,4,0.5862,1,1,1,1,400,pos
4,6,0.5863,1,0,1,0,400,pos
5,1,0.5863,2,1,0,0,100,int
6,2,0.5863,2,1,0,0,100,neg
22,6,0.5863,2,1,0,0,1000,neg
22,6,0.5863,1,0,1,0,1000,pos
6,4,0.5863,1,1,1,1,400,pos
20,2,0.5863,2,1,0,0,100,neg
16,4,0.5863,2,1,0,0,1000,int
4,1,0.5864,2,1,0,0,No,int
5,2,0.5864,1,1,1,1,No,pos
17,4,0.5864,1,1,1,1,400,pos
17,4,0.5864,2,1,0,0,2000,int
19,1,0.5864,1,1,1,1,No,pos
24,6,0.5864,1,1,1,1,1000,pos
1,4,0.5865,2,1,0,0,2000,neg
4,1,0.5865,2,1,0,0,100,neg
19,6,0.5865,1,0,1,0,400,pos
18,1,0.5865,1,1,1,1,100,pos
5,6,0.5866,1,1,1,1,400,pos
1,2,0.5866,2,1,0,0,100,int
6,2,0.5866,1,1,1,1,100,pos
18,6,0.5866,1,0,1,0,1000,pos
18,6,0.5866,1,0,1,0,1000,pos
18,6,0.5866,2,1,0,0,2000,neg
4,1,0.5867,2,1,0,0,No,int
4,6,0.5867,2,1,0,0,100,neg
9,6,0.5867,2,1,0,0,1000,int
22,2,0.5867,2,1,0,0,100,neg
18,1,0.5867,2,1,0,0,No,int
6,2,0.5868,2,1,0,0,100,int
18,6,0.5868,2,1,0,0,1000,int
22,1,0.5869,2,1,0,0,No,int
13,6,0.5869,1,1,1,1,1000,pos
3,6,0.587,1,1,1,1,2000,pos
4,2,0.587,2,1,0,0,No,neg
3,6,0.587,2,1,0,0,400,int
3,2,0.587,2,1,0,0,2000,int
8,2,0.587,1,1,1,1,100,pos
14,2,0.587,2,1,0,0,100,int
21,2,0.5871,1,1,1,1,100,pos
12,6,0.5871,2,1,0,0,1000,neg
13,6,0.5871,2,1,0,0,2000,int
24,1,0.5871,2,1,0,0,100,int
20,2,0.5871,1,1,1,1,No,pos
23,1,0.5871,2,1,0,0,100,int
3,6,0.5872,2,1,0,0,2000,neg
4,2,0.5872,2,1,0,0,100,neg
19,4,0.5872,1,1,1,1,No,pos
13,6,0.5872,2,1,0,0,1000,int
23,6,0.5872,1,1,1,1,400,pos
24,6,0.5872,2,1,0,0,400,neg
14,6,0.5873,2,1,0,0,400,neg
21,6,0.5873,1,0,1,0,400,pos
13,1,0.5873,1,1,1,1,No,pos
18,2,0.5873,1,0,1,0,100,pos
4,6,0.5874,1,0,1,0,400,pos
11,2,0.5874,2,1,0,0,No,int
9,2,0.5874,2,1,0,0,100,neg
7,6,0.5874,2,1,0,0,400,int
7,6,0.5874,2,0,0,1,2000,neg
7,6,0.5874,2,1,0,0,2000,neg
9,6,0.5874,1,1,1,1,1000,pos
13,2,0.5874,1,1,1,1,100,pos
2,6,0.5875,1,1,1,1,2000,pos
14,6,0.5875,2,1,0,0,1000,neg
9,6,0.5875,2,1,0,0,2000,int
6,1,0.5875,2,1,0,0,100,int
20,1,0.5875,2,1,0,0,1000,neg
16,1,0.5875,2,1,0,0,100,neg
3,6,0.5876,2,1,0,0,400,int
3,1,0.5876,1,1,1,1,No,pos
4,2,0.5876,2,1,0,0,No,neg
2,1,0.5876,2,1,0,0,No,neg
6,1,0.5876,2,1,0,0,No,neg
11,4,0.5876,1,1,1,1,100,pos
10,2,0.5876,2,1,0,0,100,neg
9,6,0.5876,1,1,1,1,2000,pos
17,1,0.5877,1,0,1,0,100,pos
19,4,0.5877,2,1,0,0,100,int
24,4,0.5877,2,1,0,0,100,int
19,6,0.5878,1,1,1,1,1000,pos
7,6,0.5878,2,0,0,1,400,int
7,2,0.5878,2,1,0,0,100,neg
13,1,0.5878,1,1,1,1,No,pos
11,6,0.5879,2,1,0,0,2000,neg
10,2,0.5879,1,1,1,1,100,pos
13,1,0.5879,1,1,1,1,No,pos
4,2,0.588,2,1,0,0,No,neg
1,4,0.588,2,1,0,0,No,neg
10,6,0.588,2,1,0,0,400,int
19,6,0.588,2,1,0,0,2000,int
7,2,0.588,1,1,1,1,100,pos
10,1,0.588,1,1,1,1,100,pos
2,1,0.5881,2,1,0,0,100,int
13,6,0.5881,2,1,0,0,400,neg
6,1,0.5881,1,1,1,1,No,pos
20,1,0.5881,1,1,1,1,400,pos
1,1,0.5882,2,1,0,0,No,neg
11,2,0.5882,2,1,0,0,100,int
19,6,0.5882,1,1,1,1,2000,pos
19,1,0.5882,1,1,1,1,No,pos
6,6,0.5882,1,1,1,1,400,pos
12,2,0.5882,2,1,0,0,No,neg
24,2,0.5882,2,1,0,0,No,int
7,2,0.5883,2,1,0,0,100,int
13,2,0.5883,2,1,0,0,No,int
16,6,0.5883,1,1,1,1,400,pos
6,2,0.5884,2,1,0,0,No,neg
13,1,0.5884,2,1,0,0,400,neg
6,2,0.5884,1,1,1,1,100,pos
8,2,0.5884,1,1,1,1,2000,pos
1,1,0.5885,1,1,1,1,100,pos
7,4,0.5885,1,1,1,1,No,pos
3,1,0.5885,1,1,1,1,1000,pos
12,6,0.5885,2,1,0,0,1000,int
17,2,0.5885,2,1,0,0,100,neg
21,6,0.5885,2,1,0,0,2000,neg
18,2,0.5885,1,1,1,1,2000,pos
5,1,0.5886,2,1,0,0,400,neg
6,1,0.5886,1,1,1,1,No,pos
1,1,0.5887,1,1,1,1,100,pos
5,4,0.5887,1,1,1,1,100,pos
21,6,0.5887,2,0,0,1,2000,int
22,4,0.5887,1,1,1,1,100,pos
24,4,0.5887,2,1,0,0,400,neg
20,1,0.5887,1,1,1,1,400,pos
20,4,0.5887,1,1,1,1,No,pos
16,1,0.5887,2,1,0,0,No,neg
5,4,0.5888,2,1,0,0,100,neg
17,1,0.5888,1,1,1,1,No,pos
17,1,0.5888,2,1,0,0,No,neg
19,2,0.5889,2,1,0,0,No,int
22,4,0.5889,2,1,0,0,100,int
6,1,0.5889,2,1,0,0,1000,neg
20,1,0.5889,2,1,0,0,400,neg
20,1,0.5889,1,1,1,1,400,pos
18,4,0.5889,2,1,0,0,100,neg
1,6,0.589,2,1,0,0,400,int
1,4,0.589,2,1,0,0,100,int
15,1,0.589,1,1,1,1,1000,pos
15,1,0.589,2,1,0,0,2000,neg
7,2,0.589,2,1,0,0,No,neg
8,4,0.589,1,1,1,1,No,pos
16,2,0.589,1,1,1,1,2000,pos
1,6,0.5891,2,1,0,0,400,neg
9,4,0.5891,1,1,1,1,100,pos
23,1,0.5891,1,1,1,1,2000,pos
20,6,0.5891,2,1,0,0,No,int
21,4,0.5892,1,1,1,1,100,pos
18,4,0.5892,1,0,1,0,100,pos
3,4,0.5893,1,1,1,1,No,pos
7,1,0.5893,1,1,1,1,2000,pos
14,4,0.5893,2,1,0,0,No,int
23,1,0.5894,2,1,0,0,2000,int
15,2,0.5894,1,1,1,1,1000,pos
16,2,0.5894,2,1,0,0,1000,int
20,2,0.5894,2,1,0,0,1000,int
2,4,0.5895,1,1,1,1,100,pos
6,2,0.5895,2,1,0,0,2000,int
24,1,0.5895,1,1,1,1,2000,pos
2,4,0.5896,2,1,0,0,100,int
4,2,0.5896,1,1,1,1,400,pos
14,4,0.5896,2,1,0,0,100,neg
14,2,0.5896,2,1,0,0,1000,neg
12,4,0.5896,2,1,0,0,No,neg
13,1,0.5896,2,1,0,0,1000,int
15,1,0.5896,2,1,0,0,400,int
