subj_idx,size,rt,stim,correct,corresp,response,CSI,probe
10,4,0.2101,1,1,1,1,1000,pos
17,2,0.2168,1,0,1,0,1000,pos
2,2,0.2204,1,1,1,1,100,pos
7,2,0.2322,2,0,0,1,400,int
7,2,0.2401,1,1,1,1,400,pos
4,1,0.2429,1,1,1,1,100,pos
24,2,0.2473,1,1,1,1,400,pos
7,2,0.2483,1,1,1,1,400,pos
7,4,0.2496,1,1,1,1,400,pos
4,1,0.2537,1,1,1,1,400,pos
21,2,0.2564,1,1,1,1,1000,pos
24,6,0.2584,2,1,0,0,400,int
7,1,0.259,2,1,0,0,No,int
7,6,0.2597,2,0,0,1,400,int
7,2,0.2641,1,1,1,1,400,pos
7,2,0.2644,1,1,1,1,400,pos
17,2,0.2695,1,1,1,1,No,pos
4,1,0.2701,1,1,1,1,1000,pos
4,1,0.2703,1,1,1,1,1000,pos
12,4,0.2708,1,1,1,1,100,pos
23,1,0.2718,1,1,1,1,1000,pos
7,2,0.2719,1,1,1,1,2000,pos
7,4,0.2721,2,0,0,1,1000,int
4,4,0.2729,1,1,1,1,1000,pos
24,4,0.2731,1,1,1,1,1000,pos
7,4,0.2736,2,0,0,1,400,neg
7,2,0.2778,1,1,1,1,1000,pos
7,2,0.2779,2,0,0,1,400,int
11,4,0.2782,1,1,1,1,No,pos
20,4,0.2784,1,1,1,1,2000,pos
20,4,0.2787,1,0,1,0,1000,pos
11,1,0.2791,1,1,1,1,2000,pos
24,2,0.2793,1,1,1,1,400,pos
7,2,0.2802,1,1,1,1,1000,pos
2,1,0.2807,1,1,1,1,No,pos
1,4,0.2807,1,1,1,1,1000,pos
14,4,0.2815,1,1,1,1,2000,pos
7,4,0.2817,1,0,1,0,1000,pos
7,4,0.2819,1,1,1,1,1000,pos
7,6,0.2823,1,1,1,1,1000,pos
7,2,0.2825,1,1,1,1,1000,pos
7,6,0.2839,1,1,1,1,400,pos
17,6,0.2841,1,0,1,0,1000,pos
7,1,0.2852,1,1,1,1,2000,pos
20,2,0.2857,1,1,1,1,1000,pos
24,1,0.2861,1,1,1,1,1000,pos
24,1,0.2865,1,1,1,1,400,pos
7,1,0.2873,1,1,1,1,400,pos
14,1,0.2874,1,1,1,1,2000,pos
24,2,0.2874,1,1,1,1,400,pos
7,2,0.2879,1,1,1,1,1000,pos
7,2,0.2882,1,1,1,1,1000,pos
14,6,0.2883,1,1,1,1,1000,pos
12,2,0.2886,1,1,1,1,400,pos
7,2,0.2886,2,0,0,1,400,int
7,4,0.2888,1,1,1,1,1000,pos
12,2,0.2889,1,1,1,1,400,pos
19,4,0.2889,1,1,1,1,400,pos
7,4,0.2895,1,1,1,1,1000,pos
14,4,0.2897,1,1,1,1,2000,pos
19,4,0.2898,1,1,1,1,400,pos
7,4,0.2901,2,0,0,1,400,neg
20,1,0.2901,1,1,1,1,No,pos
7,1,0.2906,1,1,1,1,400,pos
24,6,0.2907,1,1,1,1,1000,pos
2,1,0.2917,1,1,1,1,No,pos
14,6,0.2918,1,1,1,1,2000,pos
24,2,0.292,1,1,1,1,100,pos
20,1,0.2928,1,1,1,1,2000,pos
4,1,0.294,1,1,1,1,400,pos
7,4,0.2943,1,1,1,1,2000,pos
5,2,0.2944,2,1,0,0,400,int
4,1,0.2945,1,1,1,1,2000,pos
23,1,0.2945,1,1,1,1,400,pos
7,1,0.2946,1,1,1,1,1000,pos
11,1,0.2947,1,1,1,1,2000,pos
7,1,0.2949,1,1,1,1,1000,pos
7,2,0.295,1,1,1,1,1000,pos
24,2,0.2952,1,1,1,1,2000,pos
7,2,0.2958,1,1,1,1,400,pos
17,1,0.2959,1,1,1,1,2000,pos
17,2,0.2962,2,0,0,1,1000,neg
7,1,0.2962,1,1,1,1,100,pos
7,4,0.2965,1,1,1,1,400,pos
11,4,0.2965,1,1,1,1,2000,pos
24,4,0.2965,1,1,1,1,1000,pos
17,2,0.2968,1,1,1,1,1000,pos
1,4,0.2969,1,1,1,1,400,pos
11,6,0.297,1,1,1,1,2000,pos
23,4,0.2971,2,1,0,0,2000,int
20,6,0.2973,1,1,1,1,1000,pos
7,4,0.2974,1,1,1,1,1000,pos
2,4,0.2975,1,1,1,1,400,pos
3,4,0.2975,1,1,1,1,400,pos
14,4,0.2976,1,1,1,1,1000,pos
12,4,0.2979,1,1,1,1,400,pos
2,4,0.2981,1,1,1,1,1000,pos
23,4,0.2982,1,0,1,0,1000,pos
8,6,0.2984,1,1,1,1,400,pos
7,6,0.2986,1,1,1,1,1000,pos
1,6,0.2987,1,1,1,1,2000,pos
14,6,0.2994,1,1,1,1,2000,pos
11,1,0.2995,1,1,1,1,No,pos
14,6,0.2996,1,1,1,1,2000,pos
14,6,0.2998,1,1,1,1,2000,pos
2,1,0.2999,1,1,1,1,No,pos
23,6,0.3,1,1,1,1,1000,pos
1,6,0.3006,1,1,1,1,400,pos
17,6,0.3011,1,1,1,1,100,pos
24,4,0.3014,2,1,0,0,1000,neg
17,2,0.3016,1,0,1,0,2000,pos
24,1,0.3017,1,1,1,1,400,pos
4,1,0.3018,1,1,1,1,400,pos
12,4,0.302,1,1,1,1,100,pos
4,1,0.3023,1,1,1,1,2000,pos
8,2,0.3027,1,1,1,1,400,pos
12,4,0.3028,1,1,1,1,1000,pos
24,1,0.3029,1,1,1,1,400,pos
4,2,0.303,1,1,1,1,400,pos
11,1,0.3033,1,1,1,1,1000,pos
14,2,0.3037,1,1,1,1,2000,pos
12,1,0.3038,1,1,1,1,400,pos
7,2,0.3038,1,1,1,1,1000,pos
7,4,0.3039,1,1,1,1,2000,pos
11,4,0.3039,1,1,1,1,2000,pos
14,2,0.304,1,1,1,1,400,pos
7,2,0.304,1,1,1,1,1000,pos
24,6,0.304,1,1,1,1,100,pos
14,2,0.3041,1,1,1,1,2000,pos
7,2,0.3042,1,1,1,1,2000,pos
7,4,0.3044,1,1,1,1,400,pos
3,4,0.3045,1,1,1,1,2000,pos
5,4,0.3047,2,1,0,0,400,neg
7,4,0.3049,1,1,1,1,2000,pos
21,4,0.3051,1,1,1,1,1000,pos
24,4,0.3052,1,1,1,1,400,pos
24,4,0.3052,1,1,1,1,400,pos
12,4,0.3053,1,1,1,1,1000,pos
14,4,0.3054,1,1,1,1,400,pos
3,4,0.3056,1,1,1,1,1000,pos
24,6,0.3056,1,1,1,1,1000,pos
24,2,0.3058,1,1,1,1,100,pos
23,4,0.3061,1,1,1,1,1000,pos
17,4,0.3063,1,1,1,1,1000,pos
11,6,0.3064,1,1,1,1,1000,pos
17,4,0.3064,1,1,1,1,2000,pos
7,6,0.3065,1,1,1,1,2000,pos
17,4,0.3065,1,1,1,1,1000,pos
24,1,0.3065,1,1,1,1,No,pos
4,1,0.3067,1,1,1,1,100,pos
12,4,0.3067,1,1,1,1,400,pos
12,6,0.3067,1,1,1,1,1000,pos
12,2,0.3068,1,1,1,1,400,pos
7,1,0.3069,1,0,1,0,No,pos
19,4,0.307,1,1,1,1,2000,pos
24,1,0.3071,1,1,1,1,No,pos
24,1,0.3074,2,1,0,0,100,int
14,6,0.3075,1,1,1,1,400,pos
7,6,0.3075,2,0,0,1,400,int
20,4,0.3075,1,1,1,1,100,pos
11,2,0.3076,2,0,0,1,400,neg
24,2,0.3078,1,1,1,1,100,pos
11,6,0.3079,1,1,1,1,2000,pos
14,6,0.3079,1,1,1,1,1000,pos
7,2,0.3079,1,1,1,1,100,pos
14,1,0.308,1,1,1,1,No,pos
2,1,0.3081,1,1,1,1,No,pos
12,1,0.3081,1,1,1,1,No,pos
7,1,0.3083,1,1,1,1,No,pos
12,6,0.3084,1,1,1,1,400,pos
12,2,0.309,1,1,1,1,100,pos
7,2,0.3091,1,1,1,1,2000,pos
5,4,0.3093,2,1,0,0,400,neg
11,1,0.3096,1,1,1,1,2000,pos
7,2,0.3099,1,1,1,1,2000,pos
17,4,0.31,1,1,1,1,100,pos
4,1,0.3101,2,0,0,1,2000,int
7,4,0.3101,2,0,0,1,100,int
8,1,0.3102,1,1,1,1,400,pos
24,1,0.3102,1,1,1,1,1000,pos
9,1,0.3104,1,1,1,1,1000,pos
23,1,0.3104,1,1,1,1,400,pos
4,2,0.3107,1,1,1,1,2000,pos
19,2,0.3107,1,1,1,1,400,pos
11,1,0.311,1,1,1,1,2000,pos
11,1,0.3111,1,1,1,1,2000,pos
14,4,0.3111,1,1,1,1,2000,pos
14,1,0.3111,2,1,0,0,400,neg
11,4,0.3112,1,1,1,1,2000,pos
24,2,0.3113,2,1,0,0,400,neg
12,1,0.3116,1,1,1,1,1000,pos
20,4,0.3116,1,1,1,1,400,pos
2,2,0.3117,1,1,1,1,400,pos
14,2,0.3118,1,1,1,1,2000,pos
7,4,0.3121,2,0,0,1,400,int
14,2,0.3121,1,1,1,1,400,pos
12,2,0.3122,1,1,1,1,400,pos
7,4,0.3123,1,1,1,1,400,pos
7,2,0.3124,1,1,1,1,400,pos
1,4,0.3125,1,1,1,1,1000,pos
7,4,0.3126,1,1,1,1,1000,pos
7,4,0.3127,1,1,1,1,1000,pos
7,4,0.3128,1,1,1,1,1000,pos
12,2,0.3128,1,1,1,1,1000,pos
4,1,0.3129,1,1,1,1,100,pos
14,4,0.3129,1,1,1,1,400,pos
21,4,0.3129,1,1,1,1,1000,pos
12,4,0.3132,1,1,1,1,400,pos
24,1,0.3132,1,1,1,1,100,pos
23,6,0.3132,2,1,0,0,400,neg
4,1,0.3133,1,1,1,1,100,pos
24,6,0.3133,2,1,0,0,400,neg
21,6,0.3135,2,0,0,1,1000,int
7,4,0.3138,2,0,0,1,1000,int
14,4,0.3139,1,1,1,1,1000,pos
14,4,0.314,1,1,1,1,2000,pos
20,1,0.314,1,1,1,1,No,pos
1,4,0.3141,1,1,1,1,2000,pos
24,2,0.3141,1,1,1,1,100,pos
7,1,0.3142,1,0,1,0,No,pos
21,4,0.3142,1,1,1,1,1000,pos
12,4,0.3144,1,1,1,1,2000,pos
4,1,0.3146,1,1,1,1,No,pos
12,4,0.3146,1,1,1,1,1000,pos
23,4,0.3146,2,1,0,0,1000,neg
14,2,0.3149,1,1,1,1,2000,pos
4,1,0.315,1,1,1,1,No,pos
24,4,0.315,1,1,1,1,100,pos
14,6,0.3151,1,1,1,1,2000,pos
4,1,0.3155,2,1,0,0,No,neg
2,1,0.3155,1,1,1,1,No,pos
17,6,0.3159,1,1,1,1,2000,pos
14,6,0.3161,1,1,1,1,400,pos
17,6,0.3162,1,1,1,1,1000,pos
21,6,0.3164,1,1,1,1,1000,pos
21,6,0.3164,1,1,1,1,2000,pos
17,1,0.3166,1,1,1,1,No,pos
2,2,0.3167,1,1,1,1,No,pos
4,2,0.3168,1,1,1,1,400,pos
7,2,0.3168,1,1,1,1,No,pos
23,4,0.3171,2,1,0,0,1000,int
4,1,0.3175,1,1,1,1,400,pos
4,1,0.3176,1,1,1,1,400,pos
3,1,0.3179,1,1,1,1,400,pos
11,1,0.318,1,1,1,1,400,pos
12,6,0.3181,1,1,1,1,400,pos
14,1,0.3183,1,1,1,1,400,pos
24,2,0.3183,1,1,1,1,1000,pos
4,1,0.3184,1,1,1,1,2000,pos
5,2,0.3185,1,1,1,1,400,pos
24,2,0.3186,1,1,1,1,1000,pos
4,2,0.3187,1,1,1,1,400,pos
17,1,0.3189,1,1,1,1,1000,pos
20,4,0.3189,1,1,1,1,1000,pos
8,2,0.319,1,1,1,1,400,pos
4,1,0.3191,1,1,1,1,No,pos
14,1,0.3191,1,1,1,1,2000,pos
11,1,0.3192,2,1,0,0,1000,neg
24,2,0.3194,1,1,1,1,400,pos
13,1,0.3195,1,1,1,1,2000,pos
23,1,0.3195,1,1,1,1,1000,pos
13,2,0.3196,1,1,1,1,400,pos
24,2,0.3196,1,1,1,1,400,pos
3,2,0.3197,1,1,1,1,1000,pos
23,4,0.3197,2,0,0,1,1000,neg
2,2,0.3198,1,1,1,1,1000,pos
17,1,0.3199,1,1,1,1,400,pos
7,2,0.3199,1,1,1,1,1000,pos
7,2,0.3201,1,1,1,1,400,pos
7,2,0.3201,1,1,1,1,400,pos
11,4,0.3202,1,1,1,1,1000,pos
24,4,0.3202,1,1,1,1,1000,pos
7,4,0.3203,1,1,1,1,1000,pos
19,1,0.3203,1,1,1,1,100,pos
12,1,0.3205,1,1,1,1,1000,pos
1,4,0.3206,1,1,1,1,2000,pos
22,4,0.3206,1,1,1,1,400,pos
21,2,0.3207,2,1,0,0,2000,int
2,4,0.3208,1,1,1,1,400,pos
7,4,0.3209,1,1,1,1,2000,pos
11,4,0.3209,1,1,1,1,2000,pos
12,2,0.3209,1,1,1,1,400,pos
24,4,0.3209,1,1,1,1,2000,pos
20,6,0.321,1,1,1,1,400,pos
24,4,0.321,1,1,1,1,1000,pos
3,4,0.3211,1,1,1,1,1000,pos
14,4,0.3213,1,1,1,1,1000,pos
20,6,0.3214,1,1,1,1,1000,pos
5,4,0.3216,2,1,0,0,2000,neg
14,4,0.3217,1,1,1,1,400,pos
5,6,0.3217,1,0,1,0,No,pos
14,4,0.3218,1,1,1,1,400,pos
14,4,0.3218,1,1,1,1,2000,pos
11,4,0.3219,1,1,1,1,2000,pos
23,4,0.3219,1,1,1,1,1000,pos
12,4,0.322,2,1,0,0,1000,int
21,1,0.322,2,1,0,0,100,int
2,1,0.3222,1,1,1,1,100,pos
1,6,0.3222,2,1,0,0,2000,neg
14,4,0.3222,1,1,1,1,400,pos
7,4,0.3223,1,1,1,1,400,pos
17,4,0.3224,1,1,1,1,2000,pos
4,1,0.3225,1,1,1,1,100,pos
17,4,0.3225,1,1,1,1,1000,pos
24,1,0.3225,1,1,1,1,100,pos
4,1,0.3226,1,1,1,1,No,pos
4,1,0.3226,1,1,1,1,No,pos
1,6,0.3227,1,1,1,1,2000,pos
23,6,0.3227,1,1,1,1,2000,pos
1,4,0.3228,1,1,1,1,400,pos
4,1,0.3228,1,1,1,1,No,pos
24,6,0.3229,1,1,1,1,400,pos
24,6,0.3229,2,1,0,0,400,int
1,4,0.323,1,1,1,1,400,pos
12,1,0.323,1,1,1,1,No,pos
7,2,0.3231,1,0,1,0,100,pos
14,6,0.3231,1,1,1,1,400,pos
12,1,0.3231,1,1,1,1,No,pos
8,6,0.3232,1,1,1,1,1000,pos
14,1,0.3232,1,1,1,1,No,pos
7,2,0.3233,1,1,1,1,2000,pos
24,1,0.3233,1,1,1,1,No,pos
14,6,0.3234,1,1,1,1,400,pos
7,1,0.3235,1,1,1,1,No,pos
17,6,0.3236,1,1,1,1,2000,pos
24,1,0.3236,1,1,1,1,No,pos
1,2,0.3237,1,1,1,1,No,pos
14,6,0.3237,1,1,1,1,2000,pos
14,6,0.3238,1,1,1,1,400,pos
19,1,0.3238,1,1,1,1,No,pos
7,6,0.3238,1,1,1,1,400,pos
2,1,0.3239,1,1,1,1,No,pos
14,6,0.324,1,1,1,1,1000,pos
17,1,0.324,1,1,1,1,100,pos
20,4,0.3241,1,1,1,1,400,pos
12,6,0.3242,1,1,1,1,1000,pos
17,1,0.3243,1,1,1,1,100,pos
23,6,0.3243,1,1,1,1,1000,pos
14,1,0.3244,1,1,1,1,No,pos
12,1,0.3245,1,1,1,1,No,pos
4,1,0.3247,1,1,1,1,100,pos
17,1,0.3247,1,1,1,1,No,pos
20,1,0.3248,1,1,1,1,1000,pos
20,1,0.3248,1,0,1,0,1000,pos
24,6,0.3249,1,1,1,1,1000,pos
20,1,0.325,1,1,1,1,400,pos
19,4,0.3251,1,1,1,1,1000,pos
12,2,0.3252,1,1,1,1,No,pos
19,1,0.3253,1,1,1,1,1000,pos
18,2,0.3253,1,1,1,1,400,pos
20,1,0.3254,1,1,1,1,400,pos
24,1,0.3256,1,1,1,1,2000,pos
20,2,0.3257,1,1,1,1,400,pos
14,4,0.3259,1,1,1,1,100,pos
4,1,0.3262,1,1,1,1,400,pos
4,2,0.3263,1,1,1,1,400,pos
3,1,0.3263,1,1,1,1,1000,pos
22,2,0.3263,1,1,1,1,1000,pos
2,1,0.3264,1,1,1,1,2000,pos
12,2,0.3264,1,1,1,1,400,pos
20,4,0.3264,1,1,1,1,2000,pos
23,1,0.3264,1,1,1,1,2000,pos
1,1,0.3267,1,1,1,1,2000,pos
24,1,0.3267,1,1,1,1,400,pos
7,2,0.3269,1,1,1,1,1000,pos
12,1,0.3269,1,1,1,1,400,pos
17,1,0.3272,1,1,1,1,400,pos
4,2,0.3273,1,1,1,1,1000,pos
11,4,0.3273,1,1,1,1,2000,pos
14,1,0.3274,1,0,1,0,400,pos
12,1,0.3274,1,1,1,1,1000,pos
14,1,0.3275,2,1,0,0,1000,int
4,2,0.3276,1,1,1,1,1000,pos
7,4,0.3276,2,0,0,1,2000,int
21,1,0.3276,1,1,1,1,1000,pos
12,1,0.3277,2,1,0,0,1000,int
7,6,0.3278,1,1,1,1,2000,pos
7,2,0.3278,1,1,1,1,1000,pos
14,2,0.3279,1,1,1,1,2000,pos
3,4,0.328,1,1,1,1,1000,pos
2,2,0.328,1,1,1,1,400,pos
14,2,0.328,1,1,1,1,1000,pos
12,2,0.3281,2,1,0,0,400,neg
11,4,0.3282,1,1,1,1,2000,pos
24,4,0.3282,2,1,0,0,1000,int
14,2,0.3283,1,1,1,1,2000,pos
6,2,0.3283,1,1,1,1,400,pos
24,2,0.3283,1,1,1,1,No,pos
5,4,0.3285,2,1,0,0,400,int
14,2,0.3285,1,1,1,1,1000,pos
12,2,0.3285,1,1,1,1,400,pos
7,2,0.3285,2,0,0,1,400,neg
24,4,0.3285,1,1,1,1,400,pos
7,4,0.3286,1,1,1,1,1000,pos
1,4,0.3286,1,1,1,1,2000,pos
1,4,0.3286,1,1,1,1,2000,pos
17,2,0.3286,1,1,1,1,1000,pos
18,4,0.3286,2,1,0,0,400,int
7,4,0.3287,1,1,1,1,1000,pos
21,2,0.3287,1,1,1,1,1000,pos
1,4,0.3288,1,1,1,1,2000,pos
1,4,0.329,1,1,1,1,400,pos
12,6,0.329,1,1,1,1,1000,pos
24,4,0.329,2,1,0,0,1000,neg
20,6,0.3291,1,1,1,1,1000,pos
3,4,0.3293,1,1,1,1,1000,pos
3,4,0.3294,1,1,1,1,1000,pos
11,6,0.3294,1,1,1,1,1000,pos
14,4,0.3294,1,1,1,1,2000,pos
24,6,0.3294,1,1,1,1,1000,pos
14,4,0.3295,1,1,1,1,400,pos
13,4,0.3296,2,1,0,0,400,int
24,4,0.3296,1,1,1,1,1000,pos
5,6,0.33,2,1,0,0,1000,neg
14,4,0.33,1,1,1,1,1000,pos
14,4,0.33,1,1,1,1,400,pos
20,1,0.33,1,1,1,1,No,pos
24,4,0.33,1,1,1,1,1000,pos
21,1,0.3301,2,1,0,0,100,neg
19,4,0.3302,1,1,1,1,400,pos
4,1,0.3303,1,1,1,1,No,pos
7,6,0.3303,1,1,1,1,1000,pos
24,4,0.3303,1,1,1,1,1000,pos
12,4,0.3305,1,1,1,1,400,pos
4,1,0.3306,1,1,1,1,No,pos
24,6,0.3306,2,1,0,0,400,int
2,1,0.3307,1,1,1,1,100,pos
7,6,0.3307,1,1,1,1,2000,pos
4,1,0.3309,1,1,1,1,No,pos
7,1,0.3309,2,1,0,0,No,neg
14,4,0.331,1,1,1,1,100,pos
24,6,0.331,1,1,1,1,400,pos
24,6,0.331,1,1,1,1,1000,pos
14,6,0.3311,1,1,1,1,2000,pos
3,6,0.3312,1,1,1,1,1000,pos
14,6,0.3312,1,1,1,1,2000,pos
3,1,0.3313,1,1,1,1,No,pos
11,1,0.3313,1,1,1,1,100,pos
14,6,0.3313,1,1,1,1,1000,pos
24,1,0.3313,1,1,1,1,No,pos
2,1,0.3314,1,1,1,1,No,pos
12,1,0.3314,1,1,1,1,No,pos
18,2,0.3314,1,1,1,1,2000,pos
14,6,0.3317,1,1,1,1,400,pos
7,1,0.332,1,1,1,1,No,pos
7,2,0.332,1,1,1,1,100,pos
24,6,0.332,1,1,1,1,1000,pos
17,6,0.3323,2,1,0,0,2000,int
23,6,0.3323,2,1,0,0,1000,neg
12,1,0.3324,1,1,1,1,No,pos
19,4,0.3324,1,1,1,1,100,pos
14,1,0.3326,1,1,1,1,400,pos
19,4,0.3326,1,1,1,1,100,pos
19,4,0.3326,1,1,1,1,100,pos
12,1,0.3327,1,1,1,1,No,pos
20,1,0.3329,1,1,1,1,2000,pos
7,2,0.333,1,1,1,1,2000,pos
1,2,0.3331,2,1,0,0,2000,int
4,4,0.3332,1,1,1,1,100,pos
20,2,0.3332,1,1,1,1,400,pos
4,1,0.3333,1,1,1,1,No,pos
20,1,0.3333,1,1,1,1,1000,pos
17,4,0.3334,1,1,1,1,2000,pos
11,2,0.3336,1,1,1,1,2000,pos
14,4,0.3336,1,1,1,1,100,pos
17,2,0.3336,1,1,1,1,No,pos
14,2,0.3337,1,1,1,1,400,pos
24,1,0.3338,1,1,1,1,100,pos
7,1,0.3339,1,1,1,1,400,pos
7,1,0.3339,1,1,1,1,1000,pos
14,1,0.3339,2,1,0,0,2000,neg
7,1,0.3341,1,1,1,1,2000,pos
3,1,0.3342,1,1,1,1,2000,pos
11,2,0.3342,1,1,1,1,2000,pos
7,1,0.3343,1,0,1,0,400,pos
14,4,0.3343,1,1,1,1,400,pos
4,2,0.3344,1,1,1,1,1000,pos
3,1,0.3345,2,1,0,0,1000,neg
7,2,0.3345,2,0,0,1,1000,int
24,2,0.3345,1,1,1,1,1000,pos
14,1,0.3346,1,1,1,1,2000,pos
19,2,0.3346,1,1,1,1,1000,pos
2,1,0.3347,1,1,1,1,1000,pos
12,1,0.3347,1,1,1,1,100,pos
12,2,0.3347,1,1,1,1,2000,pos
24,2,0.3347,1,1,1,1,400,pos
12,4,0.3348,1,1,1,1,400,pos
11,2,0.3349,1,1,1,1,400,pos
14,4,0.3349,1,1,1,1,1000,pos
7,1,0.3349,1,1,1,1,2000,pos
3,4,0.335,1,1,1,1,400,pos
4,2,0.335,1,1,1,1,400,pos
2,1,0.335,1,1,1,1,1000,pos
11,1,0.335,1,1,1,1,2000,pos
14,1,0.335,1,1,1,1,400,pos
22,2,0.335,1,1,1,1,1000,pos
22,2,0.335,1,1,1,1,2000,pos
19,1,0.335,1,1,1,1,1000,pos
7,1,0.335,1,1,1,1,2000,pos
14,1,0.3351,1,1,1,1,2000,pos
14,1,0.3351,1,1,1,1,2000,pos
22,2,0.3351,1,1,1,1,1000,pos
4,2,0.3353,1,1,1,1,400,pos
7,1,0.3353,1,1,1,1,400,pos
4,2,0.3354,1,1,1,1,400,pos
1,2,0.3354,1,1,1,1,400,pos
2,1,0.3355,1,1,1,1,400,pos
6,2,0.3355,1,1,1,1,2000,pos
14,1,0.3356,1,1,1,1,1000,pos
14,1,0.3356,1,1,1,1,400,pos
12,1,0.3356,1,1,1,1,400,pos
3,2,0.3357,2,1,0,0,400,neg
14,2,0.3357,2,1,0,0,2000,int
12,2,0.3357,1,1,1,1,400,pos
24,2,0.3357,1,1,1,1,400,pos
17,1,0.3358,1,1,1,1,400,pos
2,2,0.3359,1,1,1,1,400,pos
11,4,0.3359,1,1,1,1,1000,pos
14,2,0.3359,1,1,1,1,1000,pos
14,2,0.3361,1,1,1,1,2000,pos
7,2,0.3361,1,1,1,1,400,pos
1,4,0.3362,1,1,1,1,2000,pos
19,4,0.3362,1,1,1,1,400,pos
11,4,0.3363,1,1,1,1,400,pos
12,4,0.3364,1,1,1,1,1000,pos
7,4,0.3366,1,1,1,1,2000,pos
8,1,0.3366,1,1,1,1,400,pos
22,4,0.3366,1,1,1,1,400,pos
12,2,0.3367,2,1,0,0,1000,int
17,2,0.3367,1,1,1,1,2000,pos
7,4,0.3368,1,1,1,1,2000,pos
20,6,0.3368,1,1,1,1,400,pos
7,4,0.3369,1,1,1,1,2000,pos
21,2,0.3369,1,0,1,0,400,pos
3,4,0.337,1,1,1,1,400,pos
3,4,0.337,1,1,1,1,1000,pos
17,2,0.337,1,1,1,1,400,pos
24,1,0.337,1,1,1,1,100,pos
20,6,0.337,1,1,1,1,1000,pos
24,4,0.337,1,1,1,1,1000,pos
2,6,0.3371,1,1,1,1,1000,pos
8,4,0.3371,1,1,1,1,400,pos
14,4,0.3371,1,1,1,1,400,pos
19,6,0.3371,1,1,1,1,1000,pos
23,4,0.3372,2,1,0,0,400,int
23,4,0.3372,1,1,1,1,2000,pos
5,6,0.3373,2,1,0,0,1000,neg
3,4,0.3373,1,1,1,1,400,pos
19,6,0.3373,1,1,1,1,1000,pos
24,4,0.3373,1,1,1,1,400,pos
11,1,0.3374,1,1,1,1,100,pos
11,6,0.3374,1,1,1,1,2000,pos
7,4,0.3374,1,1,1,1,2000,pos
7,4,0.3375,1,1,1,1,1000,pos
7,4,0.3375,1,1,1,1,1000,pos
11,1,0.3377,1,1,1,1,100,pos
14,4,0.3377,2,1,0,0,2000,neg
14,4,0.3378,1,1,1,1,400,pos
14,1,0.3378,2,1,0,0,100,neg
14,4,0.3378,2,1,0,0,1000,int
19,1,0.3378,1,1,1,1,100,pos
7,4,0.3378,1,1,1,1,2000,pos
7,4,0.3378,1,1,1,1,1000,pos
14,4,0.3379,1,1,1,1,2000,pos
19,2,0.3379,1,1,1,1,100,pos
7,4,0.3379,1,1,1,1,400,pos
7,4,0.3379,1,1,1,1,2000,pos
24,2,0.3379,1,1,1,1,100,pos
7,1,0.3381,1,1,1,1,1000,pos
7,4,0.3381,1,1,1,1,400,pos
1,4,0.3382,1,1,1,1,2000,pos
24,4,0.3382,1,1,1,1,1000,pos
4,1,0.3385,1,1,1,1,100,pos
14,6,0.3385,1,1,1,1,400,pos
12,4,0.3385,1,1,1,1,1000,pos
17,4,0.3385,2,1,0,0,2000,neg
24,6,0.3385,2,1,0,0,400,int
11,6,0.3386,1,1,1,1,400,pos
12,4,0.3386,2,1,0,0,1000,int
17,4,0.3386,2,1,0,0,2000,neg
20,1,0.3386,1,1,1,1,No,pos
5,6,0.3387,2,1,0,0,2000,int
4,1,0.3389,1,1,1,1,No,pos
7,2,0.3389,1,1,1,1,2000,pos
14,6,0.3389,2,1,0,0,400,int
24,6,0.3389,2,1,0,0,400,neg
11,1,0.339,1,1,1,1,No,pos
14,6,0.3391,1,1,1,1,2000,pos
4,2,0.3392,1,1,1,1,400,pos
24,1,0.3392,1,1,1,1,No,pos
4,2,0.3393,1,1,1,1,100,pos
3,1,0.3395,1,1,1,1,No,pos
14,6,0.3395,1,1,1,1,1000,pos
24,1,0.3395,1,1,1,1,No,pos
7,6,0.3396,1,1,1,1,1000,pos
7,6,0.3396,1,1,1,1,1000,pos
17,1,0.3397,1,1,1,1,100,pos
14,6,0.3398,2,0,0,1,1000,neg
14,6,0.3398,1,1,1,1,1000,pos
11,6,0.3399,1,1,1,1,2000,pos
14,6,0.3399,1,1,1,1,2000,pos
19,6,0.3399,1,1,1,1,2000,pos
7,1,0.3399,1,0,1,0,No,pos
24,6,0.3399,1,1,1,1,1000,pos
2,6,0.34,1,1,1,1,1000,pos
1,1,0.3403,1,1,1,1,2000,pos
12,2,0.3403,1,1,1,1,100,pos
12,6,0.3403,1,1,1,1,2000,pos
17,6,0.3403,1,1,1,1,1000,pos
1,6,0.3404,1,1,1,1,2000,pos
20,1,0.3406,2,1,0,0,2000,neg
6,1,0.3407,1,1,1,1,400,pos
21,1,0.3407,2,1,0,0,No,neg
22,4,0.3408,1,1,1,1,100,pos
7,2,0.3408,1,1,1,1,No,pos
7,1,0.3409,1,1,1,1,1000,pos
11,1,0.341,1,1,1,1,2000,pos
11,2,0.3411,1,1,1,1,2000,pos
19,1,0.3411,1,1,1,1,2000,pos
7,2,0.3411,1,1,1,1,No,pos
20,1,0.3411,2,1,0,0,400,int
12,6,0.3413,1,1,1,1,100,pos
14,4,0.3414,1,1,1,1,100,pos
19,1,0.3414,1,1,1,1,2000,pos
7,2,0.3415,1,1,1,1,2000,pos
