subj_idx,CSI,size,probe,rt,correct,stim,response
18,2000,4,pos,0.4202,1,2,1
6,400,2,pos,0.4202,1,2,1
6,2000,6,pos,0.4202,1,2,1
7,2000,4,neg,0.4202,1,1,0
19,400,6,pos,0.4203,1,2,1
23,2000,2,pos,0.4203,1,2,1
7,400,2,pos,0.4203,1,2,1
12,400,4,pos,0.4204,1,2,1
19,2000,6,pos,0.4205,1,2,1
12,2000,4,pos,0.4212,1,2,1
22,100,2,pos,0.4213,1,2,1
18,100,4,pos,0.4216,1,2,1
13,2000,8,pos,0.4221,1,2,1
12,100,4,pos,0.4224,1,2,1
4,100,2,int,0.423,0,1,1
5,100,6,pos,0.4233,1,2,1
6,100,6,neg,0.4235,0,1,1
22,100,4,int,0.4235,0,1,1
4,400,4,int,0.424,1,1,0
6,100,2,pos,0.4241,1,2,1
6,100,2,pos,0.4242,1,2,1
22,2000,6,pos,0.4245,0,2,0
24,100,6,pos,0.4246,1,2,1
22,2000,2,int,0.4249,1,1,0
22,2000,2,pos,0.425,1,2,1
12,2000,2,pos,0.4252,1,2,1
19,400,2,pos,0.4258,1,2,1
11,2000,2,pos,0.4258,1,2,1
22,2000,8,pos,0.4261,1,2,1
8,400,8,pos,0.4263,1,2,1
12,400,8,int,0.4264,1,1,0
22,400,4,pos,0.4264,0,2,0
4,400,4,pos,0.4265,1,2,1
14,2000,4,pos,0.4265,1,2,1
22,400,4,pos,0.4266,0,2,0
22,400,6,neg,0.4266,1,1,0
10,400,6,pos,0.4268,1,2,1
11,2000,6,pos,0.4269,1,2,1
18,No,6,pos,0.427,1,2,1
7,2000,4,pos,0.427,1,2,1
5,2000,4,pos,0.4271,1,2,1
22,400,4,int,0.4271,1,1,0
22,2000,2,pos,0.4271,1,2,1
22,2000,6,neg,0.4272,1,1,0
22,2000,2,neg,0.4273,1,1,0
8,2000,6,pos,0.4273,1,2,1
9,400,2,pos,0.4273,1,2,1
19,2000,2,neg,0.4274,1,1,0
12,400,4,int,0.4274,1,1,0
14,400,6,pos,0.4274,1,2,1
5,400,2,pos,0.4275,1,2,1
19,400,8,pos,0.4275,1,2,1
11,2000,4,pos,0.4275,1,2,1
14,2000,8,pos,0.4275,1,2,1
19,2000,8,pos,0.4276,1,2,1
21,400,2,pos,0.4276,1,2,1
11,2000,2,neg,0.4276,1,1,0
7,No,2,pos,0.4276,1,2,1
12,400,2,pos,0.4277,1,2,1
12,2000,6,neg,0.4277,1,1,0
7,400,4,pos,0.4277,1,2,1
11,2000,4,int,0.4277,1,1,0
9,2000,2,pos,0.4277,1,2,1
7,2000,2,int,0.4277,0,1,1
15,2000,2,pos,0.4278,1,2,1
19,2000,8,pos,0.4278,1,2,1
13,400,6,pos,0.4279,1,2,1
12,2000,8,pos,0.4279,1,2,1
19,400,2,pos,0.4279,1,2,1
6,2000,8,pos,0.4279,0,2,0
16,400,2,pos,0.4279,1,2,1
12,2000,4,pos,0.428,1,2,1
22,2000,4,int,0.428,1,1,0
11,400,6,neg,0.428,1,1,0
21,400,6,pos,0.428,1,2,1
19,2000,8,pos,0.4281,1,2,1
12,2000,6,pos,0.4281,1,2,1
19,400,4,pos,0.4281,1,2,1
11,2000,4,neg,0.4281,1,1,0
19,400,2,pos,0.4282,1,2,1
12,400,6,pos,0.4282,1,2,1
12,2000,4,neg,0.4282,1,1,0
12,2000,6,pos,0.4282,1,2,1
19,400,4,pos,0.4282,1,2,1
23,400,2,pos,0.4282,1,2,1
11,2000,2,neg,0.4282,1,1,0
3,No,6,pos,0.4282,0,2,0
21,400,8,pos,0.4282,1,2,1
12,400,2,neg,0.4283,1,1,0
6,2000,2,neg,0.4283,1,1,0
16,2000,2,pos,0.4283,1,2,1
6,400,4,pos,0.4285,1,2,1
9,400,4,pos,0.4285,1,2,1
12,400,4,neg,0.4287,1,1,0
3,400,4,pos,0.4288,0,2,0
12,100,2,pos,0.4293,1,2,1
24,100,4,pos,0.43,1,2,1
22,100,4,pos,0.4311,1,2,1
18,100,8,pos,0.4312,1,2,1
8,100,4,pos,0.4312,1,2,1
5,100,4,int,0.4315,0,1,1
6,100,2,pos,0.4319,1,2,1
23,100,8,pos,0.4319,1,2,1
19,100,2,pos,0.432,1,2,1
11,400,2,pos,0.432,1,2,1
23,100,8,pos,0.432,0,2,0
22,2000,8,pos,0.4322,1,2,1
12,100,2,neg,0.4324,1,1,0
24,100,4,pos,0.4324,1,2,1
24,100,2,neg,0.4324,0,1,1
22,400,2,pos,0.4324,1,2,1
12,2000,6,pos,0.4326,1,2,1
12,2000,2,neg,0.4331,1,1,0
7,2000,4,pos,0.4333,1,2,1
12,400,4,int,0.4334,1,1,0
21,2000,8,pos,0.4336,1,2,1
19,400,2,pos,0.4337,1,2,1
12,2000,4,int,0.4341,1,1,0
4,400,4,pos,0.4343,0,2,0
12,2000,2,int,0.4343,1,1,0
22,2000,2,neg,0.4343,1,1,0
10,2000,4,pos,0.4344,0,2,0
11,2000,8,int,0.4345,1,1,0
4,No,8,int,0.4346,0,1,1
14,2000,6,pos,0.4346,0,2,0
22,400,4,pos,0.4348,1,2,1
12,400,8,pos,0.4348,1,2,1
14,400,6,neg,0.4348,1,1,0
14,400,4,int,0.4348,0,1,1
22,400,2,pos,0.4349,1,2,1
22,2000,6,neg,0.4349,1,1,0
22,2000,6,neg,0.4349,1,1,0
7,2000,6,pos,0.435,1,2,1
22,2000,2,pos,0.435,1,2,1
5,2000,4,pos,0.4351,1,2,1
22,400,4,int,0.4351,1,1,0
22,2000,4,pos,0.4351,1,2,1
7,No,2,pos,0.4351,1,2,1
22,400,2,int,0.4352,1,1,0
22,2000,2,pos,0.4353,1,2,1
11,2000,4,pos,0.4354,1,2,1
5,No,2,pos,0.4355,1,2,1
22,2000,2,pos,0.4356,1,2,1
19,2000,2,neg,0.4357,1,1,0
22,2000,6,neg,0.4357,1,1,0
12,400,2,neg,0.4357,1,1,0
11,2000,6,neg,0.4357,1,1,0
12,2000,4,neg,0.4358,1,1,0
18,2000,6,pos,0.4358,1,2,1
21,400,4,pos,0.4358,1,2,1
13,400,4,pos,0.4359,1,2,1
19,2000,4,pos,0.4359,1,2,1
19,No,2,pos,0.4359,1,2,1
12,400,6,neg,0.4359,1,1,0
8,2000,4,neg,0.4359,1,1,0
6,2000,4,pos,0.4359,1,2,1
19,2000,6,int,0.436,1,1,0
18,400,2,pos,0.436,1,2,1
6,2000,4,pos,0.4361,1,2,1
7,2000,4,pos,0.4361,1,2,1
19,2000,4,pos,0.4362,1,2,1
23,2000,2,pos,0.4362,1,2,1
23,2000,2,pos,0.4362,1,2,1
11,2000,6,int,0.4362,1,1,0
21,400,8,pos,0.4363,1,2,1
4,2000,2,pos,0.4363,1,2,1
12,2000,4,neg,0.4364,1,1,0
6,400,2,int,0.4364,1,1,0
6,400,2,int,0.4364,1,1,0
7,400,2,pos,0.4364,1,2,1
21,400,2,pos,0.4364,1,2,1
12,400,4,pos,0.4365,1,2,1
12,400,6,pos,0.4365,1,2,1
19,2000,8,neg,0.4366,1,1,0
24,400,4,pos,0.4366,1,2,1
6,400,8,neg,0.4366,1,1,0
3,400,2,pos,0.4366,1,2,1
19,400,6,pos,0.4367,1,2,1
18,100,2,pos,0.4381,1,2,1
5,100,6,pos,0.4393,1,2,1
22,100,2,neg,0.4394,1,1,0
12,400,2,int,0.4397,1,1,0
8,100,2,pos,0.4397,1,2,1
7,100,4,pos,0.4399,1,2,1
23,100,4,int,0.4401,1,1,0
19,100,2,pos,0.4402,1,2,1
6,100,6,neg,0.4402,1,1,0
24,100,8,int,0.4404,0,1,1
14,400,2,int,0.4404,1,1,0
12,No,2,pos,0.4405,1,2,1
6,2000,4,pos,0.4412,1,2,1
14,2000,2,pos,0.4414,1,2,1
6,400,8,int,0.4416,1,1,0
19,2000,2,int,0.4417,1,1,0
12,400,4,neg,0.4417,1,1,0
4,400,2,pos,0.4418,1,2,1
14,400,8,pos,0.4418,1,2,1
13,2000,2,pos,0.4419,1,2,1
4,400,6,pos,0.4422,0,2,0
12,400,4,pos,0.4426,1,2,1
22,400,8,int,0.4426,0,1,1
14,2000,6,pos,0.4427,1,2,1
14,400,2,neg,0.4428,1,1,0
13,2000,8,pos,0.4429,1,2,1
20,400,2,pos,0.4429,1,2,1
4,400,6,pos,0.4429,0,2,0
11,400,4,int,0.443,1,1,0
22,400,4,neg,0.443,1,1,0
11,2000,4,neg,0.4431,1,1,0
22,2000,6,pos,0.4431,0,2,0
22,2000,6,pos,0.4432,1,2,1
20,400,2,pos,0.4432,1,2,1
17,2000,6,pos,0.4432,1,2,1
17,No,2,pos,0.4432,1,2,1
22,No,2,int,0.4432,1,1,0
22,2000,4,pos,0.4432,1,2,1
3,400,2,pos,0.4432,1,2,1
8,2000,6,int,0.4432,1,1,0
5,2000,8,int,0.4433,1,1,0
13,400,8,pos,0.4433,1,2,1
22,2000,2,neg,0.4433,1,1,0
13,No,6,pos,0.4433,1,2,1
24,2000,4,pos,0.4434,1,2,1
11,400,2,pos,0.4434,1,2,1
5,400,6,int,0.4435,0,1,1
5,2000,2,int,0.4435,0,1,1
22,2000,4,pos,0.4435,1,2,1
7,400,8,pos,0.4435,1,2,1
7,2000,4,pos,0.4435,1,2,1
18,2000,2,pos,0.4435,1,2,1
11,400,2,pos,0.4436,1,2,1
8,400,2,pos,0.4436,1,2,1
8,400,4,pos,0.4436,1,2,1
8,400,4,pos,0.4436,1,2,1
13,2000,2,pos,0.4436,1,2,1
20,2000,2,pos,0.4437,1,2,1
14,2000,2,pos,0.4437,1,2,1
13,400,2,pos,0.4438,1,2,1
12,2000,6,pos,0.4438,1,2,1
19,2000,2,pos,0.4438,1,2,1
11,400,4,neg,0.4438,1,1,0
11,2000,2,neg,0.4438,1,1,0
13,400,2,neg,0.4439,1,1,0
18,400,2,pos,0.4439,1,2,1
23,2000,6,pos,0.4439,1,2,1
21,400,6,pos,0.4439,1,2,1
8,400,6,neg,0.4439,1,1,0
8,400,2,pos,0.4439,1,2,1
13,400,6,pos,0.4439,1,2,1
13,400,4,pos,0.444,1,2,1
19,400,2,int,0.444,1,1,0
23,2000,8,pos,0.444,1,2,1
6,2000,8,pos,0.444,1,2,1
12,2000,6,pos,0.444,1,2,1
3,No,8,int,0.444,1,1,0
11,400,2,int,0.4441,1,1,0
11,400,2,neg,0.4441,1,1,0
11,2000,8,int,0.4441,1,1,0
11,2000,4,neg,0.4441,1,1,0
23,400,2,pos,0.4442,1,2,1
6,400,6,int,0.4443,1,1,0
8,400,4,pos,0.4443,1,2,1
11,2000,8,int,0.4443,1,1,0
11,2000,6,int,0.4443,1,1,0
9,2000,2,neg,0.4443,1,1,0
7,400,6,pos,0.4443,1,2,1
12,2000,4,pos,0.4444,1,2,1
6,400,8,pos,0.4444,0,2,0
18,100,4,pos,0.4451,1,2,1
16,100,4,int,0.4451,0,1,1
15,100,4,int,0.446,1,1,0
12,400,6,pos,0.4463,1,2,1
14,2000,2,neg,0.4467,1,1,0
5,100,6,pos,0.447,1,2,1
11,100,4,pos,0.4471,1,2,1
5,100,8,pos,0.4477,1,2,1
5,100,6,pos,0.4477,1,2,1
23,100,2,pos,0.4478,1,2,1
7,100,2,pos,0.4478,1,2,1
19,100,2,pos,0.4479,1,2,1
19,100,2,pos,0.4479,1,2,1
24,100,8,neg,0.448,1,1,0
23,100,2,pos,0.4481,0,2,0
14,400,4,neg,0.4482,1,1,0
6,100,4,neg,0.4483,0,1,1
22,400,2,neg,0.4486,1,1,0
22,No,8,pos,0.449,0,2,0
22,2000,2,pos,0.4491,1,2,1
12,2000,6,neg,0.4492,1,1,0
12,2000,2,neg,0.4493,1,1,0
12,2000,6,int,0.4494,1,1,0
19,2000,8,pos,0.4496,1,2,1
12,400,2,int,0.4498,1,1,0
12,2000,4,neg,0.4498,1,1,0
19,400,2,pos,0.4499,1,2,1
12,400,2,pos,0.4502,1,2,1
10,400,8,pos,0.4503,1,2,1
12,400,4,neg,0.4504,1,1,0
6,2000,4,pos,0.4506,1,2,1
22,2000,6,int,0.4506,1,1,0
10,2000,8,int,0.4507,0,1,1
14,400,2,pos,0.4507,1,2,1
10,2000,6,pos,0.4508,1,2,1
22,2000,6,pos,0.4509,0,2,0
13,400,2,pos,0.451,1,2,1
22,400,2,pos,0.4511,1,2,1
22,2000,4,int,0.4511,1,1,0
22,400,4,pos,0.4511,1,2,1
5,2000,2,pos,0.4512,1,2,1
22,2000,6,int,0.4512,1,1,0
24,2000,6,pos,0.4512,1,2,1
18,2000,4,pos,0.4512,1,2,1
23,400,8,pos,0.4512,1,2,1
20,400,2,int,0.4513,1,1,0
8,No,2,pos,0.4513,1,2,1
11,400,4,pos,0.4513,1,2,1
21,400,8,pos,0.4514,1,2,1
6,400,6,pos,0.4514,1,2,1
6,400,6,neg,0.4515,1,1,0
6,400,6,pos,0.4515,1,2,1
22,400,2,int,0.4515,1,1,0
18,400,4,pos,0.4516,1,2,1
14,2000,6,int,0.4516,1,1,0
8,400,4,pos,0.4517,1,2,1
17,No,2,pos,0.4517,1,2,1
7,2000,4,neg,0.4517,1,1,0
11,400,4,pos,0.4518,1,2,1
6,400,4,pos,0.4518,1,2,1
13,2000,2,pos,0.4519,1,2,1
12,400,4,pos,0.4519,1,2,1
24,2000,4,pos,0.4519,1,2,1
6,2000,8,pos,0.4519,1,2,1
8,2000,8,pos,0.4519,1,2,1
11,2000,2,pos,0.4519,1,2,1
3,400,2,pos,0.452,1,2,1
19,400,2,neg,0.452,1,1,0
24,2000,4,pos,0.452,1,2,1
8,2000,4,pos,0.452,1,2,1
11,400,6,int,0.452,1,1,0
11,2000,4,pos,0.452,1,2,1
6,2000,8,neg,0.452,0,1,1
15,400,6,neg,0.4521,1,1,0
19,2000,2,pos,0.4521,1,2,1
11,2000,2,int,0.4521,1,1,0
17,400,4,pos,0.4521,1,2,1
21,400,2,pos,0.4521,1,2,1
22,2000,8,int,0.4522,1,1,0
24,400,6,pos,0.4522,1,2,1
6,2000,8,pos,0.4522,0,2,0
11,400,2,pos,0.4522,1,2,1
11,2000,2,pos,0.4522,1,2,1
7,400,2,pos,0.4522,1,2,1
19,400,4,pos,0.4523,1,2,1
6,400,6,neg,0.4523,1,1,0
6,2000,2,int,0.4523,1,1,0
13,400,2,neg,0.4524,1,1,0
19,400,8,neg,0.4524,1,1,0
19,400,6,neg,0.4524,1,1,0
22,2000,8,pos,0.4524,0,2,0
9,2000,2,pos,0.4524,1,2,1
9,2000,2,pos,0.4526,1,2,1
19,400,2,pos,0.4529,1,2,1
1,400,2,pos,0.4537,1,2,1
22,100,8,int,0.455,1,1,0
22,100,4,int,0.455,1,1,0
12,2000,2,pos,0.4553,1,2,1
5,100,6,neg,0.4554,0,1,1
3,400,8,pos,0.4554,0,2,0
6,100,8,pos,0.4558,1,2,1
22,100,2,pos,0.4558,1,2,1
24,100,4,neg,0.4559,0,1,1
12,400,8,pos,0.4559,1,2,1
6,100,4,int,0.456,0,1,1
7,100,4,pos,0.456,1,2,1
11,100,4,pos,0.4561,1,2,1
12,100,4,pos,0.4562,1,2,1
7,100,4,pos,0.4563,1,2,1
24,100,8,pos,0.4564,0,2,0
12,400,6,int,0.4566,1,1,0
22,400,4,int,0.4567,1,1,0
8,400,4,pos,0.4572,1,2,1
13,2000,4,int,0.4573,0,1,1
19,400,4,pos,0.4573,1,2,1
12,400,4,pos,0.4574,1,2,1
19,400,8,pos,0.4578,1,2,1
4,400,6,pos,0.4579,0,2,0
12,400,4,pos,0.4579,1,2,1
5,2000,4,pos,0.4584,1,2,1
12,400,4,pos,0.4584,1,2,1
14,400,2,int,0.4584,1,1,0
22,400,2,neg,0.4585,1,1,0
15,400,2,int,0.4586,1,1,0
22,2000,4,pos,0.4587,1,2,1
11,2000,8,pos,0.4589,1,2,1
8,400,6,pos,0.4589,1,2,1
22,2000,2,int,0.4589,1,1,0
22,400,8,int,0.4589,1,1,0
5,400,4,pos,0.459,1,2,1
18,2000,2,pos,0.459,1,2,1
22,2000,8,pos,0.459,0,2,0
22,400,6,pos,0.4591,1,2,1
24,2000,4,pos,0.4591,1,2,1
6,400,8,int,0.4591,1,1,0
15,2000,4,pos,0.4592,1,2,1
12,2000,4,int,0.4592,1,1,0
18,2000,8,int,0.4592,0,1,1
11,2000,2,pos,0.4592,1,2,1
8,No,4,pos,0.4592,1,2,1
22,400,2,pos,0.4593,1,2,1
24,400,8,pos,0.4593,1,2,1
22,400,4,pos,0.4593,1,2,1
7,400,8,pos,0.4593,1,2,1
5,2000,4,pos,0.4594,1,2,1
22,2000,4,neg,0.4594,1,1,0
8,2000,6,pos,0.4594,1,2,1
3,400,2,pos,0.4595,1,2,1
19,400,2,pos,0.4595,1,2,1
18,2000,4,pos,0.4595,1,2,1
7,400,4,pos,0.4595,1,2,1
12,400,2,pos,0.4595,1,2,1
6,No,4,pos,0.4595,1,2,1
16,2000,2,pos,0.4595,1,2,1
3,No,2,neg,0.4596,1,1,0
7,400,2,pos,0.4596,1,2,1
11,2000,2,int,0.4596,1,1,0
21,400,2,pos,0.4596,1,2,1
5,400,2,int,0.4597,1,1,0
19,2000,6,pos,0.4597,1,2,1
18,400,4,pos,0.4597,1,2,1
11,2000,4,pos,0.4597,1,2,1
11,2000,4,pos,0.4597,1,2,1
13,2000,4,pos,0.4598,1,2,1
19,400,4,neg,0.4598,1,1,0
22,2000,2,int,0.4599,1,1,0
23,2000,2,pos,0.4599,1,2,1
11,2000,2,pos,0.4599,1,2,1
6,No,2,pos,0.4599,1,2,1
6,400,6,pos,0.4599,1,2,1
6,2000,2,neg,0.4599,1,1,0
6,2000,6,pos,0.4599,1,2,1
6,2000,6,int,0.4599,0,1,1
6,2000,4,pos,0.4599,1,2,1
7,400,2,pos,0.4599,1,2,1
7,2000,8,pos,0.4599,1,2,1
12,400,2,neg,0.46,1,1,0
3,400,8,pos,0.46,1,2,1
7,400,4,pos,0.46,1,2,1
2,2000,4,int,0.4601,1,1,0
23,2000,2,pos,0.4601,1,2,1
11,400,4,pos,0.4601,1,2,1
11,400,2,int,0.4601,1,1,0
6,400,4,pos,0.4601,1,2,1
13,2000,2,pos,0.4601,1,2,1
7,400,2,pos,0.4601,1,2,1
16,2000,4,neg,0.4601,1,1,0
23,2000,6,pos,0.4602,1,2,1
21,400,6,pos,0.4602,1,2,1
18,2000,2,pos,0.4602,1,2,1
22,100,6,pos,0.4602,0,2,0
23,400,4,int,0.4602,0,1,1
12,2000,2,int,0.4603,1,1,0
18,2000,2,pos,0.4603,1,2,1
13,400,6,pos,0.4603,1,2,1
2,400,2,pos,0.4604,1,2,1
3,400,4,pos,0.4604,1,2,1
19,400,6,pos,0.4606,1,2,1
19,400,8,neg,0.4606,1,1,0
3,400,6,pos,0.461,1,2,1
4,100,4,pos,0.4614,0,2,0
12,2000,6,pos,0.4621,1,2,1
5,100,6,pos,0.463,1,2,1
12,100,6,neg,0.4631,0,1,1
22,100,2,pos,0.4631,1,2,1
5,100,4,int,0.4634,0,1,1
6,100,8,pos,0.4634,1,2,1
22,100,2,neg,0.4635,1,1,0
24,100,8,neg,0.4637,0,1,1
8,100,8,pos,0.4637,1,2,1
6,100,8,neg,0.4637,0,1,1
8,100,2,pos,0.4638,1,2,1
6,100,8,int,0.4638,0,1,1
12,100,2,neg,0.4639,1,1,0
6,100,8,neg,0.464,0,1,1
6,100,6,pos,0.464,0,2,0
9,100,2,pos,0.464,1,2,1
4,100,4,pos,0.4641,0,2,0
7,100,2,pos,0.4642,1,2,1
19,100,4,pos,0.4643,1,2,1
11,2000,8,int,0.4643,1,1,0
6,100,4,neg,0.4643,0,1,1
4,No,4,pos,0.4646,1,2,1
22,2000,4,pos,0.4647,1,2,1
22,2000,4,int,0.465,1,1,0
3,100,8,neg,0.465,0,1,1
13,400,4,pos,0.4651,1,2,1
19,No,2,pos,0.4651,1,2,1
12,2000,4,int,0.4653,1,1,0
8,No,2,pos,0.4654,1,2,1
12,400,2,pos,0.4655,1,2,1
11,2000,2,int,0.4658,0,1,1
14,2000,2,int,0.4658,0,1,1
8,2000,2,pos,0.4659,1,2,1
12,2000,2,pos,0.4661,1,2,1
4,400,8,neg,0.4664,0,1,1
12,2000,4,pos,0.4664,1,2,1
22,No,2,neg,0.4665,1,1,0
4,400,6,pos,0.4666,1,2,1
14,400,2,neg,0.4667,1,1,0
22,2000,4,int,0.4668,1,1,0
10,400,6,pos,0.4669,1,2,1
20,400,4,pos,0.4669,1,2,1
20,400,2,neg,0.467,1,1,0
13,2000,2,pos,0.467,1,2,1
5,400,4,int,0.4671,0,1,1
5,2000,8,pos,0.4671,1,2,1
4,400,8,int,0.4671,0,1,1
14,2000,8,pos,0.4671,1,2,1
7,2000,2,pos,0.4672,1,2,1
5,2000,8,pos,0.4673,0,2,0
20,2000,8,neg,0.4673,1,1,0
6,400,6,neg,0.4673,0,1,1
22,400,4,int,0.4673,1,1,0
5,2000,2,pos,0.4674,1,2,1
22,2000,2,int,0.4674,1,1,0
14,400,4,pos,0.4674,1,2,1
14,400,8,int,0.4674,0,1,1
19,2000,6,pos,0.4675,1,2,1
13,400,2,neg,0.4676,1,1,0
7,2000,2,pos,0.4676,1,2,1
11,400,6,pos,0.4676,1,2,1
8,2000,6,pos,0.4676,1,2,1
13,2000,2,pos,0.4676,1,2,1
14,2000,2,pos,0.4676,1,2,1
7,No,2,pos,0.4676,1,2,1
7,400,2,pos,0.4677,1,2,1
11,400,6,neg,0.4677,0,1,1
8,2000,4,pos,0.4677,1,2,1
6,No,4,pos,0.4677,1,2,1
14,2000,2,neg,0.4677,1,1,0
16,2000,4,int,0.4677,0,1,1
22,No,2,pos,0.4678,1,2,1
11,2000,2,pos,0.4678,1,2,1
17,No,6,pos,0.4678,1,2,1
5,400,8,int,0.4679,1,1,0
13,400,2,neg,0.4679,1,1,0
20,2000,4,pos,0.4679,1,2,1
13,400,2,pos,0.4679,1,2,1
7,400,2,int,0.4679,0,1,1
7,2000,4,pos,0.4679,1,2,1
6,400,4,pos,0.468,1,2,1
11,2000,2,pos,0.468,1,2,1
22,2000,2,int,0.4681,1,1,0
11,2000,6,pos,0.4681,1,2,1
19,400,2,neg,0.4682,1,1,0
19,400,2,neg,0.4682,1,1,0
21,400,4,pos,0.4682,1,2,1
11,400,2,neg,0.4682,1,1,0
6,400,2,pos,0.4682,1,2,1
17,400,2,pos,0.4682,1,2,1
9,400,2,pos,0.4682,1,2,1
16,400,2,pos,0.4682,1,2,1
24,400,6,neg,0.4683,0,1,1
11,400,2,pos,0.4683,1,2,1
19,2000,6,pos,0.4685,1,2,1
11,400,8,int,0.4685,1,1,0
12,400,4,pos,0.4686,1,2,1
24,400,4,int,0.4686,1,1,0
3,400,2,neg,0.4687,1,1,0
12,2000,4,pos,0.4688,1,2,1
1,400,4,pos,0.469,1,2,1
14,2000,2,neg,0.4693,1,1,0
6,100,6,int,0.4694,1,1,0
12,100,2,pos,0.4709,1,2,1
22,100,6,pos,0.4712,0,2,0
6,100,2,int,0.4717,0,1,1
23,100,8,neg,0.4717,1,1,0
4,400,2,pos,0.4719,0,2,0
22,100,2,pos,0.4719,1,2,1
7,100,2,int,0.472,1,1,0
24,100,4,pos,0.4721,0,2,0
7,100,2,pos,0.4721,1,2,1
5,100,8,pos,0.4722,1,2,1
6,100,6,pos,0.4722,0,2,0
12,2000,4,neg,0.4722,1,1,0
22,2000,6,neg,0.4722,1,1,0
23,100,2,pos,0.4722,1,2,1
19,100,6,pos,0.4723,1,2,1
23,100,2,int,0.4723,1,1,0
12,100,2,pos,0.4726,1,2,1
7,2000,6,pos,0.4733,1,2,1
12,2000,4,pos,0.4735,1,2,1
22,2000,8,pos,0.4737,0,2,0
6,2000,4,pos,0.4739,0,2,0
12,2000,6,int,0.4742,1,1,0
9,400,2,pos,0.4743,1,2,1
19,No,2,pos,0.4744,1,2,1
4,400,6,neg,0.4746,1,1,0
22,400,6,pos,0.4747,0,2,0
22,2000,8,int,0.4748,1,1,0
5,2000,2,pos,0.4749,1,2,1
20,2000,8,pos,0.4749,1,2,1
22,400,6,pos,0.4749,1,2,1
5,2000,8,pos,0.475,1,2,1
10,2000,2,pos,0.475,1,2,1
22,400,6,neg,0.475,1,1,0
4,400,2,neg,0.4751,0,1,1
8,400,4,pos,0.4751,1,2,1
7,2000,8,pos,0.4751,0,2,0
11,400,8,pos,0.4752,1,2,1
11,2000,6,neg,0.4752,1,1,0
22,2000,6,int,0.4752,1,1,0
22,400,8,neg,0.4752,1,1,0
10,400,2,pos,0.4752,1,2,1
14,400,2,int,0.4752,1,1,0
21,400,4,neg,0.4752,1,1,0
19,400,6,pos,0.4753,1,2,1
7,2000,4,neg,0.4753,1,1,0
23,No,4,int,0.4753,0,1,1
5,2000,8,pos,0.4754,1,2,1
19,2000,6,neg,0.4754,1,1,0
6,400,8,pos,0.4754,1,2,1
14,2000,6,pos,0.4754,1,2,1
5,400,8,pos,0.4755,1,2,1
11,2000,4,pos,0.4755,1,2,1
11,2000,2,pos,0.4755,1,2,1
14,2000,4,neg,0.4755,1,1,0
1,400,2,pos,0.4756,1,2,1
24,2000,4,pos,0.4756,1,2,1
7,2000,8,pos,0.4756,1,2,1
14,2000,4,neg,0.4756,1,1,0
14,2000,8,int,0.4756,1,1,0
17,2000,4,neg,0.4756,1,1,0
7,2000,2,pos,0.4756,1,2,1
13,400,6,neg,0.4757,1,1,0
7,2000,4,neg,0.4757,1,1,0
7,2000,2,int,0.4757,1,1,0
8,2000,4,pos,0.4757,1,2,1
13,No,6,pos,0.4757,1,2,1
23,400,4,neg,0.4757,1,1,0
19,2000,4,pos,0.4758,1,2,1
19,2000,4,int,0.4758,1,1,0
24,2000,4,int,0.4758,1,1,0
7,400,2,int,0.4758,1,1,0
8,2000,6,neg,0.4758,1,1,0
7,400,2,pos,0.4758,1,2,1
12,400,8,neg,0.4759,1,1,0
19,400,2,neg,0.4759,1,1,0
22,2000,6,pos,0.4759,1,2,1
24,2000,4,pos,0.4759,1,2,1
18,2000,4,pos,0.4759,1,2,1
8,400,8,pos,0.4759,1,2,1
13,2000,2,pos,0.4759,0,2,0
19,No,2,pos,0.476,1,2,1
20,400,2,pos,0.476,1,2,1
20,2000,2,int,0.476,1,1,0
6,400,4,pos,0.476,1,2,1
13,2000,4,pos,0.476,1,2,1
15,2000,4,pos,0.4761,1,2,1
15,400,4,pos,0.4761,0,2,0
13,400,4,pos,0.4761,1,2,1
19,2000,2,pos,0.4761,1,2,1
19,2000,2,pos,0.4761,1,2,1
11,2000,2,neg,0.4761,1,1,0
4,2000,8,neg,0.4761,1,1,0
8,400,2,neg,0.4761,1,1,0
11,2000,6,int,0.4761,1,1,0
19,2000,4,pos,0.4762,1,2,1
22,2000,2,neg,0.4762,1,1,0
21,400,6,pos,0.4762,1,2,1
12,400,2,pos,0.4763,1,2,1
12,400,6,int,0.4763,1,1,0
12,2000,4,neg,0.4763,1,1,0
23,2000,4,pos,0.4763,1,2,1
9,2000,4,pos,0.4763,1,2,1
7,2000,6,pos,0.4763,1,2,1
21,400,4,pos,0.4763,1,2,1
19,400,4,neg,0.4764,1,1,0
21,2000,6,pos,0.4764,1,2,1
24,400,8,pos,0.4764,1,2,1
6,400,2,pos,0.4764,1,2,1
1,2000,4,pos,0.4765,1,2,1
3,400,8,int,0.4765,0,1,1
6,400,6,int,0.4766,1,1,0
12,100,4,neg,0.4775,1,1,0
21,2000,4,pos,0.4784,1,2,1
22,100,8,pos,0.4787,0,2,0
14,2000,4,neg,0.4787,1,1,0
19,100,4,pos,0.479,1,2,1
22,100,8,int,0.479,1,1,0
22,100,4,pos,0.4791,1,2,1
12,100,6,pos,0.4792,1,2,1
22,100,2,pos,0.4792,1,2,1
6,100,2,neg,0.4793,1,1,0
