2 49 0 1 2 3 4 5 6 7 8  1139  716  829  265  415  2184  265  941 
2 50 0 1 2 3 6 4 7 8 5  2645  1167  4005  265  1130  387  828  377 
2 51 0 1 2 4 3 5 6 7 8  2248  490  1318  377  415  3012  340  265 
2 52 0 1 2 3 4 5 6 7 8  1365  531  1096  415  377  1694  452  377 
2 53 0 1 3 2 4 5 6 7 8  1479  490  527  377  302  3727  415  265 
2 54 0 1 2 3 4 5 6 8 7  2344  377  527  575  425  2485  227  265 
2 55 0 1 2 3 4 5 8 7 6  1554  377  302  302  415  2221  319  2410 
2 56 0 1 3 5 8 2 7 4 6  2135  1958  565  2071  1054  1017  490  415 
2 57 0 1 4 3 2 5 6 8 7  1968  452  1167  340  1209  3991  227  227 
2 58 0 1 2 3 4 6 8 7 5  1554  265  490  302  3012  490  1506  340 
2 59 0 1 2 3 4 5 6 8 7  689  265  377  415  866  415  2109  229 
2 60 0 1 3 2 4 5 6 7 8  1968  829  1431  2598  377  1920  866  302 
2 61 0 1 2 3 4 5 6 7 8  1233  354  452  490  678  791  1594  829 
2 62 0 1 2 3 4 5 6 8 7  1931  302  377  1017  527  377  1619  227 
2 63 0 1 2 3 4 5 6 8 7  2006  265  302  340  452  1356  1619  115 
2 64 0 1 3 2 4 5 7 6 8  1216  640  452  415  527  1958  265  527 
2 65 0 1 2 3 4 5 8 7 6  1215  265  302  603  415  2447  190  302 
2 66 0 1 2 3 4 5 6 7 8  1554  603  904  565  265  377  2071  132 
2 67 0 1 2 3 4 5 6 7 8  1179  340  377  716  3276  753  302  190 
2 68 0 1 2 3 4 5 6 7 8  915  415  415  565  469  1733  227  302 
2 69 0 1 2 3 4 5 6 7 8  1028  302  490  979  452  302  1205  115 
2 70 0 1 2 3 4 5 6 7 8  1027  904  302  791  565  1770  302  302 
2 71 0 1 2 3 5 4 6 8 1  970  265  377  1469  490  640  1921  279 
2 72 0 2 1 3 4 5 6 7 8  2120  580  379  2220  2598  1017  603  340 
2 73 0 1 2 3 4 5 6 7 8  1630  415  452  791  527  1582  678  265 
2 74 0 1 2 3 4 5 6 7 8  1894  415  302  265  244  3201  603  302 
2 75 0 1 2 3 4 5 8 7 6  1781  227  265  527  302  3577  753  415 
2 76 0 1 2 3 4 5 6 8 7  1517  377  377  1247  415  386  1243  490 
2 77 0 1 2 3 4 5 8 7 6  1367  415  640  904  1055  2372  904  190 
2 78 0 1 2 3 4 5 6 8 7  1179  415  227  603  415  452  1481  152 
2 79 0 1 2 3 4 5 6 7 8  1743  265  942  452  1131  414  1017  377 
2 80 0 1 2 3 4 5 6 8 7  2119  302  527  265  340  1619  302  304 
2 81 0 1 2 3 4 5 6 7 8  1346  415  617  1205  1318  527  1441  152 
2 82 0 1 2 3 4 5 6 8 7  463  415  415  1055  603  415  1393  227 
2 83 0 1 2 3 4 5 6 7 8  1932  340  302  452  603  311  2146  152 
2 84 0 1 3 7 4 2 5 6 8  2308  565  613  415  340  415  1055  452 
2 85 0 1 2 3 4 5 6 8 7  2157  265  273  452  716  425  1431  155 
2 86 0 1 2 3 4 5 7 6 8  1480  227  415  1017  340  1544  377  415 
2 87 0 1 2 3 4 5 6 8 7  1367  415  1054  302  377  3240  464  2260 
2 88 0 1 2 3 4 5 6 7 8  1518  527  415  415  340  265  1205  227 
2 89 0 1 2 3 4 6 5 7 8  1518  227  415  302  3803  1205  227  302 
2 90 0 1 2 3 4 5 6 7 8  1631  265  302  490  340  1544  801  194 
2 91 0 1 2 3 4 5 7 6 8  858  340  1770  979  904  3126  1485  340 
2 92 0 1 2 3 4 5 6 8 7  1292  490  686  527  307  377  3502  206 
2 93 0 1 2 6 3 5 4 7 8  1368  415  2824  340  1318  1092  753  153 
2 94 0 1 2 3 4 5 6 8 7  1857  415  460  415  527  302  1205  377 
2 95 0 1 2 3 4 5 8 7 6  953  302  377  490  1168  1506  415  190 
2 96 0 1 2 3 4 5 6 7 8  726  279  527  754  565  1507  265  565 
2 97 0 1 2 3 4 6 8 7 5  200  1055  640  640  352  2260  527  377 
2 98 0 1 2 3 4 5 8 7 6  1179  377  415  302  302  2109  340  452 
2 99 0 1 2 3 4 5 6 8 7  2120  490  340  640  452  2787  490  302 
2 100 0 3 2 4 3 8 6 7 1  1706  1732  415  415  1657  415  1065  1243 
2 101 1 1 2 3 4 5 6 7 8  1706  490  452  544  1808  302  490  377 
2 102 1 1 2 3 4 7 5 6 8  936  377  452  377  4858  302  791  354 
2 103 1 1 2 5 4 8 7 6 3  1545  265  1732  1620  2147  302  500  377 
2 104 1 3 2 7 4 5 1 8 6  1470  415  904  377  3992  527  603  377 
2 105 1 1 2 3 4 5 7 6 8  830  302  490  452  3163  227  340  452 
2 106 1 1 2 3 4 5 6 8 7  1433  500  415  340  2862  6065  415  265 
2 107 1 1 2 3 4 7 6 8 5  981  227  265  302  4256  527  1027  309 
2 108 1 1 2 3 4 6 5 7 8  1659  415  490  603  2184  356  2038  153 
2 109 1 1 2 3 4 7 5 6 8  1545  265  490  791  4933  302  942  227 
2 110 1 1 2 3 4 5 6 7 8  1131  415  377  377  678  377  1582  381 
2 111 1 1 2 3 4 7 6 5 8  960  452  979  490  7531  2234  527  302 
2 112 1 1 2 3 4 5 7 6 8  1901  265  904  753  2410  265  791  490 
2 113 1 1 2 3 4 8 5 7 6  1357  302  377  1168  6943  340  942  506 
2 114 1 1 2 3 4 8 5 6 7  1281  302  490  490  2410  200  463  829 
2 115 1 1 2 3 4 5 6 7 8  1523  500  829  829  1507  310  3879  153 
2 116 1 1 4 2 3 7 5 8 6  2110  640  2712  867  3389  617  340  377 
2 117 1 1 2 3 4 5 6 8 7  1282  302  265  302  4180  377  340  904 
2 118 1 1 2 3 4 5 6 7 8  1169  302  302  1205  942  340  3088  152 
2 119 1 1 2 3 4 8 6 7 5  1207  340  340  377  4143  340  641  302 
2 120 1 1 2 5 4 7 8 3 6  680  340  1507  377  3427  265  377  265 
2 121 1 1 2 3 4 5 6 7 8  2090  415  942  344  1168  227  302  829 
2 122 1 1 2 3 4 5 6 7 8  981  381  527  302  1808  302  1770  640 
2 123 1 1 2 3 4 5 6 8 7  1282  302  377  753  1092  490  2335  605 
2 124 1 1 2 3 4 5 6 8 7  1132  340  340  866  952  415  3352  190 
2 125 1 1 2 3 4 7 5 6 8  943  452  302  791  4444  678  377  942 
2 126 1 1 2 3 4 8 6 5 7  1245  265  904  302  3992  302  1544  754 
2 127 1 1 2 3 4 6 5 8 7  1810  452  680  302  2561  1055  317  452 
2 128 1 1 2 3 4 5 8 6 7  1847  265  302  265  1883  302  867  340 
2 129 1 1 2 3 4 8 6 5 7  755  302  2335  340  1808  265  603  415 
2 130 1 5 2 3 4 1 6 7 8  718  302  532  452  2841  377  1055  452 
2 131 1 1 2 3 4 5 6 7 8  1262  302  1281  452  1808  227  302  758 
2 132 1 1 2 3 4 5 6 7 8  1697  452  538  377  2448  415  3051  1057 
2 133 1 1 2 3 4 6 5 8 7  793  227  340  565  3616  302  490  265 
2 134 1 1 2 3 4 5 6 7 8  2149  753  415  452  2825  452  302  377 
2 135 1 1 2 3 4 5 6 7 8  1396  565  578  415  490  490  1846  265 
2 136 1 1 2 3 4 5 8 7 6  2488  302  640  454  3427  302  490  302 
2 137 1 1 3 2 4 6 7 5 8  2639  490  3164  1017  2185  302  490  377 
2 138 1 1 2 3 4 5 7 8 6  1848  265  265  377  3164  390  490  415 
