6 102 1 1 2 3 4 5 6 7 8  3726  190  377  867  3993  190  490  228 
6 103 1 1 2 3 4 5 6 7 8  2941  1243  565  265  4482  829  829  33747 
6 104 1 1 2 3 4 5 6 8 -9  192  754  377  603  1017  153  1808  153 
6 105 1 4 2 3 1 5 6 7 8  17706  904  340  490  377  500  415  1206 
6 106 1 1 4 3 2 5 6 7 8  1887  227  10659  227  678  227  716  227 
6 107 1 1 2 3 4 5 6 7 8  2075  883  980  538  2938  1055  1281  115 
6 108 1 1 2 3 4 7 6 5 8  1676  490  190  302  4671  640  1055  119 
6 109 1 1 2 3 4 6 5 7 8  832  904  527  265  3164  302  1281  452 
6 110 1 1 2 3 4 5 6 7 8  2829  340  340  302  4369  1695  791  190 
6 111 1 1 2 3 4 5 6 7 8  2168  754  565  716  3917  153  1206  340 
6 112 1 1 7 3 4 6 5 2 8  4522  9944  791  350  2863  678  3579  791 
6 113 1 1 2 3 4 5 6 7 8  531  867  867  1243  3541  119  863  342 
6 114 1 1 2 3 4 5 6 8 7  1360  194  1356  791  2675  9643  1356  313 
6 115 1 1 7 3 4 8 5 6 2  833  716  573  377  7081  265  415  1319 
6 116 1 1 2 3 4 6 5 7 8  2000  716  565  791  2637  490  1093  377 
6 117 1 2 1 3 4 5 6 3 8  1322  340  603  490  4031  377  302  716 
6 118 1 1 2 3 4 5 7 8 6  1134  190  415  415  2034  463  1329  227 
6 119 1 1 2 3 4 5 6 7 8  3668  565  1055  754  1959  340  2938  115 
6 120 1 1 2 3 4 5 6 7 8  1134  153  490  190  768  527  565  340 
6 121 1 2 1 2 4 6 3 7 5  1792  4332  1921  867  640  5010  227  452 
6 122 1 1 3 5 4 2 6 7 8  2151  791  4861  377  1168  377  490  153 
6 123 1 1 2 3 4 5 6 7 8  456  829  1093  2865  1695  265  867  153 
6 124 1 1 2 3 6 5 6 7 8  1398  490  1545  1997  2072  265  829  613 
6 125 1 1 2 3 4 5 6 7 8  1097  603  415  377  603  603  867  377 
6 126 1 1 2 3 4 5 6 7 8  946  265  265  377  1356  791  227  119 
6 127 1 2 1 3 4 5 6 7 8  570  377  452  754  1130  4257  1168  265 
6 128 1 1 2 3 4 5 6 7 8  871  157  863  228  2373  829  641  866 
6 129 1 1 2 3 4 5 6 7 8  2415  230  565  1658  1243  265  3428  82 
6 130 1 1 2 3 4 5 6 7 8  381  452  377  265  1055  452  904  415 
6 131 1 1 2 3 4 5 6 7 8  827  603  313  415  340  603  265  452 
6 132 1 1 2 3 4 5 6 7 8  871  242  377  152  754  377  2825  527 
6 133 1 3 4 1 2 5 6 7 8  843  11338  394  227  2034  1206  377  152 
6 134 1 1 2 3 4 5 6 2 -9  1021  265  791  1469  2034  3842  1206  3932 
6 135 1 1 2 3 4 5 6 7 8  492  527  565  227  1017  680  829  153 
6 136 1 1 2 3 4 5 6 7 8  1549  265  228  302  867  463  3202  14615 
6 137 1 1 2 3 4 5 6 7 7  1737  867  302  340  754  228  452  2524 
6 138 1 1 2 3 4 5 6 7 8  2126  227  452  565  3842  490  1329  228 
6 139 1 4 2 3 1 5 7 6 8  795  1582  867  904  1733  2411  3089  119 
6 140 1 1 2 3 4 7 6 5 8  1398  942  527  754  5510  452  942  340 
6 141 1 1 2 3 4 5 6 7 8  1415  377  244  265  1432  265  415  641 
6 142 1 1 4 3 2 5 6 7 8  1699  3767  490  153  4370  452  190  265 
6 143 1 1 2 3 4 5 6 7 8  569  452  377  394  377  791  641  641 
6 144 1 1 2 3 4 5 6 7 8  720  377  678  228  1281  527  1130  415 
6 145 1 1 2 3 4 5 6 7 8  456  603  791  1055  678  1846  5123  227 
6 146 1 1 2 3 4 5 6 7 8  2038  1281  1319  265  2336  795  2562  680 
6 147 1 1 3 2 8 5 6 7 4  1512  153  1017  3767  942  605  2750  867 
6 148 1 1 2 3 4 5 6 7 8  908  340  528  265  1055  377  678  829 
6 149 1 1 2 3 4 5 6 7 8  1888  227  565  528  5010  829  1017  281 
6 150 1 7 2 3 4 5 6 1 8  1247  829  528  528  3654  377  2750  18344 
6 151 1 1 2 3 4 5 6 7 8  474  603  452  340  716  527  1620  377 
6 152 1 1 2 3 4 5 6 7 8  494  1695  527  528  4708  228  265  265 
6 153 1 1 2 3 4 5 6 8 7  3582  340  1055  265  2712  678  3767  377 
6 154 1 1 2 3 4 5 6 7 8  2491  302  791  641  1130  527  452  716 
6 155 1 1 2 3 4 5 6 7 8  946  377  1130  640  791  1206  829  1168 
6 156 1 1 2 3 4 5 6 7 8  1436  415  942  452  867  377  340  753 
6 157 1 5 1 3 4 6 7 2 8  946  2222  1243  340  1808  528  2901  452 
6 158 1 1 2 3 4 5 6 7 8  682  377  942  265  942  415  527  867 
6 159 1 1 2 3 4 6 5 7 8  720  377  1055  490  2986  1168  678  678 
6 160 1 7 2 3 4 5 6 1 8  1134  3428  302  490  527  415  1771  791 
6 161 1 1 2 3 4 5 6 7 8  635  641  452  302  716  565  377  754 
6 162 1 1 2 3 4 5 6 7 8  456  603  2825  3315  1168  302  603  377 
6 163 1 1 2 3 4 5 6 7 8  469  302  791  377  1733  5388  564  228 
6 164 1 1 2 3 4 5 6 7 8  419  452  640  548  1093  307  754  528 
6 165 1 1 2 3 4 5 6 7 8  1398  227  716  265  2185  952  1582  1206 
6 166 1 1 2 3 4 5 7 6 -9  682  528  1319  565  1921  188  825  155 
6 167 1 1 2 3 4 5 6 7 8  1700  190  3051  490  1586  791  867  603 
6 168 1 1 2 3 4 5 6 7 8  344  1515  490  490  678  641  641  791 
6 169 1 1 2 3 4 5 6 7 8  1699  377  340  386  415  565  2825  754 
6 170 1 4 2 3 1 5 6 7 8  718  640  980  754  415  377  1620  26480 
6 171 1 1 2 3 4 5 6 7 8  737  1103  463  603  490  452  866  1180 
6 172 1 1 2 3 4 5 6 7 8  758  415  490  452  1093  452  678  265 
6 173 1 1 2 3 4 5 6 7 8  984  190  227  227  1630  227  1469  153 
6 174 1 1 2 3 4 5 6 7 8  1135  641  678  388  377  229  1167  153 
6 175 1 1 2 3 4 5 6 7 8  1474  265  377  265  1130  1206  3127  228 
6 176 1 1 2 8 3 5 4 7 6  682  1545  3729  1168  8475  242  265  352 
6 177 1 1 2 3 4 6 7 5 8  909  603  1026  415  5424  1281  340  265 
6 178 1 1 2 3 4 5 6 7 8  1134  678  754  565  565  1432  528  452 
6 179 1 1 2 3 4 6 5 7 8  1360  169  265  415  4746  415  228  190 
6 180 1 1 6 3 4 5 6 7 8  683  527  415  190  490  302  829  1854 
6 181 1 1 2 3 4 5 6 7 8  435  265  1733  190  1469  452  904  200 
6 182 1 1 2 3 4 5 6 7 8  3319  415  829  415  641  377  1394  641 
6 183 1 1 2 3 4 5 6 7 8  761  1507  791  377  565  829  2976  115 
6 184 1 1 2 3 4 6 7 5 8  457  190  452  1243  1281  4596  340  119 
6 185 1 1 2 3 4 5 6 7 8  1436  153  452  689  4257  528  340  452 
6 186 1 2 1 3 4 5 6 7 8  532  340  527  452  5839  565  265  265 
6 187 1 1 2 3 4 5 6 7 8  1436  1358  3767  227  2034  565  415  115 
6 188 1 2 1 3 4 5 6 7 8  796  340  1017  227  2260  1017  1582  227 
6 189 1 1 2 3 4 5 6 7 8  795  452  678  800  958  302  1394  265 
6 190 1 1 2 3 4 5 6 7 8  1738  340  200  415  678  452  1808  452 
6 191 1 1 2 3 4 5 7 8 6  1454  190  641  190  942  5236  754  163 
6 192 1 1 2 3 4 5 6 7 8  1474  565  829  640  1432  340  1243  265 
6 193 1 8 4 1 2 5 6 7 8  8291  1356  1055  984  2976  377  1695  651 
6 194 1 1 2 3 1 5 6 7 8  645  641  415  1469  6366  1733  1695  1168 
6 195 1 1 2 3 4 5 7 6 8  682  340  603  340  1356  1469  2562  115 
6 196 1 1 2 3 4 5 6 7 8  1963  1055  952  603  5537  157  829  115 
6 197 1 1 2 3 1 4 5 7 6  2566  754  340  415  9869  14879  227  1356 
6 198 1 1 2 3 4 5 6 7 8  607  190  829  377  415  377  1658  228 
6 199 1 1 2 3 4 5 6 8 7  1511  190  716  528  942  302  1597  302 
6 200 1 2 1 3 3 4 6 7 8  1398  265  7996  1258  7496  302  340  190 
7 1 0 1 2 3 6 5 8 4 7  2660  1733  1657  1356  1666  1356  2046  678 
7 2 0 1 5 8 4 6 3 7 2  2911  603  3201  1507  1243  942  415  829 
7 3 0 1 2 8 3 4 6 5 7  2310  1092  979  1582  1507  841  829  415 
7 4 0 1 2 5 3 4 8 7 6  1897  904  565  603  1243  2952  979  1092 
7 5 0 2 4 3 7 5 1 6 8  4160  678  3051  1093  1996  302  2222  732 
7 6 0 1 2 4 8 3 6 7 5  2010  1055  2109  1168  1356  1846  2109  415 
7 7 0 7 1 4 6 2 5 3 8  2726  1092  912  2410  3088  1055  1469  340 
7 8 0 1 5 2 3 4 6 8 7  1709  1469  565  2976  2034  4143  490  377 
7 9 0 1 2 6 3 4 7 8 5  1106  1894  1515  716  2712  4294  1356  942 
7 10 0 3 6 7 5 8 4 1 2  3780  527  1480  565  4934  1770  527  1017 
7 11 0 1 8 2 6 4 3 5 7  1387  2938  603  2034  452  2524  452  265 
7 12 0 5 3 4 7 2 1 8 6  2676  527  1243  4557  3844  302  1695  452 
7 13 0 5 1 3 4 6 7 8 2  1370  3239  1318  2260  678  1507  1394  1168 
7 14 0 6 1 2 5 4 3 7 8  1483  904  1582  1168  1168  1168  527  603 
7 15 0 1 7 3 5 8 6 4 2  1294  1959  1921  1205  490  942  980  415 
7 16 0 1 2 3 4 5 6 7 8  1026  452  716  490  452  2825  653  377 
7 17 0 1 2 4 7 6 8 3 5  956  678  2750  2185  1205  565  1431  1432 
7 18 0 1 2 3 4 5 6 7 8  1070  565  576  603  2034  265  281  340 
7 19 0 1 2 3 4 -9 8 7 6  1294  641  565  678  641  1808  1808  1130 
7 20 0 1 2 3 4 5 6 7 8  1672  490  490  565  1394  2147  754  979 
7 21 0 1 2 3 4 5 8 7 6  1012  603  1055  603  1055  1770  1431  228 
7 22 0 1 5 3 4 2 7 6 8  1785  490  5275  2034  1055  452  1394  640 
7 23 0 1 2 7 8 4 6 3 5  2463  527  754  2072  791  1734  1431  565 
7 24 0 1 2 7 3 4 5 6 8  956  1182  2976  3691  908  565  1321  527 
7 25 0 5 7 3 1 8 6 4 2  3819  527  1695  942  1206  1582  529  528 
7 26 0 1 3 2 7 5 6 4 8  843  452  2373  565  1170  3616  425  377 
7 27 0 1 6 5 3 7 4 2 8  6681  1243  2034  377  1206  2260  302  904 
7 28 0 1 2 3 4 8 5 6 7  655  1093  1469  1620  2524  1243  565  1017 
7 29 0 1 2 3 8 4 7 5 6  1257  532  1130  490  829  1205  528  527 
7 30 0 4 2 8 4 6 -9 5 1  2086  565  678  452  490  569  4030  3691 
7 31 0 1 2 3 4 5 7 6 8  1012  452  1078  527  2260  1886  804  302 
7 32 0 4 7 6 5 8 3 2 1  806  2110  2036  452  3541  1808  1921  302 
7 33 0 1 2 7 4 5 6 8 3  1484  527  3955  988  603  904  1394  490 
7 34 0 1 2 3 4 5 6 7 8  429  791  1884  527  1055  1243  1858  265 
7 35 0 4 8 6 2 5 1 3 7  5288  452  2524  1658  3164  829  678  678 
7 36 0 1 2 3 4 5 6 7 8  919  1206  908  576  716  2561  544  1356 
7 37 0 6 2 3 4 7 5 1 8  542  642  564  954  3692  377  1168  678 
7 38 0 3 7 1 6 8 5 2 4  1973  1808  1247  2110  3503  377  904  190 
7 39 0 4 6 3 2 5 7 1 8  1295  573  3767  1168  4520  552  942  1319 
7 40 0 1 4 3 7 8 2 6 5  994  678  2110  1130  2900  490  490  452 
7 41 0 1 2 3 4 5 6 7 8  1125  1921  3014  1507  461  2147  265  452 
7 42 0 1 4 3 6 2 5 7 8  881  831  565  1959  3164  603  829  340 
7 43 0 2 1 8 2 4 5 6 3  768  490  490  490  2336  5763  1130  1017 
7 44 0 3 4 5 7 4 8 2 6  1146  716  1482  829  2486  641  2675  530 
7 45 0 1 2 3 4 5 6 7 8  1145  490  2072  980  1319  1733  1017  452 
7 46 0 1 5 3 4 2 6 -9 7  1785  528  678  490  3390  1469  603  303 
7 47 0 1 2 5 7 3 8 6 4  1221  565  1093  415  1356  528  942  265 
7 48 0 4 2 7 5 8 1 3 6  1673  695  1281  452  829  1206  227  265 
7 49 0 1 2 3 4 5 6 7 8  241  640  829  1243  2034  2336  377  2675 
7 50 0 1 3 2 4 6 8 5 7  844  340  302  1432  640  1808  565  452 
7 51 0 1 -9 6 3 8 7 4 5  900  982  2298  2185  980  3089  1206  1884 
7 52 0 1 2 7 5 3 8 6 4  317  415  2825  2675  1469  867  942  716 
7 53 0 1 2 3 5 7 4 6 8  581  942  1469  1055  1507  490  3579  228 
7 54 0 6 1 8 4 3 7 5 2  6607  2185  1026  1055  4181  415  1658  415 
7 55 0 1 2 3 4 1 6 7 8  1183  678  603  1884  678  2034  1545  791 
7 56 0 2 4 5 7 1 8 3 6  2577  415  3842  791  4181  265  1469  1507 
7 57 0 8 7 4 3 5 6 1 2  1711  1055  1319  1206  1356  490  2185  377 
7 58 0 2 3 5 7 8 1 4 6  1334  3629  1281  4709  528  265  1055  490 
7 59 0 1 3 4 5 7 8 2 6  278  415  1808  757  1921  265  1055  227 
7 60 0 1 2 3 4 5 7 6 8  55  641  452  695  603  1168  1507  265 
7 61 0 1 2 3 4 5 6 8 7  673  527  1206  527  1434  390  640  452 
7 62 0 1 7 3 4 6 5 2 8  957  904  1582  869  1103  877  265  603 
7 63 0 1 2 3 8 6 5 4 7  1333  528  1921  544  641  980  302  716 
7 64 0 1 8 3 6 4 2 5 7  542  980  716  829  678  2411  829  275 
7 65 0 1 4 5 2 3 6 8 7  1447  1356  1432  1055  1017  377  1130  754 
7 66 0 2 5 3 4 8 6 1 7  785  915  590  1219  1394  867  1281  354 
7 67 0 1 4 3 2 5 6 7 8  1032  1997  565  829  603  2825  2528  904 
7 68 0 1 2 3 6 5 7 4 8  1410  415  1055  1319  2072  5349  1093  565 
7 69 0 1 2 3 4 8 6 7 5  467  716  942  2486  3127  641  1055  942 
7 70 0 1 2 3 4 5 7 8 6  995  538  565  904  1172  1695  1507  265 
7 71 0 1 4 2 7 3 8 5 6  748  695  565  2524  490  2336  2938  829 
7 72 0 2 1 3 4 5 7 6 8  731  1959  904  1582  1507  1055  490  528 
7 73 0 7 2 4 3 1 5 6 8  1937  1055  678  3805  8099  1846  1469  452 
7 74 0 1 4 2 8 6 7 5 3  995  754  904  603  2298  1432  490  802 
7 75 0 1 6 8 3 5 7 4 2  10  533  603  3579  1447  1319  565  867 
7 76 0 1 2 4 3 5 6 8 7  958  1394  1432  4558  1206  1997  1093  791 
7 77 0 2 3 8 4 6 7 1 5  1746  452  1101  603  419  1733  1846  641 
7 78 0 4 2 5 3 4 7 8 1  1862  1319  678  791  754  3127  1507  302 
7 79 0 1 3 4 6 5 7 2 5  1269  565  913  2298  1624  5010  754  754 
7 80 0 4 1 2 8 6 3 7 5  1070  716  603  2072  565  942  867  915 
7 81 0 1 2 3 4 5 8 6 7  1932  791  490  716  528  1319  678  1545 
7 82 0 1 2 3 6 4 7 5 8  1598  527  1545  1848  2034  2185  1921  904 
7 83 0 1 2 3 8 6 4 5 7  1522  1206  1243  2562  754  1658  452  1319 
7 84 0 1 2 3 4 7 5 6 8  581  829  641  425  2185  1218  1356  980 
7 85 0 8 1 5 4 6 3 7 2  2163  2223  2037  754  2486  1507  1206  1432 
7 86 0 8 3 6 4 5 2 1 7  1485  565  2072  452  3654  377  1861  565 
7 87 0 1 2 3 4 8 6 7 5  54  942  4031  1168  465  1055  716  1017 
7 88 0 6 5 4 8 1 2 3 7  2043  527  678  1183  1017  2147  565  3390 
7 89 0 1 2 3 4 6 5 7 8  10  534  603  603  1109  1206  1469  603 
7 90 0 1 5 3 4 6 2 8 7  1410  377  1176  3654  528  1469  1055  1254 
7 91 0 1 4 2 4 6 8 7 3  675  528  980  980  490  1846  1959  867 
7 92 0 1 2 3 4 5 6 8 7  10  724  1281  565  980  528  1055  490 
7 93 0 1 2 4 5 3 7 6 8  10  797  1469  1356  603  904  2336  603 
7 94 0 1 2 3 6 8 4 7 5  1749  641  1469  527  980  2034  1959  791 
7 95 0 3 4 2 8 1 6 5 7  1522  565  2336  2223  377  2541  942  528 
7 96 0 6 2 1 7 4 3 8 5  1749  377  1168  490  452  1319  791  302 
7 97 0 1 6 8 4 3 5 2 7  882  678  3918  4483  5839  2750  867  302 
7 98 0 6 2 5 4 1 8 7 3  1447  565  527  565  2110  1469  1620  490 
7 99 0 1 6 5 3 2 7 8 4  2351  1545  603  1884  565  1524  1469  494 
7 100 0 2 6 5 7 1 3 8 4  4009  415  1511  1509  1620  452  678  1093 
7 101 1 4 2 6 3 4 1 5 7  1864  1932  565  2034  1356  1507  1507  302 
7 102 1 1 8 2 7 4 3 6 5  827  791  2034  1959  641  1432  340  754 
7 103 1 1 2 3 4 7 8 5 6  871  678  678  678  5048  415  1168  452 
7 104 1 1 2 3 4 5 6 8 7  11  710  1130  791  3240  1206  242  1281 
7 105 1 1 2 3 6 5 4 8 7  1625  565  678  603  3353  1019  302  1507 
7 106 1 1 2 3 4 7 5 8 6  834  678  2675  2185  2637  655  904  603 
7 107 1 1 2 3 4 5 7 6 8  10  372  980  867  793  1319  1469  829 
7 108 1 1 2 1 4 5 6 8 3  194  565  1243  603  1130  791  5990  302 
7 109 1 1 2 8 4 5 3 6 7  269  528  678  678  980  490  829  490 
7 110 1 2 3 4 1 7 6 8 4  344  415  1130  2373  5801  565  980  754 
7 111 1 1 2 3 4 5 6 8 7  889  620  377  716  1695  867  3579  716 
7 112 1 1 2 3 4 1 6 7 5  118  678  538  528  754  3428  1093  265 
7 113 1 1 2 3 4 6 7 5 8  909  1168  1243  680  1434  2562  1093  1055 
7 114 1 1 2 3 4 5 6 7 8  721  829  716  867  5048  1321  1394  490 
7 115 1 4 2 7 6 5 8 1 3  1060  500  716  1017  1145  542  1206  340 
7 116 1 1 2 3 4 5 6 8 7  1474  716  1771  641  2072  754  1093  415 
7 117 1 1 2 3 6 5 7 4 8  721  490  603  1243  1997  1017  540  1130 
7 118 1 -9 1 8 3 4 2 6 7  231  1962  641  1017  867  3165  1695  651 
7 119 1 1 2 3 4 5 7 8 6  1701  716  528  1017  6442  2260  452  716 
7 120 1 1 2 3 4 5 6 8 7  834  603  527  640  1623  415  1130  942 
7 121 1 1 2 3 4 5 6 7 8  513  538  1055  791  2147  1206  678  565 
7 122 1 3 7 1 4 2 6 5 8  985  867  2198  2486  1281  716  1545  377 
7 123 1 1 2 3 4 5 6 8 7  533  678  829  1168  1055  1168  1055  641 
7 124 1 1 2 3 4 7 6 5 8  533  1545  1658  1394  2261  678  1093  490 
7 125 1 1 2 5 8 7 6 3 4  1851  716  10962  415  4860  678  605  678 
7 126 1 1 2 3 4 5 6 8 7  721  613  603  942  1281  2110  1733  527 
7 127 1 1 2 5 4 2 6 7 8  542  490  452  641  565  3165  1130  302 
7 128 1 1 2 3 4 6 5 8 7  1191  829  1470  1545  4144  1244  1145  490 
7 129 1 1 2 3 4 6 5 8 7  458  490  452  607  1545  1206  1432  1592 
7 130 1 1 2 3 5 8 7 6 4  10  523  641  1017  1357  1809  302  1206 
7 131 1 1 2 3 4 5 6 7 8  551  565  565  678  3244  1093  1093  528 
7 132 1 1 7 3 4 2 5 6 8  1182  565  2336  4107  2524  2603  755  917 
7 133 1 1 2 3 4 5 6 7 8  683  528  565  716  603  942  791  829 
7 134 1 1 2 3 4 7 5 8 6  10  1164  641  603  1168  377  1432  762 
7 135 1 1 2 6 4 5 7 8 3  1249  1168  754  565  2648  2223  1017  340 
7 136 1 1 4 5 8 2 7 6 3  872  2185  2185  1168  1446  1281  1507  340 
7 137 1 1 2 3 4 5 6 7 8  571  678  565  565  829  1055  1055  754 
7 138 1 1 7 3 4 8 2 6 5  640  1319  490  1130  5312  1220  1130  490 
7 139 1 1 2 3 4 7 5 6 8  1588  641  607  1357  1432  377  1357  528 
7 140 1 1 2 3 4 5 6 8 7  345  641  528  678  2713  1281  1319  528 
7 141 1 1 2 3 4 5 8 6 7  588  565  980  641  1470  1319  603  716 
7 142 1 1 2 3 4 6 5 7 8  44  867  565  490  6028  942  1020  528 
7 143 1 1 6 3 4 5 2 8 7  270  528  791  452  1357  429  867  377 
7 144 1 1 2 3 4 5 6 7 8  10  592  603  603  1131  603  1319  415 
7 145 1 1 2 3 7 6 4 5 8  1513  791  1281  718  1507  565  1319  565 
7 146 1 1 2 3 6 8 5 4 7  1213  904  1357  791  1470  980  905  867 
7 147 1 1 2 3 5 6 4 7 8  2229  1371  942  1206  3316  1319  1357  490 
7 148 1 1 2 3 4 7 5 6 8  1626  1545  3843  678  1470  716  2223  528 
7 149 1 1 2 3 4 5 6 7 8  308  388  942  1356  2261  1168  904  867 
7 150 1 1 2 3 4 5 6 8 7  1927  1168  2110  1055  5576  1319  1545  1172 
7 151 1 1 2 3 4 5 6 8 7  10  503  565  576  2223  1583  452  678 
7 152 1 1 2 3 4 5 8 7 6  1061  415  528  1017  984  1809  867  678 
7 153 1 1 8 3 4 5 6 2 7  722  2788  1394  1055  1206  1733  1206  678 
7 154 1 1 2 3 5 6 7 4 8  834  641  716  565  2713  1507  528  867 
7 155 1 1 2 3 4 8 5 7 6  647  542  1168  565  2939  1620  791  980 
7 156 1 1 2 3 4 8 5 7 6  1099  942  641  678  1733  1507  754  1130 
7 157 1 1 6 3 4 8 2 5 7  1212  641  565  678  2788  377  980  265 
7 158 1 1 2 3 4 5 8 6 7  532  492  603  565  2110  1055  281  792 
7 159 1 1 2 5 4 7 3 8 6  10  749  678  716  2449  1658  528  716 
7 160 1 1 2 3 4 6 7 8 5  82  905  716  904  904  452  1018  498 
7 161 1 1 2 3 4 5 6 7 8  100  1018  490  603  3806  500  980  829 
7 162 1 1 2 3 4 6 7 8 5  10  412  603  1281  1131  3399  1131  1245 
7 163 1 1 2 3 5 8 6 7 4  760  1055  980  2072  3203  528  603  528 
7 164 1 5 6 8 3 7 2 1 4  1863  603  1093  904  1997  1206  2072  528 
7 165 1 1 2 3 4 5 6 7 8  10  449  265  528  915  1357  1583  190 
7 166 1 1 2 7 3 6 5 4 8  10  525  3741  1170  3655  1846  2223  456 
7 167 1 1 2 3 4 5 7 6 8  83  340  532  490  1470  716  415  1017 
7 168 1 1 2 3 4 7 5 6 8  90  528  565  603  1934  905  1281  157 
7 169 1 1 2 6 4 5 3 8 7  82  829  415  641  1179  2299  1244  942 
7 170 1 3 1 8 4 5 6 7 2  195  1922  3090  415  2525  678  1093  190 
7 171 1 1 2 3 4 6 7 8 5  2172  565  528  452  1319  990  494  980 
7 172 1 3 4 1 2 8 5 6 7  169  377  2638  1394  1809  1093  1696  982 
7 173 1 1 2 3 4 5 6 8 7  10  713  942  842  1470  1545  490  754 
7 174 1 1 2 3 4 5 7 6 8  83  528  377  415  4597  829  1357  688 
7 175 1 1 2 3 4 6 8 5 7  384  980  590  641  4107  2148  1131  528 
7 176 1 1 2 3 4 7 5 8 6  309  565  528  603  1696  452  1093  452 
7 177 1 2 3 1 4 5 7 8 6  348  678  1620  1244  1997  528  641  490 
7 178 1 1 2 3 6 4 7 8 5  874  498  603  716  1055  2077  754  1319 
7 179 1 1 5 3 4 6 7 2 8  464  754  641  679  3178  980  265  641 
7 180 1 1 2 3 4 5 8 7 6  685  415  528  565  2638  490  695  679 
7 181 1 1 2 3 4 7 5 8 6  966  528  867  565  1168  490  1168  452 
7 182 1 1 2 3 4 6 7 5 8  10  300  490  452  1244  227  1055  303 
7 183 1 2 3 4 1 8 6 5 7  309  829  528  1922  1093  340  802  228 
7 184 1 5 1 3 4 2 6 -9 7  611  1658  2826  415  2073  1658  228  302 
7 185 1 1 2 6 4 5 3 7 6  799  469  528  565  2224  1658  528  867 
7 186 1 1 2 3 4 6 8 5 7  121  641  1131  641  4861  4032  881  1321 
7 187 1 6 3 1 4 2 7 8 5  3700  340  980  377  6934  415  1034  415 
7 188 1 1 2 3 4 5 6 8 7  10  488  528  452  1658  1470  1470  1169 
7 189 1 2 3 4 1 6 7 5 8  19  452  467  1847  2186  490  792  565 
7 190 1 1 2 3 4 8 7 5 6  1213  867  942  905  10438  340  754  754 
7 191 1 1 2 3 4 5 7 8 1  327  620  565  603  1206  1357  1658  232 
7 192 1 1 2 3 6 8 5 7 6  725  829  603  829  2412  1734  1621  265 
7 193 1 1 2 3 4 5 6 7 8  84  415  716  1621  1281  1055  1395  190 
7 194 1 1 2 3 4 6 5 7 8  122  528  905  603  1432  1018  582  829 
7 195 1 1 6 3 2 5 7 8 4  611  490  565  4673  4560  2487  618  1319 
7 196 1 1 5 3 4 8 7 6 2  159  1018  867  603  1583  1508  2224  340 
7 197 1 2 3 4 1 5 8 6 7  385  302  566  3392  2977  1357  1055  190 
7 198 1 1 2 6 5 4 7 3 8  309  565  679  2600  1847  1884  490  913 
7 199 1 1 2 3 4 6 7 5 8  423  605  603  490  1960  490  1018  678 
7 200 1 1 5 8 6 3 2 7 4  234  679  490  1809  3392  1168  905  1018 
8 1 0 1 2 3 4 5 6 7 8  621  415  464  414  414  655  531  302 
8 2 0 5 2 3 -9 5 6 8 1  1211  414  1054  414  377  640  5232  340 
8 3 0 1 6 5 4 3 2 7 8  1025  377  565  377  414  1581  941  227 
8 4 0 1 6 3 4 5 2 7 8  987  414  340  602  866  414  1552  527 
8 5 0 1 2 4 3 5 2 7 6  912  640  565  490  1656  452  979  265 
8 6 0 1 5 8 4 2 6 3 7  385  377  866  1092  452  452  1694  265 
8 7 0 1 5 3 4 2 6 7 8  460  452  415  452  5382  1468  527  715 
8 8 0 1 2 3 7 5 6 7 8  7273  2710  1355  489  941  340  452  2409 
8 9 0 1 2 3 4 5 6 7 8  574  414  377  1280  1506  317  1506  791 
8 10 0 1 2 3 4 5 6 7 8  762  489  452  452  1054  1129  489  340 
8 11 0 1 2 3 4 5 8 7 6  477  340  340  340  452  452  1167  866 
8 12 0 1 4 3 2 6 8 7 5  837  565  753  2861  1619  640  904  377 
8 13 0 1 2 3 4 5 6 7 8  649  791  415  377  452  342  1318  415 
8 14 0 2 6 1 3 7 4 5 8  1440  302  979  904  1694  1656  452  190 
8 15 0 1 2 3 4 5 6 7 8  423  678  489  415  791  602  340  302 
8 16 0 1 2 3 4 5 8 6 7  837  302  302  489  1146  319  1318  302 
8 17 0 1 4 3 2 5 6 7 8  988  340  302  753  1656  302  904  602 
8 18 0 1 2 3 4 5 6 8 7  1139  1064  1506  415  1242  1288  979  527 
8 19 0 1 2 8 3 5 6 4 7  1289  227  1322  2259  1016  302  1132  452 
8 20 0 1 2 7 4 5 8 3 6  2193  190  2560  1017  1092  340  1431  115 
8 21 0 1 2 5 4 8 6 7 3  967  302  340  377  3162  2108  603  227 
8 22 0 1 3 5 4 2 8 7 6  1327  1732  452  527  1092  567  941  414 
8 23 0 1 4 6 2 7 3 8 -9  989  565  979  640  2786  1138  791  452 
8 24 0 1 2 3 4 7 8 5 6  424  392  452  1694  1997  415  828  265 
8 25 0 1 2 3 4 5 6 8 7  1290  302  527  715  979  1694  313  227 
8 26 0 1 2 3 4 7 8 5 6  725  265  527  302  828  1732  2108  377 
8 27 0 1 6 5 4 3 -9 7 8  387  302  1807  1242  4593  790  1585  1205 
8 28 0 1 2 4 3 5 6 7 8  650  377  565  350  452  2071  678  119 
8 29 0 1 6 3 -9 7 4 8 5  813  190  452  791  1130  4818  2297  1205 
8 30 0 1 2 3 4 5 6 7 8  592  377  340  904  1619  1619  1318  190 
8 31 0 1 3 2 8 6 7 4 5  2512  352  1598  904  567  828  1065  1619 
8 32 0 1 4 6 2 5 3 7 8  387  452  753  340  1629  1468  3275  265 
