1 1 2 3 4 5 7 6 8  1223  414  418  676  1541  914  1653  376 0 0 0 0  1860  897  709  483 
1 1 2 3 4 5 7 6 8  1561  451  302  312  1841  1278  387  451 0 0 0 0  1634  784  596  709 
1 1 2 3 4 5 6 7 8  1374  414  791  414  3757  2046  302  676 0 0 0 0  1522  671  671  1085 
1 1 2 3 4 5 8 6 7  1748  639  601  526  526  2292  639  376 0 0 0 0  3363  822  633  709 
1 1 2 3 4 5 7 6 8  1937  451  376  564  451  1766  302  227 0 0 0 0  1597  596  709  521 
1 1 3 2 4 6 7 5 8  1749  414  451  902  2330  564  1543  227 0 0 0 0  1635  596  650  821 
1 1 2 3 4 7 6 5 8  1486  264  1466  451  4471  302  376  302 0 0 0 0  2536  784  596  859 
1 1 2 3 4 5 6 7 8  1410  714  453  677  1315  2518  264  339 0 0 0 0  1972  446  709  784 
1 1 2 3 4 5 7 6 8  1111  414  339  526  461  3081  526  451 0 0 0 0  1536  521  446  596 
1 1 2 3 4 5 7 6 8  2087  789  339  1728  451  1879  414  264 0 0 0 0  1822  521  559  709 
1 1 3 2 4 6 8 5 7  1428  2367  5110  714  2517  414  428  902 0 0 0 0  1785  558  598  596 
1 1 2 3 4 6 5 7 8  1527  312  2818  376  1240  564  1219  227 0 0 0 0  2723  671  1047  1197 
1 1 2 3 4 5 6 7 8  1532  377  414  414  2142  564  2067  339 0 0 0 0  1784  446  671  558 
1 1 2 3 4 7 8 5 6  1524  339  302  414  2142  451  302  714 0 0 0 0  1446  521  500  784 
1 1 2 3 4 5 8 7 6  1374  601  339  264  601  2367  451  227 0 0 0 0  1521  558  634  746 
1 1 2 6 4 5 3 7 8  1186  601  376  526  1991  1766  1466  343 0 0 0 0  1446  521  558  1159 
1 1 2 3 4 6 7 5 8  2238  414  414  414  2856  536  564  1052 0 0 0 0  1484  521  709  896 
1 1 2 3 4 5 8 6 7  848  339  601  601  3720  414  1353  264 0 0 0 0  2160  483  633  634 
1 1 2 3 4 5 6 7 8  1336  190  339  714  264  1992  227  564 1 0 1 1  1762  371  596  784 
1 1 3 2 4 5 6 7 8  1599  493  489  714  1879  977  752  526 0 0 0 0  1221  596  934  859 
1 1 2 3 4 7 6 5 8  1036  752  526  499  2555  1916  488  1428 0 0 0 0  1334  784  711  559 
1 1 2 3 4 8 6 7 5  1186  414  489  601  2517  827  1401  264 0 0 0 0  2048  521  596  822 
1 1 2 4 3 7 5 8 6  975  603  601  1916  4321  564  676  1098 0 0 0 0  2536  633  596  612 
1 1 2 3 4 5 6 7 8  2050  789  526  639  2893  414  387  339 0 0 0 0  1296  559  521  558 
1 1 2 3 4 7 6 5 8  961  451  677  526  2029  302  243  977 0 0 0 0  1484  784  709  634 
1 1 2 3 4 8 6 7 5  1975  939  489  624  940  2931  190  264 0 0 0 0  2977  521  671  897 
1 1 2 3 4 6 7 5 8  2127  676  564  601  2330  714  489  601 0 0 0 0  1371  821  709  671 
1 1 2 3 4 6 5 7 8  1223  302  864  414  3795  1090  489  1052 0 0 0 0  2009  558  671  859 
1 1 2 3 4 6 5 7 8  1373  414  339  339  2254  376  1278  339 0 0 0 0  1199  558  483  559 
1 1 2 3 4 7 6 5 8  1712  526  526  1918  2405  1165  414  677 0 0 0 0  1746  558  559  672 
1 1 2 3 4 7 8 6 5  1674  564  655  1090  1476  827  1428  387 0 0 0 0  1258  634  746  596 
1 1 2 3 4 5 7 6 8  1299  714  752  489  3156  414  526  864 0 0 0 0  1445  1009  596  746 
1 1 2 3 4 6 7 5 8  1488  601  451  526  2329  639  1653  376 0 0 0 0  2138  559  558  709 
1 1 2 3 4 6 8 7 5  1261  687  451  639  1578  1503  302  526 0 0 0 0  1182  559  483  671 
1 1 2 3 4 5 6 8 7  1674  455  4621  339  5034  1202  489  1803 0 0 0 0  1633  483  596  559 
1 1 2 3 4 6 7 8 5  1148  489  451  601  1803  489  2067  339 0 0 0 0  1558  484  634  784 
1 1 3 2 4 7 8 5 6  1749  339  376  1094  2179  302  339  939 0 0 0 0  1258  483  1310  521 
1 1 3 6 4 5 2 7 8  848  451  3945  829  1616  639  1428  227 0 0 0 0  1745  446  559  671 
1 1 2 3 4 5 6 7 8  1299  489  451  2254  1954  902  752  488 0 0 0 0  1498  521  521  634 
1 1 2 3 4 6 7 5 8  1451  526  724  1015  2254  564  2179  430 0 0 0 0  994  934  671  784 
1 1 2 3 4 6 8 7 5  931  376  601  653  4508  939  1278  189 0 0 0 0  1218  709  521  784 
1 1 2 3 4 5 7 8 6  998  526  339  376  1540  639  1240  714 0 0 0 0  1746  596  709  671 
1 1 2 3 4 8 5 6 7  1413  526  752  451  2667  414  864  601 0 0 0 0  1821  896  1685  596 
1 1 2 3 4 6 8 7 5  1186  526  639  601  4170  2592  526  414 0 0 0 0  1219  596  485  558 
1 1 2 3 4 8 7 5 6  1374  339  601  489  1090  687  564  639 0 0 0 0  2234  633  633  1310 
1 1 2 3 4 5 6 7 8  1899  789  864  489  1541  376  489  376 0 0 0 0  1520  746  521  709 
1 1 2 3 4 5 7 8 6  1111  564  489  714  3907  526  1841  339 0 0 0 0  1521  408  596  521 
1 1 2 3 4 8 6 7 5  3815  391  1015  601  564  6462  1052  526 0 0 0 0  1896  558  596  596 
1 1 2 3 4 6 5 7 8  1636  451  789  564  2441  387  488  639 0 0 0 0  1597  445  596  596 
1 1 2 3 4 6 7 5 8  1487  339  301  314  3493  2667  376  601 0 0 0 0  1629  709  671  633 
1 1 2 3 4 5 6 7 8  1787  601  536  639  751  1953  939  376 0 0 0 0  1668  821  859  596 
1 1 2 3 4 5 6 7 8  2576  939  1202  609  1331  611  602  375 0 0 0 0  1255  1234  784  709 
1 1 2 3 4 8 7 5 6  1224  414  563  451  5296  864  1089  413 0 0 0 0  1368  558  763  671 
1 1 2 3 4 6 8 7 5  1900  376  605  414  4545  339  451  376 0 0 0 1  1932  596  896  558 
1 1 2 3 4 8 5 6 7  1564  339  414  451  2404  789  1058  258 0 0 0 0  1856  1084  709  746 
1 1 2 3 4 5 6 8 7  1938  451  639  639  564  1540  451  302 0 0 0 0  2078  746  1122  671 
1 1 2 3 4 5 7 6 8  1449  526  1736  1052  751  1615  488  864 0 0 0 0  2158  1385  673  1159 
1 1 2 3 4 6 7 8 5  1374  416  376  339  3831  1052  302  526 0 0 0 0  4036  521  671  633 
1 1 2 3 4 5 7 8 6  1111  751  376  451  526  3306  376  339 0 0 0 0  2248  633  596  521 
1 1 2 3 4 5 6 7 8  1374  451  576  488  451  1803  488  339 0 0 0 0  1670  596  746  596 
1 1 2 3 4 5 7 6 8  1975  491  488  351  526  1991  414  564 0 0 0 0  2234  634  558  709 
1 1 2 3 4 6 5 7 8  1224  488  714  616  3456  1429  939  376 0 0 0 0  1595  500  596  634 
1 1 2 3 4 8 7 6 5  1037  339  339  499  3193  2667  387  601 0 0 0 0  1934  634  671  558 
1 1 2 3 4 6 5 7 8  1562  564  451  489  3945  414  1879  2179 0 0 0 0  1408  634  709  1310 
1 1 2 3 4 5 6 7 8  1036  488  451  939  3456  376  488  414 0 0 0 0  1821  821  822  897 
1 1 2 3 4 5 6 8 7  1224  451  691  339  4396  526  2254  1052 0 0 0 0  1859  558  634  596 
1 1 2 3 4 6 5 7 8  1450  414  339  302  2254  414  977  339 0 0 0 0  1972  1760  633  934 
1 1 2 3 4 5 7 8 6  1262  489  414  376  2743  376  977  302 0 0 0 0  1371  596  596  671 
1 1 2 3 4 5 6 8 7  1713  414  349  827  339  3908  677  827 0 0 0 0  1727  671  483  596 
1 1 2 3 4 5 7 6 8  2540  564  940  339  725  2931  414  489 1 1 1 1  1487  523  221  408 
1 1 2 3 4 5 6 7 8  1638  564  601  902  827  2480  602  376 0 0 0 0  2464  558  559  822 
1 1 2 3 4 5 6 7 8  1225  275  827  977  653  2255  414  827 0 0 0 0  1563  634  559  671 
1 1 2 3 4 6 5 7 8  1413  414  414  451  4773  639  752  639 0 0 0 0  1487  596  559  972 
1 1 2 3 4 6 8 5 7  1075  639  601  752  2330  576  2781  414 0 0 0 0  1976  559  672  784 
1 1 2 3 4 7 5 6 8  1036  489  451  489  2218  424  639  601 0 0 0 0  1037  596  671  1010 
1 1 2 3 4 5 7 6 8  1789  377  339  714  800  4623  451  302 0 0 0 0  3442  746  559  725 
1 1 2 3 4 5 6 8 7  1453  451  602  489  414  5149  639  752 0 0 0 0  2315  935  671  784 
1 1 2 3 4 5 7 6 8  1150  339  526  489  526  4134  241  227 0 0 0 0  1450  446  785  709 
1 1 2 3 4 5 7 6 8  1413  377  302  451  865  2184  377  414 0 0 0 0  1219  596  559  559 
1 1 2 3 4 5 7 6 8  1300  602  451  414  2932  391  414  677 0 0 0 0  1691  1461  672  784 
1 1 2 3 4 5 7 6 8  1187  339  414  489  526  2255  377  264 0 0 0 0  1113  596  634  521 
1 1 3 2 4 5 8 7 6  1375  602  865  2406  639  3383  377  376 0 0 0 0  1037  747  784  559 
1 1 2 3 4 5 6 7 8  1565  616  489  564  602  3834  451  264 0 0 0 0  941  859  596  596 
1 1 2 3 4 5 5 8 7  1000  381  526  377  602  2310  574  639 0 0 0 0  1489  522  709  1311 
1 1 2 5 4 8 3 6 7  1864  564  489  865  1616  2255  1504  264 0 0 0 0  2069  1536  672  709 
1 1 2 3 4 5 7 6 8  1751  414  451  564  827  1466  414  376 0 0 0 0  1489  784  634  596 
1 5 6 3 2 4 1 7 8  924  2195  1354  564  10187  1579  489  3909 0 0 0 0  1639  1160  747  709 
1 1 2 3 4 5 6 7 8  1150  451  489  414  489  4210  489  1015 0 0 0 0  1414  484  521  408 
1 1 2 3 4 5 7 6 8  1376  790  489  526  564  5263  564  302 0 0 0 0  1355  597  747  1799 
1 1 2 3 4 5 7 6 8  1075  451  339  1842  714  1992  302  424 0 0 0 0  3556  634  747  822 
1 1 2 3 4 8 5 7 8  1187  451  302  414  3721  526  391  489 0 0 0 0  1301  596  596  484 
1 3 1 2 4 5 6 7 8  4834  865  4210  451  1128  564  499  416 0 0 0 0  2241  747  596  935 
1 1 4 3 5 2 6 8 7  1789  564  1203  1053  902  1053  564  422 0 0 0 0  1640  709  1499  897 
1 1 2 3 4 5 6 7 8  1165  564  377  526  377  3421  377  1015 0 0 0 0  1529  822  860  897 
1 1 4 3 2 5 8 6 7  1300  1128  639  865  602  3985  752  1203 0 0 0 0  1415  446  596  709 
1 1 2 3 4 5 7 6 8  1751  1654  377  2218  489  1579  302  612 0 0 0 0  1790  822  709  747 
1 1 2 3 4 5 7 6 8  2126  451  489  451  414  2218  489  339 0 0 0 0  1227  634  597  559 
1 1 2 3 4 5 6 8 7  1714  564  491  639  377  2181  414  451 0 0 0 0  2054  575  634  2288 
1 1 2 3 4 5 7 6 8  1000  339  677  339  602  1514  264  377 0 0 0 0  1807  597  521  484 
1 1 3 2 4 7 6 5 8  2616  1880  940  1015  2256  526  377  414 0 0 0 0  663  1198  672  709 
1 1 2 3 4 5 8 6 7  1225  414  339  339  339  2406  489  451 0 0 0 0  1415  634  709  897 
1 1 2 3 4 5 6 7 8  1977  377  982  577  1053  1918  414  281 0 0 0 0  2016  634  709  784 
1 1 2 3 4 5 6 8 7  1188  377  1090  566  4850  377  302  422 0 0 0 0  1415  709  785  747 
1 1 2 3 4 5 7 6 8  812  527  527  451  3056  602  715  1241 0 0 0 0  1679  634  634  709 
1 1 2 3 4 7 4 6 8  1074  451  602  639  4249  451  339  489 0 0 0 0  1829  597  597  484 
1 1 2 3 4 8 6 7 5  1263  564  377  1408  2519  352  865  376 0 0 0 0  1379  484  613  597 
1 1 2 3 4 5 7 8 6  1601  499  526  339  8459  3534  339  715 0 0 0 0  2465  521  559  784 
1 1 2 3 4 6 5 7 8  1902  564  377  489  2143  602  677  340 0 0 0 0  3635  747  1123  597 
1 1 2 3 4 5 6 7 8  678  535  414  601  4399  639  1918  489 0 0 0 0  1771  672  521  596 
1 1 2 3 4 5 7 6 8  1902  677  451  763  677  4475  339  302 0 0 0 0  1454  672  747  709 
1 1 2 3 4 6 8 5 7  699  564  677  752  3196  451  339  414 1 0 0 0  1793  2063  597  784 
1 1 2 3 4 5 6 7 8  1187  269  752  466  499  3836  1091  715 1 0 0 0  1605  1837  484  522 
1 1 2 3 4 5 6 7 8  1526  339  339  581  339  7746  752  639 1 0 0 0  1455  712  634  672 
1 4 2 3 1 5 6 7 8  5473  2106  5490  414  1918  602  1203  377 0 0 0 0  1869  597  726  672 
1 1 2 3 4 5 8 7 6  1224  339  377  414  302  2407  377  264 0 0 0 0  2170  1087  1048  672 
1 1 2 3 4 6 7 5 8  1074  452  464  527  1617  903  339  489 0 0 0 0  2132  935  688  597 
1 1 2 3 4 5 6 7 8  1338  489  451  429  639  2144  414  414 0 0 0 0  1606  747  521  634 
1 1 2 3 4 5 7 6 8  1413  377  302  339  903  2269  264  527 0 0 0 0  1756  636  597  486 
1 1 2 3 4 5 8 7 6  1300  451  414  602  377  1128  715  527 0 0 0 0  2240  559  672  559 
1 1 2 3 4 5 6 7 8  1749  564  451  489  1655  489  302  602 0 0 0 0  1343  672  747  785 
1 1 2 3 4 5 8 6 7  999  339  865  940  2106  3385  639  452 0 0 0 0  1681  3266  597  559 
1 1 2 3 4 6 7 5 8  736  715  452  227  3761  602  3009  377 0 0 0 0  2772  559  596  521 
1 1 2 4 3 5 7 6 8  924  564  527  4674  1166  3648  302  265 1 0 0 0  1719  1499  860  634 
1 1 2 3 4 6 5 7 8  1225  1016  752  880  3084  790  1316  339 0 0 0 0  1496  672  559  521 
1 1 2 3 4 5 7 6 8  1112  302  677  564  451  5904  828  452 0 0 0 0  1268  484  597  785 
1 1 2 3 4 5 7 8 6  979  527  379  564  489  7183  452  339 0 0 0 0  3600  521  597  634 
1 8 2 3 4 5 6 1 7  1150  339  339  227  564  1918  715  454 0 0 0 0  1231  409  597  559 
1 1 2 3 4 5 6 8 7  1752  339  489  499  452  3122  379  316 0 0 0 0  1908  634  597  597 
1 1 2 3 4 5 7 6 8  1367  339  677  564  752  2294  339  527 0 0 0 0  2149  672  822  634 
1 1 2 3 4 5 7 6 8  1112  339  452  468  752  2332  339  564 0 0 0 0  1532  785  672  484 
1 2 1 3 4 5 7 6 8  1413  452  377  431  414  4175  940  564 0 0 0 0  968  522  559  522 
1 1 2 3 4 5 6 7 8  1451  531  527  564  828  3084  339  452 0 0 0 0  1570  672  1123  1123 
1 1 2 3 4 6 7 5 8  2391  489  414  377  3498  302  1354  227 0 0 0 0  1060  1199  521  747 
1 1 2 3 4 5 6 7 8  1263  602  602  377  377  1580  339  1053 0 0 0 0  2021  596  521  521 
1 1 2 3 4 5 7 6 8  1112  677  564  1101  1467  4288  302  302 0 0 0 0  3225  484  522  559 
1 1 2 3 4 5 8 6 7  1300  1730  527  677  640  3423  302  715 0 0 0 0  1683  597  672  634 
1 1 2 3 4 5 6 7 8  1902  715  414  602  489  1768  564  1016 0 0 0 0  1382  747  822  559 
1 1 3 2 8 4 6 7 5  924  527  865  4288  564  5792  304  1279 0 0 1 0  2962  672  973  1236 
1 1 2 3 4 5 7 6 8  999  1392  377  537  452  2445  679  865 0 0 0 0  1284  522  597  559 
1 1 2 3 4 5 6 7 8  1827  377  377  339  652  1956  489  489 0 0 0 0  1984  597  538  521 
1 1 2 3 4 5 7 6 8  1112  302  339  377  882  1655  377  752 0 0 0 0  1232  408  446  446 
1 1 2 3 4 5 7 6 8  1296  752  452  377  654  2407  377  564 0 0 0 0  1570  559  522  559 
1 1 2 3 4 5 6 7 8  1413  339  527  489  564  2106  424  452 0 0 0 0  1495  521  524  747 
1 2 1 3 4 5 7 8 6  961  2182  731  489  602  4626  602  527 0 0 0 0  931  522  521  484 
1 1 2 3 4 5 7 6 8  1037  339  1204  425  452  3423  339  492 0 0 0 0  1570  521  446  521 
1 1 4 3 2 5 7 6 8  1374  617  940  452  564  1776  265  302 0 0 0 0  893  634  709  559 
1 1 2 3 4 5 6 7 8  924  452  302  302  414  2370  227  302 0 0 0 0  1121  446  566  484 
1 1 2 3 4 5 6 7 8  1526  316  489  2482  1016  2821  489  414 0 0 0 0  2284  597  672  749  
2 4 5 3 6 1 2 7 8  2687  501  1354  639  5865  339  865  190 0 0 0 0  1455  3303  446  559 
2 1 3 2 4 7 6 5 8  9796  339  940  527  4436  1166  1166  752 0 0 0 0  2917  521  446  371 
2 1 2 3 -9 -9 -9 4 7  2277  377  564  752  1504  7378  2479  414 0 0 0 0  738  897  672  1687 
2 1 2 3 4 5 6 7 8  1150  752  827  564  7820  790  1655  527 0 0 0 0  1754  523  408  634 
2 1 6 2 4 3 7 5 8  3443  940  1026  715  3046  2143  497  414 0 0 1 0  1114  897  371  1386 
2 1 2 5 4 8 6 7 3  1150  1279  1654  527  3722  715  8422  264 0 0 0 0  701  446  521  597 
2 1 6 2 4 7 3 5 8  1705  1091  1995  602  3196  302  639  451 0 0 0 0  551  484  484  484 
2 1 2 3 4 5 7 6 8  1676  264  602  2143  3948  264  1819  273 0 0 0 0  514  446  409  462 
2 1 6 3 4 5 2 7 8  1262  339  752  1166  5866  865  1993  377 0 0 0 0  777  409  446  484 
2 1 2 6 4 7 3 5 8  3632  865  1091  451  3008  790  564  715 0 0 0 0  477  484  446  559 
2 3 1 2 4 8 5 6 7  3218  501  8348  499  3347  564  414  4061 0 0 0 0  3162  521  408  484 
2 1 2 3 4 7 6 5 8  1187  489  527  715  2933  602  988  339 0 0 0 0  1116  484  634  747 
2 7 1 5 4 2 3 6 8  2391  414  424  2482  4446  527  1204  489 0 0 0 0  1379  521  521  484 
2 1 6 3 4 5 2 7 8  1150  2820  677  903  3046  2181  827  715 0 0 0 0  1003  446  538  521 
2 1 8 5 4 7 3 6 2  1601  377  5114  264  1504  752  227  264 0 0 0 0  1304  538  1649  2928 
2 1 2 3 4 7 8 6 5  1112  639  1279  414  4229  227  1467  227 0 0 1 0  1341  1687  785  1086 
2 1 2 3 4 8 5 7 6  2764  339  452  940  1504  1166  865  602 0 0 0 0  2320  1236  897  822 
2 1 2 3 4 5 6 7 8  1539  377  790  715  2858  414  377  416 0 0 0 1  402  446  559  371 
2 1 5 3 4 6 2 7 8  2391  790  1128  1166  2181  903  414  227 0 0 0 0  1869  747  3605  672 
2 1 2 8 4 6 3 5 7  1073  790  602  677  15004  715  1128  414 0 0 0 0  1193  597  1273  521 
2 1 3 6 4 5 2 7 8  1524  527  2407  451  4559  614  640  277 0 0 0 0  494  521  597  371 
2 1 2 3 4 5 6 7 8  961  265  564  414  2445  279  792  227 0 0 0 0  711  521  559  597 
2 1 3 2 4 5 6 7 8  7882  452  1693  377  790  339  903  828 0 0 0 0  553  446  522  484 
2 1 2 3 4 5 6 7 8  774  790  244  602  3385  790  489  339 0 0 0 0  2019  463  561  521 
2 1 2 3 4 5 6 7 8  1000  752  865  339  5228  302  377  339 0 0 0 0  1455  484  860  597 
2 1 2 3 4 5 7 6 8  1038  414  1129  452  2031  302  1317  227 0 0 0 0  871  538  463  408 
2 1 2 3 4 5 7 6 8  1263  489  1843  4400  3535  602  1317  602 0 0 0 0  779  409  484  709 
2 1 2 3 4 5 6 7 8  1225  564  414  264  1918  715  1129  377 0 0 0 0  1494  559  597  747 
2 1 3 2 4 6 7 5 8  9773  640  828  606  6958  302  1139  489 0 0 0 0  968  898  521  635 
2 1 2 3 4 5 6 7 8  2617  828  4250  1843  2520  414  602  227 0 0 0 0  1418  522  408  408 
2 7 2 6 4 1 5 3 8  1338  1580  1241  1279  5679  1768  865  489 0 0 0 0  1661  521  1086  785 
2 1 2 3 4 5 6 7 8  734  790  602  377  15533  715  752  190 0 0 0 0  592  521  484  559 
2 2 1 7 4 5 6 8 3  1263  2971  2182  527  2595  527  1032  227 0 0 0 0  1269  636  634  559 
2 1 5 3 4 7 2 8 6  2241  602  1891  377  1730  903  489  452 0 0 0 1  704  484  559  484 
2 1 2 4 6 3 5 7 8  1113  865  5830  152  2821  377  414  414 0 0 0 0  1231  559  559  597 
2 1 2 7 4 5 6 3 8  699  489  941  715  1730  564  377  602 0 0 0 0  1232  559  408  446 
2 1 2 3 4 6 5 7 8  1075  429  1392  790  2031  350  941  265 0 0 0 0  780  446  559  446 
2 1 2 3 4 5 6 7 8  1280  414  227  265  2746  452  489  425 0 0 0 0  1156  597  559  710 
2 1 2 3 4 6 5 7 8  1000  1016  4062  302  3348  275  414  227 0 0 0 0  1306  484  484  522 
2 1 3 2 4 7 6 5 8  1562  454  1129  489  7936  452  1129  264 0 0 0 0  893  446  408  409 
2 2 6 5 4 3 1 7 8  3180  602  414  302  3160  279  279  302 0 0 0 0  942  599  559  484 
2 1 2 4 3 5 7 6 8  1563  715  8951  302  1053  4476  865  339 0 0 0 0  1473  484  521  184 
2 5 2 3 7 6 4 1 8  21306  414  1053  190  3836  264  752  414 0 0 0 0  1381  597  1086  522 
2 3 2 1 4 5 7 6 8  1450  715  15682  273  828  1091  267  606 0 0 0 0  478  371  408  333 
2 1 8 3 4 7 2 5 6  1496  3159  1204  339  3347  527  978  414 0 0 0 0  1305  559  559  521 
2 1 3 8 4 2 6 5 7  1111  227  5238  639  1241  339  527  302 0 0 0 0  2245  446  596  521 
2 4 1 3 2 5 6 7 8  23748  302  302  2971  1316  265  828  1053 0 0 1 0  364  371  296  747 
2 1 2 3 4 5 6 7 8  960  677  452  414  4400  451  1542  190 0 0 0 0  364  333  408  371 
2 1 2 3 6 4 5 7 8  1711  377  348  302  3159  239  2444  227 0 0 0 0  1078  559  674  484 
2 1 3 6 4 2 5 7 8  1074  715  3497  602  4926  790  903  227 0 0 0 0  702  333  408  500 
2 1 6 3 4 2 5 7 8  1374  339  940  302  7144  827  264  677 0 0 0 0  1019  672  484  559 
2 1 2 5 4 6 3 7 8  888  414  715  2594  2745  227  767  206 0 0 0 0  627  559  486  484 
2 1 6 3 4 5 2 7 8  960  4295  4437  302  3083  1654  204  190 0 0 0 0  814  523  484  597 
2 1 3 2 4 7 5 6 8  773  451  1354  902  2258  235  339  227 0 0 0 0  927  446  521  483 
