2 1 2 3 4 5 7 6 8  1337  827  339  339  527  3835  350  677 0 0 0 0  1340  521  597  521 
2 1 5 3 4 7 2 6 8  1202  302  466  677  1767  190  1166  227 0 0 0 0  438  521  521  446 
2 1 2 3 4 8 5 7 6  961  428  377  302  3120  1466  527  302 0 0 0 0  926  445  371  408 
2 1 2 3 4 6 5 7 8  1412  339  414  264  3196  339  905  302 0 0 0 0  891  334  559  522 
2 1 6 5 4 8 2 7 3  1374  377  1512  564  2594  302  227  978 0 0 0 0  738  483  483  558 
2 1 2 3 4 5 6 7 8  847  339  264  227  2556  754  677  414 0 0 0 0  3857  2138  559  1160 
2 1 2 6 4 8 7 3 5  1637  229  4361  264  7105  489  227  414 0 1 0 0  527  333  822  483 
2 1 2 3 4 5 6 7 8  880  1053  377  167  5014  264  1166  377 0 0 0 0  1151  484  483  1423 
2 1 2 3 4 7 5 6 8  2952  190  790  264  3909  227  264  1128 0 0 0 0  699  483  1160  5145 
2 2 1 7 4 5 6 3 8  735  302  451  302  7255  865  1353  339 0 0 0 0  1188  521  483  446 
2 1 2 3 4 7 8 5 6  998  264  714  302  2632  302  1053  131 0 0 0 0  2166  822  446  521 
2 1 2 6 4 5 7 3 8  1149  231  790  302  1729  264  865  264 0 0 0 0  1338  408  483  2288 
2 1 6 7 4 5 2 8 3  2539  264  1955  790  4999  264  806  227 0 0 0 0  2090  747  558  747 
2 1 2 3 4 5 6 7 8  2126  902  714  227  1466  227  639  451 0 1 0 0  4024  146  972  521 
2 1 2 3 4 5 6 7 8  1412  264  978  377  1506  302  489  227 0 0 0 0  1113  1950  2588  1235 
2 6 2 5 4 3 1 7 8  1412  451  415  713  1541  526  414  264 0 0 0 0  1375  559  259  446 
2 7 1 2 4 6 3 5 8  1148  339  2331  264  1429  264  2786  264 0 0 0 0  489  822  521  371 
2 2 1 3 4 5 6 7 8  850  339  1015  1504  5112  227  677  264 0 0 0 0  1507  446  483  446 
2 1 2 3 4 5 7 6 8  697  451  526  302  3571  6473  677  227 0 0 0 0  435  521  521  408 
2 1 2 3 4 5 6 7 8  810  451  227  264  1771  190  978  1015 0 0 0 0  924  387  408  333 
2 1 2 3 4 8 6 7 5  2840  451  1616  302  2556  430  2443  227 0 0 0 0  961  484  746  521 
2 1 2 3 4 7 6 5 8  1863  275  526  264  4815  1090  1692  227 0 0 0 0  2615  521  559  484 
2 1 2 3 4 5 6 7 8  904  227  1353  302  1917  339  227  377 0 0 0 0  961  446  2663  296 
2 3 1 -1 5 2 4 7 8  1712  190  119  1500  3019  377  1090  789 0 1 0 0  810  146  859  483 
2 2 5 3 1 4 6 7 8  3102  377  9057  414  1804  2443  1165  190 0 1 0 0  1186  296  746  559 
2 1 2 3 4 7 8 5 6  848  377  489  752  7629  264  451  377 0 0 0 0  547  483  521  446 
2 1 5 3 4 7 8 2 6  1298  302  1812  677  2255  1654  1443  827 0 0 0 0  487  446  521  483 
2 1 2 6 4 5 3 7 8  885  789  2518  789  4284  451  1203  414 1 0 0 0  397  596  484  521 
2 -9 2 5 6 1 8 4 7  1787  2105  2481  489  3382  339  1052  339 0 0 0 1  811  483  410  483 
2 1 6 3 4 5 8 2 7  901  677  535  339  4397  302  1251  264 0 0 0 0  734  484  521  446 
2 1 2 5 4 7 6 3 8  2168  302  302  564  3044  264  1015  227 0 0 0 0  848  486  596  596 
2 1 2 3 4 6 7 5 8  960  264  424  156  2443  564  1015  339 0 0 0 0  547  408  521  671 
2 1 6 3 4 5 2 7 8  1073  237  451  264  2368  1052  1842  752 1 0 0 0  547  859  897  521 
2 1 2 3 4 5 6 7 8  848  227  7779  190  4434  564  414  451 0 0 0 0  714  709  521  483 
2 1 6 4 5 3 2 7 8  2689  977  1654  4862  2902  393  1545  714 0 1 0 0  1448  521  746  596 
2 5 7 1 4 3 6 2 8  6311  977  902  714  4171  714  1052  10860 0 0 0 0  1615  446  483  634 
2 1 2 3 4 6 5 7 8  998  865  940  414  2029  564  376  264 0 0 0 0  600  1085  665  371 
2 1 8 3 4 5 6 2 7  697  489  3269  227  11612  339  677  451 0 0 0 0  1035  408  446  408 
2 1 2 3 4 8 5 7 6  1336  227  2226  414  2029  679  1591  264 0 0 0 0  546  634  633  596 
2 6 8 3 4 2 5 7 1  14488  264  1804  339  1729  227  752  227 0 0 0 0  1637  483  483  445 
2 7 2 3 1 4 6 5 8  3929  789  2332  451  2105  339  376  451 0 0 0 0  1073  634  446  371 
2 1 2 3 4 6 5 7 8  1073  302  612  339  3645  564  864  275 0 0 0 0  959  634  521  746 
2 1 2 3 4 5 7 8 6  1223  264  287  264  5636  302  789  601 0 0 0 0  1260  521  821  559 
2 1 2 3 4 7 5 6 8  847  227  339  414  10596  302  302  264 0 0 0 0  922  1611  558  559 
2 1 2 3 4 6 5 8 7  697  1015  414  264  6688  489  977  190 0 0 0 0  546  408  784  446 
2 1 3 2 4 5 6 8 7  1561  1128  902  152  1654  264  1015  1916 0 0 0 0  470  333  408  483 
2 1 2 3 4 7 6 8 5  1221  339  601  227  9995  376  756  200 0 0 0 0  1112  558  972  370 
2 1 7 3 4 5 2 6 8  1186  1992  339  677  1315  3044  275  376 0 0 0 0  2122  521  558  408 
2 1 2 3 4 5 8 6 7  960  752  902  752  1015  2668  376  639 0 0 0 0  546  521  634  596 
2 1 2 3 4 5 7 8 6  660  302  414  601  601  3946  639  526 0 0 0 0  696  483  408  483 
2 1 2 3 4 5 6 7 8  1150  277  526  3983  347  264  977  227 0 0 0 0  846  559  483  746 
2 1 2 3 4 5 7 8 6  676  566  677  714  564  2217  302  227 0 0 0 0  733  425  558  521 
2 1 2 3 4 5 7 6 8  789  302  451  339  1729  4547  376  677 0 0 0 0  1861  634  1235  521 
2 2 4 7 5 -9 8 1 6  4578  601  2518  601  789  1127  601  227 0 0 0 0  1184  446  1047  558 
2 1 2 3 4 5 6 8 7  1148  302  339  264  343  1578  1879  227 0 0 0 0  545  446  408  184 
2 1 2 4 3 7 5 5 8  1035  526  526  1541  4171  152  1015  1052 0 0 0 1  2161  558  972  371 
2 1 2 5 4 3 6 7 8  783  302  789  339  302  940  601  115 0 0 0 0  786  634  446  408 
2 1 2 3 4 5 7 6 8  923  339  601  451  451  1578  312  302 0 0 0 1  2536  521  634  408 
2 -9 1 2 3 4 5 6 8  585  2555  752  752  789  1165  4246  229 0 0 0 0  1126  1949  558  371 
2 1 6 3 4 5 7 8 2  660  376  526  526  455  4359  499  339 0 0 0 0  846  521  747  483 
2 1 2 3 4 5 8 6 7  1524  376  376  347  526  2630  526  264 0 0 0 0  1260  671  746  259 
2 1 2 3 4 5 8 6 7  735  376  376  302  376  1541  227  564 0 0 0 0  1034  634  521  559 
2 1 2 4 3 5 7 8 6  1111  489  339  451  1503  3419  714  115 0 0 0 0  996  558  483  148 
2 1 2 3 4 5 6 8 7  697  264  451  601  1015  1052  603  227 0 0 0 0  846  408  559  596 
2 1 2 3 4 5 7 6 8  1111  414  940  827  414  1369  451  152 0 0 0 0  1072  972  671  596 
2 1 2 3 4 5 6 7 8  622  489  451  451  451  1766  302  977 0 0 0 0  2762  446  634  483 
2 1 3 4 2 5 7 6 8  923  489  714  578  526  1466  639  752 0 0 0 0  674  483  1009  296 
2 1 2 3 4 5 6 7 8  1035  677  977  827  1353  2480  639  190 0 0 0 0  1335  446  221  483 
2 1 2 4 3 5 6 7 8  735  376  264  676  489  902  339  503 0 0 1 1  771  410  125  521 
2 1 2 3 4 5 7 6 8  735  414  1203  414  451  1353  940  302 0 0 0 0  5542  521  521  521 
2 1 2 6 4 5 8 3 7  697  451  714  2142  2330  1691  227  264 1 0 0 0  771  1423  558  521 
2 2 1 3 4 5 8 6 7  885  564  453  639  940  2255  414  189 0 0 0 0  959  821  634  521 
2 1 5 6 8 3 7 2 4  848  1578  414  789  1165  564  451  914 0 0 0 0  7760  483  520  483 
2 1 2 3 4 5 6 7 8  885  302  656  227  1090  376  864  376 0 0 0 0  2988  671  558  1122 
2 1 2 4 3 7 8 6 5  1036  190  1315  789  1353  677  2179  302 0 0 0 1  1184  671  558  483 
2 1 2 3 4 5 6 8 7  820  237  1052  376  564  1090  677  339 0 0 0 0  1034  709  371  521 
2 1 2 3 4 5 6 7 8  622  601  977  526  601  2593  339  601 0 0 0 0  899  408  521  408 
2 1 2 3 4 5 6 7 8  547  451  227  601  489  3307  152  189 0 0 0 0  1146  521  633  408 
2 1 2 3 4 5 7 6 8  810  376  380  414  376  1015  376  376 0 0 0 0  3852  521  521  671 
2 1 2 3 4 5 7 6 8  1524  302  564  376  1503  2442  489  302 0 0 0 0  3627  483  408  521 
2 1 2 3 4 5 8 6 7  1261  677  489  418  451  4509  302  1324 0 1 0 0  1071  333  633  521 
2 1 2 3 4 5 7 8 6  752  376  339  752  489  1954  940  302 0 0 0 0  771  408  446  483 
2 1 2 3 4 5 6 7 8  735  414  376  526  864  752  1090  264 0 0 0 0  583  559  746  484 
2 1 2 3 4 5 6 7 8  735  376  227  190  564  714  3683  152 1 0 0 0  1297  822  485  596 
2 1 4 5 2 8 6 3 7  1073  526  1090  526  616  339  1203  190 0 0 1 0  1297  521  709  746 
2 1 2 3 4 5 7 6 8  1787  376  451  564  1841  2142  1695  940 0 0 0 0  620  446  596  373 
2 1 2 3 4 5 8 7 6  712  677  1503  752  414  1691  1165  227 0 0 0 0  3191  408  446  408 
2 1 2 3 4 5 7 6 -9  998  564  339  489  752  1541  302  227 0 0 0 0  1560  934  483  333 
2 1 2 3 4 5 6 7 8  959  601  376  415  500  927  537  827 0 0 0 0  1125  448  1498  446 
2 1 2 3 4 5 6 8 7  660  302  414  264  451  1729  601  194 0 0 0 0  787  558  671  483 
2 1 2 3 4 5 8 7 6  1336  190  1503  414  564  1127  580  227 0 0 0 0  1109  596  521  537 
2 1 2 3 4 5 6 8 7  1525  302  339  414  601  451  940  451 1 0 0 0  1222  634  558  445 
2 1 2 3 4 8 5 7 6  624  227  1127  601  227  8642  275  264 0 0 0 0  2386  446  425  410 
2 1 2 3 4 5 6 7 8  2125  526  752  489  302  1428  1015  160 0 0 0 0  771  483  483  408 
2 1 4 3 2 5 8 7 6  2350  339  2764  1390  1052  264  1165  227 0 0 0 0  2574  410  596  671 
2 1 3 4 3 5 6 7 2  772  356  564  302  376  227  1743  2255 0 0 0 0  2724  371  483  521 
2 1 2 3 4 5 7 8 6  1449  676  451  489  227  1127  339  377 0 0 0 0  1086  483  483  521 
2 1 2 6 4 5 3 7 8  810  302  1466  789  2142  302  789  339 1 0 1 1  1184  709  446  671 
2 1 2 3 4 5 8 7 6  1298  564  1127  1278  601  1428  1052  940 0 0 1 0  2311  523  296  596 
2 1 2 3 4 5 6 8 7  1223  227  489  601  264  1390  677  1318 0 0 0 0  1296  575  709  597 
2 1 2 3 4 5 6 7 8  847  339  526  526  414  827  827  526 1 0 0 0  1409  934  634  521 
2 1 2 3 4 5 6 7 8  1523  339  489  526  414  1465  864  489 0 0 0 0  1221  558  521  521 
2 1 2 3 4 5 6 7 8  622  414  451  505  489  227  2142  902 0 0 0 0  1071  483  521  558 
2 1 2 3 4 5 6 7 8  547  451  376  1315  827  1165  714  227 0 0 0 0  658  446  521  596 
2 1 2 4 3 5 6 7 8  1073  152  639  190  987  227  1278  1165 0 0 0 1  2010  521  709  521 
2 1 2 3 4 5 6 7 8  847  302  339  190  4509  489  677  152 0 0 0 0  883  483  708  483 
2 1 2 3 4 5 6 7 8  1561  190  1127  264  1127  204  940  190 1 1 0 0  1650  634  972  634 
2 1 2 3 4 6 5 7 8  1186  499  902  189  4096  603  639  227 0 0 0 1  432  371  483  483 
2 1 2 7 3 4 6 5 8  3139  302  9130  339  789  227  827  264 0 0 0 0  695  596  1009  560 
2 1 2 3 4 5 6 7 8  772  451  526  639  264  489  3008  864 0 0 0 0  2949  746  1498  859 
2 1 2 4 3 8 5 7 6  848  190  1015  489  2367  227  1288  264 0 0 0 0  1183  1009  1385  521 
2 1 2 3 4 5 6 7 8  771  264  414  414  302  2856  1165  227 0 0 0 0  507  370  446  408 
2 1 3 4 5 6 7 8 2  939  279  451  526  376  1541  1015  227 0 0 0 0  2499  559  558  559 
2 1 2 3 4 5 8 6 7  848  264  339  526  302  1165  264  339 0 0 0 0  1613  709  875  408 
2 1 2 3 4 5 6 7 8  1035  302  681  977  189  1203  376  639 0 0 0 0  2611  558  596  446 
2 1 4 2 3 5 7 8 6  1298  304  601  227  227  1466  864  264 0 0 0 0  958  821  2813  408 
2 1 2 3 4 5 7 8 6  885  376  414  302  312  1315  264  227 0 1 0 0  710  296  746  521 
2 1 2 4 3 5 7 6 8  1301  563  526  451  376  2142  152  752 0 0 0 0  695  371  446  333 
2 1 2 3 4 5 8 6 7  697  264  376  152  339  722  376  1541 1 0 0 0  545  596  521  558 
2 1 2 3 4 6 8 7 5  1071  339  190  115  2029  227  864  302 0 0 0 1  882  558  596  558 
2 2 1 3 4 5 8 7 6  2800  2330  714  339  1240  2104  1691  115 0 0 0 0  733  408  634  537 
2 1 2 3 4 5 6 8 7  847  339  1278  227  152  1203  1127  414 0 0 0 0  2799  446  558  483 
2 1 2 3 4 5 6 7 8  1034  302  1203  451  1653  310  1015  376 0 0 0 0  1146  875  558  373 
2 1 2 3 4 5 7 8 6  695  376  451  227  227  1090  3194  1052 0 0 0 0  1108  558  708  408 
2 4 2 3 1 5 8 6 7  1185  489  339  4546  488  1804  451  119 0 0 0 0  2987  746  500  1310 
2 1 4 3 2 5 7 8 6  1373  639  864  339  1015  1541  227  526 0 0 0 0  2310  596  746  1348 
2 1 2 4 3 5 7 6 8  1410  376  414  418  451  940  940  302 0 0 0 0  1724  483  558  521 
2 5 4 7 8 6 1 3 3  6106  1203  639  189  752  564  2817  529 0 0 0 0  2348  559  408  521 
2 1 8 3 4 5 7 6 2  1126  306  2968  564  264  1992  451  1887 1 1 1 0  1258  671  483  521 
2 1 2 3 4 5 7 6 8  659  940  639  451  451  2217  414  414 0 0 0 0  585  425  483  521 
2 1 -9 3 4 5 8 6 7  809  339  3457  2668  1240  2780  578  152 0 0 0 0  2386  671  483  596 
2 1 2 3 4 5 6 7 8  1035  339  190  156  3682  227  979  564 0 0 0 0  1183  483  821  558 
2 1 2 3 4 5 6 7 8  772  189  414  302  1428  339  3419  414 1 0 0 0  920  822  521  445 
2 1 2 3 4 5 6 8 7  659  227  789  190  2743  4997  1428  152 0 0 1 0  524  408  408  521 
2 1 2 3 4 5 7 8 6  1334  339  376  190  789  1165  977  864 0 0 0 0  1033  446  445  558 
2 1 2 3 4 5 6 8 7  809  227  526  831  1017  115  752  451 0 0 0 0  2648  934  972  446 
2 1 2 3 4 5 7 8 6  1072  339  564  1691  302  1315  789  1127 1 0 0 0  936  746  482  446 
2 1 2 3 4 5 8 6 7  584  414  564  376  414  3344  339  339 0 0 0 0  1258  407  483  371 
2 1 2 3 4 7 5 6 8  847  389  451  82  3189  789  528  729 1 0 0 0  1296  859  445  558 
2 1 2 3 4 5 6 7 8  4303  339  1202  264  302  1294  827  351 0 0 0 0  807  483  445  521 
2 1 2 3 4 5 6 8 7  546  526  639  489  451  1240  451  677 0 0 0 0  957  446  483  333 
2 1 2 3 4 5 7 8 6  1147  339  676  789  264  977  451  302 0 0 0 0  469  370  408  333 
2 1 2 3 4 5 8 6 7  996  451  428  1052  2330  2743  2067  227 0 0 0 0  845  1009  446  521 
2 1 2 3 4 5 6 7 8  621  264  376  601  639  302  902  264 0 0 0 0  732  371  746  671 
2 1 4 3 2 5 6 7 8  1936  227  5936  3271  3644  264  902  115 0 0 0 0  920  445  408  333 
2 1 2 3 4 5 7 8 6  1222  2067  414  940  227  1165  1015  165 0 0 0 0  3361  596  446  445 
5 1 2 3 8 5 6 -9 -9  2311  316  939  451  4280  193  264  1127 0 0 0 0  1742  670  445  595 
5 4 2 1 5 3 6 7 8  5803  339  339  264  4393  264  492  268 0 0 0 0  1251  671  521  558 
5 2 4 4 6 1 5 7 8  12786  4506  1615  1427  1389  5106  301  316 0 0 0 0  1252  445  483  408 
5 1 6 5 4 3 2 5 8  1861  789  3116  563  2666  563  1089  264 0 0 0 0  1027  933  410  408 
5 1 5 3 2 6 4 7 8  2051  189  189  189  5219  714  264  152 0 0 0 0  1252  520  671  520 
5 1 6 5 3 5 6 7 8  4715  2140  563  339  4205  1014  563  864 0 0 1 0  1214  483  537  671 
5 2 7 1 4 6 2 7 8  2086  227  751  189  676  189  2570  115 0 0 0 0  1665  784  445  595 
5 1 8 3 4 5 6 7 8  8018  264  414  949  901  451  536  152 0 0 0 0  1215  499  447  633 
5 1 5 2 7 4 6 3 8  7755  526  1202  488  3379  152  227  189 1 0 0 0  1479  1084  633  520 
5 1 3 2 4 5 6 7 8  7906  189  376  1202  2215  413  189  714 0 0 0 0  1107  558  483  445 
5 1 2 7 8 6 5 3 4  4902  488  2854  204  3642  451  276  227 0 0 0 0  2770  483  483  370 
5 1 2 3 4 5 6 7 8  2875  152  264  264  4971  376  901  77 0 0 0 1  1101  521  408  370 
5 1 2 3 4 5 6 7 8  1786  349  451  302  1127  526  903  901 0 0 0 0  1251  595  483  558 
5 1 2 3 4 5 6 7 8  1523  1352  302  264  1915  601  3417  77 0 0 0 0  1327  633  483  483 
5 1 2 3 4 5 6 7 8  3363  864  789  115  3342  1389  339  77 0 0 0 0  1665  446  558  408 
5 1 2 3 4 5 6 7 -9  1561  152  1690  318  2290  2591  1615  189 0 0 0 0  1177  558  520  408 
5 5 4 2 6 1 8 7 3  2988  4591  949  751  5031  1014  1277  301 0 0 0 0  1440  408  483  445 
5 1 7 4 6 6 2 3 7  1798  4243  526  2219  563  1202  3004  189 1 1 1 0  1139  633  520  408 
5 1 3 3 8 5 6 7 4  1861  1093  2666  6195  1239  189  2441  488 0 1 0 0  1177  410  408  445 
5 1 2 3 4 5 6 8 7  1745  189  227  264  751  3379  753  413 0 0 0 0  1139  558  370  575 
5 1 3 6 4 7 2 5 8  1108  1126  2966  189  9047  1164  638  451 0 0 0 0  815  520  424  520 
5 1 2 2 4 5 8 8 6  2724  3379  3491  638  2192  1502  5181  264 0 0 0 1  950  445  445  408 
5 1 2 3 4 5 6 7 8  2724  227  864  1389  1464  789  384  115 0 0 0 0  765  408  520  445 
5 1 5 3 4 2 6 4 8  1636  189  4129  413  2478  565  1727  638 0 0 0 0  1701  519  483  595 
5 1 2 3 4 5 6 7 8  1894  264  713  413  2590  339  1329  152 0 0 0 0  913  708  445  483 
5 2 1 3 4 5 6 7 8  3813  1277  1051  227  488  200  1314  227 0 1 0 0  1101  558  596  445 
5 1 2 5 3 4 6 7 8  3099  193  2478  488  3867  227  189  189 0 0 0 0  2489  671  499  445 
5 1 2 3 4 5 6 7 8  1974  11975  1239  189  1202  526  227  152 0 0 0 0  988  483  408  408 
5 1 6 4 3 2 5 7 8  6215  264  1690  227  5969  115  451  77 0 0 0 0  838  410  483  444 
5 1 2 -9 4 5 6 7 8  2387  376  751  152  4017  1877  826  115 0 0 0 0  1288  483  596  483 
5 1 2 3 4 5 6 7 8  2199  789  638  601  2065  227  264  264 0 0 0 0  1039  1347  483  633 
5 1 2 3 4 5 6 7 8  1312  339  301  152  1689  526  115  463 0 0 0 0  1062  1046  483  424 
5 1 2 3 4 5 3 6 8  2162  939  1202  231  3003  789  1802  152 1 1 0 1  1063  408  445  422 
5 1 8 -9 3 5 6 7 2  1748  1690  2290  751  1877  152  3341  826 0 1 0 1  1513  520  445  445 
5 1 6 3 4 5 2 -9 8  1484  451  2290  227  751  1577  264  339 0 0 0 0  1138  558  445  483 
5 1 2 4 3 5 6 8 7  1523  227  1014  152  1352  1427  152  638 0 0 1 0  987  523  520  483 
5 1 2 3 4 5 6 7 8  1448  563  638  264  540  451  976  231 0 1 0 1  1138  520  445  520 
5 1 3 7 4 5 6 2 8  2729  1466  638  152  2853  1239  189  189 1 0 0 0  950  1384  595  671 
5 1 2 7 3 5 6 7 8  1561  1239  301  1577  3491  413  301  264 0 0 0 0  1213  595  408  408 
5 1 2 4 3 5 6 7 8  2387  227  2478  77  1202  2741  939  115 0 0 0 0  500  445  971  520 
5 6 -9 2 4 5 1 7 8  1861  789  1239  115  5105  343  976  301 0 0 0 0  2165  445  520  445 
5 1 2 3 6 5 4 7 8  3963  152  1277  5145  2853  1952  976  152 0 0 0 0  1213  521  445  558 
5 1 2 6 4 5 6 7 8  3360  2252  5481  563  1652  152  2599  115 0 0 0 0  1213  520  408  445 
5 1 2 4 3 5 6 7 8  2312  1472  4054  1249  4918  713  264  152 0 0 0 0  987  633  558  595 
5 1 2 7 3 5 2 7 8  2612  264  901  413  1727  324  376  826 0 0 0 0  1363  1271  445  370 
5 4 1 3 5 2 7 6 8  3738  1581  2140  6156  1652  264  1030  119 0 1 1 0  2638  520  445  445 
5 1 5 3 2 4 6 7 8  1711  339  264  1201  2330  1464  751  339 0 0 0 0  1062  933  408  408 
5 1 2 5 3 7 6 4 8  2086  152  227  3116  1239  751  1389  81 1 0 0 1  1250  633  483  408 
5 1 2 5 4 5 6 7 8  2724  376  227  264  3754  1164  1164  127 0 0 0 1  1362  558  408  371 
5 1 2 8 4 5 6 7 1  1936  152  2440  189  6268  1652  264  227 0 0 0 0  1249  633  408  520 
5 1 2 3 4 5 6 7 8  1373  1351  227  301  2252  339  1089  152 0 0 0 0  1376  483  520  483 
5 1 2 3 4 5 6 8 7  1035  676  115  339  413  227  1126  115 0 0 0 0  1849  746  520  482 
5 1 2 3 4 5 -9 7 8  1110  227  152  264  1201  162  1577  152 0 0 0 0  1061  558  408  596 
5 1 2 3 6 5 6 7 8  1184  451  2890  264  2890  638  339  264 0 0 0 0  1399  483  483  520 
5 1 8 3 2 5 6 7 4  1410  826  7131  1812  1689  227  563  227 0 0 0 0  874  708  445  445 
5 6 3 2 5 5 1 6 8  2799  5067  227  638  3040  526  3003  301 0 0 0 0  837  821  522  596 
5 1 2 3 4 5 6 7 8  997  563  498  2290  788  563  189  204 0 0 0 0  1174  595  520  558 
5 1 2 3 4 5 7 6 8  1935  152  1389  152  451  526  2064  77 0 0 0 0  1624  558  445  670 
5 1 2 3 4 5 6 7 8  1973  638  152  189  1089  152  189  264 0 0 0 0  1136  708  558  520 
5 1 2 3 4 5 6 7 8  1709  976  1314  264  1990  4016  376  488 0 0 0 0  1399  483  445  445 
5 1 2 3 7 5 8 6 4  1410  863  1839  751  1314  376  3904  488 0 0 0 0  1300  595  499  558 
5 1 2 3 4 5 6 7 8  1089  376  391  264  376  488  264  152 0 0 0 0  1436  482  370  483 
5 1 2 3 7 5 6 4 8  1073  339  563  189  1764  152  413  526 0 0 0 0  1061  558  558  445 
5 1 2 3 5 7 8 1 3  1823  1201  1990  119  3979  189  189  152 0 0 0 0  1212  558  483  595 
5 1 3 4 5 5 6 7 8  997  189  451  1764  349  301  189  227 0 0 0 0  649  783  445  1008 
5 1 2 3 4 5 6 7 8  1148  751  227  789  788  152  901  115 0 0 0 0  1024  445  483  483 
5 1 2 3 4 5 6 7 8  1223  227  376  77  3043  601  413  264 0 0 0 1  1099  520  445  558 
5 1 2 3 7 5 8 1 6  1035  152  3003  713  901  2027  1464  227 0 1 1 1  949  670  483  633 
5 1 2 3 4 5 8 7 6  2574  115  115  189  1201  3378  1051  563 0 0 0 0  1249  596  520  595 
5 1 2 3 4 5 6 7 8  885  152  1164  2365  1689  264  4279  528 0 0 0 0  2074  708  560  521 
5 1 7 3 4 5 6 2 8  1222  189  339  227  301  1314  2067  301 0 0 0 0  1451  445  445  483 
5 5 6 1 2 7 4 7 8  1260  1324  9429  115  339  1689  3641  339 0 0 0 0  1361  558  423  745 
5 3 2 1 4 5 6 7 8  2985  526  1089  189  1727  227  1276  77 0 0 0 0  611  408  520  445 
5 4 2 8 1 5 6 7 3  1486  1539  264  81  3712  152  2290  976 0 0 0 0  1924  595  633  520 
5 1 7 3 4 5 6 2 8  1560  376  227  115  751  526  451  227 0 0 1 1  1774  633  370  35 
5 1 2 3 4 5 7 8 6  923  115  190  6680  1577  939  152  227 0 0 0 0  1211  408  520  595 
5 1 2 3 4 5 6 7 -9  1898  1089  563  152  751  488  2064  115 0 0 0 0  2336  595  558  595 
5 1 2 3 4 5 6 7 8  2160  152  488  115  788  115  413  189 0 0 0 0  1135  595  558  595 
5 1 2 5 3 1 6 7 3  1309  451  413  189  3015  264  376  1101 0 0 0 0  873  408  558  445 
5 2 2 4 4 5 6 2 3  1298  826  10658  189  1839  115  2552  115 0 0 0 0  1083  633  483  445 
5 1 6 3 4 5 4 7 8  772  227  268  115  243  976  115  488 0 0 0 0  2049  558  445  520 
5 1 2 3 7 5 6 4 8  1298  189  189  488  1164  4204  301  92 0 0 0 0  2186  520  445  407 
5 1 2 3 4 5 6 7 8  1373  496  526  189  863  413  227  115 0 0 1 0  685  408  483  633 
5 1 2 3 4 8 6 7 5  1936  189  676  115  1126  81  223  189 0 0 0 0  1849  558  483  520 
5 1 2 3 4 5 6 7 1  922  526  526  451  676  301  301  536 0 0 0 0  1323  649  482  447 
5 1 2 3 4 5 6 7 8  923  189  563  413  826  115  3491  451 0 0 0 0  1248  520  445  558 
5 1 2 3 4 5 6 7 8  2161  713  573  189  1389  189  1051  657 0 0 1 0  725  408  408  595 
5 1 2 5 5 5 6 7 8  960  189  563  788  1551  451  355  264 0 0 0 0  950  445  370  445 
5 4 2 3 1 5 6 7 8  1373  578  2064  339  1802  264  788  152 0 0 0 0  1211  483  520  560 
5 1 2 3 4 5 6 7 8  960  152  563  77  2515  77  152  115 0 0 0 0  1060  408  896  520 
5 1 2 3 4 5 6 7 2  1711  189  788  160  488  939  826  603 0 0 0 0  1450  520  407  520 
5 1 2 5 3 6 7 8 8  1727  301  526  1166  115  152  115  4579 0 0 0 0  723  558  633  520 
5 1 2 3 4 5 6 7 8  922  264  264  235  863  488  227  206 0 0 0 0  1398  482  483  595 
5 1 2 4 5 5 6 7 1  1636  123  1201  189  526  526  488  451 0 1 0 0  1549  708  708  483 
5 1 2 3 4 5 6 7 8  1448  376  241  115  638  526  305  227 0 0 0 0  911  558  445  558 
5 6 1 1 4 5 2 7 8  2461  6530  376  119  1385  189  264  125 0 0 0 0  1736  445  445  445 
5 1 2 3 4 5 6 7 8  1073  339  264  264  573  1089  2252  81 0 0 0 0  1023  558  670  633 
5 1 2 3 4 5 6 7 8  1523  152  339  152  601  638  301  863 0 0 0 0  1436  523  445  595 
5 1 6 7 8 5 6 7 8  1073  227  3828  751  805  451  1802  81 0 0 0 0  2261  595  408  520 
5 1 2 3 4 5 6 7 8  1373  751  376  152  1089  189  413  81 0 0 0 0  760  408  408  520 
6 7 4 6 5 2 1 3 8  1712  979  866  493  414  602  866  527 0 0 0 0  2255  1199  672  635 
6 1 2 3 4 5 6 8 7  1278  427  414  414  489  1167  565  429 0 0 0 0  1046  1011  973  860 
6 3 1 2 4 5 6 7 8  2170  489  452  414  2950  414  753  377 0 0 0 0  558  597  560  463 
6 3 1 7 5 2 8 6 4  3219  452  2032  527  1508  414  414  377 0 0 1 0  747  672  1576  1349 
6 5 1 7 8 2 4 6 3  1714  489  753  565  1694  1581  452  640 0 0 0 0  3757  635  1312  710 
6 3 5 2 4 6 7 1 8  2504  489  602  602  2032  452  640  452 0 0 0 0  1726  559  484  785 
6 1 7 8 6 4 3 5 2  2079  2153  489  377  615  1317  1432  452 0 0 0 0  860  1500  785  672 
6 2 6 1 4 3 7 5 8  2955  489  414  452  2183  489  640  429 0 0 0 0  1236  597  635  710 
6 6 5 4 1 2 7 8 3  3144  790  866  452  2559  1242  828  452 0 0 0 0  1839  1086  748  673 
6 5 6 2 3 1 4 7 8  5288  527  602  527  1618  1167  527  452 1 0 0 0  838  1162  710  1237 
6 1 5 7 2 3 8 4 6  3142  377  387  678  2672  377  678  340 1 0 0 0  1817  1650  1387  597 
