id,group,sex,age,session,memo,example,con,nblock,n,trial,outnr,trialnr,out_allnr,matchkey,pressedkey,corr,mem_dig,prb_dig,in_pos,in_nr,pre_RT,RT,pos,neg,RT_r,RTr_mean,sd_RTr,cut,Exp
5,5,2,27,2,0,0,4,7,5,6,3,12,28,2,1,1, ,4,5, , ,729,0, ,729,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,7,5,6,4,12,29,2,2,1, ,9,1, , ,533,1, ,533,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,7,5,6,5,12,30,2,2,1, ,7,4, , ,531,1, ,531,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,7,5,7,1,12,31,2,1,1, ,1,2, ,1317,774,0, ,774,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,7,5,7,2,12,32,2,2,1, ,7,3, , ,487,1, ,487,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,7,5,7,3,12,33,2,2,1, ,9,5, , ,514,1, ,514,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,7,5,7,4,12,34,2,2,1, ,8,1, , ,505,1, ,505,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,7,5,7,5,12,35,2,2,1, ,6,4, , ,492,1, ,492,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,7,5,8,1,12,36,2,2,1, ,6,4, ,241,533,1, ,533,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,7,5,8,2,12,37,2,1,1, ,3,1, , ,657,0, ,657,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,7,5,8,3,12,38,2,2,0, ,2,3, , ,414,0, , ,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,7,5,8,4,12,39,2,1,1, ,1,2, , ,546,0, ,546,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,7,5,8,5,12,40,2,2,1, ,7,5, , ,626,1, ,626,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,7,5,9,1,12,41,2,1,1, ,1,2, ,76,702,0, ,702,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,7,5,9,2,12,42,2,2,1, ,7,5, , ,554,1, ,554,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,7,5,9,3,12,43,2,2,1, ,6,4, , ,545,1, ,545,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,7,5,9,4,12,44,2,1,1, ,2,3, , ,456,0, ,456,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,7,5,9,5,12,45,2,2,1, ,9,1, , ,572,1, ,572,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,7,5,10,1,12,46,2,1,1, ,1,4, ,61,945,0, ,945,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,7,5,10,2,12,47,2,2,1, ,6,3, , ,602,1, ,602,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,7,5,10,3,12,48,2,2,1, ,9,1, , ,621,1, ,621,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,7,5,10,4,12,49,2,2,1, ,7,5, , ,400,1, ,400,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,7,5,10,5,12,50,2,2,1, ,8,2, , ,385,1, ,385,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,7,5,11,1,12,51,2,1,1, ,4,2, ,78,632,0, ,632,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,7,5,11,2,12,52,2,2,1, ,6,4, , ,549,1, ,549,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,7,5,11,3,12,53,2,2,1, ,8,1, , ,553,1, ,553,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,7,5,11,4,12,54,2,2,1, ,7,5, , ,468,1, ,468,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,7,5,11,5,12,55,2,2,1, ,9,3, , ,315,1, ,315,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,7,5,12,1,12,56,2,1,1, ,3,2, ,125,662,0, ,662,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,7,5,12,2,12,57,2,1,1, ,1,1, , ,426,0, ,426,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,7,5,12,3,12,58,2,1,1, ,2,4, , ,378,0, ,378,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,7,5,12,4,12,59,2,1,1, ,4,5, , ,387,0, ,387,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,7,5,12,5,12,60,2,2,1, ,7,3, , ,396,1, ,396,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,8,3,1,1,20,1,2,1,1, ,3,3, ,483,913,0, ,913,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,8,3,1,2,20,2,2,1,1, ,1,1, , ,530,0, ,530,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,8,3,1,3,20,3,2,2,1, ,9,2, , ,486,1, ,486,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,8,3,2,1,20,4,2,2,1, ,9,1, ,199,616,1, ,616,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,8,3,2,2,20,5,2,2,1, ,7,3, , ,671,1, ,671,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,8,3,2,3,20,6,2,2,1, ,6,2, , ,447,1, ,447,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,8,3,3,1,20,7,2,2,1, ,6,2, ,64,573,1, ,573,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,8,3,3,2,20,8,2,2,1, ,8,3, , ,649,1, ,649,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,8,3,3,3,20,9,2,1,1, ,4,1, , ,641,0, ,641,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,8,3,4,1,20,10,2,1,1, ,2,3, ,183,646,0, ,646,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,8,3,4,2,20,11,2,2,1, ,9,2, , ,606,1, ,606,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,8,3,4,3,20,12,2,2,1, ,6,1, , ,538,1, ,538,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,8,3,5,1,20,13,2,2,1, ,6,2, ,169,439,1, ,439,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,8,3,5,2,20,14,2,1,1, ,3,3, , ,724,0, ,724,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,8,3,5,3,20,15,2,2,1, ,7,1, , ,459,1, ,459,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,8,3,6,1,20,16,2,1,1, ,3,3, ,233,683,0, ,683,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,8,3,6,2,20,17,2,1,1, ,1,2, , ,538,0, ,538,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,8,3,6,3,20,18,2,2,1, ,8,1, , ,372,1, ,372,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,8,3,7,1,20,19,2,1,1, ,3,3, ,92,712,0, ,712,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,8,3,7,2,20,20,2,1,1, ,2,1, , ,402,0, ,402,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,8,3,7,3,20,21,2,1,1, ,1,2, , ,420,0, ,420,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,8,3,8,1,20,22,2,2,1, ,9,3, ,1103,582,1, ,582,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,8,3,8,2,20,23,2,1,1, ,1,2, , ,513,0, ,513,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,8,3,8,3,20,24,2,2,1, ,8,1, , ,428,1, ,428,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,8,3,9,1,20,25,2,1,1, ,4,2, ,354,636,0, ,636,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,8,3,9,2,20,26,2,2,1, ,6,3, , ,636,1, ,636,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,8,3,9,3,20,27,2,1,1, ,2,1, , ,541,0, ,541,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,8,3,10,1,20,28,2,1,1, ,4,2, ,348,592,0, ,592,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,8,3,10,2,20,29,2,1,1, ,3,1, , ,383,0, ,383,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,8,3,10,3,20,30,2,2,1, ,6,3, , ,501,1, ,501,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,8,3,11,1,20,31,2,2,1, ,8,2, ,192,635,1, ,635,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,8,3,11,2,20,32,2,1,1, ,1,3, , ,494,0, ,494,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,8,3,11,3,20,33,2,1,1, ,4,1, , ,601,0, ,601,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,8,3,12,1,20,34,2,2,1, ,9,3, ,756,691,1, ,691,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,8,3,12,2,20,35,2,2,1, ,8,1, , ,454,1, ,454,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,8,3,12,3,20,36,2,2,1, ,7,2, , ,450,1, ,450,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,8,3,13,1,20,37,2,1,1, ,1,2, ,445,633,0, ,633,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,8,3,13,2,20,38,2,1,1, ,4,1, , ,425,0, ,425,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,8,3,13,3,20,39,2,2,1, ,8,3, , ,455,1, ,455,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,8,3,14,1,20,40,2,1,1, ,3,3, ,329,742,0, ,742,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,8,3,14,2,20,41,2,1,1, ,4,1, , ,352,0, ,352,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,8,3,14,3,20,42,2,2,1, ,6,2, , ,444,1, ,444,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,8,3,15,1,20,43,2,1,1, ,4,2, ,447,823,0, ,823,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,8,3,15,2,20,44,2,1,1, ,1,3, , ,449,0, ,449,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,8,3,15,3,20,45,2,2,1, ,6,1, , ,410,1, ,410,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,8,3,16,1,20,46,2,1,1, ,1,2, ,331,609,0, ,609,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,8,3,16,2,20,47,2,1,1, ,4,3, , ,513,0, ,513,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,8,3,16,3,20,48,2,1,1, ,2,1, , ,454,0, ,454,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,8,3,17,1,20,49,2,2,1, ,7,3, ,305,720,1, ,720,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,8,3,17,2,20,50,2,1,1, ,1,1, , ,612,0, ,612,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,8,3,17,3,20,51,2,2,1, ,9,2, , ,477,1, ,477,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,8,3,18,1,20,52,2,1,1, ,3,3, ,496,689,0, ,689,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,8,3,18,2,20,53,2,2,1, ,6,1, , ,476,1, ,476,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,8,3,18,3,20,54,2,2,1, ,9,2, , ,531,1, ,531,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,8,3,19,1,20,55,2,1,1, ,3,2, ,425,540,0, ,540,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,8,3,19,2,20,56,2,1,1, ,4,3, , ,428,0, ,428,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,8,3,19,3,20,57,2,2,1, ,8,1, , ,350,1, ,350,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,8,3,20,1,20,58,2,2,1, ,9,2, ,313,613,1, ,613,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,8,3,20,2,20,59,2,2,1, ,8,1, , ,388,1, ,388,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,8,3,20,3,20,60,2,2,1, ,7,3, , ,539,1, ,539,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,9,4,1,1,15,1,2,2,1, ,9,1, ,494,644,1, ,644,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,9,4,1,2,15,2,2,1,1, ,1,4, , ,707,0, ,707,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,9,4,1,3,15,3,2,1,1, ,3,2, , ,752,0, ,752,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,9,4,1,4,15,4,2,2,1, ,8,3, , ,505,1, ,505,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,9,4,2,1,15,5,2,2,1, ,9,3, ,178,568,1, ,568,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,9,4,2,2,15,6,2,1,1, ,1,1, , ,454,0, ,454,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,9,4,2,3,15,7,2,2,1, ,6,2, , ,490,1, ,490,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,9,4,2,4,15,8,2,2,1, ,8,4, , ,455,1, ,455,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,9,4,3,1,15,9,2,1,1, ,2,3, ,143,780,0, ,780,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,9,4,3,2,15,10,2,1,1, ,3,4, , ,688,0, ,688,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,9,4,3,3,15,11,2,1,1, ,1,2, , ,579,0, ,579,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,9,4,3,4,15,12,2,2,1, ,6,1, , ,385,1, ,385,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,9,4,4,1,15,13,2,1,1, ,3,2, ,222,516,0, ,516,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,9,4,4,2,15,14,2,1,1, ,1,4, , ,401,0, ,401,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,9,4,4,3,15,15,2,1,1, ,4,3, , ,333,0, ,333,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,9,4,4,4,15,16,2,2,1, ,8,1, , ,336,1, ,336,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,9,4,5,1,15,17,2,2,1, ,6,2, ,78,599,1, ,599,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,9,4,5,2,15,18,2,2,1, ,8,1, , ,430,1, ,430,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,9,4,5,3,15,19,2,1,1, ,1,3, , ,528,0, ,528,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,9,4,5,4,15,20,2,1,1, ,4,4, , ,584,0, ,584,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,9,4,6,1,15,21,2,1,1, ,1,4, ,19,492,0, ,492,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,9,4,6,2,15,22,2,2,1, ,9,3, , ,516,1, ,516,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,9,4,6,3,15,23,2,2,1, ,6,2, , ,582,1, ,582,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,9,4,6,4,15,24,2,2,1, ,8,1, , ,379,1, ,379,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,9,4,7,1,15,25,2,1,1, ,2,2, ,5,570,0, ,570,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,9,4,7,2,15,26,2,1,1, ,4,1, , ,348,0, ,348,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,9,4,7,3,15,27,2,2,1, ,8,3, , ,549,1, ,549,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,9,4,7,4,15,28,2,1,1, ,1,4, , ,556,0, ,556,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,9,4,8,1,15,29,2,1,1, ,1,2, ,211,524,0, ,524,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,9,4,8,2,15,30,2,1,1, ,4,4, , ,615,0, ,615,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,9,4,8,3,15,31,2,2,1, ,9,3, , ,506,1, ,506,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,9,4,8,4,15,32,2,2,1, ,8,1, , ,417,1, ,417,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,9,4,9,1,15,33,2,2,1, ,7,3, ,248,536,1, ,536,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,9,4,9,2,15,34,2,2,1, ,9,4, , ,680,1, ,680,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,9,4,9,3,15,35,2,1,1, ,1,1, , ,475,0, ,475,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,9,4,9,4,15,36,2,1,1, ,4,2, , ,547,0, ,547,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,9,4,10,1,15,37,2,1,0, ,6,2, ,241,499,1, , ,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,9,4,10,2,15,38,2,1,1, ,2,3, , ,870,0, ,870,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,9,4,10,3,15,39,2,2,1, ,7,1, , ,522,1, ,522,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,9,4,10,4,15,40,2,2,1, ,8,4, , ,449,1, ,449,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,9,4,11,1,15,41,2,2,1, ,6,3, ,194,1099,1, , ,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,9,4,11,2,15,42,2,2,1, ,9,4, , ,639,1, ,639,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,9,4,11,3,15,43,2,1,1, ,4,1, , ,528,0, ,528,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,9,4,11,4,15,44,2,1,1, ,3,2, , ,543,0, ,543,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,9,4,12,1,15,45,2,1,1, ,2,4, ,406,605,0, ,605,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,9,4,12,2,15,46,2,1,1, ,1,2, , ,447,0, ,447,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,9,4,12,3,15,47,2,2,1, ,8,3, , ,587,1, ,587,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,9,4,12,4,15,48,2,2,0, ,4,1, , ,540,0, , ,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,9,4,13,1,15,49,2,2,1, ,6,3, ,312,489,1, ,489,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,9,4,13,2,15,50,2,1,1, ,3,4, , ,596,0, ,596,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,9,4,13,3,15,51,2,2,1, ,7,2, , ,433,1, ,433,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,9,4,13,4,15,52,2,2,1, ,9,1, , ,400,1, ,400,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,9,4,14,1,15,53,2,1,1, ,3,4, ,260,655,0, ,655,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,9,4,14,2,15,54,2,2,1, ,7,1, , ,672,1, ,672,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,9,4,14,3,15,55,2,1,1, ,1,2, , ,502,0, ,502,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,9,4,14,4,15,56,2,1,1, ,4,3, , ,579,0, ,579,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,4,9,4,15,1,15,57,2,2,1, ,9,4, ,435,613,1, ,613,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,9,4,15,2,15,58,2,2,1, ,7,2, , ,473,1, ,473,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,9,4,15,3,15,59,2,2,1, ,8,1, , ,374,1, ,374,524.494382022472,113.375394516253,864.620565571231,2
5,5,2,27,2,0,0,4,9,4,15,4,15,60,2,1,1, ,2,3, , ,438,0, ,438,570.873563218391,146.936135834246,1011.68197072113,2
5,5,2,27,2,0,0,1,10,5,1,1,12,1,2,1,1, ,4,1, ,293,572,0, ,572,451.823529411765,102.222234147281,758.490231853609,2
5,5,2,27,2,0,0,1,10,5,1,2,12,2,2,1,1, ,2,2, , ,421,0, ,421,451.823529411765,102.222234147281,758.490231853609,2
5,5,2,27,2,0,0,1,10,5,1,3,12,3,2,1,1, ,3,3, , ,368,0, ,368,451.823529411765,102.222234147281,758.490231853609,2
5,5,2,27,2,0,0,1,10,5,1,4,12,4,2,2,1, ,7,4, , ,558,1, ,558,452.080459770115,107.273094048615,773.899741915958,2
5,5,2,27,2,0,0,1,10,5,1,5,12,5,2,2,1, ,8,5, , ,365,1, ,365,452.080459770115,107.273094048615,773.899741915958,2
5,5,2,27,2,0,0,1,10,5,2,1,12,6,2,1,1, ,1,1, ,76,504,0, ,504,451.823529411765,102.222234147281,758.490231853609,2
5,5,2,27,2,0,0,1,10,5,2,2,12,7,2,2,1, ,9,2, , ,512,1, ,512,452.080459770115,107.273094048615,773.899741915958,2
5,5,2,27,2,0,0,1,10,5,2,3,12,8,2,1,1, ,3,3, , ,531,0, ,531,451.823529411765,102.222234147281,758.490231853609,2
5,5,2,27,2,0,0,1,10,5,2,4,12,9,2,2,1, ,6,4, , ,506,1, ,506,452.080459770115,107.273094048615,773.899741915958,2
5,5,2,27,2,0,0,1,10,5,2,5,12,10,2,2,1, ,8,5, , ,382,1, ,382,452.080459770115,107.273094048615,773.899741915958,2
5,5,2,27,2,0,0,1,10,5,3,1,12,11,2,2,1, ,6,1, ,46,444,1, ,444,452.080459770115,107.273094048615,773.899741915958,2
5,5,2,27,2,0,0,1,10,5,3,2,12,12,2,2,1, ,8,2, , ,304,1, ,304,452.080459770115,107.273094048615,773.899741915958,2
5,5,2,27,2,0,0,1,10,5,3,3,12,13,2,2,1, ,7,3, , ,356,1, ,356,452.080459770115,107.273094048615,773.899741915958,2
5,5,2,27,2,0,0,1,10,5,3,4,12,14,2,2,1, ,9,4, , ,416,1, ,416,452.080459770115,107.273094048615,773.899741915958,2
5,5,2,27,2,0,0,1,10,5,3,5,12,15,2,1,1, ,2,5, , ,474,0, ,474,451.823529411765,102.222234147281,758.490231853609,2
5,5,2,27,2,0,0,1,10,5,4,1,12,16,2,2,1, ,9,1, ,40,497,1, ,497,452.080459770115,107.273094048615,773.899741915958,2
5,5,2,27,2,0,0,1,10,5,4,2,12,17,2,1,1, ,1,2, , ,505,0, ,505,451.823529411765,102.222234147281,758.490231853609,2
5,5,2,27,2,0,0,1,10,5,4,3,12,18,2,1,1, ,2,3, , ,460,0, ,460,451.823529411765,102.222234147281,758.490231853609,2
5,5,2,27,2,0,0,1,10,5,4,4,12,19,2,2,1, ,7,4, , ,408,1, ,408,452.080459770115,107.273094048615,773.899741915958,2
5,5,2,27,2,0,0,1,10,5,4,5,12,20,2,1,1, ,3,5, , ,469,0, ,469,451.823529411765,102.222234147281,758.490231853609,2
5,5,2,27,2,0,0,1,10,5,5,1,12,21,2,1,1, ,3,1, ,28,445,0, ,445,451.823529411765,102.222234147281,758.490231853609,2
5,5,2,27,2,0,0,1,10,5,5,2,12,22,2,1,1, ,2,2, , ,311,0, ,311,451.823529411765,102.222234147281,758.490231853609,2
5,5,2,27,2,0,0,1,10,5,5,3,12,23,2,1,1, ,4,3, , ,367,0, ,367,451.823529411765,102.222234147281,758.490231853609,2
5,5,2,27,2,0,0,1,10,5,5,4,12,24,2,1,1, ,1,4, , ,421,0, ,421,451.823529411765,102.222234147281,758.490231853609,2
5,5,2,27,2,0,0,1,10,5,5,5,12,25,2,2,1, ,8,5, , ,363,1, ,363,452.080459770115,107.273094048615,773.899741915958,2
5,5,2,27,2,0,0,1,10,5,6,1,12,26,2,1,1, ,1,1, ,110,339,0, ,339,451.823529411765,102.222234147281,758.490231853609,2
5,5,2,27,2,0,0,1,10,5,6,2,12,27,2,2,1, ,9,2, , ,382,1, ,382,452.080459770115,107.273094048615,773.899741915958,2
5,5,2,27,2,0,0,1,10,5,6,3,12,28,2,2,1, ,7,3, , ,414,1, ,414,452.080459770115,107.273094048615,773.899741915958,2
5,5,2,27,2,0,0,1,10,5,6,4,12,29,2,2,1, ,6,4, , ,412,1, ,412,452.080459770115,107.273094048615,773.899741915958,2
5,5,2,27,2,0,0,1,10,5,6,5,12,30,2,2,1, ,8,5, , ,367,1, ,367,452.080459770115,107.273094048615,773.899741915958,2
5,5,2,27,2,0,0,1,10,5,7,1,12,31,2,1,1, ,3,1, ,4,440,0, ,440,451.823529411765,102.222234147281,758.490231853609,2
5,5,2,27,2,0,0,1,10,5,7,2,12,32,2,2,1, ,6,2, , ,561,1, ,561,452.080459770115,107.273094048615,773.899741915958,2
