id,group,sex,age,session,memo,example,con,nblock,n,trial,outnr,trialnr,out_allnr,matchkey,pressedkey,corr,mem_dig,prb_dig,in_pos,in_nr,pre_RT,RT,pos,neg,RT_r,RTr_mean,sd_RTr,cut,Exp
15,3,2,28,2,1,0,2,6,5,10,4,12,49,2,2,1,8,9,1,5, ,977,1,0,977,1412.16666666667,998.633518611498,4408.06722250116,2
15,3,2,28,2,1,0,2,6,5,10,5,12,50,2,1,1,9,4,4,2, ,563,0,2,563,1309.48888888889,767.182723564491,3611.03705958236,2
15,3,2,28,2,1,0,2,6,5,11,1,12,51,2,2,1,2,7,2,4,408,1988,1,0,1988,1412.16666666667,998.633518611498,4408.06722250116,2
15,3,2,28,2,1,0,2,6,5,11,2,12,52,2,1,1,9,6,5,1, ,624,0,2,624,1309.48888888889,767.182723564491,3611.03705958236,2
15,3,2,28,2,1,0,2,6,5,11,3,12,53,2,2,1,8,8,3,3, ,1628,1,0,1628,1412.16666666667,998.633518611498,4408.06722250116,2
15,3,2,28,2,1,0,2,6,5,11,4,12,54,2,2,1,7,1,1,5, ,1119,1,0,1119,1412.16666666667,998.633518611498,4408.06722250116,2
15,3,2,28,2,1,0,2,6,5,11,5,12,55,2,1,1,1,1,4,2, ,722,0,1,722,1309.48888888889,767.182723564491,3611.03705958236,2
15,3,2,28,2,1,0,2,6,5,12,1,12,56,2,2,1,5,2,2,4,447,2171,1,0,2171,1412.16666666667,998.633518611498,4408.06722250116,2
15,3,2,28,2,1,0,2,6,5,12,2,12,57,2,1,1,9,8,5,1, ,960,0,2,960,1309.48888888889,767.182723564491,3611.03705958236,2
15,3,2,28,2,1,0,2,6,5,12,3,12,58,2,2,1,6,6,3,3, ,1443,1,0,1443,1412.16666666667,998.633518611498,4408.06722250116,2
15,3,2,28,2,1,0,2,6,5,12,4,12,59,2,1,1,2,3,1,5, ,1012,0,2,1012,1309.48888888889,767.182723564491,3611.03705958236,2
15,3,2,28,2,1,0,2,6,5,12,5,12,60,2,1,1,4,4,4,2, ,1787,0,1,1787,1309.48888888889,767.182723564491,3611.03705958236,2
15,3,2,28,2,1,0,3,7,3,1,1,20,1,2,1,1,1,6,3,3,470,601,0,2,601,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,7,3,1,2,20,2,2,2,1,7,7,2,2, ,606,1,0,606,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,7,3,1,3,20,3,2,2,1,9,1,1,1, ,757,1,0,757,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,7,3,2,1,20,4,2,1,1,5,2,3,3,468,634,0,2,634,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,7,3,2,2,20,5,2,1,1,9,6,2,2, ,818,0,2,818,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,7,3,2,3,20,6,2,2,1,7,5,1,1, ,623,1,0,623,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,7,3,3,1,20,7,2,1,1,1,6,3,3,497,2375,0,1,2375,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,7,3,3,2,20,8,2,2,1,6,6,2,2, ,668,1,0,668,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,7,3,3,3,20,9,2,1,1,3,6,1,1, ,977,0,1,977,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,7,3,4,1,20,10,2,2,1,4,1,3,3,621,2144,1,0,2144,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,7,3,4,2,20,11,2,1,1,6,2,2,2, ,677,0,2,677,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,7,3,4,3,20,12,2,2,1,1,4,1,1, ,898,1,0,898,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,7,3,5,1,20,13,2,2,1,6,4,3,3,790,1669,1,0,1669,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,7,3,5,2,20,14,2,2,1,2,2,2,2, ,695,1,0,695,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,7,3,5,3,20,15,2,1,1,4,3,1,1, ,633,0,2,633,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,7,3,6,1,20,16,2,2,1,6,3,3,3,542,738,1,0,738,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,7,3,6,2,20,17,2,2,1,8,8,2,2, ,747,1,0,747,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,7,3,6,3,20,18,2,2,1,3,6,1,1, ,835,1,0,835,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,7,3,7,1,20,19,2,1,1,9,2,3,3,738,1606,0,2,1606,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,7,3,7,2,20,20,2,1,1,8,9,2,2, ,1903,0,1,1903,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,7,3,7,3,20,21,2,2,1,7,9,1,1, ,844,1,0,844,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,7,3,8,1,20,22,2,1,1,3,9,3,3,928,722,0,2,722,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,7,3,8,2,20,23,2,2,1,4,4,2,2, ,1206,1,0,1206,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,7,3,8,3,20,24,2,2,1,2,3,1,1, ,694,1,0,694,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,7,3,9,1,20,25,2,2,1,3,2,3,3,604,795,1,0,795,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,7,3,9,2,20,26,2,2,1,7,7,2,2, ,510,1,0,510,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,7,3,9,3,20,27,2,2,1,2,3,1,1, ,510,1,0,510,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,7,3,10,1,20,28,2,2,1,9,7,3,3,522,594,1,0,594,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,7,3,10,2,20,29,2,1,1,4,7,2,2, ,633,0,1,633,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,7,3,10,3,20,30,2,2,1,7,9,1,1, ,676,1,0,676,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,7,3,11,1,20,31,2,2,1,6,9,3,3,403,610,1,0,610,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,7,3,11,2,20,32,2,1,1,8,4,2,2, ,879,0,2,879,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,7,3,11,3,20,33,2,1,1,9,8,1,1, ,650,0,1,650,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,7,3,12,1,20,34,2,1,1,9,9,3,3,361,478,0,1,478,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,7,3,12,2,20,35,2,1,1,6,4,2,2, ,694,0,2,694,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,7,3,12,3,20,36,2,1,1,5,7,1,1, ,711,0,2,711,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,7,3,13,1,20,37,2,1,1,3,3,3,3,734,1496,0,1,1496,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,7,3,13,2,20,38,2,2,1,8,8,2,2, ,571,1,0,571,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,7,3,13,3,20,39,2,1,1,1,7,1,1, ,643,0,2,643,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,7,3,14,1,20,40,2,1,1,2,3,3,3,405,2559,0,2,2559,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,7,3,14,2,20,41,2,1,1,4,1,2,2, ,712,0,2,712,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,7,3,14,3,20,42,2,2,1,8,2,1,1, ,668,1,0,668,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,7,3,15,1,20,43,2,2,1,7,4,3,3,457,703,1,0,703,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,7,3,15,2,20,44,2,1,1,6,2,2,2, ,500,0,2,500,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,7,3,15,3,20,45,2,2,1,4,7,1,1, ,580,1,0,580,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,7,3,16,1,20,46,2,1,1,1,1,3,3,470,1033,0,1,1033,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,7,3,16,2,20,47,2,1,1,7,3,2,2, ,835,0,2,835,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,7,3,16,3,20,48,2,1,1,2,5,1,1, ,615,0,2,615,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,7,3,17,1,20,49,2,1,1,7,7,3,3,566,649,0,1,649,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,7,3,17,2,20,50,2,2,1,2,2,2,2, ,597,1,0,597,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,7,3,17,3,20,51,2,2,1,3,7,1,1, ,1338,1,0,1338,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,7,3,18,1,20,52,2,2,1,1,6,3,3,476,1683,1,0,1683,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,7,3,18,2,20,53,2,1,1,8,9,2,2, ,641,0,2,641,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,7,3,18,3,20,54,2,1,1,6,6,1,1, ,1373,0,1,1373,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,7,3,19,1,20,55,2,2,1,4,6,3,3,557,956,1,0,956,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,7,3,19,2,20,56,2,1,1,1,5,2,2, ,713,0,2,713,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,7,3,19,3,20,57,2,1,1,6,7,1,1, ,668,0,2,668,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,7,3,20,1,20,58,2,1,1,3,7,3,3,534,846,0,2,846,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,7,3,20,2,20,59,2,2,1,6,6,2,2, ,615,1,0,615,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,7,3,20,3,20,60,2,2,1,8,3,1,1, ,774,1,0,774,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,8,4,1,1,15,1,2,1,1,1,8,4,4,551,1087,0,2,1087,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,8,4,1,2,15,2,2,2,1,5,7,3,3, ,2026,1,0,2026,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,8,4,1,3,15,3,2,2,1,7,5,2,2, ,642,1,0,642,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,8,4,1,4,15,4,2,1,1,3,5,1,1, ,467,0,1,467,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,8,4,2,1,15,5,2,1,1,3,1,4,4,412,2025,0,2,2025,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,8,4,2,2,15,6,2,1,1,7,4,3,3, ,712,0,2,712,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,8,4,2,3,15,7,2,1,1,6,4,2,2, ,792,0,2,792,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,8,4,2,4,15,8,2,1,1,9,7,1,1, ,1532,0,1,1532,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,8,4,3,1,15,9,2,1,1,1,1,4,4,695,1459,0,1,1459,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,8,4,3,2,15,10,2,1,0,9,6,3,3, ,870,1,0, ,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,8,4,3,3,15,11,2,2,1,6,9,2,2, ,1399,1,0,1399,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,8,4,3,4,15,12,2,1,1,5,7,1,1, ,783,0,2,783,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,8,4,4,1,15,13,2,2,1,7,1,4,4,636,1458,1,0,1458,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,8,4,4,2,15,14,2,2,1,6,4,3,3, ,2379,1,0,2379,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,8,4,4,3,15,15,2,1,1,4,4,2,2, ,818,0,1,818,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,8,4,4,4,15,16,2,1,1,1,2,1,1, ,791,0,2,791,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,8,4,5,1,15,17,2,2,1,9,7,4,4,555,888,1,0,888,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,8,4,5,2,15,18,2,1,1,8,6,3,3, ,1541,0,2,1541,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,8,4,5,3,15,19,2,1,1,2,9,2,2, ,1726,0,1,1726,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,8,4,5,4,15,20,2,2,1,7,9,1,1, ,588,1,0,588,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,8,4,6,1,15,21,2,1,1,2,4,4,4,466,574,0,2,574,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,8,4,6,2,15,22,2,2,1,7,3,3,3, ,1805,1,0,1805,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,8,4,6,3,15,23,2,1,1,3,5,2,2, ,870,0,2,870,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,8,4,6,4,15,24,2,2,1,9,2,1,1, ,835,1,0,835,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,8,4,7,1,15,25,2,2,1,8,7,4,4,422,907,1,0,907,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,8,4,7,2,15,26,2,2,1,2,3,3,3, ,1355,1,0,1355,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,8,4,7,3,15,27,2,2,1,3,2,2,2, ,730,1,0,730,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,8,4,7,4,15,28,2,1,1,7,4,1,1, ,580,0,2,580,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,8,4,8,1,15,29,2,2,1,3,9,4,4,487,746,1,0,746,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,8,4,8,2,15,30,2,1,1,6,1,3,3, ,1223,0,2,1223,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,8,4,8,3,15,31,2,2,1,2,6,2,2, ,809,1,0,809,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,8,4,8,4,15,32,2,1,1,9,2,1,1, ,1284,0,1,1284,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,8,4,9,1,15,33,2,2,1,1,5,4,4,1213,754,1,0,754,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,8,4,9,2,15,34,2,1,1,7,9,3,3, ,1108,0,2,1108,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,8,4,9,3,15,35,2,1,1,8,9,2,2, ,1761,0,2,1761,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,8,4,9,4,15,36,2,1,1,5,6,1,1, ,782,0,2,782,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,8,4,10,1,15,37,2,1,1,1,9,4,4,604,1513,0,2,1513,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,8,4,10,2,15,38,2,1,0,7,4,3,3, ,1532,1,0, ,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,8,4,10,3,15,39,2,1,1,4,5,2,2, ,1603,0,2,1603,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,8,4,10,4,15,40,2,2,1,6,1,1,1, ,589,1,0,589,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,8,4,11,1,15,41,2,1,1,6,3,4,4,545,2227,0,2,2227,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,8,4,11,2,15,42,2,2,1,4,2,3,3, ,2087,1,0,2087,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,8,4,11,3,15,43,2,2,1,2,4,2,2, ,757,1,0,757,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,8,4,11,4,15,44,2,2,1,1,6,1,1, ,642,1,0,642,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,8,4,12,1,15,45,2,2,1,3,8,4,4,881,597,1,0,597,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,8,4,12,2,15,46,2,2,1,2,1,3,3, ,2616,1,0,2616,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,8,4,12,3,15,47,2,1,1,1,1,2,2, ,739,0,1,739,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,8,4,12,4,15,48,2,1,1,8,4,1,1, ,888,0,2,888,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,8,4,13,1,15,49,2,1,1,8,3,4,4,568,796,0,2,796,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,8,4,13,2,15,50,2,2,1,4,9,3,3, ,2079,1,0,2079,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,8,4,13,3,15,51,2,2,1,9,4,2,2, ,704,1,0,704,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,8,4,13,4,15,52,2,2,1,5,8,1,1, ,792,1,0,792,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,8,4,14,1,15,53,2,1,1,4,3,4,4,1054,1123,0,2,1123,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,8,4,14,2,15,54,2,2,1,8,5,3,3, ,1779,1,0,1779,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,8,4,14,3,15,55,2,1,1,5,5,2,2, ,1488,0,1,1488,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,8,4,14,4,15,56,2,1,1,2,8,1,1, ,1576,0,1,1576,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,8,4,15,1,15,57,2,2,1,1,6,4,4,1243,1109,1,0,1109,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,8,4,15,2,15,58,2,1,1,3,6,3,3, ,712,0,1,712,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,8,4,15,3,15,59,2,2,1,5,3,2,2, ,660,1,0,660,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,8,4,15,4,15,60,2,2,1,6,1,1,1, ,545,1,0,545,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,9,5,1,1,12,1,2,2,1,8,7,5,5,647,804,1,0,804,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,9,5,1,2,12,2,2,1,1,4,1,4,4, ,1409,0,2,1409,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,9,5,1,3,12,3,2,2,1,9,9,3,3, ,2052,1,0,2052,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,9,5,1,4,12,4,2,2,1,5,4,2,2, ,519,1,0,519,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,9,5,1,5,12,5,2,2,1,7,8,1,1, ,536,1,0,536,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,9,5,2,1,12,6,2,1,1,5,7,5,5,546,1368,0,1,1368,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,9,5,2,2,12,7,2,1,1,1,6,4,4, ,3859,0,2, ,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,9,5,2,3,12,8,2,1,1,7,1,3,3, ,2034,0,1,2034,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,9,5,2,4,12,9,2,1,1,4,5,2,2, ,1178,0,1,1178,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,9,5,2,5,12,10,2,2,1,9,5,1,1, ,694,1,0,694,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,9,5,3,1,12,11,2,2,1,3,9,5,5,317,721,1,0,721,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,9,5,3,2,12,12,2,1,1,1,7,4,4, ,2308,0,2,2308,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,9,5,3,3,12,13,2,2,1,5,5,3,3, ,2615,1,0,2615,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,9,5,3,4,12,14,2,1,1,2,4,2,2, ,924,0,2,924,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,9,5,3,5,12,15,2,2,1,9,3,1,1, ,492,1,0,492,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,9,5,4,1,12,16,2,1,1,4,9,5,5,313,920,0,2,920,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,9,5,4,2,12,17,2,1,1,6,2,4,4, ,1717,0,2,1717,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,9,5,4,3,12,18,2,2,1,1,1,3,3, ,1532,1,0,1532,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,9,5,4,4,12,19,2,2,1,3,6,2,2, ,1426,1,0,1426,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,9,5,4,5,12,20,2,1,1,5,9,1,1, ,526,0,2,526,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,9,5,5,1,12,21,2,2,1,2,9,5,5,375,597,1,0,597,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,9,5,5,2,12,22,2,2,1,3,6,4,4, ,1673,1,0,1673,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,9,5,5,3,12,23,2,2,1,4,4,3,3, ,1206,1,0,1206,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,9,5,5,4,12,24,2,1,1,6,5,2,2, ,739,0,2,739,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,9,5,5,5,12,25,2,2,1,9,2,1,1, ,465,1,0,465,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,9,5,6,1,12,26,2,2,1,1,5,5,5,480,628,1,0,628,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,9,5,6,2,12,27,2,2,1,8,3,4,4, ,1796,1,0,1796,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,9,5,6,3,12,28,2,1,1,7,9,3,3, ,615,0,2,615,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,9,5,6,4,12,29,2,1,1,3,2,2,2, ,1514,0,2,1514,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,9,5,6,5,12,30,2,1,1,5,6,1,1, ,1020,0,2,1020,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,9,5,7,1,12,31,2,1,1,6,7,5,5,547,786,0,2,786,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,9,5,7,2,12,32,2,1,1,4,2,4,4, ,650,0,2,650,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,9,5,7,3,12,33,2,1,1,3,6,3,3, ,1311,0,1,1311,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,9,5,7,4,12,34,2,1,1,9,3,2,2, ,1407,0,1,1407,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,9,5,7,5,12,35,2,2,1,1,6,1,1, ,605,1,0,605,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,9,5,8,1,12,36,2,2,1,9,3,5,5,378,724,1,0,724,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,9,5,8,2,12,37,2,1,1,4,4,4,4, ,3163,0,1, ,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,9,5,8,3,12,38,2,2,1,2,2,3,3, ,703,1,0,703,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,9,5,8,4,12,39,2,1,1,7,1,2,2, ,650,0,2,650,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,9,5,8,5,12,40,2,1,1,3,8,1,1, ,711,0,2,711,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,9,5,9,1,12,41,2,2,1,6,1,5,5,372,762,1,0,762,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,9,5,9,2,12,42,2,2,1,3,4,4,4, ,2281,1,0,2281,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,9,5,9,3,12,43,2,2,1,2,2,3,3, ,1392,1,0,1392,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,9,5,9,4,12,44,2,2,1,4,3,2,2, ,862,1,0,862,1011.81818181818,547.383547589228,2653.96882458587,2
15,3,2,28,2,1,0,3,9,5,9,5,12,45,2,1,1,1,4,1,1, ,493,0,1,493,1122.33333333333,646.845760751547,3062.87061558797,2
15,3,2,28,2,1,0,3,9,5,10,1,12,46,2,1,1,2,3,5,5,484,2924,0,1,2924,1122.33333333333,646.845760751547,3062.87061558797,2
