id,group,sex,age,session,memo,example,con,nblock,n,trial,out_nr,trialnr,out_allnr,matchkey,pressedkey,corr,mem_dig,prb_dig,out_pos,Pre_RT,RT,pos,neg,RT_r,RTr_mean,sd_RTr,cut,Exp
7,7,1,18,2,0,0,2,12,3,13,3,20,39,1,2,1, ,2,3, ,1866,0, , ,661.67816091954,251.391221759977,1415.85182619947,1
7,7,1,18,2,0,0,2,12,3,14,1,20,40,1,2,1, ,1,2,1005,646,0, ,646,661.67816091954,251.391221759977,1415.85182619947,1
7,7,1,18,2,0,0,2,12,3,14,2,20,41,1,2,1, ,3,1, ,592,0, ,592,661.67816091954,251.391221759977,1415.85182619947,1
7,7,1,18,2,0,0,2,12,3,14,3,20,42,1,1,1, ,6,3, ,660,1, ,660,572.755555555556,130.022064774943,962.821749880386,1
7,7,1,18,2,0,0,2,12,3,15,1,20,43,1,1,1, ,6,2,1034,423,1, ,423,572.755555555556,130.022064774943,962.821749880386,1
7,7,1,18,2,0,0,2,12,3,15,2,20,44,1,2,1, ,4,1, ,552,0, ,552,661.67816091954,251.391221759977,1415.85182619947,1
7,7,1,18,2,0,0,2,12,3,15,3,20,45,1,2,1, ,3,3, ,601,0, ,601,661.67816091954,251.391221759977,1415.85182619947,1
7,7,1,18,2,0,0,2,12,3,16,1,20,46,1,2,1, ,3,2,336,1106,0, ,1106,661.67816091954,251.391221759977,1415.85182619947,1
7,7,1,18,2,0,0,2,12,3,16,2,20,47,1,1,1, ,6,1, ,553,1, ,553,572.755555555556,130.022064774943,962.821749880386,1
7,7,1,18,2,0,0,2,12,3,16,3,20,48,1,2,1, ,4,3, ,670,0, ,670,661.67816091954,251.391221759977,1415.85182619947,1
7,7,1,18,2,0,0,2,12,3,17,1,20,49,1,2,1, ,3,2,561,1174,0, ,1174,661.67816091954,251.391221759977,1415.85182619947,1
7,7,1,18,2,0,0,2,12,3,17,2,20,50,1,1,1, ,8,1, ,626,1, ,626,572.755555555556,130.022064774943,962.821749880386,1
7,7,1,18,2,0,0,2,12,3,17,3,20,51,1,1,1, ,9,3, ,660,1, ,660,572.755555555556,130.022064774943,962.821749880386,1
7,7,1,18,2,0,0,2,12,3,18,1,20,52,1,2,1, ,3,2,80,713,0, ,713,661.67816091954,251.391221759977,1415.85182619947,1
7,7,1,18,2,0,0,2,12,3,18,2,20,53,1,1,1, ,9,1, ,480,1, ,480,572.755555555556,130.022064774943,962.821749880386,1
7,7,1,18,2,0,0,2,12,3,18,3,20,54,1,1,1, ,8,3, ,563,1, ,563,572.755555555556,130.022064774943,962.821749880386,1
7,7,1,18,2,0,0,2,12,3,19,1,20,55,1,2,1, ,1,2,3977,759,0, ,759,661.67816091954,251.391221759977,1415.85182619947,1
7,7,1,18,2,0,0,2,12,3,19,2,20,56,1,2,1, ,2,1, ,513,0, ,513,661.67816091954,251.391221759977,1415.85182619947,1
7,7,1,18,2,0,0,2,12,3,19,3,20,57,1,1,1, ,8,3, ,579,1, ,579,572.755555555556,130.022064774943,962.821749880386,1
7,7,1,18,2,0,0,2,12,3,20,1,20,58,1,2,1, ,2,2,311,630,0, ,630,661.67816091954,251.391221759977,1415.85182619947,1
7,7,1,18,2,0,0,2,12,3,20,2,20,59,1,2,1, ,4,1, ,454,0, ,454,661.67816091954,251.391221759977,1415.85182619947,1
7,7,1,18,2,0,0,2,12,3,20,3,20,60,1,2,1, ,3,3, ,579,0, ,579,661.67816091954,251.391221759977,1415.85182619947,1
8,8,2,19,1,1,0,3,1,5,1,1,12,1,2,1,1,3,2,5,1116,1550,0,2,1550,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,1,5,1,2,12,2,2,2,1,9,7,4, ,1970,1,0,1970,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,1,5,1,3,12,3,2,2,1,4,4,3, ,1572,1,0,1572,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,1,5,1,4,12,4,2,1,1,7,7,2, ,1581,0,1,1581,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,1,5,1,5,12,5,2,2,1,5,3,1, ,750,1,0,750,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,1,5,2,1,12,6,2,1,1,4,2,5,963,1496,0,2,1496,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,1,5,2,2,12,7,2,2,1,5,7,4, ,1652,1,0,1652,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,1,5,2,3,12,8,2,2,1,8,8,3, ,1678,1,0,1678,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,1,5,2,4,12,9,2,2,1,7,5,2, ,1042,1,0,1042,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,1,5,2,5,12,10,2,2,1,9,4,1, ,688,1,0,688,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,1,5,3,1,12,11,2,1,1,4,5,5,853,1715,0,2,1715,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,1,5,3,2,12,12,2,2,1,2,3,4, ,2499,1,0,2499,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,1,5,3,3,12,13,2,1,1,1,9,3, ,3711,0,1,3711,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,1,5,3,4,12,14,2,2,1,3,2,2, ,1262,1,0,1262,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,1,5,3,5,12,15,2,2,1,9,4,1, ,706,1,0,706,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,1,5,4,1,12,16,2,1,1,1,7,5,831,1717,0,2,1717,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,1,5,4,2,12,17,2,1,1,5,9,4, ,2473,0,2,2473,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,1,5,4,3,12,18,2,2,1,4,4,3, ,1307,1,0,1307,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,1,5,4,4,12,19,2,1,1,8,4,2, ,1413,0,1,1413,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,1,5,4,5,12,20,2,2,1,3,1,1, ,609,1,0,609,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,1,5,5,1,12,21,2,1,1,6,6,5,712,1805,0,1,1805,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,1,5,5,2,12,22,2,2,1,7,9,4, ,776,1,0,776,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,1,5,5,3,12,23,2,1,1,4,2,3, ,1555,0,2,1555,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,1,5,5,4,12,24,2,1,1,9,2,2, ,918,0,2,918,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,1,5,5,5,12,25,2,2,1,8,6,1, ,449,1,0,449,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,1,5,6,1,12,26,2,2,1,8,5,5,698,1375,1,0,1375,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,1,5,6,2,12,27,2,1,1,4,9,4, ,820,0,2,820,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,1,5,6,3,12,28,2,1,1,1,9,3, ,1589,0,2,1589,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,1,5,6,4,12,29,2,2,1,3,4,2, ,626,1,0,626,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,1,5,6,5,12,30,2,2,1,5,8,1, ,697,1,0,697,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,1,5,7,1,12,31,2,2,1,8,4,5,686,1504,1,0,1504,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,1,5,7,2,12,32,2,2,1,6,9,4, ,1766,1,0,1766,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,1,5,7,3,12,33,2,1,1,1,4,3, ,1731,0,1,1731,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,1,5,7,4,12,34,2,1,1,9,7,2, ,953,0,2,953,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,1,5,7,5,12,35,2,1,1,4,7,1, ,1377,0,2,1377,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,1,5,8,1,12,36,2,2,1,9,6,5,777,1423,1,0,1423,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,1,5,8,2,12,37,2,2,1,1,5,4, ,1245,1,0,1245,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,1,5,8,3,12,38,2,1,1,2,6,3, ,1582,0,1,1582,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,1,5,8,4,12,39,2,2,1,5,1,2, ,1192,1,0,1192,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,1,5,8,5,12,40,2,2,1,6,9,1, ,565,1,0,565,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,1,5,9,1,12,41,2,2,1,5,9,5,1247,1185,1,0,1185,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,1,5,9,2,12,42,2,1,1,4,7,4, ,1873,0,2,1873,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,1,5,9,3,12,43,2,1,1,3,7,3, ,1501,0,2,1501,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,1,5,9,4,12,44,2,2,1,1,4,2, ,1272,1,0,1272,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,1,5,9,5,12,45,2,1,1,9,1,1, ,1537,0,1,1537,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,1,5,10,1,12,46,2,2,1,9,3,5,569,1301,1,0,1301,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,1,5,10,2,12,47,2,2,1,5,7,4, ,1245,1,0,1245,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,1,5,10,3,12,48,2,1,1,6,8,3, ,5027,0,2, ,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,1,5,10,4,12,49,2,1,1,7,8,2, ,952,0,2,952,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,1,5,10,5,12,50,2,1,1,3,8,1, ,909,0,2,909,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,1,5,11,1,12,51,2,1,1,5,6,5,523,1826,0,2,1826,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,1,5,11,2,12,52,2,2,1,1,2,4, ,1431,1,0,1431,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,1,5,11,3,12,53,2,1,1,4,5,3, ,2253,0,1,2253,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,1,5,11,4,12,54,2,2,1,2,1,2, ,1589,1,0,1589,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,1,5,11,5,12,55,2,1,1,7,7,1, ,636,0,1,636,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,1,5,12,1,12,56,2,1,1,4,9,5,507,2959,0,2,2959,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,1,5,12,2,12,57,2,1,1,5,7,4, ,1289,0,2,1289,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,1,5,12,3,12,58,2,1,1,6,4,3, ,3454,0,1,3454,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,1,5,12,4,12,59,2,1,1,2,8,2, ,899,0,2,899,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,1,5,12,5,12,60,2,1,0,3,4,1, ,2137,1,0, ,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,2,3,1,1,20,1,2,2,1,6,2,3,1022,1132,1,0,1132,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,2,3,1,2,20,2,2,1,1,5,2,2, ,1032,0,1,1032,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,2,3,1,3,20,3,2,1,1,2,9,1, ,732,0,2,732,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,2,3,2,1,20,4,2,1,1,7,2,3,816,1409,0,2,1409,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,2,3,2,2,20,5,2,1,1,4,8,2, ,1218,0,1,1218,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,2,3,2,3,20,6,2,1,1,8,3,1, ,661,0,2,661,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,2,3,3,1,20,7,2,1,1,6,9,3,577,2137,0,2,2137,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,2,3,3,2,20,8,2,2,1,2,2,2, ,1015,1,0,1015,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,2,3,3,3,20,9,2,1,1,7,7,1, ,1113,0,1,1113,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,2,3,4,1,20,10,2,2,1,3,1,3,670,848,1,0,848,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,2,3,4,2,20,11,2,2,1,9,9,2, ,954,1,0,954,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,2,3,4,3,20,12,2,1,1,1,8,1, ,795,0,2,795,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,2,3,5,1,20,13,2,1,1,2,8,3,898,1743,0,2,1743,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,2,3,5,2,20,14,2,1,1,6,9,2, ,988,0,2,988,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,2,3,5,3,20,15,2,1,1,5,5,1, ,917,0,1,917,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,2,3,6,1,20,16,2,2,1,2,5,3,903,3949,1,0, ,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,2,3,6,2,20,17,2,2,1,8,8,2, ,1333,1,0,1333,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,2,3,6,3,20,18,2,1,1,5,6,1, ,600,0,2,600,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,2,3,7,1,20,19,2,2,1,4,7,3,1103,1685,1,0,1685,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,2,3,7,2,20,20,2,2,1,3,3,2, ,1917,1,0,1917,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,2,3,7,3,20,21,2,2,1,7,4,1, ,732,1,0,732,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,2,3,8,1,20,22,2,1,1,1,6,3,965,1953,0,2,1953,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,2,3,8,2,20,23,2,2,1,7,7,2, ,1122,1,0,1122,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,2,3,8,3,20,24,2,2,1,5,1,1, ,874,1,0,874,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,2,3,9,1,20,25,2,2,1,7,5,3,2645,1174,1,0,1174,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,2,3,9,2,20,26,2,2,1,6,6,2, ,759,1,0,759,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,2,3,9,3,20,27,2,1,1,5,6,1, ,556,0,1,556,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,2,3,10,1,20,28,2,2,1,6,5,3,1051,1498,1,0,1498,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,2,3,10,2,20,29,2,1,1,1,2,2, ,839,0,2,839,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,2,3,10,3,20,30,2,1,1,5,2,1, ,935,0,2,935,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,2,3,11,1,20,31,2,2,1,7,8,3,1427,1223,1,0,1223,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,2,3,11,2,20,32,2,1,1,5,1,2, ,883,0,2,883,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,2,3,11,3,20,33,2,1,1,8,6,1, ,926,0,2,926,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,2,3,12,1,20,34,2,2,1,2,8,3,819,900,1,0,900,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,2,3,12,2,20,35,2,1,1,1,9,2, ,635,0,2,635,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,2,3,12,3,20,36,2,1,1,8,5,1, ,759,0,2,759,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,2,3,13,1,20,37,2,2,1,9,3,3,862,1087,1,0,1087,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,2,3,13,2,20,38,2,2,1,1,1,2, ,848,1,0,848,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,2,3,13,3,20,39,2,2,1,3,9,1, ,591,1,0,591,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,2,3,14,1,20,40,2,1,1,8,9,3,612,1423,0,2,1423,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,2,3,14,2,20,41,2,2,1,5,5,2, ,1271,1,0,1271,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,2,3,14,3,20,42,2,2,1,2,8,1, ,882,1,0,882,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,2,3,15,1,20,43,2,1,1,4,2,3,793,1703,0,2,1703,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,2,3,15,2,20,44,2,2,1,7,7,2, ,874,1,0,874,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,2,3,15,3,20,45,2,1,1,1,1,1, ,1316,0,1,1316,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,2,3,16,1,20,46,2,2,1,9,5,3,798,1215,1,0,1215,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,2,3,16,2,20,47,2,1,1,4,6,2, ,733,0,2,733,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,2,3,16,3,20,48,2,2,1,5,9,1, ,812,1,0,812,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,2,3,17,1,20,49,2,1,1,1,4,3,613,735,0,2,735,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,2,3,17,2,20,50,2,2,1,5,5,2, ,750,1,0,750,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,2,3,17,3,20,51,2,2,1,9,1,1, ,680,1,0,680,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,2,3,18,1,20,52,2,2,1,7,3,3,621,1583,1,0,1583,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,2,3,18,2,20,53,2,2,1,2,2,2, ,653,1,0,653,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,2,3,18,3,20,54,2,1,1,3,3,1, ,679,0,1,679,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,2,3,19,1,20,55,2,2,1,1,4,3,935,1525,1,0,1525,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,2,3,19,2,20,56,2,1,1,8,4,2, ,653,0,1,653,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,2,3,19,3,20,57,2,1,1,4,7,1, ,2040,0,2,2040,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,2,3,20,1,20,58,2,2,1,3,2,3,2803,2497,1,0,2497,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,2,3,20,2,20,59,2,1,1,9,3,2, ,582,0,1,582,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,2,3,20,3,20,60,2,1,1,2,9,1, ,4840,0,1, ,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,3,4,1,1,15,1,2,2,1,6,3,4,1077,5542,1,0, ,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,3,4,1,2,15,2,2,1,1,9,7,3, ,7598,0,2, ,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,3,4,1,3,15,3,2,1,1,1,7,2, ,1828,0,2,1828,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,3,4,1,4,15,4,2,2,1,3,6,1, ,616,1,0,616,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,3,4,2,1,15,5,2,2,1,1,4,4,993,2556,1,0,2556,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,3,4,2,2,15,6,2,2,1,8,7,3, ,2006,1,0,2006,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,3,4,2,3,15,7,2,2,1,7,8,2, ,1510,1,0,1510,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,3,4,2,4,15,8,2,1,1,4,2,1, ,609,0,2,609,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,3,4,3,1,15,9,2,2,1,6,3,4,1080,1710,1,0,1710,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,3,4,3,2,15,10,2,1,1,2,1,3, ,864,0,2,864,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,3,4,3,3,15,11,2,2,1,5,2,2, ,2128,1,0,2128,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,3,4,3,4,15,12,2,1,1,3,1,1, ,653,0,2,653,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,3,4,4,1,15,13,2,1,1,6,6,4,1211,2131,0,1,2131,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,3,4,4,2,15,14,2,2,1,8,5,3, ,1943,1,0,1943,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,3,4,4,3,15,15,2,2,1,5,8,2, ,1059,1,0,1059,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,3,4,4,4,15,16,2,2,1,2,6,1, ,733,1,0,733,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,3,4,5,1,15,17,2,1,1,9,1,4,779,1163,0,2,1163,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,3,4,5,2,15,18,2,1,1,8,3,3, ,2014,0,1,2014,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,3,4,5,3,15,19,2,1,1,5,4,2, ,935,0,2,935,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,3,4,5,4,15,20,2,1,1,3,1,1, ,864,0,2,864,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,3,4,6,1,15,21,2,2,1,7,4,4,871,1181,1,0,1181,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,3,4,6,2,15,22,2,2,1,9,1,3, ,1281,1,0,1281,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,3,4,6,3,15,23,2,1,1,1,2,2, ,803,0,2,803,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,3,4,6,4,15,24,2,1,1,4,8,1, ,1668,0,2,1668,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,3,4,7,1,15,25,2,2,1,8,9,4,694,1409,1,0,1409,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,3,4,7,2,15,26,2,1,1,5,5,3, ,3960,0,1,3960,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,3,4,7,3,15,27,2,2,1,4,5,2, ,1332,1,0,1332,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,3,4,7,4,15,28,2,1,1,9,7,1, ,796,0,2,796,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,3,4,8,1,15,29,2,1,1,6,5,4,1138,1162,0,2,1162,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,3,4,8,2,15,30,2,1,1,4,6,3, ,2039,0,1,2039,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,3,4,8,3,15,31,2,2,1,1,4,2, ,1942,1,0,1942,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,3,4,8,4,15,32,2,1,1,7,5,1, ,652,0,2,652,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,3,4,9,1,15,33,2,2,1,5,2,4,1117,2412,1,0,2412,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,3,4,9,2,15,34,2,1,1,6,4,3, ,1112,0,2,1112,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,3,4,9,3,15,35,2,1,1,9,8,2, ,1526,0,2,1526,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,3,4,9,4,15,36,2,2,1,2,5,1, ,564,1,0,564,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,3,4,10,1,15,37,2,1,1,4,2,4,585,1560,0,2,1560,1520.18888888889,1075.18195893485,4745.73476569343,1
8,8,2,19,1,1,0,3,3,4,10,2,15,38,2,2,1,5,1,3, ,1368,1,0,1368,1304.29213483146,721.805457331053,3469.70850682462,1
8,8,2,19,1,1,0,3,3,4,10,3,15,39,2,1,1,1,4,2, ,2279,0,1,2279,1520.18888888889,1075.18195893485,4745.73476569343,1
